	KosticAD_2015__PRJNA231909.3101439__bin.12	LeChatelierE_2013__MH0444__bin.43	LiJ_2014__MH0351__bin.3	LiJ_2014__V1.FI22__bin.44	FerrettiP_2018__CA_C10007MS2098FE_t0M15__bin.1	LouisS_2016__AS51_12__bin.16	CosteaPI_2017__alien-11-637-0__bin.39	VatanenT_2016__G78586__bin.10	LiJ_2014__V1.FI26__bin.33	BackhedF_2015__SID42_12M__bin.25	VatanenT_2016__G80580__bin.6	HMP_2012__SRS023604__bin.26	LouisS_2016__AS51_0__bin.3	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	LeChatelierE_2013__MH0068__bin.19	LouisS_2016__AS53_18__bin.34	VatanenT_2016__G80450__bin.9	WenC_2017__RA087__bin.28	BackhedF_2015__SID526_12M__bin.34	LiJ_2014__V1.UC59-0__bin.21	WenC_2017__RA001__bin.1	CosteaPI_2017__alien-11-632-0__bin.37	VatanenT_2016__G78682__bin.17	WenC_2017__RA134__bin.8	KosticAD_2015__PRJNA231909.3107649__bin.17	CosteaPI_2017__alien-11-600-0__bin.37	GeversD_2014__SKBSTL065__bin.15	CosteaPI_2017__alien-11-895-0__bin.1	GeversD_2014__SKBSTL021__bin.3	HMP_2012__SRS054590__bin.17	BackhedF_2015__SID10_M__bin.51	QinN_2014__LD-71__bin.14	LiJ_2014__MH0270__bin.37	LiJ_2017__H3M615846__bin.20	LouisS_2016__AS51_6__bin.7	GeversD_2014__SKBSTL038__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.58
VatanenT_2016__G80580__bin.6	0.9992770981967882	0.9981207784142394	0.9981216626890785	0.9963585201683509	0.9983771208598325	0.9986799096425382	0.997796640929189	0.9970379104185944	0.9985750659186449	0.9963572630492769	1.0	0.9984062451491198	0.9989630068992604	0.9984844233538073	0.9977614500612763	0.996833575108799	0.9971395550418954	0.9990871311184217	0.998474505990892	0.9969046323563006	0.9990766290590267	0.9976830993906143	0.9989626455245266	0.9966313472285738	0.9991878902897837	0.9979884651932974	0.999125863160612	0.9984383069135708	0.9990866914330212	0.9992188339390109	0.9988650951523631	0.9878174080734665	0.9985828586784685	0.9989898914998463	0.9989534179963547	0.9991907864013994	0.9992516424744006
HMP_2012__SRS023604__bin.26	0.9989999808098663	0.9981776177015024	0.9984058694733607	0.9983256964185877	0.9997309503409783	0.9990552427903598	0.9993393509541256	0.9982616288065057	0.9986141935513501	0.9983216683683909	0.9984062451491198	1.0	0.9991014759174917	0.9991015524893777	0.9980873747012496	0.9994176417285325	0.9983491974289628	0.9989523935294778	0.9995046074608805	0.9988890780874763	0.9987789240454032	0.9994196459534329	0.9987731123510608	0.9963525750476803	0.9990397084570948	0.9990366629053729	0.9992518385246375	0.9992526830303812	0.9989357584171606	0.9990302994576751	0.9988956209852277	0.9895660627263203	0.9989297565026343	0.9989853070399088	0.9991151395471642	0.9989727572053584	0.9990146544364619
LouisS_2016__AS51_0__bin.3	0.9996077102762077	0.9984543232710219	0.9985665957987351	0.9976322559074191	0.9988609850642074	0.9997203536255517	0.9989303590529303	0.9975117349496423	0.9988905787208087	0.9977688757734113	0.9989630068992604	0.9991014759174917	1.0	0.9989851075565361	0.998290975246706	0.9988698933304871	0.9979913463122776	0.9995013687344855	0.9992660894864034	0.997876586901504	0.999413501876794	0.9991061723075444	0.9992545855576627	0.9967137117092643	0.9995294447617149	0.9988795769282481	0.9995476392904666	0.9989109169102859	0.9996972752247522	0.9995522596893801	0.9991823197274513	0.9889716432488501	0.9993502940051681	0.9994365760044862	0.999752266053105	0.9995649483266152	0.9995693311153337
VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	0.9991480319132323	0.9977892737381644	0.998529306323757	0.997672492173695	0.9991384650362587	0.9987848984841242	0.9987346733105649	0.9978408378419846	0.9982862651597966	0.9976698303284319	0.9984844233538073	0.9991015524893777	0.9989851075565361	1.0	0.998251120442239	0.9988084609632816	0.9978870295807647	0.9988312358856313	0.9987403336266768	0.9981773553787379	0.9987786599817531	0.9987109514079442	0.9987925685064625	0.9964071278112192	0.9989397622981471	0.99863515574884	0.9991107313100023	0.9987301516625338	0.9988778402288292	0.9989423029408394	0.9986786234731903	0.9890761416826195	0.9987985896787305	0.9989656261533408	0.9986906926071322	0.9989087455188594	0.9989514658990024
LeChatelierE_2013__MH0068__bin.19	0.9984077060892649	0.9970727483723013	0.9981373080489743	0.9962633138317782	0.9980183048523356	0.9981822883276288	0.9981045077384981	0.9965584250726532	0.9978433715232589	0.9962381131552944	0.9977614500612763	0.9980873747012496	0.998290975246706	0.998251120442239	1.0	0.9973470639286764	0.9970117784597896	0.9981724863793126	0.9979917305643933	0.9973968138735464	0.9979517613447126	0.9981586788223563	0.9979703816904996	0.9955992460443451	0.9982496112557064	0.9978204145281824	0.9985221506901631	0.9981210327069214	0.9980796539818436	0.9982082623093493	0.9980999975395651	0.9881429014858768	0.9983914588551869	0.9983827926103849	0.9977872323025051	0.9982496034700418	0.9982431886618351
LouisS_2016__AS53_18__bin.34	0.9981557544366619	0.9976791497691948	0.9975650473700691	0.9979437067234196	0.9995565741617258	0.9986194976729198	0.9984280721902463	0.9973047805649842	0.9981515958814635	0.9978129998441695	0.996833575108799	0.9994176417285325	0.9988698933304871	0.9988084609632816	0.9973470639286764	1.0	0.9977720850952888	0.9981699963031918	0.9990916837561218	0.9984746882448444	0.9979933665575925	0.998446143768487	0.9979021348126638	0.9959925442684063	0.9983425814358778	0.9985099377770902	0.9987803436301023	0.9988252278485413	0.9982834809990648	0.9982210622282636	0.9983925749755049	0.9876808623533461	0.9981297044244538	0.9986812771384862	0.9985667362740165	0.9978028867139095	0.9982304158070799
VatanenT_2016__G80450__bin.9	0.9979290876183732	0.9970256619279219	0.9973506956501204	0.9997574784116029	0.9978437745116949	0.9980742056637861	0.9978269368746214	0.9998192617599286	0.997397833360992	0.9994651847422069	0.9971395550418954	0.9983491974289628	0.9979913463122776	0.9978870295807647	0.9970117784597896	0.9977720850952888	1.0	0.9977019295408857	0.9984268670804175	0.9971434581978756	0.9974600527903978	0.9979659482189726	0.9972814756316711	0.9956295551163944	0.997728866249703	0.9979626566956689	0.9980683612854268	0.9980344317692191	0.9975525533833021	0.9977530922907767	0.997418292981209	0.9892785035998228	0.9979739133127691	0.9980073561485963	0.9981350963569754	0.9976336435536639	0.9977715215604293
WenC_2017__RA087__bin.28	0.9997025536261491	0.9985206905740632	0.9986487770835201	0.9967939195070267	0.9987928261129001	0.9994759458424798	0.9989332316975993	0.997455874028714	0.9990911447228702	0.996830523721135	0.9990871311184217	0.9989523935294778	0.9995013687344855	0.9988312358856313	0.9981724863793126	0.9981699963031918	0.9977019295408857	1.0	0.9989518119569722	0.9977033272797524	0.999473121206579	0.9985908012507584	0.9993925381435879	0.9970573332319931	0.999656389738762	0.9988222122740115	0.9994811348057253	0.9989326196155749	0.9994041152195375	0.9996674589449129	0.9993532382024722	0.988441892825601	0.9993346697393664	0.9991643650530954	0.9993443942414986	0.9995105539465312	0.9996994023067225
BackhedF_2015__SID526_12M__bin.34	0.998991418753441	0.998019166145346	0.99831586978224	0.9981444160882507	0.9993010530320607	0.9990341902854928	0.999280949328924	0.9979889710161368	0.9986140655049828	0.9982572881905467	0.998474505990892	0.9995046074608805	0.9992660894864034	0.9987403336266768	0.9979917305643933	0.9990916837561218	0.9984268670804175	0.9989518119569722	1.0	0.99844241780744	0.9989098002769571	0.9992967776838401	0.9989448377939625	0.9963291181071138	0.9991451663634826	0.9992177143354847	0.9988187556228516	0.9993021811530902	0.9991386392454299	0.9989408894667879	0.9985725647385829	0.9901198104462143	0.9989644841580881	0.9990265411845831	0.9992505089382276	0.9989647276088204	0.9989457948571073
LiJ_2014__V1.UC59-0__bin.21	0.9980814417808062	0.9967635742528029	0.997411000855951	0.9972572819508982	0.9987745618040079	0.9978560786831235	0.9980728331732701	0.9966642421164951	0.9976559215934764	0.9970466844308832	0.9969046323563006	0.9988890780874763	0.997876586901504	0.9981773553787379	0.9973968138735464	0.9984746882448444	0.9971434581978756	0.9977033272797524	0.99844241780744	1.0	0.9974758855298641	0.9980580473218928	0.9974106230752423	0.9953770542855976	0.9978889756939129	0.9980589380500239	0.9980238035875969	0.9980937510808501	0.9978904992369058	0.9977949953673495	0.9973247693184042	0.9879300157958835	0.9981216493240815	0.9982136834810195	0.9977670668977502	0.9974684805403763	0.9977865118509385
WenC_2017__RA001__bin.1	0.9996301232637056	0.9984111808181506	0.9986752823579974	0.9966062754909026	0.9986892617091272	0.9993546760249834	0.9988234748516858	0.9973474628612294	0.9990000078396598	0.9966541293330041	0.9990766290590267	0.9987789240454032	0.999413501876794	0.9987786599817531	0.9979517613447126	0.9979933665575925	0.9974600527903978	0.999473121206579	0.9989098002769571	0.9974758855298641	1.0	0.9988671093427685	0.9993228898213885	0.996846430856223	0.9995932016524315	0.9987353495615113	0.9994201673091742	0.9988531071210263	0.9992508145624687	0.999603917967239	0.9991951788302943	0.9884427558912832	0.9991927466389275	0.9992154317788874	0.9991474786091528	0.9994680450767239	0.9996192576091651
CosteaPI_2017__alien-11-632-0__bin.37	0.9989276724957096	0.99786265648987	0.9978080919312913	0.9976394114450471	0.9990291104486659	0.9985329689766308	0.9997708721559341	0.9974829777859934	0.9984442420216749	0.9979654361763269	0.9976830993906143	0.9994196459534329	0.9991061723075444	0.9987109514079442	0.9981586788223563	0.998446143768487	0.9979659482189726	0.9985908012507584	0.9992967776838401	0.9980580473218928	0.9988671093427685	1.0	0.9987760902117776	0.9964320116510154	0.9989600582945101	0.9996644927636145	0.9987071518534908	0.9997794679664691	0.9991183692244133	0.9988264459983929	0.9985208418226539	0.9887563523761258	0.9983593428177934	0.9987571443130158	0.9989525886235162	0.9988777031441063	0.9988216499089737
VatanenT_2016__G78682__bin.17	0.9995725129350167	0.9983944730419421	0.9985535876598378	0.9967678248211054	0.9986651858891398	0.9993223214481349	0.9987258430160785	0.9973218296026655	0.9987949470759878	0.9967348429294602	0.9989626455245266	0.9987731123510608	0.9992545855576627	0.9987925685064625	0.9979703816904996	0.9979021348126638	0.9972814756316711	0.9993925381435879	0.9989448377939625	0.9974106230752423	0.9993228898213885	0.9987760902117776	1.0	0.9967674447336231	0.9995338717048742	0.9986176785428309	0.9993266781155762	0.9987789332316688	0.999267135131983	0.999598100365153	0.9991163997861632	0.9882972211449051	0.9990870056412354	0.9991691927531787	0.9991344987384019	0.9994011349990852	0.9995909237758219
WenC_2017__RA134__bin.8	0.9971826536434184	0.9959577309220397	0.9963349915726589	0.9953131292469173	0.9966651249661963	0.996999424185275	0.9962392251683674	0.9953394395189229	0.9966988080496264	0.9953161226660349	0.9966313472285738	0.9963525750476803	0.9967137117092643	0.9964071278112192	0.9955992460443451	0.9959925442684063	0.9956295551163944	0.9970573332319931	0.9963291181071138	0.9953770542855976	0.996846430856223	0.9964320116510154	0.9967674447336231	1.0	0.9972190497651813	0.996378497753484	0.9971086162460352	0.9964204198389046	0.9972027130482874	0.997224555609665	0.996660962803438	0.9867358651222794	0.9965825202622477	0.9970080069594401	0.997392305183401	0.9970673532155085	0.9972140520010222
KosticAD_2015__PRJNA231909.3107649__bin.17	0.9999192265946437	0.9986488509081813	0.9988216955240851	0.9970550229476506	0.9988530811883525	0.9995785669932773	0.998986373133108	0.9976119113707629	0.9991233852514746	0.9971188270016607	0.9991878902897837	0.9990397084570948	0.9995294447617149	0.9989397622981471	0.9982496112557064	0.9983425814358778	0.997728866249703	0.999656389738762	0.9991451663634826	0.9978889756939129	0.9995932016524315	0.9989600582945101	0.9995338717048742	0.9972190497651813	1.0	0.998929666220152	0.9994525997198821	0.9989950067342259	0.9994999925767721	0.9997796892855726	0.9994360366157256	0.9885083152004973	0.9993914439149729	0.9993885824322658	0.9993425784495407	0.999587538749649	0.9998588040808712
CosteaPI_2017__alien-11-600-0__bin.37	0.9988738052690006	0.9976281388976237	0.9982459350274405	0.9979306044205616	0.9990610428340427	0.9987515542049077	0.9995144583936338	0.9976485397823959	0.9984039609065198	0.997970913974131	0.9979884651932974	0.9990366629053729	0.9988795769282481	0.99863515574884	0.9978204145281824	0.9985099377770902	0.9979626566956689	0.9988222122740115	0.9992177143354847	0.9980589380500239	0.9987353495615113	0.9996644927636145	0.9986176785428309	0.996378497753484	0.998929666220152	1.0	0.9987626151955451	0.9995559129483222	0.9988363543364982	0.9989380343416835	0.9984215130355999	0.9896509582762735	0.9981396143808465	0.9986517096321864	0.9988652808667354	0.9987356511534089	0.9989430552064373
GeversD_2014__SKBSTL065__bin.15	0.9996230989075444	0.9983195565375175	0.9988586428952297	0.9979188796350883	0.9990534603745483	0.9993909799863423	0.998724779246234	0.9979592523819513	0.9990107193483595	0.9980050643906095	0.999125863160612	0.9992518385246375	0.9995476392904666	0.9991107313100023	0.9985221506901631	0.9987803436301023	0.9980683612854268	0.9994811348057253	0.9988187556228516	0.9980238035875969	0.9994201673091742	0.9987071518534908	0.9993266781155762	0.9971086162460352	0.9994525997198821	0.9987626151955451	1.0	0.998807980607371	0.9994286483021675	0.9995301406790662	0.999225870806099	0.9894077162831926	0.9993687419101719	0.9994723206632736	0.9991661363749431	0.9994797726338699	0.9995495515876547
CosteaPI_2017__alien-11-895-0__bin.1	0.9989459940048866	0.9978071882110043	0.9983780439136373	0.9979685446677437	0.9991683567140374	0.9987029368259712	0.9996186416150528	0.9977432259038418	0.998292559162874	0.9982224212502703	0.9984383069135708	0.9992526830303812	0.9989109169102859	0.9987301516625338	0.9981210327069214	0.9988252278485413	0.9980344317692191	0.9989326196155749	0.9993021811530902	0.9980937510808501	0.9988531071210263	0.9997794679664691	0.9987789332316688	0.9964204198389046	0.9989950067342259	0.9995559129483222	0.998807980607371	1.0	0.9989888724819855	0.9990777551242231	0.9985897393598077	0.9901938135217468	0.9986900715068001	0.9989574722387494	0.9988425912843959	0.9990943365457045	0.9990724698696606
GeversD_2014__SKBSTL021__bin.3	0.9995370926650783	0.9983470180267618	0.9986440851840103	0.99689854819857	0.9989612181128448	0.9996621012297601	0.9990257059998657	0.9972997032331636	0.9990371398630902	0.9966326210190557	0.9990866914330212	0.9989357584171606	0.9996972752247522	0.9988778402288292	0.9980796539818436	0.9982834809990648	0.9975525533833021	0.9994041152195375	0.9991386392454299	0.9978904992369058	0.9992508145624687	0.9991183692244133	0.999267135131983	0.9972027130482874	0.9994999925767721	0.9988363543364982	0.9994286483021675	0.9989888724819855	1.0	0.9994895775268565	0.9990554121530683	0.988189557865776	0.9993839432985905	0.9994236731511617	0.9996567556092476	0.999536807541727	0.9995187459316862
HMP_2012__SRS054590__bin.17	0.9998556458511548	0.9986590788515997	0.9988349168919893	0.9969771882349966	0.9988369805237932	0.999577990288131	0.9988724504983594	0.9975539625299538	0.9991495666444092	0.9969059117091237	0.9992188339390109	0.9990302994576751	0.9995522596893801	0.9989423029408394	0.9982082623093493	0.9982210622282636	0.9977530922907767	0.9996674589449129	0.9989408894667879	0.9977949953673495	0.999603917967239	0.9988264459983929	0.999598100365153	0.997224555609665	0.9997796892855726	0.9989380343416835	0.9995301406790662	0.9990777551242231	0.9994895775268565	1.0	0.999428325507602	0.9882758562976477	0.9993889046262525	0.9994026383583253	0.9993686034283613	0.9995589471957904	0.999843889036327
BackhedF_2015__SID10_M__bin.51	0.9993980753874683	0.9980853226153137	0.9985602660239542	0.9971477908776945	0.9985456554607886	0.999108613990208	0.9985591473461425	0.9974441815947638	0.9986694224330045	0.9972289583618205	0.9988650951523631	0.9988956209852277	0.9991823197274513	0.9986786234731903	0.9980999975395651	0.9983925749755049	0.997418292981209	0.9993532382024722	0.9985725647385829	0.9973247693184042	0.9991951788302943	0.9985208418226539	0.9991163997861632	0.996660962803438	0.9994360366157256	0.9984215130355999	0.999225870806099	0.9985897393598077	0.9990554121530683	0.999428325507602	1.0	0.9882409076333964	0.999017068000942	0.9990142793271112	0.9989096949070243	0.9993196047283092	0.9994654336390678
QinN_2014__LD-71__bin.14	0.9886633147306645	0.9879657695924043	0.9876990068168232	0.9879106597757428	0.9884665239611597	0.9893906755264611	0.9889539090984998	0.9883933118775939	0.9894161602807314	0.9869634440652904	0.9878174080734665	0.9895660627263203	0.9889716432488501	0.9890761416826195	0.9881429014858768	0.9876808623533461	0.9892785035998228	0.988441892825601	0.9901198104462143	0.9879300157958835	0.9884427558912832	0.9887563523761258	0.9882972211449051	0.9867358651222794	0.9885083152004973	0.9896509582762735	0.9894077162831926	0.9901938135217468	0.988189557865776	0.9882758562976477	0.9882409076333964	1.0	0.9895110321302616	0.9889833148818841	0.9889720707107669	0.988105763422014	0.9882279029326408
LiJ_2014__MH0270__bin.37	0.9993572128899746	0.998199117786446	0.9989374779413195	0.9979486861782406	0.9989213582270989	0.999343907417267	0.9982738050820257	0.9978537293382846	0.998890957381804	0.9980159965916302	0.9985828586784685	0.9989297565026343	0.9993502940051681	0.9987985896787305	0.9983914588551869	0.9981297044244538	0.9979739133127691	0.9993346697393664	0.9989644841580881	0.9981216493240815	0.9991927466389275	0.9983593428177934	0.9990870056412354	0.9965825202622477	0.9993914439149729	0.9981396143808465	0.9993687419101719	0.9986900715068001	0.9993839432985905	0.9993889046262525	0.999017068000942	0.9895110321302616	1.0	0.9992077288876549	0.9993747173224785	0.9994714861808595	0.9993917249386894
LiJ_2017__H3M615846__bin.20	0.99942796281612	0.9982748465546819	0.9987688160836846	0.997750829801469	0.9991503266649511	0.9992086271812214	0.9989070785189987	0.9978979092366362	0.9988326032331164	0.9978409346718352	0.9989898914998463	0.9989853070399088	0.9994365760044862	0.9989656261533408	0.9983827926103849	0.9986812771384862	0.9980073561485963	0.9991643650530954	0.9990265411845831	0.9982136834810195	0.9992154317788874	0.9987571443130158	0.9991691927531787	0.9970080069594401	0.9993885824322658	0.9986517096321864	0.9994723206632736	0.9989574722387494	0.9994236731511617	0.9994026383583253	0.9990142793271112	0.9889833148818841	0.9992077288876549	1.0	0.9992354218027873	0.9993633505714609	0.9994228449894321
LouisS_2016__AS51_6__bin.7	0.9993914170471276	0.9981482530460091	0.9984163093816253	0.9976065353909893	0.9989218069641072	0.9997926219926702	0.999005059378903	0.99766100905046	0.999025314172994	0.9970108110601913	0.9989534179963547	0.9991151395471642	0.999752266053105	0.9986906926071322	0.9977872323025051	0.9985667362740165	0.9981350963569754	0.9993443942414986	0.9992505089382276	0.9977670668977502	0.9991474786091528	0.9989525886235162	0.9991344987384019	0.997392305183401	0.9993425784495407	0.9988652808667354	0.9991661363749431	0.9988425912843959	0.9996567556092476	0.9993686034283613	0.9989096949070243	0.9889720707107669	0.9993747173224785	0.9992354218027873	1.0	0.9991430056885378	0.9993924146633467
GeversD_2014__SKBSTL038__bin.7	0.9996967108366437	0.9983164540313034	0.9985266500934291	0.9968468717648825	0.998829842399118	0.9992100899858085	0.9989507277130047	0.997280008531046	0.9988837304199155	0.9968707567615159	0.9991907864013994	0.9989727572053584	0.9995649483266152	0.9989087455188594	0.9982496034700418	0.9978028867139095	0.9976336435536639	0.9995105539465312	0.9989647276088204	0.9974684805403763	0.9994680450767239	0.9988777031441063	0.9994011349990852	0.9970673532155085	0.999587538749649	0.9987356511534089	0.9994797726338699	0.9990943365457045	0.999536807541727	0.9995589471957904	0.9993196047283092	0.988105763422014	0.9994714861808595	0.9993633505714609	0.9991430056885378	1.0	0.9996464277345711
