	KosticAD_2015__PRJNA231909.3101439__bin.12	LeChatelierE_2013__MH0444__bin.43	LiJ_2014__MH0351__bin.3	LiJ_2014__V1.FI22__bin.44	FerrettiP_2018__CA_C10007MS2098FE_t0M15__bin.1	LouisS_2016__AS51_12__bin.16	CosteaPI_2017__alien-11-637-0__bin.39	VatanenT_2016__G78586__bin.10	LiJ_2014__V1.FI26__bin.33	BackhedF_2015__SID42_12M__bin.25	VatanenT_2016__G80580__bin.6	HMP_2012__SRS023604__bin.26	LouisS_2016__AS51_0__bin.3	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	LeChatelierE_2013__MH0068__bin.19	LouisS_2016__AS53_18__bin.34	VatanenT_2016__G80450__bin.9	WenC_2017__RA087__bin.28	BackhedF_2015__SID526_12M__bin.34	LiJ_2014__V1.UC59-0__bin.21	WenC_2017__RA001__bin.1	CosteaPI_2017__alien-11-632-0__bin.37	VatanenT_2016__G78682__bin.17	WenC_2017__RA134__bin.8	KosticAD_2015__PRJNA231909.3107649__bin.17	CosteaPI_2017__alien-11-600-0__bin.37	GeversD_2014__SKBSTL065__bin.15	CosteaPI_2017__alien-11-895-0__bin.1	GeversD_2014__SKBSTL021__bin.3	HMP_2012__SRS054590__bin.17	BackhedF_2015__SID10_M__bin.51	QinN_2014__LD-71__bin.14	LiJ_2014__MH0270__bin.37	LiJ_2017__H3M615846__bin.20	LouisS_2016__AS51_6__bin.7	GeversD_2014__SKBSTL038__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.58
VatanenT_2016__G80580__bin.6	0.8902034651786389	0.49208183989713283	0.8881777191111848	0.7569732999226544	0.9355238148684027	0.7055885216262575	0.7394430631769261	0.9301822134493435	0.5924578320308211	0.7235567245497732	1.0	0.5147743437217122	0.6088083660079688	0.8934930913580368	0.7520702746621316	0.6097062576705079	0.6122315779713993	0.9495149433083891	0.6781589073048855	0.58744318029323	0.909649041476251	0.7311131660684789	0.8790835161242311	0.39347723185856254	0.9140964111172651	0.6483302386976667	0.9238994117345657	0.5893993885552972	0.9290214200839821	0.9651420401172139	0.9303658176547949	0.5064066278068264	0.581081081081081	0.7403525444736964	0.7034773782539423	0.7040440503697704	0.9666999309501793
HMP_2012__SRS023604__bin.26	0.9183791960600972	0.7505583323950281	0.9176017897967875	0.9929583049801977	0.9861985910735354	0.9596620143046669	0.9366423686413504	0.9935359746216998	0.8527706113017639	0.9905751729337295	0.8262820104861727	1.0	0.8543068209077246	0.9818827134807533	0.9434588704110756	0.8406346533247825	0.9199075728573597	0.9934879986684225	0.9467026323132732	0.8337486353778596	0.9597961511536258	0.9599459536199815	0.9161458664799847	0.6273355232560985	0.9747254845326506	0.9076130005042371	0.9828157968169423	0.9040069711997415	0.9788788313449422	0.9965682506890424	0.9663531911352188	0.6224282686065923	0.8654382211691446	0.9504496521743387	0.754635309322511	0.8683060082538222	0.9966436414727639
LouisS_2016__AS51_0__bin.3	0.9107850915194395	0.6761297520802088	0.910935316410161	0.952039282590884	0.9724227701957064	0.8943586087388661	0.9094712327454533	0.9800062850846172	0.7934196625705346	0.9306302055969734	0.8104657215220299	0.7085271708105729	1.0	0.9569325538962247	0.9132195467755648	0.7760228081985437	0.852592841012532	0.973849500644343	0.8652344685733588	0.7893059366440733	0.9414829389185594	0.9121160028485887	0.9030813967179515	0.5559644559788288	0.9612021888984618	0.8515810560728615	0.9531907360776037	0.8313502294380696	0.9656610260603644	0.9866039998798201	0.9543551819873047	0.6168786191003234	0.7686496081566432	0.9209492264230155	0.7407865450467606	0.8305950448522802	0.9880023094031849
VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	0.8808950499972996	0.492739615612323	0.9024647603869351	0.7436167209964203	0.9681006732541705	0.6960497394923132	0.7280153013237846	0.9596959503868638	0.5919327703690721	0.7060334049011925	0.746310960480072	0.5109481501559582	0.6004210513444194	1.0	0.7207498219295198	0.5900863399816376	0.6204276137129046	0.9581766194223689	0.6750649358589621	0.5789257280509663	0.9052486719865329	0.7126416284456256	0.8755891101367194	0.4010351015383863	0.9183372344100441	0.6409615092632315	0.9539508209584115	0.595023401365258	0.9362217265346924	0.9691955901698981	0.9412087189828736	0.4604408403500066	0.5911751428894597	0.7275246521893752	0.6802124210146604	0.6844672610161685	0.9698905490684799
LeChatelierE_2013__MH0068__bin.19	0.8850671786020984	0.6074802709501412	0.8856325734641776	0.9201326448654715	0.9632021638792162	0.8446275534039679	0.8668982954798781	0.9569763587407784	0.7268742193512369	0.8912955684027627	0.7966840075963223	0.6226431919027702	0.7266894160020315	0.9140787197651059	1.0	0.7207123846029087	0.7594261015991951	0.9617276140789136	0.8365562994357036	0.7156212461819693	0.9196060199367921	0.8702938954801366	0.8879283996869974	0.48233867992253765	0.9324866841432911	0.7939268191660458	0.947485479044528	0.7218334818437171	0.9441738805666355	0.9859794997515493	0.9454410112232495	0.5745523203482057	0.7122301693406075	0.8530529060972828	0.6952922316038281	0.7984797016782857	0.9838807540235114
LouisS_2016__AS53_18__bin.34	0.8929461291201999	0.6501570732078439	0.8706262006352669	0.9253490163508296	0.9543742748638487	0.8656905198156332	0.8832831945932581	0.9476863798033336	0.770459141945996	0.8849022690817795	0.792141901616063	0.6804217994154531	0.757360726309049	0.9178448478085831	0.8839274958948576	1.0	0.8024887623709019	0.9475318425907728	0.8463171008501924	0.7341452744897895	0.9261327973929968	0.8940659295373711	0.8858572298055526	0.5272175693753209	0.9194869047543571	0.8195900880624362	0.9317730094022025	0.7751126932903905	0.9372293617533871	0.9631488185431976	0.929349548909839	0.57801117739921	0.7597461468721668	0.8972319611485523	0.7260007671385731	0.8115747579709501	0.9642091815709223
VatanenT_2016__G80450__bin.9	0.9149435234643041	0.7154758555026691	0.9011331563096795	0.9912221173952144	0.9807268058422535	0.9130850115506752	0.917271786480784	0.9899137502295554	0.8168971678579902	0.9726614316216581	0.7910813496989574	0.7405224168221338	0.8275477494902491	0.9597716505209429	0.9263247414595545	0.7981087000899305	1.0	0.9778121421202011	0.9318994890274497	0.8092692296476	0.9340354378340375	0.9435360750719011	0.9092103531251453	0.5751093392982265	0.9588699806188261	0.8878508650592667	0.9596944095677896	0.8725540036429356	0.9686929806101562	0.9877998702667257	0.9634997087700797	0.5711251248268975	0.839877927767098	0.9287310336021791	0.7256637795889993	0.8436777097584486	0.9885415410515962
WenC_2017__RA087__bin.28	0.8921567483866453	0.47967936062646477	0.894912501202908	0.7426603172566505	0.9529840380186964	0.6779511585340368	0.716664382356572	0.944489320607296	0.581288875798658	0.7153545492278546	0.7565591291237872	0.4931650525828743	0.58287963046667	0.9140248863434222	0.7233783099410259	0.5811022428036942	0.6029635764325297	1.0	0.6625981645811402	0.5622761254601427	0.9141556266445817	0.7073764747165754	0.8912989170426058	0.38367661167797645	0.929301088595266	0.6177488950257447	0.9404514379975057	0.5778293610638858	0.941240740038707	0.9909269147135815	0.9513636359217968	0.45511184857065373	0.563945615922905	0.7165579432266318	0.6642360635213175	0.6851749246906704	0.9992175022867402
BackhedF_2015__SID526_12M__bin.34	0.8853107214064664	0.6324973615450176	0.8628570668224178	0.9733458270392088	0.9719052691364146	0.9013137299804821	0.923305173472725	0.9506939819415527	0.7690744362950559	0.9158306598623591	0.7785952844664158	0.6771462526936052	0.7462082933275627	0.9278915680791417	0.9066669748073946	0.7478785561365876	0.8280259594556834	0.9547495341122291	1.0	0.738725375879164	0.9057523571014883	0.9799386379759636	0.8701214844819629	0.5086114828642241	0.9150988256336668	0.876422962366913	0.9823792526046645	0.8209317195163031	0.9317426268576859	0.9786262386031701	0.94835701464859	0.49935815687024265	0.8041212421712997	0.8855985528590907	0.7045329602029247	0.7948399033838754	0.9805227047192453
LiJ_2014__V1.UC59-0__bin.21	0.9068929743959447	0.7083587665776607	0.9107228232701416	0.9714142893386352	0.9866457674476242	0.898655533813446	0.914572767547264	0.9761777371404075	0.808704323777132	0.9571457159531542	0.8063715824208765	0.7130058285041568	0.8138805646473298	0.9514009426418589	0.9273099037681393	0.7756557590494204	0.859719853337051	0.9686746160731405	0.883226450909024	1.0	0.921528288884814	0.92744303581252	0.8966853470183027	0.5538653088872757	0.9570829178190124	0.8679087300291467	0.9571314817094154	0.8473017316376162	0.961743376680792	0.9778071393942743	0.9539798526839504	0.6249645190542099	0.7854430575825397	0.9037204126590991	0.7237141663380231	0.8404441753893275	0.9778423063493937
WenC_2017__RA001__bin.1	0.9025861185141604	0.4795836409469881	0.8882668209500484	0.7462871268000228	0.9551266166138679	0.6905720042637442	0.7220879569833752	0.9509344843450624	0.5914471640382336	0.7095352590935576	0.7682956924127918	0.5050357621803415	0.5973281017116285	0.9153639561116672	0.7332104767758345	0.6020678850314036	0.6105376717463062	0.9690219096483956	0.6663213150631859	0.5670140962186317	1.0	0.6980572555521152	0.898589244710376	0.3994359657849468	0.9308481069459978	0.6285880030932238	0.9480524900091035	0.5857676671559291	0.9476119992766678	1.000257596919553	0.9563610210523659	0.46186818559548937	0.5705560538624855	0.7446513863608614	0.6786488732453142	0.6982823952598045	0.9972565928067606
CosteaPI_2017__alien-11-632-0__bin.37	0.8417975258579634	0.5904974458039302	0.8521924207854488	0.9221886287522935	0.9435561610324544	0.8463811618942801	0.9640152651678134	0.9186436523024791	0.7246600895532679	0.8597356301733483	0.765163344700921	0.6258999694849857	0.7170766616319021	0.8929191122301369	0.8598205359662215	0.7202060465692314	0.7642274658110546	0.9291355824218196	0.8932810790313335	0.7071107643947239	0.8649799992594682	1.0	0.8356006797570545	0.472531380031945	0.8839733612862781	0.8334084504884317	0.9376982997136185	0.7642191667485934	0.8993330107338797	0.9334689698054572	0.9102226574619424	0.5492115252272347	0.7221805850456001	0.8331358582060491	0.6478905698391642	0.7622241998107814	0.9334619475218361
VatanenT_2016__G78682__bin.17	0.8998214977341498	0.48346244591021054	0.8842760644303638	0.741765132557404	0.9522526307758252	0.6770751484472316	0.7081649553797319	0.9484240247412936	0.5874123317567135	0.7167472637865051	0.7635838422864397	0.4957695121944758	0.5892498083312714	0.91053852157313	0.7280762499794688	0.5922539871599172	0.61120309679443	0.9716478636155795	0.6583035343872509	0.5674104349383349	0.9241304438819925	0.6935149475116446	1.0	0.3902619039923788	0.9309388562185177	0.628604550986531	0.9419202689879203	0.5823121156359825	0.944918619603671	0.9847947223942722	0.9564176836456637	0.4535600048956988	0.5646605781269289	0.718730975520976	0.6721672633520384	0.6892094876947882	0.9856509398523131
WenC_2017__RA134__bin.8	0.9147743267920448	0.755594807161951	0.9149424886459607	0.9743235533720811	0.9857199444941318	0.9431862062436628	0.9118483105339077	0.9851693701279775	0.8489956377569451	0.9568621247187961	0.8035209355279909	0.7981160889787967	0.8528459213899386	0.9804633295050561	0.929826681182564	0.8286767032304515	0.9089135747722341	0.9833357830986126	0.9046559657597553	0.8239719082508925	0.9657622465427168	0.9220164973006908	0.9175022857555699	1.0	0.9728823440018535	0.8832832169487218	0.9637268652886529	0.8748365093086928	0.9729894693310148	0.9950087070471028	0.9572582393080202	0.6305160202192831	0.8445275150162307	0.9679570701471603	0.7943816501785007	0.8800831591508699	0.994387131009295
KosticAD_2015__PRJNA231909.3107649__bin.17	0.9122931717906126	0.4991745805610396	0.9037636670115723	0.746487745617294	0.9628510079532975	0.6848427813922927	0.7259740512282016	0.9610640490687038	0.5930963617066788	0.7358442869000357	0.7668602027062295	0.5094424299365763	0.6057381235294178	0.9223542825093979	0.7384807165029644	0.5937278357225977	0.6225561085644047	0.9784521005978022	0.6686700870656314	0.5849306964943469	0.9245884928444885	0.7085880466164968	0.8991222818216337	0.3996749495178998	1.0	0.6291830036261141	0.9488582806507969	0.5972761670243655	0.9651072226503691	1.0057559317107418	0.9527494706159891	0.4741151943701584	0.5751694591737209	0.7222926702958512	0.6787547373344428	0.7071833495551537	0.9930445746966212
CosteaPI_2017__alien-11-600-0__bin.37	0.8898955186569524	0.6704696389686194	0.8765657895133139	0.9780480752723473	0.9927715415591183	0.8890009969248933	0.9599279864827828	0.9606342671096105	0.7944617960912111	0.9184366350321215	0.8003032940687487	0.6979874766957511	0.789642070832869	0.9472435478478771	0.9251478069158277	0.7787045096545098	0.8481895723463275	0.9570381090352719	0.9423056071754498	0.7804822586523141	0.9186918899708151	0.9829845100159327	0.8933245186298457	0.5339255649492051	0.9257870737091931	1.0	0.9827480791877622	0.8511577580936146	0.9421392020384253	0.9947676502389909	0.9640504666873481	0.5723787049614332	0.8017813632270248	0.9074953090316576	0.713336656416311	0.821243234614678	0.9945063715849298
GeversD_2014__SKBSTL065__bin.15	0.8958615749930322	0.4806265128122649	0.9133190414302026	0.7608230697689287	0.9799292331022055	0.6897409975495313	0.7461587180442603	0.9643363405602013	0.5831551007808934	0.7130708977626112	0.7565369972818079	0.5013790754150962	0.5863153362576459	0.9351964420753361	0.7324034272596408	0.5872638564363013	0.6081812487700206	0.966497607970966	0.7006552231544814	0.5709626955355118	0.9191435247389447	0.7336671218631154	0.8879592381070355	0.3864398076786679	0.9261527841739483	0.651912574310737	1.0	0.598784455657306	0.9467744819601351	1.003519364496475	0.9794447335902013	0.4496744862556979	0.5958125256609922	0.7231774576862101	0.6726766250463272	0.6903308881924971	0.9935381750651577
CosteaPI_2017__alien-11-895-0__bin.1	0.9123354284207926	0.7243255072891469	0.9056580624945081	0.990380614002656	1.006755289253047	0.9286330093159824	0.9738326836959531	0.9884739794116623	0.8462357230372854	0.9700053219974235	0.8010012318517401	0.7653919294644678	0.8486985975459126	0.9681194116954623	0.9260466180447213	0.8107855831897831	0.9177204276830079	0.9855576574590033	0.9717403594752279	0.8388653368857528	0.9425282306265201	0.9923660008919734	0.911072075761369	0.5822008200186685	0.9675523951475321	0.9370769136394007	0.9937760815177474	1.0	0.9723405348856102	1.0067262752484014	0.9798866630081389	0.5777160838720267	0.8454705822862041	0.9446445950225232	0.733420154288187	0.853993238907946	1.0081396717604205
GeversD_2014__SKBSTL021__bin.3	0.9081216576699795	0.4833787986594224	0.9019095436957402	0.7558559759037962	0.9623295678824556	0.6830584881040079	0.7266820704029527	0.9647924895471653	0.5911736088238769	0.7302115206203063	0.7658459441995882	0.5027281709865012	0.5979795795735394	0.9239868355881621	0.734750678208574	0.5946743970292075	0.6180113089236912	0.9738124750150224	0.6690080681049633	0.5775712213285596	0.9248934602842568	0.7083806214628185	0.8967750208051009	0.39277717297021414	0.9483465287537808	0.6291764197124244	0.9531401245540417	0.5898078890930988	1.0	0.9950007416924164	0.9598098250360161	0.46642094438815407	0.5819700859106097	0.7171909216848235	0.6738856385720284	0.6958704074782709	0.9957499767435429
HMP_2012__SRS054590__bin.17	0.881085906346937	0.4679341540911093	0.8785906582471082	0.7450602613957279	0.9433356808230503	0.6675172587601015	0.7010356433731307	0.9282558465448327	0.5672094157105946	0.7064298449950185	0.7453476129798123	0.4794720267943575	0.5723431166341237	0.8960875433088299	0.7187996240875998	0.5725042219484793	0.5903793747512172	0.9604354554169307	0.6582701905706284	0.550112467525738	0.914586861437653	0.6888076557999091	0.8755616899099553	0.3762850150859582	0.9258402089658405	0.6223446476056782	0.946428714431409	0.5720783763222295	0.9321275558392432	1.0	0.9533849781071068	0.45032986548648385	0.5604142573492523	0.7089345144582598	0.6557984958793311	0.6750100690821472	0.9957820556001762
BackhedF_2015__SID10_M__bin.51	0.885074066615966	0.4684202706163648	0.8748374874633186	0.7387404471954002	0.9500658847817884	0.6656533052850543	0.7089603303232265	0.9355169804828553	0.5682577092037325	0.7005859248991689	0.7454745757078703	0.4823958600114565	0.57442732048352	0.9028932607883886	0.7151314078815403	0.5731599670771594	0.597482595273891	0.956719367975304	0.6618668853702548	0.5568637475342083	0.9072906300892084	0.6968786840247977	0.8822671207568343	0.3756043511326513	0.9099836949827859	0.6257783495177899	0.9584148747113875	0.5777386661557501	0.9329289988836733	0.9891901059435111	1.0	0.44660937753543994	0.5499546431175818	0.6996299112999244	0.6603131188917281	0.6694988651004206	1.007569907272546
QinN_2014__LD-71__bin.14	0.8092406613708774	0.5670645655023014	0.8498446125193652	0.8018832925367403	0.8787586152896807	0.7563893430474589	0.8037792621564837	0.8602053314591136	0.6444218038370547	0.7968171200277404	0.7738622784073855	0.5925734664924189	0.7081250780665957	0.8423828441781428	0.8288314153031034	0.679857979384826	0.6754452359335646	0.872853518170175	0.6646548011655459	0.6957453472308963	0.8356565330787974	0.8019261709057216	0.7979440754211867	0.4718270473022981	0.8636225510392411	0.7085808937716372	0.8391837449967469	0.6496138150376304	0.8646227356026555	0.8911019927255915	0.851751767800582	1.0	0.6126591859448435	0.7569346440442878	0.6495765294993857	0.7190348265569975	0.8887390217393331
LiJ_2014__MH0270__bin.37	0.9055267145736762	0.6931915721624953	0.9093181127075435	0.9789590459929193	0.9777266941889096	0.9603440476902458	0.9369184129195619	0.9819586391399313	0.8271228586518593	0.9332019835557267	0.8024370746680526	0.7445586571661299	0.7973493064546426	0.9773762783649396	0.9284680005492094	0.8075332663387695	0.8976044529764707	0.9773956523167456	0.9671982149009275	0.7901683091004505	0.9328633605719865	0.9529069772339219	0.8977080615013465	0.5710977702266162	0.9467730156229862	0.8969575314552954	1.0047971589363196	0.8591109377750785	0.9748980972252289	1.0021109184011268	0.9478116279089357	0.553641839649382	1.0	0.9526306878342533	0.7449705642284408	0.8447144068917358	1.0026028483078537
LiJ_2017__H3M615846__bin.20	0.9041930188227482	0.6165055222125361	0.8853457980519799	0.9154517446328909	0.9792809548817576	0.8692223132044972	0.8569449974667536	0.9634570942142769	0.7507166507704905	0.8550129837144668	0.8027884229979085	0.6420668380190675	0.750143197869692	0.9444557621103067	0.8731941525001091	0.74883292082646	0.7793760673698024	0.9751530199868509	0.836409827673104	0.7138833807131981	0.9560068364581115	0.8631947742368182	0.8972269219932085	0.5139738632470265	0.9335799996560605	0.7971656743131463	0.9576392260303963	0.7537155382586346	0.9433690457135222	0.9954077468393948	0.9467859519252011	0.5371018074018417	0.7480193717284412	1.0	0.7361838859073454	0.803078125847447	0.9970236008609069
LouisS_2016__AS51_6__bin.7	0.9065619407018668	0.5197942028233667	0.9056863422769625	0.7621190463338084	0.9622938856029606	0.7538495835474425	0.728560983081812	0.947710860434939	0.633656348999932	0.7293727869057025	0.8084935150334431	0.5403213425188211	0.6395366689263509	0.9359277873158106	0.7543382081288342	0.6422160421689324	0.6454408241982035	0.9580932564900491	0.7052570256433265	0.6059323370626302	0.9234576954165332	0.7114731435245325	0.8893591306548481	0.44707256390501476	0.9298546815072071	0.6641445599679765	0.9441201357493026	0.620234245362448	0.9395002849725859	0.9759536416552105	0.9471030591263785	0.4885313431287256	0.6199993971059684	0.7802794764356064	1.0	0.7362191393617595	0.9761253963502478
GeversD_2014__SKBSTL038__bin.7	0.9049295070492951	0.6029362580983281	0.8845949887769844	0.8726092907950584	0.9588082571053239	0.8197407845422354	0.8241341383103069	0.9570573977085051	0.7030103886163108	0.8537070430887945	0.7959252350627006	0.6115526378396643	0.705354981743205	0.9263956362984391	0.8521354761075617	0.7061852435446111	0.7381482541401032	0.9721489919973519	0.7826575963093346	0.6921687141630665	0.9346499832775343	0.8233521475438663	0.8970096093838892	0.4872126580445404	0.9529722889779988	0.7521178916591099	0.9530688310479297	0.7104006840695241	0.954300432025763	0.9881322212606326	0.9445896789631382	0.5319343927676198	0.6915253302255981	0.8372742036141213	0.7241910291729448	1.0	0.9888224970606387
