	KosticAD_2015__PRJNA231909.3101439__bin.12	LeChatelierE_2013__MH0444__bin.43	LiJ_2014__MH0351__bin.3	LiJ_2014__V1.FI22__bin.44	FerrettiP_2018__CA_C10007MS2098FE_t0M15__bin.1	LouisS_2016__AS51_12__bin.16	CosteaPI_2017__alien-11-637-0__bin.39	VatanenT_2016__G78586__bin.10	LiJ_2014__V1.FI26__bin.33	BackhedF_2015__SID42_12M__bin.25	VatanenT_2016__G80580__bin.6	HMP_2012__SRS023604__bin.26	LouisS_2016__AS51_0__bin.3	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	LeChatelierE_2013__MH0068__bin.19	LouisS_2016__AS53_18__bin.34	VatanenT_2016__G80450__bin.9	WenC_2017__RA087__bin.28	BackhedF_2015__SID526_12M__bin.34	LiJ_2014__V1.UC59-0__bin.21	WenC_2017__RA001__bin.1	CosteaPI_2017__alien-11-632-0__bin.37	VatanenT_2016__G78682__bin.17	WenC_2017__RA134__bin.8	KosticAD_2015__PRJNA231909.3107649__bin.17	CosteaPI_2017__alien-11-600-0__bin.37	GeversD_2014__SKBSTL065__bin.15	CosteaPI_2017__alien-11-895-0__bin.1	GeversD_2014__SKBSTL021__bin.3	HMP_2012__SRS054590__bin.17	BackhedF_2015__SID10_M__bin.51	QinN_2014__LD-71__bin.14	LiJ_2014__MH0270__bin.37	LiJ_2017__H3M615846__bin.20	LouisS_2016__AS51_6__bin.7	GeversD_2014__SKBSTL038__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.58
VatanenT_2016__G80580__bin.6	0.8895599354884359	0.49115710908163734	0.8865094217626491	0.7542167969178892	0.9340055727841229	0.7046570810225229	0.737813804596327	0.9274269304060764	0.5916136186741946	0.7209209977333115	1.0	0.513953919614297	0.6081770359327461	0.89213893409524	0.7503867277948707	0.607775668599899	0.6104803232409985	0.9486481606640493	0.6771243799545686	0.5856248276804384	0.9088090979848676	0.7294192495284849	0.8781715949044647	0.3921517436909691	0.913354064545723	0.6470260998562886	0.9230917972228796	0.5884789276050447	0.9281729368621127	0.9643881039114406	0.9293099409782628	0.5002372825113639	0.5802576070699208	0.739604708075413	0.7027411314898901	0.7034743283501973	0.9659764937818562
HMP_2012__SRS023604__bin.26	0.9174607992402175	0.7491905281760816	0.9161390127723736	0.9912957913339763	0.9859332546788793	0.9587553666978348	0.936023576754182	0.9918088403037172	0.8515888362894027	0.9889126592875082	0.8249651195237653	1.0	0.8535392056552878	0.9810005434011034	0.941654387107197	0.8401451027811366	0.9183889870709702	0.9924472142126314	0.9462336428924605	0.8328224057492816	0.9586241671521376	0.9593888451013124	0.9150218584317737	0.6250473640150976	0.9737894638931998	0.9067386632332856	0.9820804919003862	0.9033313914495102	0.9778370677880638	0.9956018779158855	0.9652859709500707	0.6159338910945861	0.8645119915405666	0.9494852376033563	0.7539675623809781	0.8674140471632994	0.9956616030822102
LouisS_2016__AS51_0__bin.3	0.9104277998874531	0.6750846740566486	0.9096295779005381	0.9497850972036245	0.9713151661365487	0.8941085045964756	0.9084984250747268	0.9775677696963102	0.7925394259135501	0.9285538539992708	0.8096252741604256	0.7078905420844881	1.0	0.9559613702783708	0.9116588319649335	0.7751458196473044	0.8508802772583064	0.973363908835416	0.8645994639001466	0.7876299140794827	0.9409307609418532	0.9113007283065108	0.9024082268022318	0.5541373964970804	0.9607498901734245	0.8506269250101707	0.9527595500399111	0.8304448199615586	0.9653686965432847	0.986162257498455	0.9535748245819891	0.6100754616167283	0.7681502118982986	0.9204303415301989	0.7406030270721494	0.8302336930881121	0.9875768075505466
VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	0.8801445555269103	0.49165030320384207	0.901137511170802	0.7418859472585299	0.9672666206757405	0.6952039683987311	0.7270941241327025	0.9576238112075879	0.5909183545574325	0.7043882272739778	0.7451798690175707	0.5104890900623935	0.5998116885565132	1.0	0.7194893172996873	0.5893832290725152	0.6191166685178524	0.9570567369743609	0.6742145792594509	0.577870552186624	0.9041430555569708	0.7117229987578374	0.8745318962697418	0.39959423367534413	0.9173635786511072	0.6400866966320987	0.9531025023615356	0.5942678118882808	0.9351711361762791	0.968170474844424	0.939965027874781	0.4554110498464875	0.5904648989711143	0.7267721197163507	0.6793218138631054	0.6837203330503906	0.9688735857535463
LeChatelierE_2013__MH0068__bin.19	0.8836578915230188	0.6057020233382076	0.8839829127980197	0.9166943979384734	0.9612933908248369	0.8430922640413392	0.8652550964692868	0.9536828528984725	0.725306621710775	0.887942615329244	0.7949005906599353	0.6214523087818422	0.7254474858021273	0.9124801061779243	1.0	0.718800380720746	0.7571567681641984	0.9599700437647931	0.8348762689883826	0.7137583508821129	0.9177224473391227	0.8686914048996149	0.8861262439494673	0.4802160260689032	0.930854469947163	0.7921963878053051	0.9460852382832415	0.7204771803402837	0.9423607400146421	0.9842128831196356	0.9436446709757293	0.567739796884319	0.7110845178086459	0.8516733426338096	0.693753711413416	0.797082045579226	0.9821522611594407
LouisS_2016__AS53_18__bin.34	0.89129931718327	0.6486481560144298	0.8685062670783433	0.923446227390017	0.9539510806509899	0.8644954320384964	0.8818947371757889	0.9451321570541878	0.7690350220948589	0.8829669876814029	0.7896336437814226	0.6800255501524768	0.7565048279010201	0.9167511998427683	0.8815824927565634	1.0	0.8007008856963526	0.9457978558159882	0.8455483772800183	0.7330254740726183	0.9242743883496376	0.8926766796213759	0.8839988207621934	0.525104768305131	0.91796293008895	0.818368847833943	0.9306365665159864	0.7742021124840708	0.9356205897457031	0.9614354367300878	0.9278556891884181	0.5708905781435246	0.7583251970151336	0.8960487608493048	0.7249602165739971	0.8097916362875565	0.962502932244546
VatanenT_2016__G80450__bin.9	0.9130487555930725	0.7133477884259949	0.8987457803188474	0.9909817246328494	0.9786121377064324	0.9113265976069491	0.9152784969856325	0.9897348349605165	0.81477146530029	0.9721412374473599	0.7888185050407605	0.7392999605125331	0.8258854926514692	0.9577436814141715	0.9235566779138952	0.7963305818214205	1.0	0.9755650609218313	0.9304334872635185	0.8069575182639386	0.9316630371300414	0.9416168738379375	0.9067386426242378	0.5725958556287768	0.9566922586436961	0.8860420080440936	0.957840626692109	0.8708389392137343	0.9663221562521428	0.9855803751230535	0.961012234809345	0.5650018088570151	0.83817626227875	0.9268804034184639	0.7243104865628328	0.8416812675713315	0.9863385975407427
WenC_2017__RA087__bin.28	0.8918913795969311	0.47896976642686273	0.8937032749230382	0.7402792885005886	0.9518336205731772	0.6775958754108113	0.7158998675100144	0.9420864207971367	0.5807605683363515	0.7130872499530987	0.7558684898377361	0.4926484096827531	0.5825889884588877	0.912956606856624	0.7220563262266988	0.5800388235511399	0.6015779236496082	1.0	0.6619036371076941	0.5609847612215519	0.9136739774310163	0.7063796406731618	0.890757486947841	0.38254757926313016	0.928981771205445	0.6170213179594404	0.9399634704794233	0.5772125973383413	0.9406798690069667	0.9905973908318485	0.9507483302665255	0.44985161704853527	0.5635704058392799	0.7159591623677896	0.6638005865330686	0.6848395685278448	0.9989171398104704
BackhedF_2015__SID526_12M__bin.34	0.8844178136154782	0.6312444893582899	0.8614039031625744	0.9715397021819865	0.9712259588954275	0.9004432324242482	0.9226412702681315	0.948782108789084	0.7680085495045587	0.9142346309559576	0.7774075420244426	0.6768107994921281	0.7456606432157565	0.9267227342727423	0.9048461432336149	0.7471992458956006	0.8267233645605947	0.9537487770664863	1.0	0.7375747503885024	0.9047649061326307	0.9792495232572715	0.8692033651768762	0.5067444301812638	0.9143165683767777	0.8757373492474013	0.981218822636298	0.8203588578903985	0.9309400603255507	0.9775897652457878	0.9470032964054683	0.4944244036251356	0.8032885618862134	0.8847364591408896	0.7040049190465285	0.7940170275764943	0.9794890326412072
LiJ_2014__V1.UC59-0__bin.21	0.9051530474259882	0.706066216027256	0.9083649626602294	0.9687499738341108	0.9854366940382799	0.8967288870579744	0.9128102332490163	0.9729214445580393	0.8068086574345037	0.9543189626083163	0.8038755659158522	0.7122137347055144	0.8121523599957464	0.949666876831089	0.924895943491727	0.7744726422021883	0.8572640276378776	0.9664498875076091	0.8818507531170902	1.0	0.9192022459962003	0.925641985325332	0.8943634906719652	0.5513048196311992	0.9550624925165557	0.8662240654172351	0.9552400019090632	0.8456865636274882	0.959714578293783	0.9756510701220712	0.951427736512426	0.6174212071810923	0.7839677200844342	0.9021060819574263	0.7220981610194398	0.838316574604602	0.9756778639926383
WenC_2017__RA001__bin.1	0.9022522729064197	0.4788216692589503	0.8870901182215303	0.7437544338869777	0.9538746955848403	0.6901263615929175	0.7212384023426894	0.9484120953087996	0.5908557215109399	0.7071612458829571	0.7675862704963429	0.5044190751549317	0.5969777699010365	0.9142459854808073	0.7317086867348406	0.6008597554787001	0.6089869382905972	0.9685113525538416	0.6655948917500465	0.5655828877335952	1.0	0.6972664330090875	0.8979808007863919	0.3981763168483326	0.930469439474255	0.6277930589994832	0.9475027781827774	0.5850958543897349	0.9469020621663798	0.9998614128572806	0.9555913214567415	0.4565302622285122	0.5700954705703248	0.7440671565473151	0.6780703105639982	0.697910940501809	0.9968768949473396
CosteaPI_2017__alien-11-632-0__bin.37	0.8408948432179423	0.5892353499203928	0.8503244933422367	0.920011720829753	0.9426400722146111	0.845139494472186	0.9637943824284589	0.9163314058228776	0.7235326938373716	0.8579864431622749	0.7633905372813038	0.6255367259049489	0.7164357186541219	0.8917680961056969	0.858237330204374	0.7190869499157964	0.7626729875731115	0.9278262457211949	0.8926529038419552	0.7057375887520891	0.864000071499615	1.0	0.8345779799060546	0.4708453935734614	0.8830540805213344	0.833128835922428	0.9364859982048489	0.764050631941687	0.8985401310741157	0.932373493560566	0.9088762941749519	0.5430363843666092	0.7209957342818949	0.8321003905666472	0.647211961885598	0.7613687579878476	0.9323620025510041
VatanenT_2016__G78682__bin.17	0.8994368356830745	0.4826862339200931	0.8829970366186617	0.7393676177073825	0.9509815505271619	0.676616309141128	0.7072626420560664	0.9458839835941106	0.5867044688087293	0.7144069713903626	0.7627917351702447	0.4951612587032438	0.5888105730139968	0.9094391086861034	0.7265985330917981	0.5910115181381933	0.6095415262817963	0.9710576246005688	0.6576089173776645	0.5659411954512388	0.9235047057520752	0.6926661477791065	1.0	0.38900036081936196	0.9305049192766022	0.6277356174276282	0.9412860534574283	0.5816010736627828	0.9442261219442283	0.9843989337549427	0.955572592775877	0.4482520924608887	0.5641450462044824	0.7181338486179982	0.6715855017376022	0.6887967442543094	0.9852477334874807
WenC_2017__RA134__bin.8	0.9121970906753629	0.7525404896374929	0.9115892167145409	0.9697570248057419	0.982432691660916	0.9403561045244259	0.908419054357385	0.9805779286943914	0.8461929401916796	0.952380299901096	0.8008141525016256	0.7952050204410076	0.8500432238246731	0.976940650076358	0.9257347427372763	0.8253558180264525	0.9049412180897312	0.9804421535678962	0.9013350805557563	0.8201627308488562	0.962716648521795	0.9187267531807503	0.9145364089098379	1.0	0.9701768066188505	0.8800844047942321	0.9609403610870979	0.8717049618957695	0.9702677385843015	0.9922471157127944	0.9540619184402552	0.6221527706845309	0.8416413593456884	0.9650609493297192	0.7923101452669289	0.877502186104101	0.9916168201714504
KosticAD_2015__PRJNA231909.3107649__bin.17	0.9122194827644439	0.49850012127985555	0.9026987582375633	0.7442893563365911	0.961746696019462	0.6845541660397982	0.7252381844252103	0.9587689429411542	0.59257644468871	0.733724192209637	0.7662374280892333	0.5089532166795111	0.605453090282362	0.921376367724616	0.7371880881689198	0.592743780185635	0.6211422003747905	0.978115894415907	0.6680984853834746	0.5836958935766708	0.9242123717734185	0.7078511563548087	0.8987031754852985	0.3985634733731868	1.0	0.6285095678036269	0.9483388753621764	0.5966759084986987	0.9646246618748331	1.005534352902887	0.9522121548001748	0.46866681199780164	0.574819436299419	0.7218510478681867	0.6783085093426428	0.7068916638265688	0.9929043608551611
CosteaPI_2017__alien-11-600-0__bin.37	0.888893323012701	0.6688793781116255	0.8750282361657846	0.9760241069089004	0.9918393716060129	0.8878911273684496	0.9594619015062301	0.958375373846835	0.7931938040063731	0.9165730480903316	0.7986934561368106	0.6973150794678649	0.7887573376382819	0.9459507079371485	0.92313136819659	0.777544191481864	0.8464615190003042	0.9559109212971468	0.941568455007364	0.7789672942374127	0.9175300658693275	0.9826547115995674	0.8920896569795285	0.5319919523162692	0.9247961725312556	1.0	0.981532041647968	0.8507797699543101	0.9410428858415583	0.993711241156433	0.9625287255926582	0.5664551338620147	0.8002897407091719	0.9062717418476542	0.7125272196638165	0.8202048966782222	0.9934552332533182
GeversD_2014__SKBSTL065__bin.15	0.8955239237867284	0.4798188471309138	0.9122766182533443	0.7592397053843379	0.9790016912529358	0.6893209314777834	0.7452072009614068	0.9623683734702053	0.5825781967227854	0.7116483672366446	0.7558756804221239	0.5010039629063178	0.5860501102361261	0.9343648011604013	0.731321045360143	0.586547596332988	0.6070064623244189	0.96599612600184	0.6998275781118105	0.5698343611049785	0.9186105752757402	0.73271860168446	0.8873613557195417	0.38532246189686054	0.9256458078804595	0.6511059075974518	1.0	0.5980706929741576	0.9462335407524027	1.0030478515693289	0.9786865168281166	0.4449114065170679	0.5954364141841477	0.7227958518850028	0.672115704477275	0.6899717591727744	0.9930906373715952
CosteaPI_2017__alien-11-895-0__bin.1	0.9113738214096827	0.722737197777693	0.9041891248878816	0.988368700023377	1.0059180279761322	0.9274285136374111	0.9734613044364899	0.9862432169401996	0.8447908256059367	0.9682810611499162	0.799750313765736	0.7648199390871697	0.8477742942550612	0.9668900468700521	0.9243066067375493	0.8098330948658475	0.9159165855656155	0.9845056925477116	0.9710622607380831	0.8372662507440021	0.9414472517105829	0.9921471523997897	0.9099595959261022	0.5801167855135562	0.9665800115061253	0.9366607699156273	0.9925914811566474	1.0	0.9713573746139065	1.0057978270997436	0.9785047674154491	0.5720508922220914	0.844363076280305	0.9436597768076969	0.7325712874094141	0.8532198084412516	1.0072045918392722
GeversD_2014__SKBSTL021__bin.3	0.9077012814936428	0.48257978221899284	0.9006866311827606	0.7535117250257077	0.9613299173578654	0.6828276834808756	0.725974068421754	0.9621872635069731	0.5906043913219473	0.727752621694126	0.7651464905377647	0.5021931467620726	0.5977985563397102	0.9229499747321737	0.7333397026693385	0.5936536271273373	0.6164987592365848	0.9732321949821365	0.6684318108106069	0.5763528343964258	0.9242005435725439	0.7077560913061077	0.8961178058978375	0.391678462509334	0.9478723484496115	0.6284442813000485	0.9525955463256055	0.5892115181060947	1.0	0.9944928709530622	0.9589032003399214	0.46091230681426765	0.5816115593391646	0.7167775853009134	0.67365433110658	0.6955480855535916	0.9952707680162117
HMP_2012__SRS054590__bin.17	0.8809587179408668	0.4673066912878297	0.8775670271123286	0.7428080844719444	0.9422385630536523	0.6672355599940646	0.700245190982813	0.9259852979623946	0.5667270419038691	0.7042440886832938	0.7447653727209133	0.4790070825099454	0.5720868555493008	0.8951397541495217	0.7175117237090965	0.5714857725635766	0.5890528467827222	0.9601160711972433	0.6575730096780955	0.5488994669863649	0.9142246100144383	0.6879993028191075	0.8752098019864945	0.37524065695167075	0.9256362364479577	0.6216837389622839	0.945984026078334	0.5715507799711236	0.9316517769869066	1.0	0.9528399522336874	0.44505013343005934	0.5600717907892041	0.7085110241728632	0.6553844269573471	0.6747123539983089	0.9956266031038682
BackhedF_2015__SID10_M__bin.51	0.8845413187513563	0.467523396917687	0.8735779542090991	0.7366334049528934	0.948684161650365	0.6650599512413514	0.7079388229498006	0.9331259689657262	0.5675015982435938	0.6986445721301509	0.7446285329981094	0.4818631121468468	0.5739576225955476	0.9017001988273681	0.7137726564470311	0.5722386554030409	0.5959400702640669	0.9561005984371427	0.6609221132397131	0.5553740085513363	0.906560423383037	0.6958478902207043	0.8814875493402724	0.3743501942330288	0.9094704974985288	0.6247905665504723	0.9576729377770045	0.5769239040545534	0.9320477654892776	0.9886246111918107	1.0	0.4413576566132094	0.5494140751008311	0.6989402716329847	0.6595931761352417	0.6690433412382039	1.0070312942938304
QinN_2014__LD-71__bin.14	0.8000665546857668	0.5602403798650636	0.8393906797340049	0.792189052593116	0.8686234738563127	0.7483645630787414	0.7949006433619623	0.8502211964556368	0.6376013467536414	0.7864293690727645	0.7644346300622109	0.58639059211299	0.7003156220812414	0.8331807733393487	0.8190038795602544	0.6714827153566083	0.6682034522679862	0.8627649836596128	0.6580878857421966	0.6873477118797319	0.8259986465349617	0.792909595619695	0.7886059123677994	0.4655686697079237	0.8536980728969558	0.7012477605373592	0.8302948726792083	0.643243580828522	0.8544111588158858	0.8806545849094242	0.8417359400895972	1.0	0.6062330234283679	0.7485957334158587	0.642413045464121	0.7104824562221174	0.8782766997078678
LiJ_2014__MH0270__bin.37	0.9049446536737645	0.6919432157896023	0.9083519421544339	0.9769508937709376	0.9766720773340769	0.9597139730836844	0.9353011091166236	0.9798510901217273	0.8262055441511302	0.9313505076396547	0.8012999079316117	0.7437617981048905	0.7968312638302639	0.976202048416348	0.9269745215686837	0.8060229404436298	0.8957858285438959	0.9767453614126476	0.9661966658271287	0.7886840959229624	0.9321103034887434	0.9513435835577483	0.8968884591053783	0.5691460551685913	0.9461968511431894	0.8952888445627846	1.0041628726011047	0.8579855638788673	0.9742975047192419	1.00149853305491	0.9468799935307848	0.5478347081819567	1.0	0.9518759460595487	0.7445047470393653	0.8442679636544664	1.0019929899988291
LiJ_2017__H3M615846__bin.20	0.9036757867945768	0.6154419555868335	0.8842557745450409	0.9133927378506694	0.9784488859668733	0.8685344342923512	0.8560084238709855	0.9614318199556319	0.7498402665795354	0.8531669548261981	0.8019775195880133	0.6414153373186215	0.7497205491919408	0.9434788417706532	0.8717820164641172	0.747845417734312	0.7778230484412267	0.9743381480447703	0.8355956171530543	0.7126081590376044	0.9552567838750601	0.8621219477026829	0.8964814993643734	0.5124360570251618	0.9330091924433855	0.7960908635129182	0.9571338995987815	0.752929768885914	0.9428253568041145	0.9948131284336071	0.9458526854395877	0.5311847259133247	0.7474267375887462	1.0	0.7356210157590414	0.802566846617554	0.9964481636940156
LouisS_2016__AS51_6__bin.7	0.9060102225590327	0.5188316754915865	0.9042520153135084	0.7602949413685555	0.9612563470370212	0.75369325172298	0.7278361081647976	0.9454941733096008	0.6330387331373694	0.7271925538380866	0.8076473602705452	0.539843233531003	0.6393782339831736	0.9347023701446876	0.7526690329089005	0.6412955772114469	0.6442371392537994	0.9574651250339128	0.7047284418063546	0.6045793306894794	0.9226704279776481	0.7107279384599422	0.8885893892052524	0.4459067350974761	0.9292433750007887	0.6633909424285273	0.9433328683104175	0.6195163808411494	0.9391778067696588	0.9753374278717911	0.9460704278374401	0.4831438540211279	0.6196117222228843	0.7796828917601912	1.0	0.7355882037473369	0.9755323168726905
GeversD_2014__SKBSTL038__bin.7	0.9046550517362056	0.6019211871916257	0.8832916708329167	0.8698578418020267	0.9576863003354836	0.8190932630874843	0.8232693971982112	0.9544542097514387	0.702225639505015	0.8510355860965627	0.7952811615390185	0.6109244247988994	0.7050481158780674	0.9253847029090194	0.8506439011271287	0.7046336745635782	0.736401532260567	0.9716731775098352	0.7818473325081285	0.6904164755938199	0.93415279161739	0.8224281020173845	0.896472421723345	0.48578383540956255	0.9525792248361371	0.7511669522702902	0.9525730185602129	0.7097573001320557	0.953858407262722	0.9876964027735158	0.9439469846118836	0.5256074392560743	0.6911598495322882	0.8367411534708599	0.7235704015805315	1.0	0.988472876850246
