	LeChatelierE_2013__MH0430__bin.81	NielsenHB_2014__MH0181__bin.46	LeChatelierE_2013__MH0224__bin.21	ZellerG_2014__CCIS21278152ST-4-0__bin.12	XieH_2016__YSZC12003_37270__bin.104	CosteaPI_2017__SID713B044-11-90-0__bin.13	LeChatelierE_2013__MH0415__bin.106	SchirmerM_2016__G88820__bin.19	LeChatelierE_2013__MH0443__bin.25	KarlssonFH_2013__S384__bin.11	ZellerG_2014__CCIS96387239ST-4-0__bin.9	NielsenHB_2014__MH0117__bin.40	LeChatelierE_2013__MH0152__bin.1	LiJ_2014__MH0328__bin.60	ZellerG_2014__CCIS51595129ST-4-0__bin.55	CosteaPI_2017__SID713B044-11-0-0__bin.60	ZeeviD_2015__PNP_Main_85__bin.45	LeChatelierE_2013__MH0096__bin.63	ZellerG_2014__CCIS62605362ST-3-0__bin.54	YuJ_2015__SZAXPI015263-84__bin.29	LiJ_2014__MH0264__bin.15	LiJ_2014__O2.UC13-1__bin.12	NielsenHB_2014__MH0152__bin.14	LiJ_2014__MH0265__bin.20	ZeeviD_2015__PNP_Main_215__bin.1	LeChatelierE_2013__MH0181__bin.38	SchirmerM_2016__G88826__bin.7	NielsenHB_2014__O2_UC13_2__bin.58	NielsenHB_2014__MH0096__bin.49	ZeeviD_2015__PNP_Main_568__bin.27	ZellerG_2014__CCIS83445808ST-4-0__bin.18	LeChatelierE_2013__MH0117__bin.15	KarlssonFH_2013__S187__bin.8	XieH_2016__YSZC12003_36008__bin.37	LiJ_2014__MH0192__bin.71	ZellerG_2014__CCIS09568613ST-4-0__bin.97	XieH_2016__YSZC12003_35989__bin.62
ZellerG_2014__CCIS96387239ST-4-0__bin.9	0.8098935017253567	0.8939154832387092	0.94376761827945	0.8514800378891156	0.9188087778575353	0.9071270591737496	0.9178697431924538	0.8816433971479383	0.8197640624196324	0.8032665479255892	1.0	0.8700627282439142	0.8854573435651546	0.9106574289567703	0.9248098602736446	0.908908175336844	0.718256827574027	0.7805094092365871	0.8654212660627045	0.8895261903277154	0.9305792564830034	0.883176895832698	0.883936134718474	0.9389377119143608	0.8886750052459401	0.9204378641717992	0.8335036462128864	0.8733236319475707	0.6840205249399505	0.8540750144405598	0.8734415233572924	0.8844696047269448	0.8597224226275036	0.8227040647956678	0.925617803332549	0.9448964626659754	0.8128676425405007
NielsenHB_2014__MH0117__bin.40	0.7404878398258826	0.8412855070619881	0.9007191892640817	0.7981230341906208	0.8777534712915144	0.8016693656336479	0.866253113282088	0.8105893382775279	0.7572745497913087	0.7315703376323286	0.7870331826770376	1.0	0.8302030668993831	0.8440215307980748	0.8817856579653289	0.8118945595331178	0.6424245493589799	0.7373178403158553	0.8100437804971946	0.8353366626768894	0.8633116304272191	0.8240417637862452	0.8358266353248869	0.8921010233016993	0.837015745415153	0.8592992073560128	0.7450256453330929	0.8210998691896553	0.6552095415379459	0.788496512753494	0.7858210150503951	0.9291042517685336	0.7952552531038121	0.757232552135766	0.8717819811117603	0.9019420621754703	0.7617678871926502
LeChatelierE_2013__MH0152__bin.1	0.7322200777974904	0.7995431640689568	0.8758408252641919	0.7724297469141536	0.8341580885304586	0.7836145135925219	0.8313618968608666	0.7741594108674058	0.7316285681452178	0.7109827954517906	0.765575633737853	0.7935281051698652	1.0	0.8290175036482332	0.8504027617951668	0.7872505466446487	0.6254689179977929	0.6951623719576412	0.7708409748142038	0.805241806627112	0.8437867479798942	0.8208162597069765	0.8753744653587076	0.8567759536174574	0.7987127679503305	0.8228871338189249	0.7134983840727663	0.7942601131227774	0.6072029582566562	0.7896653857839333	0.7622060358384797	0.7982751373892346	0.7669566100318148	0.7539406428131774	0.845629755100049	0.8648402412320402	0.7239617687201195
LiJ_2014__MH0328__bin.60	0.7498223083057274	0.8411979966147959	0.8975093219190388	0.7864260093361028	0.8641777484295364	0.8127243800884439	0.8629918238180941	0.8258873552856778	0.7561648380050621	0.7303435950615105	0.7882486296857812	0.8076426340291808	0.8299490485811456	1.0	0.8937943441245907	0.8140269271865929	0.6470975972615779	0.7193326199399237	0.8173983414391215	0.8388458471362875	0.8735556147423431	0.8436167312292956	0.8311089695300113	0.8903449188843325	0.8472182384961373	0.8624154092976489	0.7451357391186492	0.8199455183869534	0.6238310171687212	0.8215120420597423	0.7877774118003045	0.8333184928592366	0.8080216571109773	0.7763838676429334	0.8672942479898381	0.8932868787094619	0.7853326735232283
ZellerG_2014__CCIS51595129ST-4-0__bin.55	0.7222362819889674	0.8191218865163447	0.9139002628266631	0.770991335131164	0.8533239645664105	0.7782054841526166	0.8380266488818888	0.7845677353660778	0.7370981584269404	0.7072876898719809	0.7561566271248132	0.7970395341618837	0.8041989741497956	0.8442843202421191	1.0	0.7837162097283826	0.6233297927532488	0.6989626125163848	0.7798467551588386	0.80688083330418	0.8396753632940346	0.8265753410382509	0.8076895593578127	0.8696298617536218	0.825768103665803	0.8457871438981563	0.7119863398614484	0.8029946310713071	0.6087738402987486	0.7862726474929492	0.7689626348466025	0.8161341033784875	0.762870207097883	0.75138614826818	0.8551167088831839	0.9599440553610759	0.7459725591397209
CosteaPI_2017__SID713B044-11-0-0__bin.60	0.758895183339482	0.8623328678526059	0.9137596841433522	0.8285788410467096	0.8889930706136252	0.9239318154515177	0.8849992800526882	0.8435460770539586	0.7791653212030022	0.7739237639697468	0.850651403215651	0.8400183352262126	0.8521658485963584	0.8801611489166284	0.8970799107435735	1.0	0.6764761262915386	0.7521707050456804	0.8261510423899865	0.8556808102943093	0.8806076014508003	0.8539874430964721	0.8568668063392851	0.9134184546778257	0.8671373446468722	0.8843364173206543	0.7912553239890704	0.851345790267846	0.6587036517942876	0.8175653511937068	0.8437318149403126	0.8522676636303919	0.8241483960511103	0.7896961481540806	0.8877998324950989	0.9161781107048923	0.7917520450337694
ZeeviD_2015__PNP_Main_85__bin.45	0.8089437904715281	0.8866786087807917	0.9378195999020895	0.8607712677184628	0.9169207147466566	0.8819538708026435	0.9256247357529095	0.8830659338214023	0.832699325752687	0.8165134960724538	0.8778371792874786	0.8679882729922784	0.8841368299250094	0.91368354881061	0.9317357974142727	0.8833952691426156	1.0	0.7926238901622199	0.875368276997708	0.8896370635750684	0.9275367720688044	0.8934110683370792	0.8883581076570463	0.9344361245243552	0.8931256814793387	0.9126821914150293	0.8178152606867086	0.8779812634905093	0.6871119740092125	0.8710930372282427	0.8595373728832417	0.8912993168517324	0.8667610538730279	0.8368638598989742	0.9210407441198069	0.9395947840405884	0.8158676205523042
LeChatelierE_2013__MH0096__bin.63	0.7817369549851723	0.8766799120767383	0.9198061652039471	0.8448404753599958	0.9102483186932014	0.8532641098545948	0.8985549712008142	0.8658704543591241	0.7757559028264582	0.7811844025957835	0.8318508855634409	0.8687195677769299	0.856905910370084	0.8857046110230078	0.9110914583356579	0.8565488615916904	0.6911945270631816	1.0	0.8746360988928092	0.8865021493269194	0.9157335775753962	0.85551215882073	0.8683824089440719	0.9233344474936971	0.8891863217329673	0.9002655065168679	0.7976571584641663	0.8592863972662482	0.8392581923532376	0.8486578895409449	0.8214901644219327	0.8821996145231531	0.8426894505184241	0.7821599801682689	0.9171346059340925	0.9264993744369568	0.8069671083366524
ZellerG_2014__CCIS62605362ST-3-0__bin.54	0.7898667794055858	0.8758021362520444	0.913525545088044	0.8365412995996263	0.9134669474722291	0.840814584989982	0.8927168806275414	0.86021864289658	0.7876010049274084	0.7825286216799024	0.8252610415270452	0.8539447914966612	0.8501745774894871	0.9005116657001677	0.9095231108996774	0.8417664707046646	0.6829994860772065	0.78257115920842	1.0	0.8754036724645029	0.8964567106857744	0.8743384980259115	0.8681427767804126	0.9113522246259301	0.8830148516742424	0.9020056878752418	0.7776858542751084	0.8612603782888455	0.6885831877797494	0.8682604060684559	0.819664318132099	0.8763099822557738	0.8630113618606783	0.7974849035179404	0.9038343675450811	0.9165617697000844	0.8254194721179522
YuJ_2015__SZAXPI015263-84__bin.29	0.7474616986600565	0.8733825039911969	0.9166742966920094	0.8102296165953884	0.893166188610897	0.8296374877850231	0.8831444971424861	0.8338629958198559	0.7668932922921207	0.765104953079506	0.8133189444928142	0.8443474830072399	0.8515457876433543	0.8860864961869295	0.9023026584118116	0.8359539002192453	0.6655501858674173	0.7605269378738365	0.8393570302498597	1.0	0.8872014509811103	0.866384799657731	0.8613148559090523	0.9086864925245174	0.8685822469564523	0.8996440801269192	0.7670102397714654	0.8590029582301892	0.667634847518799	0.8319959979823438	0.8083547112770665	0.8525546157214037	0.8267212920990117	0.7802132356246161	0.900018645007383	0.9226136471465647	0.7855470395224214
LiJ_2014__MH0264__bin.15	0.7557503696475334	0.8564397845652608	0.914415165148819	0.8074028475231141	0.8865202855836473	0.8147399799291781	0.8854878456724022	0.8307142956111407	0.7568247722238827	0.732619440194295	0.8093347136147075	0.8300417053468748	0.8487641797189689	0.8777223773829153	0.8931551371605131	0.8183246208020015	0.6600422397770437	0.7472683690576809	0.8175989833950568	0.8439075950444468	1.0	0.8395985043872758	0.8498140380949741	0.8908400648441938	0.8458291684068636	0.8796958102654139	0.755552828422184	0.8335507342476708	0.6514489985372448	0.8120460560043229	0.7958864711971829	0.8506366646806978	0.8089443816543979	0.7663720702835053	0.8909734744492895	0.912885111369309	0.774234131877572
LiJ_2014__O2.UC13-1__bin.12	0.7660755022684405	0.8410580597757179	0.8948693208037924	0.7949650763213426	0.8748909971485139	0.8125578616257422	0.8530749495664527	0.81731916320023	0.7906294000800745	0.7442830779106154	0.790271793340776	0.8151462338674762	0.8494821829977138	0.8720989764219857	0.9045902775769578	0.8164858336004522	0.6541026412801181	0.7182698350569462	0.8204357996115201	0.8478859861738971	0.8638247384847982	1.0	0.8462686099076617	0.8900888762717338	0.8475019051315752	0.871046928349539	0.7460751845768042	0.9301497916065055	0.6270210584752186	0.8570363198926692	0.7954892675212029	0.8412397142241542	0.8147210158312259	0.8032796366585194	0.8756461257301307	0.8950921122461573	0.77609908069001
NielsenHB_2014__MH0152__bin.14	0.7393798186654487	0.8644074789146597	0.9126786247845001	0.8298012254271764	0.8905537592310222	0.8358012595987837	0.8842449304128556	0.8257156347188531	0.7622597933951284	0.761885572622375	0.8092636727060121	0.8459464764280502	0.9269206839488876	0.8790608475475412	0.9043870092884263	0.8382061906450641	0.6654616313275294	0.7459553527114129	0.833482591024619	0.8624401111327346	0.8945780910823357	0.8658618558599931	1.0	0.9055913500826994	0.862186741166327	0.8915768238157767	0.7546032697227474	0.8557408091919957	0.6552930777908306	0.8282072449641678	0.8003811384395993	0.8539217961930329	0.8198072804693012	0.7856973487416722	0.8990704072630501	0.918722415282543	0.7857915290252382
LiJ_2014__MH0265__bin.20	0.7443482739787437	0.8511139948177718	0.9129169204622783	0.7991166953182242	0.8821540137320217	0.8143674607350843	0.8753874101256485	0.8219700066361075	0.7670388490556117	0.7343618724339777	0.7917221754611404	0.8315867973315862	0.8355699971175727	0.8673335014429407	0.8968321318102143	0.8229514136367596	0.6446907493274656	0.7305126229973176	0.8058579673399111	0.8380075864258016	0.8636961161691121	0.8387656149069467	0.8340635354525123	1.0	0.8476777269738773	0.8755597416638936	0.7460113308945926	0.8300465602202773	0.6363090652913919	0.8048539154377969	0.7831244053314542	0.8398337633945552	0.7946441353735239	0.769186276575615	0.8777536104224886	0.9123983905999863	0.7667114575141348
ZeeviD_2015__PNP_Main_215__bin.1	0.7588417061244426	0.8686779870706715	0.914563636191412	0.8133315322164487	0.908273592400385	0.8378026978040239	0.8854180780792407	0.8339149211139634	0.778132326904362	0.7492161640905342	0.8040626442729631	0.8372170602560084	0.8358283332434148	0.8855926985576925	0.9137885518979063	0.8383072027240794	0.6611884982762405	0.7548703257619157	0.8378208187970708	0.8595194724484715	0.8799434789753238	0.8569565874545894	0.8520775100767136	0.9095815986257698	1.0	0.8908037195809273	0.7609478597253928	0.8488305575953112	0.6594064633463791	0.851697792904231	0.810602263559136	0.8451375815805048	0.8258214266740194	0.7947884023997137	0.8838485529769291	0.9254020492372091	0.792459442952437
LeChatelierE_2013__MH0181__bin.38	0.7318581987518572	0.9748676011368296	0.8975216429463405	0.8032592648024034	0.8743855554672118	0.7995001036741172	0.8722828416997567	0.8131086956860655	0.7520801081328837	0.7258517257453234	0.7881353157695348	0.8134076357156554	0.8149409213433048	0.853128853676066	0.8857437175823508	0.8090813849614846	0.6394280462651594	0.7232852067168356	0.8099380605612745	0.8425096619600176	0.8660920158457703	0.8335258709795099	0.8338653452504002	0.8891111776288404	0.8430268632889172	1.0	0.7334928199827574	0.8266685686579892	0.6310339505451076	0.8035437839961461	0.779047850671855	0.8277146638853942	0.7994634669560188	0.7472990164210448	0.8796994386007579	0.90491485470813	0.7703150601855533
SchirmerM_2016__G88826__bin.7	0.8053294314036642	0.878350664681194	0.9312735413414592	0.848925635361605	0.9074032980763378	0.8826085351995625	0.9048885472197553	0.9181145934629897	0.8194421346098637	0.7913739300806283	0.8776250437936649	0.8672219216108975	0.8689084869366673	0.9064183899363956	0.9168828591955194	0.8901978395285094	0.704567337762145	0.7880439340921519	0.8587009085597863	0.883284311587552	0.9147270845904292	0.8779207558726646	0.8678627109944026	0.9315601472138123	0.8855426508359258	0.901967851256345	1.0	0.8709386917448403	0.6865370486017419	0.8487957520983815	0.8892196412250436	0.8767081925665556	0.8510167079721005	0.8351824524356467	0.9148703875266057	0.9342177217325373	0.8120244103851014
NielsenHB_2014__O2_UC13_2__bin.58	0.7233855714118371	0.8472861511340913	0.8945723841845674	0.8005037038493328	0.8723812355775965	0.8138687715900871	0.8536604746071494	0.7968494139292259	0.7531064740976295	0.7316329130203636	0.7858390326657967	0.8167927769408654	0.8266100460615831	0.8523838077520751	0.8837139578147002	0.8185265372223957	0.646412021393283	0.7254859075147634	0.8126977768712365	0.8453779089532151	0.8624136498910102	0.9353679724957547	0.8410686975376754	0.8857778411264486	0.8441749668443433	0.8687273552394129	0.7442939094348834	1.0	0.6488650075322115	0.8126121742492568	0.7789039915396758	0.8321267049871515	0.8108018221480606	0.7637093213473279	0.8607147040729646	0.8888529822069421	0.7522168621601186
NielsenHB_2014__MH0096__bin.49	0.7655205348615091	0.8745642726871827	0.9233823519635153	0.8428390030514762	0.9015272893273678	0.8581473528388479	0.892257073020474	0.8531917510420891	0.7635394021588585	0.7831141677580625	0.832535561775219	0.8815996206153035	0.8547656878452855	0.8771875006925101	0.9062130892152366	0.8566277088222454	0.6842691636916436	0.9584333317821109	0.878873347117053	0.8887313659400298	0.911673392324108	0.8528781824991081	0.8711643254287468	0.9184716248169004	0.8870333313389044	0.8969744513658514	0.7935899055305513	0.877666717635405	1.0	0.8390523581905655	0.815563525884363	0.8834333871829135	0.839845697684468	0.772334833587069	0.9093304923801736	0.9309589657334956	0.7992651637536925
ZeeviD_2015__PNP_Main_568__bin.27	0.778868592546559	0.8465454086090197	0.8870868943544084	0.7954121062776416	0.8784738898961463	0.8156529634915946	0.8564297193164365	0.8379798820767015	0.7931429157635617	0.759158894629102	0.7954032041665271	0.8117991971991415	0.8505776410338148	0.8838876451838943	0.895581627907864	0.8135461305278401	0.6637761653181381	0.7415776490881059	0.8479642355566427	0.8474428261913675	0.8695552462896213	0.8919936532186854	0.8424830785704566	0.8889398051963742	0.8766574353187443	0.8739660303918073	0.7507459757158887	0.8410392409297026	0.6420172862041441	1.0	0.8005121681261184	0.83686372690697	0.8287606862425503	0.8047478773763868	0.8714899717718295	0.8877100421324202	0.7965320766378506
ZellerG_2014__CCIS83445808ST-4-0__bin.18	0.8246955428464339	0.8848691856564325	0.950699615769682	0.8522089263157512	0.926099687002626	0.9022512066615084	0.9164231964669187	0.8854550607003845	0.8345626247201969	0.8109811542011289	0.8728519241764885	0.8681362668933749	0.8809650198938238	0.9094986810988432	0.9398372741162861	0.9009061503688329	0.702808970620277	0.7702678422376787	0.8589719621491971	0.8835000211515447	0.9144986333372908	0.8884076343884998	0.8736438562040665	0.9281143147741038	0.8952980343619352	0.9092107471680811	0.8439452679900711	0.8650322208530578	0.6696237890740673	0.8589806047158393	1.0	0.8846813235499479	0.8574722494008199	0.8466549400683491	0.9298300916885346	0.9569695704325969	0.8174503427687417
LeChatelierE_2013__MH0117__bin.15	0.7568328913534441	0.8466201783498715	0.908779375713845	0.8077816661786201	0.8840894221761509	0.8154095668898265	0.8785043351265793	0.8327890895515462	0.7668091653089664	0.737847538089193	0.7980378474970193	0.9267498933211	0.8330531685994816	0.8686471636965646	0.9006224955100401	0.8216464322427786	0.6580061333693653	0.7468615457782878	0.8291527662382946	0.8413188838696986	0.8824901627474406	0.8482650252969657	0.8415685884749003	0.8986651071080798	0.842793290995808	0.8721976510517779	0.7512666964286081	0.8343949201540776	0.654908646309444	0.8107818177263164	0.7987680691878891	1.0	0.8199703722200341	0.7748350327347131	0.8875056111663957	0.9049434529957776	0.7807683919968031
KarlssonFH_2013__S187__bin.8	0.7590692633145786	0.8658734329997775	0.8890101323677474	0.8161925903159892	0.8758568649707789	0.8332715637266486	0.8753777738750291	0.8486696290250862	0.7694138430208308	0.7595767641249012	0.8130154372362686	0.8313896353613135	0.8388626816446125	0.8827858221749875	0.8823316971920441	0.8327494276088189	0.6706651187676727	0.7477230259445261	0.8558413601538257	0.8550618148039579	0.8795983382899676	0.861034742067771	0.8468044882183622	0.8912041371431622	0.8631370609461554	0.8829433669558001	0.7643233387096566	0.8521123698910401	0.6525388599698082	0.8415469692215178	0.8114352544757137	0.8594054879820451	1.0	0.787070480627803	0.8781033846731312	0.8834603376709802	0.7958495128810076
XieH_2016__YSZC12003_36008__bin.37	0.8384142307395441	0.851510440212737	0.919617621006127	0.8173008714572927	0.8966977612626024	0.8528359116854668	0.8834935844424107	0.8463454661065228	0.8681346550374348	0.7684408228673922	0.8303970809304856	0.844946025515211	0.8801544070892738	0.9053374462001007	0.927568612100429	0.8516684860313225	0.6911348241097058	0.7407478875154829	0.8441135283545225	0.8612977950770565	0.8894203026393652	0.906108379001224	0.8662201872291627	0.9207414002859526	0.8866388800064688	0.8809074219051505	0.8006118762243957	0.8566666850440874	0.6404926251410467	0.8721891734938785	0.8551491695243556	0.8667839146111521	0.8400695769150192	1.0	0.9063054768389366	0.9242767566057639	0.7970347112723424
LiJ_2014__MH0192__bin.71	0.7736534435953051	0.8741483875979182	0.9320853175907281	0.8215791601686594	0.8994895205317113	0.8313011749193848	0.8923276708552672	0.8437570332837393	0.7837833639063331	0.75139072293692	0.8100446744224491	0.8434176431105189	0.8559276764321011	0.876870679198609	0.9152576198471549	0.8301579239837714	0.6595107921693286	0.7530832920050112	0.8294731684582245	0.861443165092207	0.8965349936364343	0.8564009106172957	0.8594127992319903	0.910990545274928	0.8548860035412895	0.8990943620201682	0.7603881476347254	0.8371014804502098	0.653830786911171	0.8189329525152517	0.8142806780633249	0.8608109911427928	0.8126104163305629	0.7857958042292318	1.0	0.9326485778077864	0.79064565793693
