	WenC_2017__RA123__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.89	NielsenHB_2014__V1_UC54_0__bin.97	LeChatelierE_2013__MH0151__bin.16	XieH_2016__YSZC12003_37264__bin.82	LeChatelierE_2013__MH0436__bin.17	HMP_2012__SRS015663__bin.27	LeChatelierE_2013__MH0157__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.14	LeChatelierE_2013__MH0454__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	LeChatelierE_2013__MH0438__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	LeChatelierE_2013__MH0250__bin.4	XieH_2016__YSZC12003_36051__bin.26	LiJ_2014__V1.CD43-0__bin.36	CosteaPI_2017__SID713A051-11-0-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	NielsenHB_2014__MH0157__bin.26	LiJ_2017__nHM410727__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	HMP_2012__SRS051031__bin.1	WenC_2017__N244__bin.55	LeChatelierE_2013__MH0447__bin.102	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.76	LeChatelierE_2013__MH0006__bin.78	CosteaPI_2017__SID713B014-11-0-0__bin.68	LeChatelierE_2013__MH0417__bin.59	LeChatelierE_2013__MH0288__bin.27	ZeeviD_2015__PNP_Main_548__bin.50	LiJ_2014__MH0361__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.119
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	0.5536288761952615	0.922568425075837	0.6075567522708155	0.42465605619694696	0.7461695001870762	0.5172257749706503	0.8033783228844417	0.5322281073844382	0.7741241101801138	0.6100563805339805	1.0	0.5527412706260263	0.78009337170409	0.6733335051106434	0.5097486307469575	0.6686901496985577	0.4661628223441483	0.8773920661428533	0.4030676743553117	0.8295059201439494	0.9024718218111019	0.7804538356531322	0.8896507928328065	0.7377263769964415	0.6801664844216768	0.49935154065458964	0.4358046720207507	0.6757416082758013	0.46232494147493364	0.40310739785825905	0.6741448844985471	0.9201289188711869	0.8398377885389106
LeChatelierE_2013__MH0438__bin.16	0.5506735933152039	0.8271255535361222	0.7453230378191845	0.5596707804131104	0.8783187893372958	0.6670163315182407	0.9235582528217127	0.670906997300736	0.8698344120559933	0.7414999795019919	0.7405815248935722	1.0	0.893084187836554	0.8355268599425049	0.6323599536529249	0.8332425906893013	0.4531767956794514	0.8031712935825411	0.5178361439578705	0.7965730926603466	0.8064556498623756	0.9054984288456601	0.8046823923548903	0.8963178385174114	0.8162382343231593	0.6346927708200426	0.47364711348488436	0.8307885835444868	0.6005074875267823	0.5249237797751548	0.8352431243567401	0.8247369961715475	0.7823093559382011
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	0.47380883402463236	0.763894639900321	0.6675673574946475	0.46287994950101635	0.8152453228378356	0.5525898394349013	0.8761620772417756	0.576079168462631	0.852868714419297	0.6549244752839979	0.684571194381046	0.5849428706693707	1.0	0.716707532215478	0.5604925535197368	0.7224310644121131	0.3877469303731131	0.7242079502924184	0.42581289467052	0.7028360926411392	0.7307558595544125	0.8455574319947805	0.7312530766929761	0.810001342556935	0.7416689631456345	0.5479931129184596	0.3734694262100089	0.7170083120761819	0.4997964966330085	0.4165518427182774	0.7204471421202507	0.757611237908155	0.6956915699201296
LeChatelierE_2013__MH0250__bin.4	0.5598520275123376	0.8495639486099508	0.7393962102493282	0.5608134703295268	0.9116046239571656	0.6597334566844228	0.9550956469311026	0.6658362233574157	0.9172378062138925	0.7652505090978547	0.7654546364366994	0.7089223480075157	0.9284513844349396	1.0	0.630258872521409	0.8712249410044529	0.45993978090942544	0.8127694618178134	0.5222898510572209	0.8175428072421572	0.822066867112187	0.9288318729125767	0.8192759063223333	0.9202368609425984	0.8417363211798743	0.634151022497945	0.46721391507692456	0.8522270628303339	0.5946183612083606	0.5221528507954254	0.8362852974004124	0.8534246709095048	0.8030921782919577
XieH_2016__YSZC12003_36051__bin.26	0.5138687621484518	0.7803468461860127	0.7272629824030602	0.5121203728872715	0.8416963217241116	0.6013485901850937	0.8877943112776778	0.6438627293091722	0.8414713249893081	0.6942876072896015	0.6948184532443981	0.6433223712972946	0.870588829259673	0.7556923259284408	1.0	0.7678476373330679	0.4328157920635054	0.7577911979082255	0.48483576884676916	0.7348700671295136	0.7658307153835207	0.8811007498793615	0.7559330541422631	0.8554083178548995	0.7932623904604311	0.6045208612216482	0.40616922754413687	0.7606938387113651	0.5623454976689972	0.4492460414293988	0.7680554391954556	0.7792917395467066	0.7303467181390905
LiJ_2014__V1.CD43-0__bin.36	0.5536154791821687	0.842870309303519	0.7433805615864278	0.5536862600784048	0.9002373259457273	0.6507904516570977	0.9409210454098439	0.6502371010064384	0.9028739143305222	0.7478970425882054	0.7472108277975774	0.6949262394079838	0.9199042178516018	0.8563657668795193	0.6294743048851115	1.0	0.45915297461215215	0.8154526093407389	0.5037200459595955	0.80656510807733	0.8195138132218114	0.9246960245429758	0.8067708525468976	0.9105581403579174	0.8329264931395016	0.6313026114251763	0.4550191903205325	0.8358249108565599	0.5913326993044578	0.5111247474306685	0.827418179833263	0.843130639040523	0.7915325653606091
CosteaPI_2017__SID713A051-11-0-0__bin.14	0.6441084674477577	0.965337278142334	0.7047578876839417	0.5196431508556448	0.8171324723236062	0.5983005165452918	0.8664111353401136	0.6664236478652522	0.8284436941414137	0.676018938312242	0.8762844258415935	0.635805297036247	0.8305844459221782	0.7605349911756426	0.5968913438552906	0.7724077630127739	1.0	0.9279157463065346	0.519102791403088	0.9216266888124908	0.9491441533712678	0.8546619751424561	0.9434716404626808	0.8211571663974119	0.7668487709975812	0.5812133516715825	0.5081659362648296	0.7526228371747122	0.5476873523597714	0.43048888655680534	0.7570284569130188	0.961996232115414	0.9191695921421342
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	0.5784237470138548	0.9530632061942743	0.6304816658328457	0.44603225871933844	0.7765765960218649	0.5320358103595759	0.8280648442861941	0.5502670667979196	0.7858496095431252	0.6210624445778901	0.8399742222146849	0.5738910503137042	0.7900662508611225	0.6844636681490435	0.5322388052798208	0.6986388805164191	0.4725778273530773	1.0	0.41560588973058976	0.8657188602580399	0.9456317934241466	0.807768178773258	0.9264089453437462	0.7725616648461363	0.7009918229020925	0.5193077719046294	0.4534729218908951	0.6959603753915682	0.4785995817276821	0.4184031083404446	0.6948482715753408	0.944034043532903	0.8555333974180588
NielsenHB_2014__MH0157__bin.26	0.571735942157071	0.8519516351619459	0.790176949194171	0.6355162670655464	0.881973810432141	0.6737064509602405	0.9363258707794764	0.9156700545272077	0.8966444175795637	0.781670724918944	0.7558168562251308	0.7247362471551132	0.9098826411823858	0.8615112602660026	0.6669879379817182	0.8452975442121337	0.5178267832571174	0.814044304237057	1.0	0.8226592406857323	0.8233739225667347	0.9251863960807248	0.8165930007478995	0.9097527905307671	0.848967586660211	0.6563663559981439	0.47200661533707317	0.843939648638229	0.6253033623266016	0.486802543462221	0.847862849527253	0.8452663397919773	0.8204613422531001
LiJ_2017__nHM410727__bin.64	0.6033301459198438	0.9526792594379965	0.645653441931578	0.4689338468298988	0.7909823973891257	0.556284085668772	0.8460340858723393	0.5730289991295457	0.8087321196553033	0.6567796230637006	0.8388429987598672	0.6012233587919278	0.8099220391050308	0.7272478797095663	0.5452007894073284	0.7299319840522566	0.49580257542648054	0.9144623255053969	0.4436521298716738	1.0	0.9139846206168202	0.8230217385580858	0.9169064917108702	0.7908019009397487	0.7309837490768217	0.5444052479139089	0.4798244325965188	0.7244256209417138	0.49984976724100727	0.44830622403327863	0.7172673760403313	0.9471704535183644	0.8804293806963255
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	0.570118948866447	0.9526081739611317	0.6286195183699769	0.4408368277258164	0.7604972564896766	0.5306032678594531	0.8249678465156277	0.5521343064360241	0.7763753700504562	0.6201165389405966	0.8529585010768563	0.5688840521254278	0.787035867306946	0.6834585226393508	0.5310210728989886	0.6931580936725494	0.4772203661565234	0.9335639251857546	0.4150044520209131	0.8542243463393226	1.0	0.8073353069357666	0.9120285741102935	0.7592199957889717	0.6950596520067072	0.5179392343538735	0.445606705174745	0.6870221687810595	0.47372546632065204	0.41176830211845167	0.6893402637727263	0.9515036668924387	0.8591180178740395
HMP_2012__SRS051031__bin.1	0.5321965068206764	0.8427154415508086	0.7410571540839894	0.5007790689875032	0.8845335724379964	0.6020266844299021	0.9731603473802183	0.6443909217325425	0.9162663385402331	0.7162772863676676	0.7472737725262472	0.6470967826493896	0.9225790717116106	0.7823127311154474	0.6189318261310249	0.7923430997719717	0.43533084925586896	0.8078802770262925	0.4724144302645237	0.7792604459877626	0.8178849465573838	1.0	0.8078648575510327	0.8919135902886088	0.81241154682265	0.6087984039815141	0.41940484423374585	0.7781415060664071	0.5510262560254812	0.45972009026560817	0.7900486818533079	0.8365504783506712	0.7748736052763389
WenC_2017__N244__bin.55	0.5886176147903214	0.9598388332098107	0.6279416821596701	0.4474333809452439	0.775806975450157	0.5376154300769177	0.8323120892376359	0.5567415395561077	0.7878508884733344	0.6257311721636195	0.8550590084151064	0.5772315148713485	0.8008887441986688	0.6926557875557755	0.5330213149503377	0.693918530749925	0.48238956930267424	0.9300515080558889	0.41854635686335107	0.87144577775565	0.927450437652087	0.8109287779302929	1.0	0.7739501367348376	0.6986444664632692	0.5164359118489166	0.4583708781237416	0.7010791488465956	0.4783361507511581	0.42268438823768256	0.6959546557818805	0.9539881660712384	0.8627100197318135
LeChatelierE_2013__MH0447__bin.102	0.5235570992621124	0.8128503061504649	0.7179514126535186	0.514557943951016	0.883808903257504	0.6134785024703537	0.9260895895705223	0.635560220538683	0.8924452233039554	0.7116702376557846	0.7221464819298317	0.6548488164502836	0.903532323472499	0.7923925451934837	0.6143108428891776	0.7976629835778289	0.42761094916496656	0.7899341457935675	0.47491379049876054	0.7654846714580539	0.7863273373119976	0.9118433791759882	0.7882544891339902	1.0	0.7962954545753107	0.5981511428259901	0.41895518682337857	0.782538191630092	0.5586843346334274	0.46870933374670104	0.7919724339783009	0.8185513650987156	0.7597279129615738
VogtmannE_2016__MMRS18295921ST-27-0-0__bin.76	0.519171966118541	0.8002834850065701	0.7312246275409894	0.49911781748752726	0.8540134148246781	0.6115924856414025	0.9068615859169485	0.6354494130131314	0.8759681052527788	0.7135193869672048	0.7159544649736108	0.6412629180761104	0.8896275960816122	0.7793939116551778	0.6125926221006991	0.78461863581952	0.4294102839455214	0.7707452740020743	0.4765655879036603	0.7608809337545207	0.7741016641536119	0.8931280736891503	0.7651558108069547	0.8562772830304247	1.0	0.5986342204317707	0.4098508355801088	0.7608204735278853	0.5563490724864437	0.4380091973000836	0.7823697414082204	0.7998201449519807	0.7572519075342766
LeChatelierE_2013__MH0006__bin.78	0.4861171382076684	0.7459317098238502	0.6972214291832015	0.48938426071316415	0.8063547406286579	0.5958706854712079	0.8514760042253119	0.6143285893739115	0.8105843349416164	0.6797352756445028	0.6639381762640248	0.6298451908527707	0.8302794986724527	0.7416939075570275	0.5896811745225112	0.7511740942701345	0.411101792902618	0.7212300511034345	0.46540276072743886	0.715784609015902	0.7286279156079596	0.8453999771604762	0.7144324378336712	0.8124603877009164	0.7561581066034773	1.0	0.42173073628914837	0.7382240842778428	0.5428037656664858	0.44851293288034944	0.7522661090016273	0.7453061209923774	0.6990007708339281
CosteaPI_2017__SID713B014-11-0-0__bin.68	0.6302910113819741	0.9219491080555888	0.6555405132990942	0.5177350250243797	0.8115184799748681	0.6119553193818963	0.8543740732895573	0.5951535282277663	0.8045765297821329	0.6977601363831253	0.8307526142316118	0.6738818333543106	0.8112652174936327	0.7834411361713057	0.5680303955908793	0.7762315975388003	0.5153211010113103	0.9029400960043878	0.4798321202316303	0.9044842296778604	0.8987466832847786	0.8349890048268247	0.9091181656224067	0.8158633385418426	0.7422248418260685	0.6046357778535008	1.0	0.7685661864400709	0.5565123249291121	0.5158153465807519	0.7631770678242041	0.9215387716718496	0.8756189581548984
LeChatelierE_2013__MH0417__bin.59	0.5458687687448192	0.8387132927804805	0.7366294005766335	0.5555849591933898	0.9065015672541755	0.6505373615511587	0.9362229053533149	0.6558130991998182	0.9029377859302384	0.7418706997179667	0.7605614443389136	0.6978999760743002	0.9196144820569335	0.8437615550254844	0.6281281644154758	0.8418810312701647	0.4506336081163707	0.8182121097875447	0.5065547958944466	0.8062806774598157	0.8181447432337395	0.9147021612882177	0.8210019309731477	0.8997652139658419	0.8135151807357032	0.6249145079160232	0.4537901691957823	1.0	0.5765507599430617	0.5103533028341078	0.832220727872957	0.8460420488132612	0.7914965887752217
LeChatelierE_2013__MH0288__bin.27	0.505786819738294	0.7759195622971887	0.7214521939849375	0.5225402331847111	0.8404497185625188	0.6250916019346329	0.8795945814452736	0.645891448830705	0.8338224826173343	0.7229860595482223	0.6954717656088687	0.6742168867333751	0.8567485037845983	0.7868306396812919	0.6206119392800805	0.7960600771414463	0.4382858335665019	0.7520249326839337	0.5016309686609342	0.7435505172304501	0.7539883936563616	0.8657090403589545	0.7486673054072092	0.8585561152946867	0.7950773372675228	0.6141207687981302	0.4391644046288098	0.770577075028596	1.0	0.45464639331639983	0.7915909121190722	0.7729866853686022	0.7365667655462866
ZeeviD_2015__PNP_Main_548__bin.50	0.5926788878852206	0.863489396618249	0.7091014437914602	0.5988673000230837	0.9047477053725618	0.6571520965386124	0.941367661189448	0.6209151570084012	0.9077079842701123	0.721622220497078	0.7721397551883283	0.7504476663511709	0.9092266824054657	0.8797992069249345	0.6313121212573011	0.8761608092594316	0.438661612565402	0.8371394184424655	0.4972667032374387	0.849158418106748	0.8345143430602333	0.919678657047217	0.8423931680176774	0.9171677153772556	0.797054836107588	0.6461433344626745	0.5183099779084431	0.8685452116023602	0.5789175497034323	1.0	0.8387259798661962	0.8740421379609241	0.8182610854938622
LiJ_2014__MH0361__bin.10	0.45640991868799197	0.6954890744161032	0.6375344371171505	0.4532712891480549	0.7583165450828138	0.5402546326092185	0.7792018272002587	0.5548596621994454	0.7423492474972285	0.616162719806344	0.6265529755365505	0.5793839784711267	0.7630177541361959	0.6837066162171007	0.5236991226205835	0.688194791601185	0.37429092716044576	0.6745626323976814	0.4202343569925433	0.6592109871491305	0.6778661509954709	0.7668773055780895	0.6729905736343145	0.7519424978721578	0.6907906093561195	0.5258414331029376	0.37209174117856014	0.6872099474250865	0.4890724204715877	0.40695791911505713	1.0	0.7009047195688638	0.6756774420792885
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.21	0.5753215255024011	0.9712279007604615	0.6298266157784246	0.4416450657112885	0.7850496085695335	0.5343982199900198	0.8385437368014326	0.5534442272250436	0.8052683516863678	0.6284836440428029	0.8532136372856342	0.570786382624992	0.800540822383526	0.6961215344621828	0.5301440658245301	0.6996579105540007	0.47454239781182217	0.9143753476581993	0.417988255219384	0.8685124646741937	0.9335236457352061	0.8101561615299325	0.9203978143110114	0.775398679178836	0.7045815595246836	0.5197835714934588	0.4482733131655282	0.6970234858279896	0.47648467939536404	0.4231227079447132	0.6993000170484737	1.0	0.8725112650589666
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.119	0.5266783412502353	0.8444859167844313	0.572014560866652	0.40988408121386904	0.6929934519250477	0.48549103370406727	0.7374513209419735	0.5041936206911017	0.7104583412742077	0.5708130616295753	0.7501049394036373	0.521499812415572	0.7080620550862948	0.6309613791830428	0.4785644337527314	0.6326698957557975	0.4367317878294264	0.7981625116416214	0.3907924213493853	0.7776066144786411	0.8118675617979818	0.7228113452020938	0.8017056398786514	0.6931938616142329	0.6425350387334875	0.46955127167858696	0.4102626062129401	0.6280901987436038	0.4373272635087757	0.3815428909097665	0.64932403681689	0.8404048467501147	1.0
