	WenC_2017__RA123__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.89	NielsenHB_2014__V1_UC54_0__bin.97	LeChatelierE_2013__MH0151__bin.16	XieH_2016__YSZC12003_37264__bin.82	LeChatelierE_2013__MH0436__bin.17	HMP_2012__SRS015663__bin.27	LeChatelierE_2013__MH0157__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.14	LeChatelierE_2013__MH0454__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	LeChatelierE_2013__MH0438__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	LeChatelierE_2013__MH0250__bin.4	XieH_2016__YSZC12003_36051__bin.26	LiJ_2014__V1.CD43-0__bin.36	CosteaPI_2017__SID713A051-11-0-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	NielsenHB_2014__MH0157__bin.26	LiJ_2017__nHM410727__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	HMP_2012__SRS051031__bin.1	WenC_2017__N244__bin.55	LeChatelierE_2013__MH0447__bin.102	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.76	LeChatelierE_2013__MH0006__bin.78	CosteaPI_2017__SID713B014-11-0-0__bin.68	LeChatelierE_2013__MH0417__bin.59	LeChatelierE_2013__MH0288__bin.27	ZeeviD_2015__PNP_Main_548__bin.50	LiJ_2014__MH0361__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.119
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	0.5498766155790211	0.9207411439402602	0.5976030623599947	0.4175380339120618	0.7333296830654948	0.5082071977913732	0.7910382703742652	0.5236757445606983	0.7614066843919378	0.5981422820723	1.0	0.5432548686789305	0.7681588746868419	0.6621478498043617	0.5014139419832871	0.6574924163001638	0.46479558231702894	0.8755795471198582	0.39661233672432483	0.8274142629921353	0.9010079570470836	0.7682769715874961	0.8878162648419622	0.7258369715230796	0.6682344030228512	0.4914425375373683	0.43449674884600537	0.664838311922902	0.454220273265492	0.3965699292009081	0.6625944708104722	0.9183507553102003	0.8378736223593936
LeChatelierE_2013__MH0438__bin.16	0.5390501438816322	0.8138601057697218	0.742665848664285	0.5577979097785567	0.8744971694768118	0.6642523369527301	0.9210463477943784	0.6686651625204352	0.8673595472889046	0.7365754229602144	0.7278713214166785	1.0	0.891078259956458	0.8331713870822273	0.630138616880721	0.8304545019739222	0.44555261550987174	0.789873480540198	0.5159247946063628	0.7833802869577288	0.79347645498098	0.9028743241950576	0.7914212599586156	0.8939742329249795	0.8124730738884866	0.6328641327292774	0.46531017801621	0.8284126126761121	0.5980301054604537	0.5235730689258109	0.8319810641558885	0.811415448593513	0.7694682529008278
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	0.46442082800432444	0.752981536309099	0.666519456476424	0.46200281230347445	0.8131610620803037	0.5511813323346594	0.8755515671408013	0.5749342264869995	0.8520662422302462	0.6514258190186144	0.6740980726064212	0.5836290491634929	1.0	0.715731469770093	0.5595438132856608	0.7212858869001774	0.38197911735125295	0.7136757089053922	0.4248731048160108	0.6925693006691586	0.7201828703867271	0.8448444636013972	0.7205220426650462	0.8091651886763566	0.7395536115959234	0.5472521157048541	0.3676724066864046	0.7161010262316783	0.49835124586928203	0.4161123319742888	0.718703937931473	0.7466847087475829	0.6853969846642312
LeChatelierE_2013__MH0250__bin.4	0.5483806202908067	0.8366819574011569	0.7377409175539137	0.559462690465453	0.9089100820598004	0.6575542676649481	0.953733272390084	0.6639761930770015	0.9155745803184631	0.7609421712436145	0.7527386321820633	0.7069237918499185	0.9271869544017971	1.0	0.6287366134877826	0.8695485948166912	0.4525585485417253	0.800251482440472	0.5207797969466944	0.80471848429501	0.8094628430269918	0.9273465337713274	0.8066578465755732	0.9186846998473774	0.8384547224814073	0.6328112270646611	0.459463178662377	0.8505580395964321	0.5927635180202638	0.5212728758399275	0.8341183133040374	0.8402683740540422	0.7904838824836774
XieH_2016__YSZC12003_36051__bin.26	0.503693056161746	0.7684253118765716	0.725164842119974	0.5105783220950818	0.8388178269120241	0.5991224029797616	0.8858311690354738	0.6422577526009075	0.8396633024471962	0.6901407162505812	0.6834577644543939	0.6410625260438294	0.8691151921087975	0.753867108513913	1.0	0.7657169365468964	0.42596418417830273	0.7461777079088731	0.48351469045754086	0.7234570620255634	0.7541082025760846	0.8790659013606997	0.7442606625586775	0.8534934675947995	0.7901120703248331	0.6028185688524764	0.3996867606433516	0.7589608150808544	0.560122968947158	0.448092521584138	0.7657158390018486	0.7672183781723169	0.7188199341985159
LiJ_2014__V1.CD43-0__bin.36	0.5420326053998026	0.8295760974113088	0.7415678508370591	0.5520885912892111	0.8971388622210865	0.6482786295978715	0.9392603936197621	0.6482510370451016	0.9007354914908466	0.7431826150122082	0.7346982049544828	0.692600966999007	0.9184460114215173	0.8547180116086669	0.6277275763271493	1.0	0.4515509264049633	0.8025443932682569	0.5020818880984023	0.7934133577347474	0.8065516117199967	0.9229151052131029	0.7938290455406086	0.908671649521794	0.8294621281716065	0.6297436321936709	0.44721019796756856	0.8337818622753719	0.5891762813216713	0.5101011237067116	0.8248772656260076	0.8296066891545972	0.7786429442693417
CosteaPI_2017__SID713A051-11-0-0__bin.14	0.639705874933275	0.9640724031212696	0.6934855152385402	0.5113586483243812	0.803645181113756	0.5877950408019318	0.8534672308066441	0.6559772029864572	0.8153978730725414	0.6635043950244549	0.8737143128151467	0.6251086016546806	0.8182293364224471	0.748329729255192	0.5874423692264535	0.7596192559689287	1.0	0.9264929511093261	0.5107895302454978	0.9191706012167422	0.9476779679659174	0.841810400935614	0.941915647417223	0.8081693671184966	0.7535733854554003	0.5721331938119508	0.5065927889510367	0.7410204973325113	0.5383978115189902	0.4238340395173798	0.7447515506954038	0.9606698035432646	0.917641348648395
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	0.574748254179447	0.9523714817318704	0.6205963271281126	0.43901300272398625	0.7638136116059648	0.5231356394070185	0.816063476254605	0.5419183225527613	0.7738233168187972	0.6094891645679819	0.8382390010799844	0.5643893463126743	0.7785762244640743	0.6739218078984552	0.5240820068643118	0.6875797686525994	0.4718532125744818	1.0	0.4092179736327585	0.8641714736634647	0.9448097924749527	0.7961589249800153	0.9252842507033517	0.7605466781679991	0.6893401714356341	0.5116790172373522	0.4523942223020498	0.6851985611514488	0.4708171676144474	0.4119501824770159	0.6836303611536586	0.9432051047826373	0.8545913982058846
NielsenHB_2014__MH0157__bin.26	0.5598948713018987	0.838941908442205	0.7879121122473323	0.6336470216387555	0.8786077594320393	0.6708331278203511	0.9342412141941862	0.915015768298121	0.8943030794736317	0.7772150356988632	0.7437120576899268	0.722061223072347	0.9078744857561888	0.8590204429215793	0.6651705321561548	0.8425485354557707	0.5095339569519926	0.8015323383485211	1.0	0.8096555535311828	0.8105871564619825	0.9230841240969592	0.8041696151488401	0.907450206301481	0.8450725704087477	0.6544417478904302	0.46397902660327806	0.8415238225616011	0.622526168932678	0.48539532477258523	0.8452049375458629	0.8323195252096485	0.8077400047712565
LiJ_2017__nHM410727__bin.64	0.5995120353132481	0.9513243146631244	0.6354042292625187	0.46135869584394035	0.7780072811996256	0.5467978437052746	0.8336664148763816	0.5640989033687153	0.7963679771613635	0.6443554960354566	0.8367277975117546	0.5912659260974252	0.7980909718390254	0.7158399612624763	0.5367334702573066	0.7180298038994289	0.4944812871323946	0.9128278148014146	0.4366393678227215	1.0	0.9124214942228922	0.8108443352478624	0.9155724465248734	0.7785856841073284	0.7185767217122029	0.5360353697042274	0.4785777856912729	0.7130668300996422	0.49153145944543347	0.4415393714326505	0.705681946799418	0.9458016661586529	0.8787481851964141
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	0.5667968026625876	0.9520280160222018	0.6189978259932065	0.43389928539356626	0.7483025243339091	0.5218331671752878	0.8131508385273577	0.5437751615284512	0.7646019944038985	0.6085871999959411	0.8515749499623291	0.5597283633052007	0.7756485871492608	0.6729796576890588	0.5228927735202421	0.6821944531117217	0.4764831825227104	0.9327524143651875	0.40855954926776306	0.8527634239211777	1.0	0.7956994239008836	0.9111645522738285	0.7477073994870663	0.6834623277854304	0.5103380745453484	0.44460316131536287	0.6768294508159501	0.4660306999185699	0.40578204630609105	0.6785006709740921	0.9506279759413298	0.8581218306304113
HMP_2012__SRS051031__bin.1	0.521737733743183	0.8305911081539984	0.7396192880160096	0.49968094535774843	0.8820710822390003	0.6002837697430319	0.9728861377118475	0.6430733275715894	0.9148883514345123	0.712261284036243	0.7356145932997754	0.6452215174665391	0.9218011591847518	0.781061697689366	0.617502440774438	0.7908170857037564	0.4287847680255593	0.796269412155635	0.47134097779518463	0.7677305333622191	0.8060970147124924	1.0	0.7961290949307704	0.8908370539242179	0.8098334105592052	0.6075782095059522	0.41280556581378974	0.7769410999174287	0.5493660925225053	0.4590835229286312	0.7880094562501944	0.8244287148664043	0.7634945465170875
WenC_2017__N244__bin.55	0.5851771232723699	0.95909073203248	0.6180657147552122	0.4403625349898529	0.7630549459677475	0.5286454389947997	0.8202975843297052	0.5482645213532583	0.7757566720951296	0.6139875314750671	0.8532958113299149	0.567718763486781	0.7891358167368807	0.68198786476704	0.5247909121700841	0.6827870431971678	0.4815940023954715	0.928922391209966	0.41217872601465094	0.8701778752430361	0.9265718057176083	0.7991485060806438	1.0	0.7619472402934516	0.6869833748701464	0.5087738079975112	0.45754667699906176	0.69012978523563	0.47054403207445106	0.41623369236170643	0.6846284039570941	0.9532067872898126	0.8616072154100588
LeChatelierE_2013__MH0447__bin.102	0.5129484371941615	0.8007214667898012	0.7165686450953527	0.513387727970763	0.881234375554204	0.6115531897843876	0.9251130083404819	0.6341682573003848	0.8908646172560879	0.7075765835946438	0.7105081664207916	0.6531365808096665	0.902599618773375	0.7910560187696969	0.6129356946088355	0.7960103884912122	0.4208476577945869	0.7776489798706562	0.47371178373862194	0.753659552275471	0.7744036929851411	0.910742787631022	0.7760297519662334	1.0	0.7935843053386179	0.5970844439306541	0.4120602658602493	0.7811480675278202	0.5568670055055851	0.46781919190990334	0.7897394601084828	0.8061240602343323	0.7480438817855909
VogtmannE_2016__MMRS18295921ST-27-0-0__bin.76	0.5081718776883964	0.7870418478001376	0.7286672164591949	0.4969937988714279	0.8496054687687614	0.6084318849153711	0.9041109281294594	0.6327561076836189	0.8730677095208188	0.707918057746297	0.7033945592011566	0.6383048873617502	0.8870902442338884	0.7763553614801115	0.6101598042896814	0.7813551962033237	0.42197650131359726	0.7579342040171018	0.47437913138996085	0.7479664598305361	0.7611854950830862	0.8902937886722962	0.7523845767656999	0.8533619135040176	1.0	0.5963485978454122	0.4023071509474315	0.7580282846501373	0.5533808708928365	0.436271954619797	0.7785505762509404	0.7864748212821128	0.7443744443097745
LeChatelierE_2013__MH0006__bin.78	0.47644709795300766	0.7350108487738031	0.6955869757615554	0.4880028263910698	0.8036821594769749	0.5938536700259799	0.8499214891369515	0.6126673708853171	0.8090530162446112	0.6754696377080537	0.6534223598937962	0.6280305193136723	0.829156793330859	0.7401269021040912	0.5880206697690353	0.7493190966968338	0.4046792474376909	0.7106350101350387	0.4640380991806321	0.7047798840894167	0.7179347360607531	0.8437055699888657	0.7038327575870043	0.8110115054101121	0.7532710480486482	1.0	0.41456376509549775	0.7367570017415137	0.5406411482570588	0.44772033003111883	0.7500231963913552	0.7341747080823365	0.6883261483998058
CosteaPI_2017__SID713B014-11-0-0__bin.68	0.6255946551895274	0.9201338044527125	0.6443457999871066	0.5089920971873027	0.7972677327226382	0.6010670792542724	0.8409624178943501	0.5852215458323228	0.7915040926193685	0.6839146091008722	0.8282593858052263	0.6620204513290908	0.7986726999417753	0.7704444219322238	0.558964622045399	0.7629099910258103	0.5137258032002144	0.9007922255069599	0.4716714402807069	0.9021342608368201	0.8967226300003991	0.8218505659265262	0.9074834714253408	0.8024363339053484	0.7285635054392594	0.5943604840946046	1.0	0.7557163132759681	0.5467108110846081	0.5073318209214253	0.7495331272441871	0.9196185815868455	0.8734669945264606
LeChatelierE_2013__MH0417__bin.59	0.5349478347241657	0.8261701238094548	0.7350113949166347	0.5542699519794289	0.9034833643884084	0.6484544360422543	0.9349217943791522	0.6540766734093638	0.901066022847835	0.737537187546069	0.7482895541361252	0.6959040531102202	0.9184508230199067	0.8421091108581592	0.6266971538084156	0.8398231794113311	0.4436866965858751	0.8055598855433188	0.505104753480706	0.7936384222571844	0.8060066798620525	0.9132910887643463	0.8081796288374768	0.8981668442968623	0.8105296038242452	0.6236726070070883	0.44620312435805415	1.0	0.574610421938175	0.5093434087113714	0.8297858649865509	0.8330819926482851	0.779335264306481
LeChatelierE_2013__MH0288__bin.27	0.49524114070501285	0.7633874082517041	0.7188552412860568	0.5201512143539777	0.8370819974086998	0.6223355697327424	0.8770145864599117	0.6432835947445623	0.8310204223358927	0.7181288858903344	0.6832799770990116	0.6714354179612064	0.8542710625905169	0.7843762125269859	0.6181591271461098	0.7931570780890594	0.4308518949639225	0.7397964024614525	0.4994030481086295	0.7311766351778076	0.7417412907000266	0.8631007825177279	0.7364714793465142	0.8557633413801721	0.7908354863573176	0.611674012990416	0.43142966848881337	0.7679837561254693	1.0	0.4531420018742311	0.7887169834327176	0.7603499587564182	0.7243136062636949
ZeeviD_2015__PNP_Main_548__bin.50	0.5799473236929763	0.8509701622600943	0.7075503563593813	0.5969666138326974	0.9012028767864882	0.6550365099350312	0.9400905974899837	0.6192216594938942	0.9058355744498833	0.7165787442926718	0.7596174361352475	0.7485166473273431	0.9082673422834042	0.878316496897054	0.6296911140735607	0.8744061319622207	0.4318804248858792	0.824228427828678	0.4958292354018098	0.8363409965723898	0.8223822379153221	0.9184051921584999	0.8295371877967413	0.9154258909755707	0.7938935379240106	0.6450014832241437	0.5097854234797723	0.8668265224126221	0.5770019541542358	1.0	0.8356901259429528	0.8613707253197415	0.8060893934307308
LiJ_2014__MH0361__bin.10	0.44684710169439096	0.6847448435374964	0.6354085905951872	0.45178454363398524	0.7567634448192907	0.5379958271344029	0.777287268169976	0.5531361848912729	0.7400924376539754	0.612594780026522	0.6158179744539204	0.577121181733186	0.7611715454869291	0.6819349942974827	0.5221038646403023	0.6860814177764872	0.36822096430912726	0.6636722215071209	0.41891699070734156	0.6485632949473602	0.6672069839122161	0.7648978885220252	0.6620380487113708	0.7498223887909367	0.6874184909233688	0.5242736150566409	0.3654395528188795	0.685199348625858	0.4872968072888447	0.4054848935679797	1.0	0.6897311784503722	0.6648409132409158
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.21	0.571898888862618	0.9707104733626933	0.6200726488972623	0.4347044703089009	0.7724086008927428	0.5254113099823169	0.8265070166291061	0.5450100859765727	0.7929792643272511	0.6167102419016639	0.8515647885553721	0.5615667671738483	0.7889951480292836	0.6853902047185695	0.5219306836437939	0.6884352861094761	0.47388808485908873	0.9135724516576219	0.4115859933722503	0.867257348576577	0.9326645022156793	0.7984168563361213	0.9196439482273943	0.7636265214518331	0.6928253302986221	0.5120204183471443	0.44733925591501145	0.6863461636578807	0.46869514466936535	0.416988492902484	0.6881520574521118	1.0	0.8716165312951489
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.119	0.5234811354791075	0.8439671529478323	0.5629577689319434	0.4033482322115425	0.6817264000210957	0.4772234148516525	0.7266694714434173	0.4964028138862819	0.6994710478717857	0.5600870679415216	0.7483506354497411	0.5129397296626715	0.6975844159891452	0.6210554830388917	0.4710114336604374	0.622367255549922	0.436005662292893	0.7972836815931131	0.3847331446701451	0.7761217608724054	0.8109261636527304	0.7121968234105366	0.8006808176044089	0.682533072992517	0.63160839563174	0.4623806321775016	0.40925432492979064	0.6184396092011061	0.43005210412194306	0.3758674131687864	0.6389101644390267	0.8395430371417166	1.0
