	SchirmerM_2016__G89134__bin.13	NielsenHB_2014__V1_CD15_3__bin.32	CM_madagascar__V30_01_1FE__bin.35	ZeeviD_2015__PNP_DietIntervention_37__bin.2	FengQ_2015__SID31871__bin.44	SchirmerM_2016__G89263__bin.22	FengQ_2015__SID530119__bin.73	SchirmerM_2016__G89024__bin.26	WenC_2017__RA042__bin.75	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.56	HeQ_2017__SZAXPI029555-35__bin.82	SchirmerM_2016__G88746__bin.15	BackhedF_2015__SID565_M__bin.29	LiJ_2014__V1.UC47-4__bin.64	SchirmerM_2016__G88880__bin.14	ZeeviD_2015__PNP_Main_23__bin.48	FengQ_2015__SID31233__bin.63	ZellerG_2014__CCIS02856720ST-4-0__bin.42	ZeeviD_2015__PNP_Main_325__bin.11	ZeeviD_2015__PNP_Main_45__bin.58	ZeeviD_2015__PNP_DietIntervention_36__bin.11	SmitsSA_2017__TZ_21460__bin.6	FengQ_2015__SID31137__bin.19	BackhedF_2015__SID345_M__bin.45	LiuW_2016__SRR3992967__bin.42	NielsenHB_2014__V1_UC47_0__bin.5	FengQ_2015__SID31009__bin.90	ZeeviD_2015__PNP_Main_162__bin.27	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.59	ZeeviD_2015__PNP_Main_404__bin.3
HeQ_2017__SZAXPI029555-35__bin.82	0.5415678157702272	0.8065171083240062	0.7218388167090368	0.8018205733239512	0.8326592113643217	0.8010593666604269	0.5963793132232219	0.4720408401760827	0.6627701741966215	0.8493688165278817	1.0	0.6781868291710875	0.7081683549020394	0.8242607184327454	0.5030574364705017	0.4331550080329858	0.6185772077746089	0.8053158013076557	0.8381414622485185	0.5592894031010202	0.8676551815511637	0.5035255981049045	0.8407387292217755	0.8278092273308358	0.6937036522645987	0.7691700289883695	0.80584541359665	0.546758442449686	0.6094949431084156	0.6124729910164827
SchirmerM_2016__G88746__bin.15	0.5891775726290688	0.8494160877522412	0.7576674924973167	0.8463093461658372	0.8782382914111233	0.8536518612128524	0.6202878269706295	0.5432785238812613	0.7255790929190377	0.9017528077052142	0.9087835538324969	1.0	0.7774560132132905	0.8673635059010003	0.5567045787192724	0.47956580823117545	0.6772544343774023	0.8574825730693532	0.8877831801857762	0.6049902066480557	0.9058191311880776	0.5292018001680221	0.8615203375672028	0.8923607095003844	0.7713629537606234	0.8243784255907545	0.8523681348364879	0.6040420483456018	0.6827444232631973	0.6786266936073091
BackhedF_2015__SID565_M__bin.29	0.5313342620690141	0.8209527348682716	0.7583502554610188	0.8521892507357384	0.8422851829086804	0.8309765638071352	0.6469658170085436	0.52370169268242	0.68523477580896	0.8842178630743031	0.8778150465747442	0.7191694390776985	1.0	0.8575802619598202	0.5434565522537105	0.4285387207047589	0.7007874293101232	0.8422371904043171	0.8647500779327824	0.5301304867760837	0.9181454815717589	0.550912562060032	0.8461937100759602	0.8653629730343767	0.7518105062196525	0.8163736335345202	0.8609115581801242	0.6103484167757138	0.6829883743661906	0.6818814646783974
LiJ_2014__V1.UC47-4__bin.64	0.5621950289722476	0.8308699298566636	0.7438788502592254	0.8462137846904543	0.8626498170173834	0.8430756328148825	0.6038159499847514	0.4852313967673071	0.6718652790484904	0.8929231473010064	0.884611924367185	0.6946694876486734	0.7425	1.0	0.5254414455626716	0.45686413540713633	0.6466495120463557	0.8471652942970417	0.8576505794449527	0.5806065111314426	0.9109454101860324	0.5174046965538275	0.8504059926806953	0.8735083104605063	0.716376944190302	0.8414326014028668	0.844918801463861	0.5764078225068618	0.6328789265019823	0.6304791857273558
SchirmerM_2016__G88880__bin.14	0.5107444018378183	0.7664549825582637	0.7029739200232031	0.7644128998024806	0.7732703564679444	0.7955736324565812	0.5594716553517408	0.4930311747849715	0.6349016843669656	0.8017262990805287	0.7960587184511424	0.6574174313937762	0.6937865149466068	0.7747537190863072	1.0	0.39945904199169674	0.6155167936434061	0.7588869665318769	0.7801335082565796	0.525787688596151	0.8158887865880187	0.47003034176359954	0.7843548243853797	0.8112211688605145	0.6623171934037297	0.7540243026396998	0.7536943542285671	0.5571069313898416	0.6122369827763557	0.5918903514540776
ZeeviD_2015__PNP_Main_23__bin.48	0.8781379252635857	0.9254541026131446	0.7685331843067875	0.8655712817079877	0.9418415437396896	0.894233987615655	0.4587840987878643	0.548553416453487	0.6998985404164774	0.921164857627848	0.9110794164056709	0.7527486731058886	0.7271708465823511	0.8953890429626796	0.5309548856002104	1.0	0.5936244829894566	0.8526363054964496	0.8993988631745046	0.89752880914242	0.9581296172328878	0.5158016950773424	0.9186888851698664	0.9176018182035527	0.7764669053482202	0.8069944354125326	0.8831167666818084	0.5139884225500275	0.6608343593850862	0.6268618356563943
FengQ_2015__SID31233__bin.63	0.4534864206361178	0.8373268427566903	0.751138564754091	0.8484407731551455	0.8448904690217484	0.8145170877116922	0.7066219065952344	0.525513939988472	0.6880926955039802	0.8804084947569579	0.8698245126822977	0.7106871746511881	0.7949824232973475	0.8472634986978556	0.5469531218002059	0.3968593693964583	1.0	0.9003442416444482	0.8676312958210503	0.4706585444552221	0.9146793188290989	0.5696744688778981	0.8384666562108845	0.8998182891609834	0.7420924817265228	0.8247948885210495	0.8799389835181576	0.6654757397549151	0.6720229241359744	0.7631730368686198
ZellerG_2014__CCIS02856720ST-4-0__bin.42	0.5046546116858838	0.7913141099701374	0.7049353467989694	0.791398969707278	0.8169303624833265	0.7869642218858037	0.6283275762185545	0.46264206199609936	0.6234677949950388	0.8318083683456281	0.8328667272317836	0.6617950075290057	0.702711727799352	0.816374182214795	0.4959739381420273	0.41923759220230855	0.6621862439794588	1.0	0.818656578521523	0.5334161848458143	0.8580175369442927	0.5001467595886911	0.7973380492326072	0.8277446522752879	0.6681367116080407	0.7630245920579368	0.7988049104031794	0.5547707152353352	0.6024078858574083	0.6176793323191799
ZeeviD_2015__PNP_Main_325__bin.11	0.5103683170662988	0.7765149605116403	0.6910235519671187	0.7774353035845071	0.8180527585784966	0.7754087857148649	0.6043751910769741	0.4580342952975406	0.6296373742506345	0.8170403811983431	0.8320437363954076	0.6576951435858611	0.6925528730042925	0.7933247975333395	0.48940706280442287	0.42449078757741376	0.6125285138857202	0.7858167727412012	1.0	0.5345084574591691	0.8492809511199095	0.4948113455380463	0.80018047187153	0.8137380774138994	0.6685365028867389	0.7454934043842888	0.780072209905924	0.542666011730319	0.5976207192146124	0.603275363473805
ZeeviD_2015__PNP_Main_45__bin.58	0.7993587717919569	0.8910572934571508	0.7303020592500196	0.8047486208817359	0.9056984672391032	0.8417678038572548	0.46437784591529413	0.4884780521235339	0.6521278657697098	0.8703453890826816	0.874454558934848	0.7058914021771547	0.6686778403060746	0.8458519821371349	0.519497591645484	0.6671694600765187	0.523321857573585	0.806413059596014	0.8418338926817456	1.0	0.8799882484073427	0.4645255738759207	0.877128657169499	0.8423642693824916	0.7157119793491862	0.7626400430521485	0.7801546922787704	0.46686811725157124	0.6024668347951552	0.5692152701838881
ZeeviD_2015__PNP_DietIntervention_36__bin.11	0.5398898275098115	0.8126491399384589	0.721384194320182	0.846354458570414	0.8357961151846112	0.8151952580219761	0.6057751130485565	0.47274483546686974	0.6455168328062009	0.8608704238130561	0.8583155211653531	0.6686982435439602	0.7327313915698402	0.8396609720436516	0.5100388242598741	0.45062073487447385	0.6434738945592274	0.8207042339139696	0.8462961290642226	0.5567702460486151	1.0	0.5093051374591034	0.8284901688428374	0.8434801491689274	0.6987133424528822	0.783954536717897	0.8358477684220217	0.5600398608384479	0.6175386986406063	0.620340974615772
SmitsSA_2017__TZ_21460__bin.6	0.4496892830041688	0.709054162351892	0.7199007876747684	0.7082048656823481	0.7176258858813475	0.7189860376904664	0.5534466225557444	0.45530868953949605	0.593324187607293	0.7371027702184225	0.7543409383344633	0.5916383656466947	0.6658283675730443	0.7222512534575847	0.444984094312373	0.3673804093439662	0.6069251735577122	0.7244931625232413	0.7467185539393849	0.44509744029646625	0.7713018611091305	1.0	0.8067126365340181	0.7264445227282644	0.6136493043323709	0.6983597292893473	0.729395775440852	0.5074813670909248	0.5727441754531977	0.6131953882552275
FengQ_2015__SID31137__bin.19	0.46573691059663325	0.6932927398348044	0.6660977003528832	0.6705533112134113	0.7054366824209873	0.6897062366459575	0.48780443186000516	0.4170603696513678	0.5717503729287379	0.7145950246608914	0.73389026918773	0.5612088379227366	0.5958999698308325	0.6916847511136701	0.4326683403888257	0.38126386177126187	0.5204968951802817	0.6729817276545845	0.7036054480617473	0.48970294997406316	0.7310677621826229	0.47004865204593776	1.0	0.6930152331041035	0.5847665238204646	0.6469354730187492	0.6770113114223941	0.45453928146531	0.5221113952325275	0.5310644755107287
BackhedF_2015__SID345_M__bin.45	0.5647777411103121	0.8536969389448545	0.7452168986572714	0.8479914388885815	0.8886033065576053	0.8768443682269839	0.6299890697040045	0.5017684951862823	0.68662059283026	0.9045714580022929	0.8891133870373938	0.7152472860246724	0.749822883423529	0.8741898132693412	0.5506030738357709	0.4685632860323026	0.6872962491725976	0.8596347793243818	0.8804053938054025	0.5786636044034024	0.9158027663377404	0.5208146790250863	0.8527065358591919	1.0	0.7366615099068922	0.819008795740809	0.8560062262628498	0.5940617781092686	0.6498577916986977	0.654446989971978
LiuW_2016__SRR3992967__bin.42	0.5873723903883469	0.8642487185370432	0.768779439715726	0.8654753589319688	0.8612760661083921	0.8588449451751298	0.6159355222039454	0.5610908004740363	0.739575518713768	0.907010778461912	0.901611160073109	0.7481573848414578	0.7882921167695176	0.8675583854513156	0.543981082869092	0.47979459659596907	0.6859075777014597	0.8396558943602703	0.8752690922168582	0.5949533696601093	0.91800391398467	0.5323771662991054	0.8706783085935462	0.891428244306879	1.0	0.825699801346119	0.8793935955244476	0.6097007542199523	0.6916335923112684	0.6896175070253671
NielsenHB_2014__V1_UC47_0__bin.5	0.48730400649108574	0.7517876069969225	0.6708686943999767	0.749628297625052	0.7613093280118125	0.7587735649072024	0.5563032243444953	0.45202005803966283	0.6117570521114304	0.8080703639540069	0.7914369567918832	0.6330084135581822	0.6776671564220083	0.8067242677426665	0.49028859016249643	0.39477679583050085	0.6035346447080839	0.7591423433696629	0.7726965051935996	0.5018950607808309	0.8154269277720518	0.4796528584899454	0.7625790370094223	0.7846132760246485	0.653688515602728	1.0	0.7666615498198138	0.5347660504521099	0.5853998084837321	0.5808553175003472
FengQ_2015__SID31009__bin.90	0.5359034735403567	0.8140126679969686	0.7383156307384721	0.8624918208063237	0.8451345482188092	0.8279387350389318	0.6263060636891699	0.4992749777317348	0.6755484791528092	0.8800549734519016	0.8763112782872633	0.6917079392449108	0.7552638470755376	0.856117650603387	0.5179339685100078	0.45657475840960166	0.6804896005463354	0.8399203363917918	0.8545011251943886	0.5426086741556021	0.9188276347432833	0.5294485736336014	0.8433978939203967	0.8666758598099724	0.7357743832675521	0.8102450243077525	1.0	0.5924196739447005	0.6388411849729961	0.6593322378814671
ZeeviD_2015__PNP_Main_162__bin.27	0.4636303724928367	0.8418234957020058	0.7633988538681948	0.8663644699140401	0.8414710601719199	0.838559312320917	0.7113083094555874	0.5402137535816619	0.7036120343839541	0.8970813753581661	0.8821037249283668	0.7272441260744986	0.7943931232091691	0.8664945558739255	0.5679828080229227	0.39424355300859604	0.7635169054441261	0.8654229226361032	0.8819174785100287	0.48174555873925495	0.9133627507163323	0.5465100286532951	0.8400893982808023	0.8923369627507163	0.7568252148997134	0.8384825214899714	0.8789151862464183	1.0	0.6674452722063037	0.7150338108882521
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.59	0.5372551345531641	0.8291766167666327	0.755695243705614	0.8222301862115866	0.8240909449608471	0.830301516302247	0.6307122705026512	0.5365303333331658	0.696103715938238	0.8704405253351201	0.8624687171872887	0.7209751541961819	0.7796865661964172	0.8344603271859267	0.5474762391361495	0.44458311615266266	0.6762691937868149	0.8242417357833156	0.8518635986430836	0.5452626298623129	0.8833597803681408	0.5409882126814076	0.8463818496102811	0.8561792319821302	0.75301569079035	0.8050666721621544	0.8313032699995124	0.5854162153413578	1.0	0.662267260648471
ZeeviD_2015__PNP_Main_404__bin.3	0.49742503471179067	0.8197940433755287	0.7860693058453844	0.8441049838823615	0.8384678702793995	0.8215829185511176	0.6830392304132124	0.5665243347921759	0.7202732081814269	0.869419216934482	0.8750390761385874	0.7235363194946287	0.7859282257606145	0.8393113058941026	0.5343849720275745	0.42579390534033795	0.775399997564085	0.8532853390387879	0.868214961390745	0.5201353759835007	0.8959240035077177	0.5847810112295688	0.869195924713983	0.8705387229308931	0.7580598341953767	0.8065188133845417	0.8662398402039673	0.6332029442094237	0.6686526141429233	1.0
