	FengQ_2015__SID31749__bin.26	CM_cf__CF_FIFC001SS_t6M17__bin.13	ZellerG_2014__CCIS76845094ST-20-0__bin.95	HeQ_2017__SZAXPI029570-85__bin.62	LiSS_2016__FAT_023-22-42-0__bin.80	XieH_2016__YSZC12003_35999__bin.80	YuJ_2015__SZAXPI015221-142__bin.17	XieH_2016__YSZC12003_37223__bin.31	FengQ_2015__SID31871__bin.16	LiSS_2016__FAT_023-22-14-0__bin.38	FengQ_2015__SID530163__bin.12	FengQ_2015__SID530705__bin.35	XieH_2016__YSZC12003_37284__bin.33	FengQ_2015__SID31766__bin.42	XieH_2016__YSZC12003_36588__bin.61	LoombaR_2017__SID5639_uuc__bin.12	KarlssonFH_2013__S536__bin.20	ZellerG_2014__CCIS78100604ST-4-0__bin.36	ZeeviD_2015__PNP_Main_461__bin.10	FengQ_2015__SID530295__bin.20	FengQ_2015__SID530373__bin.21	FengQ_2015__SID530215__bin.26	FengQ_2015__SID31549__bin.37	FengQ_2015__SID530398__bin.32	FengQ_2015__SID31884__bin.20	XieH_2016__YSZC12003_36116__bin.66	XieH_2016__YSZC12003_36695__bin.14	XieH_2016__YSZC12003_37269__bin.15	NielsenHB_2014__V1_UC5_3__bin.38	QinN_2014__LD-35__bin.71	YuJ_2015__SZAXPI003415-12__bin.22	YuJ_2015__SZAXPI015223-158__bin.39	LiSS_2016__FAT_015-22-42-0__bin.16	FengQ_2015__SID31723__bin.18	YuJ_2015__SZAXPI017592-142__bin.63	XieH_2016__YSZC12003_37393__bin.23
FengQ_2015__SID530163__bin.12	0.9041962599216956	0.6891738326892822	0.8031138468431316	0.7224511615829909	0.8303936093843075	0.8976081012967574	0.8387769648648511	0.9490395238604369	0.5097890669151227	0.5404789906981717	1.0	0.7153625269203159	0.8503500277476542	0.7485191917031968	0.6472321078543681	0.797600973458987	0.6411118408659304	0.7856358794988112	0.9351371854205169	0.7870527918213153	0.7977440393456645	0.8805603498750083	0.858044019489545	0.6733093023374217	0.8041489107136492	0.9121662008115552	0.7662960191026053	0.5852621771471338	0.7524705594843518	0.824441355714744	0.8229597837210368	0.7779617438764237	0.7850936546969906	0.8923177182773034	0.8280505872829191	0.8895230967400325
FengQ_2015__SID530705__bin.35	0.8525092224418837	0.7150291950777534	0.8052177885685287	0.6915353702576397	0.7683986685301906	0.8606177888040203	0.8708681517555314	0.8916679520586092	0.4681585847893586	0.45971032171692255	0.8272027006182834	1.0	0.787859110053492	0.8012373908937732	0.6070468522419394	0.8211794128486601	0.6106934404977351	0.7592521727048689	0.8872919284058275	0.7704203643762356	0.7726204451498728	0.853812080015354	0.7961189798030583	0.7183631681634124	0.7692635116279891	0.8762332403533788	0.7312139476996586	0.5537862936792862	0.7813301039577905	0.7785283420092384	0.7579139913833604	0.7413571619487876	0.7696320560658528	0.8328362497012199	0.7790393588975223	0.8769173436070492
XieH_2016__YSZC12003_37284__bin.33	0.8488115559743715	0.6446384364946646	0.7292420567641572	0.6637979809292823	0.7753904515102479	0.8397632960132236	0.7749868690886761	0.8871079554012459	0.49595693447289046	0.5122300921867216	0.806294920268334	0.6460393888719389	1.0	0.7173006515249236	0.5932304359076356	0.7521395661392417	0.611305231895756	0.7283740649053223	0.8653246424723189	0.742451657005148	0.7427833090668943	0.8311683421452047	0.8347498947596078	0.6178576531971838	0.7285826146734072	0.8666927675712834	0.7205003456519304	0.5515113099628859	0.6799996910373806	0.836027262089128	0.8047776241546976	0.756865728707648	0.759009156879632	0.8225352507038555	0.8308593795258197	0.8307758630677671
FengQ_2015__SID31766__bin.42	0.9060358211544299	0.7431227141969151	0.8342159966462842	0.7010543966925423	0.8175913959842144	0.8930303424548621	0.9067661216878442	0.9305780823105946	0.5123321335125837	0.49668011044133165	0.8501027798256646	0.7869442155629761	0.8591589690214956	1.0	0.613133845064111	0.8479627621897452	0.642731543721179	0.7819489136562731	0.9310718880552785	0.803056507220608	0.7798771267906963	0.8886618384723246	0.8632082917732773	0.7389080185610825	0.7867534006967634	0.9023513595559217	0.7599751362447056	0.5817419084377755	0.7861763302831866	0.8328907006664065	0.8223502031021871	0.7918452664903075	0.8053913873108114	0.8768631192448357	0.8521560634314873	0.8917148763317287
XieH_2016__YSZC12003_36588__bin.61	0.8717552825000187	0.6819795766141189	0.7971170411902554	0.7126478520757723	0.8162294985342667	0.8828768343684136	0.827791413993942	0.9176838501056533	0.5228043979450603	0.5524239305770186	0.8612482072120716	0.698561637014389	0.8325215964467401	0.7183813860342413	1.0	0.7959239945991099	0.6478466559127619	0.7697392979791376	0.9097227538577545	0.782629756519583	0.7903557663579831	0.8567483687916355	0.8354415457981522	0.646985575721197	0.7845280623392249	0.8947110977722345	0.7603798779583117	0.6003063575630414	0.7463600561768446	0.829898384407606	0.8022625203837531	0.7698836017405879	0.7766469090202046	0.8518142641219523	0.8155249167882183	0.8880297658688407
LoombaR_2017__SID5639_uuc__bin.12	0.8468963943639389	0.7060529380265563	0.8000912689154314	0.6791728035076864	0.7635107287226771	0.8444625566191034	0.8296683587731731	0.9092506390365784	0.4572356824458425	0.47960530305288357	0.8050740583524933	0.7168073557812383	0.8006678664554874	0.7536304575059947	0.6037449033813694	1.0	0.5964372233282526	0.7430851976825096	0.907890341631473	0.7706051396321904	0.747986276772986	0.84514810128794	0.7936495129755002	0.6534504891828863	0.7537085705417241	0.8831331344191731	0.7391147943006262	0.5451539597656198	0.749421603804516	0.7860432561213383	0.7601919525072742	0.7179641481722063	0.7458484463214413	0.8211262871949095	0.7745077080093612	0.8561918456157517
KarlssonFH_2013__S536__bin.20	0.8823521307229165	0.692644080406718	0.8052858186026646	0.7341384108788801	0.8287285928824348	0.886791997905788	0.8314496906904011	0.9283255948526474	0.5444379383034127	0.5646312395806065	0.8674632479574544	0.7145864620217413	0.8723267797357435	0.7657348341852551	0.6587509127733153	0.7995246689905071	1.0	0.7621994736914619	0.9222888910320883	0.815714856505146	0.7974304570066546	0.8841700996128463	0.8657410341549441	0.6676747358124027	0.7973119686970419	0.8946184263099158	0.7627698709028533	0.6309743596809082	0.741136798886761	0.8470867031316736	0.8226574447858255	0.7945894931180336	0.8038853143384632	0.8696745704798776	0.8495859798018766	0.8783648613273446
ZellerG_2014__CCIS78100604ST-4-0__bin.36	0.8914489216252919	0.7031763978238346	0.8078375270909179	0.7225754929829528	0.8347936587976613	0.9005896266898232	0.8448466334662812	0.9576613481892771	0.5059066783650282	0.5428347441339826	0.8684238221113667	0.7257895409218481	0.8491192743263921	0.7610624648612996	0.6394193890776397	0.813764746998543	0.6226754993423892	1.0	0.9320581443839704	0.7823586981051693	0.7967957444677124	0.8740578326027485	0.8504395608724696	0.6915071132829493	0.8100053633123547	0.9037023738707076	0.7645410203350016	0.5752431077496768	0.7593561098708022	0.8217500606397593	0.8213403553518035	0.8106126050784321	0.7856385915367718	0.9040704332914811	0.8268257913981024	0.8791560746406496
ZeeviD_2015__PNP_Main_461__bin.10	0.8366253235021242	0.6588643941877742	0.770216266837806	0.6615653317335528	0.7511169979002881	0.8374964249091403	0.8033673868004158	0.9217517247633464	0.4526143505891052	0.48637192803778084	0.8007902694746535	0.6570890563852867	0.7814952425132365	0.7020340523044513	0.5854424916116161	0.7702411180791473	0.5837046486644856	0.7220645888122328	1.0	0.7420794297991671	0.7302990694300084	0.8288429610820841	0.7922274908791584	0.6242034523170077	0.743870899109192	0.8721743702608247	0.7246656854059559	0.520249401826261	0.718070514743326	0.7653571951755457	0.7544754033748857	0.7097152658123653	0.7254099146861245	0.8165272090573619	0.7693547571379741	0.8394958598703899
FengQ_2015__SID530295__bin.20	0.8480130623240278	0.6871708718146686	0.7902685056583822	0.6838171736202318	0.7708376168077241	0.8395684985250861	0.8077125617344819	0.8962121148544597	0.4879903616581137	0.4993422681364054	0.8108218396351109	0.6863783416345318	0.8066656456262404	0.728449053579446	0.6059121387719821	0.786508314486046	0.621073015579958	0.729150319529706	0.8927472211615524	1.0	0.7636356102534838	0.8641086107276381	0.8084274648685166	0.6481900310088579	0.7708743323025021	0.8673605545508332	0.7469652021030635	0.5405989451113843	0.7457514927471163	0.7736269453967162	0.7578733756016096	0.716543792144143	0.7642513815516178	0.821534371997197	0.7699769007087139	0.8492115609749957
FengQ_2015__SID530373__bin.21	0.8634057901028689	0.6838365172675042	0.7905203108601452	0.7144020706839824	0.791928775167245	0.8800653742061627	0.8230931271234276	0.9096774643564632	0.4933665355319327	0.5161568294153881	0.8407179787651873	0.7041532795487764	0.8255677318412733	0.7236764727975911	0.6259521218715995	0.7809626062116227	0.6211011025190317	0.7596671624461028	0.8987606587213183	0.7811804486911208	1.0	0.8533925478555929	0.8275020228230239	0.6778125824957666	0.7774309825661629	0.8800020603820721	0.7478446471917636	0.5638074572953622	0.7537280038117068	0.8000839176448116	0.7975819484775708	0.7444911607462875	0.7754682540193547	0.8448569858756516	0.7995516522761856	0.8702377809685083
FengQ_2015__SID530215__bin.26	0.8415218998076044	0.6739896411060771	0.7852349087954683	0.676954564176056	0.753321315662279	0.8395424633780751	0.8062550191173125	0.8981836202340718	0.47200061310810076	0.484668536082164	0.8131839869705125	0.6818772956290658	0.8095105102902483	0.7225996159611222	0.5945860297865218	0.7732365149130083	0.6034596411248841	0.7302296146258254	0.8938373232377373	0.7745981414925609	0.7478108655544209	1.0	0.8094164753054727	0.6439388810212952	0.7569764555205118	0.8673095838575784	0.7275237579389036	0.5319465053778608	0.7193563493362071	0.7702607778197801	0.7576201249913017	0.7187709815559781	0.7514387352670687	0.8214609463304728	0.7733427744458048	0.8353475627072297
FengQ_2015__SID31549__bin.37	0.8867156962691942	0.6918937222914953	0.7921007900541901	0.7174534251221044	0.8216348414819945	0.8944825303865026	0.823980106740819	0.9377254717938052	0.5156392000483602	0.5345288824180925	0.8633680632043352	0.6927533455121828	0.8858222618848801	0.7647747100692719	0.6317339286830347	0.791161249537658	0.6438091247109402	0.7741398901034724	0.9308781988690678	0.7895977393651084	0.7900757062691021	0.8819191216474438	1.0	0.6667684416844517	0.7803652425336242	0.8984635387583516	0.7570877932478082	0.5863567856443946	0.7323636359910616	0.85368987376141	0.8327592266054924	0.7847253457703771	0.7984414078148869	0.8705160505692058	0.8577595083651892	0.8684955773973396
FengQ_2015__SID530398__bin.32	0.899740606617599	0.7487578620867917	0.8359222629233256	0.7282067784307941	0.8174194340080781	0.9043096898506301	0.9047907490424507	0.9374551250753899	0.4993126793365169	0.4986286223039145	0.8632088279909872	0.7964519110516985	0.8353981238038792	0.8341096423321646	0.6233437073280262	0.8299726638277429	0.6326287371837215	0.802024234417468	0.9345100245686133	0.8066442302922385	0.8245635220060104	0.8939561472445817	0.8495518382074573	1.0	0.8195075050455733	0.9145261599596877	0.7745385878660814	0.5732515423919542	0.8178776477837335	0.8052252035852944	0.7985478148033075	0.7864417024143036	0.8020640507142129	0.8852507382333052	0.8156401024519007	0.907553086219906
FengQ_2015__SID31884__bin.20	0.8928089238635936	0.6983926716176959	0.8107331385023419	0.7214164318631109	0.8132494173359546	0.8972152780545436	0.8517966907848726	0.9481959934988395	0.5026967149704124	0.5274696957371758	0.8623007490965909	0.7133647763547314	0.8239576605649589	0.7428351021170263	0.6322116447641036	0.8007106071880734	0.6318780699393396	0.7857778107773604	0.9314861331689663	0.8023877624444975	0.79103802916787	0.8789718470491185	0.8316369788712287	0.6854471294821729	1.0	0.9209340313472983	0.7716688513724884	0.5661267049304106	0.7793640021990825	0.8043280651076912	0.8019793926099255	0.7717452842292265	0.7718954201978192	0.891774350552746	0.7989772191870492	0.8856373381056554
XieH_2016__YSZC12003_36116__bin.66	0.8803369076935658	0.6632370861211243	0.7667299854371297	0.6647572728332982	0.7539710521059412	0.8437688654858185	0.806810722455106	0.9137466078432162	0.4576110547334244	0.4916503677806212	0.8005838553668803	0.6650691747513163	0.8022354162393656	0.6973327023798831	0.5901296001622962	0.7679074375201921	0.5803011149376442	0.7175428742253281	0.8939077690835491	0.7389430099786272	0.7328747749547229	0.8242848263291691	0.7836946793018224	0.6260769664902053	0.7537704160583909	1.0	0.7355920751889173	0.5236153990177324	0.7212419058547743	0.7642763272253286	0.7479676104604217	0.7161116108393513	0.7411611777738157	0.8090414020750861	0.7608494277850987	0.8637703579677758
XieH_2016__YSZC12003_36695__bin.14	0.85637880107455	0.6694616586674432	0.7772208603003782	0.6905802580933611	0.7722892537961353	0.8766259389186624	0.8095325988878851	0.905667260812213	0.4731397678231485	0.5033567509314084	0.8146839652692789	0.6722817299973857	0.8078497578581748	0.7114157678253137	0.6075121070912615	0.7784923281610374	0.5993339002344286	0.7353311635202934	0.8996774509586348	0.7708526953873701	0.7544269977715482	0.8375487355417216	0.7999308243539411	0.642294791095503	0.7650701959597742	0.8910391556890473	1.0	0.5460291392936615	0.7351828526672408	0.7801410685201554	0.7665175799782513	0.7176659335924623	0.7476144415798678	0.8219539034712858	0.7757464122576213	0.8713029866233354
XieH_2016__YSZC12003_37269__bin.15	0.9060862186067213	0.6847550373246388	0.8019306856737147	0.7441810680067703	0.8498282003933448	0.9012371727837388	0.8325196402912046	0.9288698804718291	0.5921303305236538	0.6069693194086582	0.8852038262567707	0.7243513429015421	0.8797333448328438	0.7747376802509768	0.6823347497239347	0.8168867231477446	0.7053217065068235	0.7871070979188453	0.9188845577488476	0.7936818403734466	0.809164596498091	0.8712265306028156	0.8813905064353622	0.6762959665980289	0.7985170251793077	0.9023445140404402	0.7768122124801518	1.0	0.7410030448034277	0.9059383677574261	0.8856057957532923	0.8421214748738263	0.7903636668858761	0.8790849572541634	0.8870304002907733	0.8980606896934097
NielsenHB_2014__V1_UC5_3__bin.38	0.8799006204737159	0.7279477011578492	0.8371935826127547	0.7222689516215415	0.7797831329919958	0.8786400542111144	0.8757682632711807	0.9251152606316587	0.47274673780559995	0.48603624071629026	0.8332083666421244	0.7481917413741976	0.7941026245260192	0.7665060327905081	0.6210752472367328	0.8221293647670602	0.6065201042278581	0.7606750681867126	0.9285124754341794	0.8015611628329141	0.7919394792891669	0.862538518868467	0.8059432654980307	0.7064008127157085	0.8047892497826707	0.9099388546436307	0.7657145144395723	0.5424894266904047	1.0	0.7716187677795655	0.7687216076617173	0.7381985403138788	0.7716074925893812	0.8493730430498037	0.7767534893894823	0.8982408448274501
QinN_2014__LD-35__bin.71	0.8419823374210312	0.637308956978811	0.739037222761431	0.6788069575124025	0.7838168609904078	0.8482452798927611	0.7712789627301864	0.8931570646061159	0.5109188535491592	0.5322675185443063	0.8105534985531462	0.6619277469074469	0.8668544081113915	0.7210102398508746	0.6131666952817197	0.7656286994132997	0.6155062887210473	0.7308886901129903	0.8787040434321445	0.7382984037805908	0.74639838260712	0.8200305038134772	0.8341336371367661	0.6175015004132081	0.7374504638391657	0.8561295195724461	0.7214437203640235	0.5888812748932192	0.6851104449282029	1.0	0.8468717573430148	0.7750811774852424	0.744636930036946	0.8186264474169617	0.874234088487088	0.8311508306958263
YuJ_2015__SZAXPI003415-12__bin.22	0.887418866142766	0.6535702073194358	0.7813152074835298	0.7130696044066099	0.8219358636263062	0.879939359356159	0.8150407429325807	0.9342147470677475	0.5345518277416125	0.5628882012236113	0.8556174642513453	0.6814518818396729	0.8824309402793408	0.7528168574214387	0.6268292502178214	0.7830223135972457	0.63212471984933	0.7725271840106883	0.9160151432222329	0.7648497058484132	0.7868457019567406	0.8529485560264286	0.8604667042847569	0.6475908365719827	0.7775743954197681	0.8860351838540051	0.7496016752401329	0.6087635681852589	0.7217819329416958	0.8955642766475295	1.0	0.8240833766505996	0.7652668220089119	0.866624461004403	0.8850993191690284	0.8653826405570301
YuJ_2015__SZAXPI015223-158__bin.39	0.8872805322788541	0.6901765895456506	0.7846589066171016	0.7174674447399669	0.8369041407301065	0.8905765320080891	0.8523879498295026	0.9561067378176905	0.5493900736424379	0.5658350984766648	0.8619453900849243	0.7103350434775251	0.8843906800432095	0.772490840527879	0.6410299223524966	0.7880869042817535	0.650649412919439	0.8125020095839527	0.9182526632275751	0.770624254338586	0.7826981167730453	0.8623475889223271	0.8640776644262743	0.6796522926179872	0.7973944510098688	0.904001963046219	0.7479132762282437	0.6168838897648011	0.7386361905621476	0.87346756884059	0.8781963666722136	1.0	0.7798748275988504	0.89731801630795	0.8866797724445848	0.8733976212166938
LiSS_2016__FAT_015-22-42-0__bin.16	0.838217524066314	0.6631565105113127	0.7627952439972706	0.6571783728821281	0.7705139634840216	0.8314581437175971	0.7933496519354007	0.870965520740467	0.4689169977499795	0.4859132981075185	0.7983410111527705	0.6768062549118888	0.8139876098735827	0.7211165402906906	0.5935021728798502	0.751393449158132	0.6041486111067967	0.7227354574437572	0.8614042281332286	0.7543651742808063	0.7482456985055432	0.8274292299711422	0.8069072417938451	0.6361723144975662	0.7319866344850581	0.8587105198033899	0.7150757582817423	0.5313749975408198	0.7085969833365949	0.7701753732000095	0.7484776380273129	0.715764846459143	1.0	0.8160181161333611	0.7804578527577506	0.8301861004028914
FengQ_2015__SID31723__bin.18	0.8727312722022637	0.6782616108255188	0.7759601445636513	0.7054424971474791	0.8116616050445404	0.8758329140491001	0.8219551758617699	0.9484439614986844	0.4952235891350922	0.5274584222730316	0.858635973264445	0.6930481775955736	0.8347335875330752	0.7429385104770434	0.6159794079592313	0.7827973762197007	0.6184848251768464	0.7870121013513282	0.9175225862333349	0.7673504061627189	0.7714112984812194	0.8559468385152292	0.8324917437341298	0.664438213834469	0.8002436829339151	0.887007839104595	0.7439511615112261	0.559277808832845	0.738114822967337	0.8012230198557009	0.8020833078170095	0.7793175212144757	0.772186831421283	1.0	0.8032233363397687	0.8531288565371842
YuJ_2015__SZAXPI017592-142__bin.63	0.875654616848325	0.6791417686234581	0.7772920457011233	0.6987521072924838	0.8090506125753201	0.8878998639648812	0.8139485027791223	0.9285069728430505	0.5334579626445894	0.5402127739480229	0.8483411852581328	0.690219659161089	0.8977285056166647	0.7687131745422376	0.6278886598454374	0.7861207666371784	0.6432854567608619	0.7663325599639466	0.9204429278429671	0.7657196716796582	0.7772727462402563	0.8579382333795129	0.8733590242192586	0.6517949541820367	0.7633536620987799	0.8881361519587389	0.7475510548980988	0.6008407262439285	0.7186754101917845	0.9110023618367245	0.8721770626429204	0.819896387975497	0.7863142828528985	0.8551857129742452	1.0	0.8736745964847857
XieH_2016__YSZC12003_37393__bin.23	0.8501980729104028	0.6597211202928818	0.7680999039244639	0.662773953606628	0.7514986366053737	0.841742419704219	0.8070116392699722	0.9129247432688821	0.45279517619411924	0.48332579575557394	0.7989401052943976	0.6811298226969651	0.7869455250338276	0.7052035809057988	0.599399310688895	0.7618648256990398	0.5830618966984494	0.7143524778662725	0.8805055374902655	0.7403742693160529	0.741665641586577	0.8124460118134955	0.7752436070441979	0.635810612757057	0.741806485304467	0.8839392890410326	0.7360945408883489	0.5332978785186351	0.7285941556259062	0.7593026589739169	0.7475911380035221	0.7080231989723896	0.7332726363977664	0.7963098031343214	0.7659369468282955	1.0
