	FengQ_2015__SID31749__bin.26	CM_cf__CF_FIFC001SS_t6M17__bin.13	ZellerG_2014__CCIS76845094ST-20-0__bin.95	HeQ_2017__SZAXPI029570-85__bin.62	LiSS_2016__FAT_023-22-42-0__bin.80	XieH_2016__YSZC12003_35999__bin.80	YuJ_2015__SZAXPI015221-142__bin.17	XieH_2016__YSZC12003_37223__bin.31	FengQ_2015__SID31871__bin.16	LiSS_2016__FAT_023-22-14-0__bin.38	FengQ_2015__SID530163__bin.12	FengQ_2015__SID530705__bin.35	XieH_2016__YSZC12003_37284__bin.33	FengQ_2015__SID31766__bin.42	XieH_2016__YSZC12003_36588__bin.61	LoombaR_2017__SID5639_uuc__bin.12	KarlssonFH_2013__S536__bin.20	ZellerG_2014__CCIS78100604ST-4-0__bin.36	ZeeviD_2015__PNP_Main_461__bin.10	FengQ_2015__SID530295__bin.20	FengQ_2015__SID530373__bin.21	FengQ_2015__SID530215__bin.26	FengQ_2015__SID31549__bin.37	FengQ_2015__SID530398__bin.32	FengQ_2015__SID31884__bin.20	XieH_2016__YSZC12003_36116__bin.66	XieH_2016__YSZC12003_36695__bin.14	XieH_2016__YSZC12003_37269__bin.15	NielsenHB_2014__V1_UC5_3__bin.38	QinN_2014__LD-35__bin.71	YuJ_2015__SZAXPI003415-12__bin.22	YuJ_2015__SZAXPI015223-158__bin.39	LiSS_2016__FAT_015-22-42-0__bin.16	FengQ_2015__SID31723__bin.18	YuJ_2015__SZAXPI017592-142__bin.63	XieH_2016__YSZC12003_37393__bin.23
FengQ_2015__SID530163__bin.12	0.9838143785977042	0.9828039777575359	0.9832492297549162	0.9820823009074072	0.9832121500845187	0.9834874156205917	0.9837477776489605	0.9833640641253366	0.9820302169596881	0.982236703903931	1.0	0.9833936508275418	0.9792647338818511	0.9821193057491248	0.9821309453387538	0.9832643087670562	0.9806095326736164	0.9830943217217909	0.9861400499038782	0.9832528394940337	0.9835679088222211	0.9813163653814465	0.9829681186250601	0.9836109332028701	0.9827117362783191	0.9836499288629855	0.9826503798738294	0.9822014369338452	0.9831361006799959	0.9831415849960786	0.9832040336550358	0.9829923469487925	0.979884904664383	0.9832788247135159	0.9835784453876324	0.9831307068298516
FengQ_2015__SID530705__bin.35	0.9835937985566797	0.981960099791689	0.983037488612452	0.9828285476884517	0.9828384087429952	0.9830335136333195	0.9833170411172268	0.9828062729604031	0.9827565826041685	0.9820644629199899	0.9833936508275418	1.0	0.9790889057767794	0.9819531933685095	0.9825800057025702	0.9827613895273559	0.9805641140336332	0.9837436009571618	0.9836185441079773	0.9818839139976892	0.9825329008277498	0.9806972942149114	0.9826010691675534	0.9833214909444653	0.9828982643414347	0.9833640945290312	0.9821999789053486	0.9826364194006891	0.9828986540300358	0.9839759586445128	0.9837281036653712	0.983237641453246	0.979965990375414	0.9829842913432025	0.9833871903849293	0.9825358557752923
XieH_2016__YSZC12003_37284__bin.33	0.9799177486493819	0.9794134056248057	0.9791571091238042	0.9790068966119112	0.9796598266322413	0.9795398286659699	0.9801033422722218	0.9795009572278595	0.9776268823934223	0.9787448000015079	0.9792647338818511	0.9790889057767794	1.0	0.9808486853661639	0.9783862257760533	0.9790830401189203	0.9796191542675554	0.9797599266696668	0.9792744668684361	0.9803101531259144	0.9797203628926121	0.9804997554773651	0.9794846111450715	0.9799188973794009	0.9796391648406695	0.9794642593559103	0.9787822810237196	0.9782226785606433	0.9792926797407894	0.9785706902754208	0.9795381676069476	0.9790184767522554	0.9781821951753159	0.9800638440603836	0.9791509062322423	0.9778936596879905
FengQ_2015__SID31766__bin.42	0.9821158820387244	0.9813083821269477	0.9815230184222237	0.9816425152649121	0.9826367450916326	0.9823423414090257	0.9821219958882376	0.9816828376409329	0.9811272628775225	0.9814033302637691	0.9821193057491248	0.9819531933685095	0.9808486853661639	1.0	0.9813310272178836	0.9818382421131302	0.9811138620096513	0.9831756046267087	0.9809547645382398	0.982015025640361	0.9818845603189349	0.9820805088771103	0.9817939329633039	0.982285587290259	0.9822986540803494	0.9818198595494279	0.9811240793718424	0.9804100870806368	0.9825467607802988	0.9818032493255449	0.9823511998723099	0.982170045062314	0.9810936315390447	0.9827757771507364	0.982006324046304	0.9808209815621527
XieH_2016__YSZC12003_36588__bin.61	0.9824217004453832	0.9810259497455888	0.9819324877803342	0.981001154095518	0.9822841671383916	0.9819755320283646	0.9824162099873636	0.9823173747739101	0.9814121528547196	0.9811971199658576	0.9821309453387538	0.9825800057025702	0.9783862257760533	0.9813310272178836	1.0	0.9824118635440482	0.9797282317705719	0.9817827519680049	0.9811356725764615	0.9817997356308804	0.981452194269364	0.9804468743624497	0.9814565229378927	0.9827379487635931	0.9816037063743248	0.9824577610417972	0.982039646780314	0.9812173563680193	0.9812965260827455	0.9826135085316097	0.9821868597901336	0.9823282344338075	0.9791542361467307	0.981738185016897	0.98265681308037	0.9817360516151082
LoombaR_2017__SID5639_uuc__bin.12	0.9835106621827772	0.9827586583371364	0.9832493628347687	0.9830599401786166	0.9832040352315452	0.9828716229785338	0.9837709436650253	0.982789891420888	0.9824554304994526	0.981851846692733	0.9832643087670562	0.9827613895273559	0.9790830401189203	0.9818382421131302	0.9824118635440482	1.0	0.9807910694930062	0.9829166343930156	0.9828592000054339	0.9831005809196149	0.9831446817427628	0.9815344053042372	0.9826666174553748	0.9835303110853857	0.9822744504445535	0.9828826170928264	0.9821101038629104	0.9822513654608631	0.9839477253620317	0.9835737074714297	0.9833199932939262	0.983217198667225	0.9802562450692289	0.982517517530047	0.9828327404779867	0.9826771152574154
KarlssonFH_2013__S536__bin.20	0.9812412167015396	0.9798509333078722	0.9817018244281928	0.9802663063367396	0.9807738826050562	0.9804386751962464	0.981927985358122	0.9808827108823547	0.9801952887259163	0.9800507546087869	0.9806095326736164	0.9805641140336332	0.9796191542675554	0.9811138620096513	0.9797282317705719	0.9807910694930062	1.0	0.981160025451364	0.9805170699716839	0.9816021849358335	0.9812459937489525	0.980747639813351	0.9805653893009381	0.981105230032707	0.9805053421738837	0.9808646852182966	0.9797534797859927	0.9795018205440342	0.9811637134951094	0.9801642421245755	0.9804117616518699	0.9804160070467349	0.9798583641262246	0.9812347071576641	0.9808453257827121	0.9800753224182229
ZellerG_2014__CCIS78100604ST-4-0__bin.36	0.9829880480099797	0.982290020128615	0.9828895192819463	0.9825606436462905	0.9901923639584881	0.983348185216523	0.9836597062211022	0.9881627073862167	0.9820076779403274	0.9889659076300391	0.9830943217217909	0.9837436009571618	0.9797599266696668	0.9831756046267087	0.9817827519680049	0.9829166343930156	0.981160025451364	1.0	0.983235335673684	0.9834177718727948	0.9826340428417252	0.9816425450485544	0.9832265151690617	0.9836392047072994	0.9908795182062242	0.982795244918815	0.9826132146929377	0.9815739887412903	0.9841220197288945	0.983246322142071	0.9831214810723921	0.9893103632615854	0.9808981576528788	0.9937887154817107	0.9828257472215718	0.9824819592858867
ZeeviD_2015__PNP_Main_461__bin.10	0.9836648038171392	0.9823246777567276	0.9828518542628375	0.9826452914792296	0.9829509901915372	0.9828478199531266	0.9834796992579133	0.9834739240951785	0.98236361639782	0.9824017583899115	0.9861400499038782	0.9836185441079773	0.9792744668684361	0.9809547645382398	0.9811356725764615	0.9828592000054339	0.9805170699716839	0.983235335673684	1.0	0.9830870546376205	0.9833449648338646	0.9813568540730134	0.9829122482033096	0.9834714322733137	0.9825364059318547	0.9831328878693462	0.9823160430484295	0.9807134853918102	0.9830552622615287	0.9822257414011142	0.9823132144968423	0.9829024650502477	0.9799613543410254	0.9829877415200344	0.9825838745708021	0.9833462130513091
FengQ_2015__SID530295__bin.20	0.9833094278074767	0.9821536385403857	0.9834610748874352	0.9828484820128047	0.9839892980739527	0.9829560043506482	0.9848676512033538	0.9834901312420443	0.9824071695513333	0.9826936772469543	0.9832528394940337	0.9818839139976892	0.9803101531259144	0.982015025640361	0.9817997356308804	0.9831005809196149	0.9816021849358335	0.9834177718727948	0.9830870546376205	1.0	0.9866963021778117	0.9859062512898581	0.9826679789711213	0.9843276625495223	0.982367293728295	0.9831368811635709	0.9821315218856732	0.9816441572554042	0.9840422164924526	0.9824151163421381	0.9836060695191792	0.9833200110092173	0.9812083715088687	0.9829438587037715	0.9830061423663881	0.9823935528261356
FengQ_2015__SID530373__bin.21	0.9833074087860911	0.9822830815197946	0.9831326298870984	0.9856938354610824	0.9829817276141423	0.9826034046942884	0.9880054106028259	0.9830458388753064	0.982120776114923	0.982073394609856	0.9835679088222211	0.9825329008277498	0.9797203628926121	0.9818845603189349	0.981452194269364	0.9831446817427628	0.9812459937489525	0.9826340428417252	0.9833449648338646	0.9866963021778117	1.0	0.9808361547820018	0.9832296098796428	0.9843801083069927	0.9823392961530737	0.9831167595885099	0.9821076753753456	0.9809314170535199	0.9877906840164101	0.9829754644426889	0.9826462398728808	0.982949582424045	0.9796694723804977	0.9827592886261604	0.983171492802738	0.9826751505959097
FengQ_2015__SID530215__bin.26	0.9818751306007467	0.9810420324704724	0.9821195371988712	0.9811820171371857	0.9814562964396164	0.9816229427037247	0.9817016348281256	0.9816711144427263	0.9804967311927785	0.9803041444433881	0.9813163653814465	0.9806972942149114	0.9804997554773651	0.9820805088771103	0.9804468743624497	0.9815344053042372	0.980747639813351	0.9816425450485544	0.9813568540730134	0.9859062512898581	0.9808361547820018	1.0	0.9813577752709521	0.9815803903844483	0.9809073229692874	0.9815510017331173	0.9810443294231999	0.9804734041612897	0.981030421392231	0.9810699633692926	0.9816626721063848	0.9812406499246761	0.9807509771863665	0.9809334002617994	0.9814056194134477	0.9811254062365972
FengQ_2015__SID31549__bin.37	0.9827117341706699	0.9823810204288648	0.9830506501443868	0.9823146602384036	0.9832409096633966	0.9830164841017934	0.9834390683053722	0.9831648599229591	0.9818476618345873	0.981524999760401	0.9829681186250601	0.9826010691675534	0.9794846111450715	0.9817939329633039	0.9814565229378927	0.9826666174553748	0.9805653893009381	0.9832265151690617	0.9829122482033096	0.9826679789711213	0.9832296098796428	0.9813577752709521	1.0	0.9827981228448673	0.9822909274483403	0.9829491902518905	0.9821138695495953	0.9815460531776312	0.9827138886965257	0.982612405770941	0.9829332765734414	0.9829788261898762	0.9803088981452253	0.9829608483207132	0.9828770600383907	0.9821691374897585
FengQ_2015__SID530398__bin.32	0.9836220061156311	0.9825685802058016	0.9835561736381858	0.9827919246279486	0.9835033649653921	0.9839270698372713	0.9844507030873514	0.9834251835553869	0.9821952638356003	0.9818370320335847	0.9836109332028701	0.9833214909444653	0.9799188973794009	0.982285587290259	0.9827379487635931	0.9835303110853857	0.981105230032707	0.9836392047072994	0.9834714322733137	0.9843276625495223	0.9843801083069927	0.9815803903844483	0.9827981228448673	1.0	0.9822765956599483	0.9838318391363278	0.9830645168086525	0.9821928352322025	0.9841247292536899	0.9833467624919546	0.9843003619409451	0.9827689095054434	0.9809666574706357	0.9825229532323283	0.9829808177082083	0.9830919646376162
FengQ_2015__SID31884__bin.20	0.9826310710839499	0.9823729486635289	0.9830942533255937	0.9824277148688625	0.9903182517267978	0.9826670844983434	0.9827369724518383	0.9882150064630912	0.9808748273195652	0.9889416986147107	0.9827117362783191	0.9828982643414347	0.9796391648406695	0.9822986540803494	0.9816037063743248	0.9822744504445535	0.9805053421738837	0.9908795182062242	0.9825364059318547	0.982367293728295	0.9823392961530737	0.9809073229692874	0.9822909274483403	0.9822765956599483	1.0	0.9825141535999051	0.9818259642221664	0.980681974890039	0.9836207741989716	0.9825964897038281	0.982825991651259	0.9895577556354942	0.9804832161600159	0.9911003716698328	0.9825790162388578	0.9819732239837554
XieH_2016__YSZC12003_36116__bin.66	0.9948367867271106	0.9829334335861888	0.9825660954441292	0.9819944086273039	0.983064649478249	0.9835747907063449	0.9830921138623842	0.9828477087406559	0.9827396297164284	0.9826749411046156	0.9836499288629855	0.9833640945290312	0.9794642593559103	0.9818198595494279	0.9824577610417972	0.9828826170928264	0.9808646852182966	0.982795244918815	0.9831328878693462	0.9831368811635709	0.9831167595885099	0.9815510017331173	0.9829491902518905	0.9838318391363278	0.9825141535999051	1.0	0.9828924004765003	0.9816315210063237	0.9824807704817989	0.9827825821566324	0.9828140159535064	0.9831558480294825	0.9803277640851015	0.9828741701370862	0.9832817679298429	0.982368494431244
XieH_2016__YSZC12003_36695__bin.14	0.9829786965081994	0.9817441791833998	0.9822918560087694	0.9813321085068744	0.9829455375803732	0.997125728833046	0.9821354544165907	0.9824838004439413	0.9811946295211598	0.9820063079541947	0.9826503798738294	0.9821999789053486	0.9787822810237196	0.9811240793718424	0.982039646780314	0.9821101038629104	0.9797534797859927	0.9826132146929377	0.9823160430484295	0.9821315218856732	0.9821076753753456	0.9810443294231999	0.9821138695495953	0.9830645168086525	0.9818259642221664	0.9828924004765003	1.0	0.9813634980317673	0.9822607233389952	0.9824067084441139	0.9823835426260081	0.9822267240982693	0.9790572807914301	0.9822664724445124	0.9825052035035645	0.9819998297826872
XieH_2016__YSZC12003_37269__bin.15	0.982381321872538	0.9815974998509942	0.9820816752961421	0.9805949515623997	0.9816435784239103	0.9817319917426552	0.9818677938979664	0.9818070427345893	0.9815474208785036	0.9806245512005622	0.9822014369338452	0.9826364194006891	0.9782226785606433	0.9804100870806368	0.9812173563680193	0.9822513654608631	0.9795018205440342	0.9815739887412903	0.9807134853918102	0.9816441572554042	0.9809314170535199	0.9804734041612897	0.9815460531776312	0.9821928352322025	0.980681974890039	0.9816315210063237	0.9813634980317673	1.0	0.9808557048897868	0.982511898012422	0.9824634169033949	0.981479246221598	0.9790631262964367	0.981636934612841	0.9816503646574408	0.9817899945722403
NielsenHB_2014__V1_UC5_3__bin.38	0.983084023109062	0.982054431483584	0.9832816953857156	0.990922324602998	0.983642812525304	0.9827344490377835	0.9882576959695335	0.983554898764454	0.9822362356465422	0.982873891993588	0.9831361006799959	0.9828986540300358	0.9792926797407894	0.9825467607802988	0.9812965260827455	0.9839477253620317	0.9811637134951094	0.9841220197288945	0.9830552622615287	0.9840422164924526	0.9877906840164101	0.981030421392231	0.9827138886965257	0.9841247292536899	0.9836207741989716	0.9824807704817989	0.9822607233389952	0.9808557048897868	1.0	0.9825155512302897	0.982663800645808	0.9829359694093802	0.9805177535760681	0.9835200975957489	0.9823226714859088	0.9824666338208943
QinN_2014__LD-35__bin.71	0.9832744584441573	0.9832964840697296	0.9829752187023345	0.9818045599579385	0.983197479270654	0.9830037589769918	0.9829042189755252	0.9825503521201748	0.9826521864789532	0.9817887723290905	0.9831415849960786	0.9839759586445128	0.9785706902754208	0.9818032493255449	0.9826135085316097	0.9835737074714297	0.9801642421245755	0.983246322142071	0.9822257414011142	0.9824151163421381	0.9829754644426889	0.9810699633692926	0.982612405770941	0.9833467624919546	0.9825964897038281	0.9827825821566324	0.9824067084441139	0.982511898012422	0.9825155512302897	1.0	0.9831434640804887	0.9828724836028943	0.980052069643989	0.9832931606089622	0.9831929597544846	0.9829083404046712
YuJ_2015__SZAXPI003415-12__bin.22	0.9836979668089888	0.9826459868794039	0.9832550942358257	0.9821394636197354	0.983512046214185	0.983093191076718	0.9829114450194318	0.9828515544656501	0.9820073178822702	0.9827692081998369	0.9832040336550358	0.9837281036653712	0.9795381676069476	0.9823511998723099	0.9821868597901336	0.9833199932939262	0.9804117616518699	0.9831214810723921	0.9823132144968423	0.9836060695191792	0.9826462398728808	0.9816626721063848	0.9829332765734414	0.9843003619409451	0.982825991651259	0.9828140159535064	0.9823835426260081	0.9824634169033949	0.982663800645808	0.9831434640804887	1.0	0.9830225195220792	0.9799400019229266	0.9829549827326511	0.9834369557728743	0.982622237663685
YuJ_2015__SZAXPI015223-158__bin.39	0.9836585330189309	0.9822985270295231	0.9831381271710874	0.9823931868536214	0.9920343806323156	0.9828892545734855	0.9832953361017819	0.989451562677919	0.9819998069684394	0.990931992937801	0.9829923469487925	0.983237641453246	0.9790184767522554	0.982170045062314	0.9823282344338075	0.983217198667225	0.9804160070467349	0.9893103632615854	0.9829024650502477	0.9833200110092173	0.982949582424045	0.9812406499246761	0.9829788261898762	0.9827689095054434	0.9895577556354942	0.9831558480294825	0.9822267240982693	0.981479246221598	0.9829359694093802	0.9828724836028943	0.9830225195220792	1.0	0.9804307619308701	0.9889930691980072	0.9826957259715523	0.9827445230960008
LiSS_2016__FAT_015-22-42-0__bin.16	0.980386634376106	0.979959591291205	0.9801353090334526	0.9801475540920066	0.9804337499000522	0.9800901996459511	0.9807430900198058	0.9805926756357208	0.9799046295202438	0.9791233378793045	0.979884904664383	0.979965990375414	0.9781821951753159	0.9810936315390447	0.9791542361467307	0.9802562450692289	0.9798583641262246	0.9808981576528788	0.9799613543410254	0.9812083715088687	0.9796694723804977	0.9807509771863665	0.9803088981452253	0.9809666574706357	0.9804832161600159	0.9803277640851015	0.9790572807914301	0.9790631262964367	0.9805177535760681	0.980052069643989	0.9799400019229266	0.9804307619308701	1.0	0.9805439768552885	0.9802107352383176	0.9791928587820916
FengQ_2015__SID31723__bin.18	0.983290099522903	0.982623449567049	0.9829430661063521	0.9825790505530466	0.9899918213122719	0.9827720069585452	0.9834248841905497	0.9880151368171154	0.9817141997884925	0.9891606819760811	0.9832788247135159	0.9829842913432025	0.9800638440603836	0.9827757771507364	0.981738185016897	0.982517517530047	0.9812347071576641	0.9937887154817107	0.9829877415200344	0.9829438587037715	0.9827592886261604	0.9809334002617994	0.9829608483207132	0.9825229532323283	0.9911003716698328	0.9828741701370862	0.9822664724445124	0.981636934612841	0.9835200975957489	0.9832931606089622	0.9829549827326511	0.9889930691980072	0.9805439768552885	1.0	0.9828889047471792	0.9823715233891145
YuJ_2015__SZAXPI017592-142__bin.63	0.9836379524685736	0.9829940907114956	0.9829162380291869	0.9819104607745216	0.9831426373871507	0.9826040879100996	0.9832004988263099	0.9827620978501637	0.9819422715894869	0.9819170199001612	0.9835784453876324	0.9833871903849293	0.9791509062322423	0.982006324046304	0.98265681308037	0.9828327404779867	0.9808453257827121	0.9828257472215718	0.9825838745708021	0.9830061423663881	0.983171492802738	0.9814056194134477	0.9828770600383907	0.9829808177082083	0.9825790162388578	0.9832817679298429	0.9825052035035645	0.9816503646574408	0.9823226714859088	0.9831929597544846	0.9834369557728743	0.9826957259715523	0.9802107352383176	0.9828889047471792	1.0	0.9824939834635548
XieH_2016__YSZC12003_37393__bin.23	0.9827374866275358	0.9818540617124099	0.982792729879258	0.981988011326316	0.9827850063861778	0.9829492486717298	0.9829322468962313	0.981874401110397	0.9815791440361469	0.9813538427186983	0.9831307068298516	0.9825358557752923	0.9778936596879905	0.9808209815621527	0.9817360516151082	0.9826771152574154	0.9800753224182229	0.9824819592858867	0.9833462130513091	0.9823935528261356	0.9826751505959097	0.9811254062365972	0.9821691374897585	0.9830919646376162	0.9819732239837554	0.982368494431244	0.9819998297826872	0.9817899945722403	0.9824666338208943	0.9829083404046712	0.982622237663685	0.9827445230960008	0.9791928587820916	0.9823715233891145	0.9824939834635548	1.0
