	FengQ_2015__SID31749__bin.26	CM_cf__CF_FIFC001SS_t6M17__bin.13	ZellerG_2014__CCIS76845094ST-20-0__bin.95	HeQ_2017__SZAXPI029570-85__bin.62	LiSS_2016__FAT_023-22-42-0__bin.80	XieH_2016__YSZC12003_35999__bin.80	YuJ_2015__SZAXPI015221-142__bin.17	XieH_2016__YSZC12003_37223__bin.31	FengQ_2015__SID31871__bin.16	LiSS_2016__FAT_023-22-14-0__bin.38	FengQ_2015__SID530163__bin.12	FengQ_2015__SID530705__bin.35	XieH_2016__YSZC12003_37284__bin.33	FengQ_2015__SID31766__bin.42	XieH_2016__YSZC12003_36588__bin.61	LoombaR_2017__SID5639_uuc__bin.12	KarlssonFH_2013__S536__bin.20	ZellerG_2014__CCIS78100604ST-4-0__bin.36	ZeeviD_2015__PNP_Main_461__bin.10	FengQ_2015__SID530295__bin.20	FengQ_2015__SID530373__bin.21	FengQ_2015__SID530215__bin.26	FengQ_2015__SID31549__bin.37	FengQ_2015__SID530398__bin.32	FengQ_2015__SID31884__bin.20	XieH_2016__YSZC12003_36116__bin.66	XieH_2016__YSZC12003_36695__bin.14	XieH_2016__YSZC12003_37269__bin.15	NielsenHB_2014__V1_UC5_3__bin.38	QinN_2014__LD-35__bin.71	YuJ_2015__SZAXPI003415-12__bin.22	YuJ_2015__SZAXPI015223-158__bin.39	LiSS_2016__FAT_015-22-42-0__bin.16	FengQ_2015__SID31723__bin.18	YuJ_2015__SZAXPI017592-142__bin.63	XieH_2016__YSZC12003_37393__bin.23
FengQ_2015__SID530163__bin.12	28745.0	23277.0	26423.0	25425.0	27381.0	29112.0	26775.0	31010.0	17993.0	18857.0	0.0	23333.0	34632.0	26288.0	22716.0	26218.0	24417.0	26087.0	25457.0	25889.0	25747.0	32314.0	28704.0	21674.0	27306.0	29293.0	26113.0	20460.0	24924.0	27299.0	27149.0	25988.0	31018.0	29306.0	26708.0	29473.0
FengQ_2015__SID530705__bin.35	23757.0	21910.0	23200.0	20170.0	22399.0	24802.0	24678.0	26041.0	13712.0	14005.0	23333.0	0.0	27984.0	24561.0	17962.0	24045.0	20161.0	20965.0	24689.0	23707.0	22923.0	27994.0	23528.0	20351.0	22346.0	24760.0	22108.0	16333.0	22696.0	21190.0	20948.0	21108.0	26190.0	24071.0	21983.0	26013.0
XieH_2016__YSZC12003_37284__bin.33	35310.0	27490.0	31485.0	28866.0	32670.0	35591.0	31941.0	37669.0	22985.0	22553.0	34632.0	27984.0	0.0	28456.0	26560.0	32589.0	25808.0	30538.0	37150.0	30282.0	31203.0	33574.0	35474.0	25701.0	30729.0	36868.0	31667.0	24879.0	29168.0	37111.0	34111.0	32895.0	34303.0	33968.0	35883.0	38043.0
FengQ_2015__SID31766__bin.42	28023.0	24022.0	26657.0	22257.0	24551.0	27271.0	28036.0	29479.0	16722.0	15974.0	26288.0	24561.0	28456.0	0.0	19796.0	26634.0	20993.0	22752.0	30667.0	24978.0	24433.0	27540.0	27179.0	22637.0	24085.0	28371.0	24809.0	19709.0	23730.0	26211.0	25100.0	24417.0	26334.0	26120.0	26518.0	29577.0
XieH_2016__YSZC12003_36588__bin.61	22619.0	19100.0	21258.0	19985.0	21344.0	23489.0	21485.0	23952.0	14344.0	15332.0	22716.0	17962.0	26560.0	19796.0	0.0	20663.0	19385.0	20698.0	25331.0	21025.0	21638.0	24727.0	22867.0	16485.0	21303.0	23167.0	20158.0	16643.0	20605.0	21298.0	21094.0	20082.0	23897.0	22961.0	20877.0	23940.0
LoombaR_2017__SID5639_uuc__bin.12	27174.0	23688.0	26079.0	22388.0	24954.0	28146.0	26201.0	30450.0	15610.0	16937.0	26218.0	24045.0	32589.0	26634.0	20663.0	0.0	22294.0	24702.0	30282.0	25341.0	24533.0	30368.0	26769.0	20942.0	25997.0	29416.0	25730.0	18828.0	23409.0	25125.0	24674.0	23447.0	28655.0	27934.0	25873.0	28861.0
KarlssonFH_2013__S536__bin.20	24027.0	20259.0	21390.0	21030.0	23129.0	25181.0	21812.0	25762.0	15652.0	16351.0	24417.0	20161.0	25808.0	20993.0	19385.0	22294.0	0.0	20845.0	26084.0	21785.0	21709.0	24710.0	24424.0	18313.0	22563.0	24850.0	22418.0	18775.0	20265.0	24391.0	23392.0	22589.0	23504.0	23690.0	23623.0	25405.0
ZellerG_2014__CCIS78100604ST-4-0__bin.36	26947.0	22128.0	24561.0	22391.0	14548.0	26647.0	24530.0	20143.0	16174.0	10643.0	26087.0	20965.0	30538.0	22752.0	20698.0	24702.0	20845.0	0.0	27765.0	23052.0	24587.0	28511.0	25347.0	20103.0	13127.0	27627.0	23620.0	18834.0	21424.0	24463.0	24633.0	15397.0	26666.0	9978.0	25232.0	27366.0
ZeeviD_2015__PNP_Main_461__bin.10	31346.0	26711.0	30294.0	26334.0	29372.0	32948.0	30441.0	34939.0	18309.0	19632.0	25457.0	24689.0	37150.0	30667.0	25331.0	30282.0	26084.0	27765.0	0.0	28787.0	27898.0	35442.0	31050.0	23664.0	29796.0	33742.0	29393.0	23014.0	27908.0	31202.0	30607.0	27832.0	33341.0	31861.0	30733.0	32067.0
FengQ_2015__SID530295__bin.20	26985.0	23381.0	24919.0	22361.0	23530.0	27282.0	23303.0	28210.0	16368.0	16476.0	25889.0	23707.0	30282.0	24978.0	21025.0	25341.0	21785.0	23052.0	28787.0	0.0	19369.0	23219.0	26714.0	19368.0	25915.0	27886.0	25447.0	18919.0	22689.0	25937.0	23688.0	22787.0	27381.0	26715.0	24947.0	28506.0
FengQ_2015__SID530373__bin.21	26861.0	22580.0	24851.0	19048.0	25118.0	28534.0	18400.0	28744.0	16440.0	17245.0	25747.0	22923.0	31203.0	24433.0	21638.0	24533.0	21709.0	24587.0	27898.0	19369.0	0.0	30480.0	25864.0	19732.0	25589.0	27690.0	24938.0	20037.0	17151.0	25386.0	25796.0	23658.0	29383.0	27147.0	25077.0	28099.0
FengQ_2015__SID530215__bin.26	32440.0	27176.0	29862.0	27094.0	29711.0	32814.0	31378.0	35014.0	19579.0	20303.0	32314.0	27994.0	33574.0	27540.0	24727.0	30368.0	24710.0	28511.0	35442.0	23219.0	30480.0	0.0	32093.0	25227.0	30739.0	34032.0	29331.0	22092.0	29023.0	31012.0	29548.0	28678.0	30764.0	33312.0	30584.0	33534.0
FengQ_2015__SID31549__bin.37	29924.0	23796.0	26207.0	24768.0	26879.0	29654.0	26637.0	30816.0	18271.0	19277.0	28704.0	23528.0	35474.0	27179.0	22867.0	26769.0	24424.0	25347.0	31050.0	26714.0	25864.0	32093.0	0.0	22389.0	26976.0	29904.0	26433.0	21122.0	24712.0	28975.0	27743.0	26073.0	30690.0	28954.0	28670.0	30229.0
FengQ_2015__SID530398__bin.32	22576.0	19996.0	21059.0	19198.0	20659.0	22268.0	21554.0	23805.0	13620.0	13875.0	21674.0	20351.0	25701.0	22637.0	16485.0	20942.0	18313.0	20103.0	23664.0	19368.0	19732.0	25227.0	22389.0	0.0	22252.0	22653.0	20096.0	15639.0	19892.0	20544.0	19207.0	20761.0	23388.0	23703.0	21267.0	23509.0
FengQ_2015__SID31884__bin.20	28404.0	22549.0	25105.0	23220.0	14422.0	28485.0	26934.0	20468.0	17610.0	10684.0	27306.0	22346.0	30729.0	24085.0	21303.0	25997.0	22563.0	13127.0	29796.0	25915.0	25589.0	30739.0	26976.0	22252.0	0.0	29496.0	25688.0	20032.0	23382.0	25640.0	25228.0	14761.0	27594.0	14537.0	25495.0	29243.0
XieH_2016__YSZC12003_36116__bin.66	10172.0	25331.0	29914.0	26786.0	28575.0	31015.0	30528.0	35074.0	17676.0	19062.0	29293.0	24760.0	36868.0	28371.0	23167.0	29416.0	24850.0	27627.0	33742.0	27886.0	27690.0	34032.0	29904.0	22653.0	29496.0	0.0	28162.0	21524.0	28277.0	29448.0	28767.0	26994.0	32629.0	31007.0	28466.0	34082.0
XieH_2016__YSZC12003_36695__bin.14	26930.0	22579.0	25427.0	23817.0	24333.0	4655.0	26718.0	29308.0	16438.0	16733.0	26113.0	22108.0	31667.0	24809.0	20158.0	25730.0	22418.0	23620.0	29393.0	25447.0	24938.0	29331.0	26433.0	20096.0	25688.0	28162.0	0.0	18800.0	24094.0	25357.0	24947.0	23565.0	28926.0	26929.0	25073.0	28975.0
XieH_2016__YSZC12003_37269__bin.15	20731.0	16364.0	18660.0	18753.0	20258.0	21380.0	19603.0	21945.0	14189.0	15272.0	20460.0	16333.0	24879.0	19709.0	16643.0	18828.0	18775.0	18834.0	23014.0	18919.0	20037.0	22092.0	21122.0	15639.0	20032.0	21524.0	18800.0	0.0	18422.0	20574.0	20168.0	20254.0	21489.0	20963.0	21137.0	21237.0
NielsenHB_2014__V1_UC5_3__bin.38	26402.0	23172.0	24827.0	11630.0	22625.0	26909.0	18241.0	26986.0	14896.0	14765.0	24924.0	22696.0	29168.0	23730.0	20605.0	23409.0	20265.0	21424.0	27908.0	22689.0	17151.0	29023.0	24712.0	19892.0	23382.0	28277.0	24094.0	18422.0	0.0	23931.0	23639.0	22344.0	26665.0	24829.0	24356.0	27936.0
QinN_2014__LD-35__bin.71	28134.0	21267.0	25136.0	24675.0	26311.0	28802.0	26342.0	31136.0	17707.0	19365.0	27299.0	21190.0	37111.0	26211.0	21298.0	25125.0	24391.0	24463.0	31202.0	25937.0	25386.0	31012.0	28975.0	20544.0	25640.0	29448.0	25357.0	20574.0	23931.0	0.0	28519.0	26521.0	29675.0	27323.0	29354.0	28380.0
YuJ_2015__SZAXPI003415-12__bin.22	27330.0	21427.0	24716.0	24060.0	25602.0	28105.0	26312.0	30265.0	18170.0	18323.0	27149.0	20948.0	34111.0	25100.0	21094.0	24674.0	23392.0	24633.0	30607.0	23688.0	25796.0	29548.0	27743.0	19207.0	25228.0	28767.0	24947.0	20168.0	23639.0	28519.0	0.0	26431.0	29001.0	27906.0	27695.0	28410.0
YuJ_2015__SZAXPI015223-158__bin.39	25704.0	21658.0	23455.0	22394.0	11818.0	27014.0	25242.0	17879.0	17531.0	9096.0	25988.0	21108.0	32895.0	24417.0	20082.0	23447.0	22589.0	15397.0	27832.0	22787.0	23658.0	28678.0	26073.0	20761.0	14761.0	26994.0	23565.0	20254.0	22344.0	26521.0	26431.0	0.0	27055.0	17509.0	27200.0	26717.0
LiSS_2016__FAT_015-22-42-0__bin.16	31755.0	25670.0	29268.0	25200.0	29120.0	31975.0	29509.0	32649.0	18201.0	19594.0	31018.0	26190.0	34303.0	26334.0	23897.0	28655.0	23504.0	26666.0	33341.0	27381.0	29383.0	30764.0	30690.0	23388.0	27594.0	32629.0	28926.0	21489.0	26665.0	29675.0	29001.0	27055.0	0.0	30666.0	29832.0	33365.0
FengQ_2015__SID31723__bin.18	29767.0	24057.0	27016.0	25085.0	16581.0	30799.0	27809.0	23202.0	18484.0	11670.0	29306.0	24071.0	33968.0	26120.0	22961.0	27934.0	23690.0	9978.0	31861.0	26715.0	27147.0	33312.0	28954.0	23703.0	14537.0	31007.0	26929.0	20963.0	24829.0	27323.0	27906.0	17509.0	30666.0	0.0	28054.0	30698.0
YuJ_2015__SZAXPI017592-142__bin.63	27468.0	22142.0	25458.0	24233.0	26147.0	29612.0	26215.0	30685.0	18468.0	18728.0	26708.0	21983.0	35883.0	26518.0	20877.0	25873.0	23623.0	25232.0	30733.0	24947.0	25077.0	30584.0	28670.0	21267.0	25495.0	28466.0	25073.0	21137.0	24356.0	29354.0	27695.0	27200.0	29832.0	28054.0	0.0	29322.0
XieH_2016__YSZC12003_37393__bin.23	32095.0	26179.0	28903.0	26106.0	28291.0	31386.0	30121.0	36186.0	18240.0	19708.0	29473.0	26013.0	38043.0	29577.0	23940.0	28861.0	25405.0	27366.0	32067.0	28506.0	28099.0	33534.0	30229.0	23509.0	29243.0	34082.0	28975.0	21237.0	27936.0	28380.0	28410.0	26717.0	33365.0	30698.0	29322.0	0.0
