	CM_periimplantitis__SP_287SPI_T016__bin.4	HMP_2012__SRS013252__bin.46	HMP_2012__SRS022536__bin.17	HMP_2012__SRS051930__bin.9	CM_periimplantitis__SP_105SPI_T016__bin.1	HMP_2012__SRS049318__bin.30	HMP_2012__SRS016043__bin.21	CM_periimplantitis__SP_163SPI_T016__bin.9	CM_periimplantitis__SP_304SPI_T016__bin.11	HMP_2012__SRS047634__bin.61	CM_periimplantitis__SP_189SPI_T016__bin.33	CM_periimplantitis__SP_344SPT_T016__bin.52	HMP_2012__SRS021960__bin.22	HMP_2012__SRS063603__bin.34	HMP_2012__SRS022149__bin.6	HMP_2012__SRS017691__bin.9	HMP_2012__SRS014476__bin.22	CM_periimplantitis__SP_143SPI_T016__bin.12	HMP_2012__SRS055378__bin.11	HMP_2012__SRS051941__bin.4	HMP_2012__SRS012285__bin.4	HMP_2012__SRS011126__bin.25	HMP_2012__SRS021477__bin.23	CM_periimplantitis__SP_305SPI_T016__bin.12	HMP_2012__SRS020226__bin.63	HMP_2012__SRS024561__bin.27	HMP_2012__SRS024355__bin.23	HMP_2012__SRS017139__bin.25	HMP_2012__SRS019128__bin.27	HMP_2012__SRS058053__bin.33	HMP_2012__SRS065099__bin.13	HMP_2012__SRS019029__bin.3	HMP_2012__SRS019980__bin.47	HMP_2012__SRS011343__bin.38	HMP_2012__SRS023595__bin.38
CM_periimplantitis__SP_189SPI_T016__bin.33	0.821638520237248	0.6437068853027061	0.5994646677420098	0.7566376484856194	0.7361213302820199	0.768129418382665	0.7376488145822665	0.6105134342956959	0.7506417517492601	0.7756144204167521	1.0	0.6986645203666401	0.759257289543257	0.8001528580843176	0.6168733832845189	0.7225187152464425	0.7553316658570525	0.7960298566708738	0.7111629166726062	0.7725112039273782	0.7953039452518046	0.6563774388485422	0.7153648691769459	0.7790805926156606	0.7240977370643572	0.7831652150265856	0.7778546576209185	0.8075808398860911	0.66052017803471	0.7839130573042369	0.6532336502707913	0.6982006827076277	0.8468480421774273	0.7313985198863543	0.8011134296902157
CM_periimplantitis__SP_344SPT_T016__bin.52	0.8598967003525528	0.7401338467488355	0.6697872352351005	0.8633829933917372	0.8014326310302501	0.813379630408098	0.8517680886482487	0.6558981128056812	0.8152923273528274	0.7915272429699629	0.8928048965041785	1.0	0.8407010699892945	0.8320722144686766	0.7280803528890832	0.757661997724381	0.8213036606076911	0.8044495076031455	0.8145034274408255	0.8168673246904654	0.8715270187710537	0.7020536620089344	0.7503278909048108	0.860241406175559	0.7411203219496337	0.900396832069412	0.7678756592849176	0.7994372607377265	0.7644370085139536	0.8849999719751364	0.7275072444272559	0.8243275433965014	0.870878243177347	0.7910354066127468	0.8473079315969128
HMP_2012__SRS021960__bin.22	0.869313015965378	0.709537144311847	0.6774855958312336	0.8312556174959346	0.7816268268226664	0.8269122865351545	0.816920287407977	0.6582744091563235	0.8215480649837125	0.8221922911070818	0.8993318751656025	0.7792642314226487	1.0	0.8800557463411594	0.7070810322165015	0.7827139584058521	0.8211233433257654	0.8216922365556762	0.7856506424077432	0.8116417894939189	0.8529995480026392	0.7411250058447935	0.7938034798601405	0.8361522555707376	0.7671239459889131	0.8475547981857761	0.8101935795593286	0.8226092197070849	0.734081380306423	0.8543243678531165	0.7219242099138088	0.790482338333013	0.8741148385018626	0.7863000639030752	0.8550647083577949
HMP_2012__SRS063603__bin.34	0.8552245048771476	0.698842386247651	0.6480978575670479	0.8133770055204018	0.7148255774959789	0.8227154718803389	0.7924770349088895	0.6626189410632779	0.7712319629680665	0.8051762760517969	0.8898309735149973	0.7241152662828685	0.8262542848049323	1.0	0.6395325157399131	0.8006338645617518	0.7741976394093524	0.8326514635101073	0.7663285974374702	0.8202314739728968	0.8172901863181347	0.734371970455424	0.8085102231695911	0.7986754450038961	0.7340780855778131	0.8269481457815325	0.7715246284063513	0.7785229906993363	0.7148828911443097	0.8218118673396346	0.703756726732183	0.7173461585832066	0.826500611548822	0.7591217110197074	0.8412241219731992
HMP_2012__SRS022149__bin.6	0.8898380065312164	0.7455061692646752	0.713046345897077	0.8967553046024163	0.8312774479996139	0.8629538471437994	0.8569422325177356	0.698859450155237	0.8736129208693274	0.8289143059376156	0.9049788459372939	0.8358605601402763	0.8757508485755192	0.8436658462429419	1.0	0.7961729646252594	0.8719318565706289	0.8386500008043369	0.8438267136399465	0.8281469684539035	0.8945095957402314	0.7479175715457749	0.7803629168476425	0.9088316200955552	0.7883499831089233	0.8948860254492222	0.8262551678651288	0.8521982529800686	0.8187973553399932	0.8830349243118897	0.762215465791548	0.84671267474221	0.907232598169329	0.8607740939143864	0.8768077473738397
HMP_2012__SRS017691__bin.9	0.8437393785413001	0.6995453852895482	0.6291211259755464	0.8111519293452428	0.7138492752339813	0.7757138596932165	0.7877896036348341	0.7029781105165627	0.7733633023962662	0.7709450282131988	0.8580588954594526	0.7041345065717936	0.7847657842201424	0.8550025198495123	0.6445149973369032	1.0	0.7748218199434043	0.8313211434256671	0.7768754647396872	0.8017757451136407	0.814140588069066	0.7069603843193737	0.7676295052890795	0.798797504372297	0.7484916714741315	0.8191920073238417	0.7686335383505469	0.7897690203059501	0.7274629738391437	0.7956981545846286	0.6724742578164169	0.7325091841026796	0.8276240618932339	0.762950528907948	0.8318120908500162
HMP_2012__SRS014476__bin.22	0.8409200456961258	0.699173497259118	0.6438763775572814	0.8307788456794263	0.7381543673831883	0.7937487902292271	0.7948342629855055	0.6839667577131189	0.8974114384538212	0.7851636875204792	0.871452446045805	0.7415183208318415	0.7998036534128503	0.8031992348555677	0.6857189485842677	0.7527310772874314	1.0	0.7851194083287895	0.7737712840586054	0.7721582563613384	0.871929396196291	0.6951934304860969	0.7521503873164153	0.8878623144860008	0.7782649894552268	0.8538596906276132	0.7962233644847989	0.8246468101902866	0.7337479552501838	0.8252388862391659	0.7195178881608828	0.786875394559226	0.8752920845251816	0.7976693963734077	0.8297250009172118
CM_periimplantitis__SP_143SPI_T016__bin.12	0.7935379515546059	0.6499379191339455	0.6005833369552066	0.7598885950929686	0.6691518590781961	0.7547447519055948	0.7497947278837649	0.6481312895787547	0.7270262619096004	0.7553649732353352	0.8527397220045835	0.6743697059469593	0.7431308725738833	0.8020765667930211	0.6123863368060246	0.7498734302115918	0.7289820734891796	1.0	0.7306324730503261	0.7513229626375382	0.7762398846952164	0.6812684935787123	0.7519737251691219	0.7618338347180635	0.7373550614406755	0.7707765335500976	0.7784494231824167	0.7812392445046393	0.6813389732752737	0.7621439453829338	0.6400484430447699	0.696710595095318	0.8091210124643343	0.7099560794024261	0.7904063037040604
HMP_2012__SRS055378__bin.11	0.8693502625344564	0.7187349915448165	0.6841070801567538	0.9628308250294956	0.7512602057495248	0.8049872802291308	0.8216191710018821	0.7264960024538194	0.8059935614147667	0.7978437600476773	0.8724915280003122	0.7819827237125856	0.8137491911409588	0.8454201425744385	0.7056721702713865	0.8025563308943122	0.8228084124030882	0.8367658553188283	1.0	0.8224142407621907	0.8646955394030384	0.7732261939835685	0.8148563695042988	0.8499551343883143	0.7734051183120306	0.8625444115743861	0.8196980887383951	0.8127805782349989	0.8404869432325572	0.8543004395081061	0.729482558913862	0.7965495855816588	0.8813032148531408	0.8013791971544305	0.8459555702641219
HMP_2012__SRS051941__bin.4	0.8810508239929714	0.7160392428316605	0.6756795612470381	0.8606134021990894	0.7897832858550092	0.8310934213679082	0.8185684619685312	0.718681611245707	0.8084116503820452	0.821945635100237	0.9378038390884161	0.776016346742632	0.8318415377652352	0.8953835094912276	0.6852866004632464	0.8195814807912463	0.8124703815127393	0.851425680892415	0.8137775884561114	1.0	0.8683727802774154	0.7531229200500519	0.8209752136524586	0.8452157823274141	0.7730891083836958	0.8556761002103246	0.8072495407470515	0.8021351934187055	0.7694989483773063	0.8551822368946513	0.7167114826548814	0.7707861878011768	0.8711243044647373	0.7909666941774713	0.840267830994915
HMP_2012__SRS012285__bin.4	0.8801785607796699	0.6965744613785642	0.6406987626585013	0.8356272081257812	0.7467971146953624	0.804156357515873	0.8006793390622395	0.693046328197926	0.8337943800574675	0.7980177222060629	0.8826819653855936	0.7569446050231172	0.7992615138965121	0.8156669072304216	0.6767273430930009	0.7608560986562912	0.8387768489231222	0.8042293785544512	0.7822439608558552	0.7939078547514181	1.0	0.691543311820524	0.7556801240384042	0.8770970729516686	0.7527227719759858	0.8565379995399675	0.7891760914515488	0.8213455099971887	0.7315357176325119	0.8264180381437565	0.7042075939446086	0.7747787766785407	0.8838685572624899	0.7786683640001412	0.8433479659381196
HMP_2012__SRS011126__bin.25	0.7849000952854147	0.6576051071927967	0.6525812067640783	0.7749471844675548	0.6508863652238548	0.7344304554853691	0.7257018897614965	0.6707341985020553	0.7155776497055114	0.7394925755133617	0.7888894306993001	0.6603055195690938	0.7520088353170183	0.7936774239462923	0.61273661556223	0.7154669446593381	0.7242060537209416	0.7643524479653335	0.7574900530198097	0.7456261622382452	0.7488774640109757	1.0	0.9148164207213488	0.7461111557738612	0.7064761134094123	0.7483002162702153	0.7529037011069186	0.7427386056172267	0.683674827649376	0.7583783292236281	0.7636104605725296	0.6787787651906433	0.7734170825793748	0.7193640258680791	0.770910404033881
HMP_2012__SRS021477__bin.23	0.8260182488837119	0.6776017601760176	0.678810586941047	0.8095541318837766	0.6819789037727302	0.763700252378179	0.7561573804439268	0.7077667766776677	0.75526564421148	0.813219439591018	0.8443434931728467	0.6930343622597553	0.7909946288746522	0.8581091050281499	0.6278353717724714	0.7629133501585452	0.7694674173299683	0.8285277939558662	0.7839358053452404	0.7982048793114606	0.803634245777519	0.8983860739015078	1.0	0.7819219569015725	0.7368976897689768	0.7901210121012101	0.7992674561573805	0.7802226104963438	0.7099928816411053	0.791670225846114	0.7772600789490713	0.7002135507668414	0.8194874781595807	0.7575694039992235	0.8082262343881447
CM_periimplantitis__SP_305SPI_T016__bin.12	0.8258068287980223	0.6740541707879594	0.6250496643110173	0.8057000907976953	0.720909838246471	0.7756569111841045	0.7731871184200008	0.6688544814807302	0.8323499899179957	0.7598394992644313	0.8477092373828787	0.7324820701397282	0.7681019702264693	0.7814483962454377	0.6740708747003735	0.7318687979268058	0.83734445972985	0.7738159014087364	0.753821318248905	0.7575737328591013	0.8598863895328512	0.6754692307967647	0.720835863777208	1.0	0.7501953761184165	0.8248904998884418	0.7574401015597875	0.7886859628672027	0.7059801199579538	0.8069779400973838	0.6952812640566406	0.7699286623626252	0.8492328728223766	0.7495534686270696	0.8134411610650892
HMP_2012__SRS020226__bin.63	0.828965436841613	0.6946304221403755	0.631963431942556	0.8179432365496216	0.7176210157884106	0.784384561057242	0.7831821638540694	0.7215847242687676	0.8136094554238688	0.759372801422814	0.8951501505368764	0.7169676274547814	0.8006325124408121	0.8160305167596819	0.6643169990768517	0.779143898613651	0.8339119389773253	0.8509190137360664	0.7793160569505201	0.7872651631505246	0.8384219451723143	0.7266640729951348	0.7718170024657954	0.8523315254448667	1.0	0.8213403136535117	0.858016817293915	0.8778014702593084	0.7245195494602769	0.7976515976158104	0.6829358554303755	0.7615322363096844	0.8905669431592818	0.787271941037803	0.8116411569582469
HMP_2012__SRS024561__bin.27	0.8267533559120912	0.7638224259568602	0.6237693811795811	0.8103808134709719	0.7160609367476936	0.7808612654228337	0.7873017442620172	0.6456865508063253	0.7784715428778617	0.7576750707204837	0.8407738463114103	0.7564354757254809	0.7681792550893438	0.7983062400011302	0.6548640271415975	0.7405314601675631	0.7945227088387949	0.7724442623703458	0.7547709103665693	0.7567074096702536	0.8285168063418292	0.668404218625474	0.7186672646859045	0.8138747526401725	0.7132639018871745	1.0	0.7472309237160538	0.7799983754595508	0.7079511837367021	0.8186177044301689	0.688489660035481	0.7351492870268673	0.8365900660528729	0.7492816117324782	0.8508542375195857
HMP_2012__SRS024355__bin.23	0.8143345975220565	0.6805977925962294	0.6341676644906589	0.8152226191251547	0.6939243791363771	0.762777992094228	0.747567647456676	0.6689107269001658	0.7621818026963793	0.766209838628063	0.888485027630122	0.6863642967720602	0.7812849134022375	0.7924409196346711	0.6433146627521906	0.7392698433374583	0.7882801188370799	0.8300321641675142	0.7631562467121908	0.7595427878617843	0.8121840571941022	0.7155312348134528	0.7734856037795402	0.7951250244237253	0.7927728317994399	0.7950248245249272	1.0	0.9764304788052164	0.7109458369447047	0.7810632211261467	0.682947480223045	0.7049376005130235	0.8786504075630883	0.8178516139698699	0.7992194427883628
HMP_2012__SRS017139__bin.25	0.8256260958265118	0.6648492130619496	0.6117945720816378	0.7829110960261655	0.6938038384329727	0.7619256780057864	0.7552995954895206	0.6309032454010075	0.7766080894835745	0.7769456857257291	0.8911560674756877	0.6903419644229222	0.7663555699144877	0.7725109537275344	0.6410117723076699	0.7338374286540558	0.7887325136641776	0.8047568399539707	0.731053167173061	0.7291352817113589	0.8166247393914313	0.6819323089283921	0.7294486775060471	0.7998477791854371	0.7835475677945285	0.8017438842444197	0.9433165019221206	1.0	0.6790451955456657	0.7839021043499095	0.684910173989117	0.7060262744258141	0.8812544543948617	0.8141224131234186	0.8073716983027016
HMP_2012__SRS019128__bin.27	0.9054490556495457	0.7686190868970998	0.7142609863148959	0.9828966302011524	0.7972626781381515	0.8405516788787005	0.8651102093405502	0.7588203596780118	0.846185570734468	0.832118150674622	0.9066697573046426	0.8211393616829126	0.8506996080509113	0.8823957060201213	0.766120486715274	0.8408256217902019	0.8729792947324692	0.8730500382315931	0.9403767768659727	0.8700893475342127	0.9047476413816355	0.7808185775439062	0.8257060803284907	0.8906170037268277	0.804478515048798	0.905191669727201	0.8543737544628611	0.8446834002637077	1.0	0.8855896997465276	0.7599913903656386	0.8274821937107524	0.9032349346450482	0.8496760850848621	0.8734519215138506
HMP_2012__SRS058053__bin.33	0.8772240357633385	0.722973866124157	0.6632860525749277	0.8412215028206055	0.7589902471633433	0.8346398802517332	0.8422638868081774	0.6603603274697136	0.8167003007554766	0.8294430673281861	0.8999940830860609	0.7951098594669993	0.8280632933542985	0.8484174773048583	0.6910464502922578	0.7692227315244362	0.8211933785956268	0.8168110855271026	0.799448090410445	0.8087666004056233	0.8548706902520731	0.7244279162517483	0.7700599119009282	0.851469094196011	0.7407749646558811	0.8754414080744474	0.7850662127848145	0.8155786049427634	0.7406981706664585	1.0	0.7401253630404377	0.7926461572161801	0.8837880334821794	0.7906016746125366	0.8543557928475841
HMP_2012__SRS065099__bin.13	0.8783056747538905	0.7281979559849957	0.7343778433939337	0.8346825084678106	0.7461403220409625	0.830306250036689	0.834256916601605	0.6620110829992193	0.8087859771882759	0.8397631948154105	0.8742552142341401	0.761937118067989	0.8156996436768789	0.8469498271216488	0.6953525368210343	0.75783969568714	0.8346516897464646	0.7996416222974917	0.7957790092221355	0.7901450534484682	0.8491790479656709	0.8503134704228329	0.881342052585544	0.8551960364189233	0.7393513979959025	0.8583043246003839	0.800212502421471	0.8306834124836368	0.740995063134352	0.8627862472189773	1.0	0.7808788912304595	0.8626805830315055	0.8057818856361277	0.8507243867074452
HMP_2012__SRS019029__bin.3	0.8656698365031699	0.7034256478700923	0.6743243243243243	0.8564828717606495	0.8040179067956845	0.8459515070626181	0.8360304749193638	0.6940134579023468	0.8651804582360137	0.7975114002891781	0.885231064397731	0.8178775998220442	0.8461308530752976	0.8178442331220109	0.7317623178734289	0.7820264709153598	0.864721666110555	0.8245968190412635	0.8231842954065176	0.8050133466800133	0.885080914247581	0.7160479924368813	0.7521688355021688	0.897144366588811	0.7810268601935269	0.8682126571015459	0.7824838727616505	0.8112028695362029	0.7643143143143143	0.8753545211878545	0.7397592036480926	1.0	0.8924104660215771	0.8031336892448003	0.8493034701368035
HMP_2012__SRS019980__bin.47	0.8105920470086722	0.6522847557527268	0.597072547557302	0.7863543269653226	0.6935919591377838	0.7375476812224417	0.7529126946396505	0.6246763985553124	0.7748162033918163	0.760394112199859	0.8700220578460818	0.7001552385694619	0.7581624169451122	0.763542819033285	0.635332433595519	0.715961859528246	0.7794204126326794	0.7759810559377063	0.7380028073622286	0.7372209817656641	0.8181658416566592	0.6611135269346804	0.7133054549796883	0.8018387546667327	0.7401038228342642	0.8005927905315738	0.7902949983439718	0.8204617502529105	0.6760245407619533	0.7908627794688543	0.6622243050877245	0.7231244634806335	1.0	0.7473802083215985	0.7829127171706475
HMP_2012__SRS011343__bin.38	0.8523586379256483	0.7164011246485473	0.6721981827487421	0.8250267536075827	0.7682014264159471	0.8161292681143526	0.8101391187594302	0.6762474492678485	0.817372230752358	0.8034630135529456	0.8866963116579261	0.7504622890453116	0.8047817503838561	0.8275565481531703	0.7113242537239027	0.7788417183459956	0.8381808876215544	0.8034616841811402	0.791893490730955	0.789899433022925	0.8505546803857837	0.725616330003257	0.7781291750583262	0.835139284930906	0.7720526165360558	0.8461358485047891	0.8680478839724288	0.8944226205906399	0.7504317134937885	0.8348468231337282	0.729908871562743	0.76794884577293	0.8819371605947609	1.0	0.8403357993180323
HMP_2012__SRS023595__bin.38	0.8150630320757822	0.6748279626466287	0.6166690230781533	0.765812486817616	0.7007199030240099	0.7791003298203487	0.76248415216701	0.6307982208706979	0.7543070180114823	0.7796032884688038	0.8466636690022181	0.700761623096232	0.7629303251616073	0.7994550895011439	0.6316534823512505	0.740242718109061	0.7600551168509689	0.7797945054664883	0.7287395670847172	0.731522064123751	0.803068511311934	0.6778885935004763	0.7236995505821109	0.790093568850867	0.6938766522886937	0.837618525566292	0.7394882801363782	0.7732548841456772	0.6725009097293526	0.7864731936947064	0.6717939862833674	0.7079513822091705	0.8053886108838397	0.7325697014928833	1.0
