	CM_periimplantitis__SP_287SPI_T016__bin.4	HMP_2012__SRS013252__bin.46	HMP_2012__SRS022536__bin.17	HMP_2012__SRS051930__bin.9	CM_periimplantitis__SP_105SPI_T016__bin.1	HMP_2012__SRS049318__bin.30	HMP_2012__SRS016043__bin.21	CM_periimplantitis__SP_163SPI_T016__bin.9	CM_periimplantitis__SP_304SPI_T016__bin.11	HMP_2012__SRS047634__bin.61	CM_periimplantitis__SP_189SPI_T016__bin.33	CM_periimplantitis__SP_344SPT_T016__bin.52	HMP_2012__SRS021960__bin.22	HMP_2012__SRS063603__bin.34	HMP_2012__SRS022149__bin.6	HMP_2012__SRS017691__bin.9	HMP_2012__SRS014476__bin.22	CM_periimplantitis__SP_143SPI_T016__bin.12	HMP_2012__SRS055378__bin.11	HMP_2012__SRS051941__bin.4	HMP_2012__SRS012285__bin.4	HMP_2012__SRS011126__bin.25	HMP_2012__SRS021477__bin.23	CM_periimplantitis__SP_305SPI_T016__bin.12	HMP_2012__SRS020226__bin.63	HMP_2012__SRS024561__bin.27	HMP_2012__SRS024355__bin.23	HMP_2012__SRS017139__bin.25	HMP_2012__SRS019128__bin.27	HMP_2012__SRS058053__bin.33	HMP_2012__SRS065099__bin.13	HMP_2012__SRS019029__bin.3	HMP_2012__SRS019980__bin.47	HMP_2012__SRS011343__bin.38	HMP_2012__SRS023595__bin.38
CM_periimplantitis__SP_189SPI_T016__bin.33	0.9459921873644567	0.9492345404772815	0.9500901797375458	0.946995816069366	0.9596416564006847	0.947087869967352	0.9447528184758824	0.9453141557793097	0.9449304874859945	0.9466569210563148	1.0	0.9446537090050726	0.9447047269681258	0.9466620072495049	0.9460930528546186	0.9476769068729075	0.9461405571766619	0.9469877194553307	0.9473456171459409	0.9526385492060293	0.9436082191365301	0.9461599631131931	0.9438212580972498	0.944881546204862	0.9454240655656277	0.9471558204625231	0.9454741531217841	0.9451566168213893	0.9506645461397224	0.9492512886507809	0.9493907382818467	0.9456173662578585	0.9459489905980792	0.9490857626041224	0.9478606752707777
CM_periimplantitis__SP_344SPT_T016__bin.52	0.9443134468693933	0.9516696390368763	0.9528007615142418	0.9459730100380586	0.9466433776733386	0.9485640946129861	0.9581009630411966	0.9441851124693698	0.9460104668849416	0.9487957512724055	0.9446537090050726	1.0	0.9476405408288442	0.94779474916219	0.9490200078522545	0.9516521887084872	0.946127532522926	0.9479722067873547	0.9464863265390385	0.9451076319260874	0.9443057268311663	0.949062117032785	0.947713516834649	0.9455313700801253	0.9471489992474976	0.9498202530463608	0.9463189512332206	0.9460264320269228	0.9486822279494521	0.954115221776428	0.9512468532532594	0.9468283122238786	0.947627046648131	0.946953539619219	0.9477759421052022
HMP_2012__SRS021960__bin.22	0.9440563097454348	0.948757422878942	0.9521382956900502	0.9468091256677765	0.9474714475387471	0.9479072587422034	0.9448820274739252	0.9431825356736961	0.9454454620622491	0.9483491016857314	0.9447047269681258	0.9476405408288442	1.0	0.9483535994120156	0.9480228437911582	0.9473120884664401	0.9462555916203202	0.9471036966081494	0.9469188358117658	0.9424608254813601	0.943900002740819	0.9497655116332868	0.9488760754104476	0.9456325036853396	0.9453913761955637	0.9470780603972747	0.9473581272914693	0.9472052925758676	0.9487279296367005	0.9478820478048158	0.9519071787499933	0.9474831787448345	0.9491913015698482	0.9477225236832759	0.9484011009709445
HMP_2012__SRS063603__bin.34	0.9468492541271819	0.9503546594309744	0.9532449498750639	0.9464549953598826	0.9476178453475994	0.9693804499108449	0.9476049055965039	0.9447752953734035	0.9456967213114754	0.9507015163172211	0.9466620072495049	0.94779474916219	0.9483535994120156	1.0	0.948046326804564	0.949704443926593	0.946274886592742	0.9527060770486881	0.9467177571937552	0.9475238987258968	0.9454878860311122	0.9502093085428771	0.9479893456889557	0.9465473095015978	0.9454865610153161	0.949600228861972	0.9478431707255393	0.9477199429222135	0.9489713239821984	0.9510064903268312	0.9522019008343224	0.9482217866619975	0.9467637299323813	0.9496126210207914	0.949152345816814
HMP_2012__SRS022149__bin.6	0.9474355961312483	0.9507173698667973	0.9537936744643554	0.9488797201542739	0.9475449301108666	0.9502775716858239	0.9509349522527647	0.9454483095167944	0.948455430667472	0.9517833092039637	0.9460930528546186	0.9490200078522545	0.9480228437911582	0.948046326804564	1.0	0.9493155528615447	0.9478025678066636	0.9481997966738918	0.9510092498684581	0.9485684759742113	0.9465285745629022	0.951700048179503	0.9506882128728893	0.9461888249902205	0.9459803045328958	0.9490695467096181	0.9489686055001216	0.9487854694272037	0.95123666719713	0.9526179541318331	0.9528487851824337	0.9496373080620585	0.9484593847468716	0.9480772141892005	0.9494174846344372
HMP_2012__SRS017691__bin.9	0.946021824018768	0.9537215436825067	0.9541030502748891	0.9467510908898258	0.9469869583539323	0.9515791382184521	0.9506418754731827	0.9447481470641085	0.9459475843116653	0.9515110361125046	0.9476769068729075	0.9516521887084872	0.9473120884664401	0.949704443926593	0.9493155528615447	1.0	0.9458947071201436	0.9491990588589134	0.9481280329888613	0.9459302306695296	0.9465738722066089	0.9504344446347883	0.9487755846403094	0.9456813591153556	0.9452928045875821	0.9518106380949353	0.94685007352991	0.9469813641655097	0.9504547806115416	0.950584188053072	0.9519592559958946	0.947146290818068	0.9481523440880518	0.9494906737307808	0.9493965567177194
HMP_2012__SRS014476__bin.22	0.945227592764211	0.9490730185613422	0.9497627445008793	0.9469894012304318	0.9459557197848718	0.9468927814347875	0.9465657967618915	0.9499217585279505	0.9743440816861658	0.9470403980509938	0.9461405571766619	0.946127532522926	0.9462555916203202	0.946274886592742	0.9478025678066636	0.9458947071201436	1.0	0.9463396869747933	0.9476553213683682	0.9445361959812827	0.9476760973118381	0.9467014129002671	0.9444265965158974	0.9505272862250125	0.9490466878315135	0.9477496725557248	0.9466780855654738	0.9459370728392088	0.9491209225097977	0.9463913132127653	0.9499345037671323	0.9493775493306023	0.9465965181068561	0.947071334429802	0.9470760710958501
CM_periimplantitis__SP_143SPI_T016__bin.12	0.9454722550351864	0.9522138160629534	0.9526210584374181	0.9478899366208069	0.9475858194872335	0.9516109201100041	0.9503436434192324	0.9447531535450195	0.9462454194699188	0.9517284063889377	0.9469877194553307	0.9479722067873547	0.9471036966081494	0.9527060770486881	0.9481997966738918	0.9491990588589134	0.9463396869747933	1.0	0.9476699132145969	0.9440547960625884	0.94285735903877	0.9500387951100919	0.9483255800875403	0.9473754001196504	0.9452587710704028	0.9507322046606895	0.9488260920083115	0.9484464933330927	0.9498508697825975	0.9507598409420178	0.9520664220863715	0.9466394432117832	0.9460157488545495	0.9498984103032468	0.948756093211271
HMP_2012__SRS055378__bin.11	0.9475731761101182	0.9513998854486034	0.9541648476553436	0.9852871725941803	0.9476931066283453	0.9489147219455456	0.9490122557246596	0.946363792921465	0.9474312324742956	0.9502952473771713	0.9473456171459409	0.9464863265390385	0.9469188358117658	0.9467177571937552	0.9510092498684581	0.9481280329888613	0.9476553213683682	0.9476699132145969	1.0	0.9458570386340512	0.9458876243669827	0.9498297559167865	0.9493551348174368	0.9467693788204458	0.946334641396009	0.9493773746170979	0.9483429535521503	0.9481913053553251	0.9915439528779051	0.9513848208267982	0.9533736470648985	0.9480020266846816	0.947746908868875	0.9495727643573	0.9481191110404326
HMP_2012__SRS051941__bin.4	0.9480179432903788	0.9493588992810972	0.9493798070861178	0.946390620408037	0.949696696954834	0.9465382311391018	0.9456161320486238	0.9441402661292713	0.9441408211824567	0.9474817883529675	0.9526385492060293	0.9451076319260874	0.9424608254813601	0.9475238987258968	0.9485684759742113	0.9459302306695296	0.9445361959812827	0.9440547960625884	0.9458570386340512	1.0	0.9454470758302048	0.9462741334238309	0.9435282366923774	0.9437634559322647	0.9440302362421654	0.9470535982364682	0.945132267628813	0.9447608616283315	0.9482530450833213	0.9470214653736594	0.9484164425491449	0.9445244633265979	0.9443082734571504	0.9469327992729598	0.9471219499830489
HMP_2012__SRS012285__bin.4	0.9434934584763269	0.947676470485462	0.9507607560072182	0.945991881960738	0.9440899957466157	0.9456716508263212	0.9445191768391389	0.9474873696798563	0.946705142071454	0.9458149564750593	0.9436082191365301	0.9443057268311663	0.943900002740819	0.9454878860311122	0.9465285745629022	0.9465738722066089	0.9476760973118381	0.94285735903877	0.9458876243669827	0.9454470758302048	1.0	0.945667936110153	0.9444879277468563	0.9469178319786206	0.9484444573790053	0.9449986572909104	0.9432987226482803	0.943385826304965	0.9481823823094417	0.9457994380400911	0.9504263489528787	0.9464547980666677	0.9437100864981866	0.9451608819396796	0.9451702327541297
HMP_2012__SRS011126__bin.25	0.9466234357185914	0.9532780330799462	0.9966455354924963	0.9505942936247574	0.9464722854973424	0.9503630223268601	0.9502890257389996	0.9469676874257027	0.9464289332014638	0.9595121786040809	0.9461599631131931	0.949062117032785	0.9497655116332868	0.9502093085428771	0.951700048179503	0.9504344446347883	0.9467014129002671	0.9500387951100919	0.9498297559167865	0.9462741334238309	0.945667936110153	1.0	0.9996369597976195	0.9470562362995006	0.9471248286090047	0.9503513622994417	0.9487802017563974	0.9484056993807335	0.9520774779567964	0.9513135234612998	0.9956766141934771	0.9470370204974768	0.9490089426904411	0.9489167036131865	0.9529358265549298
HMP_2012__SRS021477__bin.23	0.9451069610465308	0.9520083124979706	0.9963811982466543	0.9495397296891137	0.9456778971060728	0.948989362333135	0.9488245513440423	0.9451171789282736	0.9446239949550685	0.9586000439256829	0.9438212580972498	0.947713516834649	0.9488760754104476	0.9479893456889557	0.9506882128728893	0.9487755846403094	0.9444265965158974	0.9483255800875403	0.9493551348174368	0.9435282366923774	0.9444879277468563	0.9996369597976195	1.0	0.9452836372303659	0.9451001468304986	0.9487376471571057	0.9474556071209967	0.9469178337831494	0.9515381642652978	0.9501441920991884	0.9957488968445591	0.9469686887730583	0.9472043362282585	0.9484672051607965	0.9515673941032161
CM_periimplantitis__SP_305SPI_T016__bin.12	0.9446217551301704	0.9481434410197135	0.950170939028883	0.9459186499209956	0.944680196089465	0.9473295605746201	0.9452200441646902	0.9495598348154161	0.9493574536097991	0.9473621400598579	0.944881546204862	0.9455313700801253	0.9456325036853396	0.9465473095015978	0.9461888249902205	0.9456813591153556	0.9505272862250125	0.9473754001196504	0.9467693788204458	0.9437634559322647	0.9469178319786206	0.9470562362995006	0.9452836372303659	1.0	0.9505947429778341	0.9461021200151006	0.9444671101442746	0.9445719411998748	0.9481004764230583	0.9469194943446441	0.9498158679603387	0.9489863597903604	0.9435712629870814	0.946776691641954	0.9469217489259527
HMP_2012__SRS020226__bin.63	0.9452350038101655	0.9494266466832154	0.9512907688842651	0.9457515939084276	0.9450946760763453	0.9461854191329595	0.9464610868406295	0.9464238748994943	0.948828212211385	0.9478778401382403	0.9454240655656277	0.9471489992474976	0.9453913761955637	0.9454865610153161	0.9459803045328958	0.9452928045875821	0.9490466878315135	0.9452587710704028	0.946334641396009	0.9440302362421654	0.9484444573790053	0.9471248286090047	0.9451001468304986	0.9505947429778341	1.0	0.9467450738326811	0.9452486993505047	0.9451361134618592	0.9477990469116307	0.9456393540690184	0.9506388485838542	0.9481484646042825	0.9451842944449096	0.9463087479445215	0.9479909543676576
HMP_2012__SRS024561__bin.27	0.9464590070097949	0.9987053918886637	0.9529246575600991	0.948759070010677	0.9468939111221442	0.9496607213120686	0.9537493084525785	0.9457968393340286	0.9476567733623272	0.9496086995026591	0.9471558204625231	0.9498202530463608	0.9470780603972747	0.949600228861972	0.9490695467096181	0.9518106380949353	0.9477496725557248	0.9507322046606895	0.9493773746170979	0.9470535982364682	0.9449986572909104	0.9503513622994417	0.9487376471571057	0.9461021200151006	0.9467450738326811	1.0	0.9495014580520551	0.9493575173637837	0.9502730368616391	0.9500382518061755	0.952278525165341	0.9476579213691856	0.9474403335495646	0.951036382175452	0.948494415973967
HMP_2012__SRS024355__bin.23	0.9453479716011861	0.9508089924032742	0.9517006963947844	0.947536938622812	0.9457395962688075	0.9462565988784986	0.9458785211297103	0.946260820393176	0.9464561261665426	0.9476383133495165	0.9454741531217841	0.9463189512332206	0.9473581272914693	0.9478431707255393	0.9489686055001216	0.94685007352991	0.9466780855654738	0.9488260920083115	0.9483429535521503	0.945132267628813	0.9432987226482803	0.9487802017563974	0.9474556071209967	0.9444671101442746	0.9452486993505047	0.9495014580520551	1.0	0.9992252298014587	0.949346572190648	0.9466071417117273	0.9524765803238041	0.9469408786034735	0.9464917507462389	0.9666434907255397	0.9468766650995142
HMP_2012__SRS017139__bin.25	0.9451315579278435	0.9506653902433697	0.9511042194910662	0.9473201838577359	0.9455789431460059	0.9465394272319706	0.9461425209427061	0.9459108013456131	0.9460559384119673	0.9475371130616796	0.9451566168213893	0.9460264320269228	0.9472052925758676	0.9477199429222135	0.9487854694272037	0.9469813641655097	0.9459370728392088	0.9484464933330927	0.9481913053553251	0.9447608616283315	0.943385826304965	0.9484056993807335	0.9469178337831494	0.9445719411998748	0.9451361134618592	0.9493575173637837	0.9992252298014587	1.0	0.9492162998232309	0.9464575412794188	0.9523736332462356	0.9466598798249132	0.9462224150620078	0.9660055646714704	0.9460416613587076
HMP_2012__SRS019128__bin.27	0.9495790077382783	0.9523508319804798	0.9550612705069172	0.9901747142841829	0.949858310410645	0.9507896117570586	0.9510504475820132	0.9478576345015958	0.948977377432931	0.9533080334855183	0.9506645461397224	0.9486822279494521	0.9487279296367005	0.9489713239821984	0.95123666719713	0.9504547806115416	0.9491209225097977	0.9498508697825975	0.9915439528779051	0.9482530450833213	0.9481823823094417	0.9520774779567964	0.9515381642652978	0.9481004764230583	0.9477990469116307	0.9502730368616391	0.949346572190648	0.9492162998232309	1.0	0.9539432423291143	0.9539488668434614	0.9488100175350519	0.9501186500556589	0.950044375474977	0.9506924902248332
HMP_2012__SRS058053__bin.33	0.9465333348641233	0.9521036703222459	0.9541044280372768	0.951211445503659	0.9485429372805366	0.9494677080222389	0.9554718864997205	0.9456978034338266	0.9466019866447162	0.952162391060842	0.9492512886507809	0.954115221776428	0.9478820478048158	0.9510064903268312	0.9526179541318331	0.950584188053072	0.9463913132127653	0.9507598409420178	0.9513848208267982	0.9470214653736594	0.9457994380400911	0.9513135234612998	0.9501441920991884	0.9469194943446441	0.9456393540690184	0.9500382518061755	0.9466071417117273	0.9464575412794188	0.9539432423291143	1.0	0.9525672471449518	0.9470573754218781	0.9489716846480595	0.9478153697207489	0.949453541847481
HMP_2012__SRS065099__bin.13	0.9487786579690918	0.9546369687845755	0.9934753241355054	0.9533613711327881	0.9498586806655088	0.9533806785041377	0.9515028163513737	0.9499309461158021	0.9500317540962784	0.9593651370631473	0.9493907382818467	0.9512468532532594	0.9519071787499933	0.9522019008343224	0.9528487851824337	0.9519592559958946	0.9499345037671323	0.9520664220863715	0.9533736470648985	0.9484164425491449	0.9504263489528787	0.9956766141934771	0.9957488968445591	0.9498158679603387	0.9506388485838542	0.952278525165341	0.9524765803238041	0.9523736332462356	0.9539488668434614	0.9525672471449518	1.0	0.9504824335549734	0.951421659856354	0.9546463702708068	0.9554966732046777
HMP_2012__SRS019029__bin.3	0.9451336927596004	0.9487093841410388	0.9511389033210453	0.9471602188779825	0.9459964655878986	0.947889481261381	0.9463697741710181	0.9461988421242413	0.948735913303241	0.9479737951376662	0.9456173662578585	0.9468283122238786	0.9474831787448345	0.9482217866619975	0.9496373080620585	0.947146290818068	0.9493775493306023	0.9466394432117832	0.9480020266846816	0.9445244633265979	0.9464547980666677	0.9470370204974768	0.9469686887730583	0.9489863597903604	0.9481484646042825	0.9476579213691856	0.9469408786034735	0.9466598798249132	0.9488100175350519	0.9470573754218781	0.9504824335549734	1.0	0.9463259452899471	0.948125080061903	0.9482948564955548
HMP_2012__SRS019980__bin.47	0.9433703711424739	0.9491235917797762	0.9511925449197266	0.9468682845763732	0.9472402781973694	0.9474763859867786	0.946329310899474	0.945322306060912	0.9457353971775776	0.9489344806333855	0.9459489905980792	0.947627046648131	0.9491913015698482	0.9467637299323813	0.9484593847468716	0.9481523440880518	0.9465965181068561	0.9460157488545495	0.947746908868875	0.9443082734571504	0.9437100864981866	0.9490089426904411	0.9472043362282585	0.9435712629870814	0.9451842944449096	0.9474403335495646	0.9464917507462389	0.9462224150620078	0.9501186500556589	0.9489716846480595	0.951421659856354	0.9463259452899471	1.0	0.9457074208952344	0.9466318447691611
HMP_2012__SRS011343__bin.38	0.94757117412746	0.9527075423731959	0.9533571574069862	0.9483882090961532	0.9490541092429413	0.9493192120810332	0.9471985428648786	0.9487356913840655	0.9472689540315131	0.9486493059979185	0.9490857626041224	0.946953539619219	0.9477225236832759	0.9496126210207914	0.9480772141892005	0.9494906737307808	0.947071334429802	0.9498984103032468	0.9495727643573	0.9469327992729598	0.9451608819396796	0.9489167036131865	0.9484672051607965	0.946776691641954	0.9463087479445215	0.951036382175452	0.9666434907255397	0.9660055646714704	0.950044375474977	0.9478153697207489	0.9546463702708068	0.948125080061903	0.9457074208952344	1.0	0.949997627070381
HMP_2012__SRS023595__bin.38	0.9473904221875609	0.95040571521797	0.9555495001127565	0.9479173444912722	0.9467176716332009	0.9485334257550042	0.9474164175316099	0.9450076426755243	0.946961607775236	0.9503415265008213	0.9478606752707777	0.9477759421052022	0.9484011009709445	0.949152345816814	0.9494174846344372	0.9493965567177194	0.9470760710958501	0.948756093211271	0.9481191110404326	0.9471219499830489	0.9451702327541297	0.9529358265549298	0.9515673941032161	0.9469217489259527	0.9479909543676576	0.948494415973967	0.9468766650995142	0.9460416613587076	0.9506924902248332	0.949453541847481	0.9554966732046777	0.9482948564955548	0.9466318447691611	0.949997627070381	1.0
