	HMP_2012__SRS022143__bin.6	HMP_2012__SRS015057__bin.68	HMP_2012__SRS051791__bin.48	HMP_2012__SRS015893__bin.63	HMP_2012__SRS016342__bin.32	HMP_2012__SRS018591__bin.18	Castro-NallarE_2015__ES_116__bin.6	HMP_2012__SRS064423__bin.23	HMP_2012__SRS047824__bin.33	HMP_2012__SRS023352__bin.16	HMP_2012__SRS019027__bin.31	Castro-NallarE_2015__ES_114__bin.10	HMP_2012__SRS020334__bin.42	HMP_2012__SRS015209__bin.39	HMP_2012__SRS048411__bin.61	HMP_2012__SRS053854__bin.49	HMP_2012__SRS014470__bin.76	HMP_2012__SRS019219__bin.12	HMP_2012__SRS045715__bin.22	HMP_2012__SRS018791__bin.9	HMP_2012__SRS053603__bin.33	HMP_2012__SRS013234__bin.31	HMP_2012__SRS024580__bin.33	HMP_2012__SRS065278__bin.62	HMP_2012__SRS015038__bin.5	HMP_2012__SRS019122__bin.29	HMP_2012__SRS064774__bin.72	HMP_2012__SRS017120__bin.38	CM_cf__CF_TNFC017SA_t1M16__bin.13	HMP_2012__SRS015941__bin.23	HMP_2012__SRS044373__bin.19	HMP_2012__SRS057791__bin.78	HMP_2012__SRS024637__bin.6	HMP_2012__SRS017076__bin.33	Castro-NallarE_2015__ES_080__bin.8	HMP_2012__SRS024318__bin.42	HMP_2012__SRS056323__bin.31	HMP_2012__SRS015272__bin.10	HMP_2012__SRS047210__bin.52	HMP_2012__SRS016319__bin.59	HMP_2012__SRS047219__bin.38	HMP_2012__SRS019026__bin.7	HMP_2012__SRS020220__bin.48	QinN_2014__LD-57__bin.28	HMP_2012__SRS048791__bin.19	HMP_2012__SRS019894__bin.4	HMP_2012__SRS018739__bin.9	HMP_2012__SRS014684__bin.47	HMP_2012__SRS042643__bin.19
HMP_2012__SRS019027__bin.31	35280.0	41094.0	67558.0	65581.0	45260.0	66007.0	61890.0	48059.0	52252.0	42534.0	0.0	31237.0	57328.0	70344.0	62407.0	61458.0	46638.0	66449.0	48930.0	68111.0	67149.0	56850.0	52226.0	48377.0	48138.0	46954.0	52060.0	64185.0	57205.0	51088.0	48289.0	50040.0	58023.0	62237.0	63371.0	66915.0	67897.0	66154.0	54702.0	70211.0	67882.0	15276.0	36978.0	68945.0	60746.0	61799.0	66217.0	5655.0	50354.0
Castro-NallarE_2015__ES_114__bin.10	19426.0	21686.0	35144.0	34376.0	24205.0	33629.0	32790.0	22464.0	28680.0	23131.0	31237.0	0.0	31297.0	33201.0	31674.0	32709.0	24939.0	33367.0	27210.0	34726.0	34625.0	30227.0	28962.0	23748.0	23497.0	25569.0	26596.0	34012.0	28832.0	27932.0	27475.0	27044.0	30129.0	32242.0	34015.0	33804.0	34984.0	31411.0	27525.0	34743.0	33984.0	32386.0	20821.0	36916.0	31424.0	32942.0	33224.0	33496.0	26742.0
HMP_2012__SRS020334__bin.42	38524.0	41614.0	68249.0	70736.0	50744.0	66865.0	65836.0	46945.0	54102.0	45448.0	57328.0	31297.0	0.0	73142.0	59376.0	66111.0	46322.0	69504.0	47594.0	74959.0	70150.0	53271.0	51851.0	47230.0	47479.0	45142.0	56016.0	66231.0	61994.0	54148.0	50757.0	55196.0	58326.0	61985.0	63882.0	70156.0	62028.0	69205.0	58037.0	76004.0	72817.0	58695.0	37273.0	63931.0	66708.0	66946.0	68804.0	62729.0	53516.0
HMP_2012__SRS015209__bin.39	36793.0	46031.0	86142.0	75378.0	47638.0	83898.0	68635.0	55949.0	59326.0	42174.0	70344.0	33201.0	73142.0	0.0	71619.0	70415.0	57022.0	73123.0	57135.0	76655.0	75894.0	66074.0	60899.0	55656.0	56386.0	56136.0	56139.0	70866.0	61076.0	58128.0	55659.0	52437.0	64569.0	70022.0	81488.0	74811.0	86580.0	73618.0	60800.0	78713.0	73022.0	72205.0	41122.0	88146.0	63824.0	72888.0	72381.0	76915.0	55599.0
HMP_2012__SRS048411__bin.61	37108.0	44120.0	71511.0	68279.0	48304.0	71402.0	66756.0	48570.0	59114.0	45400.0	62407.0	31674.0	59376.0	71619.0	0.0	65349.0	50568.0	70349.0	51876.0	71731.0	72004.0	58740.0	55943.0	49590.0	50197.0	53381.0	52271.0	67139.0	58679.0	56023.0	51132.0	52438.0	58809.0	64837.0	67545.0	68504.0	73369.0	71637.0	56829.0	75302.0	72532.0	64602.0	41434.0	73320.0	65109.0	64815.0	68779.0	66808.0	53551.0
HMP_2012__SRS053854__bin.49	33821.0	41737.0	73689.0	65436.0	43324.0	72156.0	62772.0	51766.0	52929.0	39187.0	61458.0	32709.0	66111.0	70415.0	65349.0	0.0	48719.0	63232.0	51919.0	69023.0	71468.0	57977.0	56576.0	50492.0	53875.0	49823.0	51312.0	64305.0	53518.0	53110.0	51290.0	45643.0	60788.0	65105.0	69147.0	47047.0	79273.0	64822.0	52465.0	70810.0	68027.0	63123.0	37626.0	79713.0	59202.0	64483.0	68988.0	64670.0	50690.0
HMP_2012__SRS014470__bin.76	29174.0	14144.0	53517.0	54359.0	37535.0	53659.0	49835.0	38186.0	44295.0	35119.0	46638.0	24939.0	46322.0	57022.0	50568.0	48719.0	0.0	52824.0	39359.0	55613.0	54222.0	44374.0	43302.0	40283.0	39826.0	41483.0	40526.0	52552.0	44926.0	43247.0	40106.0	39992.0	45176.0	48521.0	53385.0	54217.0	53830.0	51128.0	44679.0	55318.0	51633.0	48457.0	31823.0	43763.0	48211.0	51903.0	51151.0	50059.0	42457.0
HMP_2012__SRS019219__bin.12	35588.0	42439.0	79319.0	66316.0	38286.0	78440.0	64658.0	53870.0	56707.0	41596.0	66449.0	33367.0	69504.0	73123.0	70349.0	63232.0	52824.0	0.0	54619.0	71181.0	68876.0	61015.0	57134.0	51878.0	54374.0	51518.0	47762.0	68877.0	54840.0	55764.0	50776.0	45359.0	60345.0	66644.0	73609.0	67159.0	80515.0	67970.0	55442.0	72909.0	68420.0	68142.0	36462.0	84353.0	59565.0	66353.0	67562.0	70251.0	51399.0
HMP_2012__SRS045715__bin.22	31659.0	33413.0	56664.0	58239.0	40114.0	55278.0	52743.0	40953.0	47089.0	30673.0	48930.0	27210.0	47594.0	57135.0	51876.0	51919.0	39359.0	54619.0	0.0	58856.0	56068.0	45427.0	44737.0	40528.0	42823.0	39925.0	45627.0	55163.0	49492.0	46392.0	41394.0	45127.0	50491.0	54064.0	55613.0	56898.0	55203.0	56914.0	47706.0	60665.0	57769.0	51268.0	31411.0	57718.0	51264.0	55798.0	57235.0	53254.0	44358.0
HMP_2012__SRS018791__bin.9	34976.0	46407.0	82360.0	75123.0	47768.0	81122.0	69938.0	54249.0	59899.0	43400.0	68111.0	34726.0	74959.0	76655.0	71731.0	69023.0	55613.0	71181.0	58856.0	0.0	75707.0	66815.0	62008.0	56965.0	57518.0	55250.0	53305.0	73137.0	58372.0	58611.0	54616.0	41075.0	65290.0	69667.0	79701.0	76048.0	87120.0	72286.0	60710.0	81811.0	72436.0	69862.0	41294.0	87960.0	64326.0	71089.0	71961.0	73315.0	27028.0
HMP_2012__SRS053603__bin.33	39250.0	45426.0	80664.0	72606.0	48230.0	78731.0	68767.0	56492.0	60399.0	45963.0	67149.0	34625.0	70150.0	75894.0	72004.0	71468.0	54222.0	68876.0	56068.0	75707.0	0.0	64526.0	62642.0	55198.0	58038.0	55389.0	55564.0	72529.0	58155.0	59062.0	51297.0	51755.0	62892.0	67235.0	77635.0	72255.0	82599.0	71409.0	57168.0	79384.0	71471.0	69151.0	42502.0	86747.0	68118.0	71453.0	73966.0	73207.0	54287.0
HMP_2012__SRS013234__bin.31	34597.0	38338.0	67010.0	61757.0	41104.0	65126.0	62944.0	43938.0	49556.0	38887.0	56850.0	30227.0	53271.0	66074.0	58740.0	57977.0	44374.0	61015.0	45427.0	66815.0	64526.0	0.0	26631.0	42258.0	45867.0	44435.0	47732.0	60422.0	52906.0	48495.0	43006.0	46277.0	51328.0	55355.0	62560.0	62019.0	66007.0	63154.0	53154.0	68153.0	63826.0	57646.0	33595.0	67890.0	55994.0	60893.0	63747.0	61154.0	46809.0
HMP_2012__SRS024580__bin.33	32156.0	35823.0	63031.0	58180.0	39647.0	61803.0	58836.0	40330.0	47789.0	37458.0	52226.0	28962.0	51851.0	60899.0	55943.0	56576.0	43302.0	57134.0	44737.0	62008.0	62642.0	26631.0	0.0	39195.0	42674.0	42292.0	46011.0	58231.0	51225.0	45865.0	42047.0	45536.0	48243.0	51957.0	59932.0	58990.0	61527.0	57435.0	49364.0	65176.0	59720.0	53450.0	32990.0	63831.0	53948.0	58204.0	59446.0	57230.0	45071.0
HMP_2012__SRS065278__bin.62	31655.0	34015.0	55396.0	53459.0	38359.0	55043.0	51913.0	7087.0	44443.0	34537.0	48377.0	23748.0	47230.0	55656.0	49590.0	50492.0	40283.0	51878.0	40528.0	56965.0	55198.0	42258.0	39195.0	0.0	17033.0	40359.0	40425.0	52981.0	45416.0	41531.0	39373.0	40793.0	42347.0	47595.0	54795.0	53228.0	54890.0	53510.0	43957.0	55255.0	55429.0	50611.0	34166.0	56770.0	52053.0	51301.0	51252.0	50626.0	41670.0
HMP_2012__SRS015038__bin.5	32976.0	34965.0	55974.0	54326.0	40728.0	55590.0	53319.0	15356.0	45331.0	35773.0	48138.0	23497.0	47479.0	56386.0	50197.0	53875.0	39826.0	54374.0	42823.0	57518.0	58038.0	45867.0	42674.0	17033.0	0.0	41593.0	41773.0	53287.0	48392.0	44846.0	40461.0	41733.0	43933.0	48379.0	54501.0	54736.0	57619.0	53062.0	44822.0	57389.0	55952.0	49767.0	33431.0	57490.0	52978.0	54096.0	54911.0	51333.0	42557.0
HMP_2012__SRS019122__bin.29	30849.0	35983.0	55045.0	53411.0	39097.0	55254.0	50319.0	39192.0	49434.0	39317.0	46954.0	25569.0	45142.0	56136.0	53381.0	49823.0	41483.0	51518.0	39925.0	55250.0	55389.0	44435.0	42292.0	40359.0	41593.0	0.0	41199.0	52662.0	47039.0	43818.0	42460.0	42609.0	46222.0	50292.0	55195.0	52840.0	44358.0	54448.0	44117.0	56701.0	53800.0	49096.0	34802.0	56269.0	52600.0	51597.0	52939.0	50341.0	42704.0
HMP_2012__SRS064774__bin.72	30153.0	33293.0	63361.0	56815.0	34009.0	62665.0	50146.0	43038.0	39310.0	31448.0	52060.0	26596.0	56016.0	56139.0	52271.0	51312.0	40526.0	47762.0	45627.0	53305.0	55564.0	47732.0	46011.0	40425.0	41773.0	41199.0	0.0	54456.0	44663.0	45229.0	43207.0	35255.0	48257.0	53160.0	59149.0	52482.0	65661.0	51470.0	45095.0	56546.0	52147.0	54124.0	31250.0	67532.0	48697.0	54186.0	50713.0	56342.0	39631.0
HMP_2012__SRS017120__bin.38	38150.0	44366.0	78243.0	69066.0	47860.0	78642.0	65868.0	51323.0	57301.0	45075.0	64185.0	34012.0	66231.0	70866.0	67139.0	64305.0	52552.0	68877.0	55163.0	73137.0	72529.0	60422.0	58231.0	52981.0	53287.0	52662.0	54456.0	0.0	56763.0	59362.0	53431.0	50084.0	62126.0	68049.0	75599.0	67742.0	76677.0	69510.0	58286.0	73380.0	71879.0	67262.0	40785.0	78291.0	64111.0	70359.0	72629.0	69538.0	53860.0
CM_cf__CF_TNFC017SA_t1M16__bin.13	30891.0	37683.0	67250.0	55933.0	35971.0	66072.0	53011.0	46340.0	49540.0	36995.0	57205.0	28832.0	61994.0	61076.0	58679.0	53518.0	44926.0	54840.0	49492.0	58372.0	58155.0	52906.0	51225.0	45416.0	48392.0	47039.0	44663.0	56763.0	0.0	49173.0	45261.0	39118.0	53519.0	58363.0	63702.0	55034.0	68607.0	53807.0	45779.0	57656.0	56000.0	60169.0	34429.0	74971.0	49590.0	57589.0	56191.0	61279.0	44055.0
HMP_2012__SRS015941__bin.23	32210.0	36863.0	61370.0	57025.0	40107.0	60752.0	53103.0	43394.0	48333.0	36110.0	51088.0	27932.0	54148.0	58128.0	56023.0	53110.0	43247.0	55764.0	46392.0	58611.0	59062.0	48495.0	45865.0	41531.0	44846.0	43818.0	45229.0	59362.0	49173.0	0.0	36983.0	42913.0	36782.0	39145.0	53745.0	57415.0	62754.0	56667.0	49643.0	59160.0	57309.0	54038.0	32716.0	64148.0	53544.0	52555.0	56864.0	53593.0	45331.0
HMP_2012__SRS044373__bin.19	29460.0	35161.0	56113.0	53421.0	37523.0	55397.0	49584.0	40518.0	46877.0	34472.0	48289.0	27475.0	50757.0	55659.0	51132.0	51290.0	40106.0	50776.0	41394.0	54616.0	51297.0	43006.0	42047.0	39373.0	40461.0	42460.0	43207.0	53431.0	45261.0	36983.0	0.0	40152.0	31991.0	34755.0	54854.0	54256.0	56593.0	52483.0	43727.0	54726.0	54174.0	50312.0	32116.0	58947.0	51240.0	50876.0	51545.0	50520.0	42035.0
HMP_2012__SRS057791__bin.78	26066.0	33403.0	58044.0	49924.0	34066.0	56166.0	47299.0	39521.0	44306.0	32862.0	50040.0	27044.0	55196.0	52437.0	52438.0	45643.0	39992.0	45359.0	45127.0	41075.0	51755.0	46277.0	45536.0	40793.0	41733.0	42609.0	35255.0	50084.0	39118.0	42913.0	40152.0	0.0	46064.0	50017.0	56217.0	48512.0	63471.0	47893.0	40343.0	51003.0	32539.0	51272.0	30977.0	62750.0	43821.0	49837.0	45316.0	53314.0	33307.0
HMP_2012__SRS024637__bin.6	32803.0	38066.0	67249.0	64993.0	41384.0	66245.0	59232.0	41374.0	48723.0	38977.0	58023.0	30129.0	58326.0	64569.0	58809.0	60788.0	45176.0	60345.0	50491.0	65290.0	62892.0	51328.0	48243.0	42347.0	43933.0	46222.0	48257.0	62126.0	53519.0	36782.0	31991.0	46064.0	0.0	2238.0	63145.0	61845.0	69827.0	61928.0	50952.0	65838.0	65521.0	58727.0	34692.0	72994.0	56509.0	62380.0	64587.0	64693.0	48014.0
HMP_2012__SRS017076__bin.33	36299.0	41822.0	72646.0	69557.0	44916.0	72176.0	64661.0	46320.0	54788.0	42315.0	62237.0	32242.0	61985.0	70022.0	64837.0	65105.0	48521.0	66644.0	54064.0	69667.0	67235.0	55355.0	51957.0	47595.0	48379.0	50292.0	53160.0	68049.0	58363.0	39145.0	34755.0	50017.0	2238.0	0.0	69042.0	66789.0	74917.0	68347.0	54724.0	72899.0	71733.0	64283.0	37861.0	76953.0	62084.0	67739.0	70414.0	69395.0	52068.0
Castro-NallarE_2015__ES_080__bin.8	40915.0	46076.0	79198.0	75656.0	51878.0	78183.0	70355.0	53645.0	61592.0	47972.0	63371.0	34015.0	63882.0	81488.0	67545.0	69147.0	53385.0	73609.0	55613.0	79701.0	77635.0	62560.0	59932.0	54795.0	54501.0	55195.0	59149.0	75599.0	63702.0	53745.0	54854.0	56217.0	63145.0	69042.0	0.0	77616.0	77317.0	76119.0	61132.0	83121.0	77046.0	65885.0	40723.0	80011.0	71987.0	71132.0	75631.0	68086.0	57311.0
HMP_2012__SRS024318__bin.42	35538.0	45010.0	76341.0	69091.0	45291.0	75512.0	65834.0	52930.0	56945.0	42690.0	66915.0	33804.0	70156.0	74811.0	68504.0	47047.0	54217.0	67159.0	56898.0	76048.0	72255.0	62019.0	58990.0	53228.0	54736.0	52840.0	52482.0	67742.0	55034.0	57415.0	54256.0	48512.0	61845.0	66789.0	77616.0	0.0	80533.0	68238.0	57092.0	74284.0	71290.0	68922.0	40401.0	83500.0	62916.0	67840.0	68690.0	70378.0	54797.0
HMP_2012__SRS056323__bin.31	42269.0	47277.0	81133.0	81158.0	54121.0	79833.0	79017.0	54379.0	61778.0	49590.0	67897.0	34984.0	62028.0	86580.0	73369.0	79273.0	53830.0	80515.0	55203.0	87120.0	82599.0	66007.0	61527.0	54890.0	57619.0	44358.0	65661.0	76677.0	68607.0	62754.0	56593.0	63471.0	69827.0	74917.0	77317.0	80533.0	0.0	84450.0	68273.0	87572.0	83707.0	69737.0	43118.0	81181.0	73385.0	77988.0	82365.0	74433.0	61171.0
HMP_2012__SRS015272__bin.10	38236.0	43941.0	79903.0	68037.0	44559.0	78421.0	66560.0	51624.0	56313.0	42979.0	66154.0	31411.0	69205.0	73618.0	71637.0	64822.0	51128.0	67970.0	56914.0	72286.0	71409.0	63154.0	57435.0	53510.0	53062.0	54448.0	51470.0	69510.0	53807.0	56667.0	52483.0	47893.0	61928.0	68347.0	76119.0	68238.0	84450.0	0.0	56833.0	72917.0	68657.0	69788.0	39492.0	85411.0	64080.0	67825.0	67801.0	71629.0	53380.0
HMP_2012__SRS047210__bin.52	31329.0	37897.0	64882.0	57705.0	37269.0	63759.0	56353.0	44897.0	47941.0	35402.0	54702.0	27525.0	58037.0	60800.0	56829.0	52465.0	44679.0	55442.0	47706.0	60710.0	57168.0	53154.0	49364.0	43957.0	44822.0	44117.0	45095.0	58286.0	45779.0	49643.0	43727.0	40343.0	50952.0	54724.0	61132.0	57092.0	68273.0	56833.0	0.0	61776.0	58862.0	58241.0	33811.0	71557.0	51256.0	57452.0	57465.0	59048.0	43377.0
HMP_2012__SRS016319__bin.59	38550.0	45502.0	87389.0	74070.0	47049.0	86065.0	70460.0	55334.0	60540.0	43671.0	70211.0	34743.0	76004.0	78713.0	75302.0	70810.0	55318.0	72909.0	60665.0	81811.0	79384.0	68153.0	65176.0	55255.0	57389.0	56701.0	56546.0	73380.0	57656.0	59160.0	54726.0	51003.0	65838.0	72899.0	83121.0	74284.0	87572.0	72917.0	61776.0	0.0	72783.0	73506.0	42130.0	89737.0	66431.0	76163.0	73801.0	76815.0	58530.0
HMP_2012__SRS047219__bin.38	36383.0	44781.0	81149.0	68852.0	44891.0	79940.0	66140.0	54710.0	59162.0	44063.0	67882.0	33984.0	72817.0	73022.0	72532.0	68027.0	51633.0	68420.0	57769.0	72436.0	71471.0	63826.0	59720.0	55429.0	55952.0	53800.0	52147.0	71879.0	56000.0	57309.0	54174.0	32539.0	65521.0	71733.0	77046.0	71290.0	83707.0	68657.0	58862.0	72783.0	0.0	70946.0	39738.0	86808.0	61440.0	67302.0	67104.0	72894.0	55051.0
HMP_2012__SRS019026__bin.7	37754.0	43351.0	69883.0	67781.0	46941.0	68546.0	65113.0	49579.0	56436.0	45106.0	15276.0	32386.0	58695.0	72205.0	64602.0	63123.0	48457.0	68142.0	51268.0	69862.0	69151.0	57646.0	53450.0	50611.0	49767.0	49096.0	54124.0	67262.0	60169.0	54038.0	50312.0	51272.0	58727.0	64283.0	65885.0	68922.0	69737.0	69788.0	58241.0	73506.0	70946.0	0.0	38950.0	71012.0	63904.0	63582.0	69266.0	14869.0	51480.0
HMP_2012__SRS020220__bin.48	23835.0	28068.0	41888.0	39160.0	28506.0	41944.0	37418.0	32068.0	36019.0	27920.0	36978.0	20821.0	37273.0	41122.0	41434.0	37626.0	31823.0	36462.0	31411.0	41294.0	42502.0	33595.0	32990.0	34166.0	33431.0	34802.0	31250.0	40785.0	34429.0	32716.0	32116.0	30977.0	34692.0	37861.0	40723.0	40401.0	43118.0	39492.0	33811.0	42130.0	39738.0	38950.0	0.0	45960.0	37902.0	38094.0	39513.0	38611.0	30984.0
QinN_2014__LD-57__bin.28	43095.0	42651.0	85965.0	85680.0	56085.0	84010.0	80582.0	56456.0	65110.0	52350.0	68945.0	36916.0	63931.0	88146.0	73320.0	79713.0	43763.0	84353.0	57718.0	87960.0	86747.0	67890.0	63831.0	56770.0	57490.0	56269.0	67532.0	78291.0	74971.0	64148.0	58947.0	62750.0	72994.0	76953.0	80011.0	83500.0	81181.0	85411.0	71557.0	89737.0	86808.0	71012.0	45960.0	0.0	76371.0	81744.0	84461.0	77690.0	64731.0
HMP_2012__SRS048791__bin.19	13354.0	41388.0	71211.0	61047.0	33589.0	71870.0	59044.0	50607.0	54447.0	39904.0	60746.0	31424.0	66708.0	63824.0	65109.0	59202.0	48211.0	59565.0	51264.0	64326.0	68118.0	55994.0	53948.0	52053.0	52978.0	52600.0	48697.0	64111.0	49590.0	53544.0	51240.0	43821.0	56509.0	62084.0	71987.0	62916.0	73385.0	64080.0	51256.0	66431.0	61440.0	63904.0	37902.0	76371.0	0.0	63109.0	64738.0	66559.0	47923.0
HMP_2012__SRS019894__bin.4	37619.0	43708.0	76049.0	67358.0	45472.0	74286.0	65760.0	50029.0	55434.0	41744.0	61799.0	32942.0	66946.0	72888.0	64815.0	64483.0	51903.0	66353.0	55798.0	71089.0	71453.0	60893.0	58204.0	51301.0	54096.0	51597.0	54186.0	70359.0	57589.0	52555.0	50876.0	49837.0	62380.0	67739.0	71132.0	67840.0	77988.0	67825.0	57452.0	76163.0	67302.0	63582.0	38094.0	81744.0	63109.0	0.0	69530.0	66970.0	52863.0
