	BackhedF_2015__SID637_12M__bin.4	LeChatelierE_2013__MH0275__bin.50	HMP_2012__SRS050299__bin.13	FengQ_2015__SID31379__bin.19	BackhedF_2015__SID82_12M__bin.20	LeChatelierE_2013__MH0446__bin.94	NielsenHB_2014__V1_UC32_0__bin.45	BackhedF_2015__SID511_12M__bin.15	ZeeviD_2015__PNP_Main_123__bin.4	LiJ_2014__O2.UC48-1__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	CosteaPI_2017__donald1-11-7-0__bin.10	ZeeviD_2015__PNP_Main_269__bin.12	CosteaPI_2017__donald4-11-0-0__bin.41	NielsenHB_2014__V1_CD28_0__bin.2	ZeeviD_2015__PNP_Main_481__bin.36	LeChatelierE_2013__MH0419__bin.80	ZeeviD_2015__PNP_Main_565__bin.20	CosteaPI_2017__mickey4-11-7-0__bin.60	HMP_2012__SRS021484__bin.33	LiJ_2014__V1.CD54-0__bin.51	HMP_2012__SRS052697__bin.59	LiuW_2016__SRR3993035__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	CosteaPI_2017__donald3-11-7-0__bin.24	HMP_2012__SRS011084__bin.6	ZellerG_2014__CCMD95433940ST-21-0__bin.78	LeChatelierE_2013__MH0302__bin.17	BackhedF_2015__SID281_12M__bin.21	LeChatelierE_2013__MH0067__bin.7	CosteaPI_2017__SID713B029-11-0-0__bin.42	HMP_2012__SRS024075__bin.36	ZeeviD_2015__PNP_Validation_41__bin.27	LeChatelierE_2013__MH0212__bin.16	LiJ_2014__V1.FI20__bin.90	LouisS_2016__AS60_0__bin.11	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	LeChatelierE_2013__MH0411__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	FengQ_2015__SID530119__bin.66	LiJ_2014__V1.FI18__bin.2	XieH_2016__YSZC12003_36006__bin.40	KosticAD_2015__PRJNA231909.3112359__bin.1	HMP_2012__SRS024435__bin.11
Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	0.9878883107152198	0.9886557276018797	0.9828074661409388	0.987620532965473	0.9874052933488863	0.9831554963605122	0.9823889900526411	0.9880187608048528	0.9856624272022146	0.9823612114433078	1.0	0.9820983373366508	0.9887547949455633	0.982007520971941	0.9864038302536973	0.9821474964106718	0.9839996042546042	0.9875234762368797	0.9863325196475667	0.9771810628864871	0.9724319539469015	0.9877173555359391	0.987601239466177	0.9878114517442371	0.9822150020522966	0.9770072229953257	0.9879246835187355	0.9861859115985843	0.9875481205853618	0.9875476989588045	0.987937896208921	0.9880913470787677	0.9882618168007157	0.9843552688060148	0.9896059522968453	0.982608275423715	0.9853344588222385	0.9824928967382537	0.9882055458537649	0.9809695963883723	0.983243955325505	0.9824145966089385	0.9887013670089722	0.9827478393111142
CosteaPI_2017__donald1-11-7-0__bin.10	0.9847668357392237	0.9845293994733386	0.9909232276056024	0.9810167954433592	0.9838732459675981	0.9918194598441255	0.9919177203696097	0.9848595969709275	0.9816710508860653	0.992174832967728	0.9820983373366508	1.0	0.9847266152680307	0.9990326867236473	0.9840830533388665	0.9921865699703524	0.9924027493805441	0.9819413452227564	0.984323388472088	0.9834645841059314	0.9764963443876049	0.9847347062616149	0.9835252487966353	0.9866437432416316	0.9994349948980883	0.9832368937973083	0.9815964063981188	0.9841407494430244	0.9840767173698863	0.9863336460018862	0.9806906966678356	0.9840418148892233	0.9847956904910862	0.9821201916187279	0.9864317449751636	0.9922050763587299	0.984706655420488	0.99242359967025	0.9862424970139807	0.9965327964559889	0.9808648927195581	0.9919217174400043	0.984502815621252	0.9921305711243079
ZeeviD_2015__PNP_Main_269__bin.12	0.993501916747708	0.9958820802074909	0.9871883300802747	0.9859603889273711	0.9966460505248531	0.9853356326125929	0.9847684583011808	0.9938040072580884	0.9854747131553367	0.9850392991524797	0.9887547949455633	0.9847266152680307	1.0	0.9847825944964436	0.9859089476721749	0.9844817488879452	0.985685286397841	0.9869625866668765	0.9855411679281817	0.9784664747192503	0.9736651182520848	0.997026217509417	0.9977531332751294	0.990867560003836	0.9846016862004594	0.9784009026381357	0.9864413907362796	0.9860867609027477	0.996666745732623	0.9906160569297289	0.9862407288338284	0.9924414100941302	0.9980244081637232	0.9841287827624874	0.9988966797436241	0.9851227437437267	0.9889509975243048	0.9847123146970959	0.9912347101283326	0.9833777673120571	0.9826224609320048	0.9846676423931459	0.9981381589942941	0.9846091113689159
CosteaPI_2017__donald4-11-0-0__bin.41	0.9849530729172296	0.9843610003715023	0.9908004642299483	0.9811802629737165	0.9839396460514783	0.9920395892087479	0.99213148258537	0.985215011678951	0.9817236369197828	0.9922552405391305	0.982007520971941	0.9990326867236473	0.9847825944964436	1.0	0.9836380800324387	0.9919349383341916	0.9924295483281588	0.9821447150583463	0.9841452591095113	0.9837127216823675	0.9769009442787979	0.9845631122670478	0.9836889647858029	0.9866821832190492	0.9994763064566955	0.983077920954083	0.9821303373298494	0.9842001860885717	0.9837808376297311	0.9865479588781315	0.9808598222323216	0.9841531479414329	0.9845554146536809	0.9817548392902481	0.985940769698717	0.9921106287089291	0.985309288378564	0.9926275803268714	0.9862412629292046	0.996842011487132	0.9806515598887281	0.9917534448998254	0.9843667904184163	0.9917934035998922
NielsenHB_2014__V1_CD28_0__bin.2	0.9854885851169611	0.9854226596531602	0.9840416139427107	0.9865332824395106	0.9847031593078278	0.9846275353507344	0.9838674545768283	0.9852566730266942	0.9853388806064539	0.9842130002267022	0.9864038302536973	0.9840830533388665	0.9859089476721749	0.9836380800324387	1.0	0.984039039986538	0.9852080793502255	0.9878860677733149	0.9952753777592994	0.9776973740176084	0.9730663061583746	0.9854083280299165	0.9849073596894042	0.985109485301126	0.9840557947250632	0.9776424134273236	0.9871763419177874	0.9949149868649233	0.9846214585315832	0.9853693284052853	0.98683712708553	0.9856469724353701	0.9859153468427969	0.9847107202637174	0.9861939106260754	0.9842136666814195	0.9845646983326781	0.9841546806966808	0.9858986223340296	0.9827490362590089	0.983854450844369	0.9836639169649326	0.9857952514314546	0.9844562590084501
ZeeviD_2015__PNP_Main_481__bin.36	0.9850347139330599	0.9845497017697316	0.9913764265404064	0.9812867873576027	0.9836295959623708	0.9929907844873992	0.9928365330741082	0.9855081371533818	0.9810639052872673	0.9926885902742729	0.9821474964106718	0.9921865699703524	0.9844817488879452	0.9919349383341916	0.984039039986538	1.0	0.9936045176030307	0.9820346687391133	0.9839654575276582	0.9828439808811135	0.9761026369319972	0.9845445049335413	0.9837352502866509	0.9870560428067021	0.9923861452244802	0.9824974942353443	0.9822089855951825	0.9842632331902719	0.9840731135435061	0.9871283047753636	0.9811394982133954	0.9844757832781239	0.9846119663433968	0.9813579419771993	0.9856572377598207	0.993983329659654	0.9857159366693632	0.9939117342470433	0.9865494183115756	0.991441130272453	0.9801640452476452	0.9930385521953617	0.9845753207201184	0.9931907606592387
LeChatelierE_2013__MH0419__bin.80	0.9854403213487968	0.9854014844861245	0.9914590251087231	0.9829559624420754	0.9849782921702864	0.9939323338735818	0.9943349596372015	0.9860095290192742	0.9822490936184932	0.9942099322980299	0.9839996042546042	0.9924027493805441	0.985685286397841	0.9924295483281588	0.9852080793502255	0.9936045176030307	1.0	0.9843901281585962	0.9862001252565141	0.9849675876159643	0.9796808862721873	0.9863342586361598	0.9851878839279582	0.9885295163010114	0.9926977074864124	0.9848101542250197	0.9843747025727626	0.9862011732722851	0.9851738616716621	0.9878644708305132	0.9829299926851607	0.9857740098907035	0.985889819271416	0.9830100087601283	0.98639062387902	0.998453265407203	0.9869661437784087	0.9987025394079448	0.9881246023003291	0.9913866678517262	0.9814544321563224	0.9949963317352746	0.9856278053564337	0.9941265502931248
ZeeviD_2015__PNP_Main_565__bin.20	0.986138677401476	0.9866115015360869	0.9824526110837157	0.9906477077133095	0.9860780844274202	0.9826290745516406	0.9816999227604531	0.9863107781344914	0.9866437112857441	0.9817974698722945	0.9875234762368797	0.9819413452227564	0.9869625866668765	0.9821447150583463	0.9878860677733149	0.9820346687391133	0.9843901281585962	1.0	0.9876300886423197	0.9767885725320987	0.9727163404577982	0.9867041465971769	0.9864658466558283	0.9854950790257918	0.9819853326093785	0.9771114750623463	0.990750296705137	0.9872436038156659	0.9855566795273896	0.9858773608473462	0.9914543225008039	0.9864319637173564	0.9869541871561371	0.9849493082462432	0.9888987203642323	0.9821848570820559	0.9835636350686696	0.9820915807777637	0.9863684057539471	0.9805072681957124	0.9838415312708658	0.9817088960353553	0.9870401951427701	0.982426102653735
CosteaPI_2017__mickey4-11-7-0__bin.60	0.9858002291316974	0.9852790801806572	0.9842983356209106	0.9863733488840963	0.9845710879231095	0.9846265909061598	0.9839783816938776	0.9855242765382856	0.9850597415633836	0.9840447921602913	0.9863325196475667	0.984323388472088	0.9855411679281817	0.9841452591095113	0.9952753777592994	0.9839654575276582	0.9862001252565141	0.9876300886423197	1.0	0.9777899992079491	0.9729102744367363	0.9854087547471517	0.9850108546394319	0.9850693205178219	0.9842510179220123	0.9777278988018906	0.9868733677347927	0.9946738646544115	0.9844289674819713	0.9854778322290728	0.9864399188883222	0.9854482502782244	0.9858594893699465	0.9844843001302981	0.9863726296397592	0.9842210993686257	0.9838729130286367	0.9844050897475501	0.9861756242094669	0.9831107956984324	0.9831823424633533	0.9838232611944003	0.9857077204893138	0.9846013737183523
HMP_2012__SRS021484__bin.33	0.9789787198646256	0.977897261072042	0.9822564728740213	0.9755835692088118	0.9770949957256337	0.9831092127587814	0.9823021045984711	0.9791821653677772	0.9756589325912403	0.9830448042520207	0.9771810628864871	0.9834645841059314	0.9784664747192503	0.9837127216823675	0.9776973740176084	0.9828439808811135	0.9849675876159643	0.9767885725320987	0.9777899992079491	1.0	0.986401212497579	0.9782184790540407	0.9772461833096574	0.9794609999262556	0.9837542116671438	0.9999309167174458	0.9762249222301683	0.9775802364974158	0.9772245005253277	0.9797672808100575	0.9758461749014674	0.9784923734825045	0.9784011484585714	0.9759143650296154	0.9803523102942434	0.9838369345037137	0.9799006752562299	0.9830634958103681	0.9794231120237996	0.9830655697981731	0.9733018634400858	0.9823545046271626	0.9780084869152196	0.9830007832168566
LiJ_2014__V1.CD54-0__bin.51	0.9741144562820023	0.9732340917691328	0.9756527459460244	0.9717653177794908	0.9719223367018609	0.9768346074869003	0.9751255866487288	0.9743726460825359	0.9718684302918272	0.9767993679516416	0.9724319539469015	0.9764963443876049	0.9736651182520848	0.9769009442787979	0.9730663061583746	0.9761026369319972	0.9796808862721873	0.9727163404577982	0.9729102744367363	0.986401212497579	1.0	0.973478889551782	0.9719783223777863	0.9741739805953621	0.9769960074264104	0.9866480708315956	0.9720971839669345	0.9724691594104934	0.972151575355433	0.974487571462793	0.9717767830638314	0.9738291826645842	0.9729165792052279	0.9711195147796899	0.975936733636213	0.9767168344297112	0.9739566310244899	0.9765161771258183	0.9741422868716009	0.9756928379224404	0.9678696604159192	0.9756387160170324	0.9732490913290949	0.9766315649325665
HMP_2012__SRS052697__bin.59	0.9924541300204377	0.9945272333576785	0.9864147012294108	0.9856626289287901	0.9960468311534465	0.9851405298823342	0.9844528760475407	0.992453711870124	0.984923757739259	0.9848368505787599	0.9877173555359391	0.9847347062616149	0.997026217509417	0.9845631122670478	0.9854083280299165	0.9845445049335413	0.9863342586361598	0.9867041465971769	0.9854087547471517	0.9782184790540407	0.973478889551782	1.0	0.9964564754804022	0.9902337276338168	0.9850059696690009	0.9781064527508412	0.9861239865855916	0.9855658708606346	0.9954089879399154	0.9896571171183598	0.9856917502189766	0.9916221216011104	0.9971147145198416	0.983899049242133	0.9977984895315207	0.9842772095863227	0.9887123433789636	0.9846820818533347	0.9906060698682944	0.9832193225374585	0.9827531430127536	0.9844546082451255	0.9972110940145668	0.9849121387197463
LiuW_2016__SRR3993035__bin.45	0.9924538270789088	0.9949223107256759	0.9853692279711022	0.9849326217926128	0.99695832032892	0.9841099483991169	0.9832765894973801	0.992258518702394	0.9847947176839076	0.9839274631063352	0.987601239466177	0.9835252487966353	0.9977531332751294	0.9836889647858029	0.9849073596894042	0.9837352502866509	0.9851878839279582	0.9864658466558283	0.9850108546394319	0.9772461833096574	0.9719783223777863	0.9964564754804022	1.0	0.9901829971442544	0.9838465035560053	0.9772000477694329	0.985247758368715	0.985121438948225	0.9972155575627688	0.9894149053415298	0.9851297679455344	0.9920481954249589	0.9977245129613009	0.9837074239226603	0.9987617439629177	0.9836349063378241	0.9887861095064128	0.9837147764803744	0.990293745336264	0.9826827298356019	0.9822058774413573	0.9829944569632226	0.9990624087181663	0.9837201382385188
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	0.9905452988609424	0.9906600061865767	0.9883309356902406	0.9849452735282171	0.990188045108605	0.9871307875974688	0.9868374634314232	0.9910751356001448	0.9844953646148815	0.9870855510945709	0.9878114517442371	0.9866437432416316	0.990867560003836	0.9866821832190492	0.985109485301126	0.9870560428067021	0.9885295163010114	0.9854950790257918	0.9850693205178219	0.9794609999262556	0.9741739805953621	0.9902337276338168	0.9901829971442544	1.0	0.9868451405122167	0.9791898535304957	0.9853880964261748	0.9854568483112851	0.9905939907684482	0.9946633666932377	0.9851297725713912	0.9893187778336076	0.9909500595419335	0.9836753410208179	0.9927304979434882	0.9870714010563175	0.9871025800191218	0.9871106446854109	0.9953440203700767	0.9857292029237731	0.9821425425072681	0.9866954098383905	0.9913961564993012	0.9871838363149529
CosteaPI_2017__donald3-11-7-0__bin.24	0.9849132836722326	0.9844832714258107	0.9910647375302989	0.9810735700421188	0.9841899491448995	0.9922238883569087	0.9924143489388176	0.9851405281045966	0.9817315080182863	0.9925926928802891	0.9822150020522966	0.9994349948980883	0.9846016862004594	0.9994763064566955	0.9840557947250632	0.9923861452244802	0.9926977074864124	0.9819853326093785	0.9842510179220123	0.9837542116671438	0.9769960074264104	0.9850059696690009	0.9838465035560053	0.9868451405122167	1.0	0.9833663129551962	0.9819265602022932	0.9842713545339556	0.9840623325037922	0.9866568517504744	0.9808860256704511	0.9842809081188675	0.9849568005254714	0.9821778976376224	0.9863185315038877	0.9925057450711594	0.9854943696659195	0.9929033482531198	0.9865100631923401	0.9970454684519371	0.9806820900575556	0.9921886926596502	0.9847122380718201	0.9924414231140669
HMP_2012__SRS011084__bin.6	0.979022743875064	0.9778416001310757	0.9820293924768961	0.9757550225889394	0.9768405575347556	0.9827354224968308	0.9820818178295684	0.9793929373573442	0.9757410095196064	0.9829161812339167	0.9770072229953257	0.9832368937973083	0.9784009026381357	0.983077920954083	0.9776424134273236	0.9824974942353443	0.9848101542250197	0.9771114750623463	0.9777278988018906	0.9999309167174458	0.9866480708315956	0.9781064527508412	0.9772000477694329	0.9791898535304957	0.9833663129551962	1.0	0.976329167068996	0.9772272435509165	0.9771343589140573	0.9796445333290325	0.9758730595540132	0.9789060203891261	0.9781579121533676	0.975841121446053	0.9798550155677712	0.9834890901520742	0.9799653365391049	0.9827166211661266	0.9793807563368132	0.9824295510021337	0.9733816005994271	0.9820809330968344	0.9778437604724111	0.9828419522344384
ZellerG_2014__CCMD95433940ST-21-0__bin.78	0.9858150640502904	0.9861178143110357	0.9821824125392548	0.992424860814318	0.9848154458476176	0.9824056063755293	0.9816115763551081	0.9859286759059592	0.9871017579745914	0.9819922875205404	0.9879246835187355	0.9815964063981188	0.9864413907362796	0.9821303373298494	0.9871763419177874	0.9822089855951825	0.9843747025727626	0.990750296705137	0.9868733677347927	0.9762249222301683	0.9720971839669345	0.9861239865855916	0.985247758368715	0.9853880964261748	0.9819265602022932	0.976329167068996	1.0	0.9867288239325467	0.9848666115669773	0.985648499676205	0.9936530039067734	0.9864062641966308	0.986201688194389	0.9842093826989664	0.9878145705066458	0.9818378826346265	0.9830716313716711	0.9821571482710953	0.9865507410413018	0.9803316811612409	0.9826381258758389	0.9814872686681423	0.9862081014914463	0.9820071683769822
LeChatelierE_2013__MH0302__bin.17	0.9857405908505696	0.9856825464216925	0.9845678400241815	0.986012295248272	0.9850145519448151	0.9849585823121534	0.9840677700359728	0.9856206109181899	0.9850458824561072	0.9843361481080283	0.9861859115985843	0.9841407494430244	0.9860867609027477	0.9842001860885717	0.9949149868649233	0.9842632331902719	0.9862011732722851	0.9872436038156659	0.9946738646544115	0.9775802364974158	0.9724691594104934	0.9855658708606346	0.985121438948225	0.9854568483112851	0.9842713545339556	0.9772272435509165	0.9867288239325467	1.0	0.984475374732334	0.9856612755313298	0.9862684540345907	0.9858517531300713	0.9859444505020301	0.9843959631888832	0.9864553759002342	0.9844114121969693	0.9843420374103418	0.9844012954770869	0.9859856487466856	0.9830677558405387	0.9829562057417095	0.9839937141957859	0.9860480125186625	0.984584213465838
BackhedF_2015__SID281_12M__bin.21	0.9918583114393345	0.9943917666266974	0.9858166620930411	0.9843532611679836	0.9959052675416393	0.9844978403435701	0.9837918215613383	0.9918462869438549	0.9839737117893872	0.9839784968040357	0.9875481205853618	0.9840767173698863	0.996666745732623	0.9837808376297311	0.9846214585315832	0.9840731135435061	0.9851738616716621	0.9855566795273896	0.9844289674819713	0.9772245005253277	0.972151575355433	0.9954089879399154	0.9972155575627688	0.9905939907684482	0.9840623325037922	0.9771343589140573	0.9848666115669773	0.984475374732334	1.0	0.9895993116375517	0.984611337629883	0.9906269403627814	0.9968175620951129	0.9833884789490092	0.9972581537963554	0.9837745779437824	0.9885518540560552	0.983831181287391	0.9902582062688848	0.9826581715586868	0.982161324875112	0.9836381438227746	0.9976690665335267	0.9840308663869002
