	BackhedF_2015__SID637_12M__bin.4	LeChatelierE_2013__MH0275__bin.50	HMP_2012__SRS050299__bin.13	FengQ_2015__SID31379__bin.19	BackhedF_2015__SID82_12M__bin.20	LeChatelierE_2013__MH0446__bin.94	NielsenHB_2014__V1_UC32_0__bin.45	BackhedF_2015__SID511_12M__bin.15	ZeeviD_2015__PNP_Main_123__bin.4	LiJ_2014__O2.UC48-1__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	CosteaPI_2017__donald1-11-7-0__bin.10	ZeeviD_2015__PNP_Main_269__bin.12	CosteaPI_2017__donald4-11-0-0__bin.41	NielsenHB_2014__V1_CD28_0__bin.2	ZeeviD_2015__PNP_Main_481__bin.36	LeChatelierE_2013__MH0419__bin.80	ZeeviD_2015__PNP_Main_565__bin.20	CosteaPI_2017__mickey4-11-7-0__bin.60	HMP_2012__SRS021484__bin.33	LiJ_2014__V1.CD54-0__bin.51	HMP_2012__SRS052697__bin.59	LiuW_2016__SRR3993035__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	CosteaPI_2017__donald3-11-7-0__bin.24	HMP_2012__SRS011084__bin.6	ZellerG_2014__CCMD95433940ST-21-0__bin.78	LeChatelierE_2013__MH0302__bin.17	BackhedF_2015__SID281_12M__bin.21	LeChatelierE_2013__MH0067__bin.7	CosteaPI_2017__SID713B029-11-0-0__bin.42	HMP_2012__SRS024075__bin.36	ZeeviD_2015__PNP_Validation_41__bin.27	LeChatelierE_2013__MH0212__bin.16	LiJ_2014__V1.FI20__bin.90	LouisS_2016__AS60_0__bin.11	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	LeChatelierE_2013__MH0411__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	FengQ_2015__SID530119__bin.66	LiJ_2014__V1.FI18__bin.2	XieH_2016__YSZC12003_36006__bin.40	KosticAD_2015__PRJNA231909.3112359__bin.1	HMP_2012__SRS024435__bin.11
Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	0.930331349276163	0.9153453619374847	0.7262823701035329	0.8915628277902409	0.7623268150129	0.86624351314109	0.8226696996526077	0.918509265854468	0.8972953233753254	0.9020136008878331	1.0	0.7379898606722083	0.5333893142402303	0.5891793915452347	0.9297574340330312	0.8879871503848132	0.5485769089219809	0.8085548081924856	0.8839711701499408	0.7475495673525437	0.8926911632268205	0.8991378433149573	0.5728477702893541	0.6996915978237818	0.8909199666396906	0.9113617149557462	0.8953558036762909	0.8574531476897416	0.6276935264072335	0.886735187803897	0.9150030098454754	0.9084735946684368	0.5394365835543565	0.8995572246276683	0.5528016288351755	0.5704132665239566	0.6532781639276914	0.8890137311718236	0.9358213454627411	0.671164634268113	0.5263092827818769	0.8644247676522919	0.9206247164896738	0.8406840765385161
CosteaPI_2017__donald1-11-7-0__bin.10	0.9397989810887005	0.9335708637228185	0.7631822016832908	0.8929549309603813	0.8108746586235583	0.9030182234020349	0.8702878292132982	0.9340194669089007	0.8919095620680431	0.929680421675236	0.9125311979116141	1.0	0.5623108649575063	0.6661269317717473	0.9104334047688342	0.9261603859280881	0.5522023006346882	0.7971314089844105	0.8924992724161955	0.7951917734524514	0.8974050980841762	0.9159442273941917	0.6281808641049837	0.7247557817189793	0.9755349578295367	0.9117380580714767	0.894339544988197	0.8747238856208861	0.6741735676888118	0.9106656436397417	0.9125200269279501	0.8878486155329588	0.565476368959952	0.9025896103972462	0.5088312505328265	0.6070183174734763	0.7145443267571516	0.9215544129795072	0.91706661727916	0.7551973001496325	0.5550838264734674	0.8947622785278995	0.9246981629611338	0.8912022624181652
ZeeviD_2015__PNP_Main_269__bin.12	0.9583791632573675	0.9579842993387078	0.7895199259567276	0.9021416547061742	0.8370477927861464	0.894817809284919	0.8676686094083246	0.9578099220667731	0.9094286126275972	0.9259567276092876	0.9404384247025527	0.80179843328728	1.0	0.6319968880363778	0.9337609488806321	0.9230836943837105	0.5585127966090327	0.8411045794154338	0.9012127603922148	0.772090582285952	0.8967124854126705	0.9359834207455299	0.5796434655470751	0.7622533567624847	0.9214883100159623	0.9145350162975681	0.9124609327842684	0.8892997746509101	0.6692976955372832	0.9338590360960952	0.9271538946493005	0.9215520247883998	0.5967349532534775	0.9101328285334871	0.5449667006478787	0.5825525479202156	0.6922207616262692	0.9226988906922777	0.9507166235194698	0.7072071467854221	0.556298708266824	0.887772296816944	0.966302430550898	0.888687777494601
CosteaPI_2017__donald4-11-0-0__bin.41	0.9003004477786762	0.8899449484835784	0.7150346665086106	0.8457781371673235	0.7493773011632648	0.8550702855876795	0.8220753617298114	0.8880948449709218	0.8515076720730332	0.8883820273239544	0.8743199705338205	0.7994338203438003	0.531926633728897	1.0	0.8763845788015676	0.8794673790482481	0.5289143942569174	0.7593284872193268	0.8450125527618193	0.7246598617855545	0.8583887588218608	0.8753198167113316	0.5556265867354211	0.6939722752604045	0.9332368061935425	0.8737413721812735	0.8431321081160414	0.8232516098440747	0.6100564627319157	0.8717981284460118	0.8710861702292803	0.8522760789095256	0.5412540625366035	0.8621792836387909	0.5043267867046566	0.5678858157319481	0.6611339963223725	0.8748872791624154	0.8802216737298002	0.6868999688121376	0.5183824930250674	0.8448495573722603	0.8817493145020737	0.8364619980835694
NielsenHB_2014__V1_CD28_0__bin.2	0.8993678552588824	0.8791922039912243	0.7074773469628133	0.8528559715518825	0.728834058911875	0.8364787800931007	0.7970120127208072	0.8801427355601926	0.8711676826599484	0.8675163398393263	0.896162904795143	0.7096891431787444	0.5104661591970805	0.5692318339163779	1.0	0.857626961731709	0.541856158083391	0.7892821836744139	0.8776990353067022	0.7216363258884193	0.8669200806439415	0.8586622803499826	0.5483040986059634	0.6678941692633655	0.8574679287257149	0.8840754797228334	0.857539424832156	0.8498114290192613	0.5989302165919548	0.85334544489598	0.8750449715092599	0.8587988562456204	0.5226677030546711	0.8635932201525525	0.5290427725456784	0.550357320124275	0.6244071208288782	0.8646707031412915	0.8808205736462601	0.6449397943203676	0.5032858418918603	0.8369792528381892	0.88468777971133	0.8091791834503013
ZeeviD_2015__PNP_Main_481__bin.36	0.8536276155716124	0.8319428344994496	0.6915717864936947	0.806220962089666	0.7070344386867876	0.8311323646288691	0.8071382380672223	0.8490699566537736	0.8325186001937768	0.8667898975783286	0.8380796979990011	0.706915515920617	0.4941214008473584	0.5593395433455532	0.839768850043777	1.0	0.5337787776265439	0.7354807643547633	0.8108751055159071	0.7111913503208894	0.8204548952873825	0.8231111362419599	0.5344088439046698	0.6534859852885807	0.8577827321450929	0.8679154005879721	0.8092667311990961	0.7944148483824486	0.5859441368159305	0.8275606427573567	0.8248541401053789	0.853304504659753	0.5031352977579243	0.828232444194931	0.4991121181401197	0.5463985025604295	0.6315700901614074	0.8540777270224388	0.8475342822921309	0.6492281014945226	0.48800652684041956	0.8483344305641382	0.8539421999455199	0.8131014294516494
LeChatelierE_2013__MH0419__bin.80	0.8898469537743385	0.8671001095732582	0.6756186137943527	0.8105006221029156	0.6627400441262498	0.8741006232907017	0.7511855588978533	0.8670978824745146	0.8284391601165217	0.9194510350070227	0.856476106199946	0.6972340918336744	0.49456662143181657	0.556468088644469	0.8776966453953992	0.8829993675039568	1.0	0.7268515356588204	0.811283076128174	0.6917866083067814	0.8350506739200798	0.8356460516508741	0.4898147350791808	0.6359346836480472	0.8489366345865466	0.8704340763924564	0.8061897013015165	0.7675205858160536	0.5477994779680545	0.8375680378666175	0.8309617206267946	0.8804716104299488	0.4802100005641983	0.8147128081933478	0.6736483737724973	0.5237817027506154	0.6081835485700541	0.9188534301774849	0.8576846784514833	0.6458838761020427	0.25489367830597964	0.8567982931515229	0.8677199853902323	0.8084398133988199
ZeeviD_2015__PNP_Main_565__bin.20	0.9005231724924213	0.881303242923586	0.7207180569096595	0.8714412816127778	0.7493817294526934	0.8454936308277526	0.8172966579826427	0.8859782313360078	0.8875504126243333	0.8724194330344537	0.9059461590508309	0.7223131469731114	0.5345112705845999	0.573323530508628	0.9175039024832046	0.8731434568808905	0.5216280147681684	1.0	0.8757827608803362	0.7383519533726511	0.8748078060319338	0.8649122807017544	0.5553683784316547	0.692919057437094	0.859469581941492	0.8890256311900309	0.8730374372006542	0.8553486662298015	0.6197569538787753	0.8662207446950202	0.8886441734460657	0.8723107495431565	0.5327115998316471	0.8732659921897059	0.5156344398804481	0.5630955615580099	0.6474366146157985	0.8638733943878828	0.8894672910639794	0.6627284883937752	0.5298799686735819	0.8483007549240548	0.8920645068486582	0.8214090494989371
CosteaPI_2017__mickey4-11-7-0__bin.60	0.8644384427041474	0.8554431527204082	0.690285591462161	0.8330303908192065	0.7169359662075023	0.8204787582004748	0.7945708651851299	0.8515714072108106	0.8510457357531354	0.8509583574752817	0.8686793263929126	0.7093032166420574	0.5022994037717511	0.5595793693811562	0.8948488869783002	0.8442998523447284	0.5106414593574192	0.7681125357456591	1.0	0.7152799842999458	0.8412719847485188	0.8362101190587444	0.5527115301945685	0.6654589462273144	0.8381025363063753	0.8560893781657103	0.8413476814384241	0.8414775806964095	0.6074271536175542	0.8328902117638263	0.852166700932658	0.8378488122161374	0.50882100069155	0.8504901594303123	0.5038703437190438	0.547826757378091	0.6289404332467339	0.8398197297347813	0.8594172289404333	0.6421172644524606	0.5034493392893856	0.8241967740126721	0.8558945292787321	0.8052511074145375
HMP_2012__SRS021484__bin.33	0.8926383198142133	0.8835595387481131	0.7239592088781875	0.8527160215015421	0.7704953199562815	0.8645139088171151	0.8391131321398472	0.8924973836243468	0.8723469045262026	0.8879517669945555	0.8898620466764813	0.7655212346689443	0.5212725915335272	0.5812915981088513	0.8912176377396551	0.8969960215241825	0.5274449174391271	0.7844281924452542	0.8664377727101124	1.0	0.9080354570549316	0.8657449779454673	0.6218325440340692	0.6991402892418142	0.8849632405588318	0.958530799651565	0.8746211278630847	0.8551855178725767	0.6691180507562726	0.859242102903795	0.8798040703956458	0.8760112454627321	0.5346603975532572	0.8635737682092105	0.4996838840881909	0.5937913363297839	0.7004607877597202	0.8910184026439403	0.8838266948991853	0.6911912617298247	0.5408044230191249	0.8535293761394463	0.8801499017691737	0.8482021013642509
LiJ_2014__V1.CD54-0__bin.51	0.9002385470525418	0.8767905433955886	0.7107213647503515	0.8540699930087658	0.7463761783302475	0.8643503722255941	0.8307559559936387	0.8836069966119403	0.8825722363498075	0.8881148060508747	0.9014740171938261	0.7328974055607199	0.5135930525571782	0.5841348924041395	0.9082674223857778	0.8778656377004218	0.540116046802855	0.7884455452010172	0.8645040257215952	0.7703216351805044	1.0	0.8673226070388667	0.5557238808263486	0.679207993054862	0.8815912548112751	0.950781424060601	0.864606781497046	0.840005416285734	0.6139417499596659	0.857503188310042	0.875539707904704	0.8733338199027373	0.523007690357475	0.8743618578244202	0.5262512196246245	0.5626478914899011	0.6424492751396327	0.8755733196069544	0.8924055799267073	0.665260577122531	0.5193800273503223	0.8695846746003089	0.8759680170248073	0.8312366033358174
HMP_2012__SRS052697__bin.59	0.9712552924361237	0.9649787803150841	0.7622835956703653	0.894785021469387	0.8196611442549038	0.8912632229749908	0.8511845368475409	0.9609550805888575	0.9054323192431429	0.9274745228941872	0.9443608774731745	0.778006837842454	0.5575628275467367	0.6195204121483071	0.9356572608877609	0.9159917218758021	0.5621553486690378	0.8107572665809689	0.8937287815635947	0.7638692040395808	0.9020703300961953	1.0	0.612717527989109	0.7280978792300785	0.9295011051815184	0.9166764050487768	0.9015085003590716	0.8692629692776517	0.6587710860942896	0.9315766290815057	0.9233644262394962	0.9305168933462379	0.5709183943555339	0.9076257025368735	0.5620190113194959	0.5925091366000361	0.6814000896929963	0.9184408001254503	0.9549387580616325	0.6961255222519533	0.5406799687972249	0.8847729658517389	0.9667711420275611	0.8618223459412921
LiuW_2016__SRR3993035__bin.45	0.9295270131374858	0.9467630954383212	0.741115658462746	0.8774442637962288	0.8261673300816654	0.8670613518715778	0.8410883743529367	0.9292758498252696	0.8696066229373399	0.8875804974678103	0.900566238717273	0.7986634523742782	0.5168342957522752	0.5886221524546354	0.8942946310104464	0.8901668815757509	0.49320849918708304	0.7792281960718357	0.8842062379697633	0.821234512530134	0.8651342714582049	0.9171176019883762	1.0	0.7355721253574032	0.8945779372465474	0.8807908654295379	0.8823965166040627	0.8642507148063016	0.7683332398946011	0.9059550372820542	0.9003479658387995	0.8753153557212535	0.5650546616583507	0.8735018968062641	0.4793309786772813	0.6522427164508232	0.7305660518398087	0.8981502868569079	0.911680215282839	0.7157623666162097	0.5935437573583001	0.845217618807348	0.9382990413186074	0.8464166246192372
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	0.9494350510382014	0.941936701069042	0.7829347108682243	0.9011874504911342	0.8152359305888085	0.9013303790528983	0.874267332311447	0.9477180025828779	0.9065024872745937	0.9234766832696719	0.934765498696809	0.7830515946698445	0.5775762238019887	0.6247629768017415	0.9257343193074888	0.92502539364114	0.5441652432040646	0.8262007746092809	0.904681895016748	0.7846530297996522	0.8985594706688358	0.9261345192804278	0.6250933005889292	1.0	0.9158144418830235	0.9137721515449307	0.9094671432646027	0.893599531956603	0.6853246669923321	0.9297814209385897	0.9196938406683212	0.9130352754042814	0.580942350241041	0.9075607938696988	0.5254371549466305	0.613659015647819	0.7030630543643077	0.9219413128973016	0.9530419326990693	0.7106026948068654	0.566545950262131	0.8838880126132868	0.950385367164418	0.8817701289469723
CosteaPI_2017__donald3-11-7-0__bin.24	0.9359203368007615	0.9169117411625215	0.7442377981038948	0.8802912562012499	0.7772008433602842	0.8953008764465541	0.8512500497264318	0.9331487552867688	0.8796009077863345	0.9247544484538233	0.908995293211299	0.8049491626068876	0.5332449092262179	0.6416407684941089	0.9076606842939187	0.9273028674443718	0.5547796076026621	0.7826372764857531	0.870159192500963	0.7585172887888	0.8907139163179348	0.9029446780104382	0.5805835020797777	0.6994141498623669	1.0	0.9096380983060024	0.8778840117635758	0.8531779798746214	0.6288336653280149	0.9005990458346714	0.9081094350204096	0.8904922092022521	0.5441556160789569	0.8899575894178272	0.5347206926964727	0.5816483754253429	0.6699353507872301	0.9136802507958656	0.9173105228891978	0.7193658497301189	0.5269682206863897	0.882854714405335	0.9296421928531716	0.8659792614096691
HMP_2012__SRS011084__bin.6	0.8916376870311254	0.8681297983073314	0.7030491440847744	0.8455371050451373	0.7316085574272331	0.8482458598245045	0.8153552361721799	0.8760243498871974	0.8782281853161248	0.8948518273837858	0.8936014176904532	0.7229792386301067	0.5085894567431444	0.5773153675910778	0.8993424859095798	0.9016787286289272	0.5466523567332138	0.7779907380167905	0.8541827416421394	0.7895442065516433	0.9231702035109378	0.8557706966814724	0.5493503883869482	0.6706485206515744	0.8741757762727068	1.0	0.853248431043542	0.8311746438173955	0.6043777393506541	0.8495638718316078	0.866333441652443	0.8928941576215548	0.5167954451892095	0.8629188254727382	0.5224814991116125	0.5561427891409237	0.6487449047669889	0.8725169553596279	0.8839552668496437	0.6588232441930778	0.5063334043546147	0.8670826617781646	0.8760970806523577	0.8311718464802739
ZellerG_2014__CCMD95433940ST-21-0__bin.78	0.9440796351986683	0.9365952655803961	0.75390715026687	0.9340092380656332	0.8007553052229819	0.8993458871580305	0.8616625363827056	0.9399769938689323	0.9270514351358873	0.9215308794477715	0.9580059250199562	0.7738871763459121	0.5537334595736692	0.6079184437232488	0.9519394697600636	0.9174567286828252	0.5524997163662523	0.8337051521625102	0.9160657786089788	0.7861579608488763	0.9160922341334264	0.9183974260809753	0.6005648254469584	0.7283892706568041	0.9206334266568917	0.9310970953360437	1.0	0.903913026445858	0.6583849004076695	0.9067590303643281	0.9620785495046458	0.9168782684655745	0.5593995206462473	0.9263869944641815	0.5488585204340946	0.5979238518429579	0.6880720689186762	0.9203159603635193	0.9401118152915984	0.6987458555131533	0.5551010066835812	0.8884055102787344	0.9390658045557431	0.8756585263357115
LeChatelierE_2013__MH0302__bin.17	0.9311879530642913	0.9207112509181326	0.7473299540868896	0.9081530160163824	0.794966947232366	0.8887371429016359	0.8666292925124516	0.9258320291310769	0.9212905503084665	0.9131964504935205	0.9360709901295896	0.7722751256835707	0.5506308186237487	0.6056310392350756	0.9625064561255979	0.9188975662677495	0.5366741674517835	0.8333906922783441	0.9348018261427018	0.7842888399218256	0.9080891685029315	0.9035201781501351	0.6001526111297116	0.7302058433451944	0.9128829228664938	0.9254172798363842	0.9222581256342576	1.0	0.6615365449151684	0.9032684216946583	0.93044254632189	0.8996550677017231	0.5538616066214543	0.9205513725917679	0.5340335796393912	0.5977430163537879	0.6866519765477183	0.9124193795371314	0.9251733096630357	0.7028375807502342	0.5605084961315154	0.8892961979584368	0.9263225649051501	0.8775664234751215
BackhedF_2015__SID281_12M__bin.21	0.9634726214967915	0.9669382729682771	0.7856918001094265	0.9127126234185681	0.8591223074512582	0.9151212978015021	0.8966550332259385	0.9618656434401807	0.9190186319102387	0.9395120838869795	0.9466190716241809	0.8222464276827607	0.5724807338318001	0.6199758630605151	0.937101258261667	0.9362787665923532	0.529141087797221	0.8341729154282083	0.932181366942432	0.8477106837150234	0.9168595016431906	0.9459113128817112	0.7370565124201979	0.773620462043838	0.9294808406768382	0.9295719099375207	0.9279721026888378	0.913867123494937	1.0	0.9335696353572461	0.9340436257612709	0.922104947642346	0.5992522281492934	0.9251683167890843	0.5258030767068494	0.6648192275175452	0.7563553077961741	0.9415027001677252	0.9543699979132949	0.7495107716291287	0.6101791052696116	0.8976216581346004	0.9686384715279486	0.8992515827765798
