	BackhedF_2015__SID637_12M__bin.4	LeChatelierE_2013__MH0275__bin.50	HMP_2012__SRS050299__bin.13	FengQ_2015__SID31379__bin.19	BackhedF_2015__SID82_12M__bin.20	LeChatelierE_2013__MH0446__bin.94	NielsenHB_2014__V1_UC32_0__bin.45	BackhedF_2015__SID511_12M__bin.15	ZeeviD_2015__PNP_Main_123__bin.4	LiJ_2014__O2.UC48-1__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	CosteaPI_2017__donald1-11-7-0__bin.10	ZeeviD_2015__PNP_Main_269__bin.12	CosteaPI_2017__donald4-11-0-0__bin.41	NielsenHB_2014__V1_CD28_0__bin.2	ZeeviD_2015__PNP_Main_481__bin.36	LeChatelierE_2013__MH0419__bin.80	ZeeviD_2015__PNP_Main_565__bin.20	CosteaPI_2017__mickey4-11-7-0__bin.60	HMP_2012__SRS021484__bin.33	LiJ_2014__V1.CD54-0__bin.51	HMP_2012__SRS052697__bin.59	LiuW_2016__SRR3993035__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	CosteaPI_2017__donald3-11-7-0__bin.24	HMP_2012__SRS011084__bin.6	ZellerG_2014__CCMD95433940ST-21-0__bin.78	LeChatelierE_2013__MH0302__bin.17	BackhedF_2015__SID281_12M__bin.21	LeChatelierE_2013__MH0067__bin.7	CosteaPI_2017__SID713B029-11-0-0__bin.42	HMP_2012__SRS024075__bin.36	ZeeviD_2015__PNP_Validation_41__bin.27	LeChatelierE_2013__MH0212__bin.16	LiJ_2014__V1.FI20__bin.90	LouisS_2016__AS60_0__bin.11	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	LeChatelierE_2013__MH0411__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	FengQ_2015__SID530119__bin.66	LiJ_2014__V1.FI18__bin.2	XieH_2016__YSZC12003_36006__bin.40	KosticAD_2015__PRJNA231909.3112359__bin.1	HMP_2012__SRS024435__bin.11
Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	23988.0	22089.0	26720.0	23503.0	20450.0	31213.0	31016.0	23425.0	27450.0	34062.0	0.0	28291.0	12758.0	22703.0	26952.0	33946.0	18760.0	21484.0	25761.0	36713.0	53224.0	23515.0	15125.0	18157.0	33927.0	45107.0	23016.0	25260.0	16645.0	23515.0	23495.0	23027.0	13475.0	30068.0	12211.0	21233.0	20449.0	33316.0	23490.0	27383.0	18863.0	32542.0	22126.0	31038.0
CosteaPI_2017__donald1-11-7-0__bin.10	24726.0	24951.0	11890.0	29389.0	22606.0	12668.0	12061.0	24422.0	28324.0	12471.0	28291.0	0.0	14834.0	1097.0	25046.0	12405.0	7190.0	24934.0	24176.0	22740.0	36738.0	24150.0	17897.0	16687.0	938.0	26438.0	28519.0	23975.0	18554.0	21461.0	30559.0	24489.0	14849.0	27948.0	11904.0	8111.0	18875.0	11966.0	21758.0	4469.0	18418.0	12394.0	24757.0	12023.0
ZeeviD_2015__PNP_Main_269__bin.12	7477.0	4725.0	12222.0	15323.0	3360.0	15885.0	16008.0	7123.0	15989.0	16775.0	12758.0	14834.0	0.0	11649.0	15919.0	17356.0	9675.0	13253.0	15771.0	20268.0	28930.0	3330.0	1557.0	8380.0	17190.0	24082.0	14960.0	14967.0	2670.0	10552.0	15429.0	8372.0	1409.0	17508.0	718.0	10494.0	9225.0	17087.0	10028.0	14259.0	11735.0	16489.0	2150.0	16570.0
CosteaPI_2017__donald4-11-0-0__bin.41	19492.0	20038.0	9409.0	22991.0	17335.0	9724.0	9240.0	18888.0	22466.0	9827.0	22703.0	1097.0	11649.0	0.0	20660.0	10134.0	5718.0	19564.0	19293.0	17004.0	28765.0	19450.0	13057.0	13275.0	693.0	21315.0	21741.0	18730.0	14254.0	16847.0	24090.0	19449.0	12033.0	22708.0	10192.0	6400.0	13970.0	9209.0	17403.0	3084.0	14495.0	9956.0	19846.0	9809.0
NielsenHB_2014__V1_CD28_0__bin.2	28896.0	28378.0	25034.0	25402.0	24704.0	28495.0	28515.0	28737.0	28283.0	30362.0	26952.0	25046.0	15919.0	20660.0	0.0	30352.0	17751.0	21118.0	9091.0	35918.0	52357.0	27743.0	18333.0	22028.0	30314.0	44114.0	24306.0	9477.0	20411.0	27646.0	25467.0	27287.0	16292.0	29257.0	16160.0	19261.0	21359.0	30376.0	27489.0	24702.0	18021.0	30329.0	27815.0	27877.0
ZeeviD_2015__PNP_Main_481__bin.36	28899.0	29092.0	13405.0	34260.0	26221.0	13073.0	12977.0	27822.0	35807.0	14226.0	33946.0	12405.0	17356.0	10134.0	30352.0	0.0	7656.0	29982.0	29445.0	27663.0	44760.0	28793.0	19689.0	19096.0	14665.0	34453.0	32664.0	28303.0	21132.0	24046.0	35333.0	29984.0	17522.0	35059.0	16184.0	7370.0	20394.0	11658.0	25749.0	12489.0	22007.0	13252.0	29811.0	12422.0
LeChatelierE_2013__MH0419__bin.80	17710.0	17304.0	7840.0	18931.0	13615.0	7188.0	5765.0	16573.0	20167.0	7213.0	18760.0	7190.0	9675.0	5718.0	17751.0	7656.0	0.0	15526.0	15292.0	14222.0	23330.0	15596.0	9920.0	9940.0	8412.0	18085.0	17238.0	14466.0	11105.0	13860.0	19439.0	17116.0	9258.0	18968.0	12520.0	1093.0	10819.0	1608.0	13885.0	7559.0	6488.0	5804.0	17044.0	6434.0
ZeeviD_2015__PNP_Main_565__bin.20	23759.0	22448.0	24162.0	15442.0	19859.0	28055.0	28597.0	23081.0	22552.0	30360.0	21484.0	24934.0	13253.0	19564.0	21118.0	29982.0	15526.0	0.0	20589.0	32933.0	46057.0	21876.0	14302.0	19143.0	29595.0	39089.0	15299.0	20745.0	17048.0	23291.0	14377.0	22521.0	13217.0	25047.0	10865.0	19171.0	20308.0	29568.0	23073.0	24730.0	16335.0	29667.0	21985.0	27580.0
CosteaPI_2017__mickey4-11-7-0__bin.60	26648.0	27353.0	23566.0	24629.0	24044.0	27416.0	27688.0	26769.0	27624.0	29528.0	25761.0	24176.0	15771.0	19293.0	9091.0	29445.0	15292.0	20589.0	0.0	34771.0	50131.0	26499.0	18000.0	21586.0	28700.0	41735.0	23950.0	9643.0	20562.0	26267.0	25070.0	26478.0	15619.0	28686.0	14898.0	18796.0	22063.0	28473.0	25783.0	23608.0	18430.0	29003.0	26559.0	26952.0
HMP_2012__SRS021484__bin.33	33864.0	35283.0	23105.0	37705.0	31911.0	26242.0	26710.0	33524.0	38451.0	27058.0	36713.0	22740.0	20268.0	17004.0	35918.0	27663.0	14222.0	32933.0	34771.0	0.0	22117.0	34058.0	25580.0	25902.0	25820.0	117.0	37633.0	34651.0	27552.0	31349.0	38474.0	34019.0	20853.0	37655.0	17693.0	17235.0	25384.0	27121.0	32806.0	21036.0	26209.0	27087.0	34966.0	25915.0
LiJ_2014__V1.CD54-0__bin.51	49821.0	50219.0	36937.0	51680.0	44905.0	42689.0	44134.0	48400.0	53204.0	43931.0	53224.0	36738.0	28930.0	28765.0	52357.0	44760.0	23330.0	46057.0	50131.0	22117.0	0.0	49210.0	33366.0	37500.0	43230.0	26796.0	51685.0	49526.0	36627.0	46754.0	52957.0	48879.0	30321.0	54154.0	27023.0	27933.0	35777.0	43852.0	49333.0	34516.0	35908.0	45220.0	50143.0	41422.0
HMP_2012__SRS052697__bin.59	14787.0	10633.0	21022.0	26062.0	6514.0	26919.0	26917.0	14631.0	27752.0	28594.0	23515.0	24150.0	3330.0	19450.0	27743.0	28793.0	15596.0	21876.0	26499.0	34058.0	49210.0	0.0	4363.0	14379.0	28332.0	41086.0	25401.0	25492.0	6084.0	19495.0	26839.0	15742.0	3308.0	29741.0	2483.0	18952.0	15577.0	28609.0	18133.0	23790.0	19000.0	27976.0	5414.0	26436.0
LiuW_2016__SRR3993035__bin.45	9455.0	6464.0	14721.0	17957.0	3372.0	18729.0	19137.0	9699.0	17962.0	19396.0	15125.0	17897.0	1557.0	13057.0	18333.0	19689.0	9920.0	14302.0	18000.0	25580.0	33366.0	4363.0	0.0	9756.0	19649.0	27492.0	17675.0	17462.0	2870.0	12966.0	18181.0	9386.0	1724.0	19354.0	795.0	14517.0	11084.0	19891.0	11954.0	16874.0	14385.0	19561.0	1178.0	18739.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	14266.0	13980.0	14552.0	21684.0	12717.0	18498.0	18357.0	13435.0	22474.0	19020.0	18157.0	16687.0	8380.0	13275.0	22028.0	19096.0	9940.0	19143.0	21586.0	25902.0	37500.0	14379.0	9756.0	0.0	19218.0	30571.0	21230.0	20760.0	10244.0	7853.0	21854.0	15518.0	8352.0	23710.0	6057.0	12653.0	14461.0	18951.0	7018.0	16195.0	16216.0	18762.0	12984.0	18021.0
CosteaPI_2017__donald3-11-7-0__bin.24	29551.0	29789.0	13831.0	35005.0	25735.0	14463.0	13412.0	29013.0	33739.0	14225.0	33927.0	938.0	17190.0	693.0	30314.0	14665.0	8412.0	29595.0	28700.0	25820.0	43230.0	28332.0	19649.0	19218.0	0.0	31716.0	33307.0	28103.0	20993.0	25105.0	36476.0	29314.0	17131.0	33287.0	15289.0	9053.0	20326.0	13461.0	25856.0	4394.0	21397.0	14327.0	29750.0	13595.0
HMP_2012__SRS011084__bin.6	40978.0	42195.0	27595.0	45063.0	37204.0	31963.0	31908.0	39535.0	46833.0	33360.0	45107.0	26438.0	24082.0	21315.0	44114.0	34453.0	18085.0	39089.0	41735.0	117.0	26796.0	41086.0	27492.0	30571.0	31716.0	0.0	44371.0	41545.0	30335.0	37863.0	45941.0	41269.0	24752.0	45822.0	23040.0	20026.0	28448.0	32914.0	39917.0	25273.0	29699.0	33934.0	42578.0	31123.0
ZellerG_2014__CCMD95433940ST-21-0__bin.78	26701.0	25916.0	26882.0	14013.0	24268.0	31659.0	31727.0	26369.0	23810.0	33216.0	23016.0	28519.0	14960.0	21741.0	24306.0	32664.0	17238.0	15299.0	23950.0	37633.0	51685.0	25401.0	17675.0	21230.0	33307.0	44371.0	0.0	23896.0	19885.0	25951.0	12079.0	24836.0	15384.0	29214.0	13308.0	21740.0	23289.0	32863.0	25191.0	27555.0	19278.0	32937.0	25813.0	31536.0
LeChatelierE_2013__MH0302__bin.17	25950.0	25764.0	22566.0	24819.0	23299.0	26146.0	27030.0	26021.0	26944.0	27995.0	25260.0	23975.0	14967.0	18730.0	9477.0	28303.0	14466.0	20745.0	9643.0	34651.0	49526.0	25492.0	17462.0	20760.0	28103.0	41545.0	23896.0	0.0	20097.0	25314.0	24956.0	24873.0	15211.0	28111.0	14126.0	18235.0	21042.0	27853.0	25333.0	23321.0	18723.0	27868.0	25250.0	26470.0
BackhedF_2015__SID281_12M__bin.21	11029.0	7605.0	15764.0	20232.0	4926.0	20095.0	20601.0	11027.0	20874.0	21333.0	16645.0	18554.0	2670.0	14254.0	20411.0	21132.0	11105.0	17048.0	20562.0	27552.0	36627.0	6084.0	2870.0	10244.0	20993.0	30335.0	19885.0	20097.0	0.0	13683.0	20358.0	12167.0	2668.0	21794.0	2016.0	15291.0	12215.0	21578.0	13093.0	18446.0	15455.0	20822.0	3156.0	20351.0
LeChatelierE_2013__MH0067__bin.7	19777.0	19540.0	18463.0	27599.0	16809.0	22434.0	22298.0	19278.0	28706.0	23486.0	23515.0	21461.0	10552.0	16847.0	27646.0	24046.0	13860.0	23291.0	26267.0	31349.0	46754.0	19495.0	12966.0	7853.0	25105.0	37863.0	25951.0	25314.0	13683.0	0.0	28078.0	19949.0	11028.0	30033.0	8684.0	15122.0	17420.0	24108.0	6929.0	20004.0	18917.0	23183.0	18376.0	22416.0
CosteaPI_2017__SID713B029-11-0-0__bin.42	27636.0	26060.0	28774.0	9742.0	24894.0	33648.0	33996.0	27563.0	23064.0	35975.0	23495.0	30559.0	15429.0	24090.0	25467.0	35333.0	19439.0	14377.0	25070.0	38474.0	52957.0	26839.0	18181.0	21854.0	36476.0	45941.0	12079.0	24956.0	20358.0	28078.0	0.0	25164.0	15713.0	28864.0	14966.0	22841.0	23207.0	35094.0	27423.0	29307.0	18221.0	34840.0	27494.0	33454.0
HMP_2012__SRS024075__bin.36	10570.0	14675.0	22187.0	25100.0	13240.0	28026.0	27725.0	8558.0	28977.0	30643.0	23027.0	24489.0	8372.0	19449.0	27287.0	29984.0	17116.0	22521.0	26478.0	34019.0	48879.0	15742.0	9386.0	15518.0	29314.0	41269.0	24836.0	24873.0	12167.0	19949.0	25164.0	0.0	8341.0	29094.0	7618.0	18811.0	17619.0	29238.0	19204.0	24518.0	17937.0	28954.0	14135.0	27107.0
ZeeviD_2015__PNP_Validation_41__bin.27	7544.0	4655.0	13513.0	15689.0	2868.0	16676.0	16879.0	7329.0	16807.0	17344.0	13475.0	14849.0	1409.0	12033.0	16292.0	17522.0	9258.0	13217.0	15619.0	20853.0	30321.0	3308.0	1724.0	8352.0	17131.0	24752.0	15384.0	15211.0	2668.0	11028.0	15713.0	8341.0	0.0	18175.0	571.0	11640.0	9187.0	17585.0	9930.0	14613.0	12639.0	16851.0	1952.0	16093.0
LeChatelierE_2013__MH0212__bin.16	31426.0	29637.0	26688.0	29985.0	25561.0	32451.0	33223.0	31087.0	18866.0	33880.0	30068.0	27948.0	17508.0	22708.0	29257.0	35059.0	18968.0	25047.0	28686.0	37655.0	54154.0	29741.0	19354.0	23710.0	33287.0	45822.0	29214.0	28111.0	21794.0	30033.0	28864.0	29094.0	18175.0	0.0	16926.0	21827.0	24878.0	32855.0	30185.0	27941.0	7168.0	35015.0	29705.0	31378.0
LiJ_2014__V1.FI20__bin.90	6589.0	3866.0	10740.0	15063.0	1756.0	14892.0	13950.0	6355.0	15666.0	16526.0	12211.0	11904.0	718.0	10192.0	16160.0	16184.0	12520.0	10865.0	14898.0	17693.0	27023.0	2483.0	795.0	6057.0	15289.0	23040.0	13308.0	14126.0	2016.0	8684.0	14966.0	7618.0	571.0	16926.0	0.0	8954.0	7569.0	15579.0	8169.0	12558.0	5744.0	14809.0	925.0	14823.0
LouisS_2016__AS60_0__bin.11	18375.0	19169.0	8418.0	21906.0	17427.0	7737.0	7071.0	18341.0	21593.0	7138.0	21233.0	8111.0	10494.0	6400.0	19261.0	7370.0	1093.0	19171.0	18796.0	17235.0	27933.0	18952.0	14517.0	12653.0	9053.0	20026.0	21740.0	18235.0	15291.0	15122.0	22841.0	18811.0	11640.0	21827.0	8954.0	0.0	13007.0	2425.0	16293.0	8307.0	15320.0	6475.0	19145.0	7628.0
VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	17130.0	16407.0	15586.0	23491.0	14157.0	18876.0	19371.0	16620.0	24567.0	19616.0	20449.0	18875.0	9225.0	13970.0	21359.0	20394.0	10819.0	20308.0	22063.0	25384.0	35777.0	15577.0	11084.0	14461.0	20326.0	28448.0	23289.0	21042.0	12215.0	17420.0	23207.0	17619.0	9187.0	24878.0	7569.0	13007.0	0.0	19860.0	17523.0	17222.0	16703.0	20232.0	15286.0	19124.0
LeChatelierE_2013__MH0411__bin.47	29071.0	29614.0	13187.0	33596.0	26084.0	11429.0	10277.0	28734.0	33990.0	10934.0	33316.0	11966.0	17087.0	9209.0	30376.0	11658.0	1608.0	29568.0	28473.0	27121.0	43852.0	28609.0	19891.0	18951.0	13461.0	32914.0	32863.0	27853.0	21578.0	24108.0	35094.0	29238.0	17585.0	32855.0	15579.0	2425.0	19860.0	0.0	25323.0	12114.0	21373.0	10081.0	29378.0	11135.0
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	18595.0	18545.0	19299.0	26665.0	15398.0	24602.0	24180.0	18045.0	28242.0	25382.0	23490.0	21758.0	10028.0	17403.0	27489.0	25749.0	13885.0	23073.0	25783.0	32806.0	49333.0	18133.0	11954.0	7018.0	25856.0	39917.0	25191.0	25333.0	13093.0	6929.0	27423.0	19204.0	9930.0	30185.0	8169.0	16293.0	17523.0	25323.0	0.0	21339.0	18619.0	25023.0	17136.0	23748.0
FengQ_2015__SID530119__bin.66	23406.0	24540.0	11547.0	28348.0	21377.0	12665.0	11465.0	23088.0	27695.0	12454.0	27383.0	4469.0	14259.0	3084.0	24702.0	12489.0	7559.0	24730.0	23608.0	21036.0	34516.0	23790.0	16874.0	16195.0	4394.0	25273.0	27555.0	23321.0	18446.0	20004.0	29307.0	24518.0	14613.0	27941.0	12558.0	8307.0	17222.0	12114.0	21339.0	0.0	17780.0	12228.0	24183.0	12011.0
LiJ_2014__V1.FI18__bin.2	19658.0	18915.0	18365.0	18691.0	18548.0	21242.0	22264.0	19335.0	11195.0	21614.0	18863.0	18418.0	11735.0	14495.0	18021.0	22007.0	6488.0	16335.0	18430.0	26209.0	35908.0	19000.0	14385.0	16216.0	21397.0	29699.0	19278.0	18723.0	15455.0	18917.0	18221.0	17937.0	12639.0	7168.0	5744.0	15320.0	16703.0	21373.0	18619.0	17780.0	0.0	21932.0	20012.0	20275.0
XieH_2016__YSZC12003_36006__bin.40	27882.0	28233.0	13332.0	34081.0	25830.0	13017.0	10922.0	26861.0	35128.0	12188.0	32542.0	12394.0	16489.0	9956.0	30329.0	13252.0	5804.0	29667.0	29003.0	27087.0	45220.0	27976.0	19561.0	18762.0	14327.0	33934.0	32937.0	27868.0	20822.0	23183.0	34840.0	28954.0	16851.0	35015.0	14809.0	6475.0	20232.0	10081.0	25023.0	12228.0	21932.0	0.0	28910.0	11747.0
KosticAD_2015__PRJNA231909.3112359__bin.1	13286.0	8132.0	21432.0	27751.0	4041.0	27418.0	27899.0	13460.0	28386.0	29762.0	22126.0	24757.0	2150.0	19846.0	27815.0	29811.0	17044.0	21985.0	26559.0	34966.0	50143.0	5414.0	1178.0	12984.0	29750.0	42578.0	25813.0	25250.0	3156.0	18376.0	27494.0	14135.0	1952.0	29705.0	925.0	19145.0	15286.0	29378.0	17136.0	24183.0	20012.0	28910.0	0.0	27769.0
HMP_2012__SRS024435__bin.11	26430.0	27504.0	12008.0	32292.0	24747.0	12030.0	12021.0	25854.0	31782.0	11949.0	31038.0	12023.0	16570.0	9809.0	27877.0	12422.0	6434.0	27580.0	26952.0	25915.0	41422.0	26436.0	18739.0	18021.0	13595.0	31123.0	31536.0	26470.0	20351.0	22416.0	33454.0	27107.0	16093.0	31378.0	14823.0	7628.0	19124.0	11135.0	23748.0	12011.0	20275.0	11747.0	27769.0	0.0
