	BackhedF_2015__SID637_12M__bin.4	LeChatelierE_2013__MH0275__bin.50	HMP_2012__SRS050299__bin.13	FengQ_2015__SID31379__bin.19	BackhedF_2015__SID82_12M__bin.20	LeChatelierE_2013__MH0446__bin.94	NielsenHB_2014__V1_UC32_0__bin.45	BackhedF_2015__SID511_12M__bin.15	ZeeviD_2015__PNP_Main_123__bin.4	LiJ_2014__O2.UC48-1__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	CosteaPI_2017__donald1-11-7-0__bin.10	ZeeviD_2015__PNP_Main_269__bin.12	CosteaPI_2017__donald4-11-0-0__bin.41	NielsenHB_2014__V1_CD28_0__bin.2	ZeeviD_2015__PNP_Main_481__bin.36	LeChatelierE_2013__MH0419__bin.80	ZeeviD_2015__PNP_Main_565__bin.20	CosteaPI_2017__mickey4-11-7-0__bin.60	HMP_2012__SRS021484__bin.33	LiJ_2014__V1.CD54-0__bin.51	HMP_2012__SRS052697__bin.59	LiuW_2016__SRR3993035__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	CosteaPI_2017__donald3-11-7-0__bin.24	HMP_2012__SRS011084__bin.6	ZellerG_2014__CCMD95433940ST-21-0__bin.78	LeChatelierE_2013__MH0302__bin.17	BackhedF_2015__SID281_12M__bin.21	LeChatelierE_2013__MH0067__bin.7	CosteaPI_2017__SID713B029-11-0-0__bin.42	HMP_2012__SRS024075__bin.36	ZeeviD_2015__PNP_Validation_41__bin.27	LeChatelierE_2013__MH0212__bin.16	LiJ_2014__V1.FI20__bin.90	LouisS_2016__AS60_0__bin.11	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	LeChatelierE_2013__MH0411__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	FengQ_2015__SID530119__bin.66	LiJ_2014__V1.FI18__bin.2	XieH_2016__YSZC12003_36006__bin.40	KosticAD_2015__PRJNA231909.3112359__bin.1	HMP_2012__SRS024435__bin.11
Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	0.9417373798082638	0.9258484388269116	0.7389874366292013	0.9027382461492522	0.7720505654039898	0.881084951818698	0.8374174669939299	0.9296475960701783	0.9103474968831695	0.9182097077739602	1.0	0.7514419204430797	0.5394556031150236	0.5999744186909026	0.9425728140105691	0.9041281005450055	0.5574970828748826	0.8187702142268216	0.8962202427086137	0.7650061956218873	0.9179985906505546	0.9103189675421688	0.5800395416666271	0.7083250518996261	0.9070518825085659	0.9328095980310951	0.9062996588841794	0.8694640002510582	0.6356080410898589	0.8979163120311084	0.9261746242923534	0.9194226802555088	0.5458437980541088	0.9138542283811786	0.5586078252178452	0.5805093248151061	0.6630014388297645	0.904855123251508	0.9469905824645356	0.6841849500118397	0.5352784321034968	0.8798981312330666	0.9311453864727178	0.8554423046382051
CosteaPI_2017__donald1-11-7-0__bin.10	0.954336546461003	0.9482407170595619	0.7701728856708616	0.9102340909024097	0.8241657773975724	0.9104663297733172	0.8773790520538441	0.9483782965425805	0.9085625589783841	0.9370127025843189	0.9291647925871704	1.0	0.5710324634664738	0.6667719090917108	0.9251591130238971	0.9334538623676017	0.5564296360317138	0.8117912672305073	0.9067134672087533	0.8085616770586213	0.919005076918102	0.9301431355775251	0.6387033427698748	0.7345668451084321	0.9760864516546285	0.9272821878665479	0.9111071914677202	0.88881990316521	0.6850823272098705	0.9232835636613781	0.9304870842850718	0.9022468375827167	0.5742067866665491	0.9190215394203436	0.5158301657715181	0.611787151604947	0.7256418171074795	0.9285897809017336	0.9298591574138585	0.7578248330966849	0.565912625269353	0.9020492875558181	0.9392539546752037	0.8982711432913834
ZeeviD_2015__PNP_Main_269__bin.12	0.9646475231720567	0.9619455138093386	0.7997662673874261	0.914987726522783	0.8398646564097061	0.9081350350766589	0.8810889525291411	0.9637815052782659	0.9228330270553045	0.9400200869203632	0.9511341229493904	0.8142345508443884	1.0	0.641762853616987	0.9471066786495151	0.9376341363630266	0.5666238548108007	0.8522152620353852	0.9144344140252981	0.7890823060723532	0.9209660165524272	0.9387751338010221	0.5809487800297782	0.7692787487760057	0.9358995855186383	0.9347242156376172	0.9250026827272605	0.9018473930597846	0.6715360960952905	0.942705329237703	0.9400888318064144	0.9285707099837694	0.5979161916003809	0.9248107000576786	0.5455686375769607	0.5913502166302262	0.6999545613070247	0.9370238159112554	0.9591236200721653	0.7191612117879036	0.5661367721425601	0.9015958873791096	0.9681048879290687	0.9025792745905488
CosteaPI_2017__donald4-11-0-0__bin.41	0.9140541539833674	0.9040839165181362	0.7216737298002143	0.8620007648787977	0.7616090114576586	0.861931615319591	0.8285951773121707	0.9014223640964198	0.8673598557173279	0.8953160346538077	0.8903393832141562	0.8002078720422687	0.5401462583737999	1.0	0.8909624348547648	0.886618007956433	0.5329490593543125	0.7731329971818026	0.8586258430248558	0.7366580159156884	0.8786855656645626	0.8890438873906484	0.564839707088112	0.7033392181019433	0.9337257923622195	0.8887814013087613	0.8584727261437549	0.8364676429455454	0.6201141955577759	0.8836855021598653	0.8880842608547168	0.8659994439810954	0.5497446405563576	0.8782022243578617	0.511518340862168	0.572401705312803	0.6709913365480822	0.8813852209046174	0.8925013653509904	0.689076063103912	0.5286102773179567	0.8518745881014776	0.895752805849206	0.8433833044739765
NielsenHB_2014__V1_CD28_0__bin.2	0.9126111340519915	0.8921980790462786	0.7189506388131279	0.8644979208840585	0.7401561089985641	0.8495382772279859	0.8100806760231849	0.8933131433217366	0.8841300184194135	0.8814314987096328	0.9085152321079848	0.7211679347295545	0.5177619702127055	0.5787004849360912	1.0	0.8715375375182693	0.5499915900413257	0.7989607399297046	0.8818655167404008	0.7380978460881318	0.8909157322140832	0.8713771295871512	0.5567062660379287	0.6779897861395632	0.8713610887940394	0.9042932953609568	0.868679068185745	0.8541548174855644	0.6082847488263868	0.8660158382208102	0.8867167108857863	0.8713047168639608	0.5301344630940307	0.8770019482689005	0.5364490358795877	0.5591847977278904	0.634196129402453	0.8785922783288427	0.8934190125562745	0.6562609277903074	0.5115450171109431	0.8508792875321332	0.8974356271514714	0.8219554460096694
ZeeviD_2015__PNP_Main_481__bin.36	0.8665964797963683	0.84499831039919	0.6975874834012988	0.8215956563123082	0.7188015098254887	0.8369990715048936	0.8129618634883323	0.8615555008062066	0.8485875341117614	0.8731740306784835	0.8533134799628602	0.712482447672861	0.5019101688837909	0.563887329429974	0.8533897700392714	1.0	0.537214523655982	0.7489356412427743	0.8240889955154898	0.7236055408136202	0.8405416236413074	0.8360324313602476	0.5432445810485578	0.6620556046953401	0.8643638731484511	0.8833767064855989	0.8239251962337834	0.8071162485746097	0.5954274420790033	0.8383516496831493	0.8407103593397228	0.8667602790780748	0.5109985608101467	0.8439657017767062	0.50637493341447	0.5497059017554347	0.6407222067398244	0.8593094312036286	0.8590895362775021	0.6548327295198167	0.49788250161443265	0.8542814664029723	0.8673203379919644	0.8186759902115345
LeChatelierE_2013__MH0419__bin.80	0.9029942600241715	0.8799460151264547	0.681438765177678	0.8245543575414017	0.6728473605910423	0.8794367518804137	0.7554653003168419	0.8794011183005158	0.843410460237379	0.9248057227529316	0.8704028970100457	0.7025717051558821	0.501749014879989	0.5607129388498074	0.8908743886613949	0.8886829234976734	1.0	0.7383775140232984	0.8226353407906497	0.7023445410840329	0.8523700784829598	0.8472239956527032	0.49717900825808214	0.643313804151906	0.8551814194636552	0.8838597699852417	0.8189866106823533	0.7782596559577861	0.5560434551506855	0.847857234062139	0.8453925781192002	0.8931779511285451	0.4870828272870077	0.8287940111830051	0.6829427991958689	0.5245931090595407	0.6162152090057934	0.9200471551040649	0.8679924338032017	0.6514954225697156	0.25971015052218044	0.8611069868541785	0.8803728757189817	0.8132161978376355
ZeeviD_2015__PNP_Main_565__bin.20	0.9131810698930746	0.8932626890639901	0.7335906574818462	0.8796681956942158	0.7599618542256035	0.8604402746921966	0.8325320589661217	0.898274915956761	0.8995652660348107	0.888594093798115	0.9173920224186339	0.7355970399731487	0.5415719681834407	0.5837464904289269	0.9287547748813272	0.8891167335283243	0.5298996808754348	1.0	0.8867518020681829	0.7558974113084107	0.8993452352411548	0.8765669868567563	0.562987943591137	0.703117724466039	0.8752366796127884	0.909850773304351	0.8811881662857417	0.866400818322758	0.6288394840730737	0.8786293093803442	0.8963036957714663	0.8843090873250542	0.5397531179908471	0.8866100873197266	0.5214229013164554	0.5733091459288976	0.6582559496220052	0.8796261074794487	0.9017597135870347	0.6759036979025151	0.5385826394105518	0.8641062114746325	0.9037772840847944	0.8361026313125662
CosteaPI_2017__mickey4-11-7-0__bin.60	0.8768900809300413	0.8682242117264453	0.7012971235257836	0.8445386240023924	0.7281708502326972	0.8332892548081416	0.8075084574696746	0.8640795843223744	0.8639534231725324	0.8647557146328243	0.8807165018783993	0.7205997794516196	0.5096686167130815	0.5685942844326486	0.8990967796198344	0.8580584266302824	0.5177868530736595	0.7777330243163935	1.0	0.7315272040820141	0.8646963721660468	0.8485921350204662	0.5611222735173729	0.6755452965254285	0.8515129992710689	0.8755906210866681	0.8525386426929331	0.845983402799843	0.6170350260733043	0.8451638225893875	0.8638809973272527	0.8502210156439826	0.5161191895781545	0.8638940807057548	0.5108316356092182	0.5566094424611704	0.6392496682429023	0.8531241238809039	0.8714646842233146	0.6531484215838365	0.5120610059249014	0.8377488178232996	0.8683045810515299	0.8178447937498832
HMP_2012__SRS021484__bin.33	0.9118056416360597	0.9035300270495603	0.7370368420784522	0.8740573831036187	0.788557226602187	0.8793671116061801	0.8542312270448058	0.9114722624560141	0.894110508689084	0.9032668329600505	0.9106419275542703	0.7783922746591636	0.5327444577833851	0.590916011652989	0.9115475416257017	0.9126535228104374	0.5354946945165634	0.8030685600792865	0.8861184645087016	1.0	0.9205538735660874	0.8850221054734748	0.6363110490010794	0.7138010490407	0.8995775876365567	0.9585970226805384	0.8959217368319469	0.8747982886158086	0.6847127250663221	0.8769859126071101	0.9015806927608041	0.8952662986477484	0.5464633789479821	0.8848868293715548	0.5096982776918387	0.6035464979054844	0.71482835500298	0.9063691271634978	0.9023951794162978	0.7030978227339696	0.5556389475179665	0.8688608563599861	0.8999409652827186	0.8628702192774671
LiJ_2014__V1.CD54-0__bin.51	0.9241609558783986	0.9009040587570969	0.7284572996934613	0.8788850326129545	0.7679380853237864	0.8848482287593249	0.8519476540952498	0.906847087882117	0.9081190507287017	0.90920903021596	0.9270304349162204	0.7505377872360041	0.5274842889300339	0.5979469011931194	0.9334075351674439	0.8993579204535851	0.55131834699569	0.8105606047801602	0.8885752863717031	0.7809414925900602	1.0	0.8909516337207962	0.5717451387875203	0.6972142621174988	0.9023488817866828	0.9636479836819988	0.8894242219371096	0.8637861757949648	0.6315288330785246	0.8799529244101626	0.9009679209913724	0.8968039112497407	0.5375668392707605	0.9003648310195678	0.5392267771947481	0.576060401189278	0.6596282161597382	0.8966296105652144	0.9160936671711624	0.6818340273349569	0.5366218702703534	0.8912978342539739	0.9000450396810153	0.8511260880588185
HMP_2012__SRS052697__bin.59	0.9786399825008765	0.9702889452882711	0.7727820709893097	0.9078004940106453	0.8229142632839023	0.9047066849248846	0.8646269999890132	0.968261863596729	0.9192917849006136	0.9417544868971317	0.9561043674895849	0.7900674495327075	0.5592258435686226	0.6292338240479108	0.9495122319073346	0.9303710673166912	0.5699440567403088	0.8216822330959166	0.9069624937449623	0.7808779126502083	0.926646011308509	1.0	0.614896428560727	0.7352788123768345	0.9436502252812394	0.9371949264527418	0.9141938667170066	0.8819937814187674	0.6618094613126541	0.9413125141705945	0.9367679358525279	0.9383785144322823	0.5725704234847827	0.9224784831695787	0.563259031974854	0.6019738452026732	0.6891793090842625	0.9327282551915564	0.9639944546156436	0.7080063484263274	0.5501686488019792	0.8987442980524235	0.9694749164247053	0.8750245956573808
LiuW_2016__SRR3993035__bin.45	0.9365947188428547	0.9515949991590514	0.7521197510792174	0.8908672983124964	0.8286879333221207	0.8810614639980565	0.8553934705013923	0.9365259479359384	0.8830333950028966	0.9020791986694324	0.9118723253162901	0.8120416362990787	0.5179981686008485	0.5983823886677505	0.9079987292332418	0.9048846031657043	0.5006237969763226	0.7899190820578946	0.8976614154099157	0.8403558146923062	0.8900756853731009	0.9203789874978976	1.0	0.7428648315299659	0.9092657584421895	0.9013414064397974	0.8956087533404347	0.877303731942965	0.7704785931864476	0.9156472500981107	0.9139384425632113	0.8823314832464353	0.5663433686531741	0.8879692025938593	0.4799252490142214	0.6630943170563062	0.7388514511035115	0.9130190054381342	0.9206159481228159	0.7283758479564949	0.6042966866625553	0.8598396591355049	0.9391796079310796	0.8604242118442937
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	0.9584973570920835	0.9508173290399711	0.7921786950050597	0.9149619524168584	0.823314252899703	0.9130810125440458	0.8859283972372226	0.9562524258153121	0.9207788272616222	0.9355589110241117	0.9462995160121279	0.793651812048306	0.5828995186801278	0.6331957619458104	0.9397273431231987	0.9371558994875535	0.5504795094437666	0.8383611366441517	0.9183941436133484	0.8011069658299099	0.9223808976294822	0.935268607234218	0.631290683027011	1.0	0.9280224467718156	0.9331920140413019	0.9229532471145899	0.9067870739220169	0.6918320455999284	0.9347699453631751	0.9335763330629336	0.9228928994996229	0.5862478584537162	0.9226222880893501	0.5292847918293141	0.6216966827233672	0.7122492318383853	0.9339797092261339	0.9575000333499978	0.7208903750636032	0.5768469705179667	0.8958063489502374	0.9586332980352722	0.8932177538871805
CosteaPI_2017__donald3-11-7-0__bin.24	0.9502565883883688	0.9313634550992151	0.750947713020757	0.8972734390994325	0.7896858162751458	0.9023173972651918	0.8577566926925917	0.9472240037491304	0.895968908609125	0.9316555069233747	0.9254544995871493	0.8054042201003455	0.5415843957001433	0.6419769676870368	0.922367094588891	0.9344173857189568	0.5588605709661676	0.7969948740538637	0.8840825934201986	0.7710434982569067	0.9116863421624837	0.9166895489109184	0.5901159377822884	0.708737491983129	1.0	0.925024669161559	0.894042433868697	0.8668117546493	0.6390181237077192	0.9127783831195986	0.9258052528576931	0.9047134835766937	0.552466479533571	0.9061063088045378	0.542137935785469	0.5860403109139087	0.6797962235079402	0.9202106654221314	0.9298541972504436	0.7214975369649315	0.5373486739779885	0.8898052567387805	0.9440749864889646	0.8725746842492861
HMP_2012__SRS011084__bin.6	0.9107425671256009	0.8878020716146277	0.7159145637296337	0.8665465054965343	0.748953912472254	0.8631477408938518	0.8302314749845797	0.8944564704039402	0.9000628002183788	0.9104050217796006	0.9146313319474082	0.7353052384333607	0.5198170355033366	0.5872529077153822	0.9199094408729184	0.9177415046037176	0.5550839970404173	0.7962149231408314	0.8736405524367836	0.7895987546255134	0.9356631110957776	0.8749259288441357	0.5621677870778876	0.6849014195087223	0.888962500297217	1.0	0.8739352052802536	0.8505438722698573	0.6185206096143544	0.8672164677371454	0.8877521857692934	0.9121347085664253	0.5283353932613081	0.8842820890700113	0.5332232736583622	0.5654793680069485	0.6620080125059619	0.8878622143627409	0.9025654844964583	0.6706060943718976	0.5201797568834308	0.882903468091941	0.8959479173125796	0.8456821003526044
ZellerG_2014__CCMD95433940ST-21-0__bin.78	0.9576640382424781	0.9497802919570627	0.7675836388861613	0.9411384931442035	0.8131018949786906	0.9154527227059117	0.877803967616403	0.9533924885643452	0.9391650127724219	0.9384298544488271	0.9697155471485778	0.7883965052252204	0.5613445104532391	0.6189793967428162	0.9643053923990226	0.9340748681166668	0.5612697227206658	0.8414886727110756	0.9282505826574879	0.8053041291477302	0.9423874991541864	0.9313204410135926	0.6095571599587497	0.7391902472726644	0.9375786988257309	0.9536712890912171	1.0	0.9160703574497485	0.6685015947084881	0.9199618633439884	0.9682238625777958	0.9295138339498658	0.5672262858020831	0.9412499116029351	0.5556290996523643	0.6089842961024399	0.6999205825506484	0.9370353430543819	0.9529279906062538	0.7127647396700081	0.5649088836124815	0.9051625412159264	0.9521984286435998	0.8917027843930722
LeChatelierE_2013__MH0302__bin.17	0.944658221145985	0.9340849691014371	0.7590436369204735	0.9210361984256138	0.8070611197192786	0.9023091517364706	0.8806601729073718	0.9393391522815104	0.9352767893525187	0.9277282483720182	0.9491830892333886	0.784720199951725	0.5583999709312134	0.6153535101857547	0.967425829174161	0.9335892424726118	0.5441832579361681	0.8441591204615708	0.9398073673801497	0.8022756707233196	0.9337973957481709	0.9167527050841827	0.6092168816978247	0.7409820578105494	0.9274707819763142	0.9469826859039744	0.9346621921498703	1.0	0.6719686057104594	0.9164085514141186	0.9433968434412252	0.9125662807266158	0.5617574157848703	0.9351433843853898	0.5413661810622046	0.6072085399942382	0.6975745731170824	0.9268774672781493	0.9383233020065249	0.7149431731176014	0.5702273334838681	0.9037620719815829	0.9394294731541969	0.8913066160039242
BackhedF_2015__SID281_12M__bin.21	0.9713813055603162	0.9723916723973374	0.7969958617267449	0.9272206020180088	0.862654647436472	0.9295310363323326	0.9114276146379137	0.9697728933421199	0.9339869763786416	0.9548095684392665	0.9585548814199347	0.8355511447119236	0.5743953395485116	0.630197132680742	0.9517375943230147	0.9514321179052923	0.5371042700009967	0.8463977087834509	0.9469259822034889	0.8674676937175835	0.9431240198401913	0.9502740324249593	0.7391145342954646	0.7809662376850337	0.9445345177595814	0.9513245557863759	0.9422312542531854	0.9282782961873531	1.0	0.9433814518447979	0.9486419565406015	0.9308296696480496	0.6011653997044193	0.940796375586841	0.5272487115850856	0.6757841099198806	0.765114449679931	0.9569758695142423	0.963758736733109	0.7627380439326719	0.6212615889219623	0.912552714401779	0.9709015785099492	0.913844893990361
