	BackhedF_2015__SID637_12M__bin.4	LeChatelierE_2013__MH0275__bin.50	HMP_2012__SRS050299__bin.13	FengQ_2015__SID31379__bin.19	BackhedF_2015__SID82_12M__bin.20	LeChatelierE_2013__MH0446__bin.94	NielsenHB_2014__V1_UC32_0__bin.45	BackhedF_2015__SID511_12M__bin.15	ZeeviD_2015__PNP_Main_123__bin.4	LiJ_2014__O2.UC48-1__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	CosteaPI_2017__donald1-11-7-0__bin.10	ZeeviD_2015__PNP_Main_269__bin.12	CosteaPI_2017__donald4-11-0-0__bin.41	NielsenHB_2014__V1_CD28_0__bin.2	ZeeviD_2015__PNP_Main_481__bin.36	LeChatelierE_2013__MH0419__bin.80	ZeeviD_2015__PNP_Main_565__bin.20	CosteaPI_2017__mickey4-11-7-0__bin.60	HMP_2012__SRS021484__bin.33	LiJ_2014__V1.CD54-0__bin.51	HMP_2012__SRS052697__bin.59	LiuW_2016__SRR3993035__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	CosteaPI_2017__donald3-11-7-0__bin.24	HMP_2012__SRS011084__bin.6	ZellerG_2014__CCMD95433940ST-21-0__bin.78	LeChatelierE_2013__MH0302__bin.17	BackhedF_2015__SID281_12M__bin.21	LeChatelierE_2013__MH0067__bin.7	CosteaPI_2017__SID713B029-11-0-0__bin.42	HMP_2012__SRS024075__bin.36	ZeeviD_2015__PNP_Validation_41__bin.27	LeChatelierE_2013__MH0212__bin.16	LiJ_2014__V1.FI20__bin.90	LouisS_2016__AS60_0__bin.11	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	LeChatelierE_2013__MH0411__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	FengQ_2015__SID530119__bin.66	LiJ_2014__V1.FI18__bin.2	XieH_2016__YSZC12003_36006__bin.40	KosticAD_2015__PRJNA231909.3112359__bin.1	HMP_2012__SRS024435__bin.11
Bengtsson-PalmeJ_2015__TRAVELRES52__bin.21	1980566.0	1947150.0	1554163.0	1898547.0	1623698.0	1853008.0	1761171.0	1955140.0	1914550.0	1931085.0	2103098.0	1580356.0	1134528.0	1261805.0	1982323.0	1901470.0	1172471.0	1721954.0	1884839.0	1608883.0	1930641.0	1914490.0	1219880.0	1489677.0	1907619.0	1961790.0	1906037.0	1828568.0	1336746.0	1888406.0	1947836.0	1933636.0	1147963.0	1921925.0	1174807.0	1220868.0	1394357.0	1902999.0	1991614.0	1438908.0	1125743.0	1850512.0	1958290.0	1799079.0
CosteaPI_2017__donald1-11-7-0__bin.10	1623169.0	1612801.0	1309937.0	1548158.0	1401770.0	1548553.0	1492277.0	1613035.0	1545315.0	1593704.0	1580356.0	1700835.0	971232.0	1134069.0	1573543.0	1587651.0	946395.0	1380723.0	1542170.0	1375230.0	1563076.0	1582020.0	1086329.0	1249377.0	1660162.0	1577154.0	1549643.0	1511736.0	1165212.0	1570353.0	1582605.0	1534573.0	976631.0	1563104.0	877342.0	1040549.0	1234197.0	1579378.0	1581537.0	1288935.0	962524.0	1534237.0	1597516.0	1527811.0
ZeeviD_2015__PNP_Main_269__bin.12	1150647.0	1147424.0	953974.0	1091412.0	1001804.0	1083238.0	1050977.0	1149614.0	1100770.0	1121271.0	1134528.0	971232.0	1192816.0	765505.0	1129724.0	1118425.0	675878.0	1016536.0	1090752.0	941230.0	1098543.0	1119786.0	692965.0	917608.0	1116356.0	1114954.0	1103358.0	1075738.0	801019.0	1124474.0	1121353.0	1107614.0	713204.0	1103129.0	650763.0	705372.0	834917.0	1117697.0	1144058.0	857827.0	675297.0	1075438.0	1154771.0	1076611.0
CosteaPI_2017__donald4-11-0-0__bin.41	1295414.0	1281284.0	1022769.0	1221643.0	1079366.0	1221545.0	1174300.0	1277512.0	1229238.0	1268858.0	1261805.0	1134069.0	765505.0	1417218.0	1262688.0	1256531.0	755305.0	1095698.0	1216860.0	1044005.0	1245289.0	1259969.0	800501.0	996785.0	1323293.0	1259597.0	1216643.0	1185457.0	878837.0	1252375.0	1258609.0	1227310.0	779108.0	1244604.0	724933.0	811218.0	950941.0	1249115.0	1264869.0	976571.0	749156.0	1207292.0	1269477.0	1195258.0
NielsenHB_2014__V1_CD28_0__bin.2	1991260.0	1946720.0	1568705.0	1886280.0	1614974.0	1853639.0	1767545.0	1949153.0	1929116.0	1923228.0	1982323.0	1573543.0	1129724.0	1262688.0	2181937.0	1901640.0	1200047.0	1743282.0	1924175.0	1610483.0	1943922.0	1901290.0	1214698.0	1479331.0	1901255.0	1973111.0	1895403.0	1863712.0	1327239.0	1889592.0	1934760.0	1901132.0	1156720.0	1913563.0	1170498.0	1220106.0	1383776.0	1917033.0	1949384.0	1431920.0	1116159.0	1856565.0	1958148.0	1793455.0
ZeeviD_2015__PNP_Main_481__bin.36	1931069.0	1882941.0	1554460.0	1830792.0	1601732.0	1865116.0	1811553.0	1919836.0	1890939.0	1945726.0	1901470.0	1587651.0	1118425.0	1256531.0	1901640.0	2228337.0	1197095.0	1668881.0	1836348.0	1612437.0	1873010.0	1862962.0	1210532.0	1475283.0	1926094.0	1968461.0	1835983.0	1798527.0	1326813.0	1868130.0	1873386.0	1931434.0	1138677.0	1880640.0	1128374.0	1224930.0	1427745.0	1914831.0	1914341.0	1459188.0	1109450.0	1903627.0	1932682.0	1824286.0
LeChatelierE_2013__MH0419__bin.80	1216373.0	1185326.0	917928.0	1110711.0	906355.0	1184640.0	1017645.0	1184592.0	1136111.0	1245754.0	1172471.0	946395.0	675878.0	755305.0	1200047.0	1197095.0	1347044.0	994627.0	1108126.0	946089.0	1148180.0	1141248.0	669722.0	866572.0	1151967.0	1190598.0	1103211.0	1048350.0	749015.0	1142101.0	1138781.0	1203150.0	656122.0	1116422.0	919954.0	706650.0	830069.0	1239344.0	1169224.0	877593.0	349841.0	1159949.0	1185901.0	1095438.0
ZeeviD_2015__PNP_Main_565__bin.20	1714050.0	1676663.0	1376957.0	1651146.0	1426456.0	1615055.0	1562671.0	1686071.0	1688493.0	1667900.0	1721954.0	1380723.0	1016536.0	1095698.0	1743282.0	1668881.0	994627.0	1877010.0	1664442.0	1418827.0	1688080.0	1645325.0	1056734.0	1319759.0	1642828.0	1707799.0	1653999.0	1626243.0	1180338.0	1649196.0	1682371.0	1659857.0	1013122.0	1664176.0	978716.0	1076107.0	1235553.0	1651067.0	1692612.0	1268678.0	1010925.0	1621936.0	1696399.0	1569373.0
CosteaPI_2017__mickey4-11-7-0__bin.60	1876650.0	1858104.0	1500860.0	1807414.0	1558373.0	1783339.0	1728165.0	1849234.0	1848964.0	1850681.0	1884839.0	1542170.0	1090752.0	1216860.0	1924175.0	1836348.0	1108126.0	1664442.0	2140120.0	1565556.0	1850554.0	1816089.0	1200869.0	1445748.0	1822340.0	1873869.0	1824535.0	1810506.0	1320529.0	1808752.0	1848809.0	1819575.0	1104557.0	1848837.0	1093241.0	1191211.0	1368071.0	1825788.0	1865039.0	1397816.0	1095872.0	1792883.0	1858276.0	1750286.0
HMP_2012__SRS021484__bin.33	1610939.0	1596318.0	1302165.0	1544247.0	1393189.0	1553628.0	1509219.0	1610350.0	1579676.0	1595853.0	1608883.0	1375230.0	941230.0	1044005.0	1610483.0	1612437.0	946089.0	1418827.0	1565556.0	1766757.0	1626395.0	1563619.0	1124207.0	1261113.0	1589335.0	1693608.0	1582876.0	1545556.0	1209721.0	1549421.0	1592874.0	1581718.0	965468.0	1563380.0	900513.0	1066320.0	1262928.0	1601334.0	1594313.0	1242203.0	981679.0	1535066.0	1589977.0	1524482.0
LiJ_2014__V1.CD54-0__bin.51	1924665.0	1876230.0	1517091.0	1830373.0	1599314.0	1842792.0	1774273.0	1888607.0	1891256.0	1893526.0	1930641.0	1563076.0	1098543.0	1245289.0	1943922.0	1873010.0	1148180.0	1688080.0	1850554.0	1626395.0	2082608.0	1855503.0	1190721.0	1452024.0	1879239.0	2006901.0	1852322.0	1798928.0	1315227.0	1832597.0	1876363.0	1867691.0	1119541.0	1875107.0	1122998.0	1199708.0	1373747.0	1867328.0	1907864.0	1419993.0	1117573.0	1856224.0	1874441.0	1772562.0
HMP_2012__SRS052697__bin.59	1959615.0	1942893.0	1547408.0	1817767.0	1647792.0	1811572.0	1731317.0	1938834.0	1840777.0	1885756.0	1914490.0	1582020.0	1119786.0	1259969.0	1901290.0	1862962.0	1141248.0	1645325.0	1816089.0	1563619.0	1855503.0	2002386.0	1231260.0	1472312.0	1889552.0	1876626.0	1830569.0	1766092.0	1325198.0	1884871.0	1875771.0	1878996.0	1146507.0	1847158.0	1127862.0	1205384.0	1380003.0	1867682.0	1930289.0	1417702.0	1101650.0	1799633.0	1941263.0	1752137.0
LiuW_2016__SRR3993035__bin.45	1252953.0	1273020.0	1006167.0	1191780.0	1108598.0	1178662.0	1144324.0	1252861.0	1181300.0	1206779.0	1219880.0	1086329.0	692965.0	800501.0	1214698.0	1210532.0	669722.0	1056734.0	1200869.0	1124207.0	1190721.0	1231260.0	1337775.0	993786.0	1216393.0	1205792.0	1198123.0	1173635.0	1030727.0	1224930.0	1222644.0	1180361.0	757640.0	1187903.0	642032.0	887071.0	988417.0	1221414.0	1231577.0	974403.0	808413.0	1150272.0	1256411.0	1151054.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.24	1508879.0	1496789.0	1247058.0	1440345.0	1296072.0	1437384.0	1394640.0	1505345.0	1449502.0	1472769.0	1489677.0	1249377.0	917608.0	996785.0	1479331.0	1475283.0	866572.0	1319759.0	1445748.0	1261113.0	1452024.0	1472312.0	993786.0	1574213.0	1460905.0	1469043.0	1452925.0	1427476.0	1089091.0	1471527.0	1469648.0	1452830.0	922879.0	1452404.0	833207.0	978683.0	1121232.0	1470283.0	1507309.0	1134835.0	908080.0	1410190.0	1509093.0	1406115.0
CosteaPI_2017__donald3-11-7-0__bin.24	1958743.0	1919799.0	1547912.0	1849530.0	1627762.0	1859927.0	1768075.0	1952492.0	1846841.0	1920401.0	1907619.0	1660162.0	1116356.0	1323293.0	1901255.0	1926094.0	1151967.0	1642828.0	1822340.0	1589335.0	1879239.0	1889552.0	1216393.0	1460905.0	2061278.0	1906733.0	1842870.0	1786740.0	1317194.0	1881490.0	1908342.0	1864866.0	1138787.0	1867737.0	1117497.0	1207992.0	1401249.0	1896810.0	1916688.0	1487207.0	1107625.0	1834136.0	1946001.0	1798619.0
HMP_2012__SRS011084__bin.6	1953449.0	1904244.0	1535563.0	1858653.0	1606429.0	1851363.0	1780761.0	1918517.0	1930542.0	1952725.0	1961790.0	1577154.0	1114954.0	1259597.0	1973111.0	1968461.0	1190598.0	1707799.0	1873869.0	1693608.0	2006901.0	1876626.0	1205792.0	1469043.0	1906733.0	2144897.0	1874501.0	1824329.0	1326663.0	1860090.0	1904137.0	1956435.0	1133225.0	1896694.0	1143709.0	1212895.0	1419939.0	1904373.0	1935910.0	1438381.0	1115732.0	1893737.0	1921716.0	1813901.0
ZellerG_2014__CCMD95433940ST-21-0__bin.78	1882349.0	1866853.0	1508734.0	1849867.0	1598203.0	1799380.0	1725379.0	1873953.0	1845988.0	1844543.0	1906037.0	1549643.0	1103358.0	1216643.0	1895403.0	1835983.0	1103211.0	1653999.0	1824535.0	1582876.0	1852322.0	1830569.0	1198123.0	1452925.0	1842870.0	1874501.0	1965563.0	1800594.0	1313982.0	1808243.0	1903105.0	1827018.0	1114919.0	1850086.0	1092124.0	1196997.0	1375738.0	1841802.0	1873040.0	1400984.0	1110364.0	1779154.0	1871606.0	1752698.0
LeChatelierE_2013__MH0302__bin.17	1819851.0	1799482.0	1462271.0	1774344.0	1554775.0	1738267.0	1696561.0	1809604.0	1801778.0	1787236.0	1828568.0	1511736.0	1075738.0	1185457.0	1863712.0	1798527.0	1048350.0	1626243.0	1810506.0	1545556.0	1798928.0	1766092.0	1173635.0	1427476.0	1786740.0	1824329.0	1800594.0	1926465.0	1294524.0	1765429.0	1817421.0	1758027.0	1082206.0	1801521.0	1042923.0	1169766.0	1343853.0	1785597.0	1807647.0	1377313.0	1098523.0	1741066.0	1809778.0	1717071.0
BackhedF_2015__SID281_12M__bin.21	1354633.0	1356042.0	1111445.0	1293049.0	1203009.0	1296271.0	1271025.0	1352390.0	1302485.0	1331523.0	1336746.0	1165212.0	801019.0	878837.0	1327239.0	1326813.0	749015.0	1180338.0	1320529.0	1209721.0	1315227.0	1325198.0	1030727.0	1089091.0	1317194.0	1326663.0	1313982.0	1294524.0	1394543.0	1315586.0	1322922.0	1298082.0	838351.0	1311981.0	735271.0	942410.0	1066985.0	1334544.0	1344003.0	1063671.0	866376.0	1272594.0	1353964.0	1274396.0
LeChatelierE_2013__MH0067__bin.7	1965744.0	1949830.0	1559682.0	1821715.0	1615794.0	1801785.0	1723385.0	1948542.0	1831184.0	1866917.0	1888406.0	1570353.0	1124474.0	1252375.0	1889592.0	1868130.0	1142101.0	1649196.0	1808752.0	1549421.0	1832597.0	1884871.0	1224930.0	1471527.0	1881490.0	1860090.0	1808243.0	1765429.0	1315586.0	2048391.0	1859279.0	1859342.0	1153253.0	1837537.0	1126568.0	1198380.0	1383214.0	1865316.0	1930253.0	1417738.0	1080664.0	1783946.0	1945417.0	1758816.0
CosteaPI_2017__SID713B029-11-0-0__bin.42	1944139.0	1915745.0	1528863.0	1942322.0	1637272.0	1827147.0	1746677.0	1940060.0	1872724.0	1879580.0	1947836.0	1582605.0	1121353.0	1258609.0	1934760.0	1873386.0	1138781.0	1682371.0	1848809.0	1592874.0	1876363.0	1875771.0	1222644.0	1469648.0	1908342.0	1904137.0	1903105.0	1817421.0	1322922.0	1859279.0	2029718.0	1858116.0	1131126.0	1885741.0	1128563.0	1202183.0	1399539.0	1875627.0	1905810.0	1421158.0	1115273.0	1806840.0	1932707.0	1780471.0
HMP_2012__SRS024075__bin.36	1959188.0	1910142.0	1521112.0	1803841.0	1583586.0	1823285.0	1722971.0	1932507.0	1866766.0	1922491.0	1933636.0	1534573.0	1107614.0	1227310.0	1901132.0	1931434.0	1203150.0	1659857.0	1819575.0	1581718.0	1867691.0	1878996.0	1180361.0	1452830.0	1864866.0	1956435.0	1827018.0	1758027.0	1298082.0	1859342.0	1858116.0	2063959.0	1132974.0	1848938.0	1197450.0	1175779.0	1390295.0	1866495.0	1946894.0	1409807.0	1069036.0	1815529.0	1941836.0	1754100.0
ZeeviD_2015__PNP_Validation_41__bin.27	1189488.0	1185602.0	991853.0	1107596.0	1013928.0	1108918.0	1075008.0	1179350.0	1116364.0	1140338.0	1147963.0	976631.0	713204.0	779108.0	1156720.0	1138677.0	656122.0	1013122.0	1104557.0	965468.0	1119541.0	1146507.0	757640.0	922879.0	1138787.0	1133225.0	1114919.0	1082206.0	838351.0	1153253.0	1131126.0	1132974.0	1327868.0	1114329.0	642802.0	746716.0	856031.0	1144071.0	1166239.0	869983.0	717868.0	1080135.0	1188540.0	1076920.0
LeChatelierE_2013__MH0212__bin.16	1903685.0	1884641.0	1512728.0	1858362.0	1588066.0	1799326.0	1739855.0	1882210.0	1911803.0	1869010.0	1921925.0	1563104.0	1103129.0	1244604.0	1913563.0	1880640.0	1116422.0	1664176.0	1848837.0	1563380.0	1875107.0	1847158.0	1187903.0	1452404.0	1867737.0	1896694.0	1850086.0	1801521.0	1311981.0	1837537.0	1885741.0	1848938.0	1114329.0	2127574.0	1107809.0	1203959.0	1376859.0	1840369.0	1885438.0	1432115.0	1155043.0	1824524.0	1881127.0	1772069.0
LiJ_2014__V1.FI20__bin.90	1199254.0	1159580.0	862869.0	1095066.0	873477.0	1101506.0	983202.0	1172116.0	1121525.0	1157869.0	1174807.0	877342.0	650763.0	724933.0	1170498.0	1128374.0	919954.0	978716.0	1093241.0	900513.0	1122998.0	1127862.0	642032.0	833207.0	1117497.0	1143709.0	1092124.0	1042923.0	735271.0	1126568.0	1128563.0	1197450.0	642802.0	1107809.0	1211081.0	656946.0	797856.0	1117907.0	1183382.0	827167.0	402153.0	1054434.0	1176408.0	1044464.0
LouisS_2016__AS60_0__bin.11	1237559.0	1223975.0	1029701.0	1179489.0	1079682.0	1198938.0	1159747.0	1227691.0	1193065.0	1229078.0	1220868.0	1040549.0	705372.0	811218.0	1220106.0	1224930.0	706650.0	1076107.0	1191211.0	1066320.0	1199708.0	1205384.0	887071.0	978683.0	1207992.0	1212895.0	1196997.0	1169766.0	942410.0	1198380.0	1202183.0	1175779.0	746716.0	1203959.0	656946.0	1298305.0	915183.0	1253166.0	1219168.0	973305.0	796135.0	1176990.0	1224519.0	1168871.0
VogtmannE_2016__MMRS31306426ST-27-0-0__bin.20	1417015.0	1412534.0	1140100.0	1374133.0	1226971.0	1346592.0	1310949.0	1413905.0	1379859.0	1393188.0	1394357.0	1234197.0	834917.0	950941.0	1383776.0	1427745.0	830069.0	1235553.0	1368071.0	1262928.0	1373747.0	1380003.0	988417.0	1121232.0	1401249.0	1419939.0	1375738.0	1343853.0	1066985.0	1383214.0	1399539.0	1390295.0	856031.0	1376859.0	797856.0	915183.0	1546774.0	1384799.0	1391908.0	1092106.0	856516.0	1343295.0	1402277.0	1358102.0
LeChatelierE_2013__MH0411__bin.47	1942084.0	1915344.0	1557374.0	1817941.0	1610741.0	1879671.0	1761912.0	1936497.0	1842635.0	1952773.0	1902999.0	1579378.0	1117697.0	1249115.0	1917033.0	1914831.0	1239344.0	1651067.0	1825788.0	1601334.0	1867328.0	1867682.0	1221414.0	1470283.0	1896810.0	1904373.0	1841802.0	1785597.0	1334544.0	1865316.0	1875627.0	1866495.0	1144071.0	1840369.0	1117907.0	1253166.0	1384799.0	2064496.0	1904288.0	1436303.0	1091173.0	1823692.0	1922858.0	1800724.0
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.34	2005771.0	1961392.0	1579001.0	1848926.0	1638006.0	1859111.0	1765404.0	1984886.0	1884112.0	1936212.0	1991614.0	1581537.0	1144058.0	1264869.0	1949384.0	1914341.0	1169224.0	1692612.0	1865039.0	1594313.0	1907864.0	1930289.0	1231577.0	1507309.0	1916688.0	1935910.0	1873040.0	1807647.0	1344003.0	1930253.0	1905810.0	1946894.0	1166239.0	1885438.0	1183382.0	1219168.0	1391908.0	1904288.0	2079729.0	1443158.0	1117267.0	1837166.0	1985557.0	1796079.0
FengQ_2015__SID530119__bin.66	1451410.0	1448977.0	1195787.0	1392550.0	1239184.0	1411508.0	1351998.0	1444364.0	1404441.0	1444478.0	1438908.0	1288935.0	857827.0	976571.0	1431920.0	1459188.0	877593.0	1268678.0	1397816.0	1242203.0	1419993.0	1417702.0	974403.0	1134835.0	1487207.0	1438381.0	1400984.0	1377313.0	1063671.0	1417738.0	1421158.0	1409807.0	869983.0	1432115.0	827167.0	973305.0	1092106.0	1436303.0	1443158.0	1525625.0	855663.0	1394494.0	1445032.0	1375446.0
LiJ_2014__V1.FI18__bin.2	1117445.0	1107183.0	966744.0	1085510.0	1052803.0	1078957.0	1091645.0	1110350.0	1131016.0	1101325.0	1125743.0	962524.0	675297.0	749156.0	1116159.0	1109450.0	349841.0	1010925.0	1095872.0	981679.0	1117573.0	1101650.0	808413.0	908080.0	1107625.0	1115732.0	1110364.0	1098523.0	866376.0	1080664.0	1115273.0	1069036.0	717868.0	1155043.0	402153.0	796135.0	856516.0	1091173.0	1117267.0	855663.0	1204787.0	1057969.0	1137830.0	1060866.0
XieH_2016__YSZC12003_36006__bin.40	1851738.0	1816938.0	1480719.0	1773874.0	1549338.0	1797141.0	1787831.0	1826415.0	1845193.0	1880212.0	1850512.0	1534237.0	1075438.0	1207292.0	1856565.0	1903627.0	1159949.0	1621936.0	1792883.0	1535066.0	1856224.0	1799633.0	1150272.0	1410190.0	1834136.0	1893737.0	1779154.0	1741066.0	1272594.0	1783946.0	1806840.0	1815529.0	1080135.0	1824524.0	1054434.0	1176990.0	1343295.0	1823692.0	1837166.0	1394494.0	1057969.0	2066607.0	1835685.0	1774057.0
