	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.46	LeChatelierE_2013__MH0040__bin.33	XieH_2016__YSZC12003_35740__bin.16	XieH_2016__YSZC12003_37100__bin.40	LiJ_2014__MH0389__bin.43	XieH_2016__YSZC12003_37105__bin.29	FengQ_2015__SID531663__bin.76	ZeeviD_2015__PNP_Main_140__bin.29	LiJ_2014__MH0259__bin.70	LeChatelierE_2013__MH0141__bin.13	ZeeviD_2015__PNP_Main_750__bin.13	LiJ_2014__MH0385__bin.51	XieH_2016__YSZC12003_37233__bin.75	LeChatelierE_2013__MH0313__bin.42	QinN_2014__LD-34__bin.13	YuJ_2015__SZAXPI003436-7__bin.52	QinJ_2012__T2D-043__bin.45	LeChatelierE_2013__MH0428__bin.9	ChengpingW_2017__AS38raw__bin.49	ZeeviD_2015__PNP_Validation_46__bin.25	RaymondF_2016__P9E0__bin.47	LeChatelierE_2013__MH0405__bin.63	LoombaR_2017__SID0012_qdz__bin.66	LiJ_2014__MH0401__bin.42	XieH_2016__YSZC12003_36058__bin.35	XieH_2016__YSZC12003_37208R1__bin.40	ZeeviD_2015__PNP_Main_586__bin.5	NielsenHB_2014__O2_UC60_0__bin.49	LiJ_2014__MH0265__bin.69	LeChatelierE_2013__MH0181__bin.2	LiJ_2014__MH0323__bin.40
ZeeviD_2015__PNP_Main_750__bin.13	0.7801142413471533	0.6993998179902694	0.9230622082253207	0.8760962429196949	0.8821423698679656	0.8712780486981523	0.8076555205633018	0.7103738513624708	0.8436151014626887	0.6193232726306032	1.0	0.8009398678671245	0.8020623080915563	0.6536631919780688	0.5745930450903086	0.8261103789150026	0.8928470457176373	0.8567053144309523	0.9034806899490964	0.7491620378900937	0.7397239753513252	0.9021444515866776	0.9023624694247564	0.14443189474380091	0.8478699657219695	0.9202976013818112	0.8420566255620991	0.842773271294365	0.7438220074238591	0.29332401248468604	0.6912410278626797
LiJ_2014__MH0385__bin.51	0.729158144770665	0.7110732098560102	0.7770543575491102	0.7382921189291726	0.8476326734790463	0.7322905636363286	0.6909102701342034	0.7252455108738858	0.8449394867790476	0.6198285068097039	0.7313202715276738	1.0	0.792218783853466	0.6808381114814903	0.6008169461420453	0.7176013300258209	0.7598735730573448	0.7280298831989201	0.762349070131378	0.7134722908076543	0.6831915996206164	0.7660048431125636	0.7612978668343112	0.25599529430802637	0.8369003822732576	0.8552871287637348	0.6967551402685352	0.8189124123542395	0.7270994045321824	0.34838431273330195	0.6926524292942169
XieH_2016__YSZC12003_37233__bin.75	0.7069702997906121	0.6858908444479854	0.7678875978159926	0.7382384282715917	0.8544057343886547	0.7197844126807869	0.6670639890251888	0.7092633581229288	0.8242486561582684	0.5681157832624171	0.7098608977534999	0.7678963119356051	1.0	0.6745749376940449	0.5940129018765233	0.7069460247431202	0.7381537768239275	0.7116572512679044	0.7542033178387987	0.7085469330033587	0.6685665522212291	0.7418958687603792	0.743717742196506	0.28427200999882984	0.8589955856759791	0.8460395571235437	0.6922515293279919	0.84002059021977	0.7168676723590616	0.355188760279549	0.6737141071637534
LeChatelierE_2013__MH0313__bin.42	0.7105875370211853	0.7383247186688182	0.74150190437275	0.7128610031585447	0.8581801533638947	0.7133098803690039	0.6585968187878227	0.7413214587167182	0.8491683095671988	0.611490063558627	0.6930343502912483	0.790563736090026	0.8081012643126213	1.0	0.6436071534026682	0.6990807710547272	0.7092304663849128	0.6989458096343067	0.7297214873494173	0.7057781383376929	0.6629215493869322	0.7283308627688416	0.7345599661179728	0.3385399112982841	0.8505127042689564	0.8307084206978623	0.6755840623238417	0.8700150023413197	0.7282950718949179	0.4342156280850988	0.6946024379550287
QinN_2014__LD-34__bin.13	0.5815029449708801	0.5734710813064762	0.5874368517732339	0.5853711817391197	0.7064055692717328	0.557857308707414	0.5164614735708271	0.6222880781918276	0.6906138756421301	0.48982140575474925	0.5612515473634027	0.6427345706744925	0.6555833542854238	0.5929489689510627	1.0	0.5727511537388834	0.5831784252546194	0.5364078636973776	0.5857613714894944	0.5649288109791702	0.5345414102611662	0.5887221423065985	0.5814816494035181	0.4297692797014773	0.7253119113664747	0.693824697637291	0.5393123043040402	0.8456820145881505	0.5764661998128738	0.4749275607232799	0.5489907961931768
YuJ_2015__SZAXPI003436-7__bin.52	0.8069199471902554	0.7240921076771987	0.8890434169487624	0.8539378873943715	0.8925796552977023	0.8303533720173106	0.7906187158022728	0.7202407376096756	0.8628637415056534	0.6140183251252792	0.8451343446807134	0.8040132527996718	0.8171631670018239	0.6745502358091798	0.5998690548566619	1.0	0.8770878375704639	0.8246090532018605	0.8927141978350882	0.7533475550311354	0.7446828717277204	0.8778612772907307	0.8618262530622817	0.16413326186510493	0.856652480942805	0.910274517139784	0.8031815352958317	0.8289417545929728	0.7555635497645505	0.29816065242338446	0.7089585903971163
QinJ_2012__T2D-043__bin.45	0.7815900555866927	0.7011342067998256	0.8938322597764077	0.8607943238215919	0.8836740827383418	0.8493838893356402	0.791432799127075	0.7022009947662409	0.8414026095691423	0.6234664922982783	0.8593471203493867	0.8009865081105669	0.8027369609539359	0.643840382527421	0.5746399590613349	0.8251767375241313	1.0	0.8526560042021698	0.913125147224862	0.7551701310199739	0.7410365442568089	0.8708157678842671	0.8929035585772189	0.12644889571199974	0.8413762106283489	0.9070527139464928	0.8319470504937279	0.8066649879647906	0.7430523402999462	0.2791633837214655	0.6963769822896952
LeChatelierE_2013__MH0428__bin.9	0.7695896030729118	0.7044781625127677	0.9052437356166854	0.8904227209912907	0.8834069470274832	0.8918039383908574	0.802017820988077	0.6789888678209183	0.8567299590734875	0.6350980126398509	0.8510527852804284	0.792075431097722	0.7987865966719437	0.6548891742457799	0.5455354610275922	0.8007288244771005	0.8800499669541816	1.0	0.8945321396783168	0.751333360347533	0.7478555150187306	0.8802595598827957	0.9019552225667309	0.11896424763823701	0.8490246243745397	0.9074179129295084	0.8640447522821176	0.8156322789877499	0.748328496394303	0.2766528847672051	0.7120304943738271
ChengpingW_2017__AS38raw__bin.49	0.7571970696320397	0.6870464035132421	0.885342935231695	0.8587484978219627	0.8670574856039255	0.8322643652729336	0.7728384278912613	0.6782220146570003	0.8193896593385965	0.5908850771714738	0.8286804248865827	0.7657982685362158	0.7816125022496386	0.6312837486107071	0.5500368005397843	0.8003740044341264	0.8701756943561969	0.8259221583113423	1.0	0.7309206456511179	0.7263658934790476	0.8553542043891014	0.8653474377341963	0.14596493853568038	0.8383401634189088	0.8944176064619297	0.8065439809991815	0.7947110431937062	0.7180923838686559	0.26873102320981984	0.6807732177217982
ZeeviD_2015__PNP_Validation_46__bin.25	0.7288553778025201	0.691113337600902	0.8130825984865322	0.7661409798066413	0.8731052731582789	0.7601932605603042	0.7213259003786824	0.7123696153789525	0.8490809185696027	0.578116487795712	0.7468724167596253	0.7790046842758793	0.7981309171322781	0.6636485187493734	0.5765901191997819	0.7341391232039578	0.7822109698014599	0.7540120637106391	0.7944611820697614	1.0	0.6978477291323257	0.7798628722232467	0.788043001947049	0.26225774945819874	0.8587088898876153	0.8645759787304007	0.7235400813736056	0.8278106181126736	0.7374036028468842	0.34252987356451586	0.701520268730618
RaymondF_2016__P9E0__bin.47	0.7788593082150396	0.7195324446698842	0.8301121148151187	0.8170253395892854	0.8714991160608389	0.7961434890607866	0.7444714640568705	0.7050224155036215	0.8459573769758091	0.5992115411870893	0.7845911128682147	0.7936125138931366	0.8012225960211548	0.6631856123050299	0.5804407014821832	0.772071252209848	0.8166232778105162	0.7984842494722473	0.8399644932455113	0.7424439985379572	1.0	0.8116351755570308	0.8311810471508814	0.18769049448377206	0.8593484958115456	0.8768840585115509	0.7447407484764171	0.8195921198875122	0.7338485293788556	0.3077928374820042	0.7185000634049188
LeChatelierE_2013__MH0405__bin.63	0.7730568695029325	0.6984392763621697	0.8964749001167437	0.874748090872667	0.8769979142954152	0.8530983576820573	0.781296698287782	0.6948578976709079	0.8519109877894255	0.6122077837511718	0.8523289260448622	0.7926016290954129	0.7919704027954687	0.6490215660126497	0.5694352252182215	0.8107171594550723	0.8548026686919064	0.8371761726025195	0.8810669983594761	0.7390583565392055	0.7229667370317878	1.0	0.8890822434712928	0.1515162387949026	0.8585322194514711	0.9059891415787436	0.8120679837369527	0.8243735743421791	0.7292617243640728	0.2817867292311597	0.6806692593456376
LoombaR_2017__SID0012_qdz__bin.66	0.7678305256716683	0.6958259023132483	0.8743142105510897	0.8737349832377107	0.8853548322986564	0.8363401724868333	0.7646820395077483	0.6890131169490018	0.828348666077415	0.5911171634336282	0.8388146367996319	0.7750538694476551	0.7811383712598652	0.6440380119558794	0.5533804385914447	0.7830996375579882	0.8623785976161462	0.8440048011798977	0.8770155279990377	0.7347916873689221	0.7284620272694466	0.8747738006202831	1.0	0.14677332468632814	0.8456130395443586	0.8952036578923971	0.8115229625058185	0.8174884808292757	0.7151561429475478	0.2776518935372353	0.6825886623117838
LiJ_2014__MH0401__bin.42	0.24000369260120677	0.3164234422052351	0.20953631357022395	0.19771400632699865	0.44179323655641006	0.18865944045124955	0.17100761000660736	0.3828800067013874	0.4231626958382162	0.1983935475212987	0.17554215847926374	0.3407552908051666	0.390379748133826	0.38808554868036516	0.5347570362430518	0.19499669631859626	0.15967679482215255	0.1455491761310942	0.19341879311774357	0.31972455930257704	0.2150735058427721	0.19491549328279942	0.19190243327033688	1.0	0.4966223810952494	0.37209880785395766	0.16655426456974787	0.8090779865408104	0.2975920308195438	0.6358838779492729	0.2759954423727698
XieH_2016__YSZC12003_36058__bin.35	0.6573728319949799	0.6370947823486081	0.7075609505865033	0.691908919225986	0.8183780274445238	0.6689601338407731	0.616865044791821	0.6638558801512765	0.7898244968350153	0.5209280915258967	0.6544323085199184	0.7074594409151287	0.7491370320851987	0.6191780539347483	0.5731431465501097	0.6463272769514963	0.6747364141247179	0.6596760701534967	0.7054846163992946	0.6648302644299797	0.6253614585691262	0.701392202428741	0.7021375114062672	0.31538674913377507	1.0	0.7980212670904017	0.6281945012156733	0.8323793052721518	0.6563935622240714	0.37104824749252113	0.6252105511432323
XieH_2016__YSZC12003_37208R1__bin.40	0.6813734779348681	0.6458203519433448	0.7699289024857098	0.7577436437380506	0.8270936194636476	0.7209131762769455	0.6548791549777271	0.6556076601168558	0.7907710303978872	0.5412350838026658	0.7146193069152832	0.7273621396862185	0.7422872112397311	0.6084071895920973	0.551567951671821	0.690925414507956	0.7317916038417451	0.7092980519859956	0.7572139211106481	0.6734090709265832	0.6419703060431523	0.7446261823873234	0.747796326564716	0.2377313235911699	0.8028334153402212	1.0	0.6974426411424096	0.7814981538893382	0.6748666273106418	0.3174753310356842	0.6274657359567528
ZeeviD_2015__PNP_Main_586__bin.5	0.7526899642047344	0.6854066383302257	0.9065209512590048	0.8478853700416251	0.8610190480175721	0.8338842934176288	0.7769742893962466	0.6857718961419556	0.8279642799137282	0.6171580388988931	0.8491868226329343	0.7695457256679785	0.7887887838191499	0.6425998412724305	0.5568075190625569	0.7917498544288042	0.8716980516510007	0.8771485492881728	0.8867920647563092	0.731903603144196	0.7080980139195141	0.8668085616431068	0.8803954430009865	0.1381972434737649	0.8207683464034163	0.9057826340123819	1.0	0.8171157682861182	0.7149627330646264	0.28048466520043436	0.6621372333883938
NielsenHB_2014__O2_UC60_0__bin.49	0.5308571251201648	0.5297816904044383	0.5810022357721721	0.5621036160351152	0.6741085896924421	0.5402165111181508	0.5016314107275069	0.5615019933885415	0.6569723865247482	0.43868424488141466	0.5470023398464996	0.5821141877957331	0.6160319197787781	0.5326040218336984	0.5619379187508159	0.5259140510384154	0.5439764244260621	0.5329025508252455	0.5623665406515235	0.5389379488775949	0.5015364657271373	0.5663323202823518	0.5707883447708585	0.4320663957691047	0.699945497918057	0.6532206896110998	0.525896248850846	1.0	0.5406633916727757	0.48016151605255203	0.5192496423586164
LiJ_2014__MH0265__bin.69	0.7371050912084088	0.7231084402782217	0.8104402442784366	0.7694339393150813	0.8745562623928311	0.7748599132749321	0.7092228121437724	0.7209650638840724	0.8452264440742113	0.6110171385253345	0.7479131957310674	0.8006971100129833	0.8144342363187387	0.6906989768931154	0.5934154289157103	0.7426180448107804	0.7762650234350028	0.7574420630722624	0.7872166797253989	0.7437325156775503	0.6956886383372322	0.776129957486048	0.7735672402137295	0.24619835318543495	0.8550883798026199	0.8738837612543171	0.7128589854920785	0.837588500018386	1.0	0.3474857933250549	0.7103790049528896
LeChatelierE_2013__MH0181__bin.2	0.3786592824706336	0.4321824153358915	0.3616962984064212	0.37703805486200714	0.5304028352631667	0.3712351492199675	0.3243175762856712	0.48638587730616484	0.5182901285252275	0.3689495115371081	0.3494461852975183	0.45455200496003484	0.4781088191430535	0.4879074015114701	0.5792457730784054	0.347212493925633	0.34554099569348323	0.3317743854416274	0.3490456959967827	0.4093176600700438	0.34571442934463864	0.3553219833436667	0.3558347437036044	0.6232928934095212	0.5727005378956717	0.4870754226921594	0.33134457161050324	0.8813361931732493	0.4117063525311259	1.0	0.4049985756656668
LiJ_2014__MH0323__bin.40	0.7532704672421585	0.7538826710619762	0.8045224088625238	0.7851627922874472	0.894644735692774	0.7729126394263818	0.7236249150244388	0.7440532298308844	0.8928096433494992	0.6392410495573675	0.7465521759440357	0.8192912563470572	0.8221312440422163	0.7075648187884289	0.6070137593947842	0.7484518307248843	0.7814181709081657	0.7741127412071657	0.8016133013812564	0.7599766056108556	0.7316169852379886	0.7781004211749604	0.7930576390655916	0.2452529518326238	0.8748255864737896	0.8727185723346158	0.7091150768482897	0.8640292277952687	0.7630247122224291	0.3671567082271534	1.0
