	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.46	LeChatelierE_2013__MH0040__bin.33	XieH_2016__YSZC12003_35740__bin.16	XieH_2016__YSZC12003_37100__bin.40	LiJ_2014__MH0389__bin.43	XieH_2016__YSZC12003_37105__bin.29	FengQ_2015__SID531663__bin.76	ZeeviD_2015__PNP_Main_140__bin.29	LiJ_2014__MH0259__bin.70	LeChatelierE_2013__MH0141__bin.13	ZeeviD_2015__PNP_Main_750__bin.13	LiJ_2014__MH0385__bin.51	XieH_2016__YSZC12003_37233__bin.75	LeChatelierE_2013__MH0313__bin.42	QinN_2014__LD-34__bin.13	YuJ_2015__SZAXPI003436-7__bin.52	QinJ_2012__T2D-043__bin.45	LeChatelierE_2013__MH0428__bin.9	ChengpingW_2017__AS38raw__bin.49	ZeeviD_2015__PNP_Validation_46__bin.25	RaymondF_2016__P9E0__bin.47	LeChatelierE_2013__MH0405__bin.63	LoombaR_2017__SID0012_qdz__bin.66	LiJ_2014__MH0401__bin.42	XieH_2016__YSZC12003_36058__bin.35	XieH_2016__YSZC12003_37208R1__bin.40	ZeeviD_2015__PNP_Main_586__bin.5	NielsenHB_2014__O2_UC60_0__bin.49	LiJ_2014__MH0265__bin.69	LeChatelierE_2013__MH0181__bin.2	LiJ_2014__MH0323__bin.40
ZeeviD_2015__PNP_Main_750__bin.13	0.7914856298113372	0.7106178906844495	0.9357740547520152	0.8895978766469138	0.8951770234516866	0.8837866463370894	0.8192878271498317	0.7199975807052806	0.8560519642000645	0.627907549184121	1.0	0.8125742843037003	0.8146806179328815	0.6625653526051725	0.5852520075223187	0.8425517370395428	0.9109565919451551	0.8692448565372297	0.9196709759181716	0.7606339958731333	0.7502957306481037	0.9152030168042523	0.915909816569637	0.14626957413380107	0.8597589707307536	0.934097427248854	0.8553845483022037	0.8550835430289851	0.7541208887813646	0.29734538667221794	0.7010103368586583
LiJ_2014__MH0385__bin.51	0.7393336899419045	0.721241691352071	0.7873763134422381	0.7484015224146467	0.8588420838355499	0.741789922447268	0.7001707482936408	0.7347076248520642	0.8559427662507875	0.6272916007122753	0.7419433968443352	1.0	0.8033023323613289	0.6886601685136037	0.6124039420444716	0.7326809922280308	0.7750245141636319	0.7373841155925492	0.7763178088736457	0.7230281590200243	0.6921701729251899	0.7764462393314424	0.7728219318124171	0.25921311942812486	0.8482369387829801	0.8685308775717396	0.7079350116197457	0.8306349023896413	0.7363496082549961	0.3524562003977491	0.7011455354683185
XieH_2016__YSZC12003_37233__bin.75	0.7173531733089006	0.6961510978545837	0.7785860469516764	0.7486823006271677	0.8670642380000348	0.7290220019071473	0.6763519956578787	0.719316962407288	0.8361708166623926	0.5753976750728874	0.7210286644740281	0.7786395765435818	1.0	0.6830319907779717	0.6059531130569878	0.7218073333051161	0.7539474961844604	0.7212527418354924	0.7687845296989645	0.7190194374662328	0.6780892176463412	0.7527281418758263	0.7549066717789502	0.2880165916837422	0.8712177608696193	0.8602479291517178	0.7033645215823845	0.8529946694485456	0.7266666998633128	0.3597923051834073	0.682446277452589
LeChatelierE_2013__MH0313__bin.42	0.7197992131972882	0.748546741390058	0.7504287448438772	0.7215589311652018	0.869523623468076	0.7214895863469746	0.6664641002621682	0.7508970087777118	0.8597131957969584	0.6185818760979597	0.7024727020022011	0.7996464159913624	0.8182323185626384	1.0	0.6558603082190759	0.7128170102093467	0.7223664627581043	0.706784756666796	0.7423787807838798	0.7152858348668729	0.6709305030705587	0.7377229846009765	0.7447365046036012	0.342892230696043	0.8615937079643642	0.8430585091311467	0.6855861202990924	0.8827431318804226	0.7370302820619122	0.43962303262039903	0.7031959759127419
QinN_2014__LD-34__bin.13	0.5930994118301686	0.5853196602051793	0.5986898417395868	0.5969882572119843	0.7200745757029942	0.5683148061897284	0.5264662685082524	0.6340542226362264	0.7038631533102242	0.49891598692589556	0.5716630189420637	0.6551299647867489	0.6687611887597874	0.6042376805142811	1.0	0.5814418060839375	0.5911134284352154	0.546588518803986	0.5949720478504529	0.575724976677919	0.5443490494620465	0.5995863164301485	0.592766926197807	0.43726600636668767	0.7392028038705724	0.7079711369497328	0.5503131822309786	0.861288917649354	0.5878270415236085	0.4836566824803428	0.559194120774719
YuJ_2015__SZAXPI003436-7__bin.52	0.8240550545185068	0.7400774878677886	0.9074685497825375	0.871796070926221	0.9114163300105403	0.8474395547865127	0.8070055651685919	0.7345087218818688	0.8814111857370521	0.6264458826026427	0.8619543202903817	0.820908773684343	0.8343414430586483	0.6878044744387166	0.6089711812762835	1.0	0.89016724284928	0.8420118066472647	0.9082096129563744	0.7686631004500339	0.7598861784523291	0.8960389094140205	0.8798103453858025	0.1674385475161793	0.8745344072753697	0.9294795650031118	0.8205742160379021	0.8467222344133909	0.7707790876289216	0.30413016810622384	0.722897772853345
QinJ_2012__T2D-043__bin.45	0.7978578951786057	0.7162553847070259	0.912415083407115	0.8796688895928606	0.9023523486934555	0.8674746096341243	0.8079307833310319	0.715892568495098	0.8591975263515581	0.6357000322202457	0.8767771902321212	0.8169571903945761	0.8199125179715866	0.6557652579108826	0.5824587838075667	0.837482028413383	1.0	0.870755524147585	0.9290416778354493	0.7708260567022173	0.7562294731312934	0.8892036454906548	0.9118945504463452	0.1286115781692944	0.8591866960168737	0.9265337784600889	0.8504120942347421	0.8233470878583825	0.757585295654599	0.2841818900558575	0.7097118318698844
LeChatelierE_2013__MH0428__bin.9	0.7802627736410344	0.7147342431529483	0.9171730664703014	0.9022738038182242	0.8953502507430069	0.9031030931724405	0.8122606274094454	0.6882892047066188	0.8684503956415849	0.6428676225035735	0.8635095916710565	0.8022525650681247	0.8095568786303242	0.6622340091075114	0.5558893517011261	0.8176276036681557	0.8987309846815514	1.0	0.9114295215831811	0.7617668963339402	0.7577874252626549	0.892604583378163	0.9158365622288391	0.12040624698710164	0.8605515368052169	0.9218008783340995	0.8775131938748563	0.8282427868593617	0.7575233381726012	0.2800573725709926	0.7210967858225754
ChengpingW_2017__AS38raw__bin.49	0.771414140567096	0.7006455092052954	0.9013887446468277	0.8758354303082924	0.8833613180850302	0.8483830662042033	0.7872490161257966	0.6899169101221804	0.8350329527708129	0.6011111763336083	0.8435302973909352	0.7798302079214371	0.7967236231082878	0.6422336024728931	0.5586857337111651	0.8142666113637229	0.88534358028936	0.8415235229953382	1.0	0.7445171711125116	0.7395418413429069	0.8712909990588609	0.8820331443529394	0.14864257290280464	0.8543137263755693	0.9120534830211147	0.8226684874494355	0.8100034252562007	0.7308761366722378	0.2735341225828883	0.6927112999266569
ZeeviD_2015__PNP_Validation_46__bin.25	0.7399648451440515	0.7017453327266188	0.8249661177021597	0.7774306385717621	0.8851199044214207	0.7713244630540974	0.7313458055713505	0.7230570000862395	0.8610829294217538	0.585729400158877	0.7583093136529709	0.7894382584954647	0.8099274957388585	0.6725886776683931	0.5876091402625466	0.7490641614683428	0.7984274967905594	0.7644827980292527	0.8092396833398655	1.0	0.7078248651544142	0.7901414958412241	0.8004187171913135	0.26594080606564996	0.8713959086029837	0.8788924327314566	0.7355540115028035	0.8402213900541345	0.7474606681385805	0.3472807571685687	0.7110598971716958
RaymondF_2016__P9E0__bin.47	0.7901215136618951	0.7301136066955595	0.8414086335121104	0.8275296697722645	0.8838265241423552	0.8057564206804466	0.7542544700467705	0.7144637808726009	0.8575231800923474	0.6063404918729813	0.7958040862605271	0.8040422500540807	0.8126347354523008	0.6711977562118172	0.5910904900081307	0.7878337150060795	0.8333659060562887	0.8090885356447535	0.8552010681863955	0.7530587278735482	1.0	0.822696723084612	0.8436844971244004	0.1902930799125758	0.8714685325118045	0.8901498593902685	0.7571076913896121	0.8317621345825346	0.7431541336277311	0.3114680849476723	0.7273968924130421
LeChatelierE_2013__MH0405__bin.63	0.7843711025928783	0.7089408886470295	0.9091073995004675	0.8879865675043372	0.8891925419615988	0.8655248779573783	0.7923704009350122	0.7043967237361687	0.8638012979341624	0.6205778444884309	0.8646664101894542	0.803405565555509	0.8035338041617082	0.657390962301172	0.5799434819904492	0.8275044567899019	0.8728524186266243	0.8489169817814801	0.8974828688504439	0.7487991750204485	0.7328198473495472	1.0	0.9031798523196237	0.153719550806076	0.8706989402707097	0.9201246240050711	0.825048654258751	0.8367349786412953	0.7390729744114147	0.2853880413845251	0.6897788515269364
LoombaR_2017__SID0012_qdz__bin.66	0.7791718749182805	0.7072803512497189	0.8876351312479407	0.8880594185237679	0.8993641574661485	0.8491001710224212	0.7761959801885954	0.6988671725862042	0.8413616679654607	0.5999049439600843	0.8514079276998792	0.7867861644430265	0.7928902789182178	0.6529604661014733	0.5641203328399659	0.7994409083539484	0.8807203600361919	0.856994267872366	0.8939262197768864	0.7463311245116447	0.7394202758324921	0.8886445296360412	1.0	0.14873524473988378	0.8581180734611905	0.9087788894525713	0.8251210755061374	0.8298183082901419	0.7258162790332787	0.28146459522078626	0.6926290382473078
LiJ_2014__MH0401__bin.42	0.24354499973074784	0.32074942709121324	0.21219977314436106	0.2009766588284368	0.4474261629343187	0.19149641809135257	0.17336249804471637	0.3881368348082369	0.42878023637776336	0.20076040232257777	0.1777756693480764	0.3450385372512516	0.39552203722176205	0.393074834153484	0.5440851281341167	0.19892350417597296	0.1624077811313207	0.14731341892988076	0.19696693839766752	0.3242146597977446	0.21805579417851162	0.19774990661650885	0.19446759443271985	1.0	0.5033895856679206	0.3779710694952676	0.16945364033209478	0.8199933840895045	0.3013615612181139	0.6433041258835104	0.27918629429518754
XieH_2016__YSZC12003_36058__bin.35	0.6665201019005107	0.6468896513875612	0.7173379061540374	0.7021575962075552	0.8302850576135239	0.6781654868202991	0.625425512800261	0.6731665426294479	0.8009840466966202	0.5279110883845252	0.6636088913786805	0.7170426052918566	0.7597960904120045	0.6272450872304633	0.5841197618702533	0.6598188350923819	0.6890194220028455	0.6686322630305577	0.718926776785661	0.6746528179247623	0.6341814004969089	0.7113320077364483	0.712520810839713	0.3196843537769469	1.0	0.8106372364616226	0.6381147645545598	0.8442396518489688	0.6653009001790804	0.3758843419431991	0.6336407393595337
XieH_2016__YSZC12003_37208R1__bin.40	0.6917036152750161	0.6572760133402725	0.782104331328943	0.7699949812876847	0.8406763629572066	0.7323469934418154	0.6651732493349797	0.6653824078569334	0.8037197450559677	0.5495566440050963	0.7253349949512519	0.7386250257352359	0.7547531683693335	0.6174523399814433	0.5628139084409935	0.7055026166659476	0.7475085288073541	0.7205407321203595	0.7721444537221752	0.6845600052863041	0.6516822516160636	0.7562440372072805	0.7591362135317372	0.2414830704471023	0.8155254602716221	1.0	0.7092674700611147	0.7941000913635006	0.6853147235039022	0.3217966662425245	0.6371574756150107
ZeeviD_2015__PNP_Main_586__bin.5	0.7645420482665148	0.6977076703431225	0.9209355139106488	0.8615651616389933	0.8748619644628972	0.8473179792661226	0.7894157506260803	0.6961586935260003	0.8410908655049814	0.6267958804592745	0.862627600866122	0.7818935674198543	0.8014515274514296	0.6521135661006707	0.5681652639111806	0.8088949851875545	0.8910453678571707	0.8908212485008472	0.9045208987753579	0.7440564043169927	0.7198564785033366	0.8806642443808809	0.8951476031640546	0.14060298036189603	0.8337296794313043	0.9211397745898297	1.0	0.8304388129333891	0.7259162119857046	0.28458051736109385	0.6720396208978533
NielsenHB_2014__O2_UC60_0__bin.49	0.538744407146072	0.5384376617602621	0.5895454599400568	0.5711023936182353	0.6842307309578216	0.5484575545637049	0.5093361062142415	0.5696896302713875	0.6668882050008628	0.44488442728536726	0.5549923268006913	0.5904469809772214	0.6255465043350609	0.5403959023928879	0.5723083777094701	0.5371947038948448	0.5552260375708322	0.5411417684054078	0.573187988361934	0.5470178597023292	0.5089837141936385	0.5748244202192682	0.5793973000928453	0.4378954710321891	0.7099188311540109	0.6637541070559655	0.5344709691967379	1.0	0.5484557286983132	0.4863616984565047	0.5263969924345268
LiJ_2014__MH0265__bin.69	0.7472286730159449	0.7338755300100981	0.820774557252405	0.7802073934110446	0.8866421897938229	0.7849573304745553	0.7183952750961019	0.730648090266483	0.8563329665573882	0.6183573717722067	0.758268723251992	0.8108836283098229	0.8255669234098283	0.6989832574795422	0.6051103015011413	0.7575728861118262	0.791447567540046	0.7667488848219817	0.8012310094447163	0.7538758977289121	0.7045103541132178	0.7865717574979281	0.7850980536360319	0.24931689158800785	0.8666920298361388	0.887412984999901	0.7237802342651706	0.8496602843880735	1.0	0.351790932054049	0.7192261781852228
LeChatelierE_2013__MH0181__bin.2	0.3837508587898185	0.43820399819025757	0.36602208556060123	0.38179700722221294	0.5372530455619418	0.3757393970876552	0.3287304991872916	0.49288754461517836	0.5249828242036295	0.373309650284029	0.35423697571928886	0.4598647720227223	0.4843055113360256	0.49398344420798634	0.5898922532969151	0.35416408331518007	0.3517527690735124	0.3358571979154448	0.3552842803760243	0.41499488915327515	0.349842485379627	0.3598630963352715	0.3607210483100692	0.6305662147896174	0.5801648876451564	0.4937052800911574	0.3361831191246209	0.8927166244951992	0.41680714513129014	1.0	0.4101236657338673
LiJ_2014__MH0323__bin.40	0.7636133697414844	0.7647868869891498	0.8147323886962565	0.7950917356282116	0.9062371112486756	0.7825316830667918	0.7332515542457398	0.7537915240912837	0.9044187291833611	0.6467621937556729	0.757103197359776	0.8293371716335436	0.8327870844742529	0.7163187257653497	0.6182954756922423	0.7631675091431805	0.7963814652635097	0.7839695265294652	0.8156704429362996	0.7703111529712013	0.740676234566729	0.7885139625765729	0.8047229321980471	0.2480883821792481	0.886621523597571	0.8861984497419402	0.7197200268883563	0.8759223883544554	0.7725275434752061	0.3718029250582011	1.0
