	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.46	LeChatelierE_2013__MH0040__bin.33	XieH_2016__YSZC12003_35740__bin.16	XieH_2016__YSZC12003_37100__bin.40	LiJ_2014__MH0389__bin.43	XieH_2016__YSZC12003_37105__bin.29	FengQ_2015__SID531663__bin.76	ZeeviD_2015__PNP_Main_140__bin.29	LiJ_2014__MH0259__bin.70	LeChatelierE_2013__MH0141__bin.13	ZeeviD_2015__PNP_Main_750__bin.13	LiJ_2014__MH0385__bin.51	XieH_2016__YSZC12003_37233__bin.75	LeChatelierE_2013__MH0313__bin.42	QinN_2014__LD-34__bin.13	YuJ_2015__SZAXPI003436-7__bin.52	QinJ_2012__T2D-043__bin.45	LeChatelierE_2013__MH0428__bin.9	ChengpingW_2017__AS38raw__bin.49	ZeeviD_2015__PNP_Validation_46__bin.25	RaymondF_2016__P9E0__bin.47	LeChatelierE_2013__MH0405__bin.63	LoombaR_2017__SID0012_qdz__bin.66	LiJ_2014__MH0401__bin.42	XieH_2016__YSZC12003_36058__bin.35	XieH_2016__YSZC12003_37208R1__bin.40	ZeeviD_2015__PNP_Main_586__bin.5	NielsenHB_2014__O2_UC60_0__bin.49	LiJ_2014__MH0265__bin.69	LeChatelierE_2013__MH0181__bin.2	LiJ_2014__MH0323__bin.40
YuJ_2015__SZAXPI003436-7__bin.52	1145350.0	1028630.0	1261286.0	1211705.0	1266773.0	1177852.0	1121653.0	1020890.0	1225069.0	870694.0	1198026.0	1140977.0	1159647.0	955976.0	846406.0	1389895.0	1237239.0	1170308.0	1262316.0	1068361.0	1056162.0	1245400.0	1222844.0	232722.0	1215511.0	1291879.0	1140512.0	1176855.0	1071302.0	422709.0	1004752.0
QinJ_2012__T2D-043__bin.45	1178701.0	1058147.0	1347940.0	1299563.0	1333074.0	1281548.0	1193582.0	1057611.0	1269320.0	939140.0	1295291.0	1206917.0	1211283.0	968783.0	860485.0	1237239.0	1477332.0	1286395.0	1372503.0	1138766.0	1117202.0	1313649.0	1347171.0	190002.0	1269304.0	1368798.0	1256341.0	1216357.0	1119205.0	419831.0	1048480.0
LeChatelierE_2013__MH0428__bin.9	1116826.0	1023032.0	1312792.0	1291466.0	1281556.0	1292653.0	1162626.0	985180.0	1243053.0	920166.0	1235981.0	1148301.0	1158756.0	947886.0	795670.0	1170308.0	1286395.0	1431346.0	1304571.0	1090352.0	1084656.0	1277626.0	1310879.0	172343.0	1231747.0	1319416.0	1256025.0	1185502.0	1084278.0	400859.0	1032139.0
ChengpingW_2017__AS38raw__bin.49	1195884.0	1086175.0	1397377.0	1357763.0	1369430.0	1315205.0	1220432.0	1069543.0	1294509.0	931872.0	1307682.0	1208931.0	1235120.0	995622.0	866102.0	1262316.0	1372503.0	1304571.0	1550249.0	1154187.0	1146474.0	1350718.0	1367371.0	230433.0	1324399.0	1413910.0	1275341.0	1255707.0	1133040.0	424046.0	1073875.0
ZeeviD_2015__PNP_Validation_46__bin.25	1055383.0	1000872.0	1176617.0	1108819.0	1262412.0	1100110.0	1043090.0	1031268.0	1228129.0	835403.0	1081547.0	1125945.0	1155168.0	959287.0	838084.0	1068361.0	1138766.0	1090352.0	1154187.0	1426261.0	1009543.0	1126948.0	1141606.0	379301.0	1242838.0	1253530.0	1049092.0	1198375.0	1066074.0	495313.0	1014157.0
RaymondF_2016__P9E0__bin.47	1059229.0	978783.0	1127984.0	1109378.0	1184849.0	1080189.0	1011146.0	957803.0	1149587.0	812854.0	1066847.0	1077891.0	1089410.0	899801.0	792410.0	1056162.0	1117202.0	1084656.0	1146474.0	1009543.0	1340590.0	1102899.0	1131035.0	255105.0	1168282.0	1193326.0	1014971.0	1115052.0	996265.0	417551.0	975141.0
LeChatelierE_2013__MH0405__bin.63	1180484.0	1066961.0	1368213.0	1336426.0	1338241.0	1302621.0	1192523.0	1060122.0	1300027.0	933974.0	1301329.0	1209131.0	1209324.0	989378.0	872819.0	1245400.0	1313649.0	1277626.0	1350718.0	1126948.0	1102899.0	1505007.0	1359292.0	231349.0	1310408.0	1384794.0	1241704.0	1259292.0	1112310.0	429511.0	1038122.0
LoombaR_2017__SID0012_qdz__bin.66	1191840.0	1081873.0	1357748.0	1358397.0	1375689.0	1298804.0	1187288.0	1069004.0	1286967.0	917629.0	1302334.0	1203487.0	1212824.0	998784.0	862892.0	1222844.0	1347171.0	1310879.0	1367371.0	1141606.0	1131035.0	1359292.0	1529624.0	227509.0	1312598.0	1390090.0	1262125.0	1269310.0	1110226.0	430535.0	1059462.0
LiJ_2014__MH0401__bin.42	284925.0	375247.0	248254.0	235124.0	523447.0	224033.0	202818.0	454084.0	501633.0	234871.0	207981.0	403663.0	462724.0	459861.0	636529.0	232722.0	190002.0	172343.0	230433.0	379301.0	255105.0	231349.0	227509.0	1169907.0	588919.0	442191.0	198245.0	959316.0	352565.0	752606.0	326622.0
XieH_2016__YSZC12003_36058__bin.35	1227856.0	1191693.0	1321472.0	1293507.0	1529542.0	1249309.0	1152152.0	1240100.0	1475564.0	972512.0	1222493.0	1320928.0	1399688.0	1155504.0	1076059.0	1215511.0	1269304.0	1231747.0	1324399.0	1242838.0	1168282.0	1310408.0	1312598.0	588919.0	1842189.0	1493347.0	1175528.0	1555249.0	1225610.0	692450.0	1167286.0
XieH_2016__YSZC12003_37208R1__bin.40	1266611.0	1203569.0	1432148.0	1409974.0	1539402.0	1341035.0	1218030.0	1218413.0	1471729.0	1006319.0	1328195.0	1352531.0	1382064.0	1130646.0	1030595.0	1291879.0	1368798.0	1319416.0	1413910.0	1253530.0	1193326.0	1384794.0	1390090.0	442191.0	1493347.0	1831147.0	1298773.0	1454114.0	1254912.0	589257.0	1166729.0
ZeeviD_2015__PNP_Main_586__bin.5	1077976.0	983742.0	1298485.0	1214775.0	1233523.0	1194687.0	1113047.0	981558.0	1185907.0	883759.0	1216273.0	1102441.0	1130017.0	919456.0	801092.0	1140512.0	1256341.0	1256025.0	1275341.0	1049092.0	1014971.0	1241704.0	1262125.0	198245.0	1175528.0	1298773.0	1409963.0	1170888.0	1023515.0	401248.0	947551.0
NielsenHB_2014__O2_UC60_0__bin.49	1180250.0	1179578.0	1291542.0	1251138.0	1498973.0	1201529.0	1115824.0	1248043.0	1460980.0	974627.0	1215845.0	1293517.0	1370411.0	1183868.0	1253780.0	1176855.0	1216357.0	1185502.0	1255707.0	1198375.0	1115052.0	1259292.0	1269310.0	959316.0	1555249.0	1454114.0	1170888.0	2190742.0	1201525.0	1065493.0	1153200.0
LiJ_2014__MH0265__bin.69	1056674.0	1037791.0	1160677.0	1103310.0	1253822.0	1110027.0	1015900.0	1033227.0	1210961.0	874434.0	1072286.0	1146690.0	1167454.0	988449.0	855701.0	1071302.0	1119205.0	1084278.0	1133040.0	1066074.0	996265.0	1112310.0	1110226.0	352565.0	1225610.0	1254912.0	1023515.0	1201525.0	1414124.0	497476.0	1017075.0
LeChatelierE_2013__MH0181__bin.2	458022.0	523014.0	436862.0	455690.0	641233.0	448460.0	392353.0	588281.0	626588.0	445560.0	422796.0	548867.0	578038.0	589589.0	704060.0	422709.0	419831.0	400859.0	424046.0	495313.0	417551.0	429511.0	430535.0	752606.0	692450.0	589257.0	401248.0	1065493.0	497476.0	1193540.0	489499.0
LiJ_2014__MH0323__bin.40	1005339.0	1006884.0	1072640.0	1046782.0	1193111.0	1030246.0	965366.0	992408.0	1190717.0	851498.0	996768.0	1091868.0	1096410.0	943073.0	814020.0	1004752.0	1048480.0	1032139.0	1073875.0	1014157.0	975141.0	1038122.0	1059462.0	326622.0	1167286.0	1166729.0	947551.0	1153200.0	1017075.0	489499.0	1316555.0
