	XieH_2016__YSZC12003_37583__bin.55	XieH_2016__YSZC12003_37331__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.81	XieH_2016__YSZC12003_37296R1__bin.77	XieH_2016__YSZC12003_37232__bin.78	RaymondF_2016__P13E7__bin.10	XieH_2016__YSZC12003_37100__bin.102	XieH_2016__YSZC12003_37830__bin.16	ChengpingW_2017__AS98raw__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.71	ZeeviD_2015__PNP_Main_589__bin.11	ZellerG_2014__CCIS41548810ST-4-0__bin.30	ZeeviD_2015__PNP_Main_610__bin.28	XieH_2016__YSZC12003_35739__bin.18	ZeeviD_2015__PNP_Main_474__bin.36	ZeeviD_2015__PNP_Main_553__bin.11	ZellerG_2014__CCIS53043478ST-4-0__bin.27	HeQ_2017__RSZAXPI003103-141__bin.15	ZeeviD_2015__PNP_Main_414__bin.81	XieH_2016__YSZC12003_37197R1__bin.105	LiJ_2014__O2.UC13-1__bin.18	QinN_2014__HD-33__bin.61	ZellerG_2014__CCIS36797902ST-4-0__bin.7	XieH_2016__YSZC12003_37101__bin.43	AsnicarF_2017__MV_FEM3_t1Q14__bin.16	ZeeviD_2015__PNP_Main_74__bin.20	XieH_2016__YSZC12003_35740__bin.98	LiJ_2014__MH0329__bin.16	ChengpingW_2017__AS9raw__bin.56	RaymondF_2016__P13E90__bin.1	XieH_2016__YSZC12003_35733__bin.9	RaymondF_2016__P13E0__bin.60	LiJ_2017__H3M514143__bin.39	LeChatelierE_2013__MH0257__bin.1	BritoIL_2016__W2.6.ST__bin.27	LiJ_2014__V1.CD40-0__bin.15	ChengpingW_2017__AS128raw__bin.44	LeChatelierE_2013__MH0422__bin.22	XieH_2016__YSZC12003_35563__bin.34	XieH_2016__YSZC12003_37314__bin.63	CosteaPI_2017__SID713A063-11-90-0__bin.50	ZeeviD_2015__PNP_Main_475__bin.20
ZeeviD_2015__PNP_Main_589__bin.11	0.9083855043097129	0.9450820694499454	0.9673936685842829	0.8993131155755802	0.7687004776899327	0.8815438378436337	0.9618653321400202	0.9534494114763749	0.9045307237998123	0.9693757645117738	1.0	0.9219218759231582	0.7372696617657678	0.5536056508771507	0.871363768651899	0.8816072964237808	0.922447050379548	0.8681558280141184	0.7313036799411805	0.8829127925932896	0.8613504423500682	0.9480703121068029	0.9327185874557704	0.8239974091393485	0.8887978100225169	0.8952097524896552	0.7958498088583802	0.6199614434419933	0.9171125908387693	0.8527550870804895	0.9376871754585977	0.9587878098255764	0.9266278766977906	0.8496237343842657	0.4916888954049423	0.9199927350866867	0.9148718464915064	0.9184609762555499	0.943620771525041	0.9318209767807244	0.9600604825915608	0.9346564811998486
ZellerG_2014__CCIS41548810ST-4-0__bin.30	0.8900659253241258	0.9389018652042923	0.9557826410751159	0.8883780169933313	0.7569301987068819	0.8766976405673471	0.9415266070884534	0.9423238042043262	0.8951990453945364	0.9568679970210894	0.8913670830371349	1.0	0.7230412816086118	0.550194221590332	0.8556988592126198	0.8554073152567618	0.8984166074269659	0.8703589925865746	0.7272798821976236	0.881306489286077	0.8472275820046715	0.9384025591550726	0.9239184523205037	0.8194873227040385	0.880886310551437	0.876849971226431	0.7920728817575573	0.6281435124064859	0.9161783622761586	0.8375152330659084	0.9276289732913577	0.9452210487119597	0.9347119257980434	0.8404641007413426	0.4947107410040283	0.9110562438644596	0.906347110795166	0.9007079144240209	0.9364565349852747	0.9300798043397313	0.9490915168748519	0.9181925121018246
ZeeviD_2015__PNP_Main_610__bin.28	0.9262123835083651	0.9618127527338785	0.9768555169759423	0.9121331971184642	0.7890437913284564	0.8994501036393678	0.9690795532064695	0.9650834425570728	0.9261505174303568	0.9775267365479604	0.9223126306441847	0.9355185746055626	1.0	0.5830434387465604	0.8886596741573894	0.8907609308600042	0.9347805615687923	0.88817898020614	0.7539334233402645	0.9023539768938411	0.867446726736986	0.9723190362469518	0.94977076701892	0.8422409535916817	0.8982741006697961	0.9128301485990344	0.8119068658206892	0.6377921803467347	0.9387038563918608	0.8691609098364874	0.9550025567662327	0.9670533022798471	0.9433262926451635	0.8701535045216986	0.5086738431317156	0.934056783204838	0.944082372766662	0.9321964209652641	0.9571081933681754	0.9496645544602157	0.9678307344105695	0.948514830886612
XieH_2016__YSZC12003_35739__bin.18	0.9303814807951544	0.9704720275273693	0.9848352391022357	0.8976276901499544	0.7936210335844079	0.9143330535541045	0.9794627512108627	0.9703419483534811	0.9229008382476374	0.9846586511734376	0.9192484475886301	0.9449002060192503	0.7738940545097142	1.0	0.8916273340672997	0.8852520011481849	0.925691363542223	0.9089235039986628	0.7518329172979866	0.9308625557287522	0.8509052856473256	0.964814673512174	0.9518932333395103	0.8185279252371764	0.9118237608868638	0.896545634899007	0.8401007205223514	0.6288644960158711	0.9420660787669366	0.8432175338006009	0.9635393162486329	0.9699836856008168	0.9589901786590218	0.8718414923496731	0.5273162631668828	0.9288815734493145	0.9246550903468899	0.9207701559133339	0.9710911753271055	0.9488672574731939	0.9736949389027567	0.9457068422372165
ZeeviD_2015__PNP_Main_474__bin.36	0.9176337681482213	0.9658562011062867	0.9755441309174739	0.9023625120835065	0.7700967369366101	0.8953721031156503	0.9678244636760036	0.9648252282950374	0.9134589023009752	0.9775114750258891	0.914340625150685	0.9286819391473464	0.7454048232995263	0.5634553432634307	1.0	0.8870907967881408	0.9267600588733694	0.8903660297902923	0.750425132775062	0.8902787759666231	0.8725864559104133	0.9572208279469405	0.9491663815609709	0.8496060949091986	0.8882866334030598	0.9039987508926296	0.809408258344795	0.6353873954963251	0.9306010640374182	0.8526471202793959	0.9583115007428056	0.9639113592997651	0.9512434817949489	0.858857296371389	0.49726505185862124	0.9306382617201403	0.9262475574669756	0.9338698678104571	0.9575689247803155	0.9517017939845377	0.9707405783091587	0.9433268046042466
ZeeviD_2015__PNP_Main_553__bin.11	0.8787480832058372	0.9153203417768008	0.9380760173151131	0.8791862697488543	0.7388560502813619	0.8651329702520508	0.9284406999148865	0.9221651027714972	0.8684722389026103	0.9385098524525393	0.8765615018963425	0.8796657946449862	0.7079728193801161	0.5300803965697	0.8405562314738907	1.0	0.8997244689979758	0.8440012392803123	0.7024147690186884	0.8595083433850802	0.8341387785082337	0.9093589161170842	0.8977180358799499	0.8111816328910565	0.8531422370053975	0.8675488706361929	0.7648604852339402	0.5912067666097502	0.8776032283948361	0.834523007621922	0.90285269447737	0.9475220485721297	0.9037155782060722	0.8130840674154566	0.47344989878630594	0.8962059224370656	0.8837186938124753	0.885918329338743	0.917976874890127	0.8962363822762028	0.9279167906817261	0.9064643611179283
ZellerG_2014__CCIS53043478ST-4-0__bin.27	0.8996676644964462	0.9378872939333596	0.9403671472184745	0.9099374552870815	0.7448066036768304	0.8723536964004871	0.9468053888668653	0.9361467081873251	0.8889294476717049	0.9427247660067539	0.8823279476200064	0.8887996781716399	0.714737336066586	0.5332396202190928	0.8447873056963369	0.8655474954277181	1.0	0.8518609992837561	0.7119778504393953	0.8742043769159316	0.8436562179893179	0.9267995366810237	0.9143035710473362	0.8246541956781733	0.8613362658449606	0.8804538248722922	0.7712121852723338	0.6060943106120893	0.8917148871989086	0.8440225028685339	0.9223254192078116	0.9539155016365608	0.9149641396637965	0.8364849879712045	0.47690709885212595	0.9127270809271906	0.9000728802256818	0.9064324229514524	0.9363551766100104	0.9154610312656587	0.9335977840392724	0.9376369643816211
HeQ_2017__RSZAXPI003103-141__bin.15	0.9142902562657389	0.9546002644671097	0.9708684240000289	0.9110661601326671	0.7723640902801111	0.8969327957280613	0.9625053742462507	0.9533822525227345	0.9022379445269398	0.97183578832515	0.8958719466152184	0.9289325934034967	0.7326506685742983	0.5648630876896341	0.8756051672248657	0.8759596868304773	0.9190272704609749	1.0	0.7387307927148705	0.8972701538750574	0.8623921989428541	0.9507868077157918	0.9374654512741029	0.8405090811213116	0.891070351141508	0.892252233699324	0.8071444958686046	0.628212805699772	0.9193695963986227	0.8553695494304202	0.9427340190690903	0.9672401303548267	0.9494030522105765	0.8457586809883555	0.4936723895614976	0.9254140427699679	0.9197503098094898	0.9182130044113981	0.9617091728899535	0.9474136778631636	0.9650222376374271	0.9366340237659104
ZeeviD_2015__PNP_Main_414__bin.81	0.9198361970895557	0.9693047637209322	0.9765984099741571	0.9041512957592736	0.7849097692117163	0.9102059537195952	0.9685770430429246	0.9701092019402963	0.9268487283519538	0.9779349391410704	0.915676462400733	0.9418535834763567	0.7546151080950158	0.5669349588684381	0.8954537184992295	0.8845669513983416	0.9320134628325432	0.8963595334696713	1.0	0.9117359206872138	0.8811135660724345	0.9635279328568078	0.9497006919922231	0.8410439942220732	0.9065503628739706	0.9122384205830971	0.8240406471453403	0.6346480527992039	0.9410288699067773	0.8700750078361489	0.9548895377000958	0.9722403056426847	0.9592032554540693	0.8638532152321582	0.5145319462801856	0.9403482757184598	0.934681041341987	0.9265796689747687	0.9659741264611952	0.9546007509551334	0.9658163075189766	0.9424371847731023
XieH_2016__YSZC12003_37197R1__bin.105	0.8972151378663012	0.9385669422462908	0.9505700630052384	0.8908577934835581	0.7619783164073684	0.8856731376521315	0.9434639987237232	0.9344850419925652	0.8853427043517978	0.9506347510058328	0.8817743743730618	0.9103411199328644	0.7203852432684049	0.5598772676313046	0.8473389410836552	0.8633413537712449	0.9127756615768574	0.868389640304121	0.7272176947906491	1.0	0.8442750026771216	0.9247481866598481	0.9134286607179931	0.8137702395859968	0.8759489576708823	0.8758025355073746	0.8043716850131453	0.6156536219816819	0.8994665425356385	0.842340044713395	0.9217288305239947	0.9504555477609429	0.9253181403948153	0.8311337227725801	0.4969603195936894	0.9107572211258772	0.8922800553344654	0.9010592660097339	0.9691014268512023	0.921860391930609	0.9426444716891654	0.9166014323147159
LiJ_2014__O2.UC13-1__bin.18	0.9062061656006414	0.948260327788545	0.9714114921303524	0.9008038782104252	0.7612312808192392	0.8718443216113804	0.9565126336401428	0.9579080500273848	0.8939251355693686	0.972329780826296	0.8960471700819085	0.9115670230100292	0.7213433147717914	0.5330891240837031	0.8650693815596521	0.8727343832874189	0.9175461432102407	0.8693758231932317	0.7320463633354686	0.8794178131617131	1.0	0.9493165646624117	0.922743557068888	0.8786169852905357	0.889224881480662	0.9040199373815433	0.7821775506868499	0.6394763068313486	0.9144074807066043	0.8624470003555694	0.9325274063875925	0.9601999019338695	0.9261426365948744	0.8468884490937078	0.4815579675999339	0.9374430053217038	0.9208705577158331	0.9488339736769381	0.9460313037650747	0.9454717713866342	0.9601083917564354	0.9324741392693846
QinN_2014__HD-33__bin.61	0.9055804158336268	0.9437853163401482	0.9658337922287101	0.9017852270415884	0.7603267996553738	0.8723861567388166	0.9523443352466376	0.9502764121161609	0.9151791841749722	0.9676185231671884	0.8955893126160674	0.91684319669	0.7342185466494022	0.5488831065315282	0.861731515611538	0.8639656332838884	0.9153044502102651	0.8703686707578636	0.7269229369965587	0.8746860080732513	0.8620419934745904	1.0	0.9246448315151155	0.8340324252992742	0.8781963509962577	0.8876016391246757	0.7881552901955142	0.6169881414819923	0.9312066219843133	0.8505088364232288	0.9372082293583899	0.9549501168322824	0.9268070142365056	0.8530215986757355	0.48376915991553016	0.9160767173849413	0.9366228276885068	0.9177589203473383	0.9392327434667355	0.9320719084921276	0.9546801540565525	0.9272427581348508
ZellerG_2014__CCIS36797902ST-4-0__bin.7	0.9043179251775679	0.9542148589144801	0.9629855139281442	0.8985611648993391	0.7638801190690961	0.88229565484662	0.9567008940204863	0.94714847221387	0.8912880610179005	0.9654581854992282	0.890019778031685	0.9118432657806643	0.724462702374032	0.5470221032867614	0.8631432036402269	0.861552525374012	0.9121176358570369	0.8668741355463347	0.7237548526336186	0.8727382217144078	0.8464066289814982	0.9340187991527519	1.0	0.8237475026894114	0.8776175824028972	0.8882503624858847	0.7919268379871843	0.6101213743059314	0.9091972858660573	0.8367452108431722	0.9405247526075597	0.9518549421693027	0.9299888581527586	0.8352125804317758	0.4869751471659283	0.9214219970466588	0.9068139829347659	0.909467897448233	0.9381155578273564	0.9421793252751218	0.9573189575106407	0.9336675887505763
XieH_2016__YSZC12003_37101__bin.43	0.8635384175919322	0.8998362377621881	0.9171222024690306	0.849600884990295	0.720381301652526	0.8276912540674424	0.9179073031215956	0.9130170575314661	0.8353417716128895	0.9193497592357999	0.8351328549985628	0.8590322946939616	0.6823611392032248	0.49960966747217106	0.8206138156423987	0.8268764349155995	0.8738019452753796	0.8255129324263425	0.6807758568686105	0.8258322954036571	0.8560089918420501	0.8948377636075242	0.8749330224867021	1.0	0.839207394317468	0.8619322879518543	0.736382273935368	0.5957184070174691	0.8523536164308704	0.7944868191802307	0.896904308206564	0.9157267636820422	0.8735770605121872	0.8011082782432197	0.4459198718289918	0.8739616267640369	0.8761843043742082	0.894136939296195	0.8923214494820997	0.8973744814787216	0.9133470659413578	0.8914281202650003
AsnicarF_2017__MV_FEM3_t1Q14__bin.16	0.9043402603248768	0.9544920764694317	0.9716344455841652	0.8988182983603145	0.7727308312656742	0.8889580332669963	0.966488799055564	0.9552042289670364	0.893845240944187	0.9729533288792295	0.9033629967163587	0.926012204007448	0.7298210855855175	0.5581331729618694	0.8604069900369821	0.8721145813779906	0.9152578561407473	0.8776534463999601	0.7358799420314094	0.8914530135037636	0.8688002476742728	0.9448929191313252	0.9347933423305046	0.8415867700659309	1.0	0.8935414307281571	0.8008655255027103	0.6255790409205227	0.9122144161728454	0.8432241425479313	0.9403233110064703	0.9618315619225716	0.9296730503880142	0.8483853576820393	0.49631869202362516	0.9262448434554476	0.9108568337726646	0.9230386003556759	0.9482299385173528	0.9405546160025693	0.9617563877988394	0.9313251018409209
ZeeviD_2015__PNP_Main_74__bin.20	0.8868428546012294	0.931214075276122	0.9458581590774666	0.8806757455908143	0.752110735706467	0.8678319096627949	0.9429999047966547	0.9318158810380353	0.8847707817917787	0.9475498492900889	0.8811754554575425	0.8926894600419498	0.7182502228232143	0.5314685826806591	0.8480020436410411	0.8588638406924944	0.906057129761298	0.8510929214805025	0.7171362144479047	0.863185469470958	0.8553908571187332	0.9248841297746524	0.9162710271234762	0.837107076193262	0.86535231484134	1.0	0.7726384724041688	0.6093737816879596	0.8975500000646176	0.8441422157049334	0.9208382029916251	0.9431317248132227	0.9133335085189762	0.8292254453987276	0.4785923862309254	0.9050159239441583	0.9037567412368767	0.9004797645504959	0.926449169383121	0.9253459306170081	0.9355645666072328	0.9160737278829921
XieH_2016__YSZC12003_35740__bin.98	0.8988750730805879	0.9439529424668481	0.9570325315115661	0.8978805895020531	0.7881544323805029	0.8945313685876375	0.9490301459261429	0.9388331392678525	0.8849038274152339	0.9576059142148966	0.8904231867934931	0.916575020100222	0.7261390044196006	0.5660624032324878	0.8630271472961897	0.8606773064821135	0.9020915982540962	0.8751215561538017	0.7363252387299206	0.901119638675863	0.841239583873991	0.9334880960658406	0.9285416297387314	0.8129034121901848	0.8815879028490902	0.8782215441083581	1.0	0.6132070944725124	0.9069068377968393	0.8364630268535049	0.9298813181044977	0.9535231943341367	0.9368573927196555	0.8310068326065263	0.507187604357121	0.9124751623931456	0.8924699329078583	0.8986875362954678	0.9471557573793031	0.9358134542708932	0.9477369745175213	0.9211459232049106
LiJ_2014__MH0329__bin.16	0.8664600551826752	0.940818271652562	0.9415622232881911	0.8802394422116154	0.7673998890334766	0.8721273635180646	0.9458199060917616	0.928134772975769	0.9027364645264071	0.9416154521510096	0.8870959459645633	0.9296132829182944	0.7295134631449616	0.5419142852490922	0.8664350063060547	0.8508207890646624	0.9066872985913764	0.8710928449136377	0.7252614163386307	0.8820692626487434	0.8795881714194823	0.9345754653768165	0.9148989465694938	0.8410410814101015	0.8807015939852637	0.8858334825828899	0.7842377438977806	1.0	0.9074431484434002	0.8346605063129431	0.917017455309673	0.9336373849473786	0.9243523926060726	0.8251694869614336	0.501933773275103	0.907878998896597	0.8951172224803648	0.9256261279822253	0.9325584045869503	0.9299852587361088	0.9334695574740212	0.9043583792875849
ChengpingW_2017__AS9raw__bin.56	0.8909704387435635	0.9415316858039313	0.9591503003347281	0.8917175464182729	0.7652909884238799	0.8796743241296601	0.9471667443749568	0.9436954426005655	0.9119043702176372	0.9610033660333228	0.8931030838115873	0.9227764277087022	0.7307279888781963	0.5524944361148355	0.8636424077579865	0.8595475928472005	0.9078547312415455	0.8676025472408159	0.7318761395203338	0.8770498580367562	0.8559880701437362	0.9599677290398579	0.9278719321917744	0.8189719321065367	0.87401028477034	0.8879734842834628	0.7893620902308319	0.6175788938033108	1.0	0.8457075616843294	0.9320136277895075	0.9439903647402682	0.9307077875640027	0.8504028755760997	0.4888990795190212	0.9196563048983499	0.9286868037685253	0.906115457755813	0.936187287491977	0.9328570539664897	0.9453673783723195	0.9192096598081643
RaymondF_2016__P13E90__bin.1	0.8932007194313274	0.92910865149352	0.9423100436304102	0.9248951511110324	0.7528907021637029	0.9012009157886268	0.9458294755032906	0.9320181030521287	0.9013081850540278	0.9431795610232578	0.8856564174519822	0.899645056909527	0.7215880760211829	0.5274097972292713	0.8439209461876458	0.871710049357498	0.9164449692759915	0.8608876713524245	0.7216944362250127	0.8759690028185454	0.8610381210424572	0.9350857313241254	0.9107206085621782	0.8141378164613778	0.8616376471486602	0.8906744373249772	0.7764658504202819	0.6058218121142454	0.9019495279925057	1.0	0.9177285642145185	0.9873926795998856	0.919931674932309	0.8350357783907884	0.4800749612171607	0.9196571383378082	0.9309054116889864	0.899418246047514	0.9400792065346982	0.9150450144563517	0.9289041126400012	0.9177994710170717
