	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.79	BritoIL_2016__M2.44.ST__bin.50	NielsenHB_2014__MH0132__bin.20	ZeeviD_2015__PNP_Main_610__bin.25	ZeeviD_2015__PNP_Main_601__bin.13	BritoIL_2016__M2.49.ST__bin.58	LiJ_2014__MH0280__bin.4	NielsenHB_2014__MH0030__bin.5	BackhedF_2015__SID268_M__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.37	BritoIL_2016__M1.1.ST__bin.107	LeChatelierE_2013__MH0100__bin.41	XieH_2016__YSZC12003_37314__bin.51	ZellerG_2014__CCIS51667829ST-4-0__bin.28	ZeeviD_2015__PNP_Main_633__bin.25	ZeeviD_2015__PNP_Validation_93__bin.17	LeChatelierE_2013__MH0030__bin.19	NielsenHB_2014__MH0100__bin.29	ZeeviD_2015__PNP_Main_24__bin.29	ZellerG_2014__CCIS00146684ST-4-0__bin.91	BritoIL_2016__M1.20.ST__bin.96	VatanenT_2016__G80328__bin.2	LeChatelierE_2013__MH0415__bin.14	HMP_2012__SRS011134__bin.45	ZeeviD_2015__PNP_Validation_48__bin.16	NielsenHB_2014__MH0013__bin.3	ZellerG_2014__CCIS98832363ST-4-0__bin.54	XieH_2016__YSZC12003_37797__bin.88	CosteaPI_2017__SID713A004-11-90-0__bin.3	LiJ_2014__V1.CD8-0-PN__bin.53	ZeeviD_2015__PNP_Main_122__bin.41	ZeeviD_2015__PNP_Main_627__bin.13	CosteaPI_2017__SID713A005-11-0-0__bin.26	ZeeviD_2015__PNP_Main_54__bin.38	CosteaPI_2017__SID713B033-11-0-0__bin.36	ZeeviD_2015__PNP_Main_596__bin.60	ZeeviD_2015__PNP_Main_616__bin.5	LeChatelierE_2013__MH0013__bin.11	ZeeviD_2015__PNP_Main_73__bin.28	LiJ_2014__MH0293__bin.9	ZeeviD_2015__PNP_Main_77__bin.3
BritoIL_2016__M1.1.ST__bin.107	973361.0	952390.0	963870.0	781890.0	915827.0	948005.0	955446.0	888371.0	632081.0	786446.0	1064229.0	954791.0	932863.0	829379.0	958341.0	766609.0	871789.0	956740.0	851354.0	937766.0	966278.0	503842.0	749503.0	824334.0	951336.0	968923.0	926235.0	906996.0	919000.0	899073.0	962440.0	938007.0	943579.0	928482.0	950533.0	947116.0	943812.0	967819.0	952812.0	940631.0	947790.0
LeChatelierE_2013__MH0100__bin.41	1002252.0	979866.0	1014753.0	802429.0	941543.0	980139.0	982066.0	903764.0	638113.0	817572.0	954791.0	1101657.0	960334.0	806211.0	987177.0	799341.0	885844.0	1061103.0	875332.0	955030.0	981494.0	497081.0	754948.0	855638.0	989511.0	989774.0	946566.0	934894.0	938312.0	918211.0	996961.0	967642.0	967911.0	966708.0	979553.0	983845.0	983929.0	989282.0	971792.0	980530.0	978856.0
XieH_2016__YSZC12003_37314__bin.51	983054.0	984695.0	987299.0	798569.0	945904.0	980827.0	982996.0	899052.0	656499.0	805108.0	932863.0	960334.0	1212907.0	808792.0	971293.0	786789.0	875518.0	960357.0	864728.0	937496.0	976252.0	491374.0	757639.0	838398.0	977711.0	990941.0	958316.0	926853.0	938142.0	914753.0	988417.0	959173.0	957877.0	954271.0	972447.0	968293.0	965530.0	990956.0	963597.0	985400.0	974576.0
ZellerG_2014__CCIS51667829ST-4-0__bin.28	818013.0	812421.0	822144.0	654125.0	793446.0	811606.0	819907.0	765260.0	522516.0	757086.0	829379.0	806211.0	808792.0	978466.0	811404.0	641120.0	766613.0	809176.0	718919.0	807331.0	818981.0	471628.0	685651.0	705399.0	809298.0	821679.0	789239.0	785010.0	801006.0	769572.0	821632.0	806704.0	799156.0	789733.0	811748.0	805183.0	803719.0	820374.0	814836.0	806345.0	807691.0
ZeeviD_2015__PNP_Main_633__bin.25	999510.0	1001318.0	1000825.0	819224.0	1008426.0	994285.0	1020873.0	917746.0	667485.0	814047.0	958341.0	987177.0	971293.0	811404.0	1122772.0	816735.0	898070.0	987024.0	911408.0	959753.0	992063.0	501603.0	749290.0	847965.0	987253.0	1003997.0	1024688.0	942304.0	1019888.0	936015.0	998644.0	997988.0	996610.0	956603.0	1022003.0	975993.0	1000025.0	1002096.0	1048015.0	992023.0	1005709.0
ZeeviD_2015__PNP_Validation_93__bin.17	807887.0	802815.0	800490.0	637229.0	778912.0	791911.0	818502.0	730340.0	578763.0	629817.0	766609.0	799341.0	786789.0	641120.0	816735.0	916678.0	724018.0	797629.0	710413.0	785971.0	799373.0	392114.0	654563.0	764855.0	819403.0	823392.0	792612.0	770417.0	784029.0	745742.0	808418.0	821062.0	799971.0	777301.0	817290.0	788421.0	813610.0	823335.0	805980.0	802893.0	875648.0
LeChatelierE_2013__MH0030__bin.19	902947.0	881435.0	893822.0	714557.0	859991.0	882806.0	901135.0	930379.0	598512.0	742434.0	871789.0	885844.0	875518.0	766613.0	898070.0	724018.0	1030632.0	887058.0	805313.0	858670.0	889990.0	459905.0	691078.0	742206.0	879889.0	920632.0	865423.0	845868.0	876893.0	835106.0	887116.0	877758.0	888812.0	861428.0	896325.0	869152.0	889225.0	920808.0	890004.0	884214.0	885276.0
NielsenHB_2014__MH0100__bin.29	1001725.0	980359.0	1018753.0	805119.0	941040.0	979714.0	983939.0	903953.0	642743.0	816684.0	956740.0	1061103.0	960357.0	809176.0	987024.0	797629.0	887058.0	1068624.0	877462.0	954381.0	982891.0	497968.0	756664.0	853646.0	990685.0	992842.0	946433.0	934596.0	941531.0	917590.0	998049.0	970465.0	970819.0	970137.0	983038.0	986725.0	985333.0	991459.0	976179.0	982474.0	980347.0
ZeeviD_2015__PNP_Main_24__bin.29	878538.0	891291.0	882850.0	793687.0	867274.0	889641.0	903066.0	810648.0	575723.0	704253.0	851354.0	875332.0	864728.0	718919.0	911408.0	710413.0	805313.0	877462.0	973799.0	857779.0	875561.0	448601.0	657117.0	742435.0	870271.0	897555.0	871695.0	845853.0	875843.0	820345.0	879397.0	889176.0	889484.0	840077.0	906905.0	869610.0	916398.0	897822.0	906455.0	892454.0	891134.0
ZellerG_2014__CCIS00146684ST-4-0__bin.91	972311.0	954414.0	955938.0	782736.0	917213.0	951289.0	957978.0	880833.0	627722.0	784693.0	937766.0	955030.0	937496.0	807331.0	959753.0	785971.0	858670.0	954381.0	857779.0	1160949.0	956788.0	495328.0	741856.0	820849.0	945034.0	959974.0	927996.0	952499.0	925415.0	942323.0	954127.0	946545.0	940693.0	927067.0	948886.0	941108.0	947657.0	959389.0	955504.0	957444.0	963820.0
BritoIL_2016__M1.20.ST__bin.96	999406.0	1005618.0	991748.0	808198.0	945382.0	993300.0	999863.0	910605.0	659676.0	815567.0	966278.0	981494.0	976252.0	818981.0	992063.0	799373.0	889990.0	982891.0	875561.0	956788.0	1119475.0	504408.0	757818.0	863999.0	996298.0	993128.0	959030.0	927298.0	950524.0	934424.0	1004709.0	987324.0	980445.0	973637.0	981674.0	977590.0	980510.0	992884.0	985938.0	983685.0	988946.0
VatanenT_2016__G80328__bin.2	496582.0	504512.0	504338.0	406471.0	472657.0	497895.0	499631.0	455413.0	299051.0	428113.0	503842.0	497081.0	491374.0	471628.0	501603.0	392114.0	459905.0	497968.0	448601.0	495328.0	504408.0	691859.0	425693.0	430816.0	502581.0	493776.0	493394.0	480058.0	496735.0	479096.0	504495.0	494330.0	499221.0	478376.0	506121.0	499502.0	493074.0	492854.0	510956.0	501033.0	498410.0
LeChatelierE_2013__MH0415__bin.14	754822.0	749227.0	764317.0	582365.0	717933.0	746328.0	748642.0	702099.0	505521.0	618632.0	749503.0	754948.0	757639.0	685651.0	749290.0	654563.0	691078.0	756664.0	657117.0	741856.0	757818.0	425693.0	921010.0	712952.0	755269.0	758052.0	724802.0	722742.0	729374.0	714478.0	755255.0	747184.0	740960.0	740992.0	750488.0	739727.0	753216.0	755366.0	748747.0	756881.0	744722.0
HMP_2012__SRS011134__bin.45	862134.0	849928.0	854532.0	674521.0	821038.0	850799.0	845605.0	761481.0	569430.0	678202.0	824334.0	855638.0	838398.0	705399.0	847965.0	764855.0	742206.0	853646.0	742435.0	820849.0	863999.0	430816.0	712952.0	899792.0	860011.0	842557.0	818458.0	806396.0	808622.0	795120.0	860605.0	847948.0	829395.0	827208.0	847185.0	852621.0	846503.0	841788.0	843227.0	843071.0	846195.0
ZeeviD_2015__PNP_Validation_48__bin.16	999886.0	995013.0	1009981.0	810871.0	958751.0	989179.0	999216.0	902932.0	658386.0	810365.0	951336.0	989511.0	977711.0	809298.0	987253.0	819403.0	879889.0	990685.0	870271.0	945034.0	996298.0	502581.0	755269.0	860011.0	1083326.0	990940.0	957389.0	941145.0	945552.0	920613.0	1067879.0	978867.0	978127.0	967998.0	1005031.0	1041371.0	974872.0	990987.0	984241.0	970920.0	991614.0
NielsenHB_2014__MH0013__bin.3	1019998.0	1003370.0	994602.0	826576.0	964341.0	987737.0	1038213.0	942938.0	662162.0	819127.0	968923.0	989774.0	990941.0	821679.0	1003997.0	823392.0	920632.0	992842.0	897555.0	959974.0	993128.0	493776.0	758052.0	842557.0	990940.0	1177043.0	971480.0	962734.0	956967.0	946602.0	1003815.0	988578.0	994713.0	968370.0	1011981.0	979153.0	998076.0	1173802.0	991060.0	994092.0	1012636.0
ZellerG_2014__CCIS98832363ST-4-0__bin.54	961712.0	964404.0	963626.0	802831.0	977853.0	962344.0	986210.0	883512.0	632983.0	778331.0	926235.0	946566.0	958316.0	789239.0	1024688.0	792612.0	865423.0	946433.0	871695.0	927996.0	959030.0	493394.0	724802.0	818458.0	957389.0	971480.0	1120671.0	921410.0	991799.0	903543.0	965804.0	981813.0	985213.0	934677.0	987346.0	949300.0	960924.0	970339.0	999074.0	964245.0	991565.0
XieH_2016__YSZC12003_37797__bin.88	936658.0	932155.0	945321.0	782536.0	908901.0	933463.0	954297.0	872252.0	622696.0	757686.0	906996.0	934894.0	926853.0	785010.0	942304.0	770417.0	845868.0	934596.0	845853.0	952499.0	927298.0	480058.0	722742.0	806396.0	941145.0	962734.0	921410.0	1130809.0	904240.0	943626.0	947271.0	937999.0	943761.0	919121.0	954173.0	939308.0	933546.0	962467.0	936855.0	937530.0	953233.0
CosteaPI_2017__SID713A004-11-90-0__bin.3	959921.0	957073.0	952872.0	776930.0	959347.0	952804.0	974830.0	901268.0	647682.0	811147.0	919000.0	938312.0	938142.0	801006.0	1019888.0	784029.0	876893.0	941531.0	875843.0	925415.0	950524.0	496735.0	729374.0	808622.0	945552.0	956967.0	991799.0	904240.0	1064268.0	896973.0	955052.0	955919.0	958245.0	920748.0	979952.0	932674.0	961354.0	956470.0	1000911.0	957643.0	959325.0
LiJ_2014__V1.CD8-0-PN__bin.53	932918.0	936828.0	928011.0	764333.0	890372.0	933289.0	937453.0	849426.0	613407.0	751065.0	899073.0	918211.0	914753.0	769572.0	936015.0	745742.0	835106.0	917590.0	820345.0	942323.0	934424.0	479096.0	714478.0	795120.0	920613.0	946602.0	903543.0	943626.0	896973.0	1224538.0	926946.0	948758.0	938323.0	922361.0	936779.0	920918.0	929625.0	946135.0	942958.0	940110.0	928162.0
ZeeviD_2015__PNP_Main_122__bin.41	1010783.0	1001154.0	1019221.0	816853.0	962737.0	994841.0	1012446.0	909857.0	662344.0	817319.0	962440.0	996961.0	988417.0	821632.0	998644.0	808418.0	887116.0	998049.0	879397.0	954127.0	1004709.0	504495.0	755255.0	860605.0	1067879.0	1003815.0	965804.0	947271.0	955052.0	926946.0	1158709.0	986949.0	992623.0	974642.0	1014964.0	1053974.0	982965.0	1003642.0	993183.0	978232.0	1004950.0
ZeeviD_2015__PNP_Main_627__bin.13	971268.0	990689.0	979016.0	813630.0	952960.0	1000259.0	1004815.0	897211.0	655474.0	793802.0	938007.0	967642.0	959173.0	806704.0	997988.0	821062.0	877758.0	970465.0	889176.0	946545.0	987324.0	494330.0	747184.0	847948.0	978867.0	988578.0	981813.0	937999.0	955919.0	948758.0	986949.0	1126839.0	990178.0	953223.0	995338.0	970954.0	993101.0	988124.0	989687.0	988051.0	1037402.0
CosteaPI_2017__SID713A005-11-0-0__bin.26	980770.0	975063.0	975954.0	817277.0	956687.0	970762.0	1020533.0	909532.0	655390.0	793080.0	943579.0	967911.0	957877.0	799156.0	996610.0	799971.0	888812.0	970819.0	889484.0	940693.0	980445.0	499221.0	740960.0	829395.0	978127.0	994713.0	985213.0	943761.0	958245.0	938323.0	992623.0	990178.0	1193420.0	945879.0	1011113.0	977919.0	976010.0	994593.0	991027.0	980089.0	990337.0
ZeeviD_2015__PNP_Main_54__bin.38	967278.0	954943.0	969659.0	805246.0	934930.0	951965.0	954111.0	882588.0	629362.0	784238.0	928482.0	966708.0	954271.0	789733.0	956603.0	777301.0	861428.0	970137.0	840077.0	927067.0	973637.0	478376.0	740992.0	827208.0	967998.0	968370.0	934677.0	919121.0	920748.0	922361.0	974642.0	953223.0	945879.0	1085524.0	954686.0	962165.0	944744.0	967426.0	955407.0	958750.0	958225.0
CosteaPI_2017__SID713B033-11-0-0__bin.36	997463.0	1006453.0	992023.0	827285.0	981496.0	987723.0	1034487.0	917069.0	666303.0	808801.0	950533.0	979553.0	972447.0	811748.0	1022003.0	817290.0	896325.0	983038.0	906905.0	948886.0	981674.0	506121.0	750488.0	847185.0	1005031.0	1011981.0	987346.0	954173.0	979952.0	936779.0	1014964.0	995338.0	1011113.0	954686.0	1088504.0	991894.0	997677.0	1010618.0	1015005.0	990231.0	1009499.0
ZeeviD_2015__PNP_Main_596__bin.60	985125.0	978906.0	1003137.0	814465.0	948106.0	973185.0	985629.0	887693.0	644374.0	795051.0	947116.0	983845.0	968293.0	805183.0	975993.0	788421.0	869152.0	986725.0	869610.0	941108.0	977590.0	499502.0	739727.0	852621.0	1041371.0	979153.0	949300.0	939308.0	932674.0	920918.0	1053974.0	970954.0	977919.0	962165.0	991894.0	1089658.0	972407.0	980031.0	978067.0	963487.0	988023.0
ZeeviD_2015__PNP_Main_616__bin.5	978821.0	993121.0	981019.0	813251.0	959290.0	989400.0	991659.0	898928.0	657609.0	797067.0	943812.0	983929.0	965530.0	803719.0	1000025.0	813610.0	889225.0	985333.0	916398.0	947657.0	980510.0	493074.0	753216.0	846503.0	974872.0	998076.0	960924.0	933546.0	961354.0	929625.0	982965.0	993101.0	976010.0	944744.0	997677.0	972407.0	1110743.0	999059.0	1005646.0	990241.0	1003737.0
LeChatelierE_2013__MH0013__bin.11	1019593.0	1002514.0	994415.0	826338.0	964273.0	987478.0	1034831.0	942816.0	661316.0	819127.0	967819.0	989282.0	990956.0	820374.0	1002096.0	823335.0	920808.0	991459.0	897822.0	959389.0	992884.0	492854.0	755366.0	841788.0	990987.0	1173802.0	970339.0	962467.0	956470.0	946135.0	1003642.0	988124.0	994593.0	967426.0	1010618.0	980031.0	999059.0	1174217.0	988236.0	993392.0	1012367.0
ZeeviD_2015__PNP_Main_73__bin.28	997933.0	1002213.0	986712.0	823606.0	991296.0	983283.0	1012187.0	910290.0	664454.0	808491.0	952812.0	971792.0	963597.0	814836.0	1048015.0	805980.0	890004.0	976179.0	906455.0	955504.0	985938.0	510956.0	748747.0	843227.0	984241.0	991060.0	999074.0	936855.0	1000911.0	942958.0	993183.0	989687.0	991027.0	955407.0	1015005.0	978067.0	1005646.0	988236.0	1127264.0	999841.0	1001391.0
LiJ_2014__MH0293__bin.9	993643.0	995329.0	1018510.0	817682.0	959221.0	991563.0	992490.0	911793.0	654906.0	807703.0	940631.0	980530.0	985400.0	806345.0	992023.0	802893.0	884214.0	982474.0	892454.0	957444.0	983685.0	501033.0	756881.0	843071.0	970920.0	994092.0	964245.0	937530.0	957643.0	940110.0	978232.0	988051.0	980089.0	958750.0	990231.0	963487.0	990241.0	993392.0	999841.0	1102449.0	991395.0
ZeeviD_2015__PNP_Main_77__bin.3	991830.0	988851.0	985662.0	852109.0	968499.0	993842.0	1013859.0	902259.0	663492.0	803633.0	947790.0	978856.0	974576.0	807691.0	1005709.0	875648.0	885276.0	980347.0	891134.0	963820.0	988946.0	498410.0	744722.0	846195.0	991614.0	1012636.0	991565.0	953233.0	959325.0	928162.0	1004950.0	1037402.0	990337.0	958225.0	1009499.0	988023.0	1003737.0	1012367.0	1001391.0	991395.0	1343047.0
