	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.79	BritoIL_2016__M2.44.ST__bin.50	NielsenHB_2014__MH0132__bin.20	ZeeviD_2015__PNP_Main_610__bin.25	ZeeviD_2015__PNP_Main_601__bin.13	BritoIL_2016__M2.49.ST__bin.58	LiJ_2014__MH0280__bin.4	NielsenHB_2014__MH0030__bin.5	BackhedF_2015__SID268_M__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.37	BritoIL_2016__M1.1.ST__bin.107	LeChatelierE_2013__MH0100__bin.41	XieH_2016__YSZC12003_37314__bin.51	ZellerG_2014__CCIS51667829ST-4-0__bin.28	ZeeviD_2015__PNP_Main_633__bin.25	ZeeviD_2015__PNP_Validation_93__bin.17	LeChatelierE_2013__MH0030__bin.19	NielsenHB_2014__MH0100__bin.29	ZeeviD_2015__PNP_Main_24__bin.29	ZellerG_2014__CCIS00146684ST-4-0__bin.91	BritoIL_2016__M1.20.ST__bin.96	VatanenT_2016__G80328__bin.2	LeChatelierE_2013__MH0415__bin.14	HMP_2012__SRS011134__bin.45	ZeeviD_2015__PNP_Validation_48__bin.16	NielsenHB_2014__MH0013__bin.3	ZellerG_2014__CCIS98832363ST-4-0__bin.54	XieH_2016__YSZC12003_37797__bin.88	CosteaPI_2017__SID713A004-11-90-0__bin.3	LiJ_2014__V1.CD8-0-PN__bin.53	ZeeviD_2015__PNP_Main_122__bin.41	ZeeviD_2015__PNP_Main_627__bin.13	CosteaPI_2017__SID713A005-11-0-0__bin.26	ZeeviD_2015__PNP_Main_54__bin.38	CosteaPI_2017__SID713B033-11-0-0__bin.36	ZeeviD_2015__PNP_Main_596__bin.60	ZeeviD_2015__PNP_Main_616__bin.5	LeChatelierE_2013__MH0013__bin.11	ZeeviD_2015__PNP_Main_73__bin.28	LiJ_2014__MH0293__bin.9	ZeeviD_2015__PNP_Main_77__bin.3
BritoIL_2016__M1.1.ST__bin.107	0.9752671413792006	0.975324184420248	0.9753244732173426	0.9759250022381665	0.9754789933033203	0.9753777669948999	0.9748714213048147	0.9756408077256011	0.9737217223741894	0.9754795624874435	1.0	0.9756365529210057	0.9750617186017668	0.9796691259363933	0.9749869827128339	0.9750681246893788	0.9755261881028552	0.9755220854150553	0.9750984901697766	0.9738996721996745	0.9757812968938545	0.9801147978929903	0.979275599964243	0.9754286490670044	0.9753525568253487	0.9747368985977214	0.9748551933364643	0.9735202801335398	0.9751545157780196	0.970953415351145	0.9754031420140477	0.975001252655897	0.9754191222992458	0.9757475104525452	0.9748499000034717	0.9751941684017587	0.9748371497713527	0.9748506693916941	0.9752049722295689	0.9750816207418211	0.9746272908555693
LeChatelierE_2013__MH0100__bin.41	0.9891943343590235	0.9880269342950975	0.9893846088654086	0.9879839836297043	0.9870839674874117	0.9882700310874274	0.9873338451794482	0.9850093608508416	0.9870931950924052	0.9896412793001718	0.9756365529210057	1.0	0.9883832083420977	0.9799705039995733	0.9867592133933428	0.9879488228428168	0.9845887086213826	0.9998916222082116	0.9870906124761805	0.9845355643278222	0.9872072575074325	0.9836827398351576	0.9815457488462782	0.9891332549512761	0.9886651083211808	0.9867666760290733	0.9866253383282306	0.9835992101778384	0.9870245717842253	0.9816719686433728	0.9884428779059562	0.9870034578904181	0.9874688891850594	0.987307439268114	0.9872829749896126	0.9886750453577545	0.9866596065366505	0.9867934522209036	0.9864641816355764	0.9877229661509592	0.9877867633237166
XieH_2016__YSZC12003_37314__bin.51	0.9891999829103997	0.9915770873214549	0.9884898090649338	0.9880486219725534	0.9892568379032122	0.9925980830462456	0.9875798070388893	0.984842923434907	0.9878552747224292	0.9896138157862051	0.9750617186017668	0.9883832083420977	1.0	0.9795052374405286	0.9879819992525427	0.9881149838139578	0.9842287651424643	0.9882939365256879	0.9875035849423172	0.9852244702910733	0.9866007956961932	0.9827280238677667	0.9817498835197238	0.9889074162867755	0.9893496135361063	0.9870617927808013	0.9861747064642561	0.9837309692043938	0.9879655745079103	0.9814255870163858	0.9893162501252002	0.9876195430855539	0.9881331319156844	0.987959395182291	0.9884374161265344	0.9892976609352747	0.9871914906838731	0.9870660251312874	0.9881080991327287	0.9878577227521819	0.987663353088933
ZellerG_2014__CCIS51667829ST-4-0__bin.28	0.9795382224976865	0.9799746683062107	0.9790255721625408	0.9797699216510606	0.9803754760878497	0.9794432273788021	0.9795428018055706	0.9802067271254215	0.9781786586439458	0.9800775605413388	0.9796691259363933	0.9799705039995733	0.9795052374405286	1.0	0.9798485094971185	0.9793595582730222	0.9798216309924304	0.9798820034207638	0.9800186112760965	0.9780387474282544	0.9798994115858609	0.9840594705997099	0.9834536812459983	0.9799404308767095	0.9800073644071776	0.9791171491543534	0.9789822854673933	0.9778066521445586	0.9797254951897988	0.9755227581045048	0.9790806589811497	0.9798290327059244	0.9801115176511219	0.9801565845671891	0.9799765444448277	0.9798070749134048	0.9795189612289867	0.9792167962417141	0.9796781192779896	0.9791193595793364	0.9795788240800009
ZeeviD_2015__PNP_Main_633__bin.25	0.9869225920701143	0.9882155319289176	0.987202557889741	0.9905495932736346	0.9951102014426443	0.9879491292737997	0.9884432245734778	0.98481279133878	0.9892491966111598	0.9876088235691551	0.9749869827128339	0.9867592133933428	0.9879819992525427	0.9798485094971185	1.0	0.9903126473091027	0.9843230483147194	0.9866558462610838	0.9910435282551832	0.9843824400653085	0.9866278653674212	0.9830244236976254	0.981521173377464	0.9876940675617508	0.9883869686898901	0.9871324316706126	0.9969766406945334	0.982801728529222	0.9972016535148958	0.9800622853266241	0.9883762381789707	0.9899928656456791	0.9892706274269775	0.9869339736546927	0.9882710716113358	0.9884322940840764	0.9907692307692307	0.9871938417077805	0.9939600101143591	0.9894064956155251	0.9896918492327303
ZeeviD_2015__PNP_Validation_93__bin.17	0.9886939633884442	0.989141956739722	0.9883009156891404	0.9907568550709399	0.9905688961012283	0.9886578163455236	0.9887135278838659	0.9845729386313224	0.9893894392005017	0.9890396734289484	0.9750681246893788	0.9879488228428168	0.9881149838139578	0.9793595582730222	0.9903126473091027	1.0	0.9838760914783886	0.988008209330403	0.9927267659797893	0.9847042702593353	0.9873213130791257	0.9831834619523914	0.9817374339826724	0.9882147596603278	0.9891054828942535	0.9878794061637713	0.988768779680348	0.9837763185391807	0.9914837333823111	0.9809156517937839	0.989066299859726	0.9894758252117379	0.9898396316866487	0.9884086087628859	0.9887555212959904	0.9893597456181406	0.9914443037819103	0.9879028584962378	0.9904141541973747	0.989551534264217	0.9914543286800176
LeChatelierE_2013__MH0030__bin.19	0.9843290912977174	0.9840884466806968	0.9841444940939024	0.9843007625703758	0.9849196096238216	0.9841913172316454	0.983892535524644	0.9997850338410476	0.9836828668431042	0.985100359089158	0.9755261881028552	0.9845887086213826	0.9842287651424643	0.9798216309924304	0.9843230483147194	0.9838760914783886	1.0	0.9843877176013294	0.9848729624382072	0.9818533313147076	0.9831694738143125	0.9823202617931964	0.9806577549856891	0.9855646545568212	0.9849174157194828	0.9835993100391904	0.9844191799848167	0.9808575333267129	0.9843629724493183	0.9790445763771306	0.9848024384635155	0.9839716641716737	0.9848483143791938	0.9839905366438054	0.9843683931609628	0.9849197838813004	0.984544968933622	0.9835307686292908	0.9841023186412645	0.984112443367782	0.983880733240255
NielsenHB_2014__MH0100__bin.29	0.9890448975517233	0.9879411521697664	0.9892397862877459	0.987876326356725	0.9869697356116637	0.9881873689668618	0.9871374140063561	0.9848775323495801	0.9867894321680671	0.9895687928256217	0.9755220854150553	0.9998916222082116	0.9882939365256879	0.9798820034207638	0.9866558462610838	0.988008209330403	0.9843877176013294	1.0	0.9869202313034638	0.9844223638148706	0.9870931771681702	0.983482874401568	0.9811739424632333	0.9890094957394517	0.9885442900619269	0.9864197928774165	0.9865558364934444	0.9834495332742704	0.9867248130969666	0.9815963556708334	0.9882951638647001	0.9868310552157986	0.9873333752223638	0.9871090371772234	0.9870940899537963	0.9885692568851504	0.9866146774745188	0.9865037283437843	0.9862750581604398	0.9874612457937818	0.9876553914073283
ZeeviD_2015__PNP_Main_24__bin.29	0.9872082937789828	0.9877660606917381	0.9872277283796794	0.9902404852290638	0.9905381690215549	0.9880828334125787	0.9885556537395938	0.9853499916116489	0.9886542660272388	0.9874562124690984	0.9750984901697766	0.9870906124761805	0.9875035849423172	0.9800186112760965	0.9910435282551832	0.9927267659797893	0.9848729624382072	0.9869202313034638	1.0	0.9839982093289763	0.986488662697402	0.9823696335942185	0.9825358345621861	0.9881498043599777	0.9880600410676674	0.9875127429516855	0.9907318500163474	0.9821186423645716	0.9919209264674148	0.9804387178565116	0.9879804002060503	0.9892450988330769	0.989625445764061	0.9873725860843708	0.9879535342731598	0.9884292958912616	0.9931067069111893	0.9875019770065782	0.9900778306700277	0.9891400565183192	0.9895717142427514
ZellerG_2014__CCIS00146684ST-4-0__bin.91	0.9844802743155225	0.9848189569725507	0.9845042251694147	0.9844353651805973	0.9850383716759357	0.985008761795837	0.9840831417840493	0.9823156035252993	0.984755990709263	0.9849546255669415	0.9738996721996745	0.9845355643278222	0.9852244702910733	0.9780387474282544	0.9843824400653085	0.9847042702593353	0.9818533313147076	0.9844223638148706	0.9839982093289763	1.0	0.9840988808388065	0.9805522805090768	0.9793571798300479	0.9849131813524777	0.98477515094695	0.9835485127722209	0.9840678192578416	0.989754319952042	0.9845906971466856	0.9870744956877844	0.9847368327277186	0.9844539879245043	0.9844306272078138	0.9844401753055605	0.9848496025866121	0.9846797604525729	0.9840395839422914	0.9836666878607113	0.9843318290661264	0.9842727094221698	0.984553132327613
BritoIL_2016__M1.20.ST__bin.96	0.9870833274965329	0.9879039555775653	0.9879051936580664	0.9869895743369818	0.9869121688375704	0.9873200442967884	0.9866601724436248	0.9842126937585451	0.9855641254191452	0.9876993551725364	0.9757812968938545	0.9872072575074325	0.9866007956961932	0.9798994115858609	0.9866278653674212	0.9873213130791257	0.9831694738143125	0.9870931771681702	0.986488662697402	0.9840988808388065	1.0	0.9813464496994496	0.981172260358028	0.9877360969167789	0.9872417690289451	0.9854822339114394	0.9863799881129892	0.9833149645529269	0.9868777642647635	0.9803868479405494	0.9872789036427463	0.9863236384408766	0.9867233756100546	0.9874850688706366	0.9867756505723896	0.9871786740862734	0.9853107056531805	0.9855662897176306	0.9857790246445517	0.9858796260998185	0.9868000881746829
VatanenT_2016__G80328__bin.2	0.9827762585031273	0.9819449289610555	0.9831224297990633	0.9829655744198234	0.983844521502908	0.9827031803894395	0.9828093132731957	0.9831713192201365	0.9826451006684479	0.9830839054174949	0.9801147978929903	0.9836827398351576	0.9827280238677667	0.9840594705997099	0.9830244236976254	0.9831834619523914	0.9823202617931964	0.983482874401568	0.9823696335942185	0.9805522805090768	0.9813464496994496	1.0	0.98599460174351	0.9836078511475896	0.9833658654027908	0.982492061177538	0.981771160573497	0.980914806127593	0.9831399035703141	0.9783550687127424	0.9834349200685835	0.983019440454757	0.9824827080591562	0.9832035888088031	0.9827412812351196	0.9833394060484242	0.9831465459545626	0.9825911933351459	0.982528828313984	0.9827037340853796	0.982997933428302
LeChatelierE_2013__MH0415__bin.14	0.9815068983150994	0.9814141775456571	0.980934612209332	0.9831154001356538	0.9827128715353661	0.981339303898554	0.9810216365098405	0.9814741225952466	0.9813934534866009	0.9824871652290861	0.979275599964243	0.9815457488462782	0.9817498835197238	0.9834536812459983	0.981521173377464	0.9817374339826724	0.9806577549856891	0.9811739424632333	0.9825358345621861	0.9793571798300479	0.981172260358028	0.98599460174351	1.0	0.982120815987612	0.9823930281793639	0.9804129532010997	0.9814832188652901	0.9788140166200386	0.9823437632819376	0.9774016834668108	0.982006077417561	0.9815038865928607	0.982038166702656	0.981383064864398	0.9823581456332413	0.9821271901661018	0.9813559457048178	0.980825189378394	0.9818176233093422	0.981287679304937	0.9820832471714277
HMP_2012__SRS011134__bin.45	0.9904144831313926	0.988353131088751	0.9897756900853333	0.9883117056400023	0.9885851811974598	0.9893288544062698	0.9879269871866888	0.986015409445541	0.987541927892805	0.991568883606949	0.9754286490670044	0.9891332549512761	0.9889074162867755	0.9799404308767095	0.9876940675617508	0.9882147596603278	0.9855646545568212	0.9890094957394517	0.9881498043599777	0.9849131813524777	0.9877360969167789	0.9836078511475896	0.982120815987612	1.0	0.9909012791696851	0.9868910946084359	0.9874813368554037	0.983489501436019	0.9884692724165308	0.9816090652983197	0.9908378408212827	0.9880334643162081	0.9887014028297735	0.9885820736743358	0.9878291046229573	0.990639451761099	0.9871175884787178	0.9870014778067637	0.9881585860035317	0.987545532938507	0.9876777811260998
ZeeviD_2015__PNP_Validation_48__bin.16	0.9896338182552811	0.9895036547261191	0.9890879135350071	0.9893484906970406	0.989247468842275	0.9904051743920969	0.9884849722182191	0.9853942489578396	0.9887224211936463	0.9907066568768395	0.9753525568253487	0.9886651083211808	0.9893496135361063	0.9800073644071776	0.9883869686898901	0.9891054828942535	0.9849174157194828	0.9885442900619269	0.9880600410676674	0.98477515094695	0.9872417690289451	0.9833658654027908	0.9823930281793639	0.9909012791696851	1.0	0.9874906654287848	0.9885239959932692	0.9831226856648019	0.9887451985718395	0.9808323367147759	0.9999129114815443	0.9883589905472348	0.98878775455539	0.9884266289806384	0.9888918849269326	0.9990109192593226	0.9881420330053586	0.9874973132846344	0.9884062947997493	0.9882142710007004	0.9880719715534472
NielsenHB_2014__MH0013__bin.3	0.986698013133359	0.9869778845291368	0.9867524899406999	0.9870151081086312	0.9876661886200006	0.9867231864352556	0.9861011179786807	0.9843807334098318	0.9865138742482957	0.9876966575390629	0.9747368985977214	0.9867666760290733	0.9870617927808013	0.9791171491543534	0.9871324316706126	0.9878794061637713	0.9835993100391904	0.9864197928774165	0.9875127429516855	0.9835485127722209	0.9854822339114394	0.982492061177538	0.9804129532010997	0.9868910946084359	0.9874906654287848	1.0	0.9871031827726767	0.9827553612939816	0.9873997744958812	0.9800496935354035	0.9873363119698351	0.9871482068182784	0.987592401024215	0.9866683189276826	0.9870600337358112	0.9875892735864569	0.9879337846015734	0.9998994719722747	0.9870118862631929	0.9872013857872309	0.9869854518306677
ZellerG_2014__CCIS98832363ST-4-0__bin.54	0.9865292312043522	0.9879148157825973	0.9868237262174329	0.9907876003791583	0.9957682800993606	0.987887907027009	0.988650490260695	0.9849509684078994	0.9898938834060315	0.9875387206728243	0.9748551933364643	0.9866253383282306	0.9861747064642561	0.9789822854673933	0.9969766406945334	0.988768779680348	0.9844191799848167	0.9865558364934444	0.9907318500163474	0.9840678192578416	0.9863799881129892	0.981771160573497	0.9814832188652901	0.9874813368554037	0.9885239959932692	0.9871031827726767	1.0	0.9831605908336137	0.9981609176859424	0.9799500411159181	0.988213964738187	0.9885354950484461	0.9901584733453578	0.9868082770839552	0.988612907734472	0.9888707468661119	0.9905663715340651	0.9872137469482315	0.9946710654065665	0.9889011610119834	0.9884233509653931
XieH_2016__YSZC12003_37797__bin.88	0.9832340085708978	0.9832678041741985	0.9828777737932406	0.9835087459235102	0.9836461836877723	0.9832591115020092	0.9830975052839944	0.981380380899098	0.9832036820535222	0.9834852432274055	0.9735202801335398	0.9835992101778384	0.9837309692043938	0.9778066521445586	0.982801728529222	0.9837763185391807	0.9808575333267129	0.9834495332742704	0.9821186423645716	0.989754319952042	0.9833149645529269	0.980914806127593	0.9788140166200386	0.983489501436019	0.9831226856648019	0.9827553612939816	0.9831605908336137	1.0	0.9833230115898434	0.9870382969523943	0.9831442111074866	0.9824925186487405	0.9836494620989849	0.9829228142975734	0.9830062263342182	0.9830556111520395	0.9826543094823393	0.9827640843789969	0.9831585464132656	0.9829050803707615	0.9830964727406626
CosteaPI_2017__SID713A004-11-90-0__bin.3	0.9873583346962927	0.9885243863320771	0.9874201361777868	0.9905680048395609	0.9951800547664192	0.9881612587688549	0.9890555276304587	0.9848879578549332	0.9902760922798534	0.9876767096469568	0.9751545157780196	0.9870245717842253	0.9879655745079103	0.9797254951897988	0.9972016535148958	0.9914837333823111	0.9843629724493183	0.9867248130969666	0.9919209264674148	0.9845906971466856	0.9868777642647635	0.9831399035703141	0.9823437632819376	0.9884692724165308	0.9887451985718395	0.9873997744958812	0.9981609176859424	0.9833230115898434	1.0	0.9811432451144014	0.9886163266502767	0.9906310053466874	0.9899274193969183	0.9869790648472764	0.9887923081946871	0.9891719936440815	0.9917387351589529	0.9873733624682426	0.9950255317405843	0.9896840471866865	0.9900106845959399
LiJ_2014__V1.CD8-0-PN__bin.53	0.9808321846078648	0.9806592031835086	0.9810541038845445	0.9805765288166284	0.9808832712618996	0.9807272988324088	0.9804992890310235	0.9798934810095288	0.9802545455138268	0.981567507472722	0.970953415351145	0.9816719686433728	0.9814255870163858	0.9755227581045048	0.9800622853266241	0.9809156517937839	0.9790445763771306	0.9815963556708334	0.9804387178565116	0.9870744956877844	0.9803868479405494	0.9783550687127424	0.9774016834668108	0.9816090652983197	0.9808323367147759	0.9800496935354035	0.9799500411159181	0.9870382969523943	0.9811432451144014	1.0	0.9805911023943142	0.980700030987881	0.9812271467287916	0.98047077012146	0.9813616658785049	0.9800514269457216	0.9805878714535431	0.9800123660999751	0.9807053972711404	0.9807830998500175	0.9805842083601785
ZeeviD_2015__PNP_Main_122__bin.41	0.9895348457581894	0.9895170972697507	0.9888503082255958	0.98932733306972	0.9892847163867183	0.9903140300811889	0.9883292541034288	0.9852899961202695	0.988469737779764	0.9905973065596175	0.9754031420140477	0.9884428779059562	0.9893162501252002	0.9790806589811497	0.9883762381789707	0.989066299859726	0.9848024384635155	0.9882951638647001	0.9879804002060503	0.9847368327277186	0.9872789036427463	0.9834349200685835	0.982006077417561	0.9908378408212827	0.9999129114815443	0.9873363119698351	0.988213964738187	0.9831442111074866	0.9886163266502767	0.9805911023943142	1.0	0.9881939188347119	0.9886986297919754	0.9883772708338036	0.9889286713617429	0.9989847946913302	0.9878856317366336	0.9875094904358327	0.9883898536322108	0.9880652033464454	0.9881277675506244
