	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.79	BritoIL_2016__M2.44.ST__bin.50	NielsenHB_2014__MH0132__bin.20	ZeeviD_2015__PNP_Main_610__bin.25	ZeeviD_2015__PNP_Main_601__bin.13	BritoIL_2016__M2.49.ST__bin.58	LiJ_2014__MH0280__bin.4	NielsenHB_2014__MH0030__bin.5	BackhedF_2015__SID268_M__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.37	BritoIL_2016__M1.1.ST__bin.107	LeChatelierE_2013__MH0100__bin.41	XieH_2016__YSZC12003_37314__bin.51	ZellerG_2014__CCIS51667829ST-4-0__bin.28	ZeeviD_2015__PNP_Main_633__bin.25	ZeeviD_2015__PNP_Validation_93__bin.17	LeChatelierE_2013__MH0030__bin.19	NielsenHB_2014__MH0100__bin.29	ZeeviD_2015__PNP_Main_24__bin.29	ZellerG_2014__CCIS00146684ST-4-0__bin.91	BritoIL_2016__M1.20.ST__bin.96	VatanenT_2016__G80328__bin.2	LeChatelierE_2013__MH0415__bin.14	HMP_2012__SRS011134__bin.45	ZeeviD_2015__PNP_Validation_48__bin.16	NielsenHB_2014__MH0013__bin.3	ZellerG_2014__CCIS98832363ST-4-0__bin.54	XieH_2016__YSZC12003_37797__bin.88	CosteaPI_2017__SID713A004-11-90-0__bin.3	LiJ_2014__V1.CD8-0-PN__bin.53	ZeeviD_2015__PNP_Main_122__bin.41	ZeeviD_2015__PNP_Main_627__bin.13	CosteaPI_2017__SID713A005-11-0-0__bin.26	ZeeviD_2015__PNP_Main_54__bin.38	CosteaPI_2017__SID713B033-11-0-0__bin.36	ZeeviD_2015__PNP_Main_596__bin.60	ZeeviD_2015__PNP_Main_616__bin.5	LeChatelierE_2013__MH0013__bin.11	ZeeviD_2015__PNP_Main_73__bin.28	LiJ_2014__MH0293__bin.9	ZeeviD_2015__PNP_Main_77__bin.3
BritoIL_2016__M1.1.ST__bin.107	24074.0	23501.0	23784.0	18824.0	22457.0	23342.0	24009.0	21640.0	16610.0	19284.0	0.0	23262.0	23264.0	16862.0	23971.0	19113.0	21336.0	23419.0	21200.0	24476.0	23402.0	10019.0	15533.0	20255.0	23448.0	24478.0	23290.0	24017.0	22833.0	26115.0	23673.0	23449.0	23194.0	22518.0	23906.0	23494.0	23749.0	24340.0	23625.0	23439.0	24048.0
LeChatelierE_2013__MH0100__bin.41	10830.0	11732.0	10772.0	9642.0	12161.0	11497.0	12439.0	13548.0	8236.0	8469.0	23262.0	0.0	11156.0	16148.0	13071.0	9633.0	13652.0	115.0	11300.0	14769.0	12556.0	8111.0	13932.0	9298.0	11216.0	13098.0	12660.0	15333.0	12175.0	16829.0	11522.0	12576.0	12129.0	12270.0	12457.0	11142.0	13126.0	13065.0	13154.0	12038.0	11955.0
XieH_2016__YSZC12003_37314__bin.51	10617.0	8294.0	11364.0	9544.0	10162.0	7260.0	12209.0	13627.0	7973.0	8362.0	23264.0	11156.0	0.0	16576.0	11673.0	9351.0	13808.0	11242.0	10806.0	13852.0	13081.0	8487.0	13827.0	9300.0	10413.0	12821.0	13249.0	15079.0	11290.0	16991.0	10560.0	11875.0	11367.0	11490.0	11244.0	10363.0	12367.0	12817.0	11459.0	11965.0	12023.0
ZellerG_2014__CCIS51667829ST-4-0__bin.28	16738.0	16269.0	17244.0	13233.0	15571.0	16684.0	16773.0	15147.0	11402.0	15083.0	16862.0	16148.0	16576.0	0.0	16351.0	13233.0	15469.0	16279.0	14365.0	17730.0	16462.0	7518.0	11345.0	14150.0	16180.0	17159.0	16588.0	17422.0	16240.0	18837.0	17188.0	16272.0	15894.0	15671.0	16254.0	16259.0	16461.0	17050.0	16559.0	16837.0	16494.0
ZeeviD_2015__PNP_Main_633__bin.25	13071.0	11800.0	12808.0	7742.0	4931.0	11982.0	11798.0	13938.0	7176.0	10087.0	23971.0	13071.0	11673.0	16351.0	0.0	7912.0	14079.0	13171.0	8163.0	14989.0	13266.0	8515.0	13846.0	10435.0	11465.0	12919.0	3098.0	16206.0	2854.0	18662.0	11608.0	9987.0	10693.0	12499.0	11987.0	11290.0	9231.0	12833.0	6330.0	10509.0	10367.0
ZeeviD_2015__PNP_Validation_93__bin.17	9134.0	8717.0	9365.0	5890.0	7346.0	8982.0	9238.0	11267.0	6141.0	6903.0	19113.0	9633.0	9351.0	13233.0	7912.0	0.0	11674.0	9565.0	5167.0	12022.0	10135.0	6594.0	11954.0	9014.0	8927.0	9980.0	8902.0	12499.0	6677.0	14232.0	8839.0	8641.0	8128.0	9010.0	9190.0	8389.0	6961.0	9960.0	7726.0	8389.0	7483.0
LeChatelierE_2013__MH0030__bin.19	14150.0	14025.0	14172.0	11218.0	12969.0	13956.0	14515.0	200.0	9766.0	11062.0	21336.0	13652.0	13808.0	15469.0	14079.0	11674.0	0.0	13849.0	12182.0	15582.0	14979.0	8131.0	13367.0	10714.0	13271.0	15099.0	13484.0	16192.0	13712.0	17500.0	13482.0	14069.0	13467.0	13791.0	14011.0	13107.0	13743.0	15165.0	14149.0	14048.0	14270.0
NielsenHB_2014__MH0100__bin.29	10974.0	11822.0	10962.0	9761.0	12262.0	11573.0	12656.0	13670.0	8491.0	8519.0	23419.0	115.0	11242.0	16279.0	13171.0	9565.0	13849.0	0.0	11477.0	14867.0	12686.0	8225.0	14245.0	9382.0	11349.0	13483.0	12724.0	15468.0	12499.0	16887.0	11682.0	12780.0	12297.0	12506.0	12687.0	11279.0	13189.0	13381.0	13398.0	12319.0	12102.0
ZeeviD_2015__PNP_Main_24__bin.29	11238.0	10904.0	11276.0	7746.0	8206.0	10602.0	10335.0	11876.0	6532.0	8834.0	21200.0	11300.0	10806.0	14365.0	8163.0	5167.0	12182.0	11477.0	0.0	13726.0	11830.0	7909.0	11476.0	8798.0	10391.0	11208.0	8079.0	15125.0	7076.0	16047.0	10570.0	9563.0	9228.0	10608.0	10925.0	10062.0	6317.0	11221.0	8994.0	9692.0	9293.0
ZellerG_2014__CCIS00146684ST-4-0__bin.91	15090.0	14489.0	14813.0	12183.0	13723.0	14261.0	15248.0	15577.0	9569.0	11806.0	24476.0	14769.0	13852.0	17730.0	14989.0	12022.0	15582.0	14867.0	13726.0	0.0	15214.0	9633.0	15314.0	12384.0	14388.0	15793.0	14785.0	9759.0	14260.0	12180.0	14563.0	14715.0	14646.0	14425.0	14376.0	14418.0	15125.0	15670.0	14971.0	15058.0	14888.0
BritoIL_2016__M1.20.ST__bin.96	12909.0	12164.0	11995.0	10515.0	12373.0	12595.0	13338.0	14376.0	9523.0	10032.0	23402.0	12556.0	13081.0	16462.0	13266.0	10135.0	14979.0	12686.0	11830.0	15214.0	0.0	9409.0	14268.0	10596.0	12711.0	14418.0	13062.0	15472.0	12473.0	18327.0	12781.0	13503.0	13017.0	12185.0	12982.0	12534.0	14403.0	14331.0	14021.0	13890.0	13054.0
VatanenT_2016__G80328__bin.2	8553.0	9109.0	8512.0	6924.0	7636.0	8612.0	8589.0	7664.0	5190.0	7242.0	10019.0	8111.0	8487.0	7518.0	8515.0	6594.0	8131.0	8225.0	7909.0	9633.0	9409.0	0.0	5962.0	7062.0	8360.0	8645.0	8994.0	9162.0	8375.0	10370.0	8357.0	8394.0	8745.0	8035.0	8735.0	8322.0	8310.0	8580.0	8927.0	8666.0	8474.0
LeChatelierE_2013__MH0415__bin.14	13959.0	13925.0	14572.0	9833.0	12411.0	13927.0	14208.0	13007.0	9406.0	10834.0	15533.0	13932.0	13827.0	11345.0	13846.0	11954.0	13367.0	14245.0	11476.0	15314.0	14268.0	5962.0	0.0	12747.0	13298.0	14848.0	13421.0	15312.0	12878.0	16146.0	13590.0	13820.0	13309.0	13795.0	13240.0	13221.0	14043.0	14484.0	13614.0	14163.0	13343.0
HMP_2012__SRS011134__bin.45	8264.0	9899.0	8737.0	7884.0	9372.0	9079.0	10209.0	10649.0	7094.0	5718.0	20255.0	9298.0	9300.0	14150.0	10435.0	9014.0	10714.0	9382.0	8798.0	12384.0	10596.0	7062.0	12747.0	0.0	7825.0	11045.0	10246.0	13314.0	9324.0	14623.0	7885.0	10147.0	9371.0	9445.0	10311.0	7981.0	10905.0	10942.0	9985.0	10500.0	10427.0
ZeeviD_2015__PNP_Validation_48__bin.16	10365.0	10444.0	11021.0	8637.0	10309.0	9491.0	11506.0	13188.0	7425.0	7531.0	23448.0	11216.0	10413.0	16180.0	11465.0	8927.0	13271.0	11349.0	10391.0	14388.0	12711.0	8360.0	13298.0	7825.0	0.0	12396.0	10987.0	15884.0	10642.0	17646.0	93.0	11395.0	10967.0	11203.0	11164.0	1030.0	11560.0	12390.0	11411.0	11443.0	11828.0
NielsenHB_2014__MH0013__bin.3	13568.0	13066.0	13176.0	10733.0	11894.0	13114.0	14430.0	14728.0	8930.0	10078.0	24478.0	13098.0	12821.0	17159.0	12919.0	9980.0	15099.0	13483.0	11208.0	15793.0	14418.0	8645.0	14848.0	11045.0	12396.0	0.0	12529.0	16602.0	12058.0	18885.0	12712.0	12705.0	12342.0	12910.0	13095.0	12152.0	12043.0	118.0	12872.0	12723.0	13179.0
ZellerG_2014__CCIS98832363ST-4-0__bin.54	12955.0	11655.0	12697.0	7396.0	4138.0	11656.0	11193.0	13296.0	6397.0	9699.0	23290.0	12660.0	13249.0	16588.0	3098.0	8902.0	13484.0	12724.0	8079.0	14785.0	13062.0	8994.0	13421.0	10246.0	10987.0	12529.0	0.0	15516.0	1824.0	18116.0	11383.0	11256.0	9696.0	12330.0	11243.0	10565.0	9065.0	12407.0	5324.0	10702.0	11479.0
XieH_2016__YSZC12003_37797__bin.88	15704.0	15597.0	16186.0	12905.0	14864.0	15627.0	16130.0	16241.0	10459.0	12513.0	24017.0	15333.0	15079.0	17422.0	16206.0	12499.0	16192.0	15468.0	15125.0	9759.0	15472.0	9162.0	15312.0	13314.0	15884.0	16602.0	15516.0	0.0	15080.0	12231.0	15967.0	16422.0	15431.0	15696.0	16215.0	15916.0	16193.0	16589.0	15778.0	16027.0	16113.0
CosteaPI_2017__SID713A004-11-90-0__bin.3	12135.0	10983.0	11987.0	7328.0	4624.0	11280.0	10669.0	13620.0	6298.0	9996.0	22833.0	12175.0	11290.0	16240.0	2854.0	6677.0	13712.0	12499.0	7076.0	14260.0	12473.0	8375.0	12878.0	9324.0	10642.0	12058.0	1824.0	15080.0	0.0	16914.0	10872.0	8956.0	9652.0	11989.0	10983.0	10099.0	7942.0	12077.0	4979.0	9879.0	9583.0
LiJ_2014__V1.CD8-0-PN__bin.53	17882.0	18119.0	17582.0	14846.0	17021.0	17987.0	18281.0	17079.0	12112.0	13844.0	26115.0	16829.0	16991.0	18837.0	18662.0	14232.0	17500.0	16887.0	16047.0	12180.0	18327.0	10370.0	16146.0	14623.0	17646.0	18885.0	18116.0	12231.0	16914.0	0.0	17991.0	18311.0	17615.0	18013.0	17460.0	18371.0	18046.0	18911.0	18194.0	18066.0	18021.0
ZeeviD_2015__PNP_Main_122__bin.41	10578.0	10495.0	11364.0	8718.0	10316.0	9636.0	11816.0	13384.0	7637.0	7685.0	23673.0	11522.0	10560.0	17188.0	11608.0	8839.0	13482.0	11682.0	10570.0	14563.0	12781.0	8357.0	13590.0	7885.0	93.0	12712.0	11383.0	15967.0	10872.0	17991.0	0.0	11652.0	11218.0	11328.0	11237.0	1070.0	11908.0	12536.0	11531.0	11675.0	11931.0
ZeeviD_2015__PNP_Main_627__bin.13	12159.0	11262.0	12024.0	8117.0	9364.0	12496.0	12222.0	13892.0	6135.0	9352.0	23449.0	12576.0	11875.0	16272.0	9987.0	8641.0	14069.0	12780.0	9563.0	14715.0	13503.0	8394.0	13820.0	10147.0	11395.0	12705.0	11256.0	16422.0	8956.0	18311.0	11652.0	0.0	9386.0	12445.0	11385.0	11250.0	10278.0	12642.0	9833.0	10242.0	11420.0
CosteaPI_2017__SID713A005-11-0-0__bin.26	11727.0	11372.0	11688.0	7971.0	9711.0	11375.0	11370.0	13227.0	6700.0	9380.0	23194.0	12129.0	11367.0	15894.0	10693.0	8128.0	13467.0	12297.0	9228.0	14646.0	13017.0	8745.0	13309.0	9371.0	10967.0	12342.0	9696.0	15431.0	9652.0	17615.0	11218.0	9386.0	0.0	11362.0	9917.0	11049.0	10874.0	12358.0	10357.0	10471.0	10005.0
ZeeviD_2015__PNP_Main_54__bin.38	11802.0	11800.0	11613.0	9233.0	11418.0	11309.0	12453.0	13910.0	8483.0	9135.0	22518.0	12270.0	11490.0	15671.0	12499.0	9010.0	13791.0	12506.0	10608.0	14425.0	12185.0	8035.0	13795.0	9445.0	11203.0	12910.0	12330.0	15696.0	11989.0	18013.0	11328.0	12445.0	11362.0	0.0	11691.0	11327.0	12549.0	12826.0	12416.0	12208.0	11619.0
CosteaPI_2017__SID713B033-11-0-0__bin.36	12455.0	11218.0	12406.0	8809.0	10565.0	11345.0	12056.0	13827.0	7649.0	9415.0	23906.0	12457.0	11244.0	16254.0	11987.0	9190.0	14011.0	12687.0	10925.0	14376.0	12982.0	8735.0	13240.0	10311.0	11164.0	13095.0	11243.0	16215.0	10983.0	17460.0	11237.0	11385.0	9917.0	11691.0	0.0	11015.0	11879.0	13145.0	11748.0	11510.0	11281.0
ZeeviD_2015__PNP_Main_596__bin.60	10214.0	10420.0	10981.0	8610.0	9832.0	9652.0	11443.0	12936.0	7184.0	7353.0	23494.0	11142.0	10363.0	16259.0	11290.0	8389.0	13107.0	11279.0	10062.0	14418.0	12534.0	8322.0	13221.0	7981.0	1030.0	12152.0	10565.0	15916.0	10099.0	18371.0	1070.0	11250.0	11049.0	11327.0	11015.0	0.0	11068.0	12190.0	10753.0	11059.0	11241.0
ZeeviD_2015__PNP_Main_616__bin.5	12746.0	11807.0	12423.0	8566.0	9703.0	11957.0	11907.0	13535.0	7303.0	9694.0	23749.0	13126.0	12367.0	16461.0	9231.0	6961.0	13743.0	13189.0	6317.0	15125.0	14403.0	8310.0	14043.0	10905.0	11560.0	12043.0	9065.0	16193.0	7942.0	18046.0	11908.0	10278.0	10874.0	12549.0	11879.0	11068.0	0.0	12222.0	10272.0	10752.0	11456.0
LeChatelierE_2013__MH0013__bin.11	13641.0	12987.0	13197.0	10714.0	11906.0	13127.0	14130.0	14722.0	9036.0	10077.0	24340.0	13065.0	12817.0	17050.0	12833.0	9960.0	15165.0	13381.0	11221.0	15670.0	14331.0	8580.0	14484.0	10942.0	12390.0	118.0	12407.0	16589.0	12077.0	18911.0	12536.0	12642.0	12358.0	12826.0	13145.0	12190.0	12222.0	0.0	12724.0	12746.0	13117.0
ZeeviD_2015__PNP_Main_73__bin.28	13200.0	12165.0	12893.0	7156.0	6436.0	11899.0	12591.0	14037.0	7163.0	10125.0	23625.0	13154.0	11459.0	16559.0	6330.0	7726.0	14149.0	13398.0	8994.0	14971.0	14021.0	8927.0	13614.0	9985.0	11411.0	12872.0	5324.0	15778.0	4979.0	18194.0	11531.0	9833.0	10357.0	12416.0	11748.0	10753.0	10272.0	12724.0	0.0	10656.0	9318.0
LiJ_2014__MH0293__bin.9	12622.0	11003.0	12304.0	8089.0	10008.0	11839.0	11698.0	14056.0	6778.0	9723.0	23439.0	12038.0	11965.0	16837.0	10509.0	8389.0	14048.0	12319.0	9692.0	15058.0	13890.0	8666.0	14163.0	10500.0	11443.0	12723.0	10702.0	16027.0	9879.0	18066.0	11675.0	10242.0	10471.0	12208.0	11510.0	11059.0	10752.0	12746.0	10656.0	0.0	10208.0
ZeeviD_2015__PNP_Main_77__bin.3	12841.0	11578.0	11988.0	772.0	9302.0	12186.0	12460.0	13960.0	6893.0	9863.0	24048.0	11955.0	12023.0	16494.0	10367.0	7483.0	14270.0	12102.0	9293.0	14888.0	13054.0	8474.0	13343.0	10427.0	11828.0	13179.0	11479.0	16113.0	9583.0	18021.0	11931.0	11420.0	10005.0	11619.0	11281.0	11241.0	11456.0	13117.0	9318.0	10208.0	0.0
