	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.79	BritoIL_2016__M2.44.ST__bin.50	NielsenHB_2014__MH0132__bin.20	ZeeviD_2015__PNP_Main_610__bin.25	ZeeviD_2015__PNP_Main_601__bin.13	BritoIL_2016__M2.49.ST__bin.58	LiJ_2014__MH0280__bin.4	NielsenHB_2014__MH0030__bin.5	BackhedF_2015__SID268_M__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.37	BritoIL_2016__M1.1.ST__bin.107	LeChatelierE_2013__MH0100__bin.41	XieH_2016__YSZC12003_37314__bin.51	ZellerG_2014__CCIS51667829ST-4-0__bin.28	ZeeviD_2015__PNP_Main_633__bin.25	ZeeviD_2015__PNP_Validation_93__bin.17	LeChatelierE_2013__MH0030__bin.19	NielsenHB_2014__MH0100__bin.29	ZeeviD_2015__PNP_Main_24__bin.29	ZellerG_2014__CCIS00146684ST-4-0__bin.91	BritoIL_2016__M1.20.ST__bin.96	VatanenT_2016__G80328__bin.2	LeChatelierE_2013__MH0415__bin.14	HMP_2012__SRS011134__bin.45	ZeeviD_2015__PNP_Validation_48__bin.16	NielsenHB_2014__MH0013__bin.3	ZellerG_2014__CCIS98832363ST-4-0__bin.54	XieH_2016__YSZC12003_37797__bin.88	CosteaPI_2017__SID713A004-11-90-0__bin.3	LiJ_2014__V1.CD8-0-PN__bin.53	ZeeviD_2015__PNP_Main_122__bin.41	ZeeviD_2015__PNP_Main_627__bin.13	CosteaPI_2017__SID713A005-11-0-0__bin.26	ZeeviD_2015__PNP_Main_54__bin.38	CosteaPI_2017__SID713B033-11-0-0__bin.36	ZeeviD_2015__PNP_Main_596__bin.60	ZeeviD_2015__PNP_Main_616__bin.5	LeChatelierE_2013__MH0013__bin.11	ZeeviD_2015__PNP_Main_73__bin.28	LiJ_2014__MH0293__bin.9	ZeeviD_2015__PNP_Main_77__bin.3
BritoIL_2016__M1.1.ST__bin.107	0.8919950499375605	0.8728281225187436	0.8833493543212975	0.717012973711485	0.8394527869471702	0.8688571726573887	0.8752223440631669	0.8144215201803371	0.5783257174912543	0.7208617694124103	1.0	0.8753087916228556	0.8547023244057435	0.7634794766915767	0.8779783298519397	0.7023826638815517	0.7991259399997557	0.8769926397420104	0.780052037672343	0.8581705629145607	0.8859709705335975	0.46401949204541504	0.6896729933125295	0.7555507320322976	0.8718875354834345	0.8874452772852459	0.8484499106865158	0.8296889109392809	0.8420809806911859	0.8202727044649224	0.8821099594166293	0.8593620358024447	0.8648373611318616	0.8512867061506499	0.8707026401272657	0.8678789997265627	0.864534794672951	0.8865375779085141	0.8731081374403442	0.8618370670222292	0.8679917574131132
LeChatelierE_2013__MH0100__bin.41	0.8999370947581689	0.8787980287875445	0.9113371947893038	0.7196314279308351	0.8436219258807415	0.879259152349597	0.8801532600437341	0.8080700254253366	0.5717541848324841	0.7344418453293539	0.8455708083368961	1.0	0.8615912212240289	0.717158788987861	0.8842189538123028	0.7168365471285528	0.7917092162079487	0.9630837910529321	0.7843021920615945	0.8534970503523329	0.8795278385196118	0.44384958294641613	0.6726376721611173	0.7682427470619259	0.8880214077521406	0.8865518033289853	0.8477284672089406	0.8347071729222435	0.8406763629695995	0.8182056665550166	0.8945061847743898	0.8669358974708098	0.8675858275307106	0.8663658470830757	0.8778558117453981	0.8829454176753744	0.8812207429354145	0.886135158220753	0.8701782859819345	0.879122993817495	0.8776788056536653
XieH_2016__YSZC12003_37314__bin.51	0.8017407764981157	0.8050089578178706	0.80462475688573	0.6505239066144395	0.7714870142558333	0.8026724225352809	0.8003804083907505	0.7300023827053517	0.5346873255740135	0.656889604891389	0.7499330121765312	0.7825645329773842	1.0	0.6531547760875318	0.7911736019332067	0.6409708246386574	0.7104501829076756	0.7825125916496484	0.7040292454409117	0.7615126303995278	0.7941012789933606	0.39812368137045956	0.6132473470760743	0.6835627133819824	0.7975038481928128	0.8064262140460893	0.7791751552262457	0.7517262246816945	0.7641575157864536	0.7401738138208452	0.8062093796144304	0.7810145378005073	0.7803648589710506	0.7772904270484052	0.7924787308507577	0.7897802552050569	0.785850028073051	0.806441878890962	0.7850049509154452	0.8025635930866918	0.7935917593022384
ZellerG_2014__CCIS51667829ST-4-0__bin.28	0.8189093949099918	0.8136736483434274	0.8226141736146171	0.6549966989144231	0.7949944096166857	0.812416578603651	0.8208093076305155	0.766621425782807	0.5223625552650782	0.7583329415636313	0.8303988079299638	0.8074506421275751	0.8096510251761431	1.0	0.8125504616409768	0.6417054859341049	0.7676751159467984	0.8103470125686534	0.7200597670230748	0.8069784744692202	0.8201807727606273	0.47432409506308854	0.689146071503762	0.7064619516672015	0.8105728763186457	0.8222258106055805	0.7896554402503511	0.7844810141588977	0.8020370661831887	0.7672571147081247	0.8221481380037733	0.8078277630495081	0.8004999662737388	0.791097493423379	0.813001167133043	0.806286575108384	0.804583909916134	0.8210034891350337	0.8158454151702766	0.8068834277327981	0.8086095991071739
ZeeviD_2015__PNP_Main_633__bin.25	0.8785746349214266	0.8813169548225285	0.879980085003901	0.7227486969749869	0.8937656086899209	0.8748908950347889	0.8987354511868839	0.804979105285846	0.5881060446822686	0.7160492067846367	0.832199235463656	0.867590214219806	0.8546882180888016	0.7081161624978178	1.0	0.720380451240323	0.78732903919941	0.8673648790671659	0.8044776677722636	0.841456680430221	0.8717682663978084	0.4391701966205071	0.6550252410997068	0.7459484205163649	0.8690882921911127	0.8827063731550129	0.909881970693961	0.8248317556903806	0.9058241566408852	0.8170429971534737	0.879106354629435	0.8799658345594654	0.8781097141717107	0.8408688495972468	0.8995735554502605	0.8592154061554795	0.8824534277662784	0.881089838364334	0.927779638252468	0.8741881699935516	0.8865041165971363
ZeeviD_2015__PNP_Validation_93__bin.17	0.8713561359605009	0.8662780169263361	0.8630347842972124	0.6887249394007492	0.8416979571888928	0.8540938039311514	0.8828225396486007	0.7844335742758091	0.6246708222516522	0.679534143941493	0.8154401000133089	0.8614889852270917	0.8481036961724837	0.684959167777562	0.8823414546874693	1.0	0.7770929377600422	0.859695552854983	0.7693497607665942	0.844297561411968	0.8609762642934596	0.4205620730507332	0.7010193328518848	0.8245436238242873	0.8841447051200094	0.8873475746118048	0.8549457933974635	0.8268094139926997	0.8480098791505851	0.7980010428961969	0.8722572157289692	0.8862664970687635	0.8638180473405056	0.8381252740875204	0.8815527371661587	0.8509334793678914	0.87996984764552	0.8873072114744763	0.8708117790543681	0.8667209205413461	0.9470773815887368
LeChatelierE_2013__MH0030__bin.19	0.8623805587251318	0.8416292139192263	0.853505421915873	0.6824346614504498	0.8218471772659882	0.8430264148600083	0.8602682625806302	0.9025326207608535	0.5712475451955693	0.7096344767094366	0.8251762025630874	0.8462690853767397	0.8360986268619643	0.7288188218491178	0.857717400585272	0.6911720187224926	1.0	0.847255858541167	0.7695579023356541	0.8180301019180464	0.8490043002740066	0.4383465679311335	0.6575683658182552	0.7097509101211684	0.8408607534017961	0.8786191385479977	0.8266180363116999	0.8050167276001522	0.8375259064341104	0.7933054669367922	0.8476682268743838	0.8380188078771084	0.8493283732699936	0.822443898501114	0.8560902436563196	0.8306019995497909	0.8494613014150542	0.8787258691754185	0.8498232152698538	0.844303301275334	0.8451183351574568
NielsenHB_2014__MH0100__bin.29	0.9271277830181618	0.9063403030439144	0.9430735225860546	0.7442823668568177	0.869134513168336	0.9059697330398718	0.9089099627184117	0.8331115528006109	0.5935221368788274	0.7562669376693767	0.8733857746036024	0.9928543622452799	0.8881655287547351	0.7419794052912905	0.9113149246133345	0.7374567668328617	0.8171339966162092	1.0	0.8103739013909477	0.8791810777223794	0.907901188818518	0.4582930946712782	0.6947429591699231	0.7900477623560767	0.9164458219167828	0.9164673449220679	0.8737488583449371	0.8601042087768945	0.869372202009313	0.8428624099776909	0.9230253110542156	0.8961851876806061	0.8969684379164233	0.8961346554073275	0.9080378131129379	0.9128056266750514	0.9097156717423528	0.9152686071059606	0.900953937025558	0.9078543996765934	0.906067054455075
ZeeviD_2015__PNP_Main_24__bin.29	0.8906355418315278	0.9040746601711441	0.8950245379179892	0.8070874995764012	0.8821820519429574	0.9026903909328311	0.9167507873801473	0.8202637299894537	0.5845056320657549	0.7141299179810207	0.8524900929247206	0.8872796131439855	0.8768975938566378	0.7235107039543068	0.9275476766766036	0.7242213228807999	0.8144709534513797	0.8892851604899984	1.0	0.8667630589064067	0.8869705144490803	0.45254924270819746	0.663012592947826	0.7533762100803144	0.8830158995850272	0.91019501971146	0.8868524202633192	0.8530795369475631	0.8921420128794546	0.8259384123417666	0.892203627237243	0.9032798349556735	0.9039401354899729	0.8517866623399696	0.9200872048543899	0.8826749668052648	0.9345676058406305	0.9104558538260976	0.9216080525858006	0.9065135618336022	0.90556778144155
ZellerG_2014__CCIS00146684ST-4-0__bin.91	0.8245159778767198	0.8096178212824164	0.8106514584189314	0.6637268303775617	0.7782340137249785	0.8071224489620129	0.8120339480890203	0.7453006118270483	0.5324549140401517	0.6657372546080835	0.7866753836731847	0.8099072396806406	0.7955939494327486	0.6801340971911772	0.8137859630354133	0.6666520234738994	0.7262058884584939	0.80926380056316	0.727037104989108	1.0	0.8110382109808442	0.4183603241830606	0.6258173270315923	0.6963828729771937	0.8016252221243138	0.813283787659923	0.7866073358950306	0.8120425617318245	0.7848363709344682	0.801191955891258	0.8093068687771814	0.8026450774323419	0.79766380779862	0.7861172196194665	0.8049535337038923	0.7982176650309359	0.8032497551572033	0.8128858373623647	0.8101415307649174	0.8117376387765527	0.8173761293562422
BritoIL_2016__M1.20.ST__bin.96	0.8812139619017844	0.8874284821009849	0.8751897094620247	0.7125509725540989	0.8334344223854931	0.8760401080863797	0.8812389736260301	0.8005797360369816	0.5807659840550259	0.7195649746532973	0.8422483753545188	0.8655289309721074	0.8603774090533508	0.7168708546416847	0.8743357377342058	0.7050072578664106	0.7816262087139061	0.8666607114942272	0.7715500569463364	0.8410853301770919	1.0	0.4421706603541839	0.6641952701042899	0.762324303803122	0.8786145291319591	0.8742580227338708	0.8450103843319414	0.8145121597177248	0.8379383193014583	0.8183273409410661	0.886065343129592	0.8698907970253914	0.8641800844145694	0.8588418678398356	0.8653091851090913	0.8620612340606086	0.86300006699569	0.8741177784229214	0.868189999776681	0.8662944683892002	0.8717407713437101
VatanenT_2016__G80328__bin.2	0.7053879475442251	0.7160461886020129	0.7166575848547174	0.577497727138044	0.6721326166169697	0.707200455584158	0.7097428811361853	0.6471679923221351	0.424741168359449	0.6083190361041773	0.7137624862869457	0.7067480512647808	0.6979557973517725	0.6708158743327759	0.712700131096076	0.5572233648763694	0.6529856517007078	0.7078653309417093	0.6369679371085727	0.7020144277952588	0.7154622545923374	1.0	0.60667130152242	0.6124860701385687	0.7143377480093488	0.7011992327916526	0.700142659125631	0.6806242312378679	0.7058663687254194	0.6774877540076808	0.7171085437928827	0.7023627646673672	0.708924795370155	0.6798220446651702	0.7189123795455432	0.7099423437434506	0.7006687778868238	0.6999605410929106	0.7256232845131739	0.7116580112421751	0.7081442895156382
LeChatelierE_2013__MH0415__bin.14	0.804402775214167	0.798364838601101	0.8140465358682316	0.6216349442459909	0.7660307705670948	0.7952150356673652	0.7974223949794248	0.7481916591567952	0.5386640753086285	0.6599255165524804	0.7969186002323536	0.8045688971889556	0.8076046948458757	0.7321375446520667	0.7985190171659374	0.6977220659927689	0.7358345729145178	0.8060922248401212	0.701014104081389	0.7888535412210508	0.8073202245361071	0.4557290366011227	1.0	0.7602577605020575	0.8056058023257077	0.806944550004886	0.7723922650134092	0.7681024093115166	0.7779459506411439	0.7582241235165742	0.8052735583761306	0.7962606269204461	0.7900576540971325	0.7895647169954723	0.8004777363980847	0.7888144536975711	0.8025678331397054	0.8044234047404479	0.7981813443936548	0.8064168684379106	0.7941053843063594
HMP_2012__SRS011134__bin.45	0.9489637605135409	0.9335813165709408	0.9399894642317336	0.740879003147394	0.9020595871045752	0.9354606397923075	0.9284323488095026	0.8344506285897185	0.6249622134893397	0.747377171612995	0.8936276383875384	0.9405951597702581	0.9214329533936733	0.7682319913935665	0.930804008037413	0.8400174707043405	0.8129567722318047	0.9382879598840621	0.8153406565072817	0.8985020982627097	0.9484447516759429	0.47094661877411664	0.7781854028486583	1.0	0.9470922168678985	0.9241157956505502	0.898220922168679	0.8814059249248715	0.8883141881679322	0.8674193591407792	0.9476856873588563	0.9311051887547344	0.911348400519231	0.9088355975603251	0.9300749506552626	0.938705834237246	0.9286568451375429	0.923375624588794	0.9260384622223803	0.9252927343208208	0.9288457776908442
ZeeviD_2015__PNP_Validation_48__bin.16	0.9134101830843162	0.9088390752183553	0.9221231651414256	0.7405287051173884	0.8754908494765196	0.9043335062575808	0.9117384794604764	0.8213077134675988	0.6008911444939012	0.7410825550203725	0.8565177979666323	0.9030476513994864	0.8928965057609621	0.7321138789247189	0.9007334818881851	0.7481367566180448	0.7999604920402538	0.9040085809811637	0.7937407576297439	0.8590636613540152	0.9079326075438048	0.4562070881710584	0.6849009439448513	0.7866385557071462	1.0	0.9032774991092248	0.8736077598063741	0.8540928584747343	0.862999687997888	0.8335136422461937	0.9856552875127155	0.8930571222328274	0.8927691202832757	0.8832013632092279	0.9174219025482634	0.9603212698670577	0.8892170962388053	0.9033264225173216	0.8980030018664742	0.8856770722755661	0.9044239684084014
NielsenHB_2014__MH0013__bin.3	0.855049475677609	0.841349041623798	0.8338064114904893	0.6931293079352241	0.8091862404347164	0.8280266736219493	0.8697923525308762	0.7885948091955859	0.5549771758550878	0.6873572163463866	0.802387848192462	0.8297708749807781	0.8309976780797304	0.6835094384827063	0.8420066216782225	0.6910639628288856	0.7693287331049078	0.8320503159187896	0.7530285639522091	0.8021635573211853	0.8314989341935681	0.4121608131563588	0.6314161844554532	0.7064414808974694	0.8313579028123868	1.0	0.8147119518998032	0.8038211008433847	0.8027820563904632	0.7881759629852095	0.842027861344063	0.8290886569139785	0.8346092708592634	0.8117460449618238	0.8486401941135541	0.8215511243004716	0.8377204571115924	0.9971462384976589	0.8310554499708167	0.8337579850523728	0.849125308081353
ZellerG_2014__CCIS98832363ST-4-0__bin.54	0.8465972618190352	0.8501594134228512	0.8485353863890472	0.709784584414159	0.8688678479232532	0.8483203366554501	0.870029651878205	0.7765133567300305	0.5591168148368255	0.6858676632124862	0.8057181813395725	0.8333453796877048	0.8433045916241252	0.6894539075250453	0.9115877898152089	0.6993221025617689	0.7602043775559464	0.833169592146134	0.7706240279261264	0.8148787645972815	0.8441085742381128	0.4322410413047183	0.6347813051288023	0.7211857895849898	0.8444958422230967	0.8556935978534289	1.0	0.8083496405278623	0.8833770125219623	0.7900864749779374	0.8516513767198401	0.8660498933228395	0.8704758131512281	0.8230310233779584	0.8709987141632112	0.8376544052625614	0.84936524635687	0.8547843211790079	0.8867455301332862	0.8508679175244117	0.8745528348641127
XieH_2016__YSZC12003_37797__bin.88	0.8144204724228407	0.8105329900982393	0.8216551159391197	0.6806021175989934	0.7906171599270964	0.8116631544319155	0.8296423180218764	0.7569899072257118	0.5414150400288643	0.65897335447454	0.7808383201760863	0.8131886109855864	0.8063023905893922	0.6787954464458631	0.8189694280820192	0.6702440465189081	0.7337012705063366	0.8128056992825491	0.7346315779234159	0.8336863254537239	0.8063483753666623	0.4164239937955924	0.6255963650802213	0.7013403678251587	0.8182292500324989	0.8366859478479567	0.8011025734673141	1.0	0.786304318412747	0.8236536851050885	0.8235732117448659	0.8149714054274418	0.8209432362140734	0.7989191808696252	0.8294574945901562	0.8165764510186955	0.8112360265968876	0.836461329897445	0.8145292441075371	0.8149059655520959	0.8287164322179962
CosteaPI_2017__SID713A004-11-90-0__bin.3	0.8905520038185871	0.8889584202475316	0.8840677348186735	0.7231280091104872	0.8970700988848673	0.8846681474966831	0.9059381659506817	0.8340455599529442	0.6026527152935163	0.7527718582161635	0.8420501227134518	0.8702103229637648	0.8708821462263264	0.7373762999545227	0.955618321700925	0.7304100095088831	0.8110560497919698	0.8729305024674238	0.8163047277565425	0.8561330416774723	0.8814048717052473	0.45886938252395076	0.6732289235418146	0.751030755411231	0.8784535474147489	0.8878487373481115	0.930193334761545	0.8354662547403473	1.0	0.826914837240244	0.8871637595041851	0.8897787023569251	0.8913102714729748	0.8538817290381746	0.9104558250365509	0.8668634216193666	0.8958382663013452	0.8873638970635216	0.9357906091322862	0.8905313323335851	0.8923898867578467
LiJ_2014__V1.CD8-0-PN__bin.53	0.7472499832589924	0.7502494818453981	0.7434877480323192	0.6120569553578574	0.7132085733558289	0.7474672080409102	0.7506275836274579	0.6797232915597556	0.491038252794115	0.6020401163540862	0.7128876359900632	0.7360996555435602	0.7331434385866343	0.6130761152369302	0.7491421254383287	0.5973763166190024	0.6676852821227272	0.7355451607055069	0.6568175099506915	0.7595868809297874	0.7481164324831079	0.3827778313127074	0.5702820165646146	0.6373807917761637	0.7373940212553632	0.757605725587936	0.7230702518010874	0.7606093073469341	0.718686557705845	1.0	0.7422840287520681	0.7598351378234077	0.7518819342478551	0.7385217935253948	0.7507476289016755	0.7370510347575984	0.7444268777285801	0.7572031247703215	0.7551942038548415	0.7529729579645548	0.7432525572909946
ZeeviD_2015__PNP_Main_122__bin.41	0.8632063788233283	0.8549678996193177	0.8698102802342953	0.6974443108666628	0.8219673792125547	0.8502609369565611	0.8635731663428868	0.7736826071084284	0.5650314272177053	0.6987379920238818	0.8101835749959653	0.8504628858496827	0.8439193965007608	0.6942588691379803	0.8518411438937645	0.6900602308258588	0.7539718773220887	0.8512637771865068	0.7498232947185186	0.8108714094738196	0.8560630840012462	0.4281817091262776	0.6400787428077283	0.735922479241984	0.9215307726098615	0.855351084698574	0.8236934381281236	0.8037427861525197	0.8148551534509527	0.7844549408004943	1.0	0.8417100410888325	0.84698142501698	0.831368359096201	0.8662459685736453	0.9086871682191129	0.8380507961878263	0.8553536737869474	0.8471945932930529	0.8341671636277961	0.857004649139689
