	YuJ_2015__SZAXPI003420-4__bin.42	LeChatelierE_2013__MH0445__bin.27	NielsenHB_2014__O2_UC51_2__bin.22	FengQ_2015__SID530167__bin.19	CosteaPI_2017__mickey3-11-7-0__bin.1	LiJ_2014__MH0238__bin.36	LiJ_2014__MH0328__bin.2	LiJ_2014__MH0395__bin.62	XieH_2016__YSZC12003_37651__bin.23	HMP_2012__SRS022524__bin.26	KarlssonFH_2013__S463__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.51	BackhedF_2015__SID582_M__bin.20	KarlssonFH_2013__S131__bin.32	ZeeviD_2015__PNP_Main_712__bin.62	FengQ_2015__SID530295__bin.40	CosteaPI_2017__SID713B016-11-90-0__bin.47	ZeeviD_2015__PNP_Validation_72__bin.26	LeChatelierE_2013__MH0196__bin.15	LeChatelierE_2013__MH0302__bin.32	LiJ_2014__MH0402__bin.5	HMP_2012__SRS019685__bin.21	NielsenHB_2014__MH0102__bin.6	HMP_2012__SRS014235__bin.79	KarlssonFH_2013__S60__bin.40	KarlssonFH_2013__S88__bin.42	KarlssonFH_2013__S487__bin.25	KarlssonFH_2013__S424__bin.23	XieH_2016__YSZC12003_37583__bin.2	BackhedF_2015__SID599_M__bin.5	XieH_2016__YSZC12003_37314__bin.5	XieH_2016__YSZC12003_37097__bin.7	XieH_2016__YSZC12003_36695__bin.83	LiJ_2014__MH0309__bin.19	LeChatelierE_2013__MH0102__bin.23	ZeeviD_2015__PNP_Main_564__bin.29	XieH_2016__YSZC12003_35698__bin.36
KarlssonFH_2013__S463__bin.27	0.9925425216024513	0.9928956064866875	0.993202745212722	0.9941560866645509	0.989633661515936	0.9934308504145174	0.9919105337172704	0.9937758110556885	0.9928325128215669	0.9914134091172718	1.0	0.9946908952522678	0.9932330867336009	0.9931789740485071	0.994107340244772	0.9960714750885376	0.9939513850127886	0.99362503728518	0.9945826201820528	0.9905502338186498	0.9937999227855041	0.9927218917577799	0.9931764597772395	0.9925751724770266	0.9935886560287172	0.9932012204571204	0.9942390765650977	0.994045584511632	0.9937200272069016	0.9935434570648608	0.9937952788658185	0.994281960726191	0.9935666499635168	0.9938782785319152	0.9931427044361304	0.9943889862380836	0.9934805022936567
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.51	0.9930302605459168	0.9923004248430372	0.9930649260134425	0.9931782392544461	0.9901788460693413	0.99310805513902	0.9934730649016363	0.9921247613696249	0.9928934491570823	0.991292220459435	0.9946908952522678	1.0	0.992304646402647	0.9933338467881139	0.9932993023012524	0.9955587372722595	0.9939426103990331	0.9923672557279828	0.9944467862025971	0.9902805044278893	0.9938598384233444	0.9927442328747264	0.9922099139842795	0.9926853117967822	0.9927386857343268	0.9927817358384429	0.9935639775207012	0.9934039281924685	0.9924835580558983	0.9933697252422533	0.9935078903288371	0.9943464992496407	0.9930507005852088	0.993576949409513	0.9921761521193715	0.9930169540171339	0.9928908570682746
BackhedF_2015__SID582_M__bin.20	0.9929887609706817	0.9932894834214913	0.9939709039218927	0.9932735305064541	0.9906106540199272	0.9931672936992086	0.992067471781616	0.9940707748989245	0.9922078161597905	0.9904491303918251	0.9932330867336009	0.992304646402647	1.0	0.9931477618695163	0.9932133372676306	0.9956542594611432	0.9940140691222091	0.9928623273841982	0.9935150158958018	0.9899166032332595	0.9934536554965765	0.9909895033697754	0.9977281422018908	0.9905846236781488	0.9953688411203984	0.9934302552126397	0.9939709835290417	0.9940145880563059	0.9931531941343352	0.993842481972616	0.9931725237710677	0.9931463896924216	0.996769791449259	0.9940732763369058	0.9977387538702562	0.992792956609997	0.9952283784544868
KarlssonFH_2013__S131__bin.32	0.9928140474188425	0.9942134681056383	0.9939328113344167	0.9932875233750716	0.9913297573620224	0.9933298139105187	0.99279245088832	0.9946791081290121	0.9937544100789814	0.9915850312792256	0.9931789740485071	0.9933338467881139	0.9931477618695163	1.0	0.9934138835226913	0.9957071476565259	0.9945666362239102	0.9934096384861288	0.9944966661475956	0.9907814847707939	0.9938486521951104	0.9930230609973553	0.9931204965611797	0.9927239654388358	0.9931594868710802	0.9939864642133313	0.994784524301253	0.9939076855607938	0.9924086441193848	0.9937624873802448	0.9946811557159624	0.9938704202313227	0.9933574840391275	0.99355238014594	0.9930883538762816	0.9938545472067503	0.9935695347640844
ZeeviD_2015__PNP_Main_712__bin.62	0.9930966392491252	0.9933217972705406	0.9935841773074392	0.9940839598029052	0.9897559249454649	0.993932490399399	0.9925982167898164	0.9915094365083434	0.9924946469750341	0.9906898372859191	0.994107340244772	0.9932993023012524	0.9932133372676306	0.9934138835226913	1.0	0.9959834831115558	0.9929631538534358	0.9929965146632056	0.9936449683465357	0.990004434550272	0.9942327936975927	0.9920407413045981	0.9937409712709513	0.9918925743095501	0.9928020132479776	0.9919833117688996	0.9932042174613523	0.99422744391043	0.993095281472035	0.9939924961572706	0.9942243801353332	0.9947753716802462	0.9943980769281513	0.9938283387414901	0.9936653958001336	0.9938384214926052	0.9936664358817555
FengQ_2015__SID530295__bin.40	0.9951832981049062	0.9957580375663313	0.9957711509265162	0.9967595600976685	0.9934120617944148	0.9953980329381761	0.9936017462668585	0.9957835743704512	0.994702789068467	0.9926048268885356	0.9960714750885376	0.9955587372722595	0.9956542594611432	0.9957071476565259	0.9959834831115558	1.0	0.9956601935248749	0.9960310558844983	0.9960963873929789	0.9932227632424119	0.9966975970968763	0.9943563772936581	0.9960686824304793	0.9941176628696452	0.9956492459393168	0.9957436369364646	0.9962199430329443	0.9955090819638897	0.9949257410335255	0.9958157799898097	0.9956091558688205	0.9957675453247521	0.9960316521206248	0.9951452115141952	0.9960694198618493	0.995490438162307	0.9958707671261574
CosteaPI_2017__SID713B016-11-90-0__bin.47	0.9931014944276916	0.9948659697776177	0.9937167569804314	0.9940673316860483	0.9908322712855291	0.9941049770574207	0.9927553710634057	0.9945612624663003	0.9945747024672701	0.9917387513229123	0.9939513850127886	0.9939426103990331	0.9940140691222091	0.9945666362239102	0.9929631538534358	0.9956601935248749	1.0	0.9943605257203059	0.994206489263768	0.9905235045177755	0.9940058932254224	0.9926934786963375	0.9942504907413902	0.9924703162487244	0.9936985716588186	0.992795537635387	0.9957239995935193	0.9956263104547144	0.9923982483428014	0.9944633723487756	0.9944166408695353	0.994975702310581	0.9936354590651587	0.9942505779986217	0.993859568408369	0.9920252667592087	0.9945225960881847
ZeeviD_2015__PNP_Validation_72__bin.26	0.9926926495738976	0.9935562846865734	0.9932457876606235	0.9945083956269687	0.9901940303011312	0.9936916115952449	0.9921920396729994	0.9905084252350784	0.9934486133406527	0.990217382323537	0.99362503728518	0.9923672557279828	0.9928623273841982	0.9934096384861288	0.9929965146632056	0.9960310558844983	0.9943605257203059	1.0	0.9953322139000673	0.9901132124922193	0.9952744946487365	0.9914143493893675	0.9926328391196243	0.990951576648083	0.9935308691637488	0.9913805325820231	0.9937016153336432	0.9941243544167953	0.9927519081981474	0.9939032855691478	0.9936949685390394	0.9936668343110583	0.9927951353495217	0.9944562849912149	0.9925604594810247	0.9935159512306838	0.9938926842436957
LeChatelierE_2013__MH0196__bin.15	0.9930656331737329	0.993107924627162	0.9937412555861309	0.995173185585861	0.9902783332527589	0.9941220099325541	0.9920230779139294	0.9931431754324735	0.9931481355945211	0.9914810269283739	0.9945826201820528	0.9944467862025971	0.9935150158958018	0.9944966661475956	0.9936449683465357	0.9960963873929789	0.994206489263768	0.9953322139000673	1.0	0.9906391188476568	0.9958408736009469	0.9927332494746846	0.9941984244295239	0.9923852556810575	0.9933728145635319	0.9927223085170727	0.9946862788010443	0.9949532605557017	0.9937121763761092	0.9940323807906098	0.9938691643194096	0.9941558072291264	0.9937546738706894	0.9944106107902528	0.9940556894646982	0.9937973654933335	0.9942386208144596
LeChatelierE_2013__MH0302__bin.32	0.990264852936067	0.9896311393022271	0.9912101961272366	0.9891584902518438	0.9912686801875643	0.9900164320771443	0.9906559203838914	0.9894511868811287	0.9907598190529359	0.9901323021021398	0.9905502338186498	0.9902805044278893	0.9899166032332595	0.9907814847707939	0.990004434550272	0.9932227632424119	0.9905235045177755	0.9901132124922193	0.9906391188476568	1.0	0.9898235151154648	0.9920051846887556	0.9898236686430913	0.991649981360048	0.9899332639232621	0.9902690953835149	0.9904758719860883	0.9905966990008245	0.9901515251016807	0.9903472712669082	0.9910649269710882	0.9909491523535212	0.9906221020307303	0.9894138724484477	0.9898376359214791	0.9902542818703004	0.9901083776742223
LiJ_2014__MH0402__bin.5	0.9925895730034521	0.9917919562375284	0.9940603568533221	0.9971153707592009	0.9898736193593692	0.9937179486055424	0.9918905085643933	0.9928492705770157	0.9927479059002985	0.9910105148094849	0.9937999227855041	0.9938598384233444	0.9934536554965765	0.9938486521951104	0.9942327936975927	0.9966975970968763	0.9940058932254224	0.9952744946487365	0.9958408736009469	0.9898235151154648	1.0	0.9924107443560389	0.9940089846829832	0.9921649626006875	0.9946532377565884	0.9928746034222707	0.9938825515830649	0.9939621227960137	0.9932416748986521	0.9937575544830616	0.9933488672481223	0.9908660851311915	0.9934230680773815	0.9943225174440588	0.9939641647263389	0.9946279205846416	0.9948711234729873
HMP_2012__SRS019685__bin.21	0.9921891338940668	0.9916832930056175	0.9930593638125128	0.9916247936273379	0.9926756328860885	0.9921161489171871	0.9925616960665699	0.9920250989329666	0.9927662289084397	0.9951334347933954	0.9927218917577799	0.9927442328747264	0.9909895033697754	0.9930230609973553	0.9920407413045981	0.9943563772936581	0.9926934786963375	0.9914143493893675	0.9927332494746846	0.9920051846887556	0.9924107443560389	1.0	0.9912047101617724	0.9998348160982485	0.9919183766197186	0.9935856831736724	0.9927311994029034	0.9923491891005454	0.9920589332506327	0.9927614152671798	0.9926934752849553	0.9923348148448747	0.9924130760071331	0.992589639796253	0.9911398031498609	0.9927343153510617	0.9920399608287885
NielsenHB_2014__MH0102__bin.6	0.9928582923747036	0.9932231924138195	0.9940238012402951	0.9930998729831882	0.9908612150585616	0.9938651459409937	0.9924344885883347	0.9938836223871245	0.9930132981734157	0.9905979066619396	0.9931764597772395	0.9922099139842795	0.9977281422018908	0.9931204965611797	0.9937409712709513	0.9960686824304793	0.9942504907413902	0.9926328391196243	0.9941984244295239	0.9898236686430913	0.9940089846829832	0.9912047101617724	1.0	0.9907019393977978	0.9960764016572811	0.9930866048689615	0.9937029333451346	0.9933685650669314	0.9933127710994578	0.9935736630659421	0.9936312559734889	0.9936194839259906	0.9983962737769845	0.9940752178150356	0.9999631922886373	0.9936114382385749	0.9966848590418127
HMP_2012__SRS014235__bin.79	0.9921542184849483	0.9915742503302155	0.9927074327929747	0.9912614759913209	0.9926387643202559	0.9922274945662126	0.9925123856964313	0.9916234941765071	0.9926466024566808	0.9951060292457258	0.9925751724770266	0.9926853117967822	0.9905846236781488	0.9927239654388358	0.9918925743095501	0.9941176628696452	0.9924703162487244	0.990951576648083	0.9923852556810575	0.991649981360048	0.9921649626006875	0.9998348160982485	0.9907019393977978	1.0	0.9915362218925623	0.9932715284494867	0.9922853360519789	0.9921049488394315	0.9917175662386948	0.9925580735156381	0.9925090771610108	0.9920702336151853	0.9923577420789672	0.9923474741344231	0.9907660417432504	0.992445668013563	0.9916879714205897
KarlssonFH_2013__S60__bin.40	0.9935342780016404	0.9936075510367688	0.9949159215887524	0.9946147320275903	0.9905239959435497	0.9941616578325452	0.9924206218105187	0.9933582137864305	0.9921255076178871	0.9915799405878049	0.9935886560287172	0.9927386857343268	0.9953688411203984	0.9931594868710802	0.9928020132479776	0.9956492459393168	0.9936985716588186	0.9935308691637488	0.9933728145635319	0.9899332639232621	0.9946532377565884	0.9919183766197186	0.9960764016572811	0.9915362218925623	1.0	0.9923350365610419	0.9940678483022448	0.9940925428738839	0.9936836603584572	0.9938818987804192	0.9934614653640743	0.9938600732212748	0.9953859994859052	0.9939757829435489	0.9959954790976662	0.9940283812599439	0.998354106186094
KarlssonFH_2013__S88__bin.42	0.9919895914354613	0.9925624681285059	0.9931002229338965	0.9933252737298635	0.9919893726662949	0.9926186610647239	0.993064384652492	0.9909507976624279	0.9941547010486663	0.9908847541514408	0.9932012204571204	0.9927817358384429	0.9934302552126397	0.9939864642133313	0.9919833117688996	0.9957436369364646	0.992795537635387	0.9913805325820231	0.9927223085170727	0.9902690953835149	0.9928746034222707	0.9935856831736724	0.9930866048689615	0.9932715284494867	0.9923350365610419	1.0	0.9938914884869153	0.9936568066483482	0.9920883590218017	0.9939310390185816	0.9948040798104331	0.9931270872066896	0.9933606090424154	0.9930838338812109	0.993103454286526	0.9931865933755771	0.9931614128216353
KarlssonFH_2013__S487__bin.25	0.9935066725741484	0.9950050604643584	0.9946592215531231	0.994185988603777	0.9904991108127658	0.994162581070289	0.9934156253692464	0.9970807804685914	0.9927034810028958	0.9918841439603319	0.9942390765650977	0.9935639775207012	0.9939709835290417	0.994784524301253	0.9932042174613523	0.9962199430329443	0.9957239995935193	0.9937016153336432	0.9946862788010443	0.9904758719860883	0.9938825515830649	0.9927311994029034	0.9937029333451346	0.9922853360519789	0.9940678483022448	0.9938914884869153	1.0	0.9952364601606172	0.9929107857589504	0.9950004090736083	0.9940709561462729	0.994222682841085	0.9932883871738112	0.9941932712652659	0.9937477572482076	0.9937613798231588	0.9942589502476215
KarlssonFH_2013__S424__bin.23	0.9928095299305612	0.9941985112621831	0.9939800613835784	0.9936748762006422	0.9901695813169288	0.9940604199541261	0.9931080725163405	0.9951365620963647	0.9927766104126706	0.9921556735977431	0.994045584511632	0.9934039281924685	0.9940145880563059	0.9939076855607938	0.99422744391043	0.9955090819638897	0.9956263104547144	0.9941243544167953	0.9949532605557017	0.9905966990008245	0.9939621227960137	0.9923491891005454	0.9933685650669314	0.9921049488394315	0.9940925428738839	0.9936568066483482	0.9952364601606172	1.0	0.9926664238786336	0.9948066232371656	0.994191613381728	0.9949690492198549	0.993393627761983	0.9942713573832951	0.9933071096760681	0.993920354028483	0.9940951610284217
XieH_2016__YSZC12003_37583__bin.2	0.9934179230209621	0.9924177709314335	0.9924865158494908	0.9931275566332841	0.9909482085925133	0.9933524664981979	0.9921298552779554	0.9922280069511709	0.9926520858574219	0.9910864429239032	0.9937200272069016	0.9924835580558983	0.9931531941343352	0.9924086441193848	0.993095281472035	0.9949257410335255	0.9923982483428014	0.9927519081981474	0.9937121763761092	0.9901515251016807	0.9932416748986521	0.9920589332506327	0.9933127710994578	0.9917175662386948	0.9936836603584572	0.9920883590218017	0.9929107857589504	0.9926664238786336	1.0	0.9926347921614944	0.9930915189720348	0.993968195942241	0.9935072989422629	0.9926392722007739	0.9932104552096832	0.992607250358113	0.9932997216119314
BackhedF_2015__SID599_M__bin.5	0.9924809570098093	0.993924517404536	0.9933144785478927	0.9936859762623461	0.9904020133015334	0.9936411513727854	0.9929734571604824	0.9948170240488683	0.9923368300988146	0.9920275387531281	0.9935434570648608	0.9933697252422533	0.993842481972616	0.9937624873802448	0.9939924961572706	0.9958157799898097	0.9944633723487756	0.9939032855691478	0.9940323807906098	0.9903472712669082	0.9937575544830616	0.9927614152671798	0.9935736630659421	0.9925580735156381	0.9938818987804192	0.9939310390185816	0.9950004090736083	0.9948066232371656	0.9926347921614944	1.0	0.9938671532092879	0.9945150634008689	0.9930583073749154	0.9936974108513105	0.9935972356318918	0.9938859665330663	0.993705384117198
XieH_2016__YSZC12003_37314__bin.5	0.9933790138196893	0.9937092301953583	0.9938282390320873	0.9936971686499795	0.9913119102303016	0.9934618016809798	0.9930204819501649	0.9940390762892964	0.9950268469503	0.9914247633894847	0.9937952788658185	0.9935078903288371	0.9931725237710677	0.9946811557159624	0.9942243801353332	0.9956091558688205	0.9944166408695353	0.9936949685390394	0.9938691643194096	0.9910649269710882	0.9933488672481223	0.9926934752849553	0.9936312559734889	0.9925090771610108	0.9934614653640743	0.9948040798104331	0.9940709561462729	0.994191613381728	0.9930915189720348	0.9938671532092879	1.0	0.9939661582847739	0.9934305997482279	0.9940022953030797	0.993633148054573	0.9935235482269895	0.9934685343394691
XieH_2016__YSZC12003_37097__bin.7	0.9934231343334915	0.9935694878075154	0.9953620344420263	0.994434589213376	0.9891214029809743	0.9944823343462088	0.9926452652901063	0.9935513299261844	0.9928370799283708	0.9918756969742026	0.994281960726191	0.9943464992496407	0.9931463896924216	0.9938704202313227	0.9947753716802462	0.9957675453247521	0.994975702310581	0.9936668343110583	0.9941558072291264	0.9909491523535212	0.9908660851311915	0.9923348148448747	0.9936194839259906	0.9920702336151853	0.9938600732212748	0.9931270872066896	0.994222682841085	0.9949690492198549	0.993968195942241	0.9945150634008689	0.9939661582847739	1.0	0.9935333622089687	0.9942835250237717	0.9936693066446012	0.9944259737635466	0.9938766980880266
XieH_2016__YSZC12003_36695__bin.83	0.9931940304773099	0.9930273657531179	0.992819228331506	0.9932555170033344	0.9910928794572611	0.993269130926799	0.9922951145113124	0.993180050470524	0.9932629838169863	0.9916487831012551	0.9935666499635168	0.9930507005852088	0.996769791449259	0.9933574840391275	0.9943980769281513	0.9960316521206248	0.9936354590651587	0.9927951353495217	0.9937546738706894	0.9906221020307303	0.9934230680773815	0.9924130760071331	0.9983962737769845	0.9923577420789672	0.9953859994859052	0.9933606090424154	0.9932883871738112	0.993393627761983	0.9935072989422629	0.9930583073749154	0.9934305997482279	0.9935333622089687	1.0	0.9937125703919701	0.9983526618339403	0.9935355470487491	0.9955912468654172
LiJ_2014__MH0309__bin.19	0.993339092207559	0.9933228574111839	0.9925864681661336	0.9939820625424032	0.9902261452504314	0.9939587163630286	0.9923437355500981	0.9940158501930919	0.9931647840239841	0.9910719468618112	0.9938782785319152	0.993576949409513	0.9940732763369058	0.99355238014594	0.9938283387414901	0.9951452115141952	0.9942505779986217	0.9944562849912149	0.9944106107902528	0.9894138724484477	0.9943225174440588	0.992589639796253	0.9940752178150356	0.9923474741344231	0.9939757829435489	0.9930838338812109	0.9941932712652659	0.9942713573832951	0.9926392722007739	0.9936974108513105	0.9940022953030797	0.9942835250237717	0.9937125703919701	1.0	0.9939037165760808	0.9917845861717921	0.9940286355904102
LeChatelierE_2013__MH0102__bin.23	0.9927734427722672	0.9931629215219608	0.9936027829104067	0.9930122207516467	0.9908733670054025	0.9938377787941086	0.9923622388571502	0.9938673734880589	0.9929918082439447	0.9905404288909616	0.9931427044361304	0.9921761521193715	0.9977387538702562	0.9930883538762816	0.9936653958001336	0.9960694198618493	0.993859568408369	0.9925604594810247	0.9940556894646982	0.9898376359214791	0.9939641647263389	0.9911398031498609	0.9999631922886373	0.9907660417432504	0.9959954790976662	0.993103454286526	0.9937477572482076	0.9933071096760681	0.9932104552096832	0.9935972356318918	0.993633148054573	0.9936693066446012	0.9983526618339403	0.9939037165760808	1.0	0.9936229259747672	0.9966366532221305
