	BritoIL_2016__W3.20.ST__bin.21	BritoIL_2016__W2.61.ST__bin.18	Obregon-TitoAJ_2015__HCO74__bin.29	BritoIL_2016__W2.23.ST__bin.47	Obregon-TitoAJ_2015__SM31__bin.16	CM_madagascar__A47_01_1FE__bin.7	BritoIL_2016__W1.5.ST__bin.49	CM_madagascar__A46_02_1FE__bin.13	CM_madagascar__A04_04_1FE__bin.47	BritoIL_2016__WL.43.ST__bin.74	Obregon-TitoAJ_2015__SM43__bin.39	BritoIL_2016__W1.42.ST__bin.78	BritoIL_2016__WL.26.ST__bin.47	BritoIL_2016__W1.40.ST__bin.10	SmitsSA_2017__TZ_29321__bin.1	DavidLA_2015__LD-Run2-11__bin.7	BritoIL_2016__WL.28.ST__bin.21	CM_madagascar__A62_01_1FE__bin.65	BritoIL_2016__W1.22.ST__bin.59	BritoIL_2016__W1.9.ST__bin.49	BritoIL_2016__M1.48.ST__bin.96	CM_madagascar__V32_02_2FE__bin.3	RampelliS_2015__H24__bin.33	BritoIL_2016__W2.5.ST__bin.71	BritoIL_2016__WL.2.ST__bin.57	RampelliS_2015__H20__bin.18	BritoIL_2016__W1.21.ST__bin.42	RampelliS_2015__H10__bin.78	CM_madagascar__A40_02_1FE__bin.22	Obregon-TitoAJ_2015__HCO11__bin.31	CM_madagascar__A72_02_1FE__bin.10	BritoIL_2016__M1.24.ST__bin.70	CM_madagascar__A13_03_1FE__bin.44	BritoIL_2016__M2.37.ST__bin.7	BritoIL_2016__W2.39.ST__bin.74	RampelliS_2015__H8__bin.12	BritoIL_2016__W2.63.ST__bin.39	RampelliS_2015__H1__bin.43	CM_madagascar__A48_01_1FE__bin.10
Obregon-TitoAJ_2015__SM43__bin.39	0.3828795105530806	0.46025739304333213	0.906410169452482	0.8986365053790275	0.7371441052095878	0.9082679484702011	0.5232985964916771	0.8930503707666207	0.5281582563240206	0.5917676714030433	1.0	0.5586565463568122	0.8982939573764491	0.7082932876375151	0.5491667295879996	0.788817236776602	0.9076344692873508	0.9100954399310296	0.5409677599621533	0.5140634511519296	0.4543807538359617	0.9370027348384117	0.9341100598627162	0.6183217536751391	0.8779795384091014	0.40222600745585807	0.9187568280310912	0.7703030078103504	0.9059259951275427	0.5971584299442411	0.9121140416099842	0.9058453705042707	0.7873758050198	0.4536734753947727	0.9171746231225447	0.8837892037230659	0.9134919121558469	0.5082320299872408	0.5705774727977214
BritoIL_2016__W1.42.ST__bin.78	0.5215361105611435	0.6051757216116809	0.9240296480548345	0.9255466290395893	0.7695367073146927	0.9102945564364332	0.6614657549908396	0.9062929613755449	0.6637461064619486	0.6605671389571314	0.9129778559816177	1.0	0.9191154941203044	0.790669172659764	0.6211256333535039	0.8496829398199143	0.9346004121503485	0.9227594553369007	0.6847872462054562	0.6637997863956923	0.6012982178261997	0.9353477483707792	0.9344714408809645	0.7044961475933263	0.9109094356774965	0.516948916223052	0.9313266333339841	0.8242776911772497	0.9184601806434342	0.703773908484776	0.9249101383966292	0.9257941144484072	0.8240225372064685	0.5362841495007069	0.9334347907319155	0.89435091897258	0.9366737124484464	0.6576809710909157	0.6105276807201198
BritoIL_2016__WL.26.ST__bin.47	0.40417370922608287	0.48182817390000865	0.8966601553600317	0.9165049486356278	0.7233908363898999	0.9016967298250635	0.5210488952710198	0.887168297048449	0.5416193436483673	0.5868548259684025	0.8967538432252814	0.5614479544745111	1.0	0.713692013066902	0.5446454616959292	0.7888279775813455	0.9374505743279067	0.9198704722677531	0.5714031418651466	0.5193118370785057	0.45244467838020497	0.9363314301921071	0.9315214100194061	0.6190123340074601	0.8997131022053698	0.3934592242729928	0.9330510773465723	0.7670404386636194	0.9033286020961383	0.6021293548355501	0.901826615274614	0.9301050198384055	0.7823673475645201	0.46204768456828843	0.9330604461330972	0.8685252635716455	0.9305764401421842	0.5079836966080309	0.5646878511964154
BritoIL_2016__W1.40.ST__bin.10	0.4825692844319907	0.5823836776693766	0.9204153608267385	0.9172337677066362	0.7534882177048382	0.9301382784212084	0.6525518855268216	0.8950151721772421	0.6559630667437493	0.6343491454067167	0.9185620593222449	0.6274437993234067	0.9271530799381494	1.0	0.589844460979705	0.824395533266762	0.9220540112913085	0.9205741362093622	0.680114074856784	0.636808780776561	0.5680070370134738	0.9428253719742088	0.9352450922086651	0.6795796601542943	0.8933980974615302	0.5036039798958278	0.9299219677082959	0.7982733868670077	0.9228014173607327	0.7455516614709682	0.9122326197661521	0.9264626559746845	0.8108852419111687	0.5753837302256879	0.9183534937499481	0.8974277834790618	0.9252599462819175	0.6289336324432876	0.6199348854963943
SmitsSA_2017__TZ_29321__bin.1	0.4433979434280568	0.5301480316169643	0.8743177355338754	0.8513753829516447	0.7211258265435043	0.848946465196653	0.587282530786698	0.8617039089691926	0.5892183848557309	0.6130528848858442	0.852010740184558	0.5896644585796721	0.8464473934138605	0.7056396558216923	1.0	0.7775879059750714	0.860089042668871	0.8603974556590144	0.5994522691187926	0.5718446736878052	0.5237798990179098	0.8843504233398479	0.8806322598664029	0.6412356109787083	0.8390037863320099	0.4587345404679538	0.8612326856881151	0.7592624826186778	0.8732025512240223	0.6317595225819859	0.8567362096043512	0.8459523442365487	0.7911805797767116	0.4662502870689581	0.8544303923132364	0.8361115872613523	0.8568824741340114	0.5771499065826319	0.5975455355896016
DavidLA_2015__LD-Run2-11__bin.7	0.43775436653173766	0.5176065877620144	0.9198938496159572	0.9309007786827476	0.7527694773158289	0.9205631628775571	0.5799037068657844	0.9204272008109737	0.5863729019603531	0.6324610433689001	0.9243136165009962	0.6092345235679246	0.9259136700860459	0.74487467996429	0.5872886464676356	1.0	0.9363697528389578	0.9339969148607539	0.6047037876432475	0.5684419047085864	0.5083396732311685	0.9533565135327243	0.9494655990978517	0.666113654290453	0.9105869462419984	0.4406575565417249	0.945591180060763	0.8100389991192457	0.9317685365782947	0.6461817153014309	0.9277741510118678	0.9289438246729163	0.8389724266929527	0.4953987837393367	0.9368871084967293	0.904393174304369	0.9439836285676296	0.5647029478775422	0.6179455931795029
BritoIL_2016__WL.28.ST__bin.21	0.40921432225897525	0.47299169776947514	0.9109239581899344	0.9437383324263021	0.7376745606259244	0.9116058398230024	0.5273968461044617	0.9019797296746739	0.5490871148816163	0.6036805311643493	0.9124665545636108	0.5749321442003823	0.9440599747060511	0.7147710571695566	0.5573250169505481	0.8033603469962685	1.0	0.9354446790288805	0.5654934442870542	0.5215545357351005	0.4643716846722015	0.9552548414668088	0.9423955831224432	0.6327008130687976	0.9130051981680971	0.39673588837383233	0.9405742301063178	0.7813458628011268	0.9167130903690437	0.6069805809545743	0.9145027646226085	0.9390891004866234	0.7949328904104713	0.4717720302446669	0.95814962198455	0.8784814024289567	0.9622349077937355	0.5189423715671656	0.5791945476916163
CM_madagascar__A62_01_1FE__bin.65	0.3932778123647805	0.4648084899531232	0.9036107559409711	0.9145936008347216	0.7316947993909109	0.9124966254716393	0.513224548851516	0.894182842859498	0.5483404101307474	0.5926591453003044	0.9041587327284539	0.5609587093345494	0.9154395108639682	0.7052143402940088	0.5509548484926824	0.7918815522533798	0.9244211597867256	1.0	0.5520563115017064	0.5190344589672186	0.4501894185809478	0.9491903039046207	0.9359235866924281	0.6204207597170525	0.8955618965845323	0.39566127829889014	0.9272097810254244	0.7722039728105191	0.9195245443168281	0.5975782223090547	0.9030585411272896	0.9098512495184543	0.7935988004690646	0.44807803392879014	0.9290808695921197	0.8791916727870829	0.9286176533286093	0.5037737504285704	0.5706095425940704
BritoIL_2016__W1.22.ST__bin.59	0.6639459820965556	0.7528931265222041	0.9333824491883367	0.9460149994098945	0.770302312856075	0.9321378629596118	0.7858253073019301	0.9074585763793269	0.7942226879486143	0.703136857991996	0.9070708949218735	0.7026032595284163	0.9597490799718179	0.8793387956840037	0.647863639127216	0.8653057283154096	0.9431731941876392	0.9317415981488568	1.0	0.8262464638372596	0.742241900354421	0.946640153642024	0.9355991001784622	0.7409193486665403	0.9199387720797824	0.6305216890608738	0.9408020428380858	0.8312069267661143	0.9145391275736648	0.8131189402419792	0.9220152282993158	0.9318739248455891	0.8509915561261896	0.6823751569144276	0.9484669773363709	0.9196483686264132	0.9570338792107607	0.7727693116508293	0.6794274903347866
BritoIL_2016__W1.9.ST__bin.49	0.714605766091082	0.8162426291224094	0.9446255498146476	0.9351232161035669	0.7803407410252963	0.9283790791925167	0.8887724487639975	0.9036697846839405	0.8751312832529821	0.725131475327968	0.9258521406757199	0.7315544628623014	0.9369110500739488	0.8843793096825	0.6638380423717419	0.8737114649559188	0.9343695138582102	0.9409430881816262	0.8874924610567965	1.0	0.840754470545301	0.962305668132839	0.9524191844496092	0.7539988091350863	0.916429710158846	0.7183358623206499	0.9524276357489965	0.8348308779747614	0.9310204944010141	0.8608155503908727	0.9309521157059717	0.94459558611682	0.8730676296025968	0.6534875055221558	0.9284881777846071	0.9256792731882527	0.9462451260972283	0.8872466050746212	0.6778380039567448
BritoIL_2016__M1.48.ST__bin.96	0.7812624279725082	0.8483467621134956	0.9540486940007603	0.9431952963354234	0.7911084481305701	0.9564523843311626	0.946817475459408	0.9227104937200962	0.8989232448417891	0.767602388973859	0.9330575746904723	0.7555497740846442	0.93067753583198	0.8993875144755769	0.693260556878286	0.8908396973312379	0.9485238853586876	0.9305207353330216	0.9090005238363038	0.9585897766074679	1.0	0.9653865088500305	0.9483846044685514	0.7940342228038733	0.9194334508899086	0.806280429370573	0.9410535241569126	0.8470310394909503	0.9557918950785667	0.8719264036272598	0.9402038231290372	0.9435474404727491	0.9012297013432284	0.6420612520563641	0.9287495028810997	0.9468104676158792	0.9446757032808972	0.9447203782833937	0.7223720148776518
CM_madagascar__V32_02_2FE__bin.3	0.38810590456467686	0.4625705418713924	0.9085380177801228	0.9067854375237134	0.7291968310706676	0.9534465966707995	0.5226367724779256	0.903120501142996	0.5447766709067137	0.5923585023675316	0.9068494304423811	0.5539264197035435	0.9077560655997603	0.7036070950393929	0.5516680889608913	0.7874204784771172	0.9196182884330116	0.9246766190105208	0.5463983753230094	0.5171094357352146	0.45499543173132223	1.0	0.9405485142702144	0.6191897010209554	0.8828359844980251	0.40065058091120137	0.9261055189557347	0.7692621781620655	0.9164141010667001	0.5998572338627406	0.9088356880663115	0.9031555940338784	0.7908224246049882	0.4473080243404291	0.9191154279495471	0.8876160490937158	0.9204572149538652	0.5152949268478367	0.5718320512042435
RampelliS_2015__H24__bin.33	0.37865364619753256	0.45203606978030997	0.8828761778518253	0.8802416813106408	0.7111600257004278	0.8970292494380565	0.5035358356794094	0.8840262111934687	0.5259065582708558	0.5768440766391624	0.8876530523311787	0.5433702827655119	0.8867134057728674	0.6852913694801339	0.5393850949679454	0.7699836028027249	0.8907841265401508	0.8952160315539638	0.5302310403606166	0.5025143044771037	0.4388753427906044	0.9234897451644483	1.0	0.6046771535762713	0.8659487572383795	0.3829955591768566	0.901532499488221	0.7522349035321874	0.8892972311234615	0.5826047829550222	0.891203278628716	0.8906438686845962	0.7697456508917115	0.43985390482328934	0.8973827316636163	0.8743658500497591	0.8994557914130574	0.5055136335905402	0.5592676594166327
BritoIL_2016__W2.5.ST__bin.71	0.4810271019422268	0.5791788517925436	0.9380786198638172	0.9350913676102367	0.7968271021986434	0.9262610243070024	0.6506402079025002	0.9258635787281999	0.6516216420656401	0.6886821602064666	0.9291687874448223	0.6478036003441109	0.9318041080487859	0.7874537969514642	0.6210933343248104	0.8542509368817959	0.945741627039633	0.9384446544210693	0.6640200210005115	0.6291089141914996	0.5810731287044171	0.9614118805458082	0.9562213694948979	1.0	0.9365343514777924	0.4971127501823763	0.9446127533875825	0.8306343359645939	0.943589651542794	0.6957111775799667	0.9345753293990494	0.9355253525406388	0.8537656686509031	0.5125458184237821	0.9465442106923116	0.9221660527628237	0.9450973805772191	0.6310890906316948	0.6410790775672741
BritoIL_2016__WL.2.ST__bin.57	0.40595044846504197	0.4908698931782429	0.9178729355020192	0.9414410903631079	0.7572483632728094	0.9189609514697398	0.5351470814833925	0.9152301630814548	0.5640737933728226	0.6191039299369676	0.9219051791172602	0.5852773388087994	0.9463485843698377	0.7233550309428337	0.5678386242533048	0.8159815167184471	0.9536063541207541	0.9465416411347974	0.5760907931183998	0.5342888523380025	0.4701469739807857	0.9578280710807238	0.9568609955458086	0.6544033067801894	1.0	0.4017717325478476	0.9544318845565338	0.8014180489710209	0.9240525436908512	0.6192109846163769	0.9250442552398563	0.950744545138553	0.8088070614879077	0.46973801614689153	0.9743543572598302	0.8952714082483166	0.9562831690335157	0.5207605451098856	0.586498837180135
RampelliS_2015__H20__bin.18	0.6958402305309197	0.7763343229862715	0.9168805430688859	0.8796821847284655	0.7577726354634916	0.9126957158911432	0.8836980622038634	0.8735582325962824	0.8346561398979467	0.7143696467622402	0.8949559971449399	0.7038235785445268	0.8769533622889077	0.8640230151257442	0.6578882426193657	0.836738587352691	0.8780657726886162	0.8861297989308711	0.8366844854817155	0.8874301421455474	0.8736332158911432	0.9210919466043008	0.8967679352448062	0.7360483613777183	0.8513517874498846	1.0	0.9050113519013485	0.7816334588749848	0.9111894059045074	0.8450541398372009	0.9002465906329729	0.879716354331187	0.8554018345280039	0.5611503006925039	0.8687137422548901	0.9328472390961001	0.878040145486575	0.8990383155145183	0.6706240128781437
BritoIL_2016__W1.21.ST__bin.42	0.3942112404103382	0.46263056709383804	0.891783889868878	0.9072370759646403	0.7268967796092541	0.8939842760420752	0.5393190735180979	0.8868227992383344	0.5427765252088991	0.5823651189143093	0.8985732118628935	0.5573648268645707	0.9141206883028239	0.7013002888789129	0.5429158746555899	0.7892477299391034	0.9150398105515067	0.912794782489699	0.5487585382827141	0.5172017296019946	0.44820706493350443	0.9358775593987446	0.9278741449200868	0.6147897325325052	0.8889881394429026	0.39780971040347923	1.0	0.7686519651609695	0.8969172898451802	0.6004000246990637	0.9049799486993774	0.9099043245056432	0.7818613748366608	0.4534965029129875	0.9183036749870247	0.8698434446515679	0.9231487801499634	0.5090814952279072	0.5644929265553317
RampelliS_2015__H10__bin.78	0.4244073260887691	0.5106225255248351	0.9058402035417682	0.9117013777473464	0.747419724046277	0.9131723561172438	0.5641846327986235	0.907997907986791	0.5861558246650378	0.6283614331806433	0.912472491794912	0.597470382095601	0.9101682453618197	0.7291459381340152	0.5797079771899816	0.8188816825041499	0.9206520613151891	0.9207303854812262	0.5872154748339401	0.5490751431942617	0.48861747740600475	0.9415388424698894	0.9377055061888725	0.6547688047479604	0.9040978698353425	0.41613073566604597	0.9309686172752791	1.0	0.9195802835334811	0.6318188134646822	0.9074865269801485	0.9182821236460658	0.8122478782994055	0.48527834134682196	0.9241756381524592	0.8913446743356973	0.9256572281835616	0.5468108168199883	0.598578037398526
CM_madagascar__A40_02_1FE__bin.22	0.3932978653608727	0.46351013640457345	0.9038568863903017	0.9044435223377507	0.7275367850986801	0.9233679634573093	0.5314312468633935	0.8956631542354093	0.542311064456678	0.5966453966758148	0.9047353492251891	0.5612725697210647	0.9036907367755558	0.7106270145640787	0.5620862768086663	0.7941342369600244	0.9106600740771666	0.9243456900363911	0.5447048969829786	0.5162536925686816	0.4648401853718471	0.9456409583509778	0.9346103280304625	0.6270929526149819	0.8788679843325173	0.4089836670668458	0.9158584268954476	0.7752830720808151	1.0	0.6053678254253217	0.9108696782065385	0.9041533995489252	0.8087958753997176	0.4521966257143368	0.913773462242713	0.8819336577369059	0.9133857798083059	0.5202783474674113	0.5792610346775547
Obregon-TitoAJ_2015__HCO11__bin.31	0.5567117151536671	0.680625982833759	0.909935987784448	0.8994303818194777	0.7639773488322218	0.9033601115735036	0.7563509762360509	0.8748535180391933	0.7588051309942023	0.6658362009016546	0.8988659647518651	0.6482211230679632	0.9079049852988296	0.8653419025414179	0.6129376720460729	0.8300745043371502	0.9088122905508621	0.9054039563132201	0.7299440912467838	0.7194333483801744	0.6391410073078847	0.9329512334664005	0.9228565796325703	0.6968740027187051	0.8876508242479737	0.5716870676574894	0.9240451302493516	0.8028598415651111	0.9124222481778447	1.0	0.8907509443872608	0.9236977472759974	0.8181761559152385	0.5973446071201308	0.9123130890180107	0.9018421571391054	0.9200145888006556	0.7183244197388015	0.6362039837956438
CM_madagascar__A72_02_1FE__bin.10	0.38648794725822716	0.4651502734410383	0.9056502848174219	0.9050050506850086	0.7346778358426488	0.9130724091788955	0.5212040764372773	0.9120223475103106	0.54471197787229	0.5965904334488001	0.9179131677132224	0.5695562824039114	0.9091190085631972	0.7078849499889885	0.5557234585751529	0.796804481178954	0.9154434192343308	0.9147672756824006	0.5533764891793421	0.5201814898082628	0.46077186830698375	0.9450254509018897	0.9438088218059086	0.6258736740610298	0.886570157728192	0.4071762227573177	0.9311904805856648	0.7709646357603953	0.9178672328814406	0.5955296393428828	1.0	0.906357337788869	0.8040935233175079	0.44415161585429985	0.9174770014600407	0.8872424376026826	0.9212986077452995	0.5210211957051362	0.5762743588763911
BritoIL_2016__M1.24.ST__bin.70	0.4064163246868292	0.47919888047316245	0.8946488832857202	0.9174370427178155	0.7321706376691238	0.905735513931608	0.5281936379512383	0.8915310233717115	0.5556038389911548	0.5982009935414225	0.911818368020831	0.5702342925085911	0.9378459070413138	0.7190958936226217	0.5488571353733466	0.797996084747735	0.9402754417326044	0.9218641375688593	0.5594246236647328	0.5279286992972041	0.4625189096207083	0.9393393537815592	0.9434375296553092	0.6266567790587678	0.9114151631648533	0.39798380396085437	0.9364769857624458	0.7803190514079751	0.9113129664068951	0.6177016807931499	0.9065698345228377	1.0	0.7865698001709863	0.45966126498116444	0.9497891869818507	0.8782244043281615	0.9336472520021761	0.5133390386033224	0.569868015892884
CM_madagascar__A13_03_1FE__bin.44	0.4148267719235709	0.49447029337367404	0.8991312151540576	0.8890112506840587	0.7316557531215541	0.8961500954180498	0.5591777866973086	0.8864793275382142	0.5592541018169278	0.618254383410059	0.8915170914472487	0.5709148588918949	0.8873675775697305	0.7079647385506792	0.5774074401445544	0.810685372565101	0.8953072480526362	0.9044631303785858	0.5746494696823697	0.5488713814920378	0.49692928244950285	0.925192828503987	0.9171695977951693	0.6432891236947338	0.8721489902978367	0.43529757825077053	0.9051581775756232	0.7763865563671685	0.9169754289465182	0.6154447311896514	0.9046940077657879	0.8847704484672495	1.0	0.4635394855877931	0.9036463653958267	0.8795418967591674	0.9007261045526799	0.5510323551956832	0.6021808735955965
