	BritoIL_2016__W3.20.ST__bin.21	BritoIL_2016__W2.61.ST__bin.18	Obregon-TitoAJ_2015__HCO74__bin.29	BritoIL_2016__W2.23.ST__bin.47	Obregon-TitoAJ_2015__SM31__bin.16	CM_madagascar__A47_01_1FE__bin.7	BritoIL_2016__W1.5.ST__bin.49	CM_madagascar__A46_02_1FE__bin.13	CM_madagascar__A04_04_1FE__bin.47	BritoIL_2016__WL.43.ST__bin.74	Obregon-TitoAJ_2015__SM43__bin.39	BritoIL_2016__W1.42.ST__bin.78	BritoIL_2016__WL.26.ST__bin.47	BritoIL_2016__W1.40.ST__bin.10	SmitsSA_2017__TZ_29321__bin.1	DavidLA_2015__LD-Run2-11__bin.7	BritoIL_2016__WL.28.ST__bin.21	CM_madagascar__A62_01_1FE__bin.65	BritoIL_2016__W1.22.ST__bin.59	BritoIL_2016__W1.9.ST__bin.49	BritoIL_2016__M1.48.ST__bin.96	CM_madagascar__V32_02_2FE__bin.3	RampelliS_2015__H24__bin.33	BritoIL_2016__W2.5.ST__bin.71	BritoIL_2016__WL.2.ST__bin.57	RampelliS_2015__H20__bin.18	BritoIL_2016__W1.21.ST__bin.42	RampelliS_2015__H10__bin.78	CM_madagascar__A40_02_1FE__bin.22	Obregon-TitoAJ_2015__HCO11__bin.31	CM_madagascar__A72_02_1FE__bin.10	BritoIL_2016__M1.24.ST__bin.70	CM_madagascar__A13_03_1FE__bin.44	BritoIL_2016__M2.37.ST__bin.7	BritoIL_2016__W2.39.ST__bin.74	RampelliS_2015__H8__bin.12	BritoIL_2016__W2.63.ST__bin.39	RampelliS_2015__H1__bin.43	CM_madagascar__A48_01_1FE__bin.10
Obregon-TitoAJ_2015__SM43__bin.39	0.3847680037129985	0.4627021534452949	0.9128162010274734	0.9054320093405119	0.7423006684165196	0.9149273717183325	0.5259758458866725	0.9000676990884299	0.5310573300793406	0.5953352043364956	1.0	0.5621652105177167	0.905139798404315	0.7125420773083491	0.5529535273699266	0.7943726572468099	0.9147341285736651	0.9169472531532119	0.5444333390069179	0.5173336541254852	0.45638783771159164	0.9439987338948049	0.9423226802184287	0.6222420726585692	0.8845246367946039	0.4046208573767478	0.925834304881373	0.7763195669988486	0.9127773817644166	0.6010045230840241	0.9196496710813981	0.9126447137335301	0.7929964930421803	0.4562487709010804	0.9239044329465484	0.8919898796901455	0.9201867419845687	0.5110995364297455	0.5741283689041493
BritoIL_2016__W1.42.ST__bin.78	0.5226891834236365	0.6063615601480172	0.9292888872777163	0.9284704425736252	0.7743295585418021	0.9160243665070676	0.6644258199087023	0.9119098344427187	0.6670763537800434	0.6621649884135	0.9187118489042322	1.0	0.9219193992309129	0.7936152947376933	0.6245764862370227	0.8541815971244286	0.9367343638021567	0.9277914262688681	0.686424832755635	0.6665967200863341	0.6026395190277937	0.9412915810343914	0.9408656272744258	0.706214602615119	0.9133975354636134	0.5194586274110656	0.9365628668709758	0.8292099708036932	0.9237968026279465	0.7072784413020382	0.9302718574930217	0.9285666481691657	0.8284940059731126	0.5378025247694551	0.9360204903975662	0.9014826815985187	0.939483891837025	0.6606194246068816	0.6136968882369837
BritoIL_2016__WL.26.ST__bin.47	0.40508162981113804	0.4829388009571493	0.9025130918145338	0.9197231268069515	0.7282383317087006	0.9077566312909805	0.523136431250354	0.8930063286152976	0.5445866938531817	0.588137923868389	0.9035879471413064	0.5631607389928469	1.0	0.7169084878224938	0.5478683242605152	0.7934706371583959	0.9401624121729495	0.9254589534298915	0.5728289008326722	0.5216203912490424	0.4533653745832487	0.9428018548493904	0.9387847746998474	0.620714898031405	0.9024062024773627	0.39542794700503314	0.9385684409019075	0.7722392634771059	0.9091432116966744	0.6053739359507168	0.9078788513697379	0.9330962178634653	0.7866893391300571	0.46329543659183986	0.9361010432143796	0.8763422383649253	0.933702208010057	0.5103369654415275	0.5677020453338546
BritoIL_2016__W1.40.ST__bin.10	0.4840657562438281	0.5844820575519271	0.9258209157522329	0.9212490698915957	0.7576977016295222	0.935488510913733	0.6556029177051148	0.9003510208371944	0.6594262510476686	0.63692108531549	0.9240721736460527	0.6297817253407171	0.9313315833003704	1.0	0.5928783432037774	0.8288213279043586	0.9260272684272108	0.9253938265697049	0.6829576479114399	0.6398963257606143	0.5697336501464662	0.9485982678546238	0.9414024789982214	0.6819402683691224	0.8974814462390427	0.5062666485946719	0.935035420187709	0.8031185255465165	0.9277760105333912	0.7494690429495708	0.9176193650644368	0.9307833379896381	0.8148651377390275	0.5779219234503495	0.9225613180016431	0.9041854186663421	0.9293477208540677	0.6319448324698423	0.6231463527303004
SmitsSA_2017__TZ_29321__bin.1	0.44555153971545264	0.5328072663688871	0.8792642563242863	0.856356980755956	0.7257103260772448	0.854026013907705	0.5895658458424804	0.8663128962296182	0.5926420337785026	0.6163832157150317	0.8578858090976538	0.5929405193118816	0.8514561262666608	0.7092691340147098	1.0	0.7825324412741295	0.8651983737502159	0.8654101594945204	0.6028818745156228	0.5743662477059301	0.5257958345715078	0.8897469888369058	0.8856899681725736	0.6445282174721916	0.8437987479491529	0.460434782896448	0.8660494877101395	0.7634942265220611	0.8782106222463717	0.6345716401680784	0.8609514077464607	0.851194703238535	0.7956386696943204	0.4686408186577946	0.8591935860687338	0.8418099474440439	0.8616337549413916	0.5793187249703996	0.6008024032387335
DavidLA_2015__LD-Run2-11__bin.7	0.4398132920915065	0.5199979205801581	0.9263490486154363	0.9368821098913404	0.7581364799221018	0.9266634608944104	0.5829228645207987	0.9266319696804591	0.58934957146956	0.6356261603012759	0.9308233002992166	0.6124601236255085	0.9313631496812389	0.7488735642755672	0.5910231045538294	1.0	0.9422681071980917	0.9394983799519934	0.6080328588323858	0.5712786132668985	0.5103751053456086	0.9597992160187307	0.9570774753843677	0.6697006535176686	0.9158764704647403	0.44286943942640006	0.9524882557766383	0.8155519610028802	0.9375469244080902	0.6500136461927122	0.9344048010605042	0.9345367642427763	0.8434961645700849	0.4978840903387955	0.9423330890681499	0.911829099681189	0.9495950629774293	0.5675236608986093	0.6215060997981563
BritoIL_2016__WL.28.ST__bin.21	0.4097997112081184	0.47349603286412156	0.9168353144353484	0.9462205531132185	0.7425635232781095	0.9178409826300303	0.5298764936531402	0.908134676339951	0.5521714499162229	0.6047170770178871	0.9196040111794279	0.5762448735581313	0.9467909320893068	0.7178511036404331	0.5606357881500981	0.808420852197653	1.0	0.9412664042923377	0.5658043651574782	0.5239514140037902	0.4653601986119635	0.9619128366576135	0.9496286747094391	0.6341533496041442	0.9155114348119014	0.3987913969696151	0.9466108124126473	0.7868292203862881	0.9226287351781877	0.6102874924467672	0.920534200652462	0.9421875877815389	0.7995816934937771	0.4728733334105275	0.9609989437267533	0.8862818709974298	0.9650799409722088	0.5214713375987389	0.5825889458839009
CM_madagascar__A62_01_1FE__bin.65	0.3950065032512018	0.46684274252846575	0.9092816587973583	0.9202204282186431	0.7362621202251748	0.9174979201886431	0.5154838406180059	0.8996943959308168	0.5512015016174427	0.5957435807676675	0.910965850408694	0.5640177166447208	0.9210010726444309	0.7089065087182556	0.5541647295355251	0.7965459238875923	0.9301742803513663	1.0	0.5551699893498402	0.5213878349153179	0.45172061744651293	0.9545984491366929	0.942796393778747	0.6235916509188677	0.9009958937764162	0.39753363827344507	0.9335011309172911	0.7773154562086871	0.9220470175102529	0.600962286228661	0.9090871333948413	0.9154047590491395	0.7966052562543731	0.45026866967086215	0.9349479930615036	0.88650311558496	0.9339245097345342	0.5059249725269952	0.5733112842956972
BritoIL_2016__W1.22.ST__bin.59	0.6650045956704136	0.7536699199959944	0.9388550521975173	0.9476923297009059	0.7747120106147469	0.9379030152604869	0.7894632185429042	0.9127952762945664	0.7987182192403017	0.7042383883323617	0.9128818251070236	0.7042834509371949	0.9621438355429507	0.8830153320148348	0.6515702171946025	0.8700694893977705	0.9436917717829413	0.9369967562077315	1.0	0.8299845142000851	0.7435894868227645	0.9525347715218643	0.9419808233581655	0.7425988247958771	0.9225681393078241	0.6339364331160076	0.9457911169446124	0.8366945506435727	0.9195510906223289	0.8175150476912568	0.9273190253602326	0.9343180346982057	0.8552260104216215	0.683947341127495	0.9514990468901438	0.9269384966971972	0.9594200514285919	0.7765023550575622	0.6830088944998587
BritoIL_2016__W1.9.ST__bin.49	0.7178095768588056	0.8198328947621152	0.949355972571692	0.9394118663926397	0.7845295123216104	0.9332247469412058	0.8918387338416918	0.9079515202735148	0.879889364808021	0.7277775003361312	0.9317419280487103	0.7346368822388261	0.9410760040719897	0.8886671916716286	0.6667652651595183	0.8780715671398114	0.9386635422468932	0.9452094577723144	0.8915075965656992	1.0	0.8437316328294566	0.9673825941647619	0.9570113132166798	0.7573432187926167	0.9205885177573324	0.7211870234139408	0.9561469757793443	0.8388667575821601	0.9358507961508172	0.8639448360639994	0.9350056662120892	0.9489802738989301	0.8767792866335017	0.6563740084128844	0.9324526054971861	0.9313815953748343	0.9501580777135393	0.8906532470276396	0.6807698365441869
BritoIL_2016__M1.48.ST__bin.96	0.7832561594564716	0.8504631308592142	0.9579354192179597	0.945746151379932	0.794466957141781	0.9607770997689163	0.9506253624369075	0.9265183806975957	0.9030044377169146	0.7685975027549585	0.9371790626658888	0.7572351604533374	0.932571405545657	0.9021214494322771	0.6959287933019032	0.8944066896874326	0.9505430202754432	0.9336856526667473	0.9106508709873526	0.9619842008167642	1.0	0.9695447880039735	0.9527942900090927	0.7957458885857996	0.9217766985698743	0.8095268128853219	0.9446879670070727	0.8505437210597961	0.9597469467701725	0.8753068121494983	0.9440406174610934	0.9459905499230014	0.9043026407306378	0.6433200359502373	0.9309955167321025	0.9519603566291572	0.9463716014148836	0.9484170157448725	0.7253258209250704
CM_madagascar__V32_02_2FE__bin.3	0.38998399351318236	0.4648519926362729	0.914810562382155	0.9129110048415804	0.7342138758941978	0.953882161375278	0.5251271291579399	0.9082882389685497	0.5477393366122479	0.5959140315002046	0.9136202940949399	0.5574464430877946	0.9140290230593322	0.7079152634671033	0.5550345293403404	0.7927417993074728	0.9260279017382541	0.9299450940757833	0.5498007343084202	0.5198375983581481	0.4569552664727062	1.0	0.9478259541240959	0.6227984887762613	0.8888525574253874	0.40256252417796967	0.93248994795105	0.7748031392035896	0.921595050333527	0.6032377113985425	0.9146074364725783	0.9094847001188617	0.7952779831744038	0.4497368652470147	0.9254994440873227	0.8953096493477057	0.9265654422550609	0.5178286335695291	0.574642785335135
RampelliS_2015__H24__bin.33	0.38067562938685834	0.4545140936849509	0.8898736665876196	0.8869100099923588	0.7167456123816067	0.9037340613769997	0.505721588156724	0.8903941610573659	0.529375710663448	0.5804457848663396	0.8954572264211749	0.547088332046285	0.8936273883865685	0.6898031322903175	0.54248292887589	0.7761565699252296	0.8976210889441543	0.901789909136421	0.5338477472602087	0.504937198126382	0.4409159729780675	0.9306351937767671	1.0	0.6085861319031897	0.872559118078062	0.3849397114174353	0.9080893515506397	0.7572063553834086	0.8958471919039599	0.5861720347725978	0.8978541764208708	0.8976405466813411	0.7749915379111714	0.44243935165198217	0.9043607626622239	0.8811083613545018	0.9062161389768879	0.5082158268423538	0.5627047876167718
BritoIL_2016__W2.5.ST__bin.71	0.481836737048723	0.5802532369378228	0.9430473306401054	0.93775489402947	0.8014958056670611	0.9314720486781088	0.6533101447342948	0.9313130704465878	0.6547326152816543	0.6904020738966719	0.9350599565886861	0.6493837670404792	0.9343669909908062	0.7901891199913844	0.6242825145740729	0.8588510489358074	0.947912833774156	0.9432409250994576	0.6655251858699122	0.6318993667794472	0.5823257233189013	0.9670152221656682	0.96240293032779	1.0	0.9383158051285865	0.49915767178944104	0.9496821076410835	0.8355190703363287	0.948793624460083	0.6986606083994353	0.9398267393692923	0.93811131296788	0.8579657709610875	0.5139503398159698	0.9478391140297007	0.9286783908838805	0.9476032108474437	0.6336013313144807	0.6443708244175179
BritoIL_2016__WL.2.ST__bin.57	0.40677956232105295	0.4921532055485679	0.9237197335368716	0.9445295506749372	0.7623713104209444	0.9249049497783655	0.5372402468259855	0.9213264567499095	0.5669875619483773	0.6202972088739819	0.9287777311933147	0.5868759921594765	0.9491812780626597	0.7266611840337128	0.5710838592002523	0.8207214858293647	0.9562240425996997	0.9522849679104718	0.5777373747146701	0.5367134840519883	0.47134518012061793	0.9643557189595181	0.9641653497597317	0.6556480973830282	1.0	0.40354910898255947	0.9602688281857502	0.8069387557648273	0.9299477178988257	0.6222071718572508	0.9309094183033939	0.9531884377362818	0.8134475906874075	0.47090934663498923	0.9751691374349162	0.903048326005239	0.95926278295582	0.5228913363649068	0.5896737475050436
RampelliS_2015__H20__bin.18	0.6990910885676103	0.7800597588385373	0.9213036083100474	0.8841716908638075	0.761602478435184	0.916792271595189	0.8865559698092577	0.8778275346251975	0.8389425267282226	0.7170424690195601	0.900284556858219	0.7072405388166687	0.8813413087717167	0.8685913011784716	0.6603266234357915	0.8409386010205321	0.8826150756287207	0.8903231685092942	0.8412157544648281	0.890952458692747	0.8771507866601871	0.9254874863321589	0.9013200856518041	0.7390761678410885	0.8551180369942899	1.0	0.9084368545741708	0.7850950294617908	0.9159152517920058	0.8479879798930872	0.9036682966832705	0.8836705366905601	0.8590997448669664	0.5639474623375046	0.8723499574778277	0.9380647476005346	0.881803547564087	0.8992120109950188	0.6731867330822501
BritoIL_2016__W1.21.ST__bin.42	0.39567691288406626	0.46459314133705376	0.8973824833573371	0.9126504264760611	0.7316934879583721	0.8999504349872249	0.5394859590829972	0.8925127625735757	0.546075852826958	0.5852301268497179	0.9054952078810039	0.5604985205594671	0.919526111749912	0.7051565970698233	0.5459523575089326	0.7950044475003045	0.9209125135803129	0.918988323017024	0.5516686053206455	0.5192214621511884	0.44993808545542235	0.9423293553377513	0.934622579950702	0.6180890601505642	0.8944248539334093	0.3993154354127831	1.0	0.7739268006535239	0.9030686917673681	0.6029446123498656	0.9106361177077267	0.9154399186933527	0.7866443151266745	0.4556397307802067	0.9237862830078787	0.8769915706101169	0.9289851855684039	0.5113190134392945	0.5677542877073761
RampelliS_2015__H10__bin.78	0.4265721049745952	0.5133214246913144	0.9115987983556978	0.9182144111412336	0.7527508205088039	0.9197197510807472	0.5667713515466496	0.9143138676725848	0.5895596413258513	0.6318794515287108	0.9195994855870901	0.6010455012872956	0.9163371577423438	0.7335715061737129	0.5829389753683131	0.8244548259055916	0.9271130470374516	0.926825016233315	0.5910922683941777	0.5517295744471198	0.4906437993789652	0.9483207046143041	0.9439027163326099	0.6586193218137856	0.9103259043282945	0.4179736274953195	0.9373573426379074	1.0	0.9256996748283817	0.6351316730294524	0.9135215303026092	0.9245212751174231	0.8172707312697863	0.4879529852876897	0.9302813858829534	0.8979461382396264	0.9317872311396671	0.5492590786551488	0.6022264275842554
CM_madagascar__A40_02_1FE__bin.22	0.3949968516778129	0.46563770352262746	0.9094361052485386	0.910050006773792	0.731944862185285	0.9283068672617947	0.5338800365699562	0.9013505833555576	0.5452033458272163	0.5998052215285594	0.911577731180148	0.5645337884412696	0.9095076773902753	0.7144578282456049	0.5653100053593901	0.7990590819509543	0.9165366581433334	0.9268813887722055	0.5476900517279134	0.5189321095633163	0.46676368668102086	0.9509871417239173	0.9414940343767814	0.6305514207496159	0.8844748947932118	0.4111048438151019	0.9221397343821492	0.7804422306310022	1.0	0.6087035984598357	0.9168766258165828	0.9097901317353433	0.8119326949211897	0.45450440126069214	0.9196824241825226	0.88900609300459	0.9189752232582195	0.5227999873896703	0.5823526955857882
Obregon-TitoAJ_2015__HCO11__bin.31	0.5591575224466548	0.6835874066287863	0.9139562554298656	0.9041004675222605	0.7676213384325644	0.9081894412271031	0.7587974256417435	0.879495992895665	0.7632967093650211	0.6688419304733205	0.9046552528992994	0.6514490236355266	0.9127972419975099	0.8698887026048586	0.6156660089292193	0.8349969403329611	0.9137636216183938	0.910531226261896	0.7338905159311373	0.7220486734272573	0.6416189202361177	0.9382088522941724	0.9285071714357448	0.6998283632739786	0.8919459161310912	0.5736718380283544	0.9279613756365744	0.8070695324584761	0.9174499906572602	1.0	0.8948334969650543	0.9284769921386141	0.8222221080688524	0.6004029899335991	0.9168669523212053	0.9075903500734256	0.9248496974685991	0.7209243340809666	0.6393008933714064
CM_madagascar__A72_02_1FE__bin.10	0.38846142783487675	0.4674092368507251	0.9115423929128136	0.9109151892751183	0.7397310966361537	0.9186176448997097	0.5235540509155413	0.9175577093887791	0.5479295625844911	0.5994628629763968	0.9254967079321728	0.5728580094247971	0.9152201845378205	0.7120650196811436	0.5584576543099107	0.8024991124274327	0.9214810591799474	0.9208740325244367	0.55655973009208	0.5224464633828556	0.4626521913275896	0.95102702985807	0.9508523057783014	0.6293904791260533	0.8921913791053183	0.4087238402206246	0.9370104667021839	0.7760917357227459	0.9239203275368155	0.5982591128052144	1.0	0.9122412892318881	0.8087758710768111	0.4463723717870839	0.923288401626694	0.8946164806449078	0.9272739995543892	0.5228637405463326	0.5793631543406055
BritoIL_2016__M1.24.ST__bin.70	0.40718108277894455	0.48039088971724564	0.9005814480250047	0.9205042336509878	0.7370584767272648	0.9118149328356895	0.5302818011190974	0.8977676019960144	0.558638825063626	0.5994286428313483	0.9186625450170278	0.5719420089220346	0.940861999595507	0.7224494931169625	0.552258398061525	0.8028006205661958	0.9433778433134765	0.9274909708305548	0.5608918771182747	0.5303792744974861	0.4637165010406464	0.9459220273088631	0.950848941597988	0.6283889711663441	0.9137579594313223	0.39977267662326454	0.9421742403195409	0.7856208302756608	0.9169943332327111	0.6208976911691266	0.9124551654664272	1.0	0.791029529280874	0.46104650338945424	0.952484519123461	0.8858792850177406	0.9369300008029745	0.51560153741711	0.5730288156211609
CM_madagascar__A13_03_1FE__bin.44	0.4167626643250483	0.49663802917652605	0.904358317840881	0.8943441319227594	0.7362636407238731	0.9009526348761062	0.5615836449936557	0.8914929410929388	0.5619734317122167	0.6210775598288802	0.8978811928149798	0.5740128663427622	0.8922696164875434	0.7114394915287802	0.5806609758771771	0.8150565866951834	0.9005430448670112	0.9078895826480671	0.5775088716326557	0.5512047887254554	0.49862367130788177	0.9304054409782246	0.9234201924976442	0.6464537861234962	0.8771529437108372	0.4371793738585939	0.9106953708117852	0.7811876468039662	0.9205318101221863	0.6184881588397784	0.9099621660549382	0.8897869600644911	1.0	0.4657135004827656	0.9090188532155955	0.8861561957975486	0.9054069262250146	0.5533797696346003	0.6051900077426036
