	BritoIL_2016__W3.20.ST__bin.21	BritoIL_2016__W2.61.ST__bin.18	Obregon-TitoAJ_2015__HCO74__bin.29	BritoIL_2016__W2.23.ST__bin.47	Obregon-TitoAJ_2015__SM31__bin.16	CM_madagascar__A47_01_1FE__bin.7	BritoIL_2016__W1.5.ST__bin.49	CM_madagascar__A46_02_1FE__bin.13	CM_madagascar__A04_04_1FE__bin.47	BritoIL_2016__WL.43.ST__bin.74	Obregon-TitoAJ_2015__SM43__bin.39	BritoIL_2016__W1.42.ST__bin.78	BritoIL_2016__WL.26.ST__bin.47	BritoIL_2016__W1.40.ST__bin.10	SmitsSA_2017__TZ_29321__bin.1	DavidLA_2015__LD-Run2-11__bin.7	BritoIL_2016__WL.28.ST__bin.21	CM_madagascar__A62_01_1FE__bin.65	BritoIL_2016__W1.22.ST__bin.59	BritoIL_2016__W1.9.ST__bin.49	BritoIL_2016__M1.48.ST__bin.96	CM_madagascar__V32_02_2FE__bin.3	RampelliS_2015__H24__bin.33	BritoIL_2016__W2.5.ST__bin.71	BritoIL_2016__WL.2.ST__bin.57	RampelliS_2015__H20__bin.18	BritoIL_2016__W1.21.ST__bin.42	RampelliS_2015__H10__bin.78	CM_madagascar__A40_02_1FE__bin.22	Obregon-TitoAJ_2015__HCO11__bin.31	CM_madagascar__A72_02_1FE__bin.10	BritoIL_2016__M1.24.ST__bin.70	CM_madagascar__A13_03_1FE__bin.44	BritoIL_2016__M2.37.ST__bin.7	BritoIL_2016__W2.39.ST__bin.74	RampelliS_2015__H8__bin.12	BritoIL_2016__W2.63.ST__bin.39	RampelliS_2015__H1__bin.43	CM_madagascar__A48_01_1FE__bin.10
Obregon-TitoAJ_2015__SM43__bin.39	0.9950918653794131	0.9947163409900753	0.9929821232710586	0.9924947385431689	0.9930532688082689	0.992721364062347	0.9949099385153662	0.9922035549893456	0.9945409401375047	0.9940075223042987	1.0	0.9937586600962495	0.992436703103836	0.9940371385688773	0.9931516888951978	0.9930065311041013	0.9922385542809202	0.992527581931654	0.9936345208927028	0.9936787352852897	0.9956022406607201	0.9925889741106656	0.9912847047745802	0.9936996883436693	0.9926004340487099	0.9940812494530902	0.9923555685796406	0.9922498936723217	0.9924939127833886	0.9936005587444716	0.9918059781801989	0.9925498464770108	0.9929120896855197	0.994355501492702	0.9927159026583077	0.99080631276901	0.9927244878422362	0.9943895342528866	0.9938151530236947
BritoIL_2016__W1.42.ST__bin.78	0.9977939607341015	0.9980443375466497	0.9943405766550287	0.9968509352587128	0.993810321233074	0.9937449152226343	0.9955449279224737	0.9938405389929736	0.9950076969461987	0.9975869315286557	0.9937586600962495	1.0	0.9969586222906822	0.9962877201366147	0.9944748914511502	0.9947333713116052	0.9977219244491612	0.994576398542285	0.9976143250185096	0.9958041592369677	0.9977742893400722	0.9936854500949849	0.993203932412767	0.997566667390579	0.9972759946359457	0.9951686023571852	0.9944090955106027	0.9940518327081102	0.9942231646945182	0.9950450450450451	0.994236395465255	0.997014179083187	0.9946028954531877	0.9971767048334347	0.9972375608310108	0.9920888523190566	0.9970088051397202	0.9955519722755435	0.994835874879587
BritoIL_2016__WL.26.ST__bin.47	0.9977586725286001	0.9977002737097548	0.9935148459256868	0.996500927205673	0.9933435317701188	0.9933243104406753	0.9960095763654909	0.9934624969837548	0.9945511885650029	0.9978183724464712	0.992436703103836	0.9969586222906822	1.0	0.9955134095770558	0.9941174504495471	0.9941489207544253	0.9971155644919104	0.9939613948933914	0.9975110212395828	0.995574263948906	0.9979691960289423	0.9931370259572548	0.9922630139770177	0.9972570917351193	0.9970156452109931	0.9950212858070567	0.9941215117460871	0.9932678574382786	0.9936042974025129	0.9946403686672252	0.9933336522973383	0.9967943305654922	0.994506101264425	0.9973067897393285	0.9967518494896218	0.9910799976869029	0.9966522860917995	0.9953887940853733	0.9946905350047371
BritoIL_2016__W1.40.ST__bin.10	0.9969085360975554	0.9964098472221039	0.9941613385121004	0.9956414586280864	0.9944443754869112	0.9942808143230977	0.9953462193411631	0.994073590703556	0.9947481855652286	0.9959619174681597	0.9940371385688773	0.9962877201366147	0.9955134095770558	1.0	0.9948827912861886	0.9946601342308757	0.9957093519042365	0.994791741394895	0.9958363844912612	0.9951749293444008	0.9969694380302998	0.9939142879804418	0.9934593471688024	0.9965383944542922	0.9954502137123569	0.9947405804703209	0.9945312740362429	0.9939670938654892	0.9946381528341107	0.9947731243665707	0.9941296516798047	0.9953580152989355	0.9951158840358522	0.9956080689766743	0.9954389760663177	0.992526272766876	0.9956014584418483	0.9952350270595836	0.9948463675991441
SmitsSA_2017__TZ_29321__bin.1	0.9951664485577331	0.9950090118514231	0.9943742501132827	0.9941828023636664	0.993682741764856	0.994052231866088	0.9961271246089238	0.9946797660747232	0.9942230744232846	0.9945969800210667	0.9931516888951978	0.9944748914511502	0.9941174504495471	0.9948827912861886	1.0	0.9936813670101559	0.9940946131703895	0.9942077132091517	0.9943113144683845	0.9956098151167547	0.9961659347201925	0.9939347190102746	0.9942895273877763	0.9948914471015765	0.9943174108413918	0.996307311064124	0.9944381907842701	0.9944573989476513	0.994297414657159	0.995568478942192	0.9951040231722916	0.9938411752539805	0.9943968410694247	0.9948990111538233	0.9944562042446202	0.9932308234180489	0.9944857304160474	0.9962562605103459	0.9945791367817852
DavidLA_2015__LD-Run2-11__bin.7	0.9953186372563282	0.9954012646522207	0.9930315694617192	0.9936157055989825	0.9929207962571274	0.9934169218121913	0.9948206566618446	0.9933039555373585	0.9949492293652059	0.9950204740930177	0.9930065311041013	0.9947333713116052	0.9941489207544253	0.9946601342308757	0.9936813670101559	1.0	0.9937402589410852	0.9941442527111961	0.9945248498649709	0.9950344569314606	0.9960118898960368	0.9932874476468829	0.9920467501510689	0.9946438767703533	0.994224631384997	0.9950055644220112	0.9927588863442189	0.993240207678668	0.9938366948049628	0.9941048454694361	0.9929038784463533	0.9940152813844709	0.9946369194465301	0.9950082626705995	0.9942207478071199	0.9918450448889822	0.9940907081043522	0.9950297878037352	0.9942711638392452
BritoIL_2016__WL.28.ST__bin.21	0.9985715242516462	0.9989348694399913	0.9935524339515057	0.99737669967245	0.9934161017893764	0.9932067286980786	0.9953203292118453	0.9932224296399699	0.9944141714768583	0.9982858994843514	0.9922385542809202	0.9977219244491612	0.9971155644919104	0.9957093519042365	0.9940946131703895	0.9937402589410852	1.0	0.9938150079117781	0.9994504799015866	0.9954253806657876	0.997875809012652	0.9930783799351931	0.9923832422296968	0.9977094869304826	0.9972624736857391	0.9948456546169191	0.9936229522976354	0.9930310702207155	0.9935882716594542	0.9945813874065569	0.9934478957701098	0.9967113902421373	0.994185956080369	0.9976710398154245	0.9970350417544127	0.9911986594516545	0.9970520233011918	0.9951503259158623	0.9941735966391627
CM_madagascar__A62_01_1FE__bin.65	0.99562363942823	0.9956425314350505	0.993763315468292	0.9938853483237555	0.9937966103255902	0.9945489852271541	0.9956171433739199	0.9938739719884366	0.9948093546946084	0.9948225451906866	0.992527581931654	0.994576398542285	0.9939613948933914	0.994791741394895	0.9942077132091517	0.9941442527111961	0.9938150079117781	1.0	0.9943914874581384	0.9954863236337655	0.9966102967045855	0.994334638572938	0.9927101894622523	0.9949151160103845	0.9939688990489092	0.995290059018183	0.9932604796250384	0.9934241840203474	0.9972642683664483	0.9943689246444348	0.9933685209633989	0.9939332743512784	0.9962259152049225	0.9951348252951436	0.9937246525871756	0.9917524905786116	0.9943176816213621	0.995747942451467	0.9952874785903684
BritoIL_2016__W1.22.ST__bin.59	0.9984081108901349	0.9989693187253719	0.9941709819887838	0.9982300898314321	0.9943079522477356	0.9938531466398218	0.9953919180076705	0.9941534536233542	0.994371567865369	0.9984358558712283	0.9936345208927028	0.9976143250185096	0.9975110212395828	0.9958363844912612	0.9943113144683845	0.9945248498649709	0.9994504799015866	0.9943914874581384	1.0	0.9954962408347725	0.9981877279167817	0.9938116507070682	0.9932252090260687	0.997738380302718	0.9971499479377052	0.9946134282922514	0.994724972547169	0.9934413055836956	0.9945495545600712	0.9946225975146357	0.994280504426342	0.9973840707747805	0.9950487306936042	0.997701308100013	0.9968133761524167	0.9921352623752712	0.9975129014509566	0.9951924892662352	0.9947564311476578
BritoIL_2016__W1.9.ST__bin.49	0.995536684280887	0.9956207348318861	0.9950172296865314	0.9954347497168187	0.9946607855657099	0.994807609030331	0.9965618390844206	0.9952841803841197	0.9945924092899143	0.9963642390607829	0.9936787352852897	0.9958041592369677	0.995574263948906	0.9951749293444008	0.9956098151167547	0.9950344569314606	0.9954253806657876	0.9954863236337655	0.9954962408347725	1.0	0.9964714345553553	0.9947518943771091	0.9952015940630464	0.9955840237628825	0.995482446806291	0.996046571831265	0.9961100749941543	0.9951888907613514	0.9948385984500197	0.9963779103219329	0.9956646781376851	0.9953795796364708	0.9957667145112925	0.9956023504073415	0.9957483869000879	0.9938775661716971	0.9958817888222061	0.9961751198186417	0.9956933570936028
BritoIL_2016__M1.48.ST__bin.96	0.9974545600951967	0.9975115102948902	0.9959426020384835	0.99730281213327	0.9957726259336278	0.9954987317674475	0.9959943347527167	0.9958901117810177	0.9954804287723723	0.998705286216085	0.9956022406607201	0.9977742893400722	0.9979691960289423	0.9969694380302998	0.9961659347201925	0.9960118898960368	0.997875809012652	0.9966102967045855	0.9981877279167817	0.9964714345553553	1.0	0.995711101534047	0.9953718388252525	0.9978489794210958	0.9974579009389136	0.9959897764186734	0.9961527583952672	0.9958700752449633	0.9958790682221853	0.9961380301451817	0.9959357740958489	0.99741740607192	0.9966018683911765	0.9980433006535948	0.9975875137842913	0.9945902274423343	0.9982079997630413	0.9961023079509224	0.9959276149253155
CM_madagascar__V32_02_2FE__bin.3	0.9951841896597173	0.9950920921045386	0.9931433404248213	0.993290071775474	0.9931667801600453	0.9995433768214612	0.9952576118396174	0.9943104648900638	0.9945911029069807	0.9940334864683048	0.9925889741106656	0.9936854500949849	0.9931370259572548	0.9939142879804418	0.9939347190102746	0.9932874476468829	0.9930783799351931	0.994334638572938	0.9938116507070682	0.9947518943771091	0.995711101534047	1.0	0.9923219660506061	0.9942055290429543	0.9932310787913019	0.9952505681678331	0.9931533535462299	0.9928485562833167	0.9943782800645989	0.9943961104023741	0.9936893707878356	0.9930409977384378	0.9943974828127004	0.9945994178056726	0.9931020853890722	0.99140677165761	0.9934076676911999	0.9951070555827961	0.9951087280609426
RampelliS_2015__H24__bin.33	0.9946884354205113	0.9945479712531015	0.9921365369057077	0.9924813920165638	0.9922070165694924	0.992580990110379	0.9956779529913262	0.992848167539267	0.9934467102991097	0.9937949274142691	0.9912847047745802	0.993203932412767	0.9922630139770177	0.9934593471688024	0.9942895273877763	0.9920467501510689	0.9923832422296968	0.9927101894622523	0.9932252090260687	0.9952015940630464	0.9953718388252525	0.9923219660506061	1.0	0.9935769513598772	0.9924241685145154	0.9949494630381992	0.9927795078191123	0.9934344821383545	0.992688528981625	0.9939143261603063	0.9925924521299578	0.9922054791056262	0.9932310396141886	0.9941563813909425	0.9922840184064754	0.9923476934274263	0.9925400274028855	0.9946829809126513	0.9938917736692869
BritoIL_2016__W2.5.ST__bin.71	0.998319689960846	0.9981484202467373	0.9947312180260183	0.9971596773995086	0.9941750119770968	0.9944056030682814	0.9959132169409668	0.9941485931086795	0.9952484829021754	0.9975088231115848	0.9936996883436693	0.997566667390579	0.9972570917351193	0.9965383944542922	0.9948914471015765	0.9946438767703533	0.9977094869304826	0.9949151160103845	0.997738380302718	0.9955840237628825	0.9978489794210958	0.9942055290429543	0.9935769513598772	1.0	0.9981014348889179	0.9959032551784011	0.994662051424668	0.9941536530461615	0.9945151687541636	0.9957784498166777	0.994412363736568	0.9972434396734221	0.9951045805644676	0.9972672040791126	0.9986338363565903	0.9929875205614953	0.9973556123052986	0.9960349820011049	0.9948915333756468
BritoIL_2016__WL.2.ST__bin.57	0.997961761276107	0.9973924534964786	0.9936703766060455	0.9967301602055517	0.9932802466749354	0.993573395503992	0.9961038560402737	0.9933831340413688	0.9948609656170554	0.9980762787258379	0.9926004340487099	0.9972759946359457	0.9970156452109931	0.9954502137123569	0.9943174108413918	0.994224631384997	0.9972624736857391	0.9939688990489092	0.9971499479377052	0.995482446806291	0.9974579009389136	0.9932310787913019	0.9924241685145154	0.9981014348889179	1.0	0.9955956378166884	0.9939215525299887	0.9931584562590827	0.9936607466263863	0.995184582601434	0.9936995340811708	0.9974360866110243	0.9942952327198139	0.9975126200053838	0.9991644729680134	0.9913881488587387	0.9968938501782347	0.9959249826745374	0.9946158187670012
RampelliS_2015__H20__bin.18	0.9953498791647433	0.9952241660846436	0.9951991230672864	0.9949223593316407	0.9949713359920239	0.995531642411298	0.9967763934791289	0.9951365138816956	0.9948907264875555	0.996272435214368	0.9940812494530902	0.9951686023571852	0.9950212858070567	0.9947405804703209	0.996307311064124	0.9950055644220112	0.9948456546169191	0.995290059018183	0.9946134282922514	0.996046571831265	0.9959897764186734	0.9952505681678331	0.9949494630381992	0.9959032551784011	0.9955956378166884	1.0	0.9962292341448125	0.9955908896924504	0.9948403022241935	0.9965402339119758	0.9962135375747314	0.9955252753201641	0.9956955983736963	0.995040031506824	0.9958317012664839	0.9944380081249399	0.995732153620942	0.9998068358981234	0.9961931510557661
BritoIL_2016__W1.21.ST__bin.42	0.9962957847021074	0.9957757141279193	0.9937611959311784	0.9940685388902705	0.9934443746895957	0.9933705694078203	0.9996906581865764	0.9936247821052617	0.9939581147912349	0.9951044763350942	0.9923555685796406	0.9944090955106027	0.9941215117460871	0.9945312740362429	0.9944381907842701	0.9927588863442189	0.9936229522976354	0.9932604796250384	0.994724972547169	0.9961100749941543	0.9961527583952672	0.9931533535462299	0.9927795078191123	0.994662051424668	0.9939215525299887	0.9962292341448125	1.0	0.9931843224861832	0.9931883344221033	0.995779732335803	0.9937887714989966	0.9939530775590267	0.9939198184007171	0.9952962226021219	0.9940650688133164	0.9918492649210117	0.9937174397298171	0.9956240269722477	0.9942556820394717
RampelliS_2015__H10__bin.78	0.9949251747580751	0.994742282249173	0.9936829723510862	0.9929068490813684	0.9929178470254958	0.9928810977954864	0.9954360453453279	0.9930921318060381	0.9942265100556092	0.9944324533112188	0.9922498936723217	0.9940518327081102	0.9932678574382786	0.9939670938654892	0.9944573989476513	0.993240207678668	0.9930310702207155	0.9934241840203474	0.9934413055836956	0.9951888907613514	0.9958700752449633	0.9928485562833167	0.9934344821383545	0.9941536530461615	0.9931584562590827	0.9955908896924504	0.9931843224861832	1.0	0.9933894421038496	0.9947839799124352	0.993393693391702	0.9932514787498374	0.9938541137248647	0.9945186441696	0.9934366656979823	0.992648262938275	0.9934212417263886	0.9955426101628488	0.9939418298191192
CM_madagascar__A40_02_1FE__bin.22	0.9956987345349122	0.9954308529958837	0.9938651887405414	0.9938393666344592	0.9939775831290841	0.9946796646899171	0.9954132210631145	0.9936901032459811	0.9946950410472079	0.9947319150628733	0.9924939127833886	0.9942231646945182	0.9936042974025129	0.9946381528341107	0.994297414657159	0.9938366948049628	0.9935882716594542	0.9972642683664483	0.9945495545600712	0.9948385984500197	0.9958790682221853	0.9943782800645989	0.992688528981625	0.9945151687541636	0.9936607466263863	0.9948403022241935	0.9931883344221033	0.9933894421038496	1.0	0.9945198729842336	0.993448466848313	0.9938043599399494	0.9961366015421063	0.9949224352064489	0.9935749974290725	0.9920445592855486	0.9939177430376238	0.9951766641486556	0.9946910850904133
Obregon-TitoAJ_2015__HCO11__bin.31	0.9956259064846597	0.9956678198481859	0.9956012471915007	0.9948345500632453	0.9952528813128314	0.9946824644348713	0.9967758859966828	0.9947214371708656	0.9941155538656058	0.9955060688711026	0.9936005587444716	0.9950450450450451	0.9946403686672252	0.9947731243665707	0.995568478942192	0.9941048454694361	0.9945813874065569	0.9943689246444348	0.9946225975146357	0.9963779103219329	0.9961380301451817	0.9943961104023741	0.9939143261603063	0.9957784498166777	0.995184582601434	0.9965402339119758	0.995779732335803	0.9947839799124352	0.9945198729842336	1.0	0.9954376399725311	0.9948525974223568	0.9950792466975662	0.9949061166170967	0.9950332343295112	0.9936665336582136	0.9947720060014317	0.9963936376964172	0.9951557871921143
CM_madagascar__A72_02_1FE__bin.10	0.9949197515242403	0.995167054410591	0.9935361118240881	0.993511867339908	0.9931687868517572	0.9939634996653918	0.9955114959493588	0.9939672874830339	0.9941277402572982	0.9952083278131112	0.9918059781801989	0.994236395465255	0.9933336522973383	0.9941296516798047	0.9951040231722916	0.9929038784463533	0.9934478957701098	0.9933685209633989	0.994280504426342	0.9956646781376851	0.9959357740958489	0.9936893707878356	0.9925924521299578	0.994412363736568	0.9936995340811708	0.9962135375747314	0.9937887714989966	0.993393693391702	0.993448466848313	0.9954376399725311	1.0	0.9935500053412695	0.9942105743670752	0.9950248804067038	0.9937057585079435	0.9917573136625993	0.9935559588514709	0.9964760516013768	0.9946686366900052
BritoIL_2016__M1.24.ST__bin.70	0.9981218231286778	0.9975186680896784	0.9934125172661565	0.996667923056685	0.9933684514696253	0.9933326175245071	0.996062163243294	0.9930532371513107	0.994567176615185	0.9979519675867888	0.9925498464770108	0.997014179083187	0.9967943305654922	0.9953580152989355	0.9938411752539805	0.9940152813844709	0.9967113902421373	0.9939332743512784	0.9973840707747805	0.9953795796364708	0.99741740607192	0.9930409977384378	0.9922054791056262	0.9972434396734221	0.9974360866110243	0.9955252753201641	0.9939530775590267	0.9932514787498374	0.9938043599399494	0.9948525974223568	0.9935500053412695	1.0	0.9943621205722345	0.9969954475348886	0.9971702089771592	0.9913590024972468	0.9964962710149264	0.9956119238411865	0.9944840474996871
CM_madagascar__A13_03_1FE__bin.44	0.9953549284348381	0.9956351795966042	0.9942200977381366	0.994037103785502	0.9937415249817461	0.9946694873047163	0.9957159395260269	0.9943761601201486	0.9951611059494331	0.9954543899161337	0.9929120896855197	0.9946028954531877	0.994506101264425	0.9951158840358522	0.9943968410694247	0.9946369194465301	0.994185956080369	0.9962259152049225	0.9950487306936042	0.9957667145112925	0.9966018683911765	0.9943974828127004	0.9932310396141886	0.9951045805644676	0.9942952327198139	0.9956955983736963	0.9939198184007171	0.9938541137248647	0.9961366015421063	0.9950792466975662	0.9942105743670752	0.9943621205722345	1.0	0.9953318619865671	0.9940897949467561	0.9925359670566561	0.9948301459412832	0.9957580407385199	0.9950277861357438
