	XieH_2016__YSZC12003_37194__bin.73	XieH_2016__YSZC12003_35636__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.35	LeChatelierE_2013__MH0434__bin.13	ChengpingW_2017__AS67raw__bin.63	LiJ_2017__nHM410714__bin.28	RaymondF_2016__P1E7__bin.61	BackhedF_2015__SID566_M__bin.46	LeChatelierE_2013__MH0205__bin.54	VogtmannE_2016__MMRS81671217ST-27-0-0__bin.47	RaymondF_2016__P1E90__bin.38	LiJ_2014__O2.UC29-1__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	BritoIL_2016__W2.9.ST__bin.37	BritoIL_2016__W2.46.ST__bin.36	LiSS_2016__FAT_010-22-84-0__bin.59	QinN_2014__HD-9__bin.8	LeChatelierE_2013__MH0307__bin.65	SchirmerM_2016__G89151__bin.1	ZeeviD_2015__PNP_Main_467__bin.37	LeChatelierE_2013__MH0247__bin.68	CM_madagascar__A90_04_1FE__bin.34	QinN_2014__HD-35__bin.59	YuJ_2015__SZAXPI015269-94__bin.5	CosteaPI_2017__SID713A078-11-0-0__bin.39	NielsenHB_2014__O2_UC22_2__bin.37	CosteaPI_2017__SID713B057-11-0-0__bin.50	XieH_2016__YSZC12003_35666__bin.46	XieH_2016__YSZC12003_37203__bin.59	XieH_2016__YSZC12003_37100__bin.119	XieH_2016__YSZC12003_37102__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	Obregon-TitoAJ_2015__SM11__bin.19	LiJ_2014__O2.UC22-1__bin.34	LeChatelierE_2013__MH0229__bin.81	XieH_2016__YSZC12003_37138__bin.47	XieH_2016__YSZC12003_35388__bin.8	FengQ_2015__SID31881__bin.26	HeQ_2017__SZAXPI029560-51__bin.24	LiJ_2017__nHMX11726__bin.55
RaymondF_2016__P1E90__bin.38	1239342.0	1299319.0	1118735.0	774626.0	1316794.0	1022128.0	915214.0	888351.0	1142537.0	1308059.0	1743759.0	1179488.0	1268497.0	1319766.0	972442.0	788657.0	1335949.0	1185434.0	1028589.0	1156348.0	938454.0	1285621.0	1285888.0	1292685.0	708393.0	1180194.0	722049.0	701747.0	1266903.0	1246479.0	1161056.0	1190635.0	1349110.0	1282725.0	1210201.0	1188907.0	665892.0	1181611.0	1244879.0	1176472.0
LiJ_2014__O2.UC29-1__bin.47	1634465.0	1754306.0	1496629.0	1003678.0	1572531.0	1284474.0	897316.0	1162483.0	1638813.0	1684470.0	1179488.0	2254721.0	1786883.0	1456973.0	1072844.0	915244.0	1540523.0	1663972.0	1323551.0	1288825.0	1222968.0	1478279.0	1534813.0	1546853.0	777649.0	1471430.0	873965.0	895805.0	1600561.0	1517165.0	1390018.0	1567832.0	1626249.0	1621090.0	1394544.0	1604929.0	851734.0	1405332.0	1434809.0	1515136.0
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	1728190.0	1836731.0	1565778.0	1001237.0	1635542.0	1329393.0	977013.0	1233597.0	1544705.0	1779905.0	1268497.0	1786883.0	2289213.0	1492836.0	1054533.0	941971.0	1594146.0	1671262.0	1391212.0	1295449.0	1260768.0	1490414.0	1578050.0	1587548.0	829018.0	1467119.0	928413.0	903908.0	1735522.0	1595914.0	1347462.0	1641369.0	1703748.0	1652895.0	1469103.0	1648473.0	866993.0	1391077.0	1487692.0	1638041.0
BritoIL_2016__W2.9.ST__bin.37	1478585.0	1536502.0	1352224.0	902127.0	1618039.0	1231198.0	981002.0	1007305.0	1361490.0	1585588.0	1319766.0	1456973.0	1492836.0	2398643.0	1277201.0	961653.0	1664168.0	1446134.0	1197005.0	1359427.0	1085857.0	1677919.0	1589068.0	1621374.0	791866.0	1443911.0	844219.0	823077.0	1524410.0	1513465.0	1441651.0	1439929.0	1643676.0	1591212.0	1432015.0	1449446.0	780129.0	1454677.0	1557203.0	1398761.0
BritoIL_2016__W2.46.ST__bin.36	1110342.0	1123040.0	980404.0	698632.0	1177004.0	919667.0	721472.0	718927.0	1011436.0	1126440.0	972442.0	1072844.0	1054533.0	1277201.0	1542536.0	751054.0	1221285.0	1046745.0	865581.0	1037379.0	812827.0	1180006.0	1201056.0	1174670.0	624561.0	1059236.0	639207.0	605874.0	1105074.0	1125484.0	1043567.0	1034824.0	1191266.0	1163444.0	1056485.0	1044091.0	637719.0	1126103.0	1182500.0	1004132.0
LiSS_2016__FAT_010-22-84-0__bin.59	987287.0	998016.0	903647.0	611102.0	995458.0	918068.0	678726.0	622175.0	849266.0	964404.0	788657.0	915244.0	941971.0	961653.0	751054.0	1150344.0	1022770.0	898449.0	773320.0	944786.0	711388.0	1007827.0	1029800.0	986167.0	645824.0	901873.0	672787.0	556639.0	953958.0	1012741.0	867380.0	933628.0	989311.0	1012775.0	929352.0	908195.0	576469.0	933668.0	1019666.0	922774.0
QinN_2014__HD-9__bin.8	1591088.0	1651379.0	1416503.0	955464.0	1767800.0	1278247.0	1007281.0	1093323.0	1422982.0	1648242.0	1335949.0	1540523.0	1594146.0	1664168.0	1221285.0	1022770.0	2442467.0	1505247.0	1285930.0	1490617.0	1204976.0	1686253.0	1824746.0	1714405.0	805193.0	1571851.0	894138.0	829333.0	1555156.0	1646007.0	1431302.0	1468198.0	1748672.0	1735569.0	1589159.0	1488699.0	850720.0	1634326.0	1671392.0	1444767.0
LeChatelierE_2013__MH0307__bin.65	1668903.0	1709329.0	1431026.0	1024864.0	1527594.0	1255851.0	930647.0	1199851.0	1532931.0	1643900.0	1185434.0	1663972.0	1671262.0	1446134.0	1046745.0	898449.0	1505247.0	2146694.0	1349455.0	1240200.0	1235250.0	1454638.0	1481243.0	1500663.0	775020.0	1402818.0	876552.0	876410.0	1685142.0	1517558.0	1281781.0	1490014.0	1548784.0	1548824.0	1323793.0	1633491.0	880527.0	1363207.0	1385499.0	1499396.0
SchirmerM_2016__G89151__bin.1	1397541.0	1420336.0	1268034.0	872687.0	1326122.0	1079366.0	811910.0	968489.0	1246905.0	1344962.0	1028589.0	1323551.0	1391212.0	1197005.0	865581.0	773320.0	1285930.0	1349455.0	1668237.0	1061001.0	1032713.0	1194576.0	1265806.0	1304214.0	684301.0	1150007.0	761354.0	741784.0	1353273.0	1290434.0	1089875.0	1323989.0	1311725.0	1300711.0	1196458.0	1316776.0	732106.0	1146714.0	1194845.0	1274511.0
ZeeviD_2015__PNP_Main_467__bin.37	1341989.0	1372227.0	1214113.0	825914.0	1446832.0	1099386.0	892954.0	880369.0	1231486.0	1396371.0	1156348.0	1288825.0	1295449.0	1359427.0	1037379.0	944786.0	1490617.0	1240200.0	1061001.0	1868345.0	971538.0	1528218.0	1454108.0	1433269.0	743329.0	1311313.0	750890.0	733810.0	1343720.0	1450495.0	1227669.0	1301825.0	1409095.0	1458884.0	1294730.0	1317035.0	736714.0	1352155.0	1501014.0	1249565.0
LeChatelierE_2013__MH0247__bin.68	1218747.0	1277322.0	1122583.0	766858.0	1203318.0	998726.0	743898.0	902160.0	1127429.0	1212448.0	938454.0	1222968.0	1260768.0	1085857.0	812827.0	711388.0	1204976.0	1235250.0	1032713.0	971538.0	1511261.0	1113395.0	1160902.0	1148860.0	640883.0	1081019.0	701334.0	673358.0	1221782.0	1148585.0	983204.0	1152455.0	1197053.0	1202865.0	1048326.0	1148594.0	660477.0	1086469.0	1066566.0	1150179.0
CM_madagascar__A90_04_1FE__bin.34	1505466.0	1558746.0	1373655.0	939016.0	1636563.0	1245554.0	981749.0	1011334.0	1384140.0	1673894.0	1285621.0	1478279.0	1490414.0	1677919.0	1180006.0	1007827.0	1686253.0	1454638.0	1194576.0	1528218.0	1113395.0	2318727.0	1602431.0	1615495.0	841341.0	1501340.0	885808.0	828142.0	1528192.0	1635053.0	1422421.0	1445957.0	1708597.0	1679765.0	1459936.0	1491034.0	814935.0	1500714.0	1686620.0	1427574.0
QinN_2014__HD-35__bin.59	1608850.0	1626995.0	1440488.0	933847.0	1807168.0	1288235.0	982055.0	1084211.0	1411109.0	1648586.0	1285888.0	1534813.0	1578050.0	1589068.0	1201056.0	1029800.0	1824746.0	1481243.0	1265806.0	1454108.0	1160902.0	1602431.0	2412365.0	1887982.0	818980.0	1553515.0	877705.0	799134.0	1549592.0	1612201.0	1400480.0	1497538.0	1738274.0	1750757.0	1541848.0	1512247.0	834095.0	1857951.0	1664310.0	1419556.0
YuJ_2015__SZAXPI015269-94__bin.5	1622393.0	1652979.0	1497636.0	957301.0	1805818.0	1309957.0	1008530.0	1084243.0	1417917.0	1632558.0	1292685.0	1546853.0	1587548.0	1621374.0	1174670.0	986167.0	1714405.0	1500663.0	1304214.0	1433269.0	1148860.0	1615495.0	1887982.0	2142205.0	838365.0	1586689.0	894374.0	835891.0	1616937.0	1636702.0	1425140.0	1583949.0	1731533.0	1761262.0	1602347.0	1569812.0	837153.0	1731504.0	1628254.0	1509895.0
CosteaPI_2017__SID713A078-11-0-0__bin.39	805729.0	840412.0	764747.0	513162.0	844906.0	787240.0	606146.0	533043.0	726352.0	799615.0	708393.0	777649.0	829018.0	791866.0	624561.0	645824.0	805193.0	775020.0	684301.0	743329.0	640883.0	841341.0	818980.0	838365.0	1042864.0	753449.0	642047.0	481952.0	817839.0	842070.0	743211.0	784366.0	870447.0	840124.0	785752.0	764687.0	479191.0	756618.0	813475.0	807801.0
NielsenHB_2014__O2_UC22_2__bin.37	1461762.0	1534014.0	1297183.0	904946.0	1604158.0	1176897.0	914907.0	994465.0	1360714.0	1495180.0	1180194.0	1471430.0	1467119.0	1443911.0	1059236.0	901873.0	1571851.0	1402818.0	1150007.0	1311313.0	1081019.0	1501340.0	1553515.0	1586689.0	753449.0	1887479.0	810389.0	797858.0	1417810.0	1471246.0	1281900.0	1356892.0	1538780.0	1790096.0	1396450.0	1400162.0	798499.0	1439980.0	1461735.0	1348188.0
CosteaPI_2017__SID713B057-11-0-0__bin.50	918401.0	951374.0	887837.0	556379.0	921871.0	891435.0	606794.0	612892.0	811524.0	887043.0	722049.0	873965.0	928413.0	844219.0	639207.0	672787.0	894138.0	876552.0	761354.0	750890.0	701334.0	885808.0	877705.0	894374.0	642047.0	810389.0	1070756.0	508270.0	901689.0	915360.0	777115.0	903929.0	953833.0	919210.0	861527.0	857281.0	514890.0	781611.0	850136.0	900062.0
XieH_2016__YSZC12003_35666__bin.46	902992.0	939338.0	813741.0	583335.0	841197.0	722257.0	532688.0	635551.0	834953.0	882219.0	701747.0	895805.0	903908.0	823077.0	605874.0	556639.0	829333.0	876410.0	741784.0	733810.0	673358.0	828142.0	799134.0	835891.0	481952.0	797858.0	508270.0	1065929.0	866862.0	838820.0	746419.0	841484.0	872147.0	862840.0	763104.0	835763.0	537120.0	754868.0	789921.0	856166.0
XieH_2016__YSZC12003_37203__bin.59	1723898.0	1794509.0	1530413.0	979440.0	1628473.0	1312910.0	974893.0	1149453.0	1519099.0	1750608.0	1266903.0	1600561.0	1735522.0	1524410.0	1105074.0	953958.0	1555156.0	1685142.0	1353273.0	1343720.0	1221782.0	1528192.0	1549592.0	1616937.0	817839.0	1417810.0	901689.0	866862.0	2096897.0	1652837.0	1350947.0	1652850.0	1631315.0	1602768.0	1503749.0	1723518.0	858708.0	1402292.0	1508699.0	1611301.0
XieH_2016__YSZC12003_37100__bin.119	1650863.0	1684107.0	1482725.0	987031.0	1723947.0	1299877.0	996940.0	1085879.0	1445100.0	1684204.0	1246479.0	1517165.0	1595914.0	1513465.0	1125484.0	1012741.0	1646007.0	1517558.0	1290434.0	1450495.0	1148585.0	1635053.0	1612201.0	1636702.0	842070.0	1471246.0	915360.0	838820.0	1652837.0	2114200.0	1325573.0	1602628.0	1722915.0	1658186.0	1557208.0	1544759.0	869779.0	1473495.0	1605001.0	1531935.0
XieH_2016__YSZC12003_37102__bin.45	1325968.0	1368086.0	1266119.0	821019.0	1398598.0	1074474.0	887706.0	904342.0	1269534.0	1404288.0	1161056.0	1390018.0	1347462.0	1441651.0	1043567.0	867380.0	1431302.0	1281781.0	1089875.0	1227669.0	983204.0	1422421.0	1400480.0	1425140.0	743211.0	1281900.0	777115.0	746419.0	1350947.0	1325573.0	1863212.0	1328879.0	1427878.0	1394363.0	1342566.0	1290749.0	704025.0	1296787.0	1353703.0	1251575.0
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	1680914.0	1695121.0	1628624.0	971706.0	1549319.0	1290404.0	948883.0	1096737.0	1510758.0	1597491.0	1190635.0	1567832.0	1641369.0	1439929.0	1034824.0	933628.0	1468198.0	1490014.0	1323989.0	1301825.0	1152455.0	1445957.0	1497538.0	1583949.0	784366.0	1356892.0	903929.0	841484.0	1652850.0	1602628.0	1328879.0	1876873.0	1585909.0	1533134.0	1550675.0	1581941.0	854947.0	1351998.0	1469595.0	1564586.0
Obregon-TitoAJ_2015__SM11__bin.19	1620421.0	1678723.0	1511813.0	967794.0	1823568.0	1319019.0	1016601.0	1125941.0	1482077.0	1703191.0	1349110.0	1626249.0	1703748.0	1643676.0	1191266.0	989311.0	1748672.0	1548784.0	1311725.0	1409095.0	1197053.0	1708597.0	1738274.0	1731533.0	870447.0	1538780.0	953833.0	872147.0	1631315.0	1722915.0	1427878.0	1585909.0	2570804.0	1709980.0	1608136.0	1558956.0	844220.0	1547731.0	1653380.0	1509816.0
LiJ_2014__O2.UC22-1__bin.34	1633887.0	1710980.0	1458231.0	979349.0	1787070.0	1326691.0	984741.0	1077639.0	1489548.0	1676582.0	1282725.0	1621090.0	1652895.0	1591212.0	1163444.0	1012775.0	1735569.0	1548824.0	1300711.0	1458884.0	1202865.0	1679765.0	1750757.0	1761262.0	840124.0	1790096.0	919210.0	862840.0	1602768.0	1658186.0	1394363.0	1533134.0	1709980.0	2214981.0	1566050.0	1602452.0	869057.0	1589517.0	1655783.0	1488516.0
LeChatelierE_2013__MH0229__bin.81	1493023.0	1500482.0	1442081.0	886965.0	1571938.0	1221751.0	967387.0	960113.0	1342830.0	1477389.0	1210201.0	1394544.0	1469103.0	1432015.0	1056485.0	929352.0	1589159.0	1323793.0	1196458.0	1294730.0	1048326.0	1459936.0	1541848.0	1602347.0	785752.0	1396450.0	861527.0	763104.0	1503749.0	1557208.0	1342566.0	1550675.0	1608136.0	1566050.0	1870411.0	1426902.0	780582.0	1401407.0	1489238.0	1413129.0
XieH_2016__YSZC12003_37138__bin.47	1677449.0	1710017.0	1477007.0	960429.0	1574264.0	1292264.0	914074.0	1114317.0	1477976.0	1654881.0	1188907.0	1604929.0	1648473.0	1449446.0	1044091.0	908195.0	1488699.0	1633491.0	1316776.0	1317035.0	1148594.0	1491034.0	1512247.0	1569812.0	764687.0	1400162.0	857281.0	835763.0	1723518.0	1544759.0	1290749.0	1581941.0	1558956.0	1602452.0	1426902.0	2094995.0	830571.0	1371025.0	1459367.0	1498055.0
XieH_2016__YSZC12003_35388__bin.8	932079.0	927780.0	829032.0	613725.0	827762.0	732610.0	559744.0	618695.0	814094.0	868754.0	665892.0	851734.0	866993.0	780129.0	637719.0	576469.0	850720.0	880527.0	732106.0	736714.0	660477.0	814935.0	834095.0	837153.0	479191.0	798499.0	514890.0	537120.0	858708.0	869779.0	704025.0	854947.0	844220.0	869057.0	780582.0	830571.0	962973.0	773138.0	801960.0	830020.0
FengQ_2015__SID31881__bin.26	1453455.0	1478643.0	1294570.0	883719.0	1616677.0	1143719.0	908259.0	985667.0	1285161.0	1483452.0	1181611.0	1405332.0	1391077.0	1454677.0	1126103.0	933668.0	1634326.0	1363207.0	1146714.0	1352155.0	1086469.0	1500714.0	1857951.0	1731504.0	756618.0	1439980.0	781611.0	754868.0	1402292.0	1473495.0	1296787.0	1351998.0	1547731.0	1589517.0	1401407.0	1371025.0	773138.0	2121358.0	1528887.0	1294500.0
HeQ_2017__SZAXPI029560-51__bin.24	1506232.0	1539262.0	1369446.0	915689.0	1634617.0	1230116.0	965529.0	988957.0	1354434.0	1566952.0	1244879.0	1434809.0	1487692.0	1557203.0	1182500.0	1019666.0	1671392.0	1385499.0	1194845.0	1501014.0	1066566.0	1686620.0	1664310.0	1628254.0	813475.0	1461735.0	850136.0	789921.0	1508699.0	1605001.0	1353703.0	1469595.0	1653380.0	1655783.0	1489238.0	1459367.0	801960.0	1528887.0	2025410.0	1395103.0
LiJ_2017__nHMX11726__bin.55	1578047.0	1661327.0	1432387.0	960600.0	1503143.0	1263149.0	933606.0	1086015.0	1425217.0	1585943.0	1176472.0	1515136.0	1638041.0	1398761.0	1004132.0	922774.0	1444767.0	1499396.0	1274511.0	1249565.0	1150179.0	1427574.0	1419556.0	1509895.0	807801.0	1348188.0	900062.0	856166.0	1611301.0	1531935.0	1251575.0	1564586.0	1509816.0	1488516.0	1413129.0	1498055.0	830020.0	1294500.0	1395103.0	1755371.0
