	XieH_2016__YSZC12003_37194__bin.73	XieH_2016__YSZC12003_35636__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.35	LeChatelierE_2013__MH0434__bin.13	ChengpingW_2017__AS67raw__bin.63	LiJ_2017__nHM410714__bin.28	RaymondF_2016__P1E7__bin.61	BackhedF_2015__SID566_M__bin.46	LeChatelierE_2013__MH0205__bin.54	VogtmannE_2016__MMRS81671217ST-27-0-0__bin.47	RaymondF_2016__P1E90__bin.38	LiJ_2014__O2.UC29-1__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	BritoIL_2016__W2.9.ST__bin.37	BritoIL_2016__W2.46.ST__bin.36	LiSS_2016__FAT_010-22-84-0__bin.59	QinN_2014__HD-9__bin.8	LeChatelierE_2013__MH0307__bin.65	SchirmerM_2016__G89151__bin.1	ZeeviD_2015__PNP_Main_467__bin.37	LeChatelierE_2013__MH0247__bin.68	CM_madagascar__A90_04_1FE__bin.34	QinN_2014__HD-35__bin.59	YuJ_2015__SZAXPI015269-94__bin.5	CosteaPI_2017__SID713A078-11-0-0__bin.39	NielsenHB_2014__O2_UC22_2__bin.37	CosteaPI_2017__SID713B057-11-0-0__bin.50	XieH_2016__YSZC12003_35666__bin.46	XieH_2016__YSZC12003_37203__bin.59	XieH_2016__YSZC12003_37100__bin.119	XieH_2016__YSZC12003_37102__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	Obregon-TitoAJ_2015__SM11__bin.19	LiJ_2014__O2.UC22-1__bin.34	LeChatelierE_2013__MH0229__bin.81	XieH_2016__YSZC12003_37138__bin.47	XieH_2016__YSZC12003_35388__bin.8	FengQ_2015__SID31881__bin.26	HeQ_2017__SZAXPI029560-51__bin.24	LiJ_2017__nHMX11726__bin.55
RaymondF_2016__P1E90__bin.38	0.9811763016181168	0.9807629996944554	0.9802732550604031	0.9771308992985002	0.9772986511177907	0.9779528591331027	0.9944428297644048	0.9757246854002528	0.9797862126128082	0.9799489166773059	1.0	0.9785567975257061	0.9790153228584695	0.9782347779833698	0.9793715203580264	0.9808662067286539	0.9777723550824171	0.9793737989630802	0.980495610977757	0.9806589365831048	0.9785199913900948	0.9778138347148966	0.9768206873382441	0.9778198091569098	0.979367385053212	0.977883297152841	0.9714132974354927	0.9759671220539596	0.9803891852809568	0.9806374595961905	0.9759899608632142	0.9815770576205134	0.9769351646641119	0.978316474692549	0.9782408046266694	0.9807318823087088	0.9799577108600194	0.9773064062538348	0.9796783462489126	0.9806387232335321
LiJ_2014__O2.UC29-1__bin.47	0.9905675557445403	0.9886764338718559	0.9898839324909513	0.9854515093486158	0.9777721393091774	0.9843710343689324	0.9776132376999853	0.9842156831540763	0.9862504141717207	0.9827304730864901	0.9785567975257061	1.0	0.9878313241549671	0.9773276512330702	0.9780993322421526	0.9798960714301322	0.9776731668400926	0.9889337080191253	0.9891881763528568	0.9789226621147169	0.9834386508886578	0.9775928630522385	0.9773698815425723	0.9786211100860909	0.9781868169315462	0.9816450663640133	0.9714931375970434	0.9836013418098805	0.9869870626611544	0.9807252342362235	0.9770477792373912	0.9899772424596512	0.9762231982925124	0.9815395813927666	0.9788016728048738	0.9900213654311187	0.9871368291039221	0.9781147799950475	0.9787644209089851	0.9875021120216271
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	0.991167059177521	0.9884806212776939	0.9892724255929002	0.9852911947920422	0.9780990032661956	0.9856874528450202	0.9783360098586201	0.9851175059602123	0.9861080270990253	0.9832912430719617	0.9790153228584695	0.9878313241549671	1.0	0.9771642698863103	0.9786806102796214	0.9792095510371338	0.978604218183278	0.988577494133176	0.9907706374010575	0.9795947196686245	0.9845784474225234	0.9777430968844898	0.9776730775323976	0.9790097685235344	0.9796518290314565	0.9821936734511652	0.9729204567363878	0.982970612053439	0.9888558024617378	0.981542865091728	0.9760334614259994	0.9897073723215194	0.9777337963126003	0.9817405219327302	0.9791668793815002	0.9908169560556952	0.9872997821205015	0.978473513687596	0.9793169553913041	0.9884093255297028
BritoIL_2016__W2.9.ST__bin.37	0.9787127557766377	0.9783859702102569	0.9780827732683343	0.9761053598883528	0.9802242096760337	0.9788141306272428	0.9762936263126885	0.9730776676379052	0.9786395786968689	0.978597845089645	0.9782347779833698	0.9773276512330702	0.9771642698863103	1.0	0.9943321372282045	0.9793927747326738	0.9812482874325188	0.9774965528782257	0.9779198917297756	0.979261850765065	0.9771130084348123	0.980485351199909	0.9804992612021638	0.981378756536123	0.9769380172908042	0.9793366765680156	0.9722939189949528	0.9742004697008907	0.9781325234024967	0.9787401756895601	0.9796712241728407	0.979155222236652	0.9761522343819585	0.9797588253482251	0.9818444639197215	0.9784152013941878	0.978349734466992	0.9804657666272306	0.983309176773998	0.9793831826881075
BritoIL_2016__W2.46.ST__bin.36	0.9797044514212738	0.9792678800398917	0.9790994324788557	0.9762965337974785	0.9810629360647882	0.9791033058704944	0.9763150891510689	0.9744341219623133	0.9800649769238983	0.9798160576684066	0.9793715203580264	0.9780993322421526	0.9786806102796214	0.9943321372282045	1.0	0.9794555384832515	0.9822465681638602	0.9786605142608754	0.979133090952782	0.979738359847269	0.9774121676568323	0.9813848404160657	0.9819075879892362	0.982498063285859	0.9773616988572773	0.9802404752104347	0.9730900944451485	0.9761930698462057	0.9790900880845989	0.9787815730832247	0.9803203819208541	0.9797472806970074	0.9773081746646005	0.9805749137904359	0.982277079182383	0.9797603848706674	0.9794376520066048	0.9814368667874963	0.983661733615222	0.9798024562507718
LiSS_2016__FAT_010-22-84-0__bin.59	0.9810490769148181	0.9801085353341028	0.9790781134668737	0.9780183995470478	0.9775520413719112	0.9785386267683875	0.9784066029590733	0.9742033993651303	0.9802229219113917	0.9795210306054309	0.9808662067286539	0.9798960714301322	0.9792095510371338	0.9793927747326738	0.9794555384832515	1.0	0.9777955943173929	0.9798864487578037	0.980590182589355	0.9814614103087895	0.9780724442920038	0.9779347050634682	0.9772101378908526	0.9778810282639756	0.979534671984937	0.9784825579654786	0.9721531480245605	0.9759053893097681	0.9799844437595785	0.980072891292048	0.9766157854688833	0.9804301070661977	0.9775146541380819	0.9785589099256992	0.9783752550163985	0.9806308116648957	0.9799069854580211	0.9783841793871055	0.9796825627215187	0.9796624092139571
QinN_2014__HD-9__bin.8	0.9792305642428326	0.9787971144116523	0.9793936193569657	0.9764857702644998	0.9816466794886299	0.9781215993466051	0.9759838615043865	0.9748354328958597	0.9774846062704939	0.9775051236408245	0.9777723550824171	0.9776731668400926	0.978604218183278	0.9812482874325188	0.9822465681638602	0.9777955943173929	1.0	0.9779710572417682	0.9785898143755881	0.9795265987171755	0.9769389597801118	0.9795611927747497	0.9825586684393335	0.9829748513332613	0.9760082365345948	0.9805795841972299	0.9709597399953922	0.9748617262305974	0.9781642484741081	0.9787740878380226	0.979856801709213	0.9795647453545094	0.9761504730446876	0.9811145509052075	0.9878193434388881	0.9788002813194608	0.9794773838630807	0.9830627426841402	0.9850519806245334	0.978734287258776
LeChatelierE_2013__MH0307__bin.65	0.992945665506024	0.990378095732302	0.9908869580287151	0.9875388344209574	0.9783273566143884	0.9862419984536382	0.9785364375536589	0.9856915567016238	0.9883054097020675	0.9824186386033213	0.9793737989630802	0.9889337080191253	0.988577494133176	0.9774965528782257	0.9786605142608754	0.9798864487578037	0.9779710572417682	1.0	0.9913313152346688	0.9795492662473795	0.9839101396478446	0.9776404851241339	0.9787198994358117	0.9794184303871022	0.978311527444453	0.9816048838837255	0.9721978844381166	0.9841523944272658	0.9909259872461786	0.9806979370804938	0.9761066828108702	0.9911497475862643	0.9769141468403599	0.9822090825038868	0.9783296935396999	0.9921921822648548	0.9887147128935285	0.979047202662545	0.9788949685275846	0.9890976099709483
SchirmerM_2016__G89151__bin.1	0.993699648167746	0.990709240630386	0.9936366059585153	0.9892825262665766	0.9787734461836844	0.9865411732442934	0.9790149154462933	0.9868186422354823	0.9875724293350335	0.9837177555945819	0.980495610977757	0.9891881763528568	0.9907706374010575	0.9779198917297756	0.979133090952782	0.980590182589355	0.9785898143755881	0.9913313152346688	1.0	0.9804411117425903	0.9847857052249753	0.9781638003777072	0.9789351606802306	0.9793791509675559	0.9795674710397909	0.9820488049203179	0.9730874205691439	0.9846383852981461	0.9903700140326454	0.9819068623424367	0.9768101846542034	0.9940362042282829	0.9780601879204864	0.9829470189765444	0.979672499995821	0.9923950618784061	0.989080816165965	0.9787627952567074	0.9800082855935288	0.9894539945124051
ZeeviD_2015__PNP_Main_467__bin.37	0.9808992473112671	0.9807488119676993	0.9808049168405247	0.9775146080584661	0.9780285478894578	0.9792475072449531	0.9791243445910988	0.9752933145078938	0.979501187995641	0.9804836966680058	0.9806589365831048	0.9789226621147169	0.9795947196686245	0.979261850765065	0.979738359847269	0.9814614103087895	0.9795265987171755	0.9795492662473795	0.9804411117425903	1.0	0.9782396571209773	0.979637067486445	0.978698968714841	0.979508382585544	0.9797788058854154	0.979801161126291	0.9716376566474451	0.9765361605865278	0.9798559223647784	0.9803329208304751	0.9773864127871601	0.9810857834194304	0.9784869011670612	0.9798380131662284	0.9789608644273323	0.9810931372362921	0.98024199350087	0.9787916326160833	0.9812733258983594	0.9796657236718378
LeChatelierE_2013__MH0247__bin.68	0.9838580115479258	0.9838858173585048	0.9838034247801721	0.9810043058819233	0.9765498396932482	0.9810508587941037	0.9769202229337893	0.9816119091957081	0.9814666821591426	0.9804074071630289	0.9785199913900948	0.9834386508886578	0.9845784474225234	0.9771130084348123	0.9774121676568323	0.9780724442920038	0.9769389597801118	0.9839101396478446	0.9847857052249753	0.9782396571209773	1.0	0.9762680809595876	0.9759669636196682	0.977337534599516	0.9774124138103211	0.980047529229366	0.9711022137811656	0.9786532572569123	0.9822480606196523	0.9796288476690885	0.9750326483618862	0.9838293035302896	0.9759801779871067	0.9804475148915298	0.9773324328500868	0.984135386394148	0.9825277791656636	0.9763242209395758	0.977796967088769	0.9828313679870698
CM_madagascar__A90_04_1FE__bin.34	0.9789168270821128	0.9786180686269604	0.9784036020689328	0.9751218296599845	0.9792999108497503	0.9780105880596104	0.9763320359888322	0.9725659376625329	0.9777847616570579	0.9784197804639959	0.9778138347148966	0.9775928630522385	0.9777430968844898	0.980485351199909	0.9813848404160657	0.9779347050634682	0.9795611927747497	0.9776404851241339	0.9781638003777072	0.979637067486445	0.9762680809595876	1.0	0.9793101855867741	0.9806981761008235	0.9774336446220974	0.9790260700440939	0.9712228835142604	0.974515240139976	0.9783724819917916	0.9786771437990084	0.9785197209546259	0.9790083660855752	0.9780527532238439	0.9792536455992356	0.9802176259781251	0.9790293179095849	0.9788228509022192	0.9792618713492378	0.9822645290581162	0.9783906123255257
QinN_2014__HD-35__bin.59	0.9792746371631911	0.9791726465047527	0.9787835788982623	0.9764672371384178	0.9815783590678897	0.9779628716810209	0.9754331478379521	0.9738325842479001	0.9781292586185759	0.9778015826896505	0.9768206873382441	0.9773698815425723	0.9776730775323976	0.9804992612021638	0.9819075879892362	0.9772101378908526	0.9825586684393335	0.9787198994358117	0.9789351606802306	0.978698968714841	0.9759669636196682	0.9793101855867741	1.0	0.9889495768497792	0.9762423990817847	0.9808601783696971	0.971706894685572	0.976037810930332	0.9779283837293946	0.9777844077754573	0.9791714269393351	0.9792826626102309	0.9761228667057092	0.9808048746913478	0.9831682500479944	0.9791132004229468	0.9788753079685167	0.9908399091256982	0.983737404690232	0.9790335851491593
YuJ_2015__SZAXPI015269-94__bin.5	0.9799980645873102	0.979829749803234	0.9797140293101929	0.97631779346308	0.9830946418742088	0.9797413197532439	0.9759501452609243	0.9744485322939599	0.9793062640478956	0.9781765793313316	0.9778198091569098	0.9786211100860909	0.9790097685235344	0.981378756536123	0.982498063285859	0.9778810282639756	0.9829748513332613	0.9794184303871022	0.9793791509675559	0.979508382585544	0.977337534599516	0.9806981761008235	0.9889495768497792	1.0	0.9763945298288932	0.9807738000326466	0.9720363069588338	0.9762002462043496	0.9790981343119738	0.9790242817568501	0.9805520861108382	0.9801616087386652	0.9765860656424105	0.981353711145758	0.9839672680137324	0.9797982178757711	0.9787422370821104	0.98938610595182	0.9845558493945048	0.979947612251183
CosteaPI_2017__SID713A078-11-0-0__bin.39	0.9798046241354103	0.9782083073540121	0.9797946248890156	0.9756100412735159	0.9758766063917169	0.9779698694172044	0.9774889218109168	0.9738782799886688	0.9797370971650109	0.9783720915690676	0.979367385053212	0.9781868169315462	0.9796518290314565	0.9769380172908042	0.9773616988572773	0.979534671984937	0.9760082365345948	0.978311527444453	0.9795674710397909	0.9797788058854154	0.9774124138103211	0.9774336446220974	0.9762423990817847	0.9763945298288932	1.0	0.9769911433952397	0.972752773550846	0.9754394628510723	0.9798933530927236	0.9803959290795302	0.9742280456021237	0.979773473098018	0.9788166309953392	0.9780651427646395	0.9766440301774606	0.9800258144835731	0.9790480205179146	0.9758821492483658	0.9780767694151633	0.9786457308173672
NielsenHB_2014__O2_UC22_2__bin.37	0.9823705911085389	0.9825907716617971	0.9822114535882756	0.9788164155651277	0.9812892495626989	0.9799098816633911	0.9759232359135956	0.9767493074165506	0.9815729095166215	0.9802003772121083	0.977883297152841	0.9816450663640133	0.9821936734511652	0.9793366765680156	0.9802404752104347	0.9784825579654786	0.9805795841972299	0.9816048838837255	0.9820488049203179	0.979801161126291	0.980047529229366	0.9790260700440939	0.9808601783696971	0.9807738000326466	0.9769911433952397	1.0	0.9708300581572553	0.9780236583452193	0.9817500229226765	0.9795982452968436	0.9778851704501131	0.9822203977914233	0.9762435175918585	0.998610130406414	0.9811522073830069	0.9817956779286968	0.9810932762595821	0.9811295990222086	0.9817340352389455	0.9810708892231648
CosteaPI_2017__SID713B057-11-0-0__bin.50	0.9737347846964453	0.9726090895904239	0.9733014055507937	0.9697328619520147	0.9721186586843495	0.9733261538979286	0.9699716872612452	0.9683435254498346	0.9720032925705216	0.9733011815661698	0.9714132974354927	0.9714931375970434	0.9729204567363878	0.9722939189949528	0.9730900944451485	0.9721531480245605	0.9709597399953922	0.9721978844381166	0.9730874205691439	0.9716376566474451	0.9711022137811656	0.9712228835142604	0.971706894685572	0.9720363069588338	0.972752773550846	0.9708300581572553	1.0	0.9692505951561178	0.972794389196275	0.9737775301520714	0.9696312643559833	0.9730863817844101	0.9727782536355944	0.9716876448254479	0.9716015864853916	0.9727148974490278	0.9720406300374838	0.9719272118739373	0.9724832262132177	0.9730629667734001
XieH_2016__YSZC12003_35666__bin.46	0.9858315466803692	0.9835469234716364	0.9849178055425498	0.9811017682806621	0.9751449422667936	0.9806952372908813	0.974054230619049	0.9808087785244615	0.982234928193563	0.9776529410497847	0.9759671220539596	0.9836013418098805	0.982970612053439	0.9742004697008907	0.9761930698462057	0.9759053893097681	0.9748617262305974	0.9841523944272658	0.9846383852981461	0.9765361605865278	0.9786532572569123	0.974515240139976	0.976037810930332	0.9762002462043496	0.9754394628510723	0.9780236583452193	0.9692505951561178	1.0	0.9834875678020262	0.976683913116044	0.9743187137519276	0.9852344191927594	0.9737899688928586	0.9782566872189513	0.9758565018660628	0.9859134706848712	0.9822237116473042	0.9761070809730973	0.9752696788666209	0.9830103040765459
XieH_2016__YSZC12003_37203__bin.59	0.9917808362211685	0.9894550542794714	0.9893995934430772	0.9862237605162133	0.9779302450823563	0.9847042066859114	0.9785155909417751	0.9841916111402554	0.9880606859724086	0.9828670953177411	0.9803891852809568	0.9869870626611544	0.9888558024617378	0.9781325234024967	0.9790900880845989	0.9799844437595785	0.9781642484741081	0.9909259872461786	0.9903700140326454	0.9798559223647784	0.9822480606196523	0.9783724819917916	0.9779283837293946	0.9790981343119738	0.9798933530927236	0.9817500229226765	0.972794389196275	0.9834875678020262	1.0	0.9809297589538473	0.9766304673684459	0.9898623589557431	0.9782463840521297	0.9816898016431573	0.979209961236882	0.990669084976194	0.9871376533117194	0.9782092460058247	0.9796095841516432	0.9884559123341945
XieH_2016__YSZC12003_37100__bin.119	0.9820627150769022	0.9815843055102793	0.9816243740410393	0.979330942999764	0.9781153364923632	0.9798742496405429	0.9786195759022609	0.9776291833620505	0.9810179226351118	0.9806151748838027	0.9806374595961905	0.9807252342362235	0.981542865091728	0.9787401756895601	0.9787815730832247	0.980072891292048	0.9787740878380226	0.9806979370804938	0.9819068623424367	0.9803329208304751	0.9796288476690885	0.9786771437990084	0.9777844077754573	0.9790242817568501	0.9803959290795302	0.9795982452968436	0.9737775301520714	0.976683913116044	0.9809297589538473	1.0	0.9765957815978449	0.9819365442261087	0.9804134272439441	0.9800921006449216	0.9789366609984023	0.9815751194846575	0.9803467317559977	0.9782503503574834	0.979806243111375	0.9805017836918668
XieH_2016__YSZC12003_37102__bin.45	0.9770718448710678	0.977143249766462	0.9770124293214145	0.9740213076676666	0.9799313312331349	0.9754875408804681	0.9741648699006202	0.9722173690926663	0.9775185225444927	0.9766522251845775	0.9759899608632142	0.9770477792373912	0.9760334614259994	0.9796712241728407	0.9803203819208541	0.9766157854688833	0.979856801709213	0.9761066828108702	0.9768101846542034	0.9773864127871601	0.9750326483618862	0.9785197209546259	0.9791714269393351	0.9805520861108382	0.9742280456021237	0.9778851704501131	0.9696312643559833	0.9743187137519276	0.9766304673684459	0.9765957815978449	1.0	0.9778550191552429	0.9744733093443557	0.9786899107334317	0.9805000275591665	0.9764656025300039	0.9766684421717978	0.9796928871125328	0.9819805378284602	0.9766725925334079
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	0.9941740029531553	0.9916595924420735	0.9991729214355186	0.990144138247577	0.9793341461635725	0.988057228588876	0.9800049110375041	0.9851468492446229	0.9893834750502728	0.9840650119468591	0.9815770576205134	0.9899772424596512	0.9897073723215194	0.979155222236652	0.9797472806970074	0.9804301070661977	0.9795647453545094	0.9911497475862643	0.9940362042282829	0.9810857834194304	0.9838293035302896	0.9790083660855752	0.9792826626102309	0.9801616087386652	0.979773473098018	0.9822203977914233	0.9730863817844101	0.9852344191927594	0.9898623589557431	0.9819365442261087	0.9778550191552429	1.0	0.97898933671478	0.9829225625418261	0.9801176906830896	0.9923587542139688	0.9890659888858607	0.9799171300549261	0.9801013204318196	0.9904741573809301
