	XieH_2016__YSZC12003_37194__bin.73	XieH_2016__YSZC12003_35636__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.35	LeChatelierE_2013__MH0434__bin.13	ChengpingW_2017__AS67raw__bin.63	LiJ_2017__nHM410714__bin.28	RaymondF_2016__P1E7__bin.61	BackhedF_2015__SID566_M__bin.46	LeChatelierE_2013__MH0205__bin.54	VogtmannE_2016__MMRS81671217ST-27-0-0__bin.47	RaymondF_2016__P1E90__bin.38	LiJ_2014__O2.UC29-1__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	BritoIL_2016__W2.9.ST__bin.37	BritoIL_2016__W2.46.ST__bin.36	LiSS_2016__FAT_010-22-84-0__bin.59	QinN_2014__HD-9__bin.8	LeChatelierE_2013__MH0307__bin.65	SchirmerM_2016__G89151__bin.1	ZeeviD_2015__PNP_Main_467__bin.37	LeChatelierE_2013__MH0247__bin.68	CM_madagascar__A90_04_1FE__bin.34	QinN_2014__HD-35__bin.59	YuJ_2015__SZAXPI015269-94__bin.5	CosteaPI_2017__SID713A078-11-0-0__bin.39	NielsenHB_2014__O2_UC22_2__bin.37	CosteaPI_2017__SID713B057-11-0-0__bin.50	XieH_2016__YSZC12003_35666__bin.46	XieH_2016__YSZC12003_37203__bin.59	XieH_2016__YSZC12003_37100__bin.119	XieH_2016__YSZC12003_37102__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	Obregon-TitoAJ_2015__SM11__bin.19	LiJ_2014__O2.UC22-1__bin.34	LeChatelierE_2013__MH0229__bin.81	XieH_2016__YSZC12003_37138__bin.47	XieH_2016__YSZC12003_35388__bin.8	FengQ_2015__SID31881__bin.26	HeQ_2017__SZAXPI029560-51__bin.24	LiJ_2017__nHMX11726__bin.55
RaymondF_2016__P1E90__bin.38	0.697351526214345	0.7307913536216873	0.6289091554509539	0.43406858401877785	0.7380039328829271	0.5732403388312262	0.5219345104455374	0.4970790114918403	0.6419705934134247	0.7350964210077195	1.0	0.661901099865291	0.7121844245678445	0.7403781141774752	0.5461660699672374	0.4436203626762643	0.7491023702243258	0.665793266156619	0.5783637532480119	0.6503094751052181	0.5266186439754577	0.7209126949308936	0.7203300456083668	0.7248782658612801	0.39786289275066106	0.6618414585960559	0.40223907088078115	0.3927618438098384	0.7122876498415205	0.7009821884790272	0.6498484022161319	0.6702187630286065	0.7558343784892293	0.7196585078557299	0.6789172127570381	0.6686698104497238	0.3742179968676864	0.6622451841108777	0.6993976805281006	0.6616132160464835
LiJ_2014__O2.UC29-1__bin.47	0.7180702180003645	0.769248612134273	0.6570608957826711	0.43866890848135975	0.681936700815755	0.5607784732567799	0.3890627709592451	0.507439279627058	0.7168425716529895	0.7341839633373708	0.5119019160242	1.0	0.7828636004188545	0.6315371170091554	0.4654003754788286	0.3977627387157879	0.6679886336269543	0.7298277702651459	0.5806665214897986	0.5595636888111656	0.5334203211838627	0.6409462634179572	0.665306261839048	0.6713837321779501	0.33737477940729693	0.6406211677631068	0.376565881100145	0.3907867093090453	0.7006334708374118	0.6599140204042984	0.6023423740675675	0.6883858357641588	0.7041146110760489	0.705703277700434	0.6053884272156067	0.7047053715293378	0.372896690987488	0.6096434991291606	0.6228442454742737	0.6635854280862243
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	0.748259336287187	0.7930992004675842	0.6766434578171625	0.4309384928357474	0.6988087172316426	0.5724089457818036	0.41754393322071826	0.5308540533362339	0.6654016030836798	0.7645269356761472	0.5424912404393999	0.7710680482768533	1.0	0.6372259811559694	0.450832229242102	0.40292755632612604	0.6814735020288633	0.7217205214193698	0.602116098414608	0.5543455327223811	0.5422496727041127	0.6365689868090038	0.6739508293898383	0.6789342014045875	0.3547721422165609	0.6294717879026547	0.39457752511452626	0.38813120491627473	0.7496816591553517	0.6842779592812027	0.574506609913538	0.7096216035816676	0.7276789010022222	0.708852343578339	0.6283805831960592	0.7134919293224353	0.37391977068101573	0.5945851259799766	0.6364292007777346	0.7072539776770445
BritoIL_2016__W2.9.ST__bin.37	0.6033036179206326	0.6267260280083363	0.5513896815824615	0.36711215466411634	0.6612242838971869	0.5024149070953869	0.39928659662984445	0.4086418862665266	0.5554840799568757	0.6468878445020789	0.538238078780377	0.5936439895390853	0.6081546941333078	1.0	0.5294501932967932	0.39265367960134123	0.6807857609490032	0.5893294667026314	0.4880155154393547	0.5549950534531399	0.4423355205422399	0.6858773898408392	0.6495672761640644	0.6633675790853412	0.3225173566887611	0.589531247459501	0.34220557206720637	0.3342898463839763	0.6216327315069394	0.6175529247161833	0.588809589422019	0.5877965166137687	0.6689107132657924	0.6499524939726337	0.5861714310966659	0.5912342937235762	0.3181961634140637	0.5946116199868008	0.6383659427434595	0.5711241731262218
BritoIL_2016__W2.46.ST__bin.36	0.7052068800987465	0.7129538629892593	0.6222953629607348	0.4421757417655082	0.7485822048885731	0.5837458574710735	0.4566402340042631	0.4541527717991671	0.6426255205713189	0.7155126363339331	0.6174131430319941	0.6802745608530367	0.6690612082959491	0.8232948858243827	1.0	0.47689259764439856	0.77768233610107	0.6641063806614562	0.5494322336723422	0.6588889983766992	0.5150395193369879	0.7507377461530881	0.764537099944507	0.7481906419039815	0.39572625857678523	0.6731162190055856	0.4032359698574296	0.3834270318488515	0.7014209068702448	0.7141505935679946	0.6632130465674707	0.6572721803575411	0.7547532115944133	0.7395898701877945	0.6727629047231312	0.6631670184682886	0.4049215058838173	0.7164818195491062	0.7540699212206393	0.637813963499069
LiSS_2016__FAT_010-22-84-0__bin.59	0.8419890050280612	0.8503230338055399	0.7691099358105054	0.519556758673927	0.8459313040273171	0.7809533496067264	0.5772794920475962	0.5269076032908417	0.7236704846550249	0.8211926171649524	0.6724658015341497	0.779631136425278	0.8018357986828287	0.8187429151627688	0.6394817550228453	1.0	0.8693573400652327	0.7653171573025113	0.659202812376124	0.806081485190517	0.6048529831076617	0.8567776247800658	0.874808752860014	0.8383179292455127	0.5499285431140598	0.7671331358271961	0.5685707927367813	0.47223004596885804	0.8126821194355776	0.8628375512020752	0.7363858115485455	0.7957245832550959	0.8406754848984304	0.8615335934294437	0.7904200830360311	0.774206672091131	0.4910583269004749	0.7940981132600335	0.8683915420083036	0.7858579694421842
QinN_2014__HD-9__bin.8	0.6378968477363257	0.6617755736310869	0.5679970292331483	0.38198960313486324	0.7104927108534117	0.5118926888265021	0.40249878503987974	0.4363661822247752	0.5694828220811172	0.6596465786436418	0.5348092727557835	0.6166421081635903	0.6387140542738141	0.6685707524400535	0.49114399498539796	0.40944667829698417	1.0	0.6027053794380846	0.5152159681174813	0.5977968177256847	0.4819667983231708	0.6762785331388306	0.7340610947865417	0.6899651049533115	0.3217546030304606	0.6310525382738027	0.35544881466156963	0.331011637004717	0.6228120994060513	0.6596072741207968	0.5742026401994377	0.5888288357631853	0.6988700359104135	0.697160698588763	0.6427116517848552	0.596584928271293	0.34115547927566675	0.6577959906930166	0.6740758421710508	0.5789404728907289
LeChatelierE_2013__MH0307__bin.65	0.771945139828965	0.7885995861543378	0.6605436079851158	0.471465891272813	0.6961807318602465	0.5769676535174553	0.42422068538878854	0.5509322707381676	0.7057382188611885	0.7523186816565379	0.5408237037975604	0.7665545252374116	0.7696355419076961	0.6584967396377872	0.47720261946975207	0.41010875327363844	0.6857465479476814	1.0	0.623170791924699	0.5659106514482268	0.5661612693751414	0.6624665648667206	0.6753277365101873	0.6846700088601356	0.3531993847283311	0.6414575156030622	0.3969741379069397	0.40179038092993224	0.7778709960525347	0.6932827873930797	0.5828287590126958	0.6879541285343883	0.7048181995198198	0.7086566599617831	0.6033025666443377	0.7549920948211529	0.40554918400107326	0.621720655109671	0.6317891604485781	0.6908525388341329
SchirmerM_2016__G89151__bin.1	0.8324572587707861	0.8434892644150681	0.7552673870679045	0.5175127994403672	0.7780507206110403	0.6383019918632664	0.47647426594662506	0.5728940192550579	0.7381499151499458	0.7930905500837111	0.6045465961970632	0.784805156581469	0.8262447122321349	0.7016838734544313	0.5080327315603239	0.45455771572024845	0.7543280720904764	0.801898651090942	1.0	0.6235618799966671	0.6096262101847639	0.700434650472325	0.7427853476454485	0.7656705851746484	0.40181281196856317	0.676979949491589	0.4440999690091995	0.43782088516200035	0.8033876481579056	0.7595359652135758	0.6381593262827763	0.7889124866550735	0.7690430076781657	0.7663959017813416	0.7026201912557988	0.7833191566905662	0.434058230335378	0.6727827041361629	0.7019134571406821	0.7559297629773227
ZeeviD_2015__PNP_Main_467__bin.37	0.7045572418370268	0.7203219962051978	0.6373598023919566	0.4321166593964177	0.7573777862225659	0.5762163840190115	0.4679612170129178	0.45956073423270327	0.6456205893451156	0.732797743457445	0.6069451841067898	0.675282134723512	0.679218773834597	0.7125209744452978	0.5439894666135002	0.49630608907883716	0.781493246696943	0.6502209174429776	0.556775649036982	1.0	0.5086838886822295	0.8012968696894845	0.7617083568612864	0.751413149070434	0.3898091626546489	0.6876813436490583	0.39050228945938786	0.3835437245262518	0.7047156708209672	0.7610842751204944	0.6422298879489602	0.6836007268464872	0.7379691652237675	0.7650995934904955	0.6784025434274719	0.6915928268066123	0.3865228317039947	0.7083691716465642	0.7883474411845778	0.6552087542718288
LeChatelierE_2013__MH0247__bin.68	0.7934261520677104	0.8315830290069023	0.7307811159025476	0.4977902559518177	0.7775625785354086	0.6483334116343901	0.4808759042944932	0.5859815081577571	0.7321925200213596	0.7865570540098633	0.6076356102618939	0.7958347366867802	0.8213835995238414	0.7020660230099235	0.5256980759776108	0.4604029350324001	0.7789442061960178	0.8042125086269016	0.6729486170820262	0.6288768121456189	1.0	0.7192483627910732	0.749706371037167	0.742971597890768	0.414492930076274	0.7010370809542494	0.450661401306591	0.4360491007178773	0.7941004234212357	0.7445351927959499	0.6343417847744366	0.7502469791783153	0.773063024851432	0.7803721527916091	0.6779523854582366	0.747966102479982	0.4294010101498021	0.7018946429504896	0.6900760358402684	0.7480058044242524
CM_madagascar__A90_04_1FE__bin.34	0.6355754687809303	0.6578683044618879	0.5796236469407567	0.3948955612282084	0.6911921929576014	0.5253593890095729	0.4133789790691185	0.42419353377952645	0.5836784580504735	0.7063233403501145	0.5421500676880029	0.6232536214914477	0.628466395569638	0.7095164717536822	0.4994292126671229	0.42505607602792395	0.7123684676980084	0.61331627224766	0.5039364271861242	0.6456555687668276	0.46877963641256604	1.0	0.6767838559692452	0.6832684485926976	0.35465796534046484	0.63390429317466	0.3710298797572979	0.34805175425998836	0.6448111399056465	0.690115308960477	0.6002720458251446	0.6105091285002503	0.7206963131062863	0.7094047725325145	0.6171726986402454	0.6295549238871156	0.34401505653748804	0.6337925939534926	0.7144898903579421	0.6023671609465021
QinN_2014__HD-35__bin.59	0.6530960281715247	0.6603930168113035	0.5844579903953175	0.3779987688430233	0.7353269509381872	0.5222451826319815	0.39709123619352793	0.43767837785741376	0.5721551257790591	0.6682197760289177	0.5206848880662753	0.6218296153359878	0.6395454253398636	0.6458724115131832	0.48886714904253714	0.4171553641343661	0.7432208641727102	0.6009546648206221	0.5136627334586599	0.5899331154282208	0.4696644164543923	0.6505139147682876	1.0	0.7739786475098088	0.3314270435858587	0.6316544138221206	0.35354185622822415	0.3233279375218924	0.6281760844648301	0.6534604008928997	0.5684504625129283	0.6079150543139201	0.7033632970135116	0.711812267214953	0.6283858371349278	0.6137798384572816	0.3384541725650969	0.7631233250358052	0.6786883411092435	0.5761122384050505
YuJ_2015__SZAXPI015269-94__bin.5	0.7421988091709243	0.7560611612800829	0.6849274462528097	0.4362934453051878	0.82872087405267	0.5991111961740357	0.45946816481149094	0.49320163102971004	0.648198935209282	0.7454608685910079	0.5900523059184345	0.7066471229410817	0.7255258016856464	0.7427776519987583	0.5387490926405268	0.45016886805884593	0.7866740111240521	0.6861047378752266	0.5962641297168104	0.6553523122203524	0.5241440478385588	0.7395711428177975	0.8715874531148979	1.0	0.3821179578985205	0.7264398131831454	0.4058267065943736	0.38091452498710443	0.7390235761750159	0.7480007749024954	0.6523297256798485	0.7247326936497674	0.7893693647433369	0.8068420155867436	0.7359972551646551	0.7179980440714124	0.38248300232704147	0.7997021760289048	0.7483443461293388	0.6906986026080604
CosteaPI_2017__SID713A078-11-0-0__bin.39	0.7570085840531459	0.7883079672900781	0.7184973304285123	0.4800683502355053	0.7906342533638135	0.7382525429969776	0.5681479080685496	0.49778206937817393	0.682384280212952	0.7501658893201798	0.6652612421178601	0.7294201353196581	0.7787678930330322	0.7418071771582871	0.5853323156231302	0.6066054634161309	0.7535738121173998	0.7270468632535019	0.6427674174197211	0.6983633532272664	0.6006602970281839	0.7885544040258365	0.7666608493533192	0.7849297703247978	1.0	0.7058571395694931	0.5988825004986269	0.45079224136608415	0.7684559060433576	0.7916295892848924	0.6942966676383499	0.736913921661885	0.8169886006229001	0.787922490372666	0.7358581751791221	0.7186104803694442	0.4498678638825389	0.708021371914267	0.7629384080762208	0.7580576182512773
NielsenHB_2014__O2_UC22_2__bin.37	0.7607989280940344	0.7985826597276049	0.6750316162457967	0.46929051925875737	0.8339923252126249	0.6110017647878467	0.47305373993564964	0.5146245335709695	0.7076317140482092	0.776472744862327	0.6114462730446273	0.7652652029506023	0.7634495536109276	0.7491871432741768	0.5501020143800276	0.46753738717093013	0.8166051118979337	0.7295514281218494	0.598344670324809	0.6807100900195446	0.5613042582195616	0.7787376707237538	0.8073101740469696	0.824476987558537	0.38999798143449543	1.0	0.4168258295853887	0.4134212883957914	0.7374572114444717	0.7635740583074037	0.6641403692438432	0.7061095779078866	0.7958891198259689	0.9470876232265366	0.7259047650331474	0.7283116792292788	0.4150520350160188	0.7485153477204249	0.7602919025854062	0.7007590548027289
CosteaPI_2017__SID713B057-11-0-0__bin.50	0.8351846732588938	0.8641698015234095	0.8070307334257292	0.5038860393964638	0.8369488473564471	0.810321866046046	0.5496798523659918	0.5542719349693114	0.736679504947906	0.806308813585915	0.6550586688283793	0.7929453582328747	0.8435834120938851	0.7665882796827662	0.5809035858776416	0.6108319729238033	0.8108028346327268	0.7958694604559768	0.69190740000523	0.6813811923538136	0.6360618105338658	0.8034668962863621	0.7965138649701705	0.8119160667789861	0.5832822790626435	0.7347612341186974	1.0	0.46008707866217885	0.8191950360306176	0.8324557602292213	0.7037224166850338	0.8214766015786977	0.8665540982259263	0.8341629652320417	0.7817476623992767	0.7787862033927431	0.4674211491693719	0.709469757815973	0.7721114801131164	0.817942649866076
XieH_2016__YSZC12003_35666__bin.46	0.8351381752443173	0.8667397171856662	0.7518962332387993	0.5369128713075636	0.7695531315875636	0.6645039209928616	0.48677444745381726	0.5847987999200698	0.7693945844423034	0.8091570826950013	0.6425212185802244	0.826616969798176	0.8335592708332357	0.7522471008857062	0.5548681009710779	0.5096277519422026	0.758479223287855	0.8091730312244061	0.6852135554994752	0.6722699166642431	0.618225041255093	0.7571207838420758	0.7317419828149904	0.765526596987229	0.4410378177158141	0.7320600152542993	0.4621705573260508	1.0	0.7998168733564806	0.7685896527817518	0.682268706452306	0.7777806964628976	0.7967585083059002	0.7918716912664915	0.6986206398362367	0.7730252202538819	0.4949410326578975	0.6912580481439196	0.722736692593972	0.789564783395517
XieH_2016__YSZC12003_37203__bin.59	0.8153614602910872	0.8467683438909971	0.7221098604270978	0.46065543515012897	0.7594712568142354	0.6165433972197967	0.45493317029877955	0.5395028940381907	0.7158014914418781	0.8205529408454493	0.5923314306806676	0.7533669989513075	0.8184383877701193	0.7110864291379119	0.5159848099358242	0.4458321033412705	0.7254519416070508	0.7963438356771935	0.6391544267553437	0.6279049471671713	0.5723185258980293	0.7130254847996825	0.7226821346017474	0.7549917807121665	0.382181385161026	0.6638070444089529	0.4183123920726674	0.4065760025408973	1.0	0.7731982066834947	0.6292040095436257	0.7802452862491578	0.7610426263187939	0.7503568367926512	0.7022214252774457	0.8142679397223612	0.40424636975492834	0.6541737624690196	0.7048205038206454	0.7595508983035408
XieH_2016__YSZC12003_37100__bin.119	0.7668389934727083	0.781900009459843	0.6884301390596916	0.4572084003405544	0.7975683473654337	0.6024576672027245	0.4614629647147857	0.5021223157695582	0.6705463059313216	0.7811730205278593	0.5781591145586983	0.7037754233279727	0.7409223346892442	0.7006380664080976	0.521049569577145	0.46947308674675997	0.7620229874184089	0.7039381326269983	0.5993217292592943	0.6725796991769937	0.5322046164033677	0.7568768328445747	0.7456177277457194	0.7579089017122316	0.39048434395989023	0.6816904739381326	0.42160486235928485	0.38750449342540916	0.7668702109544983	1.0	0.6123115126288903	0.7443378109923375	0.7989636742030082	0.7686950146627566	0.7210330148519535	0.7171965755368461	0.403313309999054	0.6817931132343203	0.7438227225428058	0.7104649512818086
XieH_2016__YSZC12003_37102__bin.45	0.6953400901239366	0.7174792777204098	0.6639147880112408	0.4291996831278459	0.7355738370083491	0.5625425340755641	0.46412968572551055	0.4718824266911119	0.6660503474644861	0.7360949800666805	0.6081857566396094	0.7289100757187051	0.7058606320697807	0.7580157276788685	0.5490679536198779	0.45464337928265813	0.7527168137603235	0.6715043698731008	0.57137942434892	0.6439991799108207	0.5145179399875055	0.7470255666021902	0.7359924689192642	0.7500080506136714	0.38860687887368695	0.6727903212302196	0.40441721070924835	0.3903205861705485	0.7081190975584098	0.6947942585170126	1.0	0.6974251990648407	0.7467904886829839	0.7324174597415646	0.7065143418999019	0.6764512036204147	0.3690395939914513	0.6818617527152037	0.7134507506392188	0.6560600726058012
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	0.8903751079588231	0.8956295924124861	0.8670149765061356	0.5126233900748746	0.8084196426716139	0.6793176735985866	0.49545707141612677	0.5756633506902172	0.7963879282189046	0.8375819781093339	0.6226846462174053	0.8269701785896008	0.8655220678223833	0.7512037308864266	0.5401889206142345	0.48770321699976504	0.7662718788111929	0.7868550509277932	0.7012157988313541	0.6804946312297103	0.6041000110289827	0.7542353691485785	0.7813597403766798	0.8271875614386269	0.40945817857681366	0.7100997243819908	0.4686523808483579	0.44172354762415994	0.8717126838097197	0.8384579031186447	0.6923489229159352	1.0	0.8272205951068612	0.802905684081981	0.8097745558703227	0.8364194061079253	0.45053607782732236	0.7058794068645028	0.7674211307850877	0.8256722751086515
