	CosteaPI_2017__SID713A009-11-0-0__bin.16	SchirmerM_2016__G89044__bin.4	SchirmerM_2016__G89143__bin.4	CosteaPI_2017__SID713B057-11-0-0__bin.39	SchirmerM_2016__G88897__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.38	SchirmerM_2016__G88764__bin.6	SchirmerM_2016__G89117__bin.3	CosteaPI_2017__SID713B057-11-90-0__bin.8	VatanenT_2016__G80359__bin.8	BackhedF_2015__SID585_M__bin.18	SchirmerM_2016__G89030__bin.18	VatanenT_2016__G80275__bin.17	SchirmerM_2016__G88846__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.73	SchirmerM_2016__G88773__bin.12	SchirmerM_2016__G88815__bin.6	SchirmerM_2016__G89101__bin.11	FengQ_2015__SID530450__bin.38	VatanenT_2016__G78575__bin.8	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.56	SchirmerM_2016__G89185__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.46	SchirmerM_2016__G88953__bin.3	SchirmerM_2016__G88944__bin.14	VatanenT_2016__G80343__bin.18	VatanenT_2016__G78719__bin.3	SchirmerM_2016__G88814__bin.17	LiJ_2014__MH0355__bin.77	SchirmerM_2016__G89274__bin.5	LiSS_2016__FAT_017-22-42-0__bin.2	LiJ_2014__MH0381__bin.39	CosteaPI_2017__SID713A009-11-90-0__bin.46	VatanenT_2016__G80381__bin.16	ZeeviD_2015__PNP_Main_449__bin.35	ZeeviD_2015__PNP_Main_503__bin.3	CosteaPI_2017__SID713B020-11-0-0__bin.53	SchirmerM_2016__G88738__bin.15	VatanenT_2016__G80350__bin.11	KosticAD_2015__PRJNA231909.3113044__bin.7	KarlssonFH_2013__S193__bin.44	VatanenT_2016__G78624__bin.5	VatanenT_2016__G78880__bin.3	KosticAD_2015__PRJNA231909.3110086__bin.29	SchirmerM_2016__G89113__bin.14	SchirmerM_2016__G88829__bin.2	XieH_2016__YSZC12003_37583__bin.43
BackhedF_2015__SID585_M__bin.18	0.9636412829184002	0.8720121108974016	0.8687992661966804	0.6748211280752934	0.6011118023798523	0.8289409397337507	0.8838607953889811	0.7655124224593705	0.6888284042380284	0.4969091775991609	1.0	0.8300531349419327	0.8448112042496169	0.8437088297496751	0.868593522359052	0.7840283857750969	0.9004931468642724	0.821142315320354	0.9560601871925198	0.7272975915204077	0.9428454421847541	0.903877362923782	0.9298177816689607	0.9361531205545951	0.956188838470464	0.8412757492832111	0.9495780287186971	0.8805610374203356	0.9182843419118857	0.9024779119995797	0.9608399258929355	0.5361104986808333	0.9008005350321848	0.9845996563734187	0.9238526834839749	0.7310608869179818	0.9537955318723721	0.9490069545345402	0.846110974985183	0.9458545071894949	0.8835976004081487	0.8497524936005809	0.9231519759510497	0.9739829797305491	0.9326883746875173	0.8499258291010173	0.9583189500877235	0.7443527244854317
SchirmerM_2016__G89030__bin.18	0.9863307561037968	0.9125976998489822	0.8989539675858065	0.7204485166926498	0.6404401533138225	0.9081209628533985	0.9412228613071163	0.7778857400508791	0.7196365812415181	0.5262994433472593	0.9375048180937375	1.0	0.9204519552171012	0.9025522170441002	0.8721556608927186	0.8644639035349695	0.9491031829089805	0.840962698110309	0.9662237070732111	0.7891779652697939	0.9512223122524055	0.9695624033954875	0.9580405734793264	0.9703832124581068	0.9589634290740553	0.884218781109634	0.976196537184037	0.9194775217555997	0.9515717107047368	0.9368759008795413	0.9755082776930162	0.5722475582316888	0.9288369634723328	0.9942704199824857	0.9443003406912212	0.7919864633056753	0.945736756550805	0.9573944636428725	0.8955614749938856	0.9581853242667208	0.9315761364184663	0.923133449688564	0.9478059718296111	0.9546098134378644	0.9302739339326349	0.8752420138883112	0.9636880725905789	0.8116060183051513
VatanenT_2016__G80275__bin.17	0.9767192880309303	0.8579274735917626	0.8510989529532926	0.6757001928240969	0.597825868340181	0.8884745442796635	0.8892682224960071	0.7518200707245163	0.6800306125659014	0.4834784456284008	0.8872636563966391	0.8559069204717924	1.0	0.8399792065590104	0.8109627641661763	0.7914209521766328	0.8810751322925956	0.8043260877749316	0.9417964150911287	0.7296187405012602	0.9050845429749164	0.9191159899601512	0.9294503095035618	0.9368801484008079	0.9353376587678752	0.8613739658073728	0.9690847121279085	0.850300117633529	0.9109254783084494	0.9219064986207327	0.9642421920164944	0.5344275331563071	0.859689140120047	0.9868829074511377	0.8885302409965998	0.7403604712148537	0.9104489619524381	0.93318456809001	0.8339949037504003	0.9265241690230331	0.8727232033038467	0.9036348812035441	0.8909324197696529	0.9146633468672918	0.8901934068495616	0.8562240823321247	0.9418938843457673	0.7872070829721213
SchirmerM_2016__G88846__bin.7	0.9489452402296439	0.8820463017710723	0.8589494575733109	0.7002840878987667	0.616900951763337	0.8642232564250912	0.8894812243436097	0.7448093824240613	0.7029665515904049	0.5133890065082726	0.9103443598856443	0.8622194883662774	0.8629559340568514	1.0	0.8414956947067039	0.817988242300169	0.8995774179260417	0.8071349401624631	0.9219780825285413	0.747483369043002	0.9209322236845172	0.9215250889562817	0.9142983844818707	0.9132578238082826	0.9258722377988434	0.8622417406821077	0.9390906432190836	0.8923523029027616	0.9126644287194746	0.9061768190208557	0.9377687496953552	0.5413638762262616	0.9082775435986445	0.9596904596904596	0.9137733357916843	0.7556902350480332	0.9111343170976198	0.934275665927042	0.8505953024301649	0.9326867446133501	0.8837713860649641	0.8764853420816724	0.9028977813381484	0.9388803058527829	0.9067029273451293	0.8392132428829677	0.9257058752471596	0.785101968588207
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.70	0.9718705943222733	0.8694453268342228	0.8578995959658202	0.6830695548612121	0.6113001018850325	0.8585349166061979	0.9438708025544564	0.7660803584993259	0.6858243816513451	0.5102469357465601	0.9396487888005083	0.8353632429825223	0.835327652277752	0.84369943596701	1.0	0.8012009472439514	0.8913591080863142	0.82262920753843	0.9657505867154241	0.7388146914179656	0.9557017902655703	0.9010286244883172	0.9331765925777975	0.9406432037158821	0.9570956710016499	0.8500483927343966	0.9508720785077827	0.8640700680048062	0.9607827617749456	0.912191888081576	0.9525671522230379	0.52963324575541	0.9233806494931778	0.9911979406262051	0.9164638350631125	0.7433548966966514	0.9715476219565963	0.9419584661787376	0.8644408487798763	0.9500109959341604	0.87633451862775	0.8686787986702889	0.9422341613395703	0.9905944922587562	0.9172606418863286	0.850308682963314	0.9665617360614582	0.7763294190640813
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.73	0.9896220756929273	0.9503461409382878	0.9063195111100705	0.7563463174458515	0.6664163141018136	0.9222081936732245	0.9461874066055854	0.795344883171805	0.762091218388486	0.5507822467011397	0.9585945675294525	0.9357986757129795	0.9213352617084851	0.9269090583801769	0.9055150208537083	1.0	0.9379281734288876	0.857685673649522	0.9705130306408726	0.8266947878036875	0.9732110748290007	0.9845465826874897	0.955816074315688	0.9723225333518245	0.9676769023042642	0.932045788703636	0.9733605659288771	0.9422430028859586	0.9610620712262053	0.9629742364997228	0.9753513791304421	0.591119027935624	0.946861617469686	0.9956047215172926	0.9727325832362242	0.8327152566774192	0.965550406417671	0.9664785720418023	0.9212716229270117	0.9762261121927702	0.9605805778041139	0.944119146207699	0.9649320295788254	0.9839420142634921	0.9576477905635694	0.8832156316059007	0.959939387062476	0.8299139495608624
SchirmerM_2016__G88773__bin.12	0.9729699735666033	0.8749027100738103	0.8692619813311374	0.6667000582880215	0.6021894100437085	0.8355816206623425	0.8795215569923773	0.7661722251439892	0.6755620963849149	0.4911057979148897	0.9005258689310115	0.8403526940900268	0.8389492638866178	0.8337603041387441	0.8239853980404028	0.7671533495479119	1.0	0.8317798863604556	0.9609047950859319	0.7238684782603357	0.9140244318636601	0.9173994408867636	0.9301673165756499	0.926537450913089	0.9522863194036257	0.8292602921079394	0.9639399952564256	0.8789008656777837	0.9167075468501633	0.8888879067823784	0.9774920829938928	0.5269698724096328	0.8884292630420062	0.9857972666993708	0.9084971364229422	0.7223594716070552	0.921531162976156	0.9369291198999823	0.8499243041407083	0.9321909470403974	0.8872428783774029	0.8544017277217731	0.8971385835765275	0.9500299296959055	0.9196798922039894	0.8694161720532754	0.9561435427233519	0.7382975871116197
SchirmerM_2016__G88815__bin.6	0.9564519568046076	0.8319514817692789	0.8782993582570402	0.6393833038948825	0.5895262215939305	0.7737641066664224	0.8259609987598703	0.7805123053741838	0.6398311143814847	0.47681893749837795	0.8509757943165724	0.7716278470951093	0.7936662295425667	0.775232212636703	0.7880502789401344	0.7269821593319888	0.8619685240115474	1.0	0.9553054601837957	0.696060336356563	0.8685406517779857	0.86250589659547	0.9003865927575814	0.9067587324317076	0.9606868191563148	0.7873439596726302	0.947804634533211	0.8097980934468534	0.8592979451096295	0.8319367243782432	0.9707310048205781	0.5084262158436368	0.8206829415246013	0.9631487590815203	0.8618397784966493	0.6895141612433254	0.8735042239215273	0.9245922761850821	0.8055739174817581	0.879504884441995	0.8319311267471605	0.7905631064206354	0.8357772081764088	0.892646086721554	0.9063745313892251	0.8894147269602778	0.9536694252810393	0.6809681052069673
SchirmerM_2016__G89101__bin.11	0.9418416446651305	0.7803855496556446	0.8312489920946448	0.5943488065978435	0.544401449863938	0.7471649891462842	0.8129006819561512	0.7392499242224038	0.6014503705292273	0.4366022254550244	0.8219564213386334	0.7354846853266711	0.7709523998490357	0.7346340343147975	0.7675020917993866	0.682435724134088	0.8260914717908927	0.7925141866636496	1.0	0.6472668984039845	0.8362650890291771	0.8242276384323705	0.8811659533581507	0.8871074235026221	0.9432221056124391	0.7478058269805393	0.9176379848816307	0.7748772149643656	0.8499806228876204	0.798496606261298	0.957947022383731	0.47427107862548307	0.7826132843403381	0.9639906550814894	0.8140358683437086	0.6402235924575329	0.8575883558330174	0.9038291538154336	0.7671479001373707	0.8510085808101574	0.7831160760798624	0.7656445908305308	0.8143233588345701	0.9029282658455388	0.87214525319849	0.8508612472105824	0.9484108657052128	0.6587394998425345
FengQ_2015__SID530450__bin.38	0.9723015739651598	0.9534570202105069	0.9175545999399133	0.7530527082283089	0.6865652831456899	0.8920667776742386	0.9510153628369054	0.8116187500954767	0.7532748506744473	0.5492634291155548	0.9427693588548907	0.9057339484578604	0.900526012944094	0.8980111567701888	0.8852783845852239	0.8764665220512977	0.9382902287876241	0.870645626148903	0.9759175947001523	1.0	0.9517855415183596	0.9700349572009798	0.9576936394698116	0.9451779176405289	0.9764287132796627	0.9340243300081982	0.968131788393089	0.9323827673474792	0.9651879235982749	0.9416306401266912	0.9832546605357898	0.6031243794014758	0.9318181818181819	0.9778697748786809	0.9592161745161242	0.8154530942087655	0.9504425026606172	0.9543570471985865	0.9306603677507727	0.9628831161556755	0.9391800715947919	0.9162707566337208	0.9493642525065815	0.974867987554931	0.9452593910878233	0.9051502675893534	0.9684812331006248	0.8063446174057836
VatanenT_2016__G78575__bin.8	0.9625321737258676	0.8682406347250897	0.8574640881880805	0.6678931560833506	0.5955006512822163	0.8234523098537005	0.8851787770885113	0.7677572300494071	0.6774699595777405	0.4908625897825328	0.9225658837666646	0.8240836524079665	0.8432435055559585	0.8351633779036833	0.8644309580791426	0.7788624206557602	0.8943322831777959	0.8200649696652875	0.9517815727732802	0.7184601391740367	1.0	0.9043660172422823	0.9322752980258774	0.9320062327059466	0.9555864446813714	0.8419500701251491	0.9467418832362217	0.8757946435821434	0.9215347870227873	0.8871958060404204	0.9552837461964494	0.5235665184725353	0.8867475239984645	0.9812773779968952	0.9300646381383755	0.7293423899438759	0.956688651545516	0.940141614843565	0.8542083978169193	0.9437591019752758	0.8958025329617029	0.8433371979441489	0.9210139534392073	0.9620925402120523	0.9175583859732405	0.8573694348523192	0.9450112166605246	0.7516262836457774
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.56	0.9764982648858065	0.8794894524669455	0.864690853047805	0.6906759505318041	0.619211590260333	0.8626539904699225	0.8840466580573648	0.7675327520184455	0.6956712645281968	0.49868835807409884	0.8980529545240548	0.8529048587588263	0.8695002880879886	0.8485676831139458	0.8275267707166	0.8000654723252578	0.9114547784796078	0.8269052227107982	0.9525242703763098	0.7435094825100588	0.9182898550583227	1.0	0.9274174387636172	0.9283819602765448	0.9446505158506938	0.8467737804315807	0.950168827855108	0.8765797881760493	0.9033385519297504	0.9010348237638196	0.9679927170575898	0.5452420109858854	0.8777311643877387	0.9816911667490357	0.9064077501279442	0.7513607949569722	0.9172965491401026	0.9408290201446928	0.8539435367057272	0.9238359757254768	0.9008904138660823	0.8751615463763117	0.8826967182362868	0.9380296147622041	0.9244404482366136	0.8680830220308031	0.9434083955816426	0.7634336575563211
SchirmerM_2016__G89185__bin.12	0.9760185970179802	0.8473280400181389	0.8686350889151144	0.6477494960647516	0.5939910826697912	0.8158460525932832	0.8726266691828222	0.7751002941460892	0.6525569491426764	0.47606131532967744	0.888909856851407	0.8109165471962235	0.8460441435072391	0.810092694042063	0.8246596383308125	0.747362026894698	0.8892117016252674	0.8305965447927317	0.9798374263109124	0.7063064433296999	0.9108506389438906	0.8923653457789145	1.0	0.9281172866455046	0.963147710533209	0.816663803131487	0.9607789566779988	0.8415075526913944	0.9175076540887057	0.8656786062000701	0.9832304807828623	0.5225665349440484	0.8529612239782108	0.9904695916035515	0.882496476912865	0.7006004974101437	0.9154590528552261	0.9518846286370417	0.8374817038879296	0.9234023116709243	0.8508619240890908	0.8378455136853509	0.8836846092964435	0.9386888952105731	0.8964085635662562	0.8823209093461094	0.972894057648127	0.7112828919264269
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.46	0.9783529982436913	0.8224689487461228	0.8654079095222	0.629597745801389	0.5750885416642652	0.831936140261247	0.8509138661710209	0.7668554233700196	0.6418006107657258	0.46696327336492444	0.8790710606509825	0.8067755986965782	0.8376606280198805	0.7947991311135938	0.8164940866940587	0.7467655376153947	0.870010093357796	0.8216182294618152	0.9689240775689995	0.6846953064733513	0.8944149010975432	0.8774277199847101	0.9116330905363589	1.0	0.9577070325666408	0.7866552807073928	0.9585231697662205	0.820304110242153	0.8888102978992997	0.8817523249535563	0.9785162256836072	0.5060474844299926	0.8444820595060848	0.9964901489473443	0.875188645272191	0.687209193485842	0.9090292901035756	0.9420708582305131	0.8074211309448333	0.900997485651893	0.8435575651076909	0.8386980905617191	0.8681417385935605	0.9061354612535406	0.9123708416772218	0.8705348188567348	0.970524536450209	0.7232995182023956
SchirmerM_2016__G88953__bin.3	0.9310941532738665	0.780348266759271	0.8280809676701929	0.5947820106038101	0.5361629779797097	0.7424945734406972	0.8003379328582317	0.7394629314393174	0.6013682959447637	0.434811288588691	0.8186782948979201	0.7269491574591385	0.7625090442655047	0.7346957994668245	0.7574883995864758	0.6776365216374987	0.8153073746972457	0.7936932092648594	0.9393339468649139	0.6449363254279131	0.8361471281803127	0.8140448561935508	0.8625864434185284	0.87322304619691	1.0	0.7478078298009021	0.9108534969828624	0.7746999363905929	0.830539158043521	0.7961593876007482	0.9502497079138427	0.47091393643011226	0.7813669421953191	0.949632112282165	0.8169970389884044	0.6386758648756253	0.8490035437124435	0.8970822495279746	0.758166955985065	0.8530357831293389	0.7833685574454328	0.7562578329330243	0.8061594758887555	0.8850935789814002	0.8665640283547446	0.8420439262265411	0.9407373057611288	0.6567753267812421
SchirmerM_2016__G88944__bin.14	0.9665708892422424	0.934906358559827	0.8871379834886503	0.7243513691358207	0.6374170836075106	0.9143970808397563	0.9380832590798475	0.7865875504663885	0.7222317944947946	0.5182286154063265	0.9371358775886843	0.8720799782517967	0.913614342436838	0.8901847011016866	0.8753039196541729	0.849177085401628	0.9237177393902298	0.8463108734999566	0.9689234803470305	0.8026552937128766	0.9585033779182441	0.9493779937282469	0.9515850862899349	0.9331931952628738	0.9729367239963745	1.0	0.9652067036539279	0.9216736489557745	0.9702094467937536	0.949938108420482	0.9904643755569011	0.5655304105629754	0.9349490235461496	0.9863368116236926	0.9557585971314907	0.7896818559487845	0.9617557626448353	0.9449025460604082	0.9139326888732451	0.9707323663697075	0.9360167421782226	0.9484207664710094	0.9520079072441318	0.9892845245889803	0.9364483149244857	0.883812849490509	0.9620631693411597	0.8482286099364564
