	SchirmerM_2016__G88728__bin.16	ZeeviD_2015__PNP_Main_316__bin.11	QinJ_2012__DOM022__bin.11	QinJ_2012__CON-101__bin.59	ZeeviD_2015__PNP_Main_170__bin.44	HeQ_2017__SZAXPI029492-90__bin.5	WenC_2017__N310__bin.37	WenC_2017__N017__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.47	ZeeviD_2015__PNP_Main_76__bin.23	ZellerG_2014__CCIS41692898ST-4-0__bin.27	BritoIL_2016__M1.62.ST__bin.60	QinJ_2012__CON-075__bin.51	BritoIL_2016__W2.68.ST__bin.11	ZeeviD_2015__PNP_DietIntervention_2__bin.17	QinN_2014__LD-45__bin.33	ZeeviD_2015__PNP_Main_303__bin.16	LiJ_2017__H3M615132__bin.31	QinJ_2012__CON-057__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	QinN_2014__HD-40__bin.11	BritoIL_2016__M1.26.ST__bin.14	QinN_2014__LD-98__bin.15	QinN_2014__HD-39__bin.8	BritoIL_2016__W2.52.ST__bin.10	ZeeviD_2015__PNP_Main_335__bin.20	LeChatelierE_2013__MH0313__bin.50	ZeeviD_2015__PNP_Main_176__bin.29	LiuW_2016__SRR3993044__bin.101	QinN_2014__HD-20__bin.7
ZellerG_2014__CCIS41692898ST-4-0__bin.27	0.568148903813573	0.8378851079630697	0.7872588677614998	0.6774013495285165	0.6926771640507299	0.9235819031678996	0.8270336152274875	0.7833812792533839	0.7879467189302161	0.8960438111921466	1.0	0.898658828185421	0.8247268501619702	0.7398909529241755	0.9190357785095585	0.7086321576925412	0.7936245459985194	0.8353568114609801	0.7675949963853322	0.9087511224390847	0.5663344746275552	0.8936073595739028	0.906196415605589	0.70775904001993	0.8902327499146592	0.8911003490105586	0.8826431301997804	0.7735921125348163	0.5447899511448288	0.9145282838882
BritoIL_2016__M1.62.ST__bin.60	0.5356657301155696	0.7867649850609391	0.7895541938894421	0.6448106842761638	0.6546517723888771	0.8894724890549109	0.7965681048859345	0.7605336442838743	0.7940987058655163	0.8704631546974073	0.832306850939423	1.0	0.7867397945623571	0.7611666924656314	0.900564705263865	0.6916796148263243	0.7598115166578561	0.8044264452044593	0.7452247576601021	0.8926811744467582	0.535412364810991	0.8652870548583345	0.8788523208846027	0.7288450923067488	0.8643674191202456	0.8690659947253286	0.856276523039449	0.7763540075527686	0.5217514479060489	0.8922270153129025
QinJ_2012__CON-075__bin.51	0.5950730228995947	0.8528992569209579	0.8311503934337761	0.7368716787120705	0.7156235607841394	0.9391497930522515	0.8827276136587652	0.8401706554549836	0.8143965844962162	0.9185281416010944	0.894687350465873	0.9215176481807029	1.0	0.7642591681123859	0.9445442467072024	0.7456392160317261	0.8425332679356498	0.8823256488204256	0.8403600920756054	0.9394487009479956	0.6061270559539331	0.9160526368679583	0.9429748733490042	0.7460048329857478	0.9124725840737254	0.9351549467546257	0.9132957567479847	0.7877625653567032	0.5795913899131627	0.976347362618895
BritoIL_2016__W2.68.ST__bin.11	0.5107176816964784	0.7878259547536416	0.7665359565451453	0.6273152295147336	0.6272503264048522	0.9126786446985939	0.8038863626563509	0.782814189953621	0.911567290077337	0.8914753321505556	0.8344134959348871	0.9268399698244993	0.7944985278996687	1.0	0.9303638530575811	0.8380027268196987	0.758573322954763	0.8189154334705337	0.7469538881185966	0.9197641972218802	0.5046754688916283	0.8808143295397614	0.9024395123020288	0.8775962910984496	0.8694318355088471	0.9000007557211425	0.8834122321024118	0.8978496177162374	0.5152822373969052	0.9166399571106024
ZeeviD_2015__PNP_DietIntervention_2__bin.17	0.5508716971585741	0.8168587324911503	0.7654166689093783	0.6535588245320358	0.6758668080472082	0.9156535889665764	0.7981918361708121	0.7741560676114763	0.799259008075556	0.90682878780539	0.8366172014188291	0.8851577343947639	0.7926026399407207	0.7509890358313552	1.0	0.7120286492955195	0.7863216120252404	0.8214887658088743	0.7468312278756497	0.907874429678431	0.5430042647404465	0.8917380297509154	0.891722241061	0.71359065309557	0.8784723007171295	0.8834288728490153	0.8711162065519474	0.7969416589965929	0.5324025182960416	0.9090327453840509
QinN_2014__LD-45__bin.33	0.481213664486098	0.7153855562930136	0.7149399989827843	0.5847864036085099	0.5976251795364775	0.8134430525215391	0.7316000593515964	0.7001828045983196	0.7871425611054529	0.7967787887818757	0.7556479643285136	0.7963702211351371	0.7329363109451994	0.792374496803967	0.8340685729513927	1.0	0.6979066792823837	0.7459213641787895	0.6870514740591069	0.816941938418095	0.48356040643233433	0.8020758767285837	0.8365552871469747	0.7744588895618952	0.7859584715366641	0.8298992494040671	0.7784718477135554	0.7904930680109608	0.4782776099465205	0.8401579963035557
ZeeviD_2015__PNP_Main_303__bin.16	0.5454796974389993	0.8140108940571223	0.7732678515643174	0.6941617259004712	0.6897923050335995	0.8971968906406822	0.8323244089359185	0.758328403645089	0.7668317004433396	0.8781559697970741	0.8363860012362994	0.8645874183278054	0.8184978796801574	0.7088847383498728	0.9103271706691304	0.6897478547547674	1.0	0.8020600003988062	0.7906213235049752	0.8833578986899215	0.5696847436672893	0.8629548052828533	0.9000807582635977	0.687910022665488	0.8655370756867776	0.9198374532233514	0.8501942518727277	0.7456206089771285	0.5160781228190284	0.9530467965888773
LiJ_2017__H3M615132__bin.31	0.5970253529714509	0.8356379874972546	0.797025434924423	0.7003000298308818	0.7035830658934676	0.936846629929881	0.8417598745136091	0.8495089377911379	0.8103325487702137	0.9094976938433649	0.8683757412646327	0.9028869573483952	0.8454801296823831	0.7548507964189829	0.9380865783978521	0.7271601164387828	0.7911354748191298	1.0	0.8016787246806293	0.9189226954004714	0.5888726713062976	0.8992822558702914	0.9051804112727952	0.7203367119811968	0.8990429531917404	0.8996321950611861	0.9258768148485673	0.7884056213182628	0.5888497244741078	0.9262316712177884
QinJ_2012__CON-057__bin.26	0.5799511578266551	0.8249458895857554	0.8065189098651875	0.7591614225920097	0.6987009985491467	0.920421441696523	0.8801253305282917	0.8162609813603573	0.8010924899226768	0.8904065289278712	0.8556172453822705	0.8969041724995189	0.8634787438123435	0.7382910160455064	0.9144826974096424	0.7181877778568673	0.8362271310451856	0.8596310385948077	1.0	0.8989389701314029	0.6222543852942701	0.8787926720922078	0.915542057610565	0.7066631164259269	0.8751861899150315	0.9200207214546144	0.8765399388901631	0.7563563808986503	0.5711115856482397	0.9750244079050856
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	0.5226584007470675	0.7700256847800947	0.7325284025398353	0.62228185015027	0.6321833380782153	0.8625221018451638	0.7667674939637126	0.7360213523156354	0.7650693925984696	0.8366545773315778	0.799428117465477	0.8478952662953754	0.7618094679640711	0.7174594433958699	0.8773358429771181	0.6739489335112	0.737359859824281	0.7776385329264178	0.7094426156517301	1.0	0.5152737230517	0.8303576970596874	0.8413199348500542	0.6850172809641693	0.8374115622775294	0.8345961885825309	0.8189810767634056	0.7506450669929944	0.5036873107754363	0.8608042349545341
QinN_2014__HD-40__bin.11	0.657316532679645	0.8439987490344948	0.8356327648105598	0.7891330601774152	0.7284484308978726	0.9183354843193424	0.8919835179808002	0.8564657298243711	0.7679824767288106	0.9069902269843989	0.8758745937562677	0.8940641930632378	0.8641147864488491	0.6920978850026184	0.9225242679382784	0.701327718213314	0.8360107368442871	0.8761019866088167	0.8633551845875197	0.9058837443372778	1.0	0.9016986185122168	0.9111393845030247	0.6547109641761765	0.9039164608649585	0.9198345701756899	0.8939154427789967	0.7312673707107032	0.6448550385805809	0.963156261563963
BritoIL_2016__M1.26.ST__bin.14	0.5504834688217719	0.8115890276706216	0.7703329470746115	0.6525853517585695	0.6730657523555328	0.9031241528869612	0.8033763133044781	0.7707239223232717	0.7850972895361619	0.8907488553734149	0.8441267325788876	0.8825361410072714	0.7976643511002416	0.7377881673761316	0.9253453242339119	0.7105222982493246	0.7734946335854441	0.8171866761592975	0.7447318877923378	0.8916443748715367	0.5507485872761015	1.0	0.8865393551961728	0.7025922031343554	0.8781207271990682	0.8802126309580904	0.8654512673555774	0.7753266318934522	0.5381986541514869	0.9006062722855892
QinN_2014__LD-98__bin.15	0.5417710800719732	0.7954892678956608	0.783315875338971	0.6594431933895639	0.6576953257588752	0.9032238285199149	0.8105182287009427	0.7616593245763547	0.7919365964575479	0.8747926026767302	0.8390483629024311	0.8786014869101539	0.8048289907332723	0.7409163074699534	0.9069845359884083	0.7263745889463522	0.790777799270779	0.8062396210094492	0.7604935928552398	0.8855057282903454	0.5454821508735689	0.8689639440711556	1.0	0.7221631367453676	0.8575832782828633	0.8996259001208069	0.8551897690070112	0.7678770470562901	0.5237507801351139	0.9209032413473435
QinN_2014__HD-39__bin.8	0.49631817635504044	0.7770487426475917	0.7845958847615806	0.609349611770826	0.6079734005903028	0.906311212726467	0.7949509564208967	0.7684180635974711	0.9131578633495696	0.8710999321986626	0.8236642264913312	0.9158226669321226	0.8002860684307247	0.9056198959767843	0.912261949871049	0.8452097299965411	0.7596346251063123	0.8064262639811588	0.7377849789302068	0.906216254155011	0.4926579133519091	0.8655799491535843	0.9076855889587494	1.0	0.8519371089839983	0.9194581581340044	0.8619288608916564	0.9167690414872622	0.5025143378268158	0.9286833604141111
BritoIL_2016__W2.52.ST__bin.10	0.5813732833177929	0.8504654513010038	0.8031658728631608	0.6879866299108908	0.6998111342211599	0.9419297250693464	0.83651030370351	0.8065938706634345	0.8209311211695549	0.925416166270578	0.8814591101100371	0.9240774400432139	0.8328317338221961	0.7633444269373574	0.9555035503565968	0.7297927472262412	0.8131910978999172	0.8563343802458651	0.77741276130043	0.9425471783905388	0.5787059786420476	0.920432435892382	0.917086400922355	0.7248386795866107	1.0	0.9110258350743929	0.9001130696758214	0.8046013932900543	0.5599774719306578	0.9321718549788711
ZeeviD_2015__PNP_Main_335__bin.20	0.535834812443905	0.783833306218845	0.7737547595066747	0.6614214450620861	0.6564527303071127	0.8969018193517018	0.8166211204194033	0.7634959776113537	0.7961240295907418	0.8665700294116034	0.8264569162966605	0.8702774634731283	0.7994954877226206	0.7401553385990279	0.9000586769713909	0.72180571524669	0.809492873764082	0.8026439368043534	0.7654975752335654	0.8799045082559047	0.5516128855360352	0.864211982897765	0.901137163361441	0.7327583843177111	0.8533470550923751	1.0	0.8502874440420939	0.7810431339717729	0.5277293474426163	0.9488110144535455
LeChatelierE_2013__MH0313__bin.50	0.575004316704863	0.8362418767463033	0.796961432204188	0.6886647254575707	0.7043206291401124	0.9455612501177283	0.8374034627821555	0.8290494615891753	0.8135811383543151	0.9259645873230151	0.8787104040435751	0.920419976140395	0.8381290616268483	0.7798488368442533	0.952669685743886	0.726783191536119	0.8031323580196528	0.8867029793112109	0.7828615044108875	0.9268298904341821	0.5754242143597149	0.9120997237308888	0.9195142529746021	0.7373391046369259	0.9050218974664866	0.912709948827426	1.0	0.8102321602360845	0.5638346466580856	0.9341863403761027
ZeeviD_2015__PNP_Main_176__bin.29	0.5091255261009826	0.7722868404333406	0.7328346639635991	0.5960074923770615	0.6151763813299175	0.8877237278482444	0.7669591106194781	0.7497184190344209	0.8631444544278838	0.860930049901205	0.8070198885190218	0.8744669083252975	0.7575414147104723	0.8305431562152393	0.9132808757281115	0.7733420237231192	0.7380715147801735	0.7911999522988069	0.7078663790887838	0.8901688252141927	0.4932640569453554	0.8562409403714525	0.8651655868788821	0.8218023237882972	0.8477238100916809	0.8785239770458568	0.849026134908021	1.0	0.5076040225264773	0.882679737890168
LiuW_2016__SRR3993044__bin.101	0.6771620879478081	0.8218896835337626	0.8065452843354383	0.7202233646231202	0.7039112336753313	0.9038119219845993	0.8375058896661975	0.8745106391673173	0.7516755752060067	0.8966409244655341	0.8557089052991207	0.8848547814183121	0.8391850249858059	0.7176761807348941	0.9186343775714081	0.7044957114561979	0.7691671872687861	0.8897454487817291	0.804767704135366	0.8993391810005096	0.6549228322158704	0.8949085422294484	0.8884990994460463	0.6782356943800356	0.8883189267402919	0.8937470164700142	0.889586327182489	0.7642752816049859	1.0	0.9061337352030844
QinN_2014__HD-20__bin.7	0.5367253010754612	0.7950281838841866	0.7707177495839522	0.6886745521893957	0.6632882987670669	0.9123200257681227	0.8357038813234794	0.7707360020041873	0.8054861048977328	0.8740983841239733	0.8303255014941933	0.8746574092299984	0.8171361594760481	0.7379661077608575	0.9066431651844031	0.7153416960435195	0.8210579245924521	0.8089751802873861	0.7941806989603278	0.8884258182273679	0.5654302739652488	0.8656160191829357	0.9030266807436966	0.7245262423277204	0.8547687132043734	0.9288323819408407	0.8519696508777267	0.7682139469964032	0.5237771773168942	1.0
