	SchirmerM_2016__G88728__bin.16	ZeeviD_2015__PNP_Main_316__bin.11	QinJ_2012__DOM022__bin.11	QinJ_2012__CON-101__bin.59	ZeeviD_2015__PNP_Main_170__bin.44	HeQ_2017__SZAXPI029492-90__bin.5	WenC_2017__N310__bin.37	WenC_2017__N017__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.47	ZeeviD_2015__PNP_Main_76__bin.23	ZellerG_2014__CCIS41692898ST-4-0__bin.27	BritoIL_2016__M1.62.ST__bin.60	QinJ_2012__CON-075__bin.51	BritoIL_2016__W2.68.ST__bin.11	ZeeviD_2015__PNP_DietIntervention_2__bin.17	QinN_2014__LD-45__bin.33	ZeeviD_2015__PNP_Main_303__bin.16	LiJ_2017__H3M615132__bin.31	QinJ_2012__CON-057__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	QinN_2014__HD-40__bin.11	BritoIL_2016__M1.26.ST__bin.14	QinN_2014__LD-98__bin.15	QinN_2014__HD-39__bin.8	BritoIL_2016__W2.52.ST__bin.10	ZeeviD_2015__PNP_Main_335__bin.20	LeChatelierE_2013__MH0313__bin.50	ZeeviD_2015__PNP_Main_176__bin.29	LiuW_2016__SRR3993044__bin.101	QinN_2014__HD-20__bin.7
ZellerG_2014__CCIS41692898ST-4-0__bin.27	0.5629161105386682	0.8292796759491755	0.776283207049903	0.6676531779512364	0.6852282680420011	0.9131671663606484	0.8157134376554562	0.7750848875353484	0.778755923600824	0.886343730069069	1.0	0.8886437940057219	0.8131875062576718	0.7317691847406623	0.9092552838401095	0.6989647938456833	0.7828727818277998	0.8264596832494641	0.7573328088057563	0.899152346617073	0.5589738758462146	0.8837567001434042	0.8931422223939114	0.6980617181852082	0.8805831243500891	0.8790016579381178	0.87350003114054	0.7656993652848413	0.5393450868505719	0.9022699482751689
BritoIL_2016__M1.62.ST__bin.60	0.5315983772937957	0.7797032486251099	0.7785444856903364	0.6347498181903146	0.6487272591861352	0.8808153543755531	0.7849184119909695	0.7537541144481017	0.7855770157509981	0.862897243210248	0.8230312712658918	1.0	0.7753631812752088	0.754578829466896	0.8924000630857704	0.6817260821692159	0.7488189672041613	0.7973355023934624	0.7346082402866898	0.8839656270170653	0.5279625486651227	0.857549190837376	0.865518880461227	0.7186206705199611	0.8570366189531851	0.856959222058991	0.8489658022553163	0.7692696361761845	0.5176096188275976	0.8796350517390936
QinJ_2012__CON-075__bin.51	0.5872432609953419	0.840493937814329	0.8227861038189652	0.7290791199364725	0.7054179301119986	0.9259858722187989	0.8741995447534394	0.8292731321142965	0.802536056032188	0.9054424756244674	0.8821691391067743	0.9081920861675775	1.0	0.7532701336276514	0.930608467859704	0.7383392779941783	0.8341369066582055	0.8703996941646251	0.8322027715903226	0.9256262419751354	0.600176693480002	0.9030477914811678	0.9335812971747431	0.7387232827014432	0.8994356670243013	0.925686109078718	0.9003969616589687	0.7764801820644145	0.5720164908213039	0.966127192793027
BritoIL_2016__W2.68.ST__bin.11	0.5068497230726554	0.7806105960105926	0.755624676873644	0.6176757840717988	0.6216953314659611	0.9037940313144168	0.7921326761819367	0.7757077439634551	0.90183048996958	0.8833784469219256	0.8252541556883353	0.9188182121682662	0.7830746914768436	1.0	0.922028248856305	0.826006320496002	0.7474459959448893	0.8118698897136127	0.7362030880544048	0.9108186816044582	0.4977259461739839	0.8727058862230702	0.8892881862559219	0.8644938646556779	0.8617652667895677	0.8873842135187843	0.8758021201978923	0.8895775829992972	0.5111137684834943	0.9035762058086505
ZeeviD_2015__PNP_DietIntervention_2__bin.17	0.5468541932427996	0.8097685342175	0.7548224579760694	0.6437945963208764	0.6700942477137798	0.9070562884737181	0.7865767429009206	0.7672800931532705	0.7908755725642806	0.8995053475216241	0.8277138156419269	0.8771327739113429	0.7809086032212516	0.7442605420903149	1.0	0.7015151759810966	0.7751130775206734	0.8147642192403127	0.736414998537752	0.9002025617149387	0.5355459029246754	0.8841580232560226	0.8785860510512935	0.7029239577221944	0.8705815440979903	0.8711251773984904	0.8642502794418697	0.7901381689784539	0.5283997265685975	0.8962177116805804
QinN_2014__LD-45__bin.33	0.4751309665272969	0.7051810328775058	0.7078791766269041	0.5785528046361499	0.5886867114213573	0.8018543590847244	0.7247145175602123	0.6910106290638716	0.7757510057615604	0.7851606717491024	0.7453391973158955	0.7849101508463697	0.725760736565081	0.7810312802248635	0.8217531166944019	1.0	0.6912010417634318	0.735886656945671	0.6808073666596189	0.8048240405911117	0.4791010502962746	0.7903396449748912	0.8288811929839016	0.7663165398859961	0.7744975605737265	0.8215299177022022	0.7672917219234793	0.7790994109816427	0.4720923497389497	0.8315150251592763
ZeeviD_2015__PNP_Main_303__bin.16	0.5385496081728692	0.8023811225066302	0.7655139781587115	0.691396669303219	0.6801868905742146	0.8846054144593849	0.8302589249513125	0.7486619219802059	0.7553622822351761	0.8656093593177755	0.8250549189426317	0.852079026779839	0.8103410458028967	0.6984862810653445	0.897351012635511	0.6831206089771285	1.0	0.7915605952847808	0.7896247233281711	0.8702392505101397	0.5687799520103158	0.8506329387367147	0.8909597272165319	0.6806089605115354	0.8531312936609748	0.9145233600755073	0.8381872760869132	0.7351261889411029	0.509568026374386	0.9495032369773145
LiJ_2017__H3M615132__bin.31	0.5922011912684025	0.8283617928687802	0.7865411912028403	0.690637774419527	0.6976275434104893	0.9285443840906333	0.8307191701114233	0.8424171373499031	0.8021753596915945	0.9017269130282278	0.8591269385975552	0.8949280944622737	0.8340521974869941	0.7483564331444044	0.9304075849114744	0.7173777999232921	0.7807790777340331	1.0	0.7911428505866194	0.9112789416920996	0.5814583859198238	0.8914123119589056	0.8929464715967389	0.7107166623504768	0.8909550143745513	0.8881378809583909	0.9213681720881289	0.7817821821126165	0.5841964347179015	0.9144271651155701
QinJ_2012__CON-057__bin.26	0.5724640164646808	0.8133250025704094	0.7983230385139606	0.7556125000109847	0.6891975137769553	0.9077715121301356	0.8773189706762419	0.8057811803847441	0.7890937307493907	0.8778646883741039	0.8441782642662118	0.8841268209263844	0.8550970120857576	0.727664899455249	0.9017281939204764	0.7116606954077987	0.8351730434790251	0.8483335398448616	1.0	0.8859994850393382	0.6207679416776293	0.8666111282471741	0.9063848091877419	0.699821872822292	0.8629672982404338	0.9141390973776551	0.8642371244456045	0.7459657753277602	0.5640383461150789	0.9708985712038568
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	0.5187167388686282	0.763312688184273	0.7218279712699419	0.6128498801411606	0.6266118872643784	0.854227863218403	0.7556665507320353	0.7293267341907873	0.7567571222643387	0.8295826804063653	0.7909840769621012	0.8396169787943655	0.7506006812517749	0.7104815194071452	0.8699220371390753	0.6639520855923537	0.7264094119964255	0.7711700046709058	0.6992307742988526	1.0	0.5082091081621564	0.8225655721304705	0.8287504477585027	0.6744174111392259	0.8296516863634172	0.8225357504605887	0.8125836350465651	0.7439175063258351	0.4998333800886259	0.8484539024602531
QinN_2014__HD-40__bin.11	0.6490371162440797	0.832648005008739	0.8271174206700712	0.7852978632997081	0.7186083557424011	0.9058825250726529	0.8889475490647325	0.8456990135539553	0.756937158491599	0.8945561663393957	0.864490929585639	0.88162403609511	0.8556317528209211	0.6825675030618783	0.9098530603237269	0.6948601290103898	0.8346829576677418	0.8650712995471042	0.8612927984744561	0.8934637052354613	1.0	0.8892749216165255	0.9019918516545116	0.6480982824828861	0.8915543368328259	0.9136559466888735	0.881914830708155	0.7214754565079163	0.6369987069698653	0.9586779025966069
BritoIL_2016__M1.26.ST__bin.14	0.5462237003982735	0.8042550767205144	0.7593253182166168	0.6425261171466106	0.6671162261430627	0.8945524860068097	0.7918194573114605	0.7636003532926818	0.776631744509218	0.8830790380668396	0.8348215216607735	0.8746440263450294	0.7863402184695218	0.7309963687708334	0.9174796469456269	0.7001257078513787	0.7624501413468614	0.8100351803252319	0.7344086517981883	0.8832771321928274	0.5431603162356755	1.0	0.8737589328535385	0.6921133217555012	0.8708120965507791	0.8679866487537943	0.85825583335071	0.7686837762400246	0.53423639927435	0.8880302741443973
QinN_2014__LD-98__bin.15	0.5346306995485253	0.7838556740914847	0.775503939910435	0.6523108423269378	0.6478767550758966	0.890536185495144	0.8026092097915625	0.7516232285002061	0.7797869273078313	0.8619702836954497	0.8269614695373206	0.8652718519951385	0.7968115741027991	0.7301188725177105	0.8936235131810899	0.7197112313908121	0.7827643973707166	0.7953429127234106	0.7528871386286411	0.8722760966601093	0.5400056936176736	0.8564368902628189	1.0	0.7152081637718027	0.8447427105269881	0.8904263278720834	0.8428849852732389	0.7568219394067688	0.5169217237062531	0.9112171567679229
QinN_2014__HD-39__bin.8	0.4897045641585065	0.7655371948595759	0.7776551930411423	0.6025373664272365	0.5990619744593554	0.8938950354557873	0.7869670966256219	0.7582785983564369	0.9000086242567313	0.8584929203109504	0.8123788360739814	0.902975276824879	0.7924746937700754	0.8920990798652048	0.8986255320203056	0.8363235344039033	0.7515723212737476	0.795656494019445	0.7306424429032918	0.8921935796996007	0.48768199246019767	0.852670170806157	0.8989438955400665	1.0	0.8394975361232497	0.9092306153774168	0.8495874577617852	0.9030303252720999	0.4957342040774385	0.9187576666431182
BritoIL_2016__W2.52.ST__bin.10	0.5768091245706221	0.8429084783522505	0.7916188712781558	0.6778056754966654	0.6933255325534896	0.9328045299685379	0.8245772962179618	0.7993948020734254	0.8125935498374989	0.9176222817124923	0.8719045858984122	0.9162402322748548	0.8209326823663217	0.7566133270781383	0.9469208711321837	0.7191508494666757	0.8015355931396331	0.8486306548010508	0.7665589310797978	0.9338130630797651	0.5707914916337417	0.9127716433586494	0.9033548947616775	0.7142549364066012	1.0	0.8986728656586279	0.8925736601906923	0.7973648559776467	0.5556650561621022	0.9191257141987332
ZeeviD_2015__PNP_Main_335__bin.20	0.5292768840151865	0.7729943352045376	0.765911787125066	0.6561957215165347	0.6474395087951479	0.8849518245613395	0.8116041479683327	0.7540074909105532	0.7844028932682341	0.8545747016339983	0.8152359051882507	0.8581538140945375	0.7914002592023222	0.729779568349532	0.8875233748215471	0.7145264804967618	0.8048162643059391	0.7923888107951004	0.7606038061429854	0.8671893365115169	0.547907645006151	0.8522082465822035	0.8919221369385244	0.7246075863291797	0.8417761756872608	1.0	0.8389545628200042	0.770313108362291	0.5213798045197721	0.9425020518660556
LeChatelierE_2013__MH0313__bin.50	0.5708826484161618	0.8293210215678272	0.7859864063039589	0.6784910369509937	0.698734028192007	0.9373602957335259	0.8256800772297742	0.8221415565252881	0.8056097541832794	0.9185371079647129	0.8696080431984428	0.9125616111512259	0.8262918720371707	0.7731308667943365	0.9451609738486171	0.7163453991774714	0.7917900197783568	0.8823850971651022	0.7718735283960695	0.9195899915235614	0.567699274793583	0.904516450569805	0.9062839449973314	0.7267816218252597	0.8974413712994066	0.9005450820958779	1.0	0.8036711612720936	0.5597655636831695	0.9214634414340879
ZeeviD_2015__PNP_Main_176__bin.29	0.5055257308871394	0.7656962626526386	0.722798497412416	0.5868496857272685	0.6101134753814553	0.879473888736967	0.7559672753366327	0.7430003639272064	0.8542856026696218	0.85409027450803	0.798786086877854	0.8664872389027903	0.7466918605727022	0.8228912268870243	0.9054841979517273	0.7621955707797294	0.7276833463209426	0.78455303776413	0.698141915161783	0.8821908006604147	0.48665908656327295	0.8489048258392429	0.8527098184270531	0.809486780395632	0.8400994323146798	0.8664547527453886	0.8421509948371684	1.0	0.5037977962871201	0.8704698773133537
LiuW_2016__SRR3993044__bin.101	0.6723593399115977	0.8153867490714295	0.7963615019840669	0.7108413817698657	0.6987035614138171	0.896424841048667	0.826983432160023	0.8677996702406079	0.7448878316555394	0.8900463557748448	0.8471565837026048	0.8778305224946552	0.8282173984918739	0.7118704093882983	0.9117277571841544	0.6953849163868624	0.7594644846162848	0.8827143792059646	0.7948006243510533	0.8924579457711114	0.6469438436967725	0.8883201650406751	0.876914180211093	0.6690846545482463	0.8814779362733474	0.8829936159423745	0.8831663588458297	0.7585444274315731	1.0	0.894973552999566
QinN_2014__HD-20__bin.7	0.530079988547501	0.7839507542544244	0.7626934846017572	0.6850806148560384	0.654082636937888	0.8998246336095055	0.8323450781096219	0.7611441762253279	0.7933210457563122	0.8620102714600147	0.8191958198378756	0.862313404792155	0.8085825743070343	0.7274487769088989	0.8938618184421022	0.7079827496734249	0.8180051178354777	0.7986650680886853	0.7908201062935061	0.8756791868725731	0.5628012096702038	0.8535286223001628	0.8935286223001627	0.7167825635703166	0.8428058622479108	0.9226562639801013	0.8403664799670741	0.7575874595136267	0.5173261993808492	1.0
