	SchirmerM_2016__G88728__bin.16	ZeeviD_2015__PNP_Main_316__bin.11	QinJ_2012__DOM022__bin.11	QinJ_2012__CON-101__bin.59	ZeeviD_2015__PNP_Main_170__bin.44	HeQ_2017__SZAXPI029492-90__bin.5	WenC_2017__N310__bin.37	WenC_2017__N017__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.47	ZeeviD_2015__PNP_Main_76__bin.23	ZellerG_2014__CCIS41692898ST-4-0__bin.27	BritoIL_2016__M1.62.ST__bin.60	QinJ_2012__CON-075__bin.51	BritoIL_2016__W2.68.ST__bin.11	ZeeviD_2015__PNP_DietIntervention_2__bin.17	QinN_2014__LD-45__bin.33	ZeeviD_2015__PNP_Main_303__bin.16	LiJ_2017__H3M615132__bin.31	QinJ_2012__CON-057__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	QinN_2014__HD-40__bin.11	BritoIL_2016__M1.26.ST__bin.14	QinN_2014__LD-98__bin.15	QinN_2014__HD-39__bin.8	BritoIL_2016__W2.52.ST__bin.10	ZeeviD_2015__PNP_Main_335__bin.20	LeChatelierE_2013__MH0313__bin.50	ZeeviD_2015__PNP_Main_176__bin.29	LiuW_2016__SRR3993044__bin.101	QinN_2014__HD-20__bin.7
BritoIL_2016__M1.62.ST__bin.60	0.9924069198511236	0.9910243381824088	0.9860557916298683	0.9843971783793516	0.9909501303553753	0.990267113614097	0.9853751451715064	0.9910858252140098	0.9892687268577902	0.9913081772085006	0.9888555769268728	1.0	0.9855395476804668	0.991345045620171	0.990933863907422	0.9856096197665046	0.9855325311439775	0.9911850948545152	0.9857539389770857	0.9902366626751209	0.9860858347033166	0.9910574600908304	0.9848285768763119	0.9859717491484672	0.9915188842095393	0.9860692136847858	0.9914621963963434	0.9908748183075456	0.9920616816779835	0.985887040677206
QinJ_2012__CON-075__bin.51	0.9868423511015488	0.9854551179333733	0.9899364908193631	0.9894248089583004	0.9857388280215955	0.9859831510044104	0.990338957597601	0.9870293930525512	0.9854364216527687	0.9857536580710339	0.9860082839523993	0.9855395476804668	1.0	0.9856213246196628	0.9852460285517801	0.9902098255019393	0.9900343860628592	0.9864834999733441	0.9902930653630457	0.9852866271900617	0.9901829782790899	0.9858033863302277	0.9900383600456929	0.9902392719693764	0.9857125383524172	0.9898745788505225	0.9858766505880359	0.9856779392821491	0.9869306217730499	0.989532240043693
BritoIL_2016__W2.68.ST__bin.11	0.9924264250828863	0.9908414305221699	0.9857654692146738	0.984633809304468	0.9911438947019285	0.9902653431897586	0.9853789204290324	0.990921924919901	0.989318616174862	0.9909174321076305	0.989023020012051	0.991345045620171	0.9856213246196628	1.0	0.9910404900471126	0.9856845259093318	0.9853312439639572	0.9913964941079908	0.9856071435798124	0.9902741206447896	0.9862297195999897	0.990794378514564	0.9854269168550042	0.9850700982038427	0.9911820934015001	0.9859816315462436	0.9913855484133286	0.9907868371788353	0.9919103190234754	0.985748219679261
ZeeviD_2015__PNP_DietIntervention_2__bin.17	0.9927070061204868	0.9913201659091927	0.9861588970248004	0.985059909154848	0.9914590267421074	0.9906107499643382	0.9854482434628586	0.9911181029951488	0.9895109902715254	0.9919241202063189	0.9893578738737347	0.990933863907422	0.9852460285517801	0.9910404900471126	1.0	0.9852344799260186	0.9857456105324404	0.9918141953384594	0.9860527667441994	0.9915496375790541	0.9862646349208027	0.9914997384411091	0.9852687424347781	0.9850520808714306	0.9910176375365534	0.9860727945071049	0.9921182420227785	0.9914630011603295	0.9924816438880584	0.9859025609709402
QinN_2014__LD-45__bin.33	0.9873596732434916	0.9857356311911221	0.9901238951997003	0.9893403831999263	0.9850433542273889	0.9857535282883151	0.9905883799442462	0.9869003130693705	0.985527964174756	0.9854186416652291	0.9863577121897249	0.9856096197665046	0.9902098255019393	0.9856845259093318	0.9852344799260186	1.0	0.990391784864637	0.9865472317659569	0.9909117327664	0.9851667575660907	0.9907780784432694	0.9853676789263867	0.9908265547047761	0.9894864016855625	0.9854179178951659	0.9899152436782238	0.9856383685255758	0.9855866452339844	0.9870676358689204	0.9897126835877229
ZeeviD_2015__PNP_Main_303__bin.16	0.9872954221785586	0.9857130025710982	0.9899725904938116	0.996016696838672	0.9860749179292206	0.9859657603446376	0.9975184147401772	0.98725290834628	0.9850431089357253	0.9857125488969825	0.9864523290957541	0.9855325311439775	0.9900343860628592	0.9853312439639572	0.9857456105324404	0.990391784864637	1.0	0.9869094517756717	0.998739472175648	0.9851491131745834	0.9984117677943262	0.9857213072217614	0.9898664303582473	0.9893866030245313	0.9856669548026477	0.9942227910711592	0.9858773736009546	0.9859252548686628	0.987385443876052	0.9962818618936177
LiJ_2017__H3M615132__bin.31	0.9919196702802686	0.9912926473696263	0.9868457852633311	0.9862026917038856	0.9915354380006068	0.991138094994408	0.9868837839192971	0.9916518824867521	0.9899335290295339	0.9914559642451657	0.9893493078772464	0.9911850948545152	0.9864834999733441	0.9913964941079908	0.9918141953384594	0.9865472317659569	0.9869094517756717	1.0	0.986857735187862	0.9916818316201879	0.9874093573233298	0.9912486387227004	0.9864845289141267	0.9866450654663135	0.9910038349241538	0.9872233184117944	0.9951304075357198	0.9915989447226778	0.9920976616566102	0.9872553417583984
QinJ_2012__CON-057__bin.26	0.987090048427471	0.9859131524115098	0.9898379675281304	0.995325206898807	0.9863983523825994	0.9862563723601756	0.9968114088360969	0.9871612128780823	0.985022005168911	0.9859144782228082	0.9866307263232545	0.9857539389770857	0.9902930653630457	0.9856071435798124	0.9860527667441994	0.9909117327664	0.998739472175648	0.986857735187862	1.0	0.985605824731157	0.9976111962377929	0.9861383188186672	0.9899980035360448	0.9903189462636232	0.9860385232132332	0.993607074341043	0.9859643424118975	0.9862622887394105	0.9876149605245139	0.9957684785449695
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	0.9924584358104545	0.9912821134041278	0.9853924691072828	0.9848429292822347	0.9911869698578681	0.9903837378671027	0.9855224128317017	0.9909043153384263	0.9891352726765094	0.9915474114206516	0.9894373986617495	0.9902366626751209	0.9852866271900617	0.9902741206447896	0.9915496375790541	0.9851667575660907	0.9851491131745834	0.9916818316201879	0.985605824731157	1.0	0.9862895882838667	0.9906159418322863	0.9850598011875331	0.9845261278518056	0.9907334980030519	0.9855493731136904	0.992188535366259	0.991037627551315	0.9923485650633581	0.9856525653653024
QinN_2014__HD-40__bin.11	0.9874042169579806	0.9865512312207327	0.9898097052927083	0.9951399870677767	0.9864917340224856	0.9864396405678264	0.996596384512866	0.9874289000768032	0.9856177470555596	0.9862908548790603	0.9870030889675554	0.9860858347033166	0.9901829782790899	0.9862297195999897	0.9862646349208027	0.9907780784432694	0.9984117677943262	0.9874093573233298	0.9976111962377929	0.9862895882838667	1.0	0.9862218964955385	0.9899603364709094	0.9898998458020157	0.9863238202119882	0.9932828970695934	0.986575226809446	0.9866096661836965	0.9878169028065462	0.9953503297999806
BritoIL_2016__M1.26.ST__bin.14	0.9922617686728799	0.9909634670996519	0.9857105568445476	0.9845855648079572	0.9911605572090861	0.9905088720606674	0.9856146418538512	0.9907573012537141	0.9892172025814211	0.9913894727337483	0.9889765238334701	0.9910574600908304	0.9858033863302277	0.990794378514564	0.9914997384411091	0.9853676789263867	0.9857213072217614	0.9912486387227004	0.9861383188186672	0.9906159418322863	0.9862218964955385	1.0	0.9855839199154264	0.9850854004184695	0.991676963745519	0.9861101945435747	0.9916859166122046	0.991432184346351	0.9926379323943428	0.9860360753325911
QinN_2014__LD-98__bin.15	0.986820299594989	0.9853755490190951	0.9900270942100395	0.9891842828402465	0.985071247584663	0.9859529358901418	0.9902420221664152	0.9868233792296435	0.9846582804683306	0.9853424469502301	0.9855945212463086	0.9848285768763119	0.9900383600456929	0.9854269168550042	0.9852687424347781	0.9908265547047761	0.9898664303582473	0.9864845289141267	0.9899980035360448	0.9850598011875331	0.9899603364709094	0.9855839199154264	1.0	0.9903692495231626	0.9850270310988505	0.9897740024520324	0.9856116336049485	0.9856030236977367	0.9869612481969018	0.9894819736270565
QinN_2014__HD-39__bin.8	0.9866746524475402	0.9851855525191467	0.9911538005038767	0.9888204649482053	0.9853424078713066	0.9863003159440917	0.9899567894965238	0.9868047541808626	0.9856002564062633	0.9855274791998985	0.9862985546119641	0.9859717491484672	0.9902392719693764	0.9850700982038427	0.9850520808714306	0.9894864016855625	0.9893866030245313	0.9866450654663135	0.9903189462636232	0.9845261278518056	0.9898998458020157	0.9850854004184695	0.9903692495231626	1.0	0.9853984845482506	0.9888765544509998	0.9856816453307943	0.9850139832461247	0.9865075814976767	0.9893120796666725
BritoIL_2016__W2.52.ST__bin.10	0.9921493490015159	0.9911143093029905	0.9856231421489041	0.9852018135649758	0.9907323542731449	0.9903122336433998	0.9857347752529565	0.9910747293627613	0.9898437626287359	0.9915779680081719	0.9891605587802795	0.9915188842095393	0.9857125383524172	0.9911820934015001	0.9910176375365534	0.9854179178951659	0.9856669548026477	0.9910038349241538	0.9860385232132332	0.9907334980030519	0.9863238202119882	0.991676963745519	0.9850270310988505	0.9853984845482506	1.0	0.9864405937349117	0.9916239306603509	0.9910060591831478	0.9922989477528665	0.9860045755399539
ZeeviD_2015__PNP_Main_335__bin.20	0.9877612871048669	0.986171841731766	0.989863749094598	0.9920992529278199	0.9862698087831121	0.9866763624150077	0.9938564257945056	0.9875723160579237	0.9852772484099832	0.9861576936998965	0.9864227512806222	0.9860692136847858	0.9898745788505225	0.9859816315462436	0.9860727945071049	0.9899152436782238	0.9942227910711592	0.9872233184117944	0.993607074341043	0.9855493731136904	0.9932828970695934	0.9861101945435747	0.9897740024520324	0.9888765544509998	0.9864405937349117	1.0	0.9866717057843223	0.9862619295365707	0.9879681830210613	0.9933506646830786
LeChatelierE_2013__MH0313__bin.50	0.9928319350499472	0.9917238596021952	0.9862289121446253	0.9852269353569441	0.9920680997872717	0.9913268924850914	0.9860003139783636	0.9916676804172266	0.9902021030291337	0.9919786572186575	0.9896412278684241	0.9914621963963434	0.9858766505880359	0.9913855484133286	0.9921182420227785	0.9856383685255758	0.9858773736009546	0.9951304075357198	0.9859643424118975	0.992188535366259	0.986575226809446	0.9916859166122046	0.9856116336049485	0.9856816453307943	0.9916239306603509	0.9866717057843223	1.0	0.9919023222157967	0.9927831980545467	0.986380769668616
ZeeviD_2015__PNP_Main_176__bin.29	0.992929454467916	0.9914661529425984	0.986305005692687	0.9846347457592036	0.9917699929611782	0.9907067493495142	0.985668290355183	0.99103922894696	0.9897365363204079	0.9920553645514407	0.9897972754348374	0.9908748183075456	0.9856779392821491	0.9907868371788353	0.9914630011603295	0.9855866452339844	0.9859252548686628	0.9915989447226778	0.9862622887394105	0.991037627551315	0.9866096661836965	0.991432184346351	0.9856030236977367	0.9850139832461247	0.9910060591831478	0.9862619295365707	0.9919023222157967	1.0	0.9925015837730903	0.9861672812315835
LiuW_2016__SRR3993044__bin.101	0.9929075355491837	0.9920878256624741	0.9873735764759167	0.986973509449858	0.9926018054374223	0.9918267498400424	0.9874359599902415	0.9923260294087453	0.9909698495276942	0.9926452512809181	0.9900055713531153	0.9920616816779835	0.9869306217730499	0.9919103190234754	0.9924816438880584	0.9870676358689204	0.987385443876052	0.9920976616566102	0.9876149605245139	0.9923485650633581	0.9878169028065462	0.9926379323943428	0.9869612481969018	0.9865075814976767	0.9922989477528665	0.9879681830210613	0.9927831980545467	0.9925015837730903	1.0	0.9876837361087576
QinN_2014__HD-20__bin.7	0.9876187828025906	0.9860666202100631	0.9895885815701966	0.9947813705008679	0.9861211755939454	0.9863037182066713	0.9959808691943153	0.9875549789371234	0.9848972451946083	0.9861707642028495	0.9865960016447893	0.985887040677206	0.989532240043693	0.985748219679261	0.9859025609709402	0.9897126835877229	0.9962818618936177	0.9872553417583984	0.9957684785449695	0.9856525653653024	0.9953503297999806	0.9860360753325911	0.9894819736270565	0.9893120796666725	0.9860045755399539	0.9933506646830786	0.986380769668616	0.9861672812315835	0.9876837361087576	1.0
