	Obregon-TitoAJ_2015__SM29__bin.49	FengQ_2015__SID531128__bin.35	ZellerG_2014__CCMD86114146ST-21-0__bin.41	XieH_2016__YSZC12003_36157__bin.8	CM_madagascar__A09_02_1FE__bin.24	FengQ_2015__SID31276__bin.37	CM_madagascar__A28_02_1FE__bin.14	CM_madagascar__V30_01_1FE__bin.2	CM_madagascar__A04_01_1FE__bin.22	FengQ_2015__SID31275__bin.63	CM_madagascar__A36_01_1FE__bin.33	FengQ_2015__SID31685__bin.11	CM_madagascar__A83_02_1FE__bin.4	CM_madagascar__V53_02_1FE__bin.13	FengQ_2015__SID31333__bin.34	ZellerG_2014__CCIS33816588ST-4-0__bin.48	ZellerG_2014__CCIS63468405ST-4-0__bin.56	FengQ_2015__SID530323__bin.3	CM_madagascar__A68_01_1FE__bin.11	CM_madagascar__V40_01_1FE__bin.52	FengQ_2015__SID31549__bin.70	CM_madagascar__A70_03_1FE__bin.14	FengQ_2015__SID31477__bin.73	FengQ_2015__SID31750__bin.100	FengQ_2015__SID31416__bin.1	XieH_2016__YSZC12003_36244__bin.35	LiSS_2016__FAT_010-22-14-0__bin.14	FengQ_2015__SID530026__bin.44	ZellerG_2014__CCIS77252613ST-4-0__bin.65	FengQ_2015__SID530168__bin.24	ZellerG_2014__CCIS41806458ST-4-0__bin.8	XieH_2016__YSZC12003_36533__bin.2	LiSS_2016__FAT_010-22-2-0__bin.88	XieH_2016__YSZC12003_35707__bin.64	CM_madagascar__A92_01_1FE__bin.31	XieH_2016__YSZC12003_35577__bin.32	LiSS_2016__FAT_010-22-0-0__bin.53	FengQ_2015__SID31871__bin.57	BritoIL_2016__M2.44.ST__bin.3	FengQ_2015__SID530054__bin.41	ZellerG_2014__CCIS16383318ST-4-0__bin.46	CM_madagascar__A62_01_1FE__bin.5	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.62	FengQ_2015__SID31360__bin.3	CM_madagascar__A13_01_1FE__bin.9	SchirmerM_2016__G89058__bin.17
FengQ_2015__SID530323__bin.3	1434900.0	1120716.0	1472896.0	1270933.0	799348.0	949350.0	1483327.0	983442.0	1426595.0	1343143.0	770924.0	1522180.0	1297732.0	1561465.0	1459940.0	1460249.0	1564937.0	1735002.0	1283375.0	920005.0	1429785.0	1424022.0	1469641.0	1551093.0	1223115.0	1385666.0	1461277.0	1003910.0	1516306.0	1180288.0	779741.0	1435813.0	1298752.0	1464066.0	952123.0	1574614.0	1275485.0	1210400.0	1332320.0	1514078.0	1551630.0	1422206.0	1077004.0	1580831.0	1374590.0	1514285.0
CM_madagascar__A68_01_1FE__bin.11	1291580.0	985006.0	1281975.0	1134133.0	704820.0	805537.0	1350809.0	868334.0	1281029.0	1171658.0	682431.0	1315147.0	1189539.0	1379804.0	1284257.0	1247030.0	1362667.0	1283375.0	1542316.0	842661.0	1236703.0	1300963.0	1301672.0	1363076.0	1080971.0	1212117.0	1289524.0	887249.0	1339516.0	1028837.0	707622.0	1266682.0	1145148.0	1285982.0	857038.0	1397502.0	1133024.0	1034797.0	1196632.0	1352451.0	1358591.0	1297561.0	964500.0	1392392.0	1267648.0	1322251.0
CM_madagascar__V40_01_1FE__bin.52	889879.0	737819.0	933019.0	802049.0	436089.0	589051.0	924424.0	558546.0	903022.0	839096.0	523777.0	927071.0	855835.0	965600.0	914810.0	879613.0	963585.0	920005.0	842661.0	1026253.0	878922.0	925211.0	924350.0	959784.0	801152.0	889823.0	927983.0	674717.0	962890.0	782861.0	492850.0	902904.0	831410.0	887573.0	632597.0	979206.0	829886.0	774919.0	842741.0	937924.0	954800.0	927577.0	680564.0	969536.0	893390.0	914260.0
FengQ_2015__SID31549__bin.70	1389981.0	1065120.0	1393506.0	1197272.0	684324.0	895125.0	1422787.0	850931.0	1365712.0	1273253.0	699095.0	1437641.0	1230024.0	1488537.0	1375972.0	1366810.0	1490620.0	1429785.0	1236703.0	878922.0	1630558.0	1384513.0	1416368.0	1475472.0	1179150.0	1295396.0	1400862.0	955582.0	1415095.0	1121453.0	743798.0	1366380.0	1234609.0	1390729.0	859223.0	1499095.0	1235405.0	1121270.0	1269152.0	1435146.0	1471997.0	1335436.0	1012547.0	1493733.0	1336661.0	1412421.0
CM_madagascar__A70_03_1FE__bin.14	1414291.0	1101950.0	1434635.0	1230231.0	764620.0	901754.0	1478956.0	941173.0	1429283.0	1290169.0	755966.0	1460797.0	1288560.0	1540610.0	1389423.0	1388316.0	1511456.0	1424022.0	1300963.0	925211.0	1384513.0	1692494.0	1436332.0	1510854.0	1193699.0	1344046.0	1417900.0	968230.0	1459935.0	1155623.0	766118.0	1404947.0	1265491.0	1418925.0	981068.0	1523620.0	1246310.0	1150197.0	1308313.0	1480218.0	1510557.0	1408350.0	1057251.0	1520803.0	1398505.0	1449158.0
FengQ_2015__SID31477__bin.73	1434089.0	1131164.0	1496116.0	1277080.0	843980.0	947093.0	1496093.0	981696.0	1417000.0	1343749.0	768162.0	1495501.0	1293839.0	1563042.0	1461783.0	1569808.0	1564600.0	1469641.0	1301672.0	924350.0	1416368.0	1436332.0	1765181.0	1542135.0	1224904.0	1455521.0	1572712.0	1018052.0	1532698.0	1175812.0	794918.0	1537676.0	1404212.0	1454029.0	925905.0	1591751.0	1365997.0	1219643.0	1352335.0	1526491.0	1516608.0	1443701.0	1078427.0	1579942.0	1392073.0	1492058.0
FengQ_2015__SID31750__bin.100	1519118.0	1165627.0	1564901.0	1334838.0	853726.0	961149.0	1575317.0	1040996.0	1489676.0	1397334.0	789371.0	1575981.0	1361058.0	1624376.0	1523568.0	1499698.0	1642659.0	1551093.0	1363076.0	959784.0	1475472.0	1510854.0	1542135.0	1816006.0	1265553.0	1469264.0	1527304.0	1029544.0	1593750.0	1233935.0	837670.0	1526830.0	1354154.0	1558082.0	996095.0	1688555.0	1314665.0	1233589.0	1436636.0	1617584.0	1628293.0	1512117.0	1129505.0	1679668.0	1444395.0	1594680.0
FengQ_2015__SID31416__bin.1	1196718.0	963739.0	1229963.0	1022424.0	612949.0	801493.0	1220323.0	760343.0	1177818.0	1145318.0	656177.0	1241277.0	1093234.0	1277147.0	1212593.0	1173252.0	1279332.0	1223115.0	1080971.0	801152.0	1179150.0	1193699.0	1224904.0	1265553.0	1372867.0	1136843.0	1226225.0	839141.0	1239966.0	984919.0	650701.0	1174916.0	1091889.0	1198365.0	807657.0	1275969.0	1085298.0	1020471.0	1118012.0	1227009.0	1258253.0	1175713.0	903052.0	1280782.0	1164449.0	1221344.0
XieH_2016__YSZC12003_36244__bin.35	1353299.0	1049735.0	1406460.0	1215389.0	803677.0	888662.0	1406403.0	941489.0	1329446.0	1270415.0	732962.0	1420319.0	1221606.0	1441458.0	1382460.0	1436887.0	1464977.0	1385666.0	1212117.0	889823.0	1295396.0	1344046.0	1455521.0	1469264.0	1136843.0	1591921.0	1462750.0	949284.0	1455467.0	1134778.0	776114.0	1468136.0	1295618.0	1417953.0	845910.0	1499107.0	1260988.0	1163351.0	1289469.0	1454506.0	1440928.0	1364555.0	1028313.0	1497139.0	1279615.0	1415549.0
LiSS_2016__FAT_010-22-14-0__bin.14	1419908.0	1126254.0	1480778.0	1253454.0	825390.0	937659.0	1481516.0	964463.0	1403175.0	1336103.0	764956.0	1497440.0	1282061.0	1549644.0	1457223.0	1499483.0	1555122.0	1461277.0	1289524.0	927983.0	1400862.0	1417900.0	1572712.0	1527304.0	1226225.0	1462750.0	1681687.0	1015672.0	1534189.0	1166425.0	793381.0	1526507.0	1429965.0	1467747.0	914787.0	1582914.0	1401995.0	1208855.0	1363151.0	1513861.0	1521935.0	1442571.0	1072595.0	1577433.0	1382278.0	1484441.0
FengQ_2015__SID530026__bin.44	967139.0	790380.0	997434.0	869238.0	487807.0	653480.0	994722.0	588408.0	960471.0	929050.0	555477.0	1001331.0	881068.0	1028041.0	997355.0	970805.0	1039901.0	1003910.0	887249.0	674717.0	955582.0	968230.0	1018052.0	1029544.0	839141.0	949284.0	1015672.0	1080642.0	1017586.0	818535.0	532922.0	973198.0	913287.0	966307.0	666453.0	1044851.0	917222.0	846358.0	900727.0	1009061.0	1011952.0	965375.0	730277.0	1042674.0	941052.0	988945.0
ZellerG_2014__CCIS77252613ST-4-0__bin.65	1465013.0	1149772.0	1530192.0	1299396.0	851179.0	938588.0	1539485.0	994474.0	1461678.0	1354180.0	790764.0	1566150.0	1318261.0	1574331.0	1495615.0	1474543.0	1588687.0	1516306.0	1339516.0	962890.0	1415095.0	1459935.0	1532698.0	1593750.0	1239966.0	1455467.0	1534189.0	1017586.0	1761586.0	1204656.0	831828.0	1503785.0	1351485.0	1549749.0	955021.0	1654736.0	1311385.0	1227865.0	1391144.0	1566918.0	1586918.0	1485693.0	1108471.0	1621253.0	1417156.0	1555188.0
FengQ_2015__SID530168__bin.24	1150845.0	909730.0	1159558.0	1026595.0	620536.0	743995.0	1182267.0	759991.0	1134569.0	1063099.0	639012.0	1172151.0	1028163.0	1211127.0	1150782.0	1141655.0	1227073.0	1180288.0	1028837.0	782861.0	1121453.0	1155623.0	1175812.0	1233935.0	984919.0	1134778.0	1166425.0	818535.0	1204656.0	1309735.0	639123.0	1152647.0	1037830.0	1172113.0	742135.0	1246499.0	1027405.0	978251.0	1082605.0	1202066.0	1226393.0	1149798.0	871177.0	1244318.0	1092396.0	1186622.0
ZellerG_2014__CCIS41806458ST-4-0__bin.8	816467.0	619469.0	805941.0	701733.0	448666.0	522620.0	813771.0	571219.0	794071.0	713159.0	429891.0	814451.0	735203.0	830443.0	796081.0	806021.0	845613.0	779741.0	707622.0	492850.0	743798.0	766118.0	794918.0	837670.0	650701.0	776114.0	793381.0	532922.0	831828.0	639123.0	923262.0	791002.0	708165.0	787454.0	487357.0	858045.0	685415.0	700714.0	747324.0	814605.0	836871.0	771730.0	655144.0	858009.0	745581.0	822947.0
XieH_2016__YSZC12003_36533__bin.2	1414071.0	1085369.0	1443801.0	1248922.0	826628.0	900197.0	1457617.0	987859.0	1390188.0	1286473.0	748902.0	1439812.0	1256465.0	1506538.0	1426960.0	1503200.0	1520647.0	1435813.0	1266682.0	902904.0	1366380.0	1404947.0	1537676.0	1526830.0	1174916.0	1468136.0	1526507.0	973198.0	1503785.0	1152647.0	791002.0	1688955.0	1338990.0	1452065.0	889280.0	1576023.0	1298694.0	1176966.0	1336738.0	1512352.0	1509340.0	1405662.0	1046392.0	1555927.0	1354148.0	1478455.0
LiSS_2016__FAT_010-22-2-0__bin.88	1270091.0	1000409.0	1328036.0	1123531.0	715570.0	849827.0	1316622.0	851457.0	1250753.0	1214255.0	700326.0	1332167.0	1144514.0	1374600.0	1288008.0	1337358.0	1381608.0	1298752.0	1145148.0	831410.0	1234609.0	1265491.0	1404212.0	1354154.0	1091889.0	1295618.0	1429965.0	913287.0	1351485.0	1037830.0	708165.0	1338990.0	1481364.0	1287807.0	816922.0	1389923.0	1271881.0	1101029.0	1215494.0	1336534.0	1340349.0	1285078.0	951384.0	1387962.0	1224066.0	1310325.0
XieH_2016__YSZC12003_35707__bin.64	1432416.0	1098648.0	1473740.0	1276900.0	839310.0	907651.0	1497909.0	977692.0	1407183.0	1327784.0	752345.0	1512919.0	1274885.0	1545286.0	1457579.0	1422143.0	1548649.0	1464066.0	1285982.0	887573.0	1390729.0	1418925.0	1454029.0	1558082.0	1198365.0	1417953.0	1467747.0	966307.0	1549749.0	1172113.0	787454.0	1452065.0	1287807.0	1726730.0	897189.0	1618422.0	1255492.0	1163927.0	1351610.0	1533538.0	1545725.0	1423710.0	1068745.0	1590902.0	1346392.0	1521704.0
CM_madagascar__A92_01_1FE__bin.31	921779.0	726937.0	934498.0	823993.0	307812.0	583944.0	978841.0	455787.0	939988.0	847031.0	497721.0	947745.0	859358.0	1029205.0	893179.0	880503.0	1001370.0	952123.0	857038.0	632597.0	859223.0	981068.0	925905.0	996095.0	807657.0	845910.0	914787.0	666453.0	955021.0	742135.0	487357.0	889280.0	816922.0	897189.0	1088659.0	1013639.0	829876.0	727489.0	858224.0	961122.0	968045.0	923160.0	664439.0	1019144.0	936283.0	949345.0
XieH_2016__YSZC12003_35577__bin.32	1551913.0	1181659.0	1580013.0	1381929.0	902349.0	970506.0	1616067.0	1073092.0	1524201.0	1410050.0	803175.0	1607252.0	1382027.0	1668537.0	1561058.0	1541453.0	1697584.0	1574614.0	1397502.0	979206.0	1499095.0	1523620.0	1591751.0	1688555.0	1275969.0	1499107.0	1582914.0	1044851.0	1654736.0	1246499.0	858045.0	1576023.0	1389923.0	1618422.0	1013639.0	1912636.0	1352423.0	1253701.0	1459840.0	1641142.0	1685924.0	1527516.0	1143667.0	1742498.0	1461003.0	1657835.0
LiSS_2016__FAT_010-22-0-0__bin.53	1245455.0	990061.0	1283153.0	1103513.0	660515.0	840682.0	1278569.0	791628.0	1237680.0	1196992.0	686939.0	1302393.0	1135014.0	1345523.0	1261559.0	1297497.0	1352046.0	1275485.0	1133024.0	829886.0	1235405.0	1246310.0	1365997.0	1314665.0	1085298.0	1260988.0	1401995.0	917222.0	1311385.0	1027405.0	685415.0	1298694.0	1271881.0	1255492.0	829876.0	1352423.0	1432143.0	1076874.0	1170609.0	1299422.0	1317782.0	1247125.0	930841.0	1348736.0	1216607.0	1270619.0
FengQ_2015__SID31871__bin.57	1164156.0	943630.0	1217076.0	1019995.0	679969.0	800551.0	1184728.0	816743.0	1149982.0	1115342.0	663076.0	1246222.0	1067565.0	1244659.0	1194147.0	1214462.0	1288328.0	1210400.0	1034797.0	774919.0	1121270.0	1150197.0	1219643.0	1233589.0	1020471.0	1163351.0	1208855.0	846358.0	1227865.0	978251.0	700714.0	1176966.0	1101029.0	1163927.0	727489.0	1253701.0	1076874.0	1358896.0	1114522.0	1221241.0	1234996.0	1176180.0	881501.0	1257825.0	1137688.0	1184604.0
BritoIL_2016__M2.44.ST__bin.3	1322436.0	1017711.0	1361628.0	1169777.0	747075.0	841402.0	1407360.0	914685.0	1307259.0	1212815.0	714705.0	1372684.0	1192882.0	1414547.0	1333777.0	1324231.0	1425645.0	1332320.0	1196632.0	842741.0	1269152.0	1308313.0	1352335.0	1436636.0	1118012.0	1289469.0	1363151.0	900727.0	1391144.0	1082605.0	747324.0	1336738.0	1215494.0	1351610.0	858224.0	1459840.0	1170609.0	1114522.0	1650610.0	1382847.0	1418477.0	1325046.0	966293.0	1466022.0	1274781.0	1384834.0
FengQ_2015__SID530054__bin.41	1490740.0	1145339.0	1506100.0	1314738.0	880944.0	957672.0	1566399.0	1036356.0	1465578.0	1352662.0	777251.0	1547819.0	1326269.0	1615673.0	1515052.0	1501152.0	1603183.0	1514078.0	1352451.0	937924.0	1435146.0	1480218.0	1526491.0	1617584.0	1227009.0	1454506.0	1513861.0	1009061.0	1566918.0	1202066.0	814605.0	1512352.0	1336534.0	1533538.0	961122.0	1641142.0	1299422.0	1221241.0	1382847.0	1784472.0	1584599.0	1471798.0	1116511.0	1641318.0	1427182.0	1554241.0
ZellerG_2014__CCIS16383318ST-4-0__bin.46	1533145.0	1152216.0	1528218.0	1318581.0	866703.0	953091.0	1579092.0	1052709.0	1517439.0	1383179.0	794627.0	1577511.0	1359896.0	1637342.0	1492036.0	1505543.0	1645743.0	1551630.0	1358591.0	954800.0	1471997.0	1510557.0	1516608.0	1628293.0	1258253.0	1440928.0	1521935.0	1011952.0	1586918.0	1226393.0	836871.0	1509340.0	1340349.0	1545725.0	968045.0	1685924.0	1317782.0	1234996.0	1418477.0	1584599.0	1921652.0	1489325.0	1135844.0	1665177.0	1454695.0	1595616.0
CM_madagascar__A62_01_1FE__bin.5	1407113.0	1087611.0	1443403.0	1231474.0	798187.0	885974.0	1476318.0	961095.0	1397247.0	1283721.0	770157.0	1452072.0	1273822.0	1510597.0	1392756.0	1370690.0	1492338.0	1422206.0	1297561.0	927577.0	1335436.0	1408350.0	1443701.0	1512117.0	1175713.0	1364555.0	1442571.0	965375.0	1485693.0	1149798.0	771730.0	1405662.0	1285078.0	1423710.0	923160.0	1527516.0	1247125.0	1176180.0	1325046.0	1471798.0	1489325.0	1627198.0	1040516.0	1527416.0	1354323.0	1429673.0
