	Obregon-TitoAJ_2015__SM29__bin.49	FengQ_2015__SID531128__bin.35	ZellerG_2014__CCMD86114146ST-21-0__bin.41	XieH_2016__YSZC12003_36157__bin.8	CM_madagascar__A09_02_1FE__bin.24	FengQ_2015__SID31276__bin.37	CM_madagascar__A28_02_1FE__bin.14	CM_madagascar__V30_01_1FE__bin.2	CM_madagascar__A04_01_1FE__bin.22	FengQ_2015__SID31275__bin.63	CM_madagascar__A36_01_1FE__bin.33	FengQ_2015__SID31685__bin.11	CM_madagascar__A83_02_1FE__bin.4	CM_madagascar__V53_02_1FE__bin.13	FengQ_2015__SID31333__bin.34	ZellerG_2014__CCIS33816588ST-4-0__bin.48	ZellerG_2014__CCIS63468405ST-4-0__bin.56	FengQ_2015__SID530323__bin.3	CM_madagascar__A68_01_1FE__bin.11	CM_madagascar__V40_01_1FE__bin.52	FengQ_2015__SID31549__bin.70	CM_madagascar__A70_03_1FE__bin.14	FengQ_2015__SID31477__bin.73	FengQ_2015__SID31750__bin.100	FengQ_2015__SID31416__bin.1	XieH_2016__YSZC12003_36244__bin.35	LiSS_2016__FAT_010-22-14-0__bin.14	FengQ_2015__SID530026__bin.44	ZellerG_2014__CCIS77252613ST-4-0__bin.65	FengQ_2015__SID530168__bin.24	ZellerG_2014__CCIS41806458ST-4-0__bin.8	XieH_2016__YSZC12003_36533__bin.2	LiSS_2016__FAT_010-22-2-0__bin.88	XieH_2016__YSZC12003_35707__bin.64	CM_madagascar__A92_01_1FE__bin.31	XieH_2016__YSZC12003_35577__bin.32	LiSS_2016__FAT_010-22-0-0__bin.53	FengQ_2015__SID31871__bin.57	BritoIL_2016__M2.44.ST__bin.3	FengQ_2015__SID530054__bin.41	ZellerG_2014__CCIS16383318ST-4-0__bin.46	CM_madagascar__A62_01_1FE__bin.5	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.62	FengQ_2015__SID31360__bin.3	CM_madagascar__A13_01_1FE__bin.9	SchirmerM_2016__G89058__bin.17
CM_madagascar__A36_01_1FE__bin.33	20173.0	15643.0	19278.0	17542.0	10528.0	12892.0	19299.0	10863.0	14744.0	18473.0	0.0	19692.0	13591.0	17992.0	19369.0	21362.0	20327.0	19806.0	16230.0	11059.0	18021.0	16781.0	21652.0	19315.0	16692.0	20374.0	21516.0	13721.0	20652.0	15739.0	10929.0	20588.0	19882.0	19282.0	12278.0	20779.0	19667.0	16790.0	16382.0	20917.0	20961.0	17413.0	15101.0	19505.0	16448.0	19899.0
FengQ_2015__SID31685__bin.11	36547.0	26211.0	33464.0	29820.0	22923.0	21425.0	43557.0	24479.0	36070.0	31860.0	19692.0	0.0	32066.0	45182.0	33297.0	41058.0	35661.0	34003.0	36374.0	22288.0	32895.0	40873.0	41774.0	36123.0	27795.0	38408.0	41908.0	22177.0	39455.0	24899.0	17929.0	40082.0	36775.0	36580.0	28081.0	38865.0	35259.0	28002.0	37595.0	39785.0	39019.0	36850.0	25991.0	37949.0	39787.0	35646.0
CM_madagascar__A83_02_1FE__bin.4	33320.0	25017.0	32480.0	29363.0	16349.0	22204.0	31399.0	17036.0	1837.0	31107.0	13591.0	32066.0	0.0	33130.0	31875.0	35573.0	34994.0	31737.0	28968.0	18074.0	31199.0	30095.0	35997.0	32619.0	27163.0	33626.0	36195.0	21792.0	34483.0	24750.0	19260.0	34604.0	32627.0	32242.0	21012.0	35715.0	32265.0	26354.0	27961.0	34946.0	35299.0	27971.0	24978.0	34331.0	28997.0	34217.0
CM_madagascar__V53_02_1FE__bin.13	45395.0	33087.0	44054.0	38060.0	21692.0	27689.0	43163.0	23523.0	35378.0	40718.0	17992.0	45182.0	33130.0	0.0	44073.0	47764.0	47872.0	43540.0	35713.0	22712.0	42484.0	31494.0	49583.0	46580.0	36012.0	45158.0	50757.0	28303.0	46076.0	33031.0	22479.0	48297.0	43992.0	44457.0	20184.0	50211.0	43213.0	35615.0	37059.0	48315.0	48286.0	39105.0	31837.0	47505.0	26422.0	44259.0
FengQ_2015__SID31333__bin.34	35387.0	22403.0	31912.0	27783.0	22559.0	20406.0	42157.0	24877.0	35201.0	28500.0	19369.0	33297.0	31875.0	44073.0	0.0	38683.0	32194.0	30013.0	36301.0	22778.0	27379.0	38675.0	40172.0	34015.0	24316.0	38204.0	40172.0	20146.0	36542.0	22900.0	16773.0	39750.0	35501.0	31479.0	25742.0	34751.0	34098.0	23948.0	36505.0	36177.0	38922.0	36879.0	23963.0	34651.0	37385.0	31002.0
ZellerG_2014__CCIS33816588ST-4-0__bin.48	41885.0	28944.0	38682.0	32423.0	24817.0	25740.0	43867.0	27532.0	38874.0	34841.0	21362.0	41058.0	35573.0	47764.0	38683.0	0.0	41842.0	38724.0	37610.0	24070.0	36056.0	42478.0	15770.0	40491.0	31580.0	14624.0	14862.0	25553.0	41905.0	29620.0	21941.0	15925.0	12331.0	38841.0	27654.0	42671.0	11965.0	32008.0	39037.0	42503.0	43980.0	39813.0	30091.0	42370.0	39474.0	39539.0
ZellerG_2014__CCIS63468405ST-4-0__bin.56	39248.0	25067.0	33448.0	30948.0	22896.0	20790.0	45525.0	26285.0	38393.0	31492.0	20327.0	35661.0	34994.0	47872.0	32194.0	41842.0	0.0	32731.0	38556.0	24053.0	32470.0	42423.0	42849.0	36790.0	26169.0	39827.0	43066.0	21935.0	39404.0	25159.0	18121.0	42036.0	38202.0	35063.0	30517.0	39618.0	36788.0	26661.0	39528.0	38939.0	41995.0	39746.0	25786.0	39604.0	40637.0	35137.0
FengQ_2015__SID530323__bin.3	35769.0	23121.0	30939.0	28215.0	20869.0	20420.0	41286.0	23526.0	35709.0	27972.0	19806.0	34003.0	31737.0	43540.0	30013.0	38724.0	32731.0	0.0	35065.0	22859.0	29262.0	39834.0	38931.0	33997.0	25794.0	36922.0	39138.0	20632.0	36371.0	23572.0	16518.0	38370.0	34806.0	32705.0	27601.0	35833.0	33764.0	24208.0	36363.0	34909.0	38736.0	36775.0	25036.0	35462.0	37590.0	33345.0
CM_madagascar__A68_01_1FE__bin.11	38045.0	27982.0	36363.0	32380.0	1435.0	22865.0	35788.0	20485.0	30831.0	35259.0	16230.0	36374.0	28968.0	35713.0	36301.0	37610.0	38556.0	35065.0	0.0	20113.0	34702.0	32903.0	40948.0	37581.0	29722.0	37426.0	40803.0	23784.0	39070.0	27146.0	19160.0	38898.0	35825.0	37034.0	21580.0	39649.0	35261.0	28423.0	30059.0	39472.0	39175.0	32984.0	27515.0	38512.0	29825.0	37226.0
CM_madagascar__V40_01_1FE__bin.52	24018.0	19499.0	23661.0	20769.0	9837.0	15246.0	21125.0	692.0	19848.0	22287.0	11059.0	22288.0	18074.0	22712.0	22778.0	24070.0	24053.0	22859.0	20113.0	0.0	21992.0	22635.0	26302.0	23346.0	20466.0	24421.0	26448.0	16350.0	25287.0	19678.0	11812.0	25192.0	23716.0	22819.0	15339.0	25838.0	23909.0	19839.0	19219.0	23985.0	25379.0	20998.0	17799.0	23898.0	19372.0	22570.0
FengQ_2015__SID31549__bin.70	34775.0	22036.0	29052.0	27070.0	17666.0	19028.0	39349.0	20193.0	35875.0	27599.0	18021.0	32895.0	31199.0	42484.0	27379.0	36056.0	32470.0	29262.0	34702.0	21992.0	0.0	39467.0	38040.0	32175.0	23597.0	34437.0	37371.0	19879.0	34820.0	22639.0	15938.0	36945.0	33310.0	31322.0	26123.0	35001.0	33211.0	22882.0	34192.0	32846.0	37665.0	35354.0	23212.0	32926.0	37763.0	30441.0
CM_madagascar__A70_03_1FE__bin.14	41137.0	31307.0	39562.0	35169.0	17893.0	25699.0	38418.0	21252.0	33809.0	37458.0	16781.0	40873.0	30095.0	31494.0	38675.0	42478.0	42423.0	39834.0	32903.0	22635.0	39467.0	0.0	44257.0	41387.0	33053.0	40579.0	44006.0	26370.0	40807.0	31954.0	20718.0	43056.0	39377.0	40081.0	25018.0	44031.0	38979.0	33138.0	31808.0	42664.0	43708.0	35316.0	29616.0	41499.0	29715.0	40851.0
FengQ_2015__SID31477__bin.73	42453.0	30404.0	40876.0	35189.0	27312.0	26295.0	44803.0	27689.0	40323.0	37082.0	21652.0	41774.0	35997.0	49583.0	40172.0	15770.0	42849.0	38931.0	40948.0	26302.0	38040.0	44257.0	0.0	41761.0	32842.0	14222.0	15206.0	26836.0	44659.0	31005.0	21521.0	15470.0	13930.0	40237.0	29520.0	45545.0	13324.0	32927.0	39218.0	43059.0	44056.0	42782.0	30321.0	43048.0	41239.0	41068.0
FengQ_2015__SID31750__bin.100	37090.0	25752.0	33657.0	31471.0	23220.0	21824.0	43094.0	24851.0	36471.0	31842.0	19315.0	36123.0	32619.0	46580.0	34015.0	40491.0	36790.0	33997.0	37581.0	23346.0	32175.0	41387.0	41761.0	0.0	26961.0	39377.0	41532.0	21811.0	39174.0	25778.0	18479.0	41390.0	36915.0	36259.0	29348.0	40618.0	35729.0	26586.0	37833.0	37861.0	40338.0	38816.0	26129.0	37975.0	39566.0	36665.0
FengQ_2015__SID31416__bin.1	29694.0	19752.0	24931.0	23064.0	16439.0	15786.0	33439.0	19084.0	29324.0	24803.0	16692.0	27795.0	27163.0	36012.0	24316.0	31580.0	26169.0	25794.0	29722.0	20466.0	23597.0	33053.0	32842.0	26961.0	0.0	29930.0	32678.0	17360.0	29201.0	20021.0	13874.0	31257.0	28630.0	25625.0	24049.0	28858.0	29047.0	20816.0	30456.0	28255.0	31286.0	30271.0	20297.0	28475.0	31954.0	26716.0
XieH_2016__YSZC12003_36244__bin.35	40216.0	27827.0	38161.0	33496.0	24982.0	24801.0	42151.0	26466.0	37520.0	34698.0	20374.0	38408.0	33626.0	45158.0	38204.0	14624.0	39827.0	36922.0	37426.0	24421.0	34437.0	40579.0	14222.0	39377.0	29930.0	0.0	13889.0	25000.0	41753.0	30196.0	21446.0	11845.0	12274.0	39547.0	26688.0	42271.0	11982.0	31279.0	37372.0	41110.0	42111.0	39987.0	29191.0	40854.0	37997.0	38730.0
LiSS_2016__FAT_010-22-14-0__bin.14	42707.0	29997.0	40031.0	34425.0	26117.0	26122.0	45899.0	27457.0	39903.0	37132.0	21516.0	41908.0	36195.0	50757.0	40172.0	14862.0	43066.0	39138.0	40803.0	26448.0	37371.0	44006.0	15206.0	41532.0	32678.0	13889.0	0.0	26519.0	44456.0	31077.0	21456.0	14740.0	1117.0	40921.0	30400.0	44847.0	1251.0	33324.0	40188.0	42855.0	45164.0	42951.0	30564.0	43795.0	42105.0	40793.0
FengQ_2015__SID530026__bin.44	23960.0	16466.0	20999.0	19215.0	12936.0	14374.0	27593.0	14198.0	24532.0	20116.0	13721.0	22177.0	21792.0	28303.0	20146.0	25553.0	21935.0	20632.0	23784.0	16350.0	19879.0	26370.0	26836.0	21811.0	17360.0	25000.0	26519.0	0.0	23375.0	16408.0	11157.0	25775.0	23636.0	20988.0	18516.0	24014.0	24141.0	17401.0	23132.0	23837.0	25164.0	24559.0	16789.0	22672.0	25250.0	21253.0
ZellerG_2014__CCIS77252613ST-4-0__bin.65	38256.0	27289.0	37540.0	32772.0	24146.0	22988.0	44480.0	26342.0	39058.0	34125.0	20652.0	39455.0	34483.0	46076.0	36542.0	41905.0	39404.0	36371.0	39070.0	25287.0	34820.0	40807.0	44659.0	39174.0	29201.0	41753.0	44456.0	23375.0	0.0	27670.0	18803.0	43379.0	39116.0	38690.0	28474.0	40148.0	36896.0	30477.0	38741.0	39960.0	41261.0	41149.0	28682.0	41193.0	40356.0	38737.0
FengQ_2015__SID530168__bin.24	28172.0	18719.0	24279.0	22781.0	16052.0	15725.0	31579.0	17991.0	28060.0	22756.0	15739.0	24899.0	24750.0	33031.0	22900.0	29620.0	25159.0	23572.0	27146.0	19678.0	22639.0	31954.0	31005.0	25778.0	20021.0	30196.0	31077.0	16408.0	27670.0	0.0	14006.0	30326.0	27448.0	24698.0	21336.0	27243.0	27418.0	20038.0	28270.0	27118.0	29717.0	29363.0	19286.0	26323.0	29992.0	24422.0
ZellerG_2014__CCIS41806458ST-4-0__bin.8	20229.0	13507.0	17674.0	15731.0	12179.0	11571.0	23215.0	14659.0	20551.0	15040.0	10929.0	17929.0	19260.0	22479.0	16773.0	21941.0	18121.0	16518.0	19160.0	11812.0	15938.0	20718.0	21521.0	18479.0	13874.0	21446.0	21456.0	11157.0	18803.0	14006.0	0.0	21489.0	19466.0	16478.0	13452.0	18566.0	18916.0	14792.0	20152.0	18258.0	19944.0	19611.0	15185.0	19222.0	19687.0	17512.0
XieH_2016__YSZC12003_36533__bin.2	42632.0	28740.0	39646.0	34416.0	26104.0	24729.0	43863.0	27796.0	39140.0	35062.0	20588.0	40082.0	34604.0	48297.0	39750.0	15925.0	42036.0	38370.0	38898.0	25192.0	36945.0	43056.0	15470.0	41390.0	31257.0	11845.0	14740.0	25775.0	43379.0	30326.0	21489.0	0.0	12970.0	40899.0	28622.0	44840.0	12738.0	31656.0	39379.0	42800.0	44111.0	41348.0	29041.0	42408.0	40809.0	39981.0
LiSS_2016__FAT_010-22-2-0__bin.88	38258.0	27303.0	35985.0	30980.0	21946.0	23855.0	39641.0	23966.0	36000.0	33623.0	19882.0	36775.0	32627.0	43992.0	35501.0	12331.0	38202.0	34806.0	35825.0	23716.0	33310.0	39377.0	13930.0	36915.0	28630.0	12274.0	1117.0	23636.0	39116.0	27448.0	19466.0	12970.0	0.0	36230.0	26186.0	39427.0	1552.0	30227.0	35781.0	38176.0	39354.0	38324.0	27312.0	38468.0	36381.0	35910.0
XieH_2016__YSZC12003_35707__bin.64	37109.0	24163.0	33343.0	28206.0	23623.0	19983.0	43048.0	25342.0	36905.0	30730.0	19282.0	36580.0	32242.0	44457.0	31479.0	38841.0	35063.0	32705.0	37034.0	22819.0	31322.0	40081.0	40237.0	36259.0	25625.0	39547.0	40921.0	20988.0	38690.0	24698.0	16478.0	40899.0	36230.0	0.0	27045.0	35968.0	34469.0	25685.0	37815.0	36512.0	40010.0	38857.0	24956.0	37753.0	38307.0	30353.0
CM_madagascar__A92_01_1FE__bin.31	28680.0	20706.0	28190.0	24347.0	7648.0	16744.0	25191.0	9693.0	22907.0	25367.0	12278.0	28081.0	21012.0	20184.0	25742.0	27654.0	30517.0	27601.0	21580.0	15339.0	26123.0	25018.0	29520.0	29348.0	24049.0	26688.0	30400.0	18516.0	28474.0	21336.0	13452.0	28622.0	26186.0	27045.0	0.0	31547.0	26647.0	22419.0	22003.0	29190.0	29505.0	22329.0	19428.0	30337.0	10190.0	27782.0
XieH_2016__YSZC12003_35577__bin.32	40325.0	26840.0	37089.0	31687.0	25381.0	22550.0	46703.0	29017.0	40246.0	32905.0	20779.0	38865.0	35715.0	50211.0	34751.0	42671.0	39618.0	35833.0	39649.0	25838.0	35001.0	44031.0	45545.0	40618.0	28858.0	42271.0	44847.0	24014.0	40148.0	27243.0	18566.0	44840.0	39427.0	35968.0	31547.0	0.0	37571.0	28696.0	41570.0	39675.0	43819.0	42539.0	27522.0	42013.0	41388.0	33202.0
LiSS_2016__FAT_010-22-0-0__bin.53	37306.0	26829.0	34206.0	29474.0	19779.0	23642.0	38295.0	22112.0	35559.0	33039.0	19667.0	35259.0	32265.0	43213.0	34098.0	11965.0	36788.0	33764.0	35261.0	23909.0	33211.0	38979.0	13324.0	35729.0	29047.0	11982.0	1251.0	24141.0	36896.0	27418.0	18916.0	12738.0	1552.0	34469.0	26647.0	37571.0	0.0	29013.0	34069.0	36077.0	38707.0	37257.0	26010.0	36530.0	36792.0	33874.0
FengQ_2015__SID31871__bin.57	28760.0	16871.0	25954.0	22582.0	18060.0	16891.0	33143.0	20501.0	29212.0	23249.0	16790.0	28002.0	26354.0	35615.0	23948.0	32008.0	26661.0	24208.0	28423.0	19839.0	22882.0	33138.0	32927.0	26586.0	20816.0	31279.0	33324.0	17401.0	30477.0	20038.0	14792.0	31656.0	30227.0	25685.0	22419.0	28696.0	29013.0	0.0	30003.0	28818.0	30618.0	31026.0	19675.0	28388.0	31219.0	25629.0
BritoIL_2016__M2.44.ST__bin.3	37832.0	26994.0	37103.0	33324.0	18489.0	22834.0	27970.0	20329.0	30852.0	33526.0	16382.0	37595.0	27961.0	37059.0	36505.0	39037.0	39528.0	36363.0	30059.0	19219.0	34192.0	31808.0	39218.0	37833.0	30456.0	37372.0	40188.0	23132.0	38741.0	28270.0	20152.0	39379.0	35781.0	37815.0	22003.0	41570.0	34069.0	30003.0	0.0	39212.0	40493.0	30144.0	26740.0	40157.0	29640.0	38792.0
FengQ_2015__SID530054__bin.41	39584.0	26816.0	35700.0	30854.0	25980.0	23135.0	45513.0	27312.0	39422.0	33126.0	20917.0	39785.0	34946.0	48315.0	36177.0	42503.0	38939.0	34909.0	39472.0	23985.0	32846.0	42664.0	43059.0	37861.0	28255.0	41110.0	42855.0	23837.0	39960.0	27118.0	18258.0	42800.0	38176.0	36512.0	29190.0	39675.0	36077.0	28818.0	39212.0	0.0	43441.0	41001.0	26529.0	40759.0	40786.0	36741.0
ZellerG_2014__CCIS16383318ST-4-0__bin.46	35184.0	29412.0	38397.0	34084.0	24167.0	24510.0	46443.0	27440.0	40537.0	35703.0	20961.0	39019.0	35299.0	48286.0	38922.0	43980.0	41995.0	38736.0	39175.0	25379.0	37665.0	43708.0	44056.0	40338.0	31286.0	42111.0	45164.0	25164.0	41261.0	29717.0	19944.0	44111.0	39354.0	40010.0	29505.0	43819.0	38707.0	30618.0	40493.0	43441.0	0.0	41093.0	27880.0	41914.0	41861.0	41858.0
CM_madagascar__A62_01_1FE__bin.5	39219.0	29350.0	37361.0	34154.0	19670.0	23517.0	36349.0	20794.0	31325.0	34891.0	17413.0	36850.0	27971.0	39105.0	36879.0	39813.0	39746.0	36775.0	32984.0	20998.0	35354.0	35316.0	42782.0	38816.0	30271.0	39987.0	42951.0	24559.0	41149.0	29363.0	19611.0	41348.0	38324.0	38857.0	22329.0	42539.0	37257.0	31026.0	30144.0	41001.0	41093.0	0.0	27966.0	39654.0	32767.0	38606.0
VogtmannE_2016__MMRS72980899ST-27-0-0__bin.62	26757.0	18968.0	25151.0	22350.0	17188.0	17253.0	31114.0	18559.0	27562.0	23228.0	15101.0	25991.0	24978.0	31837.0	23963.0	30091.0	25786.0	25036.0	27515.0	17799.0	23212.0	29616.0	30321.0	26129.0	20297.0	29191.0	30564.0	16789.0	28682.0	19286.0	15185.0	29041.0	27312.0	24956.0	19428.0	27522.0	26010.0	19675.0	26740.0	26529.0	27880.0	27966.0	0.0	27252.0	29099.0	26110.0
FengQ_2015__SID31360__bin.3	39744.0	25317.0	36151.0	33213.0	25539.0	22434.0	45582.0	27359.0	39187.0	32756.0	19505.0	37949.0	34331.0	47505.0	34651.0	42370.0	39604.0	35462.0	38512.0	23898.0	32926.0	41499.0	43048.0	37975.0	28475.0	40854.0	43795.0	22672.0	41193.0	26323.0	19222.0	42408.0	38468.0	37753.0	30337.0	42013.0	36530.0	28388.0	40157.0	40759.0	41914.0	39654.0	27252.0	0.0	39527.0	39081.0
CM_madagascar__A13_01_1FE__bin.9	39761.0	29270.0	39517.0	32753.0	17199.0	23759.0	33749.0	18888.0	32187.0	36396.0	16448.0	39787.0	28997.0	26422.0	37385.0	39474.0	40637.0	37590.0	29825.0	19372.0	37763.0	29715.0	41239.0	39566.0	31954.0	37997.0	42105.0	25250.0	40356.0	29992.0	19687.0	40809.0	36381.0	38307.0	10190.0	41388.0	36792.0	31219.0	29640.0	40786.0	41861.0	32767.0	29099.0	39527.0	0.0	39093.0
SchirmerM_2016__G89058__bin.17	38805.0	23618.0	34600.0	28501.0	24467.0	20431.0	43156.0	27096.0	37757.0	30956.0	19899.0	35646.0	34217.0	44259.0	31002.0	39539.0	35137.0	33345.0	37226.0	22570.0	30441.0	40851.0	41068.0	36665.0	26716.0	38730.0	40793.0	21253.0	38737.0	24422.0	17512.0	39981.0	35910.0	30353.0	27782.0	33202.0	33874.0	25629.0	38792.0	36741.0	41858.0	38606.0	26110.0	39081.0	39093.0	0.0
