	Obregon-TitoAJ_2015__SM29__bin.49	FengQ_2015__SID531128__bin.35	ZellerG_2014__CCMD86114146ST-21-0__bin.41	XieH_2016__YSZC12003_36157__bin.8	CM_madagascar__A09_02_1FE__bin.24	FengQ_2015__SID31276__bin.37	CM_madagascar__A28_02_1FE__bin.14	CM_madagascar__V30_01_1FE__bin.2	CM_madagascar__A04_01_1FE__bin.22	FengQ_2015__SID31275__bin.63	CM_madagascar__A36_01_1FE__bin.33	FengQ_2015__SID31685__bin.11	CM_madagascar__A83_02_1FE__bin.4	CM_madagascar__V53_02_1FE__bin.13	FengQ_2015__SID31333__bin.34	ZellerG_2014__CCIS33816588ST-4-0__bin.48	ZellerG_2014__CCIS63468405ST-4-0__bin.56	FengQ_2015__SID530323__bin.3	CM_madagascar__A68_01_1FE__bin.11	CM_madagascar__V40_01_1FE__bin.52	FengQ_2015__SID31549__bin.70	CM_madagascar__A70_03_1FE__bin.14	FengQ_2015__SID31477__bin.73	FengQ_2015__SID31750__bin.100	FengQ_2015__SID31416__bin.1	XieH_2016__YSZC12003_36244__bin.35	LiSS_2016__FAT_010-22-14-0__bin.14	FengQ_2015__SID530026__bin.44	ZellerG_2014__CCIS77252613ST-4-0__bin.65	FengQ_2015__SID530168__bin.24	ZellerG_2014__CCIS41806458ST-4-0__bin.8	XieH_2016__YSZC12003_36533__bin.2	LiSS_2016__FAT_010-22-2-0__bin.88	XieH_2016__YSZC12003_35707__bin.64	CM_madagascar__A92_01_1FE__bin.31	XieH_2016__YSZC12003_35577__bin.32	LiSS_2016__FAT_010-22-0-0__bin.53	FengQ_2015__SID31871__bin.57	BritoIL_2016__M2.44.ST__bin.3	FengQ_2015__SID530054__bin.41	ZellerG_2014__CCIS16383318ST-4-0__bin.46	CM_madagascar__A62_01_1FE__bin.5	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.62	FengQ_2015__SID31360__bin.3	CM_madagascar__A13_01_1FE__bin.9	SchirmerM_2016__G89058__bin.17
CM_madagascar__A36_01_1FE__bin.33	0.8691269995118727	0.6972629838357464	0.8891051855934717	0.7630305464923733	0.5129622320262888	0.5704082752757685	0.9138770619874955	0.5973673823531472	0.8838584010444522	0.8292453645423398	1.0	0.9104963717428013	0.8373578533609549	0.9301709379751358	0.8905613931012899	0.8825096282525277	0.9329490595959054	0.9002608795166372	0.796921528282189	0.6116503607237364	0.8163812250827364	0.8827933960347247	0.8970355025025282	0.921802707821948	0.7662629301183884	0.8559300459867295	0.8932916362073677	0.6486686269609755	0.9234294095528147	0.7462181812236814	0.5020132331543533	0.8745442782839407	0.8178187482921383	0.8785649057493922	0.5812229807528371	0.9379225862805868	0.8021858293609736	0.7743193660417548	0.834610093725112	0.9076493517716219	0.9279404998516934	0.8993652009613071	0.6752949199728143	0.9284893511176714	0.8400892642356838	0.8878918739650651
FengQ_2015__SID31685__bin.11	0.8151594993257939	0.6316435892805108	0.847000641520681	0.7052772000890817	0.4803555066074414	0.5284462900936576	0.8504143292895741	0.5717084947753182	0.8062524444818696	0.7607366075632962	0.4319400848491429	1.0	0.7315634822939184	0.8847257138995039	0.8146858376830799	0.8261218579059391	0.8962215650667059	0.8432728412939882	0.7285785829594823	0.5135882722485244	0.7964390616291966	0.8092672592884771	0.828492936070636	0.8730780694105433	0.6876553250094455	0.786842842944879	0.8295671231176797	0.5547275863864658	0.8676317915046707	0.6493601966886896	0.4511978930643748	0.7976417744085323	0.7380074965957301	0.8381423378165915	0.5250414661683709	0.8904018977489161	0.7215129916247758	0.6903948066740311	0.7604535185581186	0.8574765966829281	0.8739256744553999	0.804433694571893	0.6075782538892883	0.8939950783508376	0.7907274224053591	0.8359230529736533
CM_madagascar__A83_02_1FE__bin.4	0.8656227619906771	0.6707085297504074	0.8784907892547257	0.7600712524902328	0.4788981195837227	0.5579522724195057	0.9011850038300908	0.5777131157536318	0.9000888634971794	0.7852743955227349	0.48309538711539923	0.8896691300068248	1.0	0.9183513564315545	0.8548311357752043	0.8554058178305045	0.9378730296254326	0.8743063223784426	0.8014146745365994	0.5765920478286383	0.828690176305448	0.8681269744168796	0.8716835354601734	0.9169702330864603	0.7365321946588929	0.8230188122473976	0.8637484765535784	0.5935919919099858	0.8881370936718276	0.6926926448107827	0.4953200130162454	0.8465039725823436	0.771080489847396	0.8589138711270438	0.5789655588260856	0.9310974406100119	0.7646801621506178	0.7192385092221985	0.8036669161671604	0.893532233060859	0.9161873719513386	0.8581977081437095	0.6573830474857155	0.9384807238972741	0.8312395278848803	0.8889711574285235
CM_madagascar__V53_02_1FE__bin.13	0.8303082328067651	0.6215546625400161	0.8207134497363598	0.6998545451826037	0.4608172071499883	0.5208179870399384	0.8539372957796736	0.5507646927794476	0.8007744414038233	0.743167816826286	0.4254871240703418	0.853074609293831	0.7281330342686849	1.0	0.8132628298573923	0.8170800172430462	0.8889944173768027	0.8340896307221086	0.7370515566015815	0.5157957094300981	0.7951335935459299	0.8229494903739679	0.834932018702402	0.8676948750012686	0.6822151438603163	0.7699853476840206	0.8277751929826997	0.5491498932458859	0.8409622773641215	0.6469491613245095	0.4435987327322483	0.8047492092930831	0.7342717296837332	0.8254472748989214	0.549771668521131	0.8912844093054759	0.7187396337401759	0.6648609899581156	0.7556102665567699	0.8630459830592946	0.874620938763148	0.806917410188461	0.6004217815784653	0.8908089969386649	0.8012573321674157	0.8279402518830871
FengQ_2015__SID31333__bin.34	0.8446542497533559	0.6644354091303178	0.8737869592513976	0.7537498878890251	0.4812873329546474	0.5641603635385213	0.8786086280606297	0.5739071422165087	0.8287231307363448	0.7912409937516817	0.4559885198361685	0.8792956441149212	0.7586624413285898	0.9103267661215582	1.0	0.8527429818529701	0.9212759723758558	0.8729349158420282	0.7678896230081617	0.5469879518072289	0.822728332685581	0.8307710245448294	0.8740368919848127	0.9109797004394751	0.7250399115070705	0.8266076713803103	0.8713103530748303	0.5963436874047057	0.8942658973362433	0.6880815569972196	0.4759968907889623	0.8532153427606206	0.770132440431702	0.8715232144458728	0.5340542318155999	0.933395916170887	0.7543179168286047	0.7140105832760322	0.7974988788902508	0.905887769440043	0.8921259230470269	0.8327639092349547	0.6333935244700888	0.9231534575024665	0.8065251577027713	0.8891930999431971
ZellerG_2014__CCIS33816588ST-4-0__bin.48	0.7821789900610598	0.6108124972144227	0.7996217185898293	0.6877813433168427	0.45856732183446985	0.5244690689486117	0.8047471809956768	0.5505236885501626	0.7695486250389981	0.7217999286892187	0.42102498105807373	0.8307823015554664	0.7073572670143067	0.8521760930605696	0.7945413825377724	1.0	0.8625818959753978	0.8135273209430851	0.6947397156482595	0.4900460177385568	0.7614710077104783	0.7734523331996256	0.874564335695503	0.8355049694700718	0.6536368498462362	0.8005119891251059	0.8353851896421091	0.5408504924900833	0.8214907295984312	0.6360336720595445	0.44904677541560817	0.8374559878771671	0.7450628426260195	0.7922978785042564	0.4905418505147747	0.8587673262913936	0.7228556625217275	0.6765955787315595	0.7377495877345456	0.8363150153763872	0.8387613094442216	0.7636326157685965	0.5982289298925881	0.856005147747025	0.7566073895797121	0.8139596425547088
ZellerG_2014__CCIS63468405ST-4-0__bin.56	0.8210563795042031	0.6361010868983241	0.8488172618728917	0.71540236654709	0.4576013278363763	0.5302489693205547	0.8499073727043958	0.5586041655512127	0.8028955399689458	0.759701772233228	0.4277539219360711	0.8661760454034374	0.7453466830861487	0.891069229533651	0.8249654655458586	0.8289875247630776	1.0	0.8378952722599989	0.7295962949081758	0.5159206510681587	0.7981046206564223	0.8092605878888472	0.8377148364298335	0.8795090217915082	0.6849772447395192	0.784374899609145	0.8326401456336671	0.5567816030411736	0.8506114472345666	0.6569968410344273	0.4527563313165926	0.8141816137495315	0.7397376452321036	0.829174385607967	0.5361514161803288	0.9089168496011136	0.7239096214595492	0.6897938641109386	0.7633158430154736	0.858372865021149	0.8811602505755742	0.7990244685977406	0.6069197408577395	0.9072982813085614	0.7821036569042137	0.8436403062590352
FengQ_2015__SID530323__bin.3	0.8270307469386202	0.6459450767203726	0.8489304335095867	0.7325253803742013	0.460718777269421	0.5471751617577386	0.8549425303256134	0.5668247068303092	0.8222440089406237	0.7741449289395632	0.4443360872206487	0.8773361644539891	0.7479714720789947	0.8999787896498102	0.8414630069590698	0.8416411047364787	0.9019799400807608	1.0	0.7396965536639151	0.5302616365860097	0.8240826235358807	0.8207610135319728	0.8470543549805706	0.8940006985582726	0.7049646052281208	0.7986538344048019	0.842233611258085	0.5786218113869609	0.873950577578585	0.6802804838265316	0.4494179257430251	0.8275569711158834	0.7485593676549076	0.8438411022004586	0.5487734308087253	0.9075574552651813	0.7351490084737654	0.6976360834166185	0.7679068957845582	0.8726664292029634	0.8943102082879444	0.8197143288595633	0.6207508694514473	0.9111407364371914	0.7922699800922419	0.8727857374227811
CM_madagascar__A68_01_1FE__bin.11	0.83742890561986	0.6386538167275707	0.8312012583672866	0.7353441188446467	0.45698806210919163	0.5222905033728497	0.8758315416555362	0.5630065434061502	0.8305878950876474	0.7596744117288545	0.4424715816992108	0.8527091724393704	0.771268015114931	0.8946311910140334	0.8326808513949152	0.8085437744275492	0.8835199790445019	0.8321089841511078	1.0	0.5463607976575487	0.801848000020748	0.8435126134981418	0.8439723117700912	0.8837851646484897	0.7008751773307156	0.7859070385057277	0.8360958454687626	0.5752705671211347	0.8685094364578984	0.6670727658923333	0.4588048104279538	0.8212856509301596	0.74248597563664	0.8337992992356948	0.5556824930818328	0.9061061416726534	0.7346250703487482	0.6709370842291722	0.7758669429611053	0.8768961743248466	0.8808772002624624	0.8413068398434562	0.6253582274968295	0.902792942561706	0.8219119817209962	0.8573152324167032
CM_madagascar__V40_01_1FE__bin.52	0.8671146393725524	0.7189445487613678	0.9091510572928898	0.7815314547192553	0.42493322796620325	0.5739822441444751	0.9007759295222523	0.5442576050934809	0.8799214228850001	0.8176307401781042	0.5103780451798923	0.9033552155267756	0.8339415329358355	0.940898589334209	0.8914078692096393	0.8571112581400493	0.9389351358778001	0.8964699737783958	0.8211045424471354	1.0	0.8564379348951964	0.9015427969516289	0.9007038225466819	0.9352313708218148	0.7806574012451121	0.8670600719315802	0.9042438852797507	0.6574567869716337	0.9382579149585921	0.762834310837581	0.48024220148442925	0.8798064414915231	0.8101413589046755	0.864867630106806	0.6164142760118606	0.9541565286532658	0.8086563449753619	0.7550954784054225	0.8211824959342384	0.9139305804708975	0.9303748685752928	0.9038482713327025	0.6631542124602803	0.9447339008996807	0.870535823037789	0.8908719389858056
FengQ_2015__SID31549__bin.70	0.8524572569635671	0.6532242336672477	0.8546190935863673	0.7342713353342843	0.41968700285423766	0.5489685126196063	0.8725767497997619	0.52186490759605	0.8375733951199528	0.7808694937561252	0.42874586491250233	0.8816865146777975	0.7543577106732787	0.9129003690761077	0.8438657195880184	0.8382467842296931	0.9141778458662617	0.8768685321221324	0.7584538544473732	0.5390314235985473	1.0	0.8491038037285396	0.8686400606418171	0.9048877746145798	0.7231573485886427	0.7944495074692222	0.8591304326494366	0.5860460038833332	0.8678593463096682	0.6877725294040445	0.4561616330115212	0.8379830708260607	0.7571696315003821	0.8529159956284904	0.5269502832772585	0.9193754530657603	0.7576578079405946	0.6876602978857544	0.7783544038298545	0.8801563636497445	0.902756602341039	0.8190055183562928	0.6209818969947711	0.9160870082511631	0.8197567949131525	0.8662194169112659
CM_madagascar__A70_03_1FE__bin.14	0.8356254143293861	0.6510805946727137	0.8476455455676652	0.7268746595261194	0.45177117319175136	0.5327959803697975	0.8738323444573511	0.5560864617540742	0.8444833482422981	0.7622886698564367	0.4466580088319368	0.8631032074559791	0.7613380017890757	0.9102602431677749	0.8209323046344625	0.8202782402773658	0.8930347758987625	0.8413749177249669	0.7686662404711627	0.5466554091181416	0.8180312603766985	1.0	0.8486482079109291	0.892679087784063	0.7052899448978844	0.7941215744339418	0.8377577704854493	0.5720729290620824	0.8625938998897485	0.6827929670651712	0.4526562575701893	0.8301045675789692	0.7477078205299399	0.8383633856309092	0.579658184903462	0.9002218028542495	0.7363748409152411	0.6795870472805221	0.7730089441971434	0.8745779896413222	0.8925036071028908	0.8321152098618961	0.6246704567342631	0.8985573951813123	0.8262983502452593	0.8562263736237765
FengQ_2015__SID31477__bin.73	0.812431699638734	0.6408204031201333	0.8475708723354716	0.7234838806898556	0.4781266057135217	0.5365415784556937	0.8475578425102015	0.5561446673174025	0.8027505394630919	0.7612528120345732	0.4351746364820378	0.8472224661380334	0.7329780911985796	0.8854853978147283	0.8281207422921502	0.8893184325006898	0.8863680268482382	0.8325724104213675	0.7374155964742426	0.5236573473201899	0.8023925025252368	0.8137023908596343	1.0	0.8736412866442591	0.6939254388076916	0.8245732307338455	0.8909635895695682	0.5767408554703455	0.8682950926845462	0.6661141265399979	0.4503322888700932	0.8711152000842973	0.7955059566129479	0.8237279916337191	0.5245382768112732	0.9017494523224531	0.7738566186697001	0.6909450079057049	0.7661169024592945	0.8647787394040611	0.8591798801369378	0.8178770335733276	0.6109441468042087	0.8950594868174991	0.788629041441076	0.8452719579465222
FengQ_2015__SID31750__bin.100	0.8365159586477137	0.6418629674131032	0.8617267784357541	0.7350405229938668	0.4701118828902548	0.5292653218106108	0.867462442304706	0.5732337888751469	0.820303457147168	0.7694545062075786	0.43467422464463223	0.8678280798631722	0.7494788012814936	0.8944772208902394	0.8389663910802057	0.8258221613805241	0.904544918904453	0.8541232793283723	0.7505900310902056	0.5285136723116554	0.8124818970862431	0.8319653128899354	0.8491904762429199	1.0	0.6968881160084273	0.8090634061781734	0.8410236530055517	0.5669276423095518	0.8776127391649587	0.6794773805813417	0.4612705024102343	0.8407626406520683	0.7456770517278026	0.8579718348948187	0.5485086503018162	0.9298179631565094	0.7239320795195611	0.6792868525764783	0.7910965051877582	0.890737145141591	0.8966341520898059	0.8326607951735843	0.6219720639689517	0.9249242568581821	0.7953690681638717	0.8781248520104008
FengQ_2015__SID31416__bin.1	0.8716925965880161	0.7019900689578815	0.8959083436341612	0.7447363801446171	0.44647369337306525	0.5838096479848376	0.8888865418135915	0.5538358777652898	0.8579257859647001	0.8342526989140244	0.4779610843584994	0.9041494915385103	0.7963145738079508	0.9302772956156714	0.8832559891089231	0.8545998993347498	0.9318688554681553	0.8909202420919142	0.787382171761722	0.5835612626714751	0.8588960183324386	0.8694935489016781	0.8922233544837191	0.9218321949613473	1.0	0.8280794862138867	0.8931855744219943	0.6112325520243403	0.90319455562702	0.7174176376881373	0.4739723512911302	0.8558119613917444	0.7953348722053921	0.8728922757994766	0.5882995220950027	0.9294192372604193	0.790533970151515	0.7433138097135411	0.814362935375386	0.8937566421219244	0.9165148554084263	0.8563924983264949	0.6577854956088245	0.9329250393519547	0.8481877705560699	0.889630240948322
XieH_2016__YSZC12003_36244__bin.35	0.8501043707570916	0.6594140035843488	0.8834986158232726	0.763473187425758	0.5048472882762398	0.5582324751039781	0.8834628100263769	0.5914169107637879	0.8351205870140541	0.7980389730394912	0.46042611410993384	0.8922044498439307	0.7673785319748907	0.9054833751172325	0.8684224908145568	0.9026120014749476	0.9202573494538988	0.870436409846971	0.7614178090495697	0.5589617826512748	0.8137313346579385	0.8442918963943562	0.9143173562004647	0.9229503222835806	0.7141327993034831	1.0	0.918858410687465	0.5963135105322438	0.9142834349191951	0.7128356243808581	0.48753298687560503	0.922241744408171	0.813870788814269	0.8907181951868215	0.5313768710884522	0.9416968555600435	0.7921171967704428	0.7307843793756097	0.810008159952661	0.9136797617469711	0.9051504440232901	0.8571750733861794	0.6459573056703191	0.9404606133093288	0.8038181542928323	0.8892080699984484
LiSS_2016__FAT_010-22-14-0__bin.14	0.8443354797890452	0.6697167784492596	0.8805312760341253	0.7453551106716053	0.49081071566825457	0.5575704634691235	0.8809701210748493	0.5735092202056625	0.8343853523277518	0.7945015927458557	0.454874182888968	0.8904391839860807	0.7623660050889375	0.9214818215280252	0.8665245078305297	0.8916540355012555	0.9247392647977893	0.8689351823496286	0.7668038106972344	0.5518167173796313	0.8330099477488974	0.8431414407080509	0.9351989995760209	0.9081975421109874	0.7291636315200153	0.8698110885081469	1.0	0.6039601899758992	0.9122916452348148	0.6936041011198874	0.4717768526485606	0.9077236132526445	0.8503157840906185	0.8727825094681709	0.5439698350525395	0.9412655268192001	0.8336836759753747	0.7188347177566337	0.8105854418806829	0.9002037834626777	0.9050049147076715	0.8578118282415218	0.6378089382863755	0.9380062996265061	0.8219591398399345	0.8827094459313772
FengQ_2015__SID530026__bin.44	0.8949670658738046	0.7313985575241384	0.9230013269889565	0.8043718456251007	0.45140481306482627	0.6047146048367544	0.9204917077070852	0.5444985480853048	0.8887966597633629	0.8597204254507969	0.5140249962522279	0.9266075166428845	0.8153190418288387	0.9513243053666246	0.9229282222974862	0.8983594937083696	0.9622992628456047	0.9289940609378499	0.8210387899045197	0.6243668115805234	0.8842724972747682	0.8959766509167698	0.9420807260869002	0.9527151452562458	0.7765208089265455	0.8784444802256437	0.939878331584373	1.0	0.9416495009448087	0.7574525143386986	0.4931531441494963	0.9005739180968351	0.8451337260628404	0.8941971531737615	0.6167195056272105	0.9668798732605247	0.8487750799987415	0.7831992463739148	0.8335110054948818	0.9337606718968909	0.9364359334543725	0.8933347028895786	0.6757806933285954	0.9648653300538014	0.8708267862992555	0.9151458114713291
