	Obregon-TitoAJ_2015__SM29__bin.49	FengQ_2015__SID531128__bin.35	ZellerG_2014__CCMD86114146ST-21-0__bin.41	XieH_2016__YSZC12003_36157__bin.8	CM_madagascar__A09_02_1FE__bin.24	FengQ_2015__SID31276__bin.37	CM_madagascar__A28_02_1FE__bin.14	CM_madagascar__V30_01_1FE__bin.2	CM_madagascar__A04_01_1FE__bin.22	FengQ_2015__SID31275__bin.63	CM_madagascar__A36_01_1FE__bin.33	FengQ_2015__SID31685__bin.11	CM_madagascar__A83_02_1FE__bin.4	CM_madagascar__V53_02_1FE__bin.13	FengQ_2015__SID31333__bin.34	ZellerG_2014__CCIS33816588ST-4-0__bin.48	ZellerG_2014__CCIS63468405ST-4-0__bin.56	FengQ_2015__SID530323__bin.3	CM_madagascar__A68_01_1FE__bin.11	CM_madagascar__V40_01_1FE__bin.52	FengQ_2015__SID31549__bin.70	CM_madagascar__A70_03_1FE__bin.14	FengQ_2015__SID31477__bin.73	FengQ_2015__SID31750__bin.100	FengQ_2015__SID31416__bin.1	XieH_2016__YSZC12003_36244__bin.35	LiSS_2016__FAT_010-22-14-0__bin.14	FengQ_2015__SID530026__bin.44	ZellerG_2014__CCIS77252613ST-4-0__bin.65	FengQ_2015__SID530168__bin.24	ZellerG_2014__CCIS41806458ST-4-0__bin.8	XieH_2016__YSZC12003_36533__bin.2	LiSS_2016__FAT_010-22-2-0__bin.88	XieH_2016__YSZC12003_35707__bin.64	CM_madagascar__A92_01_1FE__bin.31	XieH_2016__YSZC12003_35577__bin.32	LiSS_2016__FAT_010-22-0-0__bin.53	FengQ_2015__SID31871__bin.57	BritoIL_2016__M2.44.ST__bin.3	FengQ_2015__SID530054__bin.41	ZellerG_2014__CCIS16383318ST-4-0__bin.46	CM_madagascar__A62_01_1FE__bin.5	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.62	FengQ_2015__SID31360__bin.3	CM_madagascar__A13_01_1FE__bin.9	SchirmerM_2016__G89058__bin.17
CM_madagascar__A36_01_1FE__bin.33	0.9728953340418642	0.9738012694903616	0.9746798866781109	0.9731531093082587	0.9760328000965245	0.9736068460058142	0.97533938848737	0.9787643730964566	0.9805199781206483	0.9739857571562756	1.0	0.9747437760440381	0.9810461636297203	0.9774122231610082	0.9746019632371646	0.9717330291654482	0.9745567744293517	0.9743087515760308	0.9762173758226106	0.9788860526521783	0.9742223875152877	0.9778019117261887	0.9718132373119212	0.9755311507516744	0.9745617417251747	0.9722031974372478	0.9718728920356203	0.9752987072372034	0.97388348483239	0.9753697896127146	0.974577276565455	0.9725090866361686	0.9716103643160471	0.9743708006300301	0.9753315612562058	0.9741289258256295	0.971370092540968	0.9746786190421611	0.977078654829615	0.9730884875027501	0.9736215859768168	0.9773903243104978	0.9738862623167404	0.9754684019685649	0.9771364072966665	0.9738285380596897
FengQ_2015__SID31685__bin.11	0.9751623077639281	0.9770113430353868	0.9781124972120643	0.9765766020520216	0.9735630845028677	0.9775393624638454	0.9716254166745382	0.9762796480174577	0.975215669029206	0.976798633842972	0.9747437760440381	1.0	0.9757174175618215	0.971708309173541	0.9773578824108615	0.9724668576958077	0.977956516337126	0.9776616431696645	0.9723422552764064	0.9759586914055126	0.9771187660897261	0.9720200684968548	0.9720668859465824	0.9770790383894222	0.9776077378377268	0.97295818756209	0.9720135698258361	0.9778524783513144	0.9748076493311624	0.9787578562830216	0.9779863981995234	0.9721616433256564	0.9723946021782555	0.9758215740565093	0.9703707220824167	0.9758189754935753	0.9729275264839414	0.9775304881473766	0.9726120505520571	0.9742960901759184	0.9752654656607783	0.9746224705111042	0.9763013902223973	0.9764837910491047	0.9721248960472378	0.976376371599953
CM_madagascar__A83_02_1FE__bin.4	0.9740668704269705	0.974870722387628	0.9750909357234173	0.973972963366434	0.9770000618996438	0.9731890147892698	0.9765263585989528	0.9801329214378093	0.9986250010291908	0.973312044969809	0.9810461636297203	0.9757174175618215	1.0	0.9756952493859621	0.9748783323153312	0.9719826601705315	0.9748621491231851	0.9755442572118126	0.9756477089023563	0.9788814432688544	0.974635454267559	0.9766444713478611	0.9721781458125779	0.9760340852483876	0.9751535352907063	0.9724739400428616	0.9717681139976959	0.9752663812554763	0.9738420540393746	0.9759279413867257	0.9738031536868048	0.9724592408065486	0.9714927034531687	0.9747098757927185	0.975549189045776	0.9741575236952679	0.9715730378656122	0.9753139153119482	0.9765601291661706	0.9736508958589849	0.9740428679840223	0.9780416730123989	0.9744013085278754	0.9753543825996815	0.9764979640268178	0.9740681880016582
CM_madagascar__V53_02_1FE__bin.13	0.9707955424199651	0.971564653094268	0.9713269253799732	0.9709503125169349	0.9748550152606363	0.9716010838952125	0.9729998542493812	0.9771857033123065	0.9764004597434323	0.970732878396037	0.9774122231610082	0.971708309173541	0.9756952493859621	1.0	0.9710517604218392	0.9687739846837977	0.9712350908817786	0.9721159295917616	0.974117338404585	0.9764788732394366	0.9714592247287102	0.9795574480238347	0.9682778837676786	0.9713243731746837	0.9718027760312634	0.9686719973804301	0.9672460255387689	0.9724689968590747	0.9707329653039927	0.9727270550487274	0.9729313149728518	0.9679417313071426	0.9679965080750764	0.9712305683219805	0.9803887466539708	0.9699071701736312	0.967883863746662	0.9713857369769552	0.9738015067721327	0.9700960528522788	0.9705095209186596	0.9741128838465851	0.9716758968884144	0.9715137556089508	0.9823853450764366	0.971444940588521
FengQ_2015__SID31333__bin.34	0.9749497749606765	0.9798395478904102	0.9781628819630962	0.9779606523513635	0.9719739256505854	0.9783727067501828	0.9713106247392694	0.9740818956670497	0.9746024164537034	0.9784631126016484	0.9746019632371646	0.9773578824108615	0.9748783323153312	0.9710517604218392	1.0	0.9728763050688207	0.9791054966679388	0.9794423058481856	0.9717338507790886	0.9751008406117118	0.9801020660304134	0.9721647043412985	0.9725184928269107	0.9776741175976392	0.9799471050880221	0.9723652040565369	0.9724324966048435	0.9798005725143003	0.9755672415695216	0.9801004881897701	0.978930535963049	0.9721435779559343	0.9724372829982423	0.9784032289158942	0.9711793492681758	0.9777388155981392	0.9729715375975282	0.9799455175954049	0.9726303572486256	0.9761216116674544	0.9739134980657304	0.973520846436849	0.9773788632130642	0.9775565959034359	0.9722842699053209	0.979153147906943
ZellerG_2014__CCIS33816588ST-4-0__bin.48	0.9701669539452129	0.9736004903391513	0.9730493301349066	0.9737367764511478	0.9698497163198114	0.9726577728300693	0.9696314752137261	0.9721383408489245	0.9718571297226037	0.9731082539236586	0.9717330291654482	0.9724668576958077	0.9719826601705315	0.9687739846837977	0.9728763050688207	1.0	0.9729755215397533	0.9734812350496388	0.969840340649383	0.9726356931968946	0.973620327624176	0.9694032194399546	0.9899541854800078	0.9730005641135748	0.9730833614602831	0.9898224425441945	0.9900885838652389	0.9736785451249221	0.9715810254431373	0.9740552093233069	0.972778624874538	0.9894059340074508	0.9907795818322394	0.972688400533561	0.9685929519831278	0.9723176768931651	0.9907783987169142	0.9736442968162033	0.9705210042658721	0.9716864115026327	0.9707879482684985	0.9709540450430075	0.9719770124148233	0.9724242512992233	0.970933965598492	0.9729374925138173
ZellerG_2014__CCIS63468405ST-4-0__bin.56	0.9744060432204512	0.9789006486280835	0.9789016334707595	0.9768380512170352	0.9732104621476092	0.9790073368297545	0.9713205222216342	0.9748060250837483	0.9743972930870758	0.9778052639554019	0.9745567744293517	0.977956516337126	0.9748621491231851	0.9712350908817786	0.9791054966679388	0.9729755215397533	1.0	0.979084781048694	0.9717054863734134	0.9750380091014286	0.9782171177094096	0.971932361907988	0.9726134475265243	0.9776033857300876	0.9795447936892065	0.9728139076586185	0.9723069958498433	0.9789066459211021	0.9751971281945405	0.9794967373579241	0.9785705754287126	0.9723565035146224	0.9723496100196293	0.9773589754682953	0.9695247510910053	0.9766621268814974	0.9727908665829417	0.9793057358064096	0.9722736024746693	0.975711444046001	0.974482650085706	0.973366623378886	0.9772518755337243	0.9766287551761194	0.972180443406915	0.9777002374232626
FengQ_2015__SID530323__bin.3	0.9750721304620531	0.9793694388230382	0.9789944435995481	0.9777997738669151	0.9738924723649774	0.9784905461631642	0.9721666227338949	0.9760778978323074	0.974969069707941	0.9791742204664731	0.9743087515760308	0.9776616431696645	0.9755442572118126	0.9721159295917616	0.9794423058481856	0.9734812350496388	0.979084781048694	1.0	0.9726775104704393	0.975153395905457	0.9795339858789958	0.9720271175585771	0.9735098571691998	0.9780819074033601	0.9789112225751463	0.9733543292539472	0.9732165770076446	0.9794483569244254	0.9760134168169222	0.9800286031883744	0.9788160427629174	0.9732764642749439	0.973200426255359	0.977661526188027	0.9710110983559898	0.9772433116941676	0.9735285009231782	0.98	0.9727070073255675	0.9769437241674471	0.9750352854739854	0.9741422831854176	0.976754032482702	0.9775674945645676	0.9726536640016296	0.9779797065942012
CM_madagascar__A68_01_1FE__bin.11	0.9705438300376283	0.9715920512159317	0.9716351722927514	0.9714495566216661	0.9979640191822026	0.9716152082399692	0.9735062469971698	0.9764088472868735	0.9759326291598395	0.9699067475321297	0.9762173758226106	0.9723422552764064	0.9756477089023563	0.974117338404585	0.9717338507790886	0.969840340649383	0.9717054863734134	0.9726775104704393	1.0	0.9761315641758667	0.9719399079649681	0.9747087349909259	0.9685419982914283	0.9724292702681289	0.9725043502554648	0.9691234427039634	0.9683580918230292	0.9731935454421475	0.9708327485449968	0.9736148680500409	0.9729233969548714	0.9692914243669681	0.9687158341105254	0.9712017742083482	0.9748202530109517	0.971628663143237	0.968878858700257	0.9725327769601187	0.9748803307950983	0.970814469433643	0.9711649790113434	0.9745800004778196	0.9714722654224988	0.9723411223276204	0.9764721752410764	0.9718464951056948
CM_madagascar__V40_01_1FE__bin.52	0.9730098136937718	0.9735721091487207	0.9746403878163253	0.9741050733808034	0.9774426779854571	0.9741176909978932	0.9771479321177295	0.9987610689182269	0.9780204690472657	0.9734392727411405	0.9788860526521783	0.9759586914055126	0.9788814432688544	0.9764788732394366	0.9751008406117118	0.9726356931968946	0.9750380091014286	0.975153395905457	0.9761315641758667	1.0	0.9749784394974753	0.9755353103238072	0.9715454102883107	0.9756757770498362	0.9744542858284071	0.9725552160373467	0.9714994778999184	0.9757676181273037	0.9737384332582123	0.9748639924584314	0.9760332758445774	0.9720989163853522	0.9714749642174138	0.9742905653957478	0.9757523352149947	0.9736133152778884	0.9711900188700616	0.9743986145648771	0.9771946541108122	0.9744275655596829	0.9734195643066611	0.9773625262377139	0.9738466918614561	0.9753510957818998	0.9783163008316637	0.9753133681884802
FengQ_2015__SID31549__bin.70	0.9749816724113495	0.9793112513144059	0.9791518658692535	0.9773902672074516	0.9741847428995623	0.9787426337103756	0.9723437169442791	0.9762695212655316	0.9737316505969048	0.9783240251544666	0.9742223875152877	0.9771187660897261	0.974635454267559	0.9714592247287102	0.9801020660304134	0.973620327624176	0.9782171177094096	0.9795339858789958	0.9719399079649681	0.9749784394974753	1.0	0.9714939476913543	0.9731425731165911	0.9781934187839553	0.9799881270406648	0.9734158512146093	0.9733228540712789	0.9791969710605684	0.9753938781495235	0.9798127964346255	0.9785721392098392	0.9729614016598603	0.9730197981709189	0.9774779989487528	0.9695969498023214	0.9766519133210371	0.9731173178026639	0.9795927831833546	0.9730591765210156	0.9771131299533288	0.974412311981614	0.9735262491051612	0.9770756320447347	0.9779572386765238	0.9717482592818972	0.9784476441514252
CM_madagascar__A70_03_1FE__bin.14	0.9709133410309476	0.9715894550569445	0.9724236478267991	0.9714126859102071	0.9765988334074442	0.9715010967514421	0.9740235679763293	0.9774196667350211	0.9763454823152588	0.9709665942988864	0.9778019117261887	0.9720200684968548	0.9766444713478611	0.9795574480238347	0.9721647043412985	0.9694032194399546	0.971932361907988	0.9720271175585771	0.9747087349909259	0.9755353103238072	0.9714939476913543	1.0	0.9691874859015882	0.9726068832594016	0.9723104400690626	0.9698083250126855	0.9689639607870795	0.972764735651653	0.9720487555952834	0.9723491138546049	0.9729571684779629	0.9693540041012223	0.9688840141889591	0.9717525591556988	0.9744992192182397	0.9711010619445793	0.9687244746491643	0.9711892832271342	0.9756877750201978	0.9711772184907899	0.9710649780180424	0.9749238470550644	0.9719877304443316	0.9727124420454194	0.9787523105030014	0.971810527216494
FengQ_2015__SID31477__bin.73	0.9703972347601857	0.973121492551036	0.972678589093359	0.9724457355843017	0.9676390435792317	0.9722360950825315	0.9700533322460569	0.9717947307516788	0.9715434015525759	0.9724040724867516	0.9718132373119212	0.9720668859465824	0.9721781458125779	0.9682778837676786	0.9725184928269107	0.9899541854800078	0.9726134475265243	0.9735098571691998	0.9685419982914283	0.9715454102883107	0.9731425731165911	0.9691874859015882	1.0	0.9729200102455362	0.9731881029043908	0.9902289283356269	0.9903313511946243	0.9736398533670185	0.9708624921543578	0.9736309886274337	0.9729267672892047	0.9899393630387676	0.9900798454934155	0.9723272369395659	0.9681176794595557	0.9713868563613278	0.9902459522239068	0.973002755724421	0.9709997892534025	0.9717921690989334	0.9709509642570789	0.970366440142384	0.9718840496389649	0.9727534301892095	0.9703758351753105	0.9724756008144455
FengQ_2015__SID31750__bin.100	0.9755845168051461	0.9779071692745621	0.9784925691784976	0.9764233562424803	0.9728015780238625	0.9772938430982085	0.9726442360489984	0.976127670039078	0.975517495079467	0.9772123200322901	0.9755311507516744	0.9770790383894222	0.9760340852483876	0.9713243731746837	0.9776741175976392	0.9730005641135748	0.9776033857300876	0.9780819074033601	0.9724292702681289	0.9756757770498362	0.9781934187839553	0.9726068832594016	0.9729200102455362	1.0	0.9786962695359261	0.9731995066917858	0.9728069853807755	0.9788148928069126	0.9754202352941177	0.9791091102853878	0.9779400002387575	0.9728915465375975	0.9727394373165829	0.9767284391963966	0.9705369467771648	0.9759451128331621	0.9728227343087402	0.9784482514030199	0.9736655631628331	0.9765941057775052	0.9752268172865695	0.9743300286948695	0.9768668576057653	0.977391365436503	0.9726072161700919	0.9770079263551308
FengQ_2015__SID31416__bin.1	0.9751871368192006	0.9795048244389819	0.9797302845695358	0.9774418440881669	0.9731804766791364	0.9803042571800378	0.9725982383352604	0.9749008013488649	0.9751031144030742	0.9783440057695767	0.9745617417251747	0.9776077378377268	0.9751535352907063	0.9718027760312634	0.9799471050880221	0.9730833614602831	0.9795447936892065	0.9789112225751463	0.9725043502554648	0.9744542858284071	0.9799881270406648	0.9723104400690626	0.9731881029043908	0.9786962695359261	1.0	0.9736727059057407	0.9733507309017513	0.9793121775720648	0.9764501607302136	0.9796724400686757	0.9786783791633945	0.9733963959976714	0.9737793859998589	0.9786166985851557	0.9702237459713715	0.9773834630778647	0.9732359222996817	0.9796015761349416	0.9727587897088761	0.9769724590447176	0.9751353662578194	0.9742530702645968	0.9775239964033079	0.9777674889247351	0.9725586951425095	0.9781257368931275
XieH_2016__YSZC12003_36244__bin.35	0.9702829899379221	0.9734914049736362	0.9728673406993444	0.9724400994249578	0.9689153727181442	0.9720917514195498	0.9700292163768137	0.9718892095393573	0.9717777179366442	0.9726876650543327	0.9722031974372478	0.97295818756209	0.9724739400428616	0.9686719973804301	0.9723652040565369	0.9898224425441945	0.9728139076586185	0.9733543292539472	0.9691234427039634	0.9725552160373467	0.9734158512146093	0.9698083250126855	0.9902289283356269	0.9731995066917858	0.9736727059057407	1.0	0.9905048709622287	0.9736643617716089	0.9713129875153473	0.9733903900146108	0.9723674614811741	0.9919319463591929	0.9905265286527356	0.9721097948944711	0.9684505443841543	0.9718025464493195	0.9904979270223031	0.9731130157622249	0.9710175273697933	0.9717361083419388	0.970775083834862	0.9706959411676334	0.9716127288092244	0.9727119525975878	0.9703059123251916	0.9726395907170998
LiSS_2016__FAT_010-22-14-0__bin.14	0.9699226992171324	0.9733656883793531	0.9729662380181229	0.9725358888319795	0.9683579883449036	0.9721412581759467	0.9690188968597032	0.9715313080958005	0.9715623496712812	0.9722087294168189	0.9718728920356203	0.9720135698258361	0.9717681139976959	0.9672460255387689	0.9724324966048435	0.9900885838652389	0.9723069958498433	0.9732165770076446	0.9683580918230292	0.9714994778999184	0.9733228540712789	0.9689639607870795	0.9903313511946243	0.9728069853807755	0.9733507309017513	0.9905048709622287	1.0	0.9738901928969195	0.9710231268768059	0.9733570525323103	0.972956246746519	0.9903439682883864	0.9992188620001189	0.9721198544435792	0.9667682203616799	0.9716680754608273	0.9991077000987878	0.9724334184000563	0.970518306482554	0.9716915885936688	0.9703246196453856	0.9702260755276517	0.9715046219682173	0.9722365387309635	0.969539412477085	0.972519621864392
FengQ_2015__SID530026__bin.44	0.9752258982421348	0.9791669829702169	0.978946977945408	0.9778944316746392	0.9734813153562782	0.9780039174879109	0.9722605914014166	0.9758704844257726	0.9744583646981533	0.978347774608471	0.9752987072372034	0.9778524783513144	0.9752663812554763	0.9724689968590747	0.9798005725143003	0.9736785451249221	0.9789066459211021	0.9794483569244254	0.9731935454421475	0.9757676181273037	0.9791969710605684	0.972764735651653	0.9736398533670185	0.9788148928069126	0.9793121775720648	0.9736643617716089	0.9738901928969195	1.0	0.9770289685589227	0.9799544307818236	0.979064478479027	0.9735151531343057	0.9741198549853441	0.9782801945965413	0.9722170955791332	0.9770168186660108	0.9736803085839634	0.9794401423511091	0.9743185227044376	0.9763770475719505	0.9751332078991889	0.9745601450213648	0.9770100934303011	0.9782559074073008	0.9731683265111811	0.9785094216564116
