	Obregon-TitoAJ_2015__SM29__bin.49	FengQ_2015__SID531128__bin.35	ZellerG_2014__CCMD86114146ST-21-0__bin.41	XieH_2016__YSZC12003_36157__bin.8	CM_madagascar__A09_02_1FE__bin.24	FengQ_2015__SID31276__bin.37	CM_madagascar__A28_02_1FE__bin.14	CM_madagascar__V30_01_1FE__bin.2	CM_madagascar__A04_01_1FE__bin.22	FengQ_2015__SID31275__bin.63	CM_madagascar__A36_01_1FE__bin.33	FengQ_2015__SID31685__bin.11	CM_madagascar__A83_02_1FE__bin.4	CM_madagascar__V53_02_1FE__bin.13	FengQ_2015__SID31333__bin.34	ZellerG_2014__CCIS33816588ST-4-0__bin.48	ZellerG_2014__CCIS63468405ST-4-0__bin.56	FengQ_2015__SID530323__bin.3	CM_madagascar__A68_01_1FE__bin.11	CM_madagascar__V40_01_1FE__bin.52	FengQ_2015__SID31549__bin.70	CM_madagascar__A70_03_1FE__bin.14	FengQ_2015__SID31477__bin.73	FengQ_2015__SID31750__bin.100	FengQ_2015__SID31416__bin.1	XieH_2016__YSZC12003_36244__bin.35	LiSS_2016__FAT_010-22-14-0__bin.14	FengQ_2015__SID530026__bin.44	ZellerG_2014__CCIS77252613ST-4-0__bin.65	FengQ_2015__SID530168__bin.24	ZellerG_2014__CCIS41806458ST-4-0__bin.8	XieH_2016__YSZC12003_36533__bin.2	LiSS_2016__FAT_010-22-2-0__bin.88	XieH_2016__YSZC12003_35707__bin.64	CM_madagascar__A92_01_1FE__bin.31	XieH_2016__YSZC12003_35577__bin.32	LiSS_2016__FAT_010-22-0-0__bin.53	FengQ_2015__SID31871__bin.57	BritoIL_2016__M2.44.ST__bin.3	FengQ_2015__SID530054__bin.41	ZellerG_2014__CCIS16383318ST-4-0__bin.46	CM_madagascar__A62_01_1FE__bin.5	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.62	FengQ_2015__SID31360__bin.3	CM_madagascar__A13_01_1FE__bin.9	SchirmerM_2016__G89058__bin.17
CM_madagascar__A36_01_1FE__bin.33	0.8455696025149065	0.6789955788278873	0.8665929415391658	0.742545548816233	0.5006679636683817	0.5553534018268572	0.8913402947915182	0.5846819114971494	0.8666408200538575	0.8076731742521025	1.0	0.8875006714669743	0.8214867096249827	0.9091604444060377	0.8679428820997415	0.8575637543295024	0.9092118262266825	0.8771320536145943	0.7779686430761829	0.5987360072121393	0.7953368662227589	0.8631970703020082	0.8717509756707078	0.8992472563275544	0.7467705357956125	0.832137927490909	0.8681659259120857	0.6326456733003711	0.8993126513720114	0.7278386704253247	0.48925068956738843	0.8505022572968024	0.7946011719726181	0.8560479906204822	0.5668851172556503	0.9136575214811042	0.7792193233014221	0.7547125303911792	0.8154797076841512	0.8832231348982991	0.9034629011577259	0.879030845441148	0.6576604455738064	0.9057120235795847	0.820881805463756	0.8646544455784776
FengQ_2015__SID31685__bin.11	0.7949128185582294	0.6171229514826441	0.8284619126180137	0.6887572115677592	0.46765638867067827	0.5165770495145384	0.8262841770419803	0.5581473680478382	0.7862700170518192	0.7430864789821648	0.42103090933063575	1.0	0.7137992317263554	0.8596953275356409	0.7962396251480538	0.8033761272316111	0.8764657196388426	0.8244355116598322	0.7084277425009113	0.501240938104888	0.77821555316478	0.7866240168058475	0.8053505483949241	0.8530662804985469	0.6722571666945508	0.7655651863678518	0.8063505007517647	0.5424417451578484	0.8457741071616532	0.6355663940665431	0.44126540231324163	0.7754367381941912	0.7176345060567751	0.8178773753715889	0.5094848666490128	0.8688710676388826	0.7019798502675219	0.6748819723824794	0.7396262560343385	0.8354360955655298	0.8523095298506553	0.7840191547660333	0.5931794939410089	0.8729717032872673	0.7686858133075101	0.8161755173991709
CM_madagascar__A83_02_1FE__bin.4	0.8431744547426092	0.6538541089093235	0.8566084057187938	0.7402888501575491	0.4678834924769201	0.542993022295373	0.8800309102141819	0.5662356438965465	0.898851242236234	0.7643170277686638	0.47393887619677705	0.8680656660147316	1.0	0.8960310557374221	0.8333563520557516	0.8314396223402428	0.9142969172653219	0.8529245118402694	0.7818983910923608	0.5644152559558417	0.8076708264305239	0.8478514099921916	0.8474316832390238	0.8949942026505441	0.718231973477042	0.8003643470756229	0.839363228028854	0.5789103138922818	0.864905251569933	0.6760181068639136	0.482344190759409	0.8231906105171533	0.7490990696618404	0.8371918326428839	0.5648093813982223	0.9070355770636509	0.7429426281362447	0.7014833264726311	0.7848290674587801	0.8699884591985847	0.892405775386226	0.8393531222482801	0.6405549016741237	0.915351287038528	0.8117037065981988	0.8659185245021387
CM_madagascar__V53_02_1FE__bin.13	0.8060595312434062	0.6038805400898156	0.7971810717504096	0.6795239893614464	0.44922996550856564	0.5060273207201269	0.8308808643317331	0.5381993836732709	0.7818765327374831	0.7214174339590793	0.4158763158639765	0.8289396861957877	0.7104359424569419	1.0	0.7897203026186674	0.791565864110052	0.8634225737543528	0.8108318167322718	0.717974700583689	0.503663613166038	0.7724398643418824	0.8061263026432394	0.8084462081590377	0.8428131805674928	0.6629785706540231	0.7458632446947452	0.8006622654521037	0.5340312458100946	0.8163498052144724	0.6293049524614341	0.431591098357477	0.7789503429112009	0.7107724703121002	0.8016996259199095	0.5389899570472939	0.8644631392493506	0.6956564937323022	0.6458364827176921	0.7358144161054754	0.8372375015958364	0.8488279482644511	0.7860286454646995	0.5834153731265949	0.8654331941461247	0.7871434607563116	0.8042983688014107
FengQ_2015__SID31333__bin.34	0.8234954707166133	0.6510400908846303	0.8547059702831176	0.7371377320697181	0.467798738377829	0.5519591019163502	0.8534018954228826	0.559032557027116	0.8076755657867201	0.7742001255642919	0.44440730664593864	0.8593865287452539	0.7396035755926934	0.8839744088014589	1.0	0.829613441358486	0.9020263685013006	0.854989386827708	0.7461843403390236	0.5333684116117074	0.8063577386468952	0.8076462674519418	0.8500170408681874	0.8906412747765255	0.7105007623546294	0.8037645370564143	0.847290501958205	0.5842978863344196	0.8724165146940118	0.6743890699273521	0.46596789141678374	0.8294478160782086	0.74890549792221	0.8527011270890011	0.5186624413285899	0.9126174175610632	0.7339298633740919	0.6996914705970283	0.7756716194804031	0.8842566294956501	0.8688534784298485	0.8107130258004723	0.6190654429130915	0.9024347514125983	0.7841717241173128	0.8706562229065143
ZellerG_2014__CCIS33816588ST-4-0__bin.48	0.7588442082274814	0.5946873467932434	0.7780713776351562	0.6697179881445826	0.44474138699469623	0.5101289165218167	0.7803081962829255	0.5351851851851852	0.747891317912377	0.702389468288987	0.4091238801978875	0.8079082542229353	0.6875389980835227	0.8255660293265589	0.7729904844676204	1.0	0.8392710701074119	0.7919535811382984	0.6737866024869635	0.4766362481615189	0.7413836520033873	0.7497871818870615	0.8657786245933058	0.8129468066140749	0.6360431430226858	0.792364732361724	0.8271053393947498	0.526614520657842	0.7981448054552748	0.6195319115746312	0.43682310469314084	0.828583923875741	0.7381930516557472	0.7706589561884387	0.4751353790613718	0.8349946516914025	0.7161897758167313	0.6587634264830414	0.7160014707848643	0.8126359361768507	0.814259370682355	0.7414521772072915	0.5814647680171146	0.8324001649061817	0.734615813165753	0.7919318536346214
ZellerG_2014__CCIS63468405ST-4-0__bin.56	0.8000422980135997	0.6226797665577983	0.8309086041655512	0.6988322535739144	0.4453423997429994	0.5191176313112384	0.8255324730952508	0.5445307062162017	0.7823392407774269	0.7428403919258981	0.4168704824115222	0.8470825078974139	0.7266102693152006	0.865437704128072	0.8077282218771752	0.8065845692563046	1.0	0.8203705091824169	0.7089527225999893	0.5030422444718102	0.7807196016490872	0.7865465545858542	0.8147727151041387	0.859810997483536	0.6709658938801735	0.7630508111581089	0.8095818386250468	0.5450372115436097	0.8295138405525513	0.6435262622476843	0.44305402366547086	0.7916747871713873	0.7192836108582749	0.8104010280023558	0.5198120683193233	0.8877046634898538	0.7042126679873641	0.6755190876479091	0.7421518445146437	0.8375242276596884	0.8586753761310704	0.7777437489960914	0.5931134550516678	0.8860935910478128	0.7603458799593081	0.8248273277292927
FengQ_2015__SID530323__bin.3	0.8064146323750635	0.6326188672981357	0.831098177408441	0.7162631512816701	0.4486905490598858	0.5354057228752473	0.8311465923382221	0.5532650682823421	0.8016624764697677	0.75802275732247	0.43292053842012856	0.857737916152258	0.729679274144929	0.8748837177132937	0.8241644678219392	0.8193218221074097	0.8831148321442858	1.0	0.7194862023213806	0.5170864356352327	0.8072169369257212	0.7978019621879399	0.8246157641316839	0.8744059084658116	0.6900977635760651	0.777373167293179	0.8196757121893807	0.5667301824435936	0.8529874893515974	0.6666943323408273	0.4398974756225065	0.8054417228337489	0.728498295679198	0.8249909798374873	0.5328650917981651	0.8869044531360771	0.7156885121746257	0.6836833617482861	0.746948418503264	0.8525459913014509	0.8719840092403353	0.7985183878750572	0.6063209149038444	0.8907015669146202	0.7706042990152172	0.853566739404335
CM_madagascar__A68_01_1FE__bin.11	0.8127614574445186	0.6205109718112242	0.8076243778836504	0.7143497182159818	0.4560576431807749	0.5074653961963697	0.8526274771188265	0.5497245700621662	0.8105978282012246	0.7368133378633173	0.4319484463624834	0.8291251598245755	0.7524858718965504	0.8714757546443141	0.8091441701959909	0.7841583696207521	0.8585212109580657	0.8093736951441858	1.0	0.5333200200218372	0.7793480713420595	0.8221791124516636	0.8174226293444405	0.8594185627329289	0.6816041589401912	0.7616409348019473	0.8096401774992933	0.559849602805132	0.8431774033336877	0.64947196294404	0.4463819347008006	0.796065138402247	0.719257921204215	0.8097873587513843	0.5416905484997887	0.8803986990992767	0.7117626997320913	0.6525083056909219	0.7563774220069039	0.8513034942255673	0.8554770877044652	0.8199208203766284	0.6075181739669433	0.8778227029999041	0.8025741806478051	0.8331788038248971
CM_madagascar__V40_01_1FE__bin.52	0.8437110537070294	0.6999443606985801	0.8860953390635643	0.7612937550487062	0.41534787230829046	0.5591262583398051	0.8801913368340945	0.5435833074300391	0.8605811627347252	0.7959138730897741	0.4996019500064799	0.8816373740198566	0.8163298913620716	0.9187675943456438	0.8692125625942141	0.8336570027079093	0.9154974455616696	0.8741957392572787	0.8015060613708316	1.0	0.8350085212905589	0.8794868321944004	0.8750746648243658	0.9124825944479578	0.7607149504069659	0.8432637955747754	0.8784724624434715	0.6415250430449412	0.9136177921038965	0.7436597018474003	0.46873236911365906	0.8552588884027623	0.7870320476529666	0.8426323723292405	0.6014676692784333	0.9289795011561477	0.7853589709360168	0.7357639880224467	0.8024551450763115	0.8905591506188045	0.9056450992104287	0.8833874298053208	0.6458105359984332	0.9214472454648123	0.8516593861357775	0.8688793114368484
FengQ_2015__SID31549__bin.70	0.8311302020535302	0.6397098416615662	0.8368018800925817	0.7176696566451485	0.40885267497384337	0.537298887865381	0.8484445202194587	0.5094808035040765	0.8155717245262052	0.7639433862518231	0.417693820152365	0.8615124392999207	0.7352237700222869	0.886845484797229	0.8270745352204583	0.8161341086916258	0.8942644174570914	0.8589225283614567	0.7371715694872553	0.5255440162202142	1.0	0.8248992062839838	0.8453106237251297	0.885155265866041	0.7086856155990771	0.77332974356018	0.8362112847258423	0.57385447190471	0.8465046934852977	0.6738883253462926	0.4463870650415379	0.815325183158158	0.7367410420236508	0.8337066206783199	0.510929387363099	0.8979097952970702	0.7372899338753972	0.6736270650906009	0.7573848952321843	0.8600123393341421	0.8796571480437985	0.7973233702818299	0.6067462794945043	0.8958939209767454	0.7965972384913631	0.8475503477950493
CM_madagascar__A70_03_1FE__bin.14	0.8113198628769142	0.6325830401762133	0.8242705734850463	0.706095265330335	0.44119920070617685	0.5176118792740181	0.85113329796147	0.5435298441235242	0.8245075019468312	0.7401568336431326	0.43674305492368065	0.838953638831216	0.7435565502743289	0.8916522008349808	0.7980814112191831	0.795180366961419	0.8679693990052549	0.8178392360622845	0.7492256988798779	0.5332816541742541	0.794712418478293	1.0	0.8224992230400817	0.8682258253205033	0.685760776699947	0.7701457139582178	0.8117570874697341	0.5564923716125434	0.8384833269719125	0.6639131364719757	0.4404151506593228	0.8046651864053875	0.724442154595526	0.814681765489272	0.5648764486018857	0.8742063487374254	0.7133443309104789	0.6600076573388148	0.7542153768344231	0.8493702193331261	0.8666789956123921	0.8112489615915921	0.6071720195167605	0.8740379581847852	0.8087414194673659	0.832089803567989
FengQ_2015__SID31477__bin.73	0.7883814747609452	0.6235961071414207	0.8244140402598941	0.7035488145408317	0.4626539714624166	0.5216450890871814	0.8221763093982997	0.5404584572346972	0.7799069897081377	0.7402453346144107	0.4229084722756476	0.8235569043627821	0.7125852816226778	0.8573959271032262	0.8053627361726644	0.8803845044785776	0.8620934623701478	0.8105174483523219	0.7142179753804284	0.5087568923526823	0.7808423045568698	0.7886301744693603	1.0	0.849983089552856	0.6753199813503544	0.8165162666038215	0.8823491755236432	0.561537881950916	0.8429951376091176	0.6485493555618377	0.43814033801632807	0.8623512263048378	0.7876144146124392	0.800933162094992	0.5078147793342439	0.8759475657170568	0.7663083842393499	0.6722913967462827	0.7438993508314445	0.8403852069561139	0.8342215330892413	0.793640425542763	0.5937668714992966	0.8706721860251158	0.7652665647318887	0.8220063551556469
FengQ_2015__SID31750__bin.100	0.8160920173171233	0.6276823975251182	0.843193249361511	0.7177107344358995	0.4573255815234091	0.5172477403709019	0.8437323444966591	0.5595493627223699	0.8002203737212322	0.7519204231704081	0.42403824656966993	0.847936625760047	0.7315168562218407	0.8688275259002448	0.820235726093416	0.8035254288807416	0.8842861752659408	0.8354025262031073	0.7298957162035808	0.5156579879141369	0.7947644446108658	0.8091751899498129	0.8261944068466733	1.0	0.6820417994213674	0.7873801077749742	0.8181536845142582	0.5549172194364996	0.8560412245333991	0.6652824935600433	0.4510948752371963	0.8179708657350251	0.7253494757175912	0.8380054911712848	0.5323479107447883	0.9074512969670806	0.7042575850520317	0.6646470331045161	0.7702634242397878	0.8698886457423599	0.8744216704129832	0.8112864164545712	0.6075838956479218	0.9040129823359614	0.7735816952146634	0.8579349407435878
FengQ_2015__SID31416__bin.1	0.8500634074531619	0.6876026592524985	0.8777485364569182	0.7279365007681006	0.4344994817414942	0.5723110833023155	0.8645294846478209	0.5399350410491329	0.8365661058208843	0.8161861272796272	0.46580258684927234	0.883903539090094	0.7765289718523353	0.9040460583581658	0.8655441495789468	0.8315969427482779	0.9128072857749513	0.8721318234031411	0.7657325873518702	0.5686537734536558	0.841707900328291	0.8454176551698016	0.8683011537170024	0.9021937303467852	1.0	0.8062783940469106	0.8693828316945488	0.5985874815258871	0.8819244690126575	0.7028342876622425	0.46386649252986634	0.8330442788704223	0.774480703520443	0.8542269571633669	0.5707821660801812	0.9083989927647762	0.7693760575496388	0.7281513795582529	0.7921787033995281	0.8731756244414062	0.8937260492094281	0.8343430208461563	0.6430011064436687	0.9121837730821704	0.8249123913678456	0.870170234989988
XieH_2016__YSZC12003_36244__bin.35	0.8248418106174866	0.641933864808618	0.859526948887539	0.7424319422885935	0.4891542984859173	0.5426531844230963	0.8569847373079442	0.5747917139104264	0.8115515782504282	0.7762426653081402	0.4476277403212848	0.8680776244549824	0.746255624493929	0.8771163895695828	0.8444238124881825	0.8934256159696367	0.8952391481738101	0.8472430478648123	0.737907848442228	0.543621197283031	0.7920989797860573	0.8188013098639945	0.9053834957890499	0.8982147983474054	0.6953316150738637	1.0	0.9101337315105461	0.5806092136481648	0.888055374607157	0.6938673464323921	0.47406121283656666	0.9148010485444943	0.8061606072160615	0.8658758820318345	0.5146122200787602	0.9151434022165673	0.7845904413598414	0.7111357912861254	0.7865321206265888	0.8878556159507915	0.8786974981798721	0.8320563646060326	0.627620340456593	0.9147972795132422	0.7799495075446583	0.8648789732656331
LiSS_2016__FAT_010-22-14-0__bin.14	0.8189401476017832	0.6518793330744663	0.8567272031002202	0.7248845950524682	0.47528047728263345	0.5420372518786195	0.8536766948903096	0.5571821629114098	0.8106573934388503	0.7724213840030874	0.442079887636641	0.8655189699391147	0.7408429749412346	0.8912996294792075	0.8426365905189253	0.8828164813071636	0.8991304564999313	0.8456621238078191	0.7425406749294012	0.5360896528307587	0.8107876198127237	0.8169736698921974	0.9261568888859817	0.8835009130712195	0.7097319536869822	0.8615521199842777	1.0	0.5881909059176885	0.8858562859794955	0.675124443490376	0.4590182358548291	0.8989586052576966	0.8496515701197666	0.8484492060651001	0.5258927493641802	0.9145976629420339	0.8329397801136597	0.6990189018527229	0.7866880103134531	0.8747204444108804	0.878148549640926	0.8322714036559717	0.6196343314778553	0.9119639980567134	0.7969217815205802	0.8584522565733099
FengQ_2015__SID530026__bin.44	0.8727950607139089	0.7161613189196792	0.9035693596954403	0.7865907488326385	0.439434151180502	0.5914132524924999	0.8949578121153906	0.5313600618891363	0.8660953396221875	0.841105565025235	0.5013279143324061	0.9060854566082015	0.7951532514930938	0.9251333929275375	0.9042856005966824	0.874713364833127	0.9420011437645399	0.9099017065781266	0.79902965089271	0.6092369165736664	0.8658769509236177	0.8715744899791049	0.9172473400071438	0.9325317727795144	0.7604562843198766	0.8553100841906941	0.9153382896463398	1.0	0.9200188406521308	0.7422689475330405	0.48282872588701903	0.8767223557848021	0.8232615426755577	0.8747753650145006	0.5995852465478854	0.9446578978051935	0.8264355818115527	0.7670967813577485	0.8121052115316636	0.9117024879654871	0.9131497757814336	0.8706083976006855	0.6602445583273646	0.9438852089776263	0.8474610463039564	0.8954787987140977
