	KarlssonFH_2013__S517__bin.51	BritoIL_2016__WL.11.ST__bin.23	LeChatelierE_2013__MH0247__bin.73	ZellerG_2014__CCIS90903952ST-3-0__bin.20	ZeeviD_2015__PNP_Main_65__bin.27	ZeeviD_2015__PNP_Main_216__bin.37	SchirmerM_2016__G88853__bin.18	ZellerG_2014__CCIS74239020ST-4-0__bin.25	LiJ_2014__MH0374__bin.3	BritoIL_2016__M1.24.ST__bin.68	BritoIL_2016__M1.37.ST__bin.55	CosteaPI_2017__tigress-11-60-0__bin.19	ZeeviD_2015__PNP_Main_391__bin.18	BritoIL_2016__M2.40.ST__bin.42	LeChatelierE_2013__MH0422__bin.89	CosteaPI_2017__tigress-11-2-0__bin.2	BritoIL_2016__M2.11.ST__bin.69	ZeeviD_2015__PNP_Main_357__bin.9	ZeeviD_2015__PNP_Validation_63__bin.18	ZeeviD_2015__PNP_Main_311__bin.24	YuJ_2015__SZAXPI017591-140__bin.72	WenC_2017__RA030__bin.18	LeChatelierE_2013__MH0428__bin.46	ZeeviD_2015__PNP_Main_310__bin.38	FengQ_2015__SID31549__bin.26	CosteaPI_2017__tigress-11-0-0__bin.31	ZeeviD_2015__PNP_Main_589__bin.70	SchirmerM_2016__G89030__bin.39	CosteaPI_2017__SID713B007-11-0-0__bin.12	LiJ_2014__MH0345__bin.67	CM_madagascar__V48_03_2FE__bin.12	ZeeviD_2015__PNP_Main_287__bin.67	SchirmerM_2016__G89199__bin.19	LeChatelierE_2013__MH0447__bin.112	BritoIL_2016__M2.36.ST__bin.81	ZeeviD_2015__PNP_Main_34__bin.13	BritoIL_2016__W1.44.ST__bin.5	SchirmerM_2016__G89113__bin.12	CosteaPI_2017__tigress-11-7-0__bin.36
ZeeviD_2015__PNP_Main_391__bin.18	0.8946027021098331	0.6865337708630421	0.5157439411215137	0.8478703830290449	0.7605588938106581	0.9078942338850896	0.718257888844542	0.8170522945343108	0.5400937848994396	0.9018113358029036	0.8947345946576974	0.8909097107696291	1.0	0.8330533055957222	0.8923288470352931	0.810502434846631	0.7517744368825285	0.8887236692713436	0.7733869076500777	0.9051547946729186	0.8713699847686491	0.7486389756597985	0.8874381473883726	0.9057901517246414	0.6291946048716218	0.8889939973394209	0.6089654562053033	0.7957098074678731	0.9008340223542372	0.8975677016845399	0.7271704502839134	0.7915526094579011	0.723498809695583	0.8512186630365797	0.5659330158040332	0.9074685963154802	0.8333243223977308	0.8514352698580071	0.9121650729937438
BritoIL_2016__M2.40.ST__bin.42	0.925095644182269	0.7069879792132293	0.5192219616751548	0.8747114644780714	0.7765048119786514	0.9278722260897178	0.7457532609093906	0.8475250064119004	0.5474953895382211	0.970965922275553	0.9604679618705652	0.9060168052858487	0.9232701608471037	1.0	0.9167758216392481	0.8375201516872459	0.7813190805945358	0.910953968661073	0.8060354303301214	0.9284763950463489	0.8895698988751694	0.7708535613527278	0.9258391193102017	0.9352928559215427	0.6645915772053884	0.899714441431869	0.6417896377581553	0.8290663662233295	0.9095208325700118	0.9242991182110186	0.7423648768304449	0.8287461528597077	0.7610364837137727	0.8748572588820088	0.5891174018979226	0.9249063404535962	0.85315144908951	0.8848082994418593	0.9252364769965437
LeChatelierE_2013__MH0422__bin.89	0.9000184059380854	0.6641474870847182	0.5048499815099398	0.838955780995583	0.7412572635316452	0.9055358130091286	0.7053205947641668	0.8055670055221179	0.5332486278827417	0.8875255857681383	0.871548423936872	0.8808620977991276	0.8719148602545134	0.8082696836702316	1.0	0.7926061294129245	0.729760113760138	0.8724922750580696	0.7625623892320887	0.9043443061213707	0.8605839359567571	0.7226888013494547	0.8843309609750369	0.9029946494913803	0.6247335429209988	0.8732722561272089	0.5997707838204065	0.7910232860353441	0.8893557484234659	0.9061758147319513	0.7107003779105863	0.7876614263020519	0.7074684028592126	0.8451996674144568	0.5503537002160594	0.8854928568472277	0.8158531320546983	0.8449439359163785	0.8949956374225361
CosteaPI_2017__tigress-11-2-0__bin.2	0.9185219168695373	0.7129556781998747	0.516024606085926	0.895959049725612	0.7816516376400491	0.9186019588818327	0.7719036918890111	0.8696240563339587	0.5437261704192055	0.9179393671995643	0.9145061505453594	0.9608551610503855	0.9189607813662195	0.8568048400038265	0.9197100526910711	1.0	0.7852535281933347	0.9097563404011081	0.8249149309588838	0.9238370969347814	0.8884429095466694	0.7775679332176303	0.9145963442275067	0.9281152448797516	0.6774256146152811	0.9603069708783731	0.6501769709369406	0.8493238402205254	0.9194281486282556	0.9144253276353832	0.7601910075727553	0.8307509697773076	0.7603167320993849	0.8768657109780549	0.5754817650630282	0.9152401943654327	0.8514240645333844	0.8944171672546175	0.9848314529967924
BritoIL_2016__M2.11.ST__bin.69	0.8509267782277755	0.7512075937324638	0.4725908079619269	0.82155749713288	0.8270574603292696	0.8632441155775832	0.7178255318913177	0.802920623714347	0.49309437632918424	0.8538979772260842	0.8531084804224579	0.8451672110698928	0.8639200356480562	0.810136901515913	0.8582562370247486	0.7958903426534849	1.0	0.8410899250710151	0.760341220914265	0.8560658285996503	0.8701596326920534	0.7580720606776772	0.8462606344625841	0.8615115757248135	0.6336303477030986	0.8397495613247083	0.604241279720894	0.783392944629166	0.8460473318173939	0.8498820305778642	0.7800643944460582	0.7758755104027582	0.708251844335766	0.8127384814592908	0.63413451759173	0.8436903178011544	0.8891174494227374	0.8267293937376876	0.8628151358607257
ZeeviD_2015__PNP_Main_357__bin.9	0.9252063993202552	0.6870839955185718	0.5333620586152046	0.8744653083610463	0.7593072399787721	0.9273785563521117	0.7286601112400157	0.8332849053024787	0.5547451063415618	0.9279728357820867	0.9195282423040281	0.9135890001825819	0.9167269944948342	0.847839600678324	0.921055323756187	0.8276671353173907	0.7549700302716634	1.0	0.7939676197634675	0.9318699305975403	0.887575332821346	0.7528632333205693	0.9141445608690618	0.9425346355145365	0.6455775024918531	0.9043892135974545	0.6282332814952113	0.8356506560518107	0.9101988012108665	0.9221728390500906	0.7256553236140999	0.8243803047342723	0.7364255282266744	0.8716040287385434	0.5722307040346352	0.9221927312485835	0.8441925792153523	0.8830452398324224	0.9282467087291939
ZeeviD_2015__PNP_Validation_63__bin.18	0.9393776937477066	0.7270157369803489	0.5363430748786713	0.9250703302672032	0.802757236709808	0.9389817296788544	0.774485816815827	0.8848146743040051	0.5573913638370784	0.9393349876753592	0.9348288751096157	0.9341509680388583	0.9311673476834029	0.8756469658994086	0.9396306132052981	0.8759865413678796	0.796624147174247	0.9267454033961693	1.0	0.9433580655393092	0.9146699504733947	0.797405295138349	0.9431063899479026	0.9489575364815587	0.6941594263289155	0.9292173801275793	0.6797906987832916	0.8587245810762345	0.9461675446288822	0.9395323477766928	0.7605089071184389	0.8530703800218506	0.777691259974252	0.9079825112414407	0.5959686296948175	0.9282343112194656	0.8692182508339087	0.9166916476458796	0.9536357172028767
ZeeviD_2015__PNP_Main_311__bin.24	0.986591651060297	0.6810211018211161	0.5244661525583715	0.8535103029439527	0.751512116799121	0.9150560253830125	0.7192144664539543	0.8170451696516274	0.5511311250148986	0.9140987509880989	0.8992269195834709	0.8959399920815084	0.9002352257797591	0.8331975910249789	0.9204873160286435	0.8103747309699331	0.7408909947022825	0.8984939796174191	0.7792535520188729	1.0	0.8872108140839552	0.7460513715567234	0.9080163767558023	0.9301847282710699	0.6321822979243414	0.8901004470248802	0.616555264358431	0.8121009073385785	0.9053092938157676	0.9526239935775279	0.7218027035209889	0.8046125898536449	0.7315264879023807	0.8604948098260534	0.5616183314450426	0.9052993614517417	0.8302274716859126	0.8700867335126182	0.9159081537173756
YuJ_2015__SZAXPI017591-140__bin.72	0.8669662586319893	0.6948405217527985	0.4932143195649879	0.8136181784390253	0.7668832485186524	0.8693712245324062	0.697701857760265	0.7748034454762525	0.5194699360710817	0.8590689982355713	0.8536043625339368	0.8569767116324456	0.8534940646588406	0.7861799798225723	0.8626646415032352	0.7675113055321974	0.7416702336392329	0.8428103493811683	0.7441001599150537	0.8737588537655931	1.0	0.761049266721512	0.8512810238071385	0.8724008744226648	0.6044431492033423	0.8496410596826187	0.5834491123719474	0.7655397731776481	0.8583377266967068	0.8684939010671909	0.7305540967228039	0.7593843422215881	0.6980378109211087	0.8157232825322234	0.5778873335876593	0.8486628828086763	0.8385242481614491	0.8337568164592764	0.8717495435455674
WenC_2017__RA030__bin.18	0.8986932196517076	0.7385087661834202	0.470445071525058	0.8609252028084293	0.8229183683115509	0.8995892004666894	0.7615090622178033	0.8313827127529457	0.5101447749102154	0.8970741520522149	0.8926344655335543	0.8846415371896303	0.901352968345881	0.8374103708224532	0.8904809605113352	0.8256921358507588	0.7942312269008186	0.8787498725062006	0.7973897562152709	0.9031461738177904	0.9354860644094529	1.0	0.8936233198804917	0.8983648453780078	0.6546506006512756	0.8742492377321942	0.6334455831587117	0.8105578962818247	0.8952515089875873	0.8935101302634209	0.783767199224506	0.8092705198678875	0.7556787604037013	0.8496717501104947	0.6008258281292368	0.888468838856959	0.88453912753609	0.8775943433385215	0.900696634412463
LeChatelierE_2013__MH0428__bin.46	0.9105707188481506	0.682244463817693	0.5221485316698458	0.8583746013485531	0.7519466773227216	0.9106049408236364	0.7158110366216619	0.8215769901115774	0.553391812582487	0.9030059338831434	0.8997506980937322	0.8996611678750366	0.8908128859910442	0.8385479788639548	0.9084773018426633	0.8097206311500175	0.7392078062054466	0.8895902281395898	0.7862816890307853	0.916450330777862	0.8724156359168965	0.7450414431579901	1.0	0.9198234422606137	0.6405862950321445	0.8936391372190601	0.619288473278168	0.8054936986627158	0.9132327737291376	0.9102343755941315	0.7212333185153332	0.7985708349954613	0.7266403906421218	0.8659030902789541	0.5667618890253927	0.8972780739457384	0.829411748438752	0.8673597711344896	0.9173069171945722
ZeeviD_2015__PNP_Main_310__bin.38	0.9096813194672151	0.6757421868147734	0.5195051323258942	0.8486193253963434	0.7395619542644791	0.8979006513405309	0.7033084509645966	0.8104581513371575	0.5398357412827374	0.8989733998842241	0.8881369528813755	0.8872693084617596	0.8873131629619734	0.8266866778124565	0.9052850744919287	0.8018785243837768	0.7343861112123138	0.8951037462538136	0.7720851263077075	0.9161896646412634	0.8725041729243664	0.7309364487570286	0.8976466325815997	1.0	0.623172448039164	0.8848647324808019	0.6169059773009107	0.8018097065526719	0.8932092318445742	0.9020772864724386	0.7095529944527431	0.8201483091728772	0.7241808316702357	0.8601695887257502	0.562983495864858	0.8941470434645326	0.8224702362880473	0.8527311908048583	0.9069161245575755
FengQ_2015__SID31549__bin.26	0.9374595143561838	0.751708315368095	0.4628518036418177	0.9173418531134865	0.8122983380707072	0.9357343406127457	0.8033945615902863	0.894516123758866	0.48117941193899927	0.9473916517325301	0.9356592442134904	0.9384362784063623	0.933394602459075	0.8895679351657535	0.9484751854932146	0.8863377682780549	0.8179566218676628	0.9284433487068093	0.8552805540172997	0.9429517686990034	0.9154567802342191	0.8066170655801017	0.9466938171653	0.9437114173091581	1.0	0.932376458760327	0.6938682512858343	0.876744330988146	0.9470769620594601	0.945351788316022	0.7658596443189317	0.8678114354957691	0.7905065890704599	0.9244029580829268	0.5901591021944497	0.9284208708730186	0.8594680722805397	0.9145280370107751	0.955873457969516
CosteaPI_2017__tigress-11-0-0__bin.31	0.8952539378140844	0.677977159017954	0.5039398895308937	0.8470039544176574	0.7362200720595072	0.9008652537025968	0.7061883592349074	0.8224908541984902	0.5266127603993712	0.8955344690177326	0.8843301703526598	0.9638415687055855	0.8929716383299019	0.8154315683735139	0.8977168011556087	0.8507584373823913	0.7340111050231344	0.88068568605964	0.7752204816143101	0.8989689872927321	0.8713174658519848	0.7293762867769145	0.8942369689623875	0.9073323454207345	0.6313204268225189	1.0	0.6051307116291427	0.7928309922295278	0.9017642680038077	0.8998991332934848	0.7108321710832171	0.7853804847136436	0.7140653710345133	0.8540047818290496	0.5536274656306037	0.9009150644218635	0.8228298438157226	0.8527698910805606	0.9975475138916561
ZeeviD_2015__PNP_Main_589__bin.70	0.9171371352571255	0.718197054803679	0.4553300663368368	0.8869242224891982	0.7848528677744241	0.9053533898746245	0.7513435276417095	0.8578723829918843	0.4802229668969079	0.9113976055862171	0.9043066376645024	0.8977413424762962	0.9025045498761352	0.8582097321927086	0.909688914021376	0.8498566393486966	0.7792577705147612	0.9026188709366263	0.8367602432180562	0.9187463062559138	0.8827989674358501	0.77972883452741	0.9143265723994255	0.9333110135072374	0.6931918746306256	0.8928265575989311	1.0	0.843984415589718	0.9112148960341819	0.9180037297245985	0.7405228351214713	0.8453741309813135	0.7746201121367117	0.9191729687852469	0.5763491161042649	0.9032098699904154	0.8389486749474583	0.8882731089306183	0.9178164269156688
SchirmerM_2016__G89030__bin.39	0.9352906430136854	0.718807591053072	0.5183825665936665	0.9027132625304201	0.7875462818121532	0.927101021125443	0.7739536986840084	0.8670081032477474	0.5433303639734652	0.9355254851480262	0.9283265786366898	0.920651619256418	0.919723395769498	0.8646409741410948	0.935712960817983	0.8658311063134322	0.7879455134405328	0.9363840520696758	0.8243762951145671	0.9437986949145931	0.9033839557445967	0.7781514023259721	0.9275050292040125	0.9460726832425409	0.6831171591584849	0.9123139274122866	0.6582338438562512	1.0	0.9296014927998993	0.9340503581143529	0.766242915927312	0.8380516700460052	0.7736074060452346	0.8892480514073412	0.5892157307610556	0.9294904403329822	0.8608894705543787	0.9094412906605273	0.939272610322068
CosteaPI_2017__SID713B007-11-0-0__bin.12	0.9125625405118089	0.6884172767523755	0.5288652388456473	0.8746651862822805	0.7576217749822677	0.9107405289596724	0.7256077682684606	0.8384881192556555	0.5519306274656438	0.9052922005893068	0.9000448906428528	0.9073815423425	0.9081981145930001	0.8273560730651629	0.9176185531325719	0.817543665958068	0.7422402201412128	0.8896082501571867	0.7922695049496014	0.917697710646651	0.8834787505472458	0.7496497800775118	0.9172102670073217	0.9192628074601096	0.6436366906187584	0.9050863216162853	0.6198689526523495	0.8108305532728334	1.0	0.9162697507545134	0.731965366504498	0.8048874904394735	0.7338036956143613	0.8802603726721876	0.566140095607001	0.910711712847091	0.8374594187547064	0.8735174023281336	0.9278798666681943
LiJ_2014__MH0345__bin.67	0.9769156160426861	0.6948136703683959	0.5287157331604686	0.8673660364731237	0.763206115046345	0.9307142959649668	0.7305751967218221	0.8309919694163677	0.5529075907094027	0.9284447451533154	0.915175013379639	0.9143570090232497	0.9123104230276101	0.847680028337883	0.9426245374005102	0.8197492223358243	0.7517061008704028	0.9086873322732295	0.79315165492747	0.9735623932210296	0.9012479379254751	0.7543144741968103	0.9216801956490008	0.9359870463392292	0.6477218911196649	0.9106058097560583	0.6295976867662856	0.8213782305834223	0.9237680843892077	1.0	0.7331940707460011	0.8199228338723108	0.74268180120569	0.8761869726243309	0.5751130662632532	0.9183847266650869	0.8469208278890132	0.8863166457411096	0.933681093108637
CM_madagascar__V48_03_2FE__bin.12	0.8216278267677632	0.7071498983062084	0.47502720910721774	0.7940481705772277	0.7890581900004657	0.8422005952460816	0.7051882380889617	0.77205279395504	0.5015106085921586	0.8251786251251935	0.8239466188491436	0.8173311950145182	0.8332872942348262	0.7675734527508624	0.8334814476902448	0.7683137614548566	0.7778627966463542	0.8061496133899588	0.7238222343590055	0.831656326285142	0.8546986320073809	0.7459730915938656	0.823352714478402	0.8300304884064342	0.5915989957688753	0.8109363642318823	0.5725853742465702	0.759665645651002	0.8319807046191947	0.8266126772735488	1.0	0.7364406304778306	0.7007736147032569	0.7854497769997609	0.5965724022701748	0.816721900430847	0.850247308883152	0.8051883170131306	0.8317005238197088
ZeeviD_2015__PNP_Main_287__bin.67	0.932425953718669	0.7177891460786577	0.5141454372867442	0.8908775398291389	0.7780519638779856	0.9277395360322225	0.7589367030965392	0.8604100124425974	0.5382277155647912	0.9345693354113753	0.9323481874855692	0.919193668385541	0.9213987820364813	0.8704290290925883	0.9383357865773878	0.8528959503835398	0.7859119654172759	0.9302982054439569	0.8247489834269736	0.9417194194309756	0.9024675145591216	0.7824184977808564	0.9260467174632494	0.9745652306370097	0.6809463910054132	0.9101419193668385	0.6639877401934374	0.8439877081248878	0.9293241232458503	0.9389996055568383	0.7480782921573155	1.0	0.7702352548808332	0.8958112862053926	0.5902308775237949	0.9235998871187049	0.8555700665743092	0.9021720830447164	0.9343644975499629
SchirmerM_2016__G89199__bin.19	0.9262435692500509	0.7177884285994198	0.5074349920947978	0.8888471409264295	0.7859272127911102	0.920697490627437	0.7728420630941175	0.8535410199914555	0.5326417426966885	0.929086212742671	0.9241506435222945	0.9089638403005155	0.9168345676620283	0.8701670369434555	0.9175105355419896	0.8497771575223355	0.781006917215536	0.9047086028586153	0.8185202980193574	0.9320733012761349	0.9030965787472032	0.7953676344484404	0.917327251804363	0.9368085675546763	0.6752714017583893	0.90084960740187	0.6623464071368942	0.8481472414270123	0.9223531537239983	0.9259350416250459	0.7749476441275672	0.838510880726362	1.0	0.8919468180415785	0.5772089290600293	0.9193651924108315	0.852762064106542	0.8911726624450312	0.9252110708614205
