	KarlssonFH_2013__S517__bin.51	BritoIL_2016__WL.11.ST__bin.23	LeChatelierE_2013__MH0247__bin.73	ZellerG_2014__CCIS90903952ST-3-0__bin.20	ZeeviD_2015__PNP_Main_65__bin.27	ZeeviD_2015__PNP_Main_216__bin.37	SchirmerM_2016__G88853__bin.18	ZellerG_2014__CCIS74239020ST-4-0__bin.25	LiJ_2014__MH0374__bin.3	BritoIL_2016__M1.24.ST__bin.68	BritoIL_2016__M1.37.ST__bin.55	CosteaPI_2017__tigress-11-60-0__bin.19	ZeeviD_2015__PNP_Main_391__bin.18	BritoIL_2016__M2.40.ST__bin.42	LeChatelierE_2013__MH0422__bin.89	CosteaPI_2017__tigress-11-2-0__bin.2	BritoIL_2016__M2.11.ST__bin.69	ZeeviD_2015__PNP_Main_357__bin.9	ZeeviD_2015__PNP_Validation_63__bin.18	ZeeviD_2015__PNP_Main_311__bin.24	YuJ_2015__SZAXPI017591-140__bin.72	WenC_2017__RA030__bin.18	LeChatelierE_2013__MH0428__bin.46	ZeeviD_2015__PNP_Main_310__bin.38	FengQ_2015__SID31549__bin.26	CosteaPI_2017__tigress-11-0-0__bin.31	ZeeviD_2015__PNP_Main_589__bin.70	SchirmerM_2016__G89030__bin.39	CosteaPI_2017__SID713B007-11-0-0__bin.12	LiJ_2014__MH0345__bin.67	CM_madagascar__V48_03_2FE__bin.12	ZeeviD_2015__PNP_Main_287__bin.67	SchirmerM_2016__G89199__bin.19	LeChatelierE_2013__MH0447__bin.112	BritoIL_2016__M2.36.ST__bin.81	ZeeviD_2015__PNP_Main_34__bin.13	BritoIL_2016__W1.44.ST__bin.5	SchirmerM_2016__G89113__bin.12	CosteaPI_2017__tigress-11-7-0__bin.36
BritoIL_2016__M1.37.ST__bin.55	0.9884825460260255	0.9778152955817739	0.988758995472364	0.9882888925030555	0.9783983432976168	0.9877699119055894	0.9833392464613971	0.9874734393993252	0.9891968581472196	0.9987274468024784	1.0	0.9880635530790407	0.9872713406814381	0.999306673761414	0.9879902090737337	0.9878781846126333	0.979567039531351	0.9883960545592765	0.9878231511282195	0.9881933166094882	0.9799706010368633	0.9793149845592459	0.9877479692845392	0.9878693890905925	0.9875841437664055	0.9878477541915588	0.9881983476236633	0.9884430275885686	0.9885055674310811	0.9878661456206099	0.9777151861243202	0.9881606199455764	0.9884829667026389	0.9882646837157018	0.9814863775166233	0.98810734167058	0.9778172026262332	0.9864042822717988	0.9880285499098359
CosteaPI_2017__tigress-11-60-0__bin.19	0.9889290478784211	0.9774489959791435	0.9900166919713309	0.9895441742944127	0.9779775945133713	0.9876678234417984	0.983015450827341	0.9895934639463017	0.9882429216575667	0.9886721680420105	0.9880635530790407	1.0	0.9879974321401798	0.9878485161340795	0.9889548409129889	0.9996449713275757	0.9789161803808362	0.9886934499508712	0.9885508039973463	0.9886356292486477	0.9794120084731225	0.9789931697862839	0.9884524015244881	0.9884134089087326	0.9881990046860769	0.9998478561350578	0.9879443570155249	0.9894216809128265	0.9888966917476445	0.988382057986796	0.9768496028328522	0.9891387947206752	0.9891037546127169	0.98850169805643	0.9806701146410663	0.9885331727469044	0.9776228148707549	0.9865747279024988	0.9998571204946993
ZeeviD_2015__PNP_Main_391__bin.18	0.9879021048960862	0.9773019731723853	0.9885511777864466	0.9876952935390363	0.9781570404226956	0.9877557794848892	0.9830790796150514	0.9873915797376357	0.9884377325956237	0.9876164727010655	0.9872713406814381	0.9879974321401798	1.0	0.9870194622383615	0.9880965409576077	0.9876646876453002	0.9788317394327959	0.9885359150411293	0.9870022681756194	0.9878316530356226	0.9793623344121588	0.979426677154939	0.9882511073188504	0.987726944319689	0.9865615042821436	0.9878131002762706	0.9873022519617778	0.9880361272269506	0.9877866838452612	0.9877622483628425	0.9768903869783416	0.9880585620496976	0.9880909101597865	0.9875501298842428	0.9810441421838576	0.989073265645532	0.9778299763449707	0.9853437752690953	0.9879505714583031
BritoIL_2016__M2.40.ST__bin.42	0.9881654271804209	0.9781118059911756	0.9885502312552454	0.9877948809011738	0.9785130755889955	0.9875011931768563	0.9832369034691604	0.987152398839755	0.9889046141501155	0.9980705954908115	0.999306673761414	0.9878485161340795	0.9870194622383615	1.0	0.9878029221994218	0.9874859318546012	0.9796275019392466	0.9879511988161884	0.9872193943972136	0.9879254891450013	0.9800676144462805	0.979611227623617	0.9875042387318935	0.9875613199202241	0.9872721066990822	0.9874743901923076	0.9880011257390601	0.9880578481384025	0.9881294810400512	0.9874401957770288	0.9777893844689067	0.9880685753184549	0.9881888905298025	0.9878228567611652	0.9818796996785724	0.9880425702113711	0.9780681700343602	0.9859778563259772	0.9875770603157248
LeChatelierE_2013__MH0422__bin.89	0.9903568562996083	0.9769328466878708	0.989777958388803	0.9887274055385851	0.9777644622872018	0.9876706868874154	0.9827945696180869	0.9886223514302587	0.9886502089601775	0.9884423498444227	0.9879902090737337	0.9889548409129889	0.9880965409576077	0.9878029221994218	1.0	0.988864610030457	0.9790365422709043	0.9882576017440753	0.9881930536242141	0.9900705274732966	0.979356679239503	0.9789968329100215	0.9892541843862712	0.9888300722135794	0.9894743854506695	0.9887747684317365	0.9888287650562306	0.9882576884983193	0.9894727660232401	0.990003407803834	0.9772757874144176	0.9892534782825513	0.9886947971425925	0.989552231162007	0.980328434821907	0.988575045642717	0.9774414296742879	0.9862931752998282	0.988877669232977
CosteaPI_2017__tigress-11-2-0__bin.2	0.9886795608832935	0.9774646590524644	0.989403147538431	0.9894291408352687	0.9775702878706789	0.9872570811594726	0.9830604301972471	0.9891476489977696	0.9882915266506513	0.9883466003560761	0.9878781846126333	0.9996449713275757	0.9876646876453002	0.9874859318546012	0.988864610030457	1.0	0.9794163209431277	0.9885838975550439	0.9882540650729753	0.9885146982700815	0.9792794413462639	0.9785742540201221	0.9882056885393903	0.9882209879520076	0.9879852467782136	0.9995980465631965	0.9878811033487737	0.9888385459970733	0.9887333512202352	0.9882547992061841	0.9764313462342813	0.9887866545900175	0.9885930149795051	0.9881451046581823	0.9804208252069403	0.9882668002303636	0.9771187165976682	0.9861565165581958	0.9996369720936168
BritoIL_2016__M2.11.ST__bin.69	0.9788147860857405	0.9876764566469868	0.9801387228014422	0.9788317378711318	0.9833658390835966	0.9790531879369343	0.9801483819023792	0.9792628551957009	0.9806222872815561	0.9786152403205968	0.979567039531351	0.9789161803808362	0.9788317394327959	0.9796275019392466	0.9790365422709043	0.9794163209431277	1.0	0.9794395176378855	0.9790141303666579	0.9790345406892569	0.9791839321188845	0.9784026269270235	0.979205979900625	0.9795714136581749	0.9776550742123864	0.9788512209433203	0.9783276318209108	0.9795914327762322	0.9790905293933382	0.9790338168655804	0.9821503755127706	0.9796762328401256	0.9794505291834884	0.9789320801609588	0.990083171605618	0.9796325636364639	0.9880361786310011	0.9796701987773607	0.9790799225455081
ZeeviD_2015__PNP_Main_357__bin.9	0.9886746888253463	0.9771403254943642	0.9901663062781461	0.9885884163812466	0.9779560016744709	0.9884594691908604	0.9830199095430284	0.9878839204535644	0.9889485269346411	0.9886672848033001	0.9883960545592765	0.9886934499508712	0.9885359150411293	0.9879511988161884	0.9882576017440753	0.9885838975550439	0.9794395176378855	1.0	0.9881990353909567	0.988711535098563	0.9794658148387555	0.9789904962065661	0.9891102690474205	0.9886606166108758	0.9874110608372125	0.9885943355309319	0.9880087215392187	0.990000685951008	0.9887883949430081	0.9884007229274373	0.9772096385104155	0.9891523617726348	0.9888058776058409	0.9880963742667451	0.9807339086495289	0.989263082486444	0.977381075759146	0.9858018106617282	0.9888939513888994
ZeeviD_2015__PNP_Validation_63__bin.18	0.98874666689942	0.9772584138406886	0.9891062823726238	0.9891421736401006	0.9777479937440062	0.9876247576367853	0.9833022048248837	0.988107668109298	0.9874709213283747	0.9881480040511293	0.9878231511282195	0.9885508039973463	0.9870022681756194	0.9872193943972136	0.9881930536242141	0.9882540650729753	0.9790141303666579	0.9881990353909567	1.0	0.9885762254096865	0.97931744459681	0.9795019702494121	0.9881089839660467	0.987924228591901	0.98741926560973	0.9882069647915396	0.9878288458943066	0.9882112348978366	0.9887489725806304	0.9884168385275448	0.9769808766090403	0.9883770644581729	0.988689176915969	0.9884945921558839	0.9805985331047463	0.9878946121249803	0.9777484572932218	0.98611531735175	0.9884336674221699
ZeeviD_2015__PNP_Main_311__bin.24	0.9970668792377347	0.9770720417479497	0.9899915308477557	0.9884587558287309	0.9780714364356935	0.9877936872492372	0.9828647787188134	0.9879510987054078	0.9894431214271616	0.9887859656558389	0.9881933166094882	0.9886356292486477	0.9878316530356226	0.9879254891450013	0.9900705274732966	0.9885146982700815	0.9790345406892569	0.988711535098563	0.9885762254096865	1.0	0.9792157374173807	0.9793640802453039	0.9894253211589863	0.9885533457113083	0.9879914229802468	0.9883829673140223	0.9886840327550129	0.9885083347403484	0.9897133686892211	0.9939002862970485	0.9768963771783933	0.9888777529382002	0.988735338789292	0.9888852021929674	0.9806857211890108	0.9889053129913903	0.9776197113344851	0.985968647672289	0.9884939059618556
YuJ_2015__SZAXPI017591-140__bin.72	0.9794069892700519	0.9790715613440322	0.9809220143143591	0.9794509367614933	0.979429456143442	0.9793883496658202	0.9815438200221128	0.9795552413174914	0.9812175703640275	0.9797738605509302	0.9799706010368633	0.9794120084731225	0.9793623344121588	0.9800676144462805	0.979356679239503	0.9792794413462639	0.9791839321188845	0.9794658148387555	0.97931744459681	0.9792157374173807	1.0	0.9842298622337655	0.980258818978194	0.9790810121033423	0.9782309880067909	0.978927409291247	0.9786083882771863	0.9799730308202542	0.979231787794048	0.9794994736968242	0.9782690487966269	0.9796114616506897	0.980327342336645	0.9793493719850586	0.9823710569969043	0.9800731228668277	0.9793900293347558	0.9811886816119859	0.9792166872716512
WenC_2017__RA030__bin.18	0.9792750116900807	0.9770015769626328	0.981024636760173	0.9788872991441306	0.9786328895226459	0.9793442911533244	0.9812487445025239	0.9785487083938055	0.980431357956026	0.9792259739366329	0.9793149845592459	0.9789931697862839	0.979426677154939	0.979611227623617	0.9789968329100215	0.9785742540201221	0.9784026269270235	0.9789904962065661	0.9795019702494121	0.9793640802453039	0.9842298622337655	1.0	0.9789748651323604	0.9789401919161024	0.9783175768030167	0.9785021383703836	0.9784927022749791	0.979510137208679	0.97904071067067	0.979360650992044	0.9774256946566543	0.9792389001463442	0.9800163783429483	0.9789104916363262	0.9815299480489572	0.9793135470331746	0.9782173496384536	0.9804026375613488	0.978764644024391
LeChatelierE_2013__MH0428__bin.46	0.9888456103944466	0.9774986850459764	0.989528312207623	0.9886620349172854	0.9782827692280017	0.9887632562947459	0.9834405225629291	0.9882050151969365	0.9881884903365987	0.9881626386047098	0.9877479692845392	0.9884524015244881	0.9882511073188504	0.9875042387318935	0.9892541843862712	0.9882056885393903	0.979205979900625	0.9891102690474205	0.9881089839660467	0.9894253211589863	0.980258818978194	0.9789748651323604	1.0	0.9885829158722398	0.9878339688298424	0.9880917845314743	0.9883267151619199	0.989063906008591	0.9892969469973821	0.988939949208419	0.9768416558047552	0.9889688758596126	0.9891461677022024	0.9886307261266758	0.9806979483121322	0.9896230709579426	0.9777771891504206	0.9862283055918472	0.9882574329991047
ZeeviD_2015__PNP_Main_310__bin.38	0.9884789163803197	0.9769207659947192	0.9898374153573231	0.9885170886013773	0.9778603941649141	0.987425002420623	0.9824068284274665	0.9883092633630604	0.9885843310228943	0.988353548900111	0.9878693890905925	0.9884134089087326	0.987726944319689	0.9875613199202241	0.9888300722135794	0.9882209879520076	0.9795714136581749	0.9886606166108758	0.987924228591901	0.9885533457113083	0.9790810121033423	0.9789401919161024	0.9885829158722398	1.0	0.9874617534301641	0.9880829462500795	0.9883749776379516	0.9896391221816634	0.9886538195857619	0.9885725672111682	0.9769601563610387	0.9954004992550479	0.988252690077809	0.9885614415437092	0.980563574093148	0.9890134615320034	0.9773764362966387	0.9858106463830876	0.9883297306040821
FengQ_2015__SID31549__bin.26	0.9879947883016755	0.9760364928256071	0.9880531745512443	0.9876782370891554	0.9764398404104083	0.9858650435130819	0.9820026051325857	0.9878301203956057	0.9870527405643769	0.9880938807043717	0.9875841437664055	0.9881990046860769	0.9865615042821436	0.9872721066990822	0.9894743854506695	0.9879852467782136	0.9776550742123864	0.9874110608372125	0.98741926560973	0.9879914229802468	0.9782309880067909	0.9783175768030167	0.9878339688298424	0.9874617534301641	1.0	0.9878697044637604	0.9879984142398354	0.9878337698218551	0.9889111505134754	0.9886079702537884	0.975808488313663	0.988038681038474	0.9877082534128315	0.9886892451938444	0.9804300483923258	0.9870225019334544	0.9759130214354619	0.9854492468651723	0.9879744355772957
CosteaPI_2017__tigress-11-0-0__bin.31	0.9887521675629811	0.9770020003678723	0.9897933602149624	0.989269558310618	0.9773629301449671	0.9874589893862465	0.9826340673584482	0.9892956239289071	0.9880101214693133	0.9884861036021589	0.9878477541915588	0.9998478561350578	0.9878131002762706	0.9874743901923076	0.9887747684317365	0.9995980465631965	0.9788512209433203	0.9885943355309319	0.9882069647915396	0.9883829673140223	0.978927409291247	0.9785021383703836	0.9880917845314743	0.9880829462500795	0.9878697044637604	1.0	0.9877923387609054	0.9891770258442852	0.98863746685517	0.988119659515572	0.9763256091060174	0.9887192801241598	0.9887826177755681	0.988218058971747	0.9801070550909343	0.9883410069523634	0.977108496091985	0.9864155844467625	0.9999306531708491
ZeeviD_2015__PNP_Main_589__bin.70	0.9890066526949799	0.9764009261450012	0.9897702664323624	0.9889261557826977	0.9759087294762847	0.9867694185274867	0.9834740225904459	0.9879343308810954	0.9887771036100317	0.9884849357076039	0.9881983476236633	0.9879443570155249	0.9873022519617778	0.9880011257390601	0.9888287650562306	0.9878811033487737	0.9783276318209108	0.9880087215392187	0.9878288458943066	0.9886840327550129	0.9786083882771863	0.9784927022749791	0.9883267151619199	0.9883749776379516	0.9879984142398354	0.9877923387609054	1.0	0.9881956578378107	0.98921652929926	0.9883311135140838	0.9755424569688568	0.9884796201765682	0.9880923938057793	0.9964684174271954	0.9807769302319118	0.9884872058964809	0.9757225481560272	0.9867919511184262	0.9878868280035047
SchirmerM_2016__G89030__bin.39	0.9887111080441507	0.977576487222988	0.9900240902674255	0.988539375111967	0.9782179637402787	0.9891952887534766	0.9835548462645459	0.9882061679436966	0.989183658236645	0.9887900290745737	0.9884430275885686	0.9894216809128265	0.9880361272269506	0.9880578481384025	0.9882576884983193	0.9888385459970733	0.9795914327762322	0.990000685951008	0.9882112348978366	0.9885083347403484	0.9799730308202542	0.979510137208679	0.989063906008591	0.9896391221816634	0.9878337698218551	0.9891770258442852	0.9881956578378107	1.0	0.9888780634865388	0.9883831321444516	0.977106381423603	0.9899749856590715	0.989322133374327	0.9885664094304223	0.9813170167419629	0.9899998770546187	0.9778831442223179	0.9860674741141497	0.9893466668399598
CosteaPI_2017__SID713B007-11-0-0__bin.12	0.9895290362752974	0.9775498925512557	0.9901647059129416	0.9890845775441379	0.9780904806405852	0.9881332967195645	0.9828337321114171	0.9889298817440298	0.9887592928797245	0.9889842436452884	0.9885055674310811	0.9888966917476445	0.9877866838452612	0.9881294810400512	0.9894727660232401	0.9887333512202352	0.9790905293933382	0.9887883949430081	0.9887489725806304	0.9897133686892211	0.979231787794048	0.97904071067067	0.9892969469973821	0.9886538195857619	0.9889111505134754	0.98863746685517	0.98921652929926	0.9888780634865388	1.0	0.9893316929203961	0.9770921610783169	0.9895506493229328	0.9894023980474086	0.9899433859128534	0.9805563055356953	0.9884777275759026	0.9777408649993494	0.98647721966304	0.9889036154920906
LiJ_2014__MH0345__bin.67	0.9948071176954709	0.9769610337709943	0.9897760266401244	0.9880344524834991	0.9779122058507607	0.9875863067934914	0.9835467583353557	0.988130061133161	0.9888304911378839	0.9884616502564202	0.9878661456206099	0.988382057986796	0.9877622483628425	0.9874401957770288	0.990003407803834	0.9882547992061841	0.9790338168655804	0.9884007229274373	0.9884168385275448	0.9939002862970485	0.9794994736968242	0.979360650992044	0.988939949208419	0.9885725672111682	0.9886079702537884	0.988119659515572	0.9883311135140838	0.9883831321444516	0.9893316929203961	1.0	0.9769746216189871	0.9891457005488589	0.9886117593997714	0.9887440248178907	0.98076459324203	0.9884260907400815	0.9775961348878252	0.9856916636628127	0.9880818236976684
CM_madagascar__V48_03_2FE__bin.12	0.9769807134819809	0.9814889060505978	0.9787207056022792	0.9770894952366292	0.982485578671174	0.9771826105430497	0.9774770290420298	0.9768182889370863	0.9792434148427537	0.9771984976580232	0.9777151861243202	0.9768496028328522	0.9768903869783416	0.9777893844689067	0.9772757874144176	0.9764313462342813	0.9821503755127706	0.9772096385104155	0.9769808766090403	0.9768963771783933	0.9782690487966269	0.9774256946566543	0.9768416558047552	0.9769601563610387	0.975808488313663	0.9763256091060174	0.9755424569688568	0.977106381423603	0.9770921610783169	0.9769746216189871	1.0	0.9768501651989296	0.9777785486294532	0.9767265771526211	0.9852174468406798	0.9773733796132322	0.9828666077899708	0.9772738484734841	0.9768097403169218
ZeeviD_2015__PNP_Main_287__bin.67	0.9889434408916673	0.977183514721026	0.9900334072285586	0.9889510039545883	0.9777748224136829	0.9882721226241067	0.983005861318981	0.9886261521122038	0.9884254896879895	0.9886271551477388	0.9881606199455764	0.9891387947206752	0.9880585620496976	0.9880685753184549	0.9892534782825513	0.9887866545900175	0.9796762328401256	0.9891523617726348	0.9883770644581729	0.9888777529382002	0.9796114616506897	0.9792389001463442	0.9889688758596126	0.9954004992550479	0.988038681038474	0.9887192801241598	0.9884796201765682	0.9899749856590715	0.9895506493229328	0.9891457005488589	0.9768501651989296	1.0	0.9889125920283682	0.9891867367218934	0.9807542311184114	0.9890698794518713	0.9772991808345506	0.9858863655080453	0.9890425001973063
SchirmerM_2016__G89199__bin.19	0.9890402481973725	0.977692672563931	0.9902077916990618	0.9885930396282909	0.9783308390349102	0.9882291498336014	0.9831312379363121	0.9885617966738184	0.9893940572999753	0.9888281078008176	0.9884829667026389	0.9891037546127169	0.9880909101597865	0.9881888905298025	0.9886947971425925	0.9885930149795051	0.9794505291834884	0.9888058776058409	0.988689176915969	0.988735338789292	0.980327342336645	0.9800163783429483	0.9891461677022024	0.988252690077809	0.9877082534128315	0.9887826177755681	0.9880923938057793	0.989322133374327	0.9894023980474086	0.9886117593997714	0.9777785486294532	0.9889125920283682	1.0	0.9887484453465856	0.9814133427713485	0.9883003735999385	0.9780312839241591	0.9863633794939193	0.9889815553821331
