	NielsenHB_2014__V1_CD25_0__bin.12	KarlssonFH_2013__S205__bin.25	VogtmannE_2016__MMRS81130264ST-27-0-0__bin.26	XieH_2016__YSZC12003_35704__bin.10	YuJ_2015__SZAXPI015246-34__bin.44	NielsenHB_2014__MH0127__bin.2	QinJ_2012__CON-049__bin.3	LoombaR_2017__SID0006_evh__bin.65	HeQ_2017__SZAXPI029585-104__bin.20	HeQ_2017__SZAXPI029555-35__bin.91	QinJ_2012__CON-023__bin.42	BackhedF_2015__SID130_12M__bin.8	QinN_2014__LD-76__bin.25	LiuW_2016__SRR3992999__bin.11	HeQ_2017__SZAXPI029480-66__bin.2	FengQ_2015__SID31428__bin.43	NielsenHB_2014__V1_CD20_4__bin.10	GeversD_2014__SKBSTL059__bin.3	BackhedF_2015__SID130_4M__bin.2	HeQ_2017__SZAXPI029598-166__bin.49	BackhedF_2015__SID591_12M__bin.5	QinJ_2012__CON-035__bin.6	CosteaPI_2017__SID713A037-11-0-0__bin.30	QinJ_2012__T2D-038__bin.20	QinJ_2012__CON-065__bin.22	QinJ_2012__CON-029__bin.9	NielsenHB_2014__V1_UC7_0__bin.5	FengQ_2015__SID532826__bin.1	CosteaPI_2017__SID713A037-11-90-0__bin.13	KosticAD_2015__PRJNA231909.3112359__bin.15	LeChatelierE_2013__MH0236__bin.16	BackhedF_2015__SID624_12M__bin.9	YuJ_2015__SZAXPI017587-113__bin.24	ZellerG_2014__CCIS16383318ST-4-0__bin.38	LiuW_2016__SRR3992985__bin.77	YuJ_2015__SZAXPI015254-45__bin.10	VatanenT_2016__G80466__bin.1	FengQ_2015__SID531333__bin.39	YuJ_2015__SZAXPI015257-56__bin.49	WenC_2017__RA134__bin.31	LiJ_2014__V1.FI10__bin.30	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.23	HeQ_2017__SZAXPI029587-106__bin.17	LeChatelierE_2013__MH0127__bin.13
QinJ_2012__CON-023__bin.42	0.8451239167341247	0.7848883758463595	0.7684740352821399	0.810586791339373	0.821351728689568	0.6731327304732406	0.662700947657124	0.7199409425112455	0.7030246575446384	0.7982385797375665	1.0	0.8570021086090103	0.8027687227948821	0.7939616214827147	0.3554597674808934	0.6165302808707661	0.7830158830001736	0.4530455982352292	0.8116207083042403	0.7154872922406919	0.8351264359387135	0.8759286998723329	0.7840675007752007	0.8310625195775702	0.7870658915819057	0.639542598422036	0.5304063568666658	0.8281267137782158	0.7562917687755812	0.8100880077959425	0.7525840812189031	0.8109951743166302	0.7788113084154393	0.7396789262688557	0.7345166114201201	0.8221539546928799	0.7859662287507305	0.7935213138299907	0.8256735711416106	0.6727082271153021	0.7022429771245476	0.6299064038054213	0.6811350770949304	0.7199083856639874
BackhedF_2015__SID130_12M__bin.8	0.8431458624810952	0.8099499838566242	0.7815256843312332	0.7924833547004916	0.8370079181213013	0.6634058935594539	0.6551507438854998	0.7224639008312108	0.7015483165259707	0.8159293266292694	0.853205734580244	1.0	0.7904876180622032	0.7850674717585329	0.3565052140271775	0.6103794668846809	0.7753789287721531	0.45180462801948784	0.866009351199928	0.6986327536193575	0.8312066874485096	0.8714030639057403	0.7722097292003773	0.8419667352052097	0.7936105588377272	0.6315046318586532	0.5318845833592949	0.8438592549375759	0.7578531387065285	0.7893059733008074	0.7608070932671738	0.8159913197099605	0.7950820291184961	0.7384716471341259	0.7325694023552336	0.7762682305286657	0.7669859467665101	0.7990105652573153	0.8300838889109169	0.678640457125019	0.7010788054783003	0.6264189964421636	0.6695992226004744	0.7173722863866342
QinN_2014__LD-76__bin.25	0.8892833580107707	0.8418913458511272	0.8173935739032293	0.8327429281523582	0.882043383891093	0.7104849656504946	0.7038328587309081	0.7645857466285285	0.7591051244667142	0.8515819470940769	0.8994074227795706	0.8895886239905771	1.0	0.827437249603101	0.36249308105095074	0.6625978701500513	0.8210071864994527	0.49915308168131434	0.8503463635632826	0.7704120063730471	0.8685341248056231	0.9153078139945683	0.8174233214001013	0.8767653280175028	0.8323661265253117	0.6871512415861507	0.571402668846261	0.8810896933068486	0.7879470933685393	0.8530891536022626	0.8181064514175568	0.8626703265531469	0.8109652814839184	0.788292376814376	0.7753883376355061	0.8278866492879902	0.8227817663426197	0.8226149678780155	0.8733202845702213	0.7315522137626794	0.7424819399050984	0.6576434953733789	0.7323267110919562	0.7669627132833552
LiuW_2016__SRR3992999__bin.11	0.8052162254815546	0.7555223218438508	0.7965205648227595	0.7491932079198003	0.8095941417885447	0.6496079715806229	0.6518222995314393	0.7177541744700477	0.684938016381083	0.7846514027221142	0.8169900882153388	0.8114324763329064	0.7599522787607309	1.0	0.3543903735279826	0.5984032639870523	0.7515578031316738	0.4539931735729977	0.77918323563793	0.7036866218553648	0.7870426687465564	0.8231312054361621	0.7673355402888644	0.8108772680761432	0.7653231949551833	0.618572903365141	0.5096603634646296	0.8212990507142248	0.7496092075451078	0.772698975645645	0.7404162338080521	0.7990500637172218	0.7372284211984822	0.7274958513876303	0.8266211788369053	0.7444448275211561	0.7429284942504883	0.8048773110096463	0.7935106660482507	0.6623767857247403	0.7001660745963112	0.6564275682528862	0.650758719566814	0.7048724972532315
HeQ_2017__SZAXPI029480-66__bin.2	0.8834185458911159	0.7472235440756035	0.7896554134970377	0.7696261397696442	0.8502882642724456	0.6032410090790654	0.6225673825724344	0.7082986581747297	0.7170679963885211	0.7907244232647197	0.8454100614718205	0.8516692564969407	0.7695036020817875	0.8191088127150518	1.0	0.5546709787904552	0.817156479123863	0.3930685767510673	0.7975970584940795	0.6988805468037586	0.8453003037882187	0.8925118948010191	0.7950320364636074	0.8310611237532918	0.8368737703944436	0.5746912313383746	0.3814335105243335	0.8841913602660647	0.7857251863061503	0.7546141453597685	0.7509026817711282	0.8000282663623522	0.8785719172186501	0.7214861190359667	0.7327453027846126	0.7620859372592003	0.7234504808664542	0.805092906872109	0.8137637638766414	0.6521538441876916	0.6737024348915166	0.7648328864090669	0.6562532184937186	0.6836527958514602
FengQ_2015__SID31428__bin.43	0.8291513868800837	0.8046324431193665	0.8156711193959746	0.7760675576165741	0.8430736516377493	0.7249313735379133	0.7183438392463275	0.7606686496658613	0.761272986780342	0.8237772887861265	0.8443901195210844	0.8396857273842203	0.809977103588836	0.7964626365115722	0.3194090483465363	1.0	0.8092636741012542	0.502298082788124	0.8163499163841592	0.7604244905451112	0.830141010550358	0.8684116540092096	0.7905171021775617	0.8366363358122988	0.8203846025639305	0.6871590051641385	0.5589927830200319	0.8532036577114238	0.7696683375404605	0.8249106373288992	0.7973258515590469	0.8438325362807899	0.7420831188643657	0.7865373950905835	0.7693583766708557	0.7795238810564125	0.7810316934989171	0.8150858301561623	0.8655830446209452	0.7059765737115953	0.7571976074137792	0.6166818688908812	0.7163152405941379	0.7728666488597898
NielsenHB_2014__V1_CD20_4__bin.10	0.8850648884555332	0.8382351164481451	0.8219897278600703	0.8253906774680249	0.8786908174005246	0.7341957647854783	0.7028338996252594	0.7820364762594458	0.7649482235537169	0.8472568184224796	0.8802546643574369	0.875547843909525	0.823794139322738	0.8210750852635941	0.38624781200008246	0.6642614953944511	1.0	0.4912870876202023	0.8379899325353367	0.7617039784465574	0.8681955245763116	0.9002165435890803	0.820065922492035	0.8678774961676688	0.8494759105028971	0.6622545406994635	0.5613631372738533	0.8925575666953544	0.7931191444573866	0.8368983311148335	0.8193893570282857	0.8687246243533718	0.797772664054688	0.7999395213015073	0.7647055270139371	0.818817971909741	0.8127242633289438	0.8465976645699297	0.8680135910062277	0.7163215022027465	0.7548057823605454	0.6642298702230889	0.7030609612488603	0.780682634653939
GeversD_2014__SKBSTL059__bin.3	0.8846050293139563	0.8427834186123323	0.8384450873862989	0.8194219994786188	0.8847607110565173	0.7613447727870756	0.7473657733383722	0.8105408139529915	0.7885304681380525	0.8547226819751679	0.8750528860037229	0.8765388834993837	0.8605183164148997	0.8521664488139798	0.319215339596827	0.708378180867996	0.8440923662831198	1.0	0.8579083577896123	0.8006876859404735	0.8756982020895543	0.9001524460043823	0.8201881978586739	0.8694318593223144	0.8514307762657994	0.7012217048432895	0.6270689645698879	0.8794754685257306	0.7935574621311793	0.8579553675706993	0.836764945599915	0.8892522819585618	0.777217594845286	0.8289570483230023	0.8097379845746866	0.8284179621320951	0.8402125330518445	0.8417479823951423	0.8620952808895471	0.7514843185749076	0.7929597663430725	0.6264163222844067	0.7475470967797079	0.7986033821400684
BackhedF_2015__SID130_4M__bin.2	0.8655068210918203	0.8286789244632	0.8102497210371419	0.8151224436974963	0.8705770031761485	0.695818899540804	0.6926667477987216	0.7591533241574122	0.7283986760619872	0.8418559128984541	0.8802446302863676	0.943411077267998	0.8231521174609323	0.8212447142751851	0.3637113458608082	0.6464543863588448	0.8084465325473809	0.4817245475316715	1.0	0.7353580923225651	0.8525314058185396	0.8895454490916352	0.8035655824110276	0.8713630699455444	0.8183866948000638	0.6635164575230841	0.5680174011117377	0.8685595574989159	0.7831144767582373	0.8329582404171331	0.8032261990260725	0.8592422837416503	0.8024473312981757	0.780309935877109	0.7710996193078293	0.8086254801503572	0.8058205964577287	0.8323699758832109	0.8549300578837218	0.7145168671828265	0.7405311178568796	0.6495845981649301	0.7024821266654211	0.743411420079498
HeQ_2017__SZAXPI029598-166__bin.49	0.8509403494653431	0.8106630708914765	0.8069806414374662	0.7940974129557921	0.8435969657444392	0.7024831344429601	0.7141912557559152	0.7521062637469454	0.7593494299279715	0.8245345347381873	0.8528230075359069	0.8364385700388739	0.8196227450111633	0.8151152162626695	0.35025389699294635	0.6617963202832012	0.8076169851399241	0.4941146684570191	0.8081753400049582	1.0	0.828984419563368	0.8887453442171088	0.7915874533668196	0.8408176244223363	0.8252454764590506	0.6842473097618665	0.5560999703868472	0.8516226576033842	0.7641474388390439	0.8271631729928047	0.7812857684311735	0.8412286670389032	0.7775954270661202	0.7838940617716803	0.7655866531335312	0.7891147927870498	0.7846679220232188	0.7982745252288238	0.8523957643395853	0.7112902217068178	0.7495608889371139	0.6329913127216747	0.7216506808387831	0.7446916728266546
BackhedF_2015__SID591_12M__bin.5	0.78940913005824	0.7401528379530999	0.7419454112714937	0.7305160805773177	0.7830497699029413	0.6546434858564862	0.6087810769561229	0.672345780451626	0.6476835227744995	0.7588975480445102	0.7871255876807283	0.7869170449978505	0.7306555062567274	0.720896304534284	0.3349853886058832	0.5712877838377634	0.7278997636615567	0.42732064063120506	0.7408869081968298	0.6555128109259682	1.0	0.8081931653412786	0.6999800692778793	0.7841535565316016	0.7241871080700953	0.586079418416166	0.48747686293413	0.8017760090710109	0.6821508615643025	0.7439807878563808	0.7146620699887118	0.7835884058610028	0.7184709531324154	0.6868755450039579	0.6690454435360259	0.709463994658924	0.7130693997277624	0.7190912186549175	0.7566220494561952	0.6214411073973962	0.6642549201922049	0.5811998175549443	0.6299761635713471	0.7014342076137742
QinJ_2012__CON-035__bin.6	0.856754708101679	0.7848259811596272	0.7792172537763776	0.7719953968359988	0.8337719779327554	0.6625915102508025	0.658729803709861	0.7160126011001758	0.712534491559334	0.7912604225327083	0.8490524357490344	0.8484240352320976	0.7918937252477295	0.7753852668113224	0.3637498383806569	0.6146143103740929	0.7762024019545064	0.45174092373344055	0.7950302128595685	0.7227466893311625	0.8311686043625887	1.0	0.7728290768977175	0.8212817899886086	0.7886965729345967	0.6348104473194475	0.5164015292406924	0.8472536354394606	0.751288818515112	0.8038924678339209	0.7596452279246361	0.8172301232718986	0.780617137716838	0.7292463912162415	0.7116364701477583	0.762801937103573	0.7605175127962689	0.775598206040611	0.821206725080442	0.6888715814062077	0.6964678437252784	0.6107758892740519	0.6741484422346424	0.7122051251255422
CosteaPI_2017__SID713A037-11-0-0__bin.30	0.7928024055712846	0.7335347632345689	0.7647753886007027	0.7461017616908524	0.7942914032112909	0.6297143545037511	0.6302843966179862	0.6977135227765783	0.6669193392017737	0.7630127964959309	0.7984297608977503	0.7898537009927938	0.7429580003527759	0.7593662650943676	0.34040108304782946	0.5877678167934214	0.7428382625399609	0.4324186265686619	0.7544914554839275	0.6762778792759596	0.7562704632565853	0.8118970460810329	1.0	0.7895150876081664	0.7601410202434153	0.6147130090627362	0.48948689128450346	0.8044707266797735	0.8914473726562611	0.7599678510410108	0.7229312074077794	0.7713674058223478	0.7300607572837284	0.695219950637121	0.7150584462151908	0.723366705420518	0.7194996890679377	0.7792449951525499	0.7978597187835154	0.6413459817663774	0.6662417905566779	0.6184338937835475	0.6356581137818222	0.682055550620126
QinJ_2012__T2D-038__bin.20	0.8176772522764799	0.7619022227099042	0.770292133487734	0.7498074358281246	0.8436788864905485	0.6541880357159919	0.6401243013673212	0.7006648125847429	0.6777799593326661	0.8598277694950611	0.8103969549740427	0.8246832284697229	0.7630999888113975	0.7684258252673166	0.34073764021584446	0.5956787336104695	0.7528089402790616	0.43894213149967654	0.7834530739837867	0.6878740514731198	0.8112849539803222	0.8262101799022492	0.7560339085549042	1.0	0.7711730432968096	0.609684829703613	0.5049098855156297	0.8338902462817931	0.7316350493608472	0.8023294485560076	0.7625380928764972	0.8213272641585909	0.7511821236337499	0.7233271266898104	0.7065645657882124	0.7534460433495163	0.7459028292986041	0.7582651563183395	0.795292649766226	0.6529233845800098	0.6880105955757861	0.6113566473398712	0.6564208246092542	0.7075021891749191
QinJ_2012__CON-065__bin.22	0.9088823688049726	0.8543512173530986	0.8464401099966317	0.8316348984061896	0.9061689163844365	0.7284572781068507	0.731166037222242	0.7912955796647031	0.7958109002373007	0.8770845044032228	0.8989621658231354	0.9104705110612177	0.8485524583351836	0.8494893142467443	0.4018956620502595	0.6841622251753943	0.8630652409127684	0.5034858621402988	0.8618637547957455	0.7907814822396307	0.8775852439598065	0.9293397638834284	0.8525919499708112	0.9032709809693696	1.0	0.6981811276423759	0.560807364012386	0.9108846049843623	0.8258249476606221	0.8662299726741334	0.8348086557543711	0.8828374134401097	0.8357238502575722	0.8140476399354056	0.7942686079620839	0.8302297950505848	0.8235512218297897	0.8544143964608147	0.9020557759603857	0.7393850976008907	0.7770326253302011	0.6771099926603928	0.7349820553282913	0.7863932419294105
QinJ_2012__CON-029__bin.9	0.8538068034399715	0.8362876808934597	0.8251835450363562	0.7883544907273344	0.863446279380867	0.720066228100559	0.7423084916283327	0.772929522062193	0.7675338595036593	0.8416996939445951	0.8705858510581996	0.8634690840152851	0.8348884229476582	0.8183060115167706	0.3289271624279449	0.6829841714323333	0.8019167940642549	0.49420267468242396	0.8328054562454363	0.7814446864986668	0.8464606992245134	0.891498131095668	0.821734021373536	0.8511055299517359	0.8321084089292622	1.0	0.5704923520570856	0.8906027264876689	0.7934666013220664	0.8468604257410107	0.8058714618932408	0.8560984540609246	0.7939029013088569	0.7870128897817597	0.790775224184616	0.8227597996462269	0.7786917798758998	0.8418950393035722	0.8665038214973695	0.7358844691403814	0.7611799720234466	0.6393576149622497	0.7359933289990186	0.7678879767513206
NielsenHB_2014__V1_UC7_0__bin.5	0.8852246006541715	0.8483986536114179	0.8118020364919919	0.8542756292041618	0.8824372381068127	0.7419166486126596	0.7583914143949442	0.7827844034515739	0.7688893351017453	0.85838665870529	0.886695693987223	0.8931232727599381	0.852593700296438	0.8279983302245214	0.26810675994863853	0.6823125333558788	0.8347799436714981	0.5427362124630773	0.8755425449280569	0.7799410294482871	0.8646255951217192	0.8906101549826417	0.8035699377004655	0.8655968126311118	0.8208225229462026	0.700605557815976	1.0	0.8711118274001701	0.7736592918249695	0.8614926524594841	0.8167157207247671	0.8682763795463072	0.7852119188150936	0.8101386019329236	0.7829682901182053	0.8393818660269383	0.8614339989537483	0.8344998863918582	0.8530328089745148	0.7673469064238799	0.7840214111716434	0.6179849614524933	0.7465941335926065	0.7771399282419272
FengQ_2015__SID532826__bin.1	0.8185605738860866	0.7522565017310439	0.7843631945184915	0.7477172931497409	0.8178256257149932	0.6639347076864133	0.6321596452007583	0.7075924362989697	0.6777791432552541	0.7921897901241038	0.7891481890455373	0.8077182811128562	0.7494037582357871	0.7605815970182791	0.3542673078788251	0.5936435417031881	0.7565893826495604	0.4339034603408111	0.7631521083675055	0.6808508651605049	0.8106306638449476	0.8329318227136334	0.7528158454825687	0.8149042067348964	0.7599671321539222	0.6234529190394348	0.4965577919265341	1.0	0.7304348664231699	0.7687606062960961	0.7407449241888914	0.8065854368212648	0.7407602858105002	0.7138187123828525	0.7107997019242991	0.7344430448300312	0.7311550553891882	0.7827493206247541	0.7987106478929578	0.6424709077995471	0.6768734099968614	0.6188016609828667	0.6420209026488858	0.7123807441169507
CosteaPI_2017__SID713A037-11-90-0__bin.13	0.8039352112525002	0.7488996986320469	0.7808788200533024	0.7426652161323016	0.8060071159301384	0.637578224288541	0.640733672774462	0.7148681113023707	0.6734883340572599	0.7721719271997983	0.8019088871371653	0.807139926963852	0.7457043671541106	0.7724196039317257	0.3502913134173088	0.5958686582691184	0.7480598097413705	0.43563387815511334	0.7656153644031896	0.6797603534906667	0.7674044014735928	0.8218202195374378	0.9282139658842897	0.795547382335119	0.7666432731133669	0.6180479587951717	0.4907039113484875	0.8127470064295405	1.0	0.7721876793058885	0.7322115152587635	0.7849328088887458	0.768618654247304	0.7011537244681821	0.7285000509429814	0.73144569478183	0.7306416670688481	0.7826437262377803	0.8052969305513104	0.6468733074864733	0.6773077170573188	0.6433180236268186	0.6492894124397398	0.6930296595400117
