	BritoIL_2016__W1.22.ST__bin.88	CosteaPI_2017__SID713A053-11-90-0__bin.39	BritoIL_2016__W2.15.ST__bin.13	BritoIL_2016__W2.8.ST__bin.10	BritoIL_2016__W1.2.ST__bin.88	BritoIL_2016__M1.44.ST__bin.98	CosteaPI_2017__SID713A056-11-90-0__bin.20	BritoIL_2016__WL.14.ST__bin.42	LiuW_2016__SRR3993004__bin.64	LiuW_2016__SRR3992955__bin.18	LiuW_2016__SRR3993055__bin.60	LiuW_2016__SRR3993002__bin.65	RaymondF_2016__P14E90__bin.91	LiuW_2016__SRR3992997__bin.34	BritoIL_2016__W2.34.ST__bin.44	LiuW_2016__SRR3992995__bin.49	LiuW_2016__SRR3992991__bin.50	BritoIL_2016__W1.44.ST__bin.43	CosteaPI_2017__SID713A053-11-0-0__bin.71	BritoIL_2016__W3.19.ST__bin.82	BritoIL_2016__M2.31.ST__bin.71	BritoIL_2016__M1.57.ST__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.68	BritoIL_2016__W2.9.ST__bin.86	BritoIL_2016__W2.36.ST__bin.17	LiuW_2016__SRR3992989__bin.9	LiuW_2016__SRR3992970__bin.1	BritoIL_2016__W3.22.ST__bin.107	BritoIL_2016__WL.1.ST__bin.4	BritoIL_2016__M2.44.ST__bin.15	LiuW_2016__SRR3993030__bin.22	LiJ_2014__MH0402__bin.38	LiuW_2016__SRR3993009__bin.6	CosteaPI_2017__SID713B012-11-0-0__bin.41	LiuW_2016__SRR3992998__bin.70	BritoIL_2016__W1.27.ST__bin.23	BritoIL_2016__W1.4.ST__bin.36	LiuW_2016__SRR3993034__bin.29	CosteaPI_2017__SID713A084-11-0-0__bin.32	BritoIL_2016__M1.27.ST__bin.63
LiuW_2016__SRR3993055__bin.60	0.9563913530710377	0.9642379524875391	0.9582384575818805	0.9578624369730255	0.958256848730095	0.9577809933208672	0.9718438148185728	0.9599423475337283	0.9640667447513872	0.9663342398987401	1.0	0.9767572053277183	0.9671223676228443	0.9679190853490292	0.9598214635829627	0.9742300445524361	0.971379725623592	0.9570393912348516	0.9659589204827548	0.9577671833878139	0.9566359101704727	0.960235446041113	0.9676161744708478	0.9588767391095152	0.957250624493076	0.9724252194638916	0.9672542383841868	0.9575634845471959	0.9582396692827309	0.9639458274195375	0.9736784041496239	0.961670283065391	0.9734915955361415	0.9682238035682449	0.9665658721279361	0.9529511125957626	0.9600097615326593	0.9673223341530323	0.967028209146265	0.9568187670727951
LiuW_2016__SRR3993002__bin.65	0.9565733248882664	0.9646813467657948	0.9571847029085048	0.9563951445680462	0.9569920678485977	0.9575345613996142	0.9720067558724361	0.9595866547766164	0.9633271599599433	0.965756687979014	0.9767572053277183	1.0	0.9662420572133007	0.9676849357127826	0.9601898126799356	0.9732862589715001	0.971699864221027	0.9559208881563718	0.9662160043276128	0.9569277401418903	0.9561066567219839	0.9602700607709254	0.9682319823031201	0.9586644504781183	0.9552155335298195	0.969342794330551	0.9681286998747106	0.9569548790097354	0.9569919214211092	0.9613251958597442	0.9730641658978064	0.9612953424643155	0.9723693103851281	0.9677930676843384	0.9672552906880693	0.9523370757258606	0.9595878795214645	0.9671950462866628	0.9677774048896317	0.9549812430281358
RaymondF_2016__P14E90__bin.91	0.9559091647894047	0.9658479397419776	0.9573356830392302	0.9578701938679379	0.9576195456000749	0.9575658533943686	0.9713631829118009	0.9599310538821093	0.9626987401458779	0.9645378202397614	0.9671223676228443	0.9662420572133007	1.0	0.9667700820473238	0.9597016658441812	0.9662810938868003	0.9657062868218247	0.9562572686129884	0.9673682421897125	0.9580087757428117	0.9564062839437006	0.9600242196333355	0.9682234085819873	0.9586619803575095	0.9564367738378806	0.9663028256158587	0.9683112620015891	0.9567342003579157	0.9586063078421821	0.9621512499014273	0.9671445766071934	0.9636150681176395	0.9671345958396762	0.9666275958630075	0.9680538737848972	0.9527908748243391	0.9598169989463886	0.9670112601119318	0.9681132129073103	0.9546978632231774
LiuW_2016__SRR3992997__bin.34	0.9556572408120382	0.9653549775705694	0.9558751281068181	0.9570235605452608	0.9568022224784368	0.95686176833843	0.9716405588509195	0.9585968391903419	0.9641071920785361	0.96506802636133	0.9679190853490292	0.9676849357127826	0.9667700820473238	1.0	0.9586422373274256	0.9681639234128318	0.9693838718270731	0.9553968205795843	0.9672414267249677	0.956810171714274	0.954934715809039	0.9583894228260756	0.9669967396937814	0.9582541314011869	0.9556376931230249	0.9727073869545672	0.9679729937127873	0.9558720941420984	0.9566505317666836	0.9608645678277768	0.9693577579972401	0.9604800217191117	0.9703265080927705	0.966310428264892	0.9672001568570566	0.9520344191917147	0.9583681357375653	0.9691692288726776	0.9679810594609496	0.9555710958056418
BritoIL_2016__W2.34.ST__bin.44	0.9686772809580239	0.9572436914833204	0.9704951235374015	0.9706086095149914	0.9700426536470209	0.9698888752035691	0.9609431747431774	0.9709270885574053	0.9574152769346141	0.9578724913585808	0.9598214635829627	0.9601898126799356	0.9597016658441812	0.9586422373274256	1.0	0.9603607170759967	0.9594788910617739	0.969612064095723	0.9593080022800465	0.9707191177633518	0.9686278861548033	0.9713692158434217	0.9592361790899936	0.9706474391676805	0.9686902227502848	0.959587751971088	0.9602771325332301	0.9694557448021673	0.970694822248427	0.9737124730813731	0.9603133983536063	0.9709381868253114	0.9617508192556242	0.9588284838453779	0.9577292399864005	0.9654075272768388	0.9709535298621208	0.9609946510212636	0.9594320327426455	0.9682997630279115
LiuW_2016__SRR3992995__bin.49	0.9576461915311886	0.9647258878131943	0.9581971300929535	0.9582656663305956	0.9583274622292303	0.9581005586592178	0.9721248342545814	0.9599564363756263	0.9636627646922005	0.9666715048120939	0.9742300445524361	0.9732862589715001	0.9662810938868003	0.9681639234128318	0.9603607170759967	1.0	0.9740651711103445	0.9568827613284556	0.9669486808317698	0.9581491127757585	0.9572164104360807	0.9613347233617824	0.9671697026410538	0.9594190563091249	0.9575250178477477	0.9749388570679421	0.9657499449165736	0.9578698361110457	0.9592775332262189	0.9622584240007038	0.9727973687543247	0.9628906711574466	0.9735763024708538	0.9671863868688173	0.9656519306992574	0.9537228255818173	0.9605920120392542	0.9679490726650619	0.9666400347292778	0.9569017062855476
LiuW_2016__SRR3992991__bin.50	0.9574749543900207	0.9639014859442999	0.9578562854357917	0.9578182581816599	0.9581240709257605	0.9580721498165583	0.9714002108547014	0.9594697980872048	0.965008306361729	0.9655516724912631	0.971379725623592	0.971699864221027	0.9657062868218247	0.9693838718270731	0.9594788910617739	0.9740651711103445	1.0	0.9560999712710945	0.9659496098446988	0.9580868153748258	0.9558151812642005	0.9592891056490424	0.9669804178777762	0.9583859401488123	0.956456886430848	0.9764893842408161	0.9661893328226532	0.956911918492812	0.9575488566387261	0.9619644071393614	0.9784485376532883	0.9611766547318581	0.9778256928328947	0.966364772554629	0.9662981288857599	0.9533984883674099	0.9592741948779498	0.9691398075293094	0.9676634088160052	0.955543998575241
BritoIL_2016__W1.44.ST__bin.43	0.9705426393172235	0.9528299215090693	0.9695335533148542	0.9712293747854968	0.9726677670897603	0.9706793385473407	0.9588572568704254	0.972549568349263	0.9541494756150248	0.9545650931694332	0.9570393912348516	0.9559208881563718	0.9562572686129884	0.9553968205795843	0.969612064095723	0.9568827613284556	0.9560999712710945	1.0	0.9542702873797327	0.9703826414441042	0.968123768120707	0.9685709494126771	0.9551161159846765	0.972175706665067	0.9712030088709284	0.9562956369172021	0.9564276196790535	0.9701943513565685	0.9735178406514298	0.9735448098320483	0.9574440575112919	0.9659811382222482	0.9586301125777054	0.9558370955245865	0.9548675797157081	0.9707774518627332	0.9690382565013573	0.9573261072460763	0.9556325894322284	0.9706571426509061
CosteaPI_2017__SID713A053-11-0-0__bin.71	0.9553421546962672	0.9956728911783644	0.9564386187809213	0.9560940828312137	0.9551123635997743	0.9560065516305828	0.976104005742298	0.9586602266795166	0.9611429966565507	0.9648531096196479	0.9659589204827548	0.9662160043276128	0.9673682421897125	0.9672414267249677	0.9593080022800465	0.9669486808317698	0.9659496098446988	0.9542702873797327	1.0	0.9566079849564582	0.9543766527144254	0.9573769749045863	0.9720281148100507	0.9571338902833151	0.9549043764190777	0.9653362477212843	0.9660463387562883	0.9556382528540341	0.9559797656259388	0.9615858194954143	0.9668647329893181	0.9593735194969012	0.9666601363824737	0.9686818884219344	0.9649633853367681	0.9524235565961651	0.9576117426499252	0.9676957956143494	0.9844623362069361	0.9542700210734913
BritoIL_2016__W3.19.ST__bin.82	0.9709540153373657	0.9553949891444143	0.9722892957474736	0.9704853709515264	0.9715114445445533	0.9701895465180678	0.9605711535531429	0.9728949656115404	0.9553550023935616	0.9555721704648211	0.9577671833878139	0.9569277401418903	0.9580087757428117	0.956810171714274	0.9707191177633518	0.9581491127757585	0.9580868153748258	0.9703826414441042	0.9566079849564582	1.0	0.9694820363802331	0.9692706933879371	0.9573392658632114	0.9722296544413248	0.9690672898066061	0.9570968581429119	0.9577144559021525	0.9701826604356977	0.973443191539602	0.9726984650618384	0.9581347761498354	0.9682527018807375	0.9595522657126887	0.9566269158126923	0.9564188597302502	0.9681953139622741	0.9687694621814841	0.958602870997908	0.9577680652239232	0.9687905686956287
BritoIL_2016__M2.31.ST__bin.71	0.984451847627981	0.9532137671626665	0.9701741583899025	0.9692485992092863	0.9789522292762034	0.970018387570496	0.9580966758508951	0.9703544241847053	0.9530439483850004	0.9547959494686943	0.9566359101704727	0.9561066567219839	0.9564062839437006	0.954934715809039	0.9686278861548033	0.9572164104360807	0.9558151812642005	0.968123768120707	0.9543766527144254	0.9694820363802331	1.0	0.9680258359054663	0.9550577296510144	0.9866964174882112	0.9706730013549747	0.9555621758707566	0.9558206708794919	0.9893053328538828	0.9730953532333935	0.972210400927008	0.9562054754116656	0.9645840552359297	0.9579777818873507	0.955474324226289	0.9547763445297891	0.9703213453213453	0.9659062134425032	0.9563992433427965	0.9553777765378195	0.9700798361669368
BritoIL_2016__M1.57.ST__bin.67	0.9690554427600588	0.9562659961989763	0.9695527368948141	0.9693414054253796	0.969964025054128	0.9691050078116525	0.9620422700313758	0.9719232912499776	0.9565005938679995	0.9578585077967462	0.960235446041113	0.9602700607709254	0.9600242196333355	0.9583894228260756	0.9713692158434217	0.9613347233617824	0.9592891056490424	0.9685709494126771	0.9573769749045863	0.9692706933879371	0.9680258359054663	1.0	0.9580690634488986	0.9695369986301322	0.9689258502423396	0.9588660666619931	0.9590588094916617	0.9686535792385194	0.970651896348359	0.975729441565186	0.9596398445924985	0.9722716687402303	0.961588848858962	0.9582468336764244	0.9575175796429937	0.9639018739700094	0.9722789868916385	0.9600917877004481	0.9574122111797106	0.9700525375875249
CosteaPI_2017__SID713A056-11-0-0__bin.68	0.9562677169321071	0.9699042039763922	0.9563547512276849	0.9568342637161678	0.9561747017147766	0.9575402008555349	0.9899080177261386	0.9587352409057044	0.9618032935480862	0.9645681126678448	0.9676161744708478	0.9682319823031201	0.9682234085819873	0.9669967396937814	0.9592361790899936	0.9671697026410538	0.9669804178777762	0.9551161159846765	0.9720281148100507	0.9573392658632114	0.9550577296510144	0.9580690634488986	1.0	0.958717780560027	0.9552966700604211	0.9673678867967422	0.9677755781182827	0.9567221605251565	0.9559499545326268	0.9613996162434711	0.9683297297433354	0.9607446380263095	0.9683342682400841	0.9806713918180026	0.9664714459588108	0.9523709609735628	0.9586905140675424	0.9670077039543997	0.9729201245667113	0.954795558003064
BritoIL_2016__W2.9.ST__bin.86	0.9841099287116437	0.9557878861013165	0.972671972883818	0.9718592526954221	0.9807323302261006	0.9711146303597256	0.9609884000312908	0.9741943028009906	0.9552986762595088	0.9566905629169842	0.9588767391095152	0.9586644504781183	0.9586619803575095	0.9582541314011869	0.9706474391676805	0.9594190563091249	0.9583859401488123	0.972175706665067	0.9571338902833151	0.9722296544413248	0.9866964174882112	0.9695369986301322	0.958717780560027	1.0	0.9703231219576893	0.9579674279589756	0.95821035318364	0.9907808873122236	0.9745613462183776	0.9741837085256647	0.9583321486336418	0.9678795367802195	0.9611661146923021	0.9585975872432932	0.9575579405417479	0.9694820892242326	0.9677854303752896	0.9593345966360669	0.9589529909150242	0.9707639436116824
BritoIL_2016__W2.36.ST__bin.17	0.9689332235797014	0.9536618790148759	0.9702141809440187	0.9718573493199617	0.9695220519129885	0.9712987280866567	0.9590220303024927	0.9706221398101884	0.953757799794479	0.9547647343671348	0.957250624493076	0.9552155335298195	0.9564367738378806	0.9556376931230249	0.9686902227502848	0.9575250178477477	0.956456886430848	0.9712030088709284	0.9549043764190777	0.9690672898066061	0.9706730013549747	0.9689258502423396	0.9552966700604211	0.9703231219576893	1.0	0.9555217007674547	0.9565296225280023	0.9682493671919654	0.974033164443346	0.9811856671834399	0.9574663520980276	0.9662352521760895	0.9582856083759143	0.9554996808348043	0.9552367218129612	0.9675391250874164	0.9699120924643023	0.9570620880122978	0.9542569997504141	0.982888260646501
LiuW_2016__SRR3992989__bin.9	0.9562684458767788	0.963921404362916	0.9569177110881146	0.9574720568706931	0.9568189627277185	0.9572424373811826	0.9721934597674622	0.9588327683343801	0.9649015383136438	0.9656596278013312	0.9724252194638916	0.969342794330551	0.9663028256158587	0.9727073869545672	0.959587751971088	0.9749388570679421	0.9764893842408161	0.9562956369172021	0.9653362477212843	0.9570968581429119	0.9555621758707566	0.9588660666619931	0.9673678867967422	0.9579674279589756	0.9555217007674547	1.0	0.9664441535534614	0.9561274634931259	0.9568903405308226	0.9621802802622196	0.974927851761203	0.9610031655758766	0.9760717389224455	0.9669211830854709	0.9659132157931525	0.9530316910471381	0.9591391013678404	0.9673564158436917	0.9674687867695123	0.9550963131378104
LiuW_2016__SRR3992970__bin.1	0.9571785216198636	0.965026123235326	0.9564958061509785	0.9567004698514604	0.957518220415335	0.9577967559988528	0.9712171975344538	0.9593746384250699	0.9638091704661789	0.9642540522600425	0.9672542383841868	0.9681286998747106	0.9683112620015891	0.9679729937127873	0.9602771325332301	0.9657499449165736	0.9661893328226532	0.9564276196790535	0.9660463387562883	0.9577144559021525	0.9558206708794919	0.9590588094916617	0.9677755781182827	0.95821035318364	0.9565296225280023	0.9664441535534614	1.0	0.9562983775532575	0.9577017357858596	0.9612289685442575	0.9678167942240516	0.9618107253872477	0.9679190098058609	0.9673099536938112	0.9810470045761082	0.9532554289736437	0.959674312741043	0.9678648755425425	0.968075717459448	0.955614160821622
BritoIL_2016__W3.22.ST__bin.107	0.9873576740520662	0.9543774908105235	0.9702972586074278	0.9701781297814561	0.9818280145822013	0.9705755406245259	0.9590174819733361	0.9714168020824739	0.9543238826032826	0.9552915227000189	0.9575634845471959	0.9569548790097354	0.9567342003579157	0.9558720941420984	0.9694557448021673	0.9578698361110457	0.956911918492812	0.9701943513565685	0.9556382528540341	0.9701826604356977	0.9893053328538828	0.9686535792385194	0.9567221605251565	0.9907808873122236	0.9682493671919654	0.9561274634931259	0.9562983775532575	1.0	0.9717749357419423	0.9723673469747176	0.9571977880344547	0.9652480295761451	0.9590665835732162	0.956365005378695	0.9555926272206677	0.970271477441953	0.9674926151734815	0.9576627251688272	0.9565671017862695	0.9693023108952682
BritoIL_2016__WL.1.ST__bin.4	0.973506414433276	0.9546804602481458	0.9728602995661253	0.9733373306228718	0.973558416426035	0.9724391501392202	0.9597787553988895	0.9714673510228283	0.9541661007515669	0.9563280230421234	0.9582396692827309	0.9569919214211092	0.9586063078421821	0.9566505317666836	0.970694822248427	0.9592775332262189	0.9575488566387261	0.9735178406514298	0.9559797656259388	0.973443191539602	0.9730953532333935	0.970651896348359	0.9559499545326268	0.9745613462183776	0.974033164443346	0.9568903405308226	0.9577017357858596	0.9717749357419423	1.0	0.9765641909599894	0.9573022384167151	0.9664568644021476	0.9601170044133244	0.9559273509592966	0.9561420230932728	0.9731808232275985	0.9697703586615609	0.9568486965211938	0.9567087923861222	0.9759134762209408
BritoIL_2016__M2.44.ST__bin.15	0.9709935148793656	0.9598889920545811	0.9722822691457442	0.9744267611190351	0.9735662143420929	0.973161364526786	0.9645597504502187	0.9729361292236268	0.9598416738981714	0.9607062280362879	0.9639458274195375	0.9613251958597442	0.9621512499014273	0.9608645678277768	0.9737124730813731	0.9622584240007038	0.9619644071393614	0.9735448098320483	0.9615858194954143	0.9726984650618384	0.972210400927008	0.975729441565186	0.9613996162434711	0.9741837085256647	0.9811856671834399	0.9621802802622196	0.9612289685442575	0.9723673469747176	0.9765641909599894	1.0	0.9627588386644345	0.9738978766250228	0.9633280538726505	0.9617356226499116	0.9610622103659133	0.9697114702318355	0.9757196115137842	0.9613271390746626	0.9616932138465069	0.9807991335698297
LiuW_2016__SRR3993030__bin.22	0.9569213064370161	0.964970212456168	0.9584900581253301	0.9580125563265025	0.9586055780685248	0.9572173910996163	0.9724494924456631	0.960134874157214	0.9649436360742669	0.9658178196202327	0.9736784041496239	0.9730641658978064	0.9671445766071934	0.9693577579972401	0.9603133983536063	0.9727973687543247	0.9784485376532883	0.9574440575112919	0.9668647329893181	0.9581347761498354	0.9562054754116656	0.9596398445924985	0.9683297297433354	0.9583321486336418	0.9574663520980276	0.974927851761203	0.9678167942240516	0.9571977880344547	0.9573022384167151	0.9627588386644345	1.0	0.9620287425990895	0.9866435388667691	0.9680482550283789	0.9678579880776994	0.9527010689703488	0.9592831849736451	0.9696957678702618	0.9674847453840533	0.956728776141171
LiJ_2014__MH0402__bin.38	0.9657840659583121	0.9585130818116672	0.9669784521759203	0.9670684928755762	0.9664907578622233	0.9678624117811242	0.96401465557945	0.969262846716784	0.9580930416191402	0.9592715431045233	0.961670283065391	0.9612953424643155	0.9636150681176395	0.9604800217191117	0.9709381868253114	0.9628906711574466	0.9611766547318581	0.9659811382222482	0.9593735194969012	0.9682527018807375	0.9645840552359297	0.9722716687402303	0.9607446380263095	0.9678795367802195	0.9662352521760895	0.9610031655758766	0.9618107253872477	0.9652480295761451	0.9664568644021476	0.9738978766250228	0.9620287425990895	1.0	0.9634313602841338	0.9602976249301958	0.9604349154967734	0.960993713148053	0.9701190268210709	0.9615467955065999	0.9602686508746143	0.9653724324436571
