	BritoIL_2016__W1.22.ST__bin.88	CosteaPI_2017__SID713A053-11-90-0__bin.39	BritoIL_2016__W2.15.ST__bin.13	BritoIL_2016__W2.8.ST__bin.10	BritoIL_2016__W1.2.ST__bin.88	BritoIL_2016__M1.44.ST__bin.98	CosteaPI_2017__SID713A056-11-90-0__bin.20	BritoIL_2016__WL.14.ST__bin.42	LiuW_2016__SRR3993004__bin.64	LiuW_2016__SRR3992955__bin.18	LiuW_2016__SRR3993055__bin.60	LiuW_2016__SRR3993002__bin.65	RaymondF_2016__P14E90__bin.91	LiuW_2016__SRR3992997__bin.34	BritoIL_2016__W2.34.ST__bin.44	LiuW_2016__SRR3992995__bin.49	LiuW_2016__SRR3992991__bin.50	BritoIL_2016__W1.44.ST__bin.43	CosteaPI_2017__SID713A053-11-0-0__bin.71	BritoIL_2016__W3.19.ST__bin.82	BritoIL_2016__M2.31.ST__bin.71	BritoIL_2016__M1.57.ST__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.68	BritoIL_2016__W2.9.ST__bin.86	BritoIL_2016__W2.36.ST__bin.17	LiuW_2016__SRR3992989__bin.9	LiuW_2016__SRR3992970__bin.1	BritoIL_2016__W3.22.ST__bin.107	BritoIL_2016__WL.1.ST__bin.4	BritoIL_2016__M2.44.ST__bin.15	LiuW_2016__SRR3993030__bin.22	LiJ_2014__MH0402__bin.38	LiuW_2016__SRR3993009__bin.6	CosteaPI_2017__SID713B012-11-0-0__bin.41	LiuW_2016__SRR3992998__bin.70	BritoIL_2016__W1.27.ST__bin.23	BritoIL_2016__W1.4.ST__bin.36	LiuW_2016__SRR3993034__bin.29	CosteaPI_2017__SID713A084-11-0-0__bin.32	BritoIL_2016__M1.27.ST__bin.63
LiuW_2016__SRR3993055__bin.60	1457211.0	1624879.0	1357038.0	1666945.0	1246983.0	1655155.0	847558.0	1424397.0	1470198.0	1142407.0	1779417.0	1466519.0	1384680.0	1529414.0	1020072.0	1132598.0	1476366.0	1607845.0	1631470.0	1362566.0	1478712.0	1331940.0	1547995.0	1184658.0	1606503.0	1498652.0	1484528.0	1641935.0	1072094.0	980053.0	1550020.0	1622240.0	1295740.0	1497599.0	1593671.0	1586605.0	1622696.0	1091051.0	1267993.0	1584392.0
LiuW_2016__SRR3993002__bin.65	1345164.0	1522878.0	1275432.0	1565422.0	1193245.0	1531622.0	802265.0	1325478.0	1399019.0	1070428.0	1466519.0	1678295.0	1307633.0	1449355.0	962844.0	1077161.0	1400806.0	1511986.0	1530636.0	1274788.0	1394380.0	1241054.0	1472802.0	1137689.0	1516307.0	1398725.0	1439069.0	1534297.0	1021343.0	917238.0	1431773.0	1524261.0	1223567.0	1396128.0	1501128.0	1497705.0	1520138.0	1052463.0	1185938.0	1481849.0
RaymondF_2016__P14E90__bin.91	1359693.0	1527697.0	1282430.0	1586905.0	1196259.0	1569585.0	835009.0	1336696.0	1357300.0	985980.0	1384680.0	1307633.0	1779877.0	1396633.0	964556.0	970850.0	1300180.0	1545171.0	1536019.0	1290603.0	1399376.0	1270044.0	1477723.0	1139774.0	1538224.0	1325304.0	1342843.0	1576349.0	985440.0	951075.0	1412400.0	1524862.0	1126595.0	1403435.0	1478270.0	1522820.0	1564144.0	956296.0	1232015.0	1523416.0
LiuW_2016__SRR3992997__bin.34	1446730.0	1633568.0	1371902.0	1675895.0	1274973.0	1650114.0	851533.0	1427862.0	1509216.0	1121036.0	1529414.0	1449355.0	1396633.0	1818639.0	1031874.0	1116375.0	1471512.0	1614571.0	1636335.0	1366456.0	1503197.0	1341606.0	1566724.0	1182105.0	1620858.0	1490330.0	1524682.0	1662848.0	1080267.0	984862.0	1534842.0	1635426.0	1294118.0	1489452.0	1626959.0	1605151.0	1648593.0	1103216.0	1276838.0	1590136.0
BritoIL_2016__W2.34.ST__bin.44	1022772.0	1098832.0	954893.0	1175072.0	931925.0	1169136.0	616768.0	1018921.0	1008108.0	741487.0	1020072.0	962844.0	964556.0	1031874.0	1249059.0	752612.0	973616.0	1150654.0	1112258.0	973707.0	1054344.0	948280.0	1063443.0	866398.0	1148012.0	1011624.0	991872.0	1171546.0	787813.0	722548.0	1045315.0	1132930.0	850162.0	1021070.0	1088270.0	1132096.0	1138968.0	718081.0	890826.0	1125449.0
LiuW_2016__SRR3992995__bin.49	1025504.0	1140865.0	954456.0	1159477.0	894210.0	1152760.0	567889.0	1000835.0	1061941.0	895660.0	1132598.0	1077161.0	970850.0	1116375.0	752612.0	1213755.0	1098677.0	1130847.0	1133631.0	961031.0	1050356.0	945784.0	1086801.0	831819.0	1128994.0	1106015.0	1098334.0	1146447.0	755578.0	681980.0	1089674.0	1142489.0	995243.0	1045755.0	1128011.0	1129693.0	1137612.0	867432.0	866128.0	1097120.0
LiuW_2016__SRR3992991__bin.50	1347841.0	1530340.0	1276252.0	1561908.0	1179938.0	1535638.0	810985.0	1341074.0	1419394.0	1089632.0	1476366.0	1400806.0	1300180.0	1471512.0	973616.0	1098677.0	1661654.0	1503712.0	1537721.0	1266642.0	1403559.0	1238440.0	1472823.0	1127864.0	1505083.0	1439605.0	1446437.0	1530957.0	1017876.0	923556.0	1448904.0	1533330.0	1258709.0	1395412.0	1512735.0	1489780.0	1516385.0	1066552.0	1186365.0	1476741.0
BritoIL_2016__W1.44.ST__bin.43	1695196.0	1800845.0	1576193.0	2013373.0	1493365.0	1968032.0	952270.0	1643690.0	1583188.0	1148016.0	1607845.0	1511986.0	1545171.0	1614571.0	1150654.0	1130847.0	1503712.0	2228353.0	1838717.0	1594234.0	1764073.0	1556299.0	1743989.0	1383647.0	1946245.0	1550280.0	1553530.0	1984087.0	1220331.0	1131158.0	1624168.0	1915408.0	1302034.0	1672784.0	1703742.0	1903359.0	1921791.0	1108945.0	1413808.0	1939518.0
CosteaPI_2017__SID713A053-11-0-0__bin.71	1641772.0	2018900.0	1500182.0	1901771.0	1401299.0	1890827.0	980792.0	1593792.0	1581002.0	1149803.0	1631470.0	1530636.0	1536019.0	1636335.0	1112258.0	1133631.0	1537721.0	1838717.0	2236128.0	1501774.0	1660904.0	1500832.0	1812141.0	1327109.0	1819844.0	1576546.0	1568579.0	1892847.0	1165146.0	1079341.0	1662911.0	1863809.0	1327150.0	1731075.0	1727450.0	1791685.0	1854641.0	1122114.0	1524103.0	1790401.0
BritoIL_2016__W3.19.ST__bin.82	1385114.0	1498307.0	1368316.0	1637222.0	1239761.0	1639492.0	826958.0	1365429.0	1330653.0	964328.0	1362566.0	1274788.0	1290603.0	1366456.0	973707.0	961031.0	1266642.0	1594234.0	1501774.0	1790373.0	1463597.0	1295148.0	1450983.0	1181044.0	1590226.0	1298786.0	1302762.0	1616442.0	1033332.0	945771.0	1373240.0	1566779.0	1103869.0	1387727.0	1432661.0	1597469.0	1581593.0	933543.0	1188153.0	1556773.0
BritoIL_2016__M2.31.ST__bin.71	1590607.0	1641936.0	1458098.0	1795593.0	1375110.0	1782726.0	886302.0	1512030.0	1464923.0	1056454.0	1478712.0	1394380.0	1399376.0	1503197.0	1054344.0	1050356.0	1403559.0	1764073.0	1660904.0	1463597.0	1945720.0	1434283.0	1587659.0	1305062.0	1743206.0	1440012.0	1445744.0	1871587.0	1114603.0	1017467.0	1505348.0	1745965.0	1211264.0	1530061.0	1565287.0	1729728.0	1745538.0	1021863.0	1290366.0	1725659.0
BritoIL_2016__M1.57.ST__bin.67	1361855.0	1484337.0	1292103.0	1602063.0	1207785.0	1604014.0	801892.0	1335128.0	1315949.0	947190.0	1331940.0	1241054.0	1270044.0	1341606.0	948280.0	945784.0	1238440.0	1556299.0	1500832.0	1295148.0	1434283.0	1746077.0	1450695.0	1147556.0	1558144.0	1298101.0	1273876.0	1602352.0	986844.0	943530.0	1353860.0	1567350.0	1080858.0	1375728.0	1407594.0	1529747.0	1578153.0	926050.0	1171533.0	1542134.0
CosteaPI_2017__SID713A056-11-0-0__bin.68	1548307.0	1784834.0	1463527.0	1820935.0	1341166.0	1798407.0	993561.0	1507291.0	1533483.0	1097740.0	1547995.0	1472802.0	1477723.0	1566724.0	1063443.0	1086801.0	1472823.0	1743989.0	1812141.0	1450983.0	1587659.0	1450695.0	2048980.0	1257975.0	1740452.0	1513172.0	1507304.0	1791009.0	1116185.0	1050145.0	1589156.0	1776165.0	1249679.0	1693914.0	1659660.0	1730058.0	1760080.0	1077888.0	1397163.0	1732374.0
BritoIL_2016__W2.9.ST__bin.86	1209875.0	1296907.0	1156505.0	1423061.0	1108489.0	1412549.0	715864.0	1197255.0	1171151.0	860944.0	1184658.0	1137689.0	1139774.0	1182105.0	866398.0	831819.0	1127864.0	1383647.0	1327109.0	1181044.0	1305062.0	1147556.0	1257975.0	1539855.0	1387309.0	1147610.0	1150931.0	1461312.0	888058.0	841213.0	1230973.0	1349856.0	974381.0	1202442.0	1244638.0	1365100.0	1380214.0	834321.0	1032694.0	1366737.0
BritoIL_2016__W2.36.ST__bin.17	1661904.0	1793642.0	1572829.0	2011431.0	1463025.0	1958624.0	958271.0	1642155.0	1590106.0	1150253.0	1606503.0	1516307.0	1538224.0	1620858.0	1148012.0	1128994.0	1505083.0	1946245.0	1819844.0	1590226.0	1743206.0	1558144.0	1740452.0	1387309.0	2142438.0	1537941.0	1544247.0	1959520.0	1229992.0	1144925.0	1629745.0	1901806.0	1289507.0	1668415.0	1715558.0	1896098.0	1902226.0	1113049.0	1410336.0	1970577.0
LiuW_2016__SRR3992989__bin.9	1403769.0	1570876.0	1304550.0	1607014.0	1199068.0	1589099.0	810277.0	1370799.0	1435533.0	1105055.0	1498652.0	1398725.0	1325304.0	1490330.0	1011624.0	1106015.0	1439605.0	1550280.0	1576546.0	1298786.0	1440012.0	1298101.0	1513172.0	1147610.0	1537941.0	1719095.0	1442312.0	1586619.0	1022903.0	931128.0	1475781.0	1568435.0	1264697.0	1442736.0	1517949.0	1542423.0	1560416.0	1071114.0	1223840.0	1523572.0
LiuW_2016__SRR3992970__bin.1	1386734.0	1567570.0	1314425.0	1587523.0	1204281.0	1569050.0	828863.0	1356911.0	1444703.0	1117833.0	1484528.0	1439069.0	1342843.0	1524682.0	991872.0	1098334.0	1446437.0	1553530.0	1568579.0	1302762.0	1445744.0	1273876.0	1507304.0	1150931.0	1544247.0	1442312.0	1727902.0	1582733.0	1036591.0	929560.0	1476329.0	1569603.0	1273932.0	1450778.0	1603546.0	1534360.0	1560147.0	1095997.0	1215783.0	1525081.0
BritoIL_2016__W3.22.ST__bin.107	1766368.0	1854567.0	1600391.0	2046317.0	1542154.0	2043470.0	963850.0	1672626.0	1612856.0	1152466.0	1641935.0	1534297.0	1576349.0	1662848.0	1171546.0	1146447.0	1530957.0	1984087.0	1892847.0	1616442.0	1871587.0	1602352.0	1791009.0	1461312.0	1959520.0	1586619.0	1582733.0	2303957.0	1216968.0	1135613.0	1679773.0	1958335.0	1314183.0	1694649.0	1755159.0	1956774.0	1979058.0	1138146.0	1437689.0	1963568.0
BritoIL_2016__WL.1.ST__bin.4	1123404.0	1154160.0	1053991.0	1247512.0	985947.0	1239403.0	648513.0	1079360.0	1052867.0	788469.0	1072094.0	1021343.0	985440.0	1080267.0	787813.0	755578.0	1017876.0	1220331.0	1165146.0	1033332.0	1114603.0	986844.0	1116185.0	888058.0	1229992.0	1022903.0	1036591.0	1216968.0	1306681.0	766946.0	1073616.0	1189215.0	876890.0	1076518.0	1122578.0	1211111.0	1200742.0	768482.0	896048.0	1208269.0
BritoIL_2016__M2.44.ST__bin.15	999673.0	1070554.0	939543.0	1153315.0	896996.0	1151139.0	621920.0	967563.0	969139.0	696319.0	980053.0	917238.0	951075.0	984862.0	722548.0	681980.0	923556.0	1131158.0	1079341.0	945771.0	1017467.0	943530.0	1050145.0	841213.0	1144925.0	931128.0	929560.0	1135613.0	766946.0	1222489.0	1012455.0	1120292.0	812583.0	997037.0	1021116.0	1099228.0	1124982.0	678693.0	849745.0	1106148.0
LiuW_2016__SRR3993030__bin.22	1456358.0	1648340.0	1367046.0	1683932.0	1260508.0	1698938.0	877443.0	1408424.0	1476565.0	1086297.0	1550020.0	1431773.0	1412400.0	1534842.0	1045315.0	1089674.0	1448904.0	1624168.0	1662911.0	1373240.0	1505348.0	1353860.0	1589156.0	1230973.0	1629745.0	1475781.0	1476329.0	1679773.0	1073616.0	1012455.0	1854928.0	1651486.0	1276386.0	1516443.0	1614118.0	1612954.0	1663637.0	1058994.0	1289118.0	1601688.0
LiJ_2014__MH0402__bin.38	1676938.0	1822454.0	1568279.0	1991740.0	1443930.0	1956214.0	970006.0	1604768.0	1598231.0	1146643.0	1622240.0	1524261.0	1524862.0	1635426.0	1132930.0	1142489.0	1533330.0	1915408.0	1863809.0	1566779.0	1745965.0	1567350.0	1776165.0	1349856.0	1901806.0	1568435.0	1569603.0	1958335.0	1189215.0	1120292.0	1651486.0	2253058.0	1310932.0	1679698.0	1727508.0	1884568.0	1923264.0	1116838.0	1440978.0	1878099.0
LiuW_2016__SRR3993009__bin.6	1188998.0	1320776.0	1102808.0	1329297.0	1015993.0	1319492.0	688005.0	1164321.0	1222992.0	998979.0	1295740.0	1223567.0	1126595.0	1294118.0	850162.0	995243.0	1258709.0	1302034.0	1327150.0	1103869.0	1211264.0	1080858.0	1249679.0	974381.0	1289507.0	1264697.0	1273932.0	1314183.0	876890.0	812583.0	1276386.0	1310932.0	1424503.0	1228916.0	1306367.0	1289111.0	1299288.0	959379.0	1036327.0	1276233.0
CosteaPI_2017__SID713B012-11-0-0__bin.41	1495397.0	1696490.0	1398289.0	1731320.0	1274744.0	1705506.0	916126.0	1474142.0	1452042.0	1068105.0	1497599.0	1396128.0	1403435.0	1489452.0	1021070.0	1045755.0	1395412.0	1672784.0	1731075.0	1387727.0	1530061.0	1375728.0	1693914.0	1202442.0	1668415.0	1442736.0	1450778.0	1694649.0	1076518.0	997037.0	1516443.0	1679698.0	1228916.0	1933872.0	1577983.0	1651530.0	1676523.0	1037733.0	1337213.0	1645756.0
LiuW_2016__SRR3992998__bin.70	1505972.0	1718442.0	1415104.0	1756480.0	1315430.0	1751223.0	907983.0	1496754.0	1562835.0	1133635.0	1593671.0	1501128.0	1478270.0	1626959.0	1088270.0	1128011.0	1512735.0	1703742.0	1727450.0	1432661.0	1565287.0	1407594.0	1659660.0	1244638.0	1715558.0	1517949.0	1603546.0	1755159.0	1122578.0	1021116.0	1614118.0	1727508.0	1306367.0	1577983.0	1991805.0	1690793.0	1723516.0	1116025.0	1333024.0	1693397.0
BritoIL_2016__W1.27.ST__bin.23	1667030.0	1779156.0	1580113.0	1975093.0	1458594.0	1964487.0	954638.0	1609506.0	1560189.0	1139456.0	1586605.0	1497705.0	1522820.0	1605151.0	1132096.0	1129693.0	1489780.0	1903359.0	1791685.0	1597469.0	1729728.0	1529747.0	1730058.0	1365100.0	1896098.0	1542423.0	1534360.0	1956774.0	1211111.0	1099228.0	1612954.0	1884568.0	1289111.0	1651530.0	1690793.0	2178039.0	1896378.0	1098330.0	1405114.0	1891163.0
BritoIL_2016__W1.4.ST__bin.36	1687566.0	1833062.0	1578621.0	2023034.0	1466731.0	1981982.0	959468.0	1621405.0	1599640.0	1150560.0	1622696.0	1520138.0	1564144.0	1648593.0	1138968.0	1137612.0	1516385.0	1921791.0	1854641.0	1581593.0	1745538.0	1578153.0	1760080.0	1380214.0	1902226.0	1560416.0	1560147.0	1979058.0	1200742.0	1124982.0	1663637.0	1923264.0	1299288.0	1676523.0	1723516.0	1896378.0	2241753.0	1114068.0	1444230.0	1889623.0
LiuW_2016__SRR3993034__bin.29	999212.0	1117965.0	953130.0	1139456.0	875470.0	1121177.0	562419.0	990831.0	1064787.0	878161.0	1091051.0	1052463.0	956296.0	1103216.0	718081.0	867432.0	1066552.0	1108945.0	1122114.0	933543.0	1021863.0	926050.0	1077888.0	834321.0	1113049.0	1071114.0	1095997.0	1138146.0	768482.0	678693.0	1058994.0	1116838.0	959379.0	1037733.0	1116025.0	1098330.0	1114068.0	1205085.0	860544.0	1092623.0
CosteaPI_2017__SID713A084-11-0-0__bin.32	1249933.0	1498064.0	1156018.0	1447032.0	1093073.0	1427474.0	814993.0	1203961.0	1249026.0	875943.0	1267993.0	1185938.0	1232015.0	1276838.0	890826.0	866128.0	1186365.0	1413808.0	1524103.0	1188153.0	1290366.0	1171533.0	1397163.0	1032694.0	1410336.0	1223840.0	1215783.0	1437689.0	896048.0	849745.0	1289118.0	1440978.0	1036327.0	1337213.0	1333024.0	1405114.0	1444230.0	860544.0	1614062.0	1378159.0
BritoIL_2016__M1.27.ST__bin.63	1659217.0	1772728.0	1577632.0	1995392.0	1465788.0	1963295.0	930002.0	1614789.0	1562995.0	1128983.0	1584392.0	1481849.0	1523416.0	1590136.0	1125449.0	1097120.0	1476741.0	1939518.0	1790401.0	1556773.0	1725659.0	1542134.0	1732374.0	1366737.0	1970577.0	1523572.0	1525081.0	1963568.0	1208269.0	1106148.0	1601688.0	1878099.0	1276233.0	1645756.0	1693397.0	1891163.0	1889623.0	1092623.0	1378159.0	2185834.0
