	HMP_2012__SRS015217__bin.3	YuJ_2015__SZAXPI015246-34__bin.38	LoombaR_2017__SID1015_aao__bin.3	XieH_2016__YSZC12003_37208R1__bin.67	LoombaR_2017__SID5362_xgk__bin.23	HMP_2012__SRS014923__bin.28	YuJ_2015__SZAXPI003415-12__bin.35	HMP_2012__SRS014979__bin.67	XieH_2016__YSZC12003_37284__bin.35	FengQ_2015__SID31750__bin.10	FengQ_2015__SID31501__bin.24	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	VincentC_2016__MM068.1__bin.6	RaymondF_2016__P5E0__bin.23	ZeeviD_2015__PNP_Main_133__bin.18	Obregon-TitoAJ_2015__NO10__bin.2	FengQ_2015__SID31489__bin.59	LoombaR_2017__SID0013_eop__bin.26	XieH_2016__YSZC12003_35629__bin.65	LoombaR_2017__SID1035_bai__bin.20	FengQ_2015__SID31865__bin.13	FengQ_2015__SID31866__bin.19	XieH_2016__YSZC12003_36694__bin.76	RaymondF_2016__P21E90__bin.21	LiJ_2014__MH0382__bin.43	XieH_2016__YSZC12003_37405__bin.106	XieH_2016__YSZC12003_37222__bin.43	XieH_2016__YSZC12003_37134__bin.30	KarlssonFH_2013__S77__bin.15	HMP_2012__SRS014235__bin.3	XieH_2016__YSZC12003_37232__bin.109	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	FengQ_2015__SID31685__bin.27	RaymondF_2016__P5E7__bin.24	ZellerG_2014__CCIS23164343ST-4-0__bin.74	LeChatelierE_2013__MH0456__bin.11	YuJ_2015__SZAXPI015235-21__bin.54	ZellerG_2014__CCIS22275061ST-4-0__bin.14	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	KarlssonFH_2013__S350__bin.1	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	FengQ_2015__SID31137__bin.54	FengQ_2015__SID530177__bin.7	ZellerG_2014__CCMD25963797ST-21-0__bin.42	HMP_2012__SRS023914__bin.23
FengQ_2015__SID31501__bin.24	4911.0	5072.0	2156.0	22354.0	12596.0	4901.0	26320.0	24042.0	17612.0	2120.0	0.0	2890.0	16418.0	4241.0	4000.0	2622.0	3321.0	2074.0	5272.0	2061.0	3466.0	4497.0	20365.0	3737.0	18407.0	2879.0	5355.0	2719.0	4381.0	15800.0	20605.0	3109.0	3907.0	4252.0	3633.0	4871.0	5012.0	5196.0	19776.0	5513.0	19290.0	2211.0	16217.0	4371.0	2273.0
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	1757.0	1853.0	1151.0	12894.0	7981.0	1221.0	13811.0	13279.0	10699.0	1280.0	2890.0	0.0	9819.0	1737.0	2326.0	1022.0	1826.0	862.0	2068.0	1527.0	2024.0	2427.0	11002.0	2198.0	10976.0	1454.0	1936.0	1430.0	1721.0	9241.0	12146.0	1634.0	1987.0	1816.0	1936.0	1735.0	1948.0	1746.0	11915.0	2165.0	12199.0	1135.0	10218.0	1260.0	929.0
VincentC_2016__MM068.1__bin.6	20029.0	15604.0	11656.0	19094.0	450.0	20155.0	651.0	887.0	797.0	8832.0	16418.0	9819.0	0.0	18246.0	20127.0	13072.0	13006.0	9637.0	17500.0	11637.0	19254.0	18901.0	19554.0	18226.0	12997.0	12773.0	20213.0	11103.0	18346.0	883.0	17933.0	18221.0	14753.0	17155.0	18357.0	17765.0	15130.0	19364.0	15880.0	20540.0	16177.0	12270.0	1633.0	19353.0	11630.0
RaymondF_2016__P5E0__bin.23	2317.0	2657.0	1522.0	27844.0	13656.0	2239.0	30945.0	27204.0	22541.0	2789.0	4241.0	1737.0	18246.0	0.0	3339.0	1123.0	2914.0	688.0	2122.0	1775.0	3138.0	4181.0	24747.0	2618.0	19950.0	1722.0	2330.0	2091.0	1955.0	17527.0	25731.0	2689.0	2380.0	757.0	3249.0	2733.0	3080.0	2754.0	22492.0	2220.0	22413.0	2307.0	16612.0	1941.0	1025.0
ZeeviD_2015__PNP_Main_133__bin.18	3056.0	3589.0	1234.0	30772.0	14380.0	3477.0	34959.0	30596.0	22900.0	1738.0	4000.0	2326.0	20127.0	3339.0	0.0	1617.0	2333.0	881.0	3824.0	1041.0	1514.0	2858.0	26498.0	1342.0	20558.0	2360.0	4089.0	1567.0	2627.0	19287.0	26946.0	1876.0	3257.0	3279.0	1834.0	2914.0	4020.0	3140.0	23752.0	4142.0	23611.0	1037.0	18029.0	2830.0	1072.0
Obregon-TitoAJ_2015__NO10__bin.2	1371.0	1862.0	705.0	18498.0	10351.0	1585.0	20332.0	18879.0	14421.0	1829.0	2622.0	1022.0	13072.0	1123.0	1617.0	0.0	2048.0	382.0	1961.0	932.0	1813.0	2070.0	16248.0	1386.0	14635.0	1614.0	1727.0	1373.0	1075.0	13345.0	17229.0	1568.0	1713.0	1423.0	1587.0	1552.0	2066.0	1842.0	16424.0	1621.0	15849.0	934.0	12414.0	1311.0	773.0
FengQ_2015__SID31489__bin.59	3580.0	3267.0	2075.0	16716.0	9389.0	2836.0	19032.0	17895.0	13367.0	1510.0	3321.0	1826.0	13006.0	2914.0	2333.0	2048.0	0.0	1733.0	3422.0	1786.0	2345.0	2456.0	16214.0	3530.0	13252.0	2779.0	3267.0	1772.0	2948.0	11765.0	15820.0	2288.0	3117.0	2874.0	2362.0	4235.0	3352.0	3310.0	15100.0	3573.0	15104.0	1414.0	12005.0	2826.0	1920.0
LoombaR_2017__SID0013_eop__bin.26	794.0	1404.0	641.0	13672.0	8464.0	712.0	14369.0	13501.0	11081.0	1212.0	2074.0	862.0	9637.0	688.0	881.0	382.0	1733.0	0.0	1423.0	794.0	1114.0	1503.0	11415.0	1261.0	11892.0	1140.0	1039.0	1107.0	747.0	8758.0	13294.0	1090.0	1233.0	1046.0	1353.0	953.0	1937.0	739.0	12529.0	1125.0	12456.0	836.0	9828.0	523.0	560.0
XieH_2016__YSZC12003_35629__bin.65	2753.0	3107.0	1772.0	25945.0	13111.0	3043.0	28582.0	25868.0	19194.0	3158.0	5272.0	2068.0	17500.0	2122.0	3824.0	1961.0	3422.0	1423.0	0.0	2101.0	3546.0	4516.0	21778.0	3375.0	19514.0	2633.0	2905.0	2534.0	2150.0	17526.0	24457.0	3169.0	2851.0	3739.0	3379.0	3457.0	3481.0	3299.0	22282.0	2895.0	22437.0	2312.0	16758.0	2572.0	1739.0
LoombaR_2017__SID1035_bai__bin.20	1555.0	2014.0	960.0	15634.0	9730.0	1744.0	18590.0	17199.0	13615.0	924.0	2061.0	1527.0	11637.0	1775.0	1041.0	932.0	1786.0	794.0	2101.0	0.0	1006.0	1727.0	13533.0	470.0	13334.0	1452.0	2281.0	1021.0	1396.0	11886.0	14108.0	1119.0	2044.0	1877.0	748.0	1928.0	2234.0	1899.0	13266.0	2031.0	13165.0	551.0	11515.0	1518.0	833.0
FengQ_2015__SID31865__bin.13	3097.0	3505.0	1303.0	29681.0	14184.0	3196.0	33009.0	29146.0	21749.0	1290.0	3466.0	2024.0	19254.0	3138.0	1514.0	1813.0	2345.0	1114.0	3546.0	1006.0	0.0	1473.0	26841.0	1511.0	20221.0	2289.0	3540.0	1125.0	2587.0	18313.0	26345.0	1376.0	2955.0	2845.0	2031.0	2930.0	4310.0	3172.0	23470.0	3840.0	22898.0	997.0	17067.0	3082.0	1102.0
FengQ_2015__SID31866__bin.19	3872.0	4104.0	1788.0	27938.0	13354.0	3343.0	31037.0	27710.0	20518.0	2196.0	4497.0	2427.0	18901.0	4181.0	2858.0	2070.0	2456.0	1503.0	4516.0	1727.0	1473.0	0.0	24624.0	3211.0	19378.0	2569.0	5022.0	1427.0	4050.0	17724.0	24799.0	1793.0	4386.0	3985.0	3200.0	3881.0	4168.0	4525.0	23409.0	5461.0	22672.0	951.0	17223.0	3017.0	1702.0
XieH_2016__YSZC12003_36694__bin.76	27351.0	19270.0	14327.0	30780.0	13852.0	28018.0	35164.0	29841.0	23483.0	11178.0	20365.0	11002.0	19554.0	24747.0	26498.0	16248.0	16214.0	11415.0	21778.0	13533.0	26841.0	24624.0	0.0	23368.0	20637.0	14070.0	27217.0	13929.0	24509.0	19501.0	27916.0	23738.0	16917.0	21310.0	22801.0	21763.0	19049.0	25144.0	23353.0	28414.0	24129.0	15650.0	16896.0	27965.0	13210.0
RaymondF_2016__P21E90__bin.21	3378.0	3470.0	2506.0	24737.0	13649.0	3071.0	28513.0	25539.0	18743.0	1475.0	3737.0	2198.0	18226.0	2618.0	1342.0	1386.0	3530.0	1261.0	3375.0	470.0	1511.0	3211.0	23368.0	0.0	19046.0	3145.0	3520.0	1443.0	3372.0	17635.0	22982.0	1651.0	4483.0	2975.0	901.0	3702.0	4161.0	2771.0	21391.0	3492.0	22549.0	829.0	17176.0	2788.0	2323.0
LiJ_2014__MH0382__bin.43	20533.0	17236.0	13880.0	20805.0	10148.0	21049.0	19557.0	18661.0	14038.0	8165.0	18407.0	10976.0	12997.0	19950.0	20558.0	14635.0	13252.0	11892.0	19514.0	13334.0	20221.0	19378.0	20637.0	19046.0	0.0	14171.0	21084.0	13756.0	19068.0	12595.0	20307.0	18775.0	15533.0	18491.0	19552.0	18900.0	15500.0	20155.0	18387.0	20758.0	17848.0	13508.0	13109.0	20335.0	12540.0
XieH_2016__YSZC12003_37405__bin.106	1931.0	1937.0	2029.0	15944.0	10049.0	1772.0	17846.0	16715.0	12643.0	1706.0	2879.0	1454.0	12773.0	1722.0	2360.0	1614.0	2779.0	1140.0	2633.0	1452.0	2289.0	2569.0	14070.0	3145.0	14171.0	0.0	2222.0	1832.0	2241.0	11779.0	15349.0	1967.0	2648.0	1859.0	2134.0	2397.0	2756.0	1491.0	14577.0	2130.0	15072.0	1438.0	12152.0	1688.0	1754.0
XieH_2016__YSZC12003_37222__bin.43	2849.0	3095.0	1819.0	30756.0	14436.0	2985.0	35781.0	31216.0	23610.0	3183.0	5355.0	1936.0	20213.0	2330.0	4089.0	1727.0	3267.0	1039.0	2905.0	2281.0	3540.0	5022.0	27217.0	3520.0	21084.0	2222.0	0.0	2202.0	2365.0	19926.0	27455.0	2865.0	2862.0	2539.0	3730.0	3392.0	3397.0	3470.0	24208.0	1797.0	24288.0	2329.0	18285.0	2483.0	1544.0
XieH_2016__YSZC12003_37134__bin.30	2354.0	2460.0	1453.0	15369.0	9534.0	2240.0	16831.0	15844.0	14274.0	623.0	2719.0	1430.0	11103.0	2091.0	1567.0	1373.0	1772.0	1107.0	2534.0	1021.0	1125.0	1427.0	13929.0	1443.0	13756.0	1832.0	2202.0	0.0	2294.0	11156.0	14536.0	1220.0	2253.0	2134.0	1617.0	2383.0	3145.0	2498.0	13445.0	2358.0	12589.0	964.0	11107.0	2044.0	1138.0
KarlssonFH_2013__S77__bin.15	2132.0	2678.0	1442.0	27858.0	13061.0	2428.0	30087.0	27054.0	20545.0	2393.0	4381.0	1721.0	18346.0	1955.0	2627.0	1075.0	2948.0	747.0	2150.0	1396.0	2587.0	4050.0	24509.0	3372.0	19068.0	2241.0	2365.0	2294.0	0.0	17584.0	25880.0	2197.0	2836.0	2011.0	2656.0	3448.0	3261.0	2434.0	22378.0	2364.0	22191.0	1835.0	16483.0	1848.0	1545.0
HMP_2012__SRS014235__bin.3	19180.0	14684.0	11323.0	18420.0	656.0	19877.0	1126.0	1105.0	734.0	8444.0	15800.0	9241.0	883.0	17527.0	19287.0	13345.0	11765.0	8758.0	17526.0	11886.0	18313.0	17724.0	19501.0	17635.0	12595.0	11779.0	19926.0	11156.0	17584.0	0.0	17228.0	17141.0	14102.0	16784.0	17558.0	16684.0	14578.0	19132.0	16577.0	19993.0	16096.0	12042.0	1775.0	19264.0	10479.0
XieH_2016__YSZC12003_37232__bin.109	27398.0	19800.0	14990.0	1495.0	13252.0	28244.0	30730.0	26981.0	20760.0	10856.0	20605.0	12146.0	17933.0	25731.0	26946.0	17229.0	15820.0	13294.0	24457.0	14108.0	26345.0	24799.0	27916.0	22982.0	20307.0	15349.0	27455.0	14536.0	25880.0	17228.0	0.0	23663.0	18433.0	22601.0	24414.0	22529.0	18972.0	26115.0	1857.0	27752.0	2139.0	16497.0	16622.0	28186.0	14062.0
Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	3234.0	3204.0	1493.0	26056.0	12823.0	2409.0	29763.0	26154.0	20118.0	1191.0	3109.0	1634.0	18221.0	2689.0	1876.0	1568.0	2288.0	1090.0	3169.0	1119.0	1376.0	1793.0	23738.0	1651.0	18775.0	1967.0	2865.0	1220.0	2197.0	17141.0	23663.0	0.0	2983.0	2670.0	1385.0	2962.0	3686.0	3234.0	21196.0	3158.0	20210.0	717.0	15872.0	2655.0	1136.0
FengQ_2015__SID31685__bin.27	3024.0	2474.0	2555.0	20011.0	11326.0	2580.0	21839.0	19735.0	16412.0	2396.0	3907.0	1987.0	14753.0	2380.0	3257.0	1713.0	3117.0	1233.0	2851.0	2044.0	2955.0	4386.0	16917.0	4483.0	15533.0	2648.0	2862.0	2253.0	2836.0	14102.0	18433.0	2983.0	0.0	2308.0	3353.0	3808.0	2873.0	2842.0	17376.0	2943.0	17614.0	2139.0	13974.0	2691.0	2025.0
RaymondF_2016__P5E7__bin.24	2317.0	2517.0	1542.0	24284.0	13250.0	2559.0	27300.0	24608.0	18807.0	2791.0	4252.0	1816.0	17155.0	757.0	3279.0	1423.0	2874.0	1046.0	3739.0	1877.0	2845.0	3985.0	21310.0	2975.0	18491.0	1859.0	2539.0	2134.0	2011.0	16784.0	22601.0	2670.0	2308.0	0.0	3187.0	2913.0	3043.0	3012.0	21273.0	2391.0	21433.0	2385.0	16466.0	2401.0	1252.0
ZellerG_2014__CCIS23164343ST-4-0__bin.74	2942.0	3591.0	1391.0	26563.0	13370.0	3328.0	30263.0	26943.0	20980.0	1421.0	3633.0	1936.0	18357.0	3249.0	1834.0	1587.0	2362.0	1353.0	3379.0	748.0	2031.0	3200.0	22801.0	901.0	19552.0	2134.0	3730.0	1617.0	2656.0	17558.0	24414.0	1385.0	3353.0	3187.0	0.0	2995.0	3769.0	3089.0	21798.0	3856.0	21319.0	1112.0	16995.0	2846.0	1250.0
LeChatelierE_2013__MH0456__bin.11	1804.0	2708.0	1862.0	24267.0	13130.0	2464.0	26945.0	24651.0	17841.0	2473.0	4871.0	1735.0	17765.0	2733.0	2914.0	1552.0	4235.0	953.0	3457.0	1928.0	2930.0	3881.0	21763.0	3702.0	18900.0	2397.0	3392.0	2383.0	3448.0	16684.0	22529.0	2962.0	3808.0	2913.0	2995.0	0.0	4066.0	1318.0	21388.0	3412.0	21615.0	1976.0	16325.0	2361.0	1619.0
YuJ_2015__SZAXPI015235-21__bin.54	3830.0	2992.0	2606.0	21508.0	11124.0	3130.0	23034.0	21120.0	15257.0	2370.0	5012.0	1948.0	15130.0	3080.0	4020.0	2066.0	3352.0	1937.0	3481.0	2234.0	4310.0	4168.0	19049.0	4161.0	15500.0	2756.0	3397.0	3145.0	3261.0	14578.0	18972.0	3686.0	2873.0	3043.0	3769.0	4066.0	0.0	3494.0	17645.0	3780.0	17786.0	2964.0	13421.0	3230.0	2275.0
ZellerG_2014__CCIS22275061ST-4-0__bin.14	1312.0	2596.0	532.0	28684.0	13994.0	2599.0	32073.0	28822.0	20785.0	2671.0	5196.0	1746.0	19364.0	2754.0	3140.0	1842.0	3310.0	739.0	3299.0	1899.0	3172.0	4525.0	25144.0	2771.0	20155.0	1491.0	3470.0	2498.0	2434.0	19132.0	26115.0	3234.0	2842.0	3012.0	3089.0	1318.0	3494.0	0.0	23764.0	3548.0	23454.0	2211.0	17327.0	2251.0	820.0
VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	24235.0	18994.0	14071.0	1788.0	11934.0	24809.0	26035.0	24020.0	17107.0	9807.0	19776.0	11915.0	15880.0	22492.0	23752.0	16424.0	15100.0	12529.0	22282.0	13266.0	23470.0	23409.0	23353.0	21391.0	18387.0	14577.0	24208.0	13445.0	22378.0	16577.0	1857.0	21196.0	17376.0	21273.0	21798.0	21388.0	17645.0	23764.0	0.0	24156.0	2003.0	13962.0	15688.0	24374.0	13485.0
KarlssonFH_2013__S350__bin.1	3272.0	3082.0	1685.0	31137.0	14436.0	3450.0	36399.0	31538.0	23735.0	3371.0	5513.0	2165.0	20540.0	2220.0	4142.0	1621.0	3573.0	1125.0	2895.0	2031.0	3840.0	5461.0	28414.0	3492.0	20758.0	2130.0	1797.0	2358.0	2364.0	19993.0	27752.0	3158.0	2943.0	2391.0	3856.0	3412.0	3780.0	3548.0	24156.0	0.0	24803.0	2391.0	18533.0	2479.0	1410.0
VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	24162.0	19004.0	14259.0	1787.0	11900.0	24932.0	26289.0	23296.0	16091.0	10157.0	19290.0	12199.0	16177.0	22413.0	23611.0	15849.0	15104.0	12456.0	22437.0	13165.0	22898.0	22672.0	24129.0	22549.0	17848.0	15072.0	24288.0	12589.0	22191.0	16096.0	2139.0	20210.0	17614.0	21433.0	21319.0	21615.0	17786.0	23454.0	2003.0	24803.0	0.0	13352.0	15877.0	24842.0	14182.0
FengQ_2015__SID31137__bin.54	1871.0	2220.0	660.0	18093.0	10044.0	2274.0	20565.0	18472.0	18397.0	840.0	2211.0	1135.0	12270.0	2307.0	1037.0	934.0	1414.0	836.0	2312.0	551.0	997.0	951.0	15650.0	829.0	13508.0	1438.0	2329.0	964.0	1835.0	12042.0	16497.0	717.0	2139.0	2385.0	1112.0	1976.0	2964.0	2211.0	13962.0	2391.0	13352.0	0.0	10949.0	2023.0	694.0
FengQ_2015__SID530177__bin.7	17812.0	14747.0	11940.0	17268.0	1236.0	18016.0	2234.0	2427.0	1527.0	7536.0	16217.0	10218.0	1633.0	16612.0	18029.0	12414.0	12005.0	9828.0	16758.0	11515.0	17067.0	17223.0	16896.0	17176.0	13109.0	12152.0	18285.0	11107.0	16483.0	1775.0	16622.0	15872.0	13974.0	16466.0	16995.0	16325.0	13421.0	17327.0	15688.0	18533.0	15877.0	10949.0	0.0	17690.0	11368.0
ZellerG_2014__CCMD25963797ST-21-0__bin.42	2439.0	2778.0	918.0	31219.0	14308.0	1942.0	34894.0	30065.0	22240.0	2350.0	4371.0	1260.0	19353.0	1941.0	2830.0	1311.0	2826.0	523.0	2572.0	1518.0	3082.0	3017.0	27965.0	2788.0	20335.0	1688.0	2483.0	2044.0	1848.0	19264.0	28186.0	2655.0	2691.0	2401.0	2846.0	2361.0	3230.0	2251.0	24374.0	2479.0	24842.0	2023.0	17690.0	0.0	846.0
HMP_2012__SRS023914__bin.23	1420.0	1647.0	1214.0	14458.0	8972.0	684.0	15618.0	14667.0	10909.0	1113.0	2273.0	929.0	11630.0	1025.0	1072.0	773.0	1920.0	560.0	1739.0	833.0	1102.0	1702.0	13210.0	2323.0	12540.0	1754.0	1544.0	1138.0	1545.0	10479.0	14062.0	1136.0	2025.0	1252.0	1250.0	1619.0	2275.0	820.0	13485.0	1410.0	14182.0	694.0	11368.0	846.0	0.0
