	HMP_2012__SRS015217__bin.3	YuJ_2015__SZAXPI015246-34__bin.38	LoombaR_2017__SID1015_aao__bin.3	XieH_2016__YSZC12003_37208R1__bin.67	LoombaR_2017__SID5362_xgk__bin.23	HMP_2012__SRS014923__bin.28	YuJ_2015__SZAXPI003415-12__bin.35	HMP_2012__SRS014979__bin.67	XieH_2016__YSZC12003_37284__bin.35	FengQ_2015__SID31750__bin.10	FengQ_2015__SID31501__bin.24	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	VincentC_2016__MM068.1__bin.6	RaymondF_2016__P5E0__bin.23	ZeeviD_2015__PNP_Main_133__bin.18	Obregon-TitoAJ_2015__NO10__bin.2	FengQ_2015__SID31489__bin.59	LoombaR_2017__SID0013_eop__bin.26	XieH_2016__YSZC12003_35629__bin.65	LoombaR_2017__SID1035_bai__bin.20	FengQ_2015__SID31865__bin.13	FengQ_2015__SID31866__bin.19	XieH_2016__YSZC12003_36694__bin.76	RaymondF_2016__P21E90__bin.21	LiJ_2014__MH0382__bin.43	XieH_2016__YSZC12003_37405__bin.106	XieH_2016__YSZC12003_37222__bin.43	XieH_2016__YSZC12003_37134__bin.30	KarlssonFH_2013__S77__bin.15	HMP_2012__SRS014235__bin.3	XieH_2016__YSZC12003_37232__bin.109	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	FengQ_2015__SID31685__bin.27	RaymondF_2016__P5E7__bin.24	ZellerG_2014__CCIS23164343ST-4-0__bin.74	LeChatelierE_2013__MH0456__bin.11	YuJ_2015__SZAXPI015235-21__bin.54	ZellerG_2014__CCIS22275061ST-4-0__bin.14	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	KarlssonFH_2013__S350__bin.1	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	FengQ_2015__SID31137__bin.54	FengQ_2015__SID530177__bin.7	ZellerG_2014__CCMD25963797ST-21-0__bin.42	HMP_2012__SRS023914__bin.23
VincentC_2016__MM068.1__bin.6	0.8557046959708059	0.6616281968493295	0.5444442775833847	0.8339851927495533	0.4757308264127709	0.853850936340837	0.931503401462704	0.8522813077234979	0.6368943819549775	0.3795041223024824	0.7236438450795176	0.45038069350793675	1.0	0.773555392031717	0.8540275420865308	0.5914244094369941	0.53058793494421	0.4664842541560918	0.7437222364054122	0.5139948039465978	0.8304566820345703	0.7973431047169953	0.8583207436663713	0.7971262520836775	0.6132202015347881	0.5442604634399075	0.8538118908528436	0.4781071948820376	0.7708342218684768	0.599645587108982	0.7760044451786331	0.7658586252984727	0.5917914370241332	0.744461697878028	0.7803198726516392	0.7775536500022526	0.6116331526228056	0.8369412365405697	0.7263079487603058	0.8609217738665547	0.733542777335596	0.5430037994263316	0.549308744687561	0.8462550871765607	0.5350703569658652
RaymondF_2016__P5E0__bin.23	0.9723775250375918	0.7008956436008739	0.5610473054444349	0.880623262263455	0.45270031846681985	0.9590173454478396	0.8867869073963741	0.8114347497659375	0.6300456421823134	0.38023138494056236	0.7626757241751072	0.4413119378954238	0.570862857122592	1.0	0.9559709868925015	0.6243589879989786	0.5499390905608987	0.4947663985587426	0.7997706365080716	0.5467260511532896	0.9110336518001532	0.8838052706613329	0.9262122485601612	0.8558334751893779	0.6029369520810283	0.5654377500212784	0.9696933426958324	0.5333441498567254	0.8574098504837292	0.557109913609669	0.81692812508866	0.8191020689704088	0.6301130238034442	0.842368676766817	0.8546618329219509	0.8199141948250914	0.6430924085737794	0.8984975671688371	0.743628003801742	0.9666505305416064	0.7317830240871563	0.6129958755355066	0.5189364520384713	0.9566035761908815	0.5287112201038386
ZeeviD_2015__PNP_Main_133__bin.18	0.9341690376182429	0.6434097812821233	0.5062881870786669	0.857271281776847	0.40833099125667494	0.9409704282342796	0.8680115961669509	0.7783064668265696	0.5662340562329398	0.3736964899650036	0.7259523910356855	0.39783053118298617	0.5473610250210786	0.830245128801383	1.0	0.5744391528484144	0.5043323926526809	0.4441647641304222	0.7605006525731403	0.5059936629180607	0.9019142145444886	0.8457709795527083	0.8965488698357209	0.8087483300672592	0.5395528622743425	0.5093893532403432	0.9262064903115026	0.4617199440981593	0.7862378292221868	0.5279751752707504	0.7708921579573499	0.7920828825637847	0.5720610146261084	0.7657924624914819	0.8111588081973966	0.7675010876219003	0.6088287948379347	0.8737045749419614	0.7093743382831359	0.9203706769435707	0.710144721087545	0.5679111114533324	0.47847548134487816	0.9245201951174439	0.48563723093389183
Obregon-TitoAJ_2015__NO10__bin.2	0.960831658656234	0.7388567113162325	0.6057377111812395	0.9112784090185501	0.4889560457753564	0.9584890209952295	0.9146417719229878	0.853498228535479	0.6503802726858255	0.41644634793040475	0.8089193429662288	0.470251239770461	0.6269271521829385	0.8968335230876207	0.9500793402154284	1.0	0.6059522990833213	0.5302632617870524	0.8514007432255173	0.5801482630478358	0.9343055375140406	0.8971448984114128	0.9395314215270508	0.8768252706864011	0.6575584608762318	0.6196292532341008	0.9606291691818661	0.5729496985581222	0.8585642859507964	0.6124236843915001	0.8485614332688932	0.8472573501132159	0.6696511577558563	0.8488982789668197	0.8639003293319375	0.8473019232679508	0.6850448151232893	0.9302347349680219	0.8039035895398268	0.959743436921345	0.7923839760782245	0.6157482049753829	0.5698983477368299	0.9564647630109039	0.5987047041233988
FengQ_2015__SID31489__bin.59	0.9555510123867738	0.7524200172336469	0.6206985169993299	0.9063206595721247	0.4989875052460402	0.948558211789571	0.9186196093562722	0.8622020915053382	0.6686503837257934	0.42084724178864236	0.8277463155341098	0.5237668116241453	0.635847425355057	0.8930376498315868	0.9429972292269407	0.6850403450184753	1.0	0.5442002731180303	0.8497066176772298	0.5995271905052251	0.9394900309039458	0.9107212144466048	0.9491859369409773	0.905828269659783	0.6608405326161525	0.658955197557055	0.9520949247125746	0.5781060697134852	0.8857252277123379	0.6106592337865865	0.857059352420881	0.8663377348480322	0.7052679241805919	0.8464866468031009	0.8767859032511411	0.8773142865781277	0.6994391506130039	0.9246355486800135	0.8082868358405146	0.9603791690272347	0.8221054275909679	0.6233037203513245	0.5923025923177095	0.950797002180481	0.6373469110091617
LoombaR_2017__SID0013_eop__bin.26	0.9600667829933481	0.8091983060892713	0.7071771024061081	0.9273648033427918	0.5506674988328703	0.95440910129361	0.9273598368336187	0.8683552246020998	0.7214847875824026	0.36205520771596866	0.8486174893965029	0.5767739543014936	0.64280534926148	0.9238518258543225	0.9549587283087712	0.6893125689103148	0.6257569787731398	1.0	0.8608533124960681	0.6393908742049447	0.9395112292772405	0.9231399595395052	0.9472490505689964	0.9210250543832754	0.7303359346804713	0.6913935362538616	0.9578210930955589	0.6361990643096718	0.8881500746631878	0.5981605705525738	0.8890920559030272	0.869778957231734	0.7152418855517626	0.8888048261225138	0.9038276886197408	0.9111325958619045	0.6999433817954261	0.9319820013707565	0.8170892614138658	0.9637105452233771	0.823806465070541	0.6807320965621824	0.6345261784698516	0.9520632534608291	0.6457852547653655
XieH_2016__YSZC12003_35629__bin.65	0.7184344794984863	0.5328579556965573	0.4271092413067748	0.6713389025148964	0.34457802242328367	0.727562347964648	0.6722825454435732	0.6181008458661471	0.4561247347239046	0.3022423283661866	0.5929184752856792	0.3366308750483136	0.44473456585241095	0.6480599822119536	0.7095576983589881	0.48029305734561545	0.423997770028435	0.3735741185362076	1.0	0.41409724227807687	0.6958865501966313	0.6660693015389965	0.6968582114536052	0.6484673256002748	0.46509095898835157	0.43295752852481345	0.7312657962306008	0.3909217742642315	0.6278641556497162	0.4346152796157322	0.6225291785744562	0.6315061791190175	0.4921329563072131	0.6451511049997629	0.6400291390614291	0.6291274948884512	0.4989762533891401	0.6879451501710555	0.5790788579442019	0.7152055467669005	0.580850119185658	0.4417962334745744	0.4019218417955869	0.7074875749490281	0.4098424076796083
LoombaR_2017__SID1035_bai__bin.20	0.9603873122559383	0.7707873854283611	0.6558683250448845	0.9221923402045583	0.530905021900093	0.963106936480141	0.9347120532388387	0.8737414269507606	0.689957675064284	0.3821695328324366	0.8285545053411443	0.5187983789947938	0.6311564045785873	0.9097198351850185	0.9694409243329286	0.6720466592215694	0.614315682945072	0.5697734457867585	0.8503358407673663	1.0	0.9405304410556302	0.9002450391015134	0.9443771566317671	0.9124992070528775	0.6966376091500935	0.6600890166127954	0.9622756328455664	0.5995668664647541	0.8678087072232689	0.6274749170540428	0.8565164025722467	0.8535836046564805	0.6972291845848129	0.872310434003933	0.8982445994768762	0.888651045731289	0.6995040207951305	0.9367715028819018	0.8015124267722552	0.963547298742644	0.8067480906570913	0.6437749593937311	0.594055330743777	0.9555779957542292	0.6304652497377743
FengQ_2015__SID31865__bin.13	0.9803777062808631	0.6952400178285288	0.5399345615768344	0.9221882084930613	0.4427392812685451	0.9968384579161941	0.9259742527168782	0.8281150191925288	0.6044513404552319	0.3908699298022662	0.7750873169826811	0.42672508223870587	0.5802170480690376	0.8625167771996283	0.9831883856032112	0.6158069549728921	0.5477345429424963	0.4763574737545421	0.8130585579876258	0.5351408361445722	1.0	0.8963893032184523	0.95859777445568	0.855231338591798	0.581051396358246	0.545292773150437	0.9859352716962032	0.5070038250756075	0.8395755567847878	0.5619075518592789	0.8312094105085917	0.8468723270846745	0.6096551052630254	0.8010687884070915	0.8738757492556757	0.8223018611674665	0.6559412900837622	0.9317639079732304	0.7584964607348477	0.9866424532189979	0.7528734233209581	0.5838818012186187	0.5147534433654621	0.9880459042648293	0.5209871330735159
FengQ_2015__SID31866__bin.19	0.9346209968772866	0.6781150613477946	0.5382555707324683	0.8704769196463016	0.42883384502421945	0.9251701891518141	0.8713752402657909	0.7936563048202384	0.5801536005317854	0.39218711183349825	0.7738237256692468	0.430303207585404	0.5627145646642469	0.8451993050839266	0.9313087840410099	0.5972933375048647	0.5363309007879277	0.4727896607069728	0.786089893108749	0.5173987619369811	0.9054533445591616	1.0	0.8959927863031331	0.843213588339383	0.5645396096226714	0.5440389071605353	0.9206086365960303	0.49854038796937145	0.8096056291932581	0.5507693168608718	0.802639511015132	0.8082753176765248	0.6022105724578883	0.7948539243341871	0.824370476071774	0.8146432620018432	0.6305290807454154	0.8934970744168971	0.7464493231012114	0.922410789004454	0.744577221234451	0.5505047807275253	0.5102923209060701	0.9342165618272663	0.5292041108236825
XieH_2016__YSZC12003_36694__bin.76	0.915573471294988	0.6423447256136853	0.5066120345511217	0.8683519843434924	0.4149132710664067	0.915100797256407	0.8763480856508509	0.7773045463911241	0.5663213766737484	0.36418627910225115	0.7111027851883636	0.3934550272839031	0.5513378025789096	0.806191682634689	0.898545630215331	0.5693268118464075	0.5087728301560634	0.4415601252952766	0.7485528457292261	0.494009580041657	0.8813148286913527	0.8155108853937162	1.0	0.8025005807138188	0.5455920155515547	0.5053769083490827	0.9108999790865854	0.45979801191370095	0.7767076266052589	0.5317482611383225	0.7839532372962582	0.7798677901774862	0.5741095014041313	0.741616305981005	0.791237047766702	0.7700438873021618	0.6068725647640604	0.8541308624121116	0.7075949650375555	0.923638640890433	0.7139739423484298	0.539926872503027	0.4822625690779345	0.9140092096195535	0.4872721421741771
RaymondF_2016__P21E90__bin.21	0.8303544826405044	0.6336220827606293	0.5139128132213062	0.7814071729982782	0.4098655462383846	0.8319373362046479	0.7853881819125339	0.7132821184902631	0.520645564320247	0.3495024330799426	0.6975411903011447	0.4067645581289258	0.5236699945659702	0.761867554106481	0.8289760464650985	0.5434077167958876	0.4965704839443558	0.43909604894336335	0.7124076224797565	0.4881854247244805	0.804156697372684	0.7849197582823573	0.8207441029726945	1.0	0.5282433403537684	0.5091954281537993	0.8307451645224545	0.45217836719440285	0.7339026239221225	0.5018715240658066	0.7196660182925939	0.7235933577766018	0.5668012743332659	0.7347108224011466	0.7478795642200116	0.7586134502695507	0.5757510464552328	0.8034254513855592	0.6751906350001243	0.8351811797093248	0.695442952355358	0.49423941538205335	0.47422505880946214	0.830928666618522	0.49989483159440434
LiJ_2014__MH0382__bin.43	0.9074006070419708	0.747733595958905	0.6495762129383968	0.90131211676684	0.5478569921154244	0.9213975518254177	0.9451371136528941	0.8958206005752894	0.6853081773832658	0.37185870623776607	0.8030030700602331	0.5081895163606395	0.6588289885451968	0.8777842387225143	0.9044576861542671	0.6664579946446584	0.5924577326214391	0.5694248590334441	0.8356107625714675	0.6095157023545303	0.8935056318857734	0.8594245427985241	0.9125487824632892	0.863892490453255	1.0	0.649717550586293	0.9231523329424497	0.5829939186088762	0.859028926459892	0.638125927326634	0.8667708736021933	0.8248077904795218	0.6727639770994287	0.838109663816465	0.8600834731113192	0.8546590761680847	0.6628122577817992	0.8872732224531956	0.790554385629769	0.9098427150768548	0.799502543109596	0.601172908864323	0.628241972634708	0.9013908528081338	0.6135047799876217
XieH_2016__YSZC12003_37405__bin.106	0.9558997808925084	0.7790668514296442	0.7043933273242377	0.9167828600334466	0.5351661075532614	0.9463817170633004	0.9099509766691363	0.8572849300188727	0.6749864938645603	0.3842706901814336	0.8512118263591042	0.5461666220044681	0.6491858343925678	0.913916836597973	0.9480038863277785	0.69723041825313	0.65587728260854	0.5984736992194386	0.8636095272351042	0.6411896290075964	0.9309331342402387	0.9194948347092634	0.9384464146763328	0.9245196902975077	0.7213243607692981	1.0	0.9472329260236361	0.6255554711670878	0.8901933276108399	0.6172203585108715	0.8729470315878772	0.8702443714882258	0.7168963545614913	0.8817507390757934	0.8876038754368893	0.9149844303276868	0.7073997859080494	0.9365684528202388	0.8127741530542495	0.9518823325418332	0.8414530165613164	0.627938569653684	0.6211790533811195	0.9532128839217519	0.6656690516758356
XieH_2016__YSZC12003_37222__bin.43	0.9700267586943859	0.677944919530821	0.5241917150368255	0.8923218353096121	0.4277963154141785	0.9821201278652327	0.9037972980128653	0.8113955966997743	0.5889014920928277	0.3843497669115068	0.7523715942982203	0.4154983045395024	0.5658948277008425	0.8708985562408355	0.9578099674842647	0.6006361410785573	0.5265725659879915	0.4606970478642612	0.8105105412374931	0.5193913939802692	0.9352946024357139	0.864580940372424	0.9398878929747777	0.8381288104066278	0.5694959642983835	0.5263420454694756	1.0	0.48219955591954	0.8239938018248147	0.5496986710631455	0.8049469942154877	0.8180050459707283	0.61677974381566	0.7954243866820453	0.837037520698075	0.8082598806309812	0.6342594896618117	0.9021995798076766	0.7344459365682383	0.9794044448655835	0.7354345072892658	0.5636732309939018	0.5001614439900832	0.9679062884325281	0.5048025108024145
XieH_2016__YSZC12003_37134__bin.30	0.9683324250250772	0.7821505580172026	0.7062491608021547	0.9320617017747553	0.5404844837254855	0.9569280224944515	0.9114004533642948	0.8644985743509546	0.7730366719585495	0.3266702998996912	0.8711639772843952	0.5419077632711735	0.6286417237321202	0.9502657788940755	0.9472280801522799	0.7106840745918537	0.6342929807517633	0.6070555805669423	0.8595629062704861	0.6420033330963835	0.9541478093974362	0.9288281243829428	0.9411890149989337	0.9050178107401528	0.7134864030203224	0.6895749907194592	0.956601821355512	1.0	0.9044530799548216	0.6277247273100649	0.8957025171986194	0.883539874732444	0.7262185152714261	0.882148188517404	0.9272492476838139	0.8769076447961835	0.7195112511748769	0.9297411716386671	0.8166907565812856	0.9556232179386932	0.7985553949561247	0.7620793150565915	0.6189702153875317	0.9678687928978192	0.6314637979922438
