	HMP_2012__SRS015217__bin.3	YuJ_2015__SZAXPI015246-34__bin.38	LoombaR_2017__SID1015_aao__bin.3	XieH_2016__YSZC12003_37208R1__bin.67	LoombaR_2017__SID5362_xgk__bin.23	HMP_2012__SRS014923__bin.28	YuJ_2015__SZAXPI003415-12__bin.35	HMP_2012__SRS014979__bin.67	XieH_2016__YSZC12003_37284__bin.35	FengQ_2015__SID31750__bin.10	FengQ_2015__SID31501__bin.24	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	VincentC_2016__MM068.1__bin.6	RaymondF_2016__P5E0__bin.23	ZeeviD_2015__PNP_Main_133__bin.18	Obregon-TitoAJ_2015__NO10__bin.2	FengQ_2015__SID31489__bin.59	LoombaR_2017__SID0013_eop__bin.26	XieH_2016__YSZC12003_35629__bin.65	LoombaR_2017__SID1035_bai__bin.20	FengQ_2015__SID31865__bin.13	FengQ_2015__SID31866__bin.19	XieH_2016__YSZC12003_36694__bin.76	RaymondF_2016__P21E90__bin.21	LiJ_2014__MH0382__bin.43	XieH_2016__YSZC12003_37405__bin.106	XieH_2016__YSZC12003_37222__bin.43	XieH_2016__YSZC12003_37134__bin.30	KarlssonFH_2013__S77__bin.15	HMP_2012__SRS014235__bin.3	XieH_2016__YSZC12003_37232__bin.109	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	FengQ_2015__SID31685__bin.27	RaymondF_2016__P5E7__bin.24	ZellerG_2014__CCIS23164343ST-4-0__bin.74	LeChatelierE_2013__MH0456__bin.11	YuJ_2015__SZAXPI015235-21__bin.54	ZellerG_2014__CCIS22275061ST-4-0__bin.14	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	KarlssonFH_2013__S350__bin.1	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	FengQ_2015__SID31137__bin.54	FengQ_2015__SID530177__bin.7	ZellerG_2014__CCMD25963797ST-21-0__bin.42	HMP_2012__SRS023914__bin.23
FengQ_2015__SID31501__bin.24	1906218.0	1455738.0	1165955.0	1824014.0	960067.0	1891719.0	1835003.0	1694491.0	1255305.0	800159.0	2238469.0	950873.0	1221086.0	1724691.0	1889596.0	1272991.0	1153179.0	1027282.0	1655893.0	1125334.0	1850265.0	1829828.0	1863286.0	1771328.0	1262645.0	1190883.0	1895092.0	1105691.0	1681344.0	1175410.0	1693851.0	1664757.0	1300818.0	1650967.0	1738444.0	1713285.0	1327669.0	1839471.0	1582006.0	1896263.0	1592908.0	1183912.0	1138690.0	1897817.0	1149163.0
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	1040134.0	891633.0	780703.0	1012930.0	616852.0	1050731.0	1031491.0	982587.0	778061.0	428930.0	950873.0	1076307.0	759579.0	997252.0	1035655.0	739529.0	729413.0	697658.0	939212.0	704863.0	1018781.0	1017446.0	1030695.0	1032952.0	798406.0	763718.0	1045546.0	687534.0	975435.0	695089.0	965538.0	931395.0	796534.0	971902.0	986227.0	1006690.0	779045.0	1033212.0	924405.0	1051965.0	966341.0	682389.0	718164.0	1031723.0	777107.0
VincentC_2016__MM068.1__bin.6	1444542.0	1117033.0	918006.0	1407450.0	792411.0	1441582.0	1551348.0	1419701.0	1061051.0	640602.0	1221086.0	759579.0	1664725.0	1306003.0	1441848.0	997631.0	896289.0	786205.0	1255593.0	867297.0	1401736.0	1346258.0	1448422.0	1345222.0	1033840.0	918817.0	1441575.0	807020.0	1301573.0	999128.0	1309767.0	1293165.0	999923.0	1256479.0	1317375.0	1312178.0	1033331.0	1412641.0	1224983.0	1453738.0	1237324.0	916222.0	916081.0	1428135.0	902375.0
RaymondF_2016__P5E0__bin.23	2195814.0	1583743.0	1267137.0	2014361.0	1034861.0	2165598.0	2031366.0	1857645.0	1443803.0	860518.0	1724691.0	997252.0	1306003.0	2255808.0	2159826.0	1409557.0	1243471.0	1116786.0	1806251.0	1235084.0	2058255.0	1997876.0	2114104.0	1933214.0	1380060.0	1277241.0	2189772.0	1205213.0	1936107.0	1274260.0	1868564.0	1850426.0	1423794.0	1900979.0	1931202.0	1852302.0	1453773.0	2029592.0	1699974.0	2182798.0	1673175.0	1385108.0	1187233.0	2159855.0	1193696.0
ZeeviD_2015__PNP_Main_133__bin.18	2429476.0	1674788.0	1316272.0	2257457.0	1074983.0	2447563.0	2289541.0	2052177.0	1493642.0	972381.0	1889596.0	1035655.0	1441848.0	2159826.0	2597410.0	1493671.0	1312291.0	1154559.0	1979156.0	1315314.0	2344155.0	2199672.0	2355203.0	2101993.0	1421998.0	1325453.0	2409827.0	1200843.0	2044809.0	1390655.0	2029269.0	2059240.0	1489134.0	1992356.0	2108746.0	1996429.0	1585398.0	2272509.0	1866288.0	2394722.0	1868148.0	1476135.0	1260826.0	2404188.0	1262471.0
Obregon-TitoAJ_2015__NO10__bin.2	1510311.0	1162201.0	951987.0	1449617.0	778233.0	1506846.0	1456733.0	1359257.0	1035812.0	655838.0	1272991.0	739529.0	997631.0	1409557.0	1493671.0	1570452.0	953667.0	833135.0	1339045.0	912027.0	1469095.0	1410993.0	1491737.0	1378398.0	1047299.0	974712.0	1510349.0	901163.0	1349409.0	975127.0	1349854.0	1332145.0	1053368.0	1334577.0	1358301.0	1332199.0	1077896.0	1462731.0	1278916.0	1508852.0	1260250.0	967937.0	907412.0	1503393.0	941010.0
FengQ_2015__SID31489__bin.59	1330977.0	1048486.0	864314.0	1275725.0	702554.0	1320519.0	1295126.0	1215617.0	942218.0	586127.0	1153179.0	729413.0	896289.0	1243471.0	1312291.0	953667.0	1389143.0	757705.0	1183786.0	834615.0	1307431.0	1267578.0	1334769.0	1261855.0	931254.0	918162.0	1325863.0	804844.0	1233347.0	860058.0	1206398.0	1205755.0	982835.0	1178765.0	1220343.0	1222950.0	974973.0	1287761.0	1137926.0	1337677.0	1157126.0	867272.0	834798.0	1323619.0	887286.0
LoombaR_2017__SID0013_eop__bin.26	1160643.0	978990.0	854976.0	1134014.0	673721.0	1153726.0	1134705.0	1062554.0	882701.0	438608.0	1027282.0	697658.0	786205.0	1116786.0	1154559.0	833135.0	757705.0	1208092.0	1041413.0	773237.0	1136130.0	1116741.0	1155779.0	1113944.0	894205.0	836407.0	1158175.0	769694.0	1073714.0	731391.0	1087399.0	1051863.0	865311.0	1074804.0	1093260.0	1101685.0	847533.0	1126659.0	999648.0	1165376.0	1007690.0	823223.0	776394.0	1150703.0	780728.0
XieH_2016__YSZC12003_35629__bin.65	2002797.0	1486526.0	1190798.0	1894880.0	972379.0	2028498.0	1900144.0	1746594.0	1288996.0	844568.0	1655893.0	939212.0	1255593.0	1806251.0	1979156.0	1339045.0	1183786.0	1041413.0	2783892.0	1154903.0	1940819.0	1858781.0	1961756.0	1808638.0	1314277.0	1207940.0	2038670.0	1090818.0	1750056.0	1227448.0	1757511.0	1761214.0	1372896.0	1799770.0	1785151.0	1754880.0	1392577.0	1918464.0	1634375.0	1993950.0	1639461.0	1232225.0	1135665.0	1972141.0	1142696.0
LoombaR_2017__SID1035_bai__bin.20	1303554.0	1046972.0	890122.0	1265852.0	729479.0	1307430.0	1285781.0	1201732.0	948992.0	519032.0	1125334.0	704863.0	867297.0	1235084.0	1315314.0	912027.0	834615.0	773237.0	1154903.0	1355702.0	1276085.0	1222191.0	1293827.0	1237547.0	957767.0	896336.0	1306840.0	813855.0	1177886.0	862555.0	1175289.0	1158324.0	947279.0	1184470.0	1218500.0	1206674.0	950553.0	1271882.0	1099878.0	1308314.0	1106875.0	873318.0	816877.0	1296997.0	855556.0
FengQ_2015__SID31865__bin.13	2339041.0	1660052.0	1287804.0	2226977.0	1069098.0	2378361.0	2239326.0	2002294.0	1461974.0	932615.0	1850265.0	1018781.0	1401736.0	2058255.0	2344155.0	1469095.0	1307431.0	1136130.0	1940819.0	1276085.0	2382698.0	2137298.0	2310890.0	2039269.0	1404691.0	1301557.0	2352726.0	1209162.0	2003042.0	1357169.0	2006866.0	2019217.0	1455579.0	1911550.0	2084213.0	1962227.0	1567220.0	2223284.0	1830738.0	2354711.0	1816768.0	1392211.0	1243569.0	2357297.0	1242457.0
FengQ_2015__SID31866__bin.19	2208499.0	1603673.0	1271450.0	2081259.0	1024907.0	2185677.0	2086477.0	1899823.0	1389011.0	927305.0	1829828.0	1017446.0	1346258.0	1997876.0	2199672.0	1410993.0	1267578.0	1116741.0	1858781.0	1222191.0	2137298.0	2358846.0	2138133.0	1992222.0	1351040.0	1285873.0	2176596.0	1177407.0	1913785.0	1316904.0	1918102.0	1908390.0	1424908.0	1878923.0	1947763.0	1925499.0	1491489.0	2112147.0	1784168.0	2181286.0	1779015.0	1299507.0	1220924.0	2206690.0	1250013.0
XieH_2016__YSZC12003_36694__bin.76	2400186.0	1683995.0	1327282.0	2281234.0	1089157.0	2399628.0	2306341.0	2044333.0	1491183.0	955017.0	1863286.0	1030695.0	1448422.0	2114104.0	2355203.0	1491737.0	1334769.0	1155779.0	1961756.0	1293827.0	2310890.0	2138133.0	2591638.0	2103159.0	1434614.0	1323824.0	2387940.0	1205559.0	2037454.0	1397600.0	2059639.0	2044873.0	1504801.0	1943311.0	2073401.0	2017438.0	1591843.0	2238742.0	1857183.0	2422151.0	1874491.0	1414945.0	1266746.0	2396746.0	1276043.0
RaymondF_2016__P21E90__bin.21	2107522.0	1609088.0	1304777.0	2004847.0	1052261.0	2111226.0	2018711.0	1833018.0	1338075.0	887125.0	1771328.0	1032952.0	1345222.0	1933214.0	2101993.0	1378398.0	1261855.0	1113944.0	1808638.0	1237547.0	2039269.0	1992222.0	2103159.0	2534031.0	1357631.0	1293462.0	2108654.0	1147277.0	1863104.0	1289393.0	1846638.0	1835259.0	1440775.0	1864755.0	1896051.0	1926052.0	1463132.0	2038676.0	1732345.0	2119867.0	1784823.0	1253247.0	1218877.0	2108387.0	1269072.0
LiJ_2014__MH0382__bin.43	1426533.0	1175835.0	1020386.0	1417371.0	859042.0	1448737.0	1484029.0	1406718.0	1075910.0	584353.0	1262645.0	798406.0	1033840.0	1380060.0	1421998.0	1047299.0	931254.0	894205.0	1314277.0	957767.0	1404691.0	1351040.0	1434614.0	1357631.0	1549481.0	1020896.0	1451491.0	917094.0	1350117.0	1001359.0	1363352.0	1296799.0	1057968.0	1317126.0	1352235.0	1343178.0	1042515.0	1394968.0	1243336.0	1430542.0	1256662.0	945014.0	986558.0	1417023.0	963154.0
XieH_2016__YSZC12003_37405__bin.106	1336044.0	1089251.0	985124.0	1295463.0	756960.0	1322601.0	1287830.0	1213195.0	954696.0	538018.0	1190883.0	763718.0	918817.0	1277241.0	1325453.0	974712.0	918162.0	836407.0	1207940.0	896336.0	1301557.0	1285873.0	1323824.0	1293462.0	1020896.0	1395662.0	1324239.0	874896.0	1244650.0	873210.0	1233688.0	1216534.0	1003193.0	1232485.0	1240929.0	1279406.0	990047.0	1308624.0	1148935.0	1330636.0	1189456.0	877828.0	879108.0	1332051.0	930803.0
XieH_2016__YSZC12003_37222__bin.43	2439272.0	1705894.0	1318435.0	2272007.0	1088935.0	2469783.0	2305855.0	2069204.0	1502758.0	968557.0	1895092.0	1045546.0	1441575.0	2189772.0	2409827.0	1510349.0	1325863.0	1158175.0	2038670.0	1306840.0	2352726.0	2176596.0	2387940.0	2108654.0	1451491.0	1324239.0	2511707.0	1213346.0	2071996.0	1400608.0	2049246.0	2057454.0	1552032.0	2000412.0	2106123.0	2033504.0	1596471.0	2269531.0	1868921.0	2461774.0	1871484.0	1418111.0	1274544.0	2433580.0	1269460.0
XieH_2016__YSZC12003_37134__bin.30	1228350.0	992733.0	895628.0	1195443.0	693836.0	1213797.0	1170746.0	1110377.0	993008.0	414217.0	1105691.0	687534.0	807020.0	1205213.0	1200843.0	901163.0	804844.0	769694.0	1090818.0	813855.0	1209162.0	1177407.0	1205559.0	1147277.0	917094.0	874896.0	1213346.0	1266090.0	1147413.0	805912.0	1148576.0	1119861.0	921711.0	1119013.0	1175598.0	1112627.0	914111.0	1179634.0	1047449.0	1212263.0	1023632.0	965825.0	794779.0	1227453.0	800628.0
KarlssonFH_2013__S77__bin.15	2049663.0	1530834.0	1228771.0	1969776.0	989338.0	2070784.0	2005130.0	1841392.0	1367338.0	827651.0	1681344.0	975435.0	1301573.0	1936107.0	2044809.0	1349409.0	1233347.0	1073714.0	1750056.0	1177886.0	2003042.0	1913785.0	2037454.0	1863104.0	1350117.0	1244650.0	2071996.0	1147413.0	2110538.0	1259699.0	1851117.0	1815249.0	1362080.0	1786187.0	1912009.0	1838823.0	1435500.0	1996389.0	1650074.0	2065744.0	1638196.0	1268426.0	1160571.0	2053811.0	1178789.0
HMP_2012__SRS014235__bin.3	1417257.0	1053919.0	847764.0	1378159.0	787509.0	1401409.0	1543403.0	1404765.0	1080336.0	614715.0	1175410.0	695089.0	999128.0	1274260.0	1390655.0	975127.0	860058.0	731391.0	1227448.0	862555.0	1357169.0	1316904.0	1397600.0	1289393.0	1001359.0	873210.0	1400608.0	805912.0	1259699.0	1947421.0	1269111.0	1249322.0	964568.0	1214867.0	1259082.0	1243823.0	1026164.0	1374407.0	1207628.0	1406392.0	1219222.0	906246.0	901213.0	1411690.0	872278.0
XieH_2016__YSZC12003_37232__bin.109	2045702.0	1515656.0	1223573.0	2105759.0	1009422.0	2049916.0	2056499.0	1864663.0	1395537.0	840247.0	1693851.0	965538.0	1309767.0	1868564.0	2029269.0	1349854.0	1206398.0	1087399.0	1757511.0	1175289.0	2006866.0	1918102.0	2059639.0	1846638.0	1363352.0	1233688.0	2049246.0	1148576.0	1851117.0	1269111.0	2176859.0	1829534.0	1351921.0	1737895.0	1851206.0	1784527.0	1389386.0	1969775.0	1755854.0	2062737.0	1777503.0	1272542.0	1203704.0	2049455.0	1165786.0
Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	2074866.0	1493980.0	1192001.0	1968216.0	969755.0	2050752.0	1975682.0	1794571.0	1332883.0	852954.0	1664757.0	931395.0	1293165.0	1850426.0	2059240.0	1332145.0	1205755.0	1051863.0	1761214.0	1158324.0	2019217.0	1908390.0	2044873.0	1835259.0	1296799.0	1216534.0	2057454.0	1119861.0	1815249.0	1249322.0	1829534.0	2174444.0	1340882.0	1701957.0	1852766.0	1768000.0	1418917.0	1972970.0	1648292.0	2072993.0	1631334.0	1277651.0	1139345.0	2066019.0	1151242.0
FengQ_2015__SID31685__bin.27	1515451.0	1210677.0	992934.0	1453725.0	800809.0	1539987.0	1451942.0	1326765.0	1111351.0	631048.0	1300818.0	796534.0	999923.0	1423794.0	1489134.0	1053368.0	982835.0	865311.0	1372896.0	947279.0	1455579.0	1424908.0	1504801.0	1440775.0	1057968.0	1003193.0	1552032.0	921711.0	1362080.0	964568.0	1351921.0	1340882.0	1644300.0	1377639.0	1388575.0	1393652.0	1105535.0	1447133.0	1278398.0	1527177.0	1275904.0	1029571.0	942891.0	1493444.0	953166.0
RaymondF_2016__P5E7__bin.24	2027442.0	1525875.0	1224652.0	1874934.0	1007168.0	1976888.0	1896482.0	1738686.0	1325172.0	814908.0	1650967.0	971902.0	1256479.0	1900979.0	1992356.0	1334577.0	1178765.0	1074804.0	1799770.0	1184470.0	1911550.0	1878923.0	1943311.0	1864755.0	1317126.0	1232485.0	2000412.0	1119013.0	1786187.0	1214867.0	1737895.0	1701957.0	1377639.0	2625045.0	1782052.0	1795190.0	1386693.0	1903775.0	1627241.0	2010725.0	1642530.0	1265385.0	1171753.0	1986390.0	1187924.0
ZellerG_2014__CCIS23164343ST-4-0__bin.74	2094304.0	1552753.0	1243526.0	2005208.0	1006362.0	2100757.0	2024384.0	1855302.0	1415786.0	831556.0	1738444.0	986227.0	1317375.0	1931202.0	2108746.0	1358301.0	1220343.0	1093260.0	1785151.0	1218500.0	2084213.0	1947763.0	2073401.0	1896051.0	1352235.0	1240929.0	2106123.0	1175598.0	1912009.0	1259082.0	1851206.0	1852766.0	1388575.0	1782052.0	2144193.0	1831122.0	1435045.0	2023528.0	1710341.0	2095862.0	1663551.0	1315307.0	1180205.0	2112390.0	1171554.0
LeChatelierE_2013__MH0456__bin.11	2037446.0	1580396.0	1276494.0	1920647.0	1013194.0	2018401.0	1946566.0	1792876.0	1318160.0	861211.0	1713285.0	1006690.0	1312178.0	1852302.0	1996429.0	1332199.0	1222950.0	1101685.0	1754880.0	1206674.0	1962227.0	1925499.0	2017438.0	1926052.0	1343178.0	1279406.0	2033504.0	1112627.0	1838823.0	1243823.0	1784527.0	1768000.0	1393652.0	1795190.0	1831122.0	2141893.0	1431754.0	1992305.0	1666457.0	2045981.0	1703408.0	1240942.0	1188231.0	2021988.0	1237761.0
YuJ_2015__SZAXPI015235-21__bin.54	1626634.0	1223304.0	998760.0	1524643.0	804343.0	1596900.0	1540741.0	1409138.0	1065287.0	663145.0	1327669.0	779045.0	1033331.0	1453773.0	1585398.0	1077896.0	974973.0	847533.0	1392577.0	950553.0	1567220.0	1491489.0	1591843.0	1463132.0	1042515.0	990047.0	1596471.0	914111.0	1435500.0	1026164.0	1389386.0	1418917.0	1105535.0	1386693.0	1435045.0	1431754.0	1749931.0	1553672.0	1297664.0	1612610.0	1297270.0	1026002.0	928538.0	1609753.0	974304.0
ZellerG_2014__CCIS22275061ST-4-0__bin.14	2267431.0	1642152.0	1309446.0	2158659.0	1051393.0	2312111.0	2187390.0	1978603.0	1429415.0	958474.0	1839471.0	1033212.0	1412641.0	2029592.0	2272509.0	1462731.0	1287761.0	1126659.0	1918464.0	1271882.0	2223284.0	2112147.0	2238742.0	2038676.0	1394968.0	1308624.0	2269531.0	1179634.0	1996389.0	1374407.0	1969775.0	1972970.0	1447133.0	1903775.0	2023528.0	1992305.0	1553672.0	2349311.0	1824967.0	2265710.0	1839041.0	1352441.0	1238970.0	2287365.0	1252115.0
VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	1864273.0	1406217.0	1136204.0	1885426.0	940374.0	1864306.0	1869767.0	1704518.0	1271909.0	789899.0	1582006.0	924405.0	1224983.0	1699974.0	1866288.0	1278916.0	1137926.0	999648.0	1634375.0	1099878.0	1830738.0	1784168.0	1857183.0	1732345.0	1243336.0	1148935.0	1868921.0	1047449.0	1650074.0	1207628.0	1755854.0	1648292.0	1278398.0	1627241.0	1710341.0	1666457.0	1297664.0	1824967.0	2011750.0	1868493.0	1672583.0	1138200.0	1125509.0	1862865.0	1100497.0
KarlssonFH_2013__S350__bin.1	2441252.0	1708127.0	1324229.0	2292970.0	1089088.0	2455256.0	2318371.0	2076268.0	1510187.0	972131.0	1896263.0	1051965.0	1453738.0	2182798.0	2394722.0	1508852.0	1337677.0	1165376.0	1993950.0	1308314.0	2354711.0	2181286.0	2422151.0	2119867.0	1430542.0	1330636.0	2461774.0	1212263.0	2065744.0	1406392.0	2062737.0	2072993.0	1527177.0	2010725.0	2095862.0	2045981.0	1612610.0	2265710.0	1868493.0	2546738.0	1878436.0	1426395.0	1278599.0	2467389.0	1285767.0
VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	1870127.0	1426633.0	1152890.0	1897659.0	958782.0	1887480.0	1887929.0	1705030.0	1220758.0	833729.0	1592908.0	966341.0	1237324.0	1673175.0	1868148.0	1260250.0	1157126.0	1007690.0	1639461.0	1106875.0	1816768.0	1779015.0	1874491.0	1784823.0	1256662.0	1189456.0	1871484.0	1023632.0	1638196.0	1219222.0	1777503.0	1631334.0	1275904.0	1642530.0	1663551.0	1703408.0	1297270.0	1839041.0	1672583.0	1878436.0	3100348.0	1104648.0	1153691.0	1874930.0	1171082.0
FengQ_2015__SID31137__bin.54	1450076.0	1092953.0	886650.0	1365721.0	759467.0	1440897.0	1352904.0	1275702.0	1220633.0	554194.0	1183912.0	682389.0	916222.0	1385108.0	1476135.0	967937.0	867272.0	823223.0	1232225.0	873318.0	1392211.0	1299507.0	1414945.0	1253247.0	945014.0	877828.0	1418111.0	965825.0	1268426.0	906246.0	1272542.0	1277651.0	1029571.0	1265385.0	1315307.0	1240942.0	1026002.0	1352441.0	1138200.0	1426395.0	1104648.0	1572503.0	825811.0	1428546.0	820975.0
