	HMP_2012__SRS015217__bin.3	YuJ_2015__SZAXPI015246-34__bin.38	LoombaR_2017__SID1015_aao__bin.3	XieH_2016__YSZC12003_37208R1__bin.67	LoombaR_2017__SID5362_xgk__bin.23	HMP_2012__SRS014923__bin.28	YuJ_2015__SZAXPI003415-12__bin.35	HMP_2012__SRS014979__bin.67	XieH_2016__YSZC12003_37284__bin.35	FengQ_2015__SID31750__bin.10	FengQ_2015__SID31501__bin.24	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	VincentC_2016__MM068.1__bin.6	RaymondF_2016__P5E0__bin.23	ZeeviD_2015__PNP_Main_133__bin.18	Obregon-TitoAJ_2015__NO10__bin.2	FengQ_2015__SID31489__bin.59	LoombaR_2017__SID0013_eop__bin.26	XieH_2016__YSZC12003_35629__bin.65	LoombaR_2017__SID1035_bai__bin.20	FengQ_2015__SID31865__bin.13	FengQ_2015__SID31866__bin.19	XieH_2016__YSZC12003_36694__bin.76	RaymondF_2016__P21E90__bin.21	LiJ_2014__MH0382__bin.43	XieH_2016__YSZC12003_37405__bin.106	XieH_2016__YSZC12003_37222__bin.43	XieH_2016__YSZC12003_37134__bin.30	KarlssonFH_2013__S77__bin.15	HMP_2012__SRS014235__bin.3	XieH_2016__YSZC12003_37232__bin.109	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	FengQ_2015__SID31685__bin.27	RaymondF_2016__P5E7__bin.24	ZellerG_2014__CCIS23164343ST-4-0__bin.74	LeChatelierE_2013__MH0456__bin.11	YuJ_2015__SZAXPI015235-21__bin.54	ZellerG_2014__CCIS22275061ST-4-0__bin.14	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	KarlssonFH_2013__S350__bin.1	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	FengQ_2015__SID31137__bin.54	FengQ_2015__SID530177__bin.7	ZellerG_2014__CCMD25963797ST-21-0__bin.42	HMP_2012__SRS023914__bin.23
FengQ_2015__SID31501__bin.24	0.9974236944567725	0.9965158565621012	0.9981508720319395	0.9877446116093407	0.9868800823275875	0.9974092346696312	0.9856566991988569	0.9858116685187469	0.9859699435595334	0.9973505265828416	1.0	0.9969606877048776	0.986554591568489	0.9975410087951987	0.997883145391925	0.9979402839454482	0.9971201348619771	0.9979810801707808	0.9968162194054809	0.9981685437390144	0.998126754816202	0.9975423919625233	0.9890703842566305	0.9978902834483506	0.9854218723394145	0.9975824661196776	0.9971742796655783	0.9975409042851936	0.9973943464276198	0.9865578819305604	0.9878354117333815	0.998132460172866	0.996996505275911	0.997424539678867	0.9979102001560016	0.997156923687536	0.9962249626977808	0.9971752748480406	0.9874994152993098	0.9970927028582006	0.9878900727474531	0.9981324625478921	0.9857581958215142	0.9976968274601818	0.9980220386489993
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	0.9983107945706995	0.9979217906919102	0.998525687745532	0.9872705912550719	0.9870617263136052	0.998837951863988	0.9866106442033911	0.9864856750598165	0.9862491501309023	0.9970158300888257	0.9969606877048776	1.0	0.9870731023369524	0.9982582135708928	0.9977540783368979	0.998618039319621	0.9974966171428258	0.9987644375897646	0.9977981541973484	0.9978336215690141	0.9980133119875616	0.9976146154193932	0.9893256491978714	0.9978721179686956	0.9862526083220817	0.9980961559109515	0.9981483358933992	0.9979201028603676	0.9982356589624116	0.9867052996091148	0.9874204847452923	0.9982456422892543	0.9975054423288899	0.9981314988548228	0.9980369630926754	0.998276530014205	0.9974995025961273	0.9983101241565139	0.9871106279174171	0.9979419467377717	0.9873760918764701	0.9983367258264714	0.9857720520661019	0.9987787419685322	0.9988045404300824
VincentC_2016__MM068.1__bin.6	0.9861347056714169	0.9860308513714456	0.9873029152314908	0.9864336210877829	0.9994321128808157	0.9860188320886359	0.9995803649471299	0.9993752205570046	0.9992488579719542	0.9862129684265738	0.986554591568489	0.9870731023369524	1.0	0.9860291285701488	0.9860408309336351	0.9868969588956238	0.9854890554274347	0.9877423827118881	0.9860623625649394	0.9865824509942961	0.9862641752797959	0.985960343411144	0.9864997908068229	0.9864513069218315	0.9874284221929892	0.9860984287404347	0.9859785304267902	0.9862419766548537	0.985904747563141	0.999116229351995	0.9863082517730253	0.9859097640285656	0.9852458639315227	0.9863467674350308	0.9860654711073157	0.9864614404448176	0.9853580314536194	0.9862923417910141	0.9870365547930053	0.9858709065870191	0.9869258173283635	0.9866080491409287	0.9982174065393781	0.9864487600962094	0.9871117883363347
RaymondF_2016__P5E0__bin.23	0.9989448104438718	0.9983223288121873	0.9987988670522603	0.98617725422603	0.9868040248883666	0.9989661054360043	0.9847664084167993	0.9853556519141171	0.9843877592718674	0.9967589289242061	0.9975410087951987	0.9982582135708928	0.9860291285701488	1.0	0.9984540421311717	0.999203295787258	0.9976565597428488	0.9993839464319932	0.998825190961832	0.9985628507858575	0.9984754075661179	0.9979072775287355	0.98829433178311	0.9986457784808097	0.9855441067779662	0.9986517814570626	0.9989359622828313	0.998265036968569	0.9989902417583326	0.9862453502424937	0.9862295324109851	0.9985468211103822	0.9983284098682815	0.9996017841333334	0.9983176280886205	0.9985245386551437	0.9978813748776459	0.9986430770322311	0.9867692094114381	0.9989829567371786	0.9866045093908288	0.9983344259075827	0.9860078013330155	0.9991013285614081	0.9991413224137469
ZeeviD_2015__PNP_Main_133__bin.18	0.998742115583772	0.9978570422047447	0.999062503798607	0.9863687326048736	0.9866230442713978	0.9985794032676585	0.9847310006678195	0.9850909546301319	0.9846683475692302	0.9982126347594205	0.997883145391925	0.9977540783368979	0.9860408309336351	0.9984540421311717	1.0	0.9989174322859585	0.9982221930958911	0.999236938086317	0.9980678632710105	0.9992085540030745	0.9993541382715734	0.9987007153793839	0.988749165146274	0.9993615582925347	0.9855428769942011	0.9982194766619412	0.998303197698424	0.9986950833705989	0.9987152834323402	0.9861309958257081	0.9867213267437683	0.9990889842854646	0.9978128227547017	0.9983542097898167	0.9991302888067126	0.9985403938732607	0.997464359107303	0.9986182672983913	0.9872731325497458	0.998270362906425	0.9873612797273021	0.9992974897282431	0.9857006438636259	0.9988228873948294	0.999150871584377
Obregon-TitoAJ_2015__NO10__bin.2	0.9990922399426343	0.9983978674945212	0.9992594436688736	0.9872393880590529	0.9866993561054337	0.9989481340495313	0.9860427408454397	0.9861107943530915	0.9860775893694995	0.9972112015467234	0.9979402839454482	0.998618039319621	0.9868969588956238	0.999203295787258	0.9989174322859585	1.0	0.9978524998767914	0.9995414908748282	0.998535523451415	0.9989781004290443	0.9987659069018682	0.9985329480727403	0.9891079996004658	0.9989944849020385	0.9860259582029582	0.998344126264989	0.9988565556702458	0.9984764132570911	0.9992033549502042	0.9863146031234906	0.9872363974177948	0.9988229509550387	0.9983737876981263	0.9989337445497712	0.9988316286301784	0.9988350088838079	0.9980833030273792	0.9987407117234817	0.9871578743248188	0.9989256732933383	0.987423923824638	0.9990350611661709	0.9863193345470415	0.9991279725261458	0.9991785422046524
FengQ_2015__SID31489__bin.59	0.9973102465331858	0.9968840785666189	0.9975992521236495	0.9868968625683435	0.9866359027206449	0.9978523595646863	0.9853049046965314	0.9852790804998613	0.9858132618990509	0.99742376652159	0.9971201348619771	0.9974966171428258	0.9854890554274347	0.9976565597428488	0.9982221930958911	0.9978524998767914	1.0	0.9977128301911694	0.9971092748182526	0.9978600911797655	0.9982064063036596	0.9980624466502258	0.9878525797347706	0.9972025311941546	0.9857697255528567	0.9969733010078832	0.9975359445131209	0.9977983311051583	0.997609756216215	0.9863206899999768	0.9868865830347862	0.9981024337448321	0.9968285622713884	0.9975618549923012	0.9980644785933135	0.9965370620221595	0.996561956074681	0.9974296472715046	0.986730244321687	0.9973289516078994	0.9869469703385803	0.9983696003099374	0.9856192755612735	0.9978649445195332	0.9978360979436168
LoombaR_2017__SID0013_eop__bin.26	0.9993158964470557	0.998565868905709	0.9992502713526461	0.9879437114532977	0.9874369360610697	0.9993828690694324	0.9873367967885927	0.9872938222433871	0.9874464852764413	0.9972367125086637	0.9979810801707808	0.9987644375897646	0.9877423827118881	0.9993839464319932	0.999236938086317	0.9995414908748282	0.9977128301911694	1.0	0.9986335872511674	0.9989731479481712	0.99901947840476	0.9986541194421983	0.9901235443800243	0.9988679861824292	0.9867010361158794	0.9986370271889164	0.9991028989574114	0.9985617661044519	0.9993042840085907	0.98802555678153	0.9877744967578598	0.9989637433772269	0.9985750787867022	0.9990267993048034	0.9987624169913836	0.9991349614454222	0.9977145432685217	0.9993440783768647	0.9874665882390602	0.9990346463287385	0.9876390556619595	0.9989844792966183	0.9873414786822154	0.9995454952320451	0.9992827207426914
XieH_2016__YSZC12003_35629__bin.65	0.9986254223468479	0.9979098919225092	0.9985119222571754	0.9863078400743055	0.9865165742987045	0.9984998752771755	0.9849579821318806	0.985189460172198	0.9851093409133931	0.9962608102603935	0.9968162194054809	0.9977981541973484	0.9860623625649394	0.998825190961832	0.9980678632710105	0.998535523451415	0.9971092748182526	0.9986335872511674	1.0	0.99818079959962	0.9981729362707187	0.997570450741642	0.988898721349648	0.9981339549428907	0.985152292857594	0.9978202559729787	0.998575051381538	0.9976769726938866	0.9987714678844563	0.985721594723361	0.9860842976231727	0.9982006729449119	0.9979233678297555	0.9979225123210188	0.9981071629234726	0.998030064733771	0.9975003177562174	0.9982803951494529	0.986366653919694	0.9985481080267811	0.9863144045512519	0.9981237192882794	0.9852438879423069	0.9986958336143308	0.9984781604206193
LoombaR_2017__SID1035_bai__bin.20	0.9988071073388598	0.9980763573428898	0.9989214961544597	0.9876494250512698	0.9866617133598089	0.9986660853735956	0.9855418613278623	0.9856881567604091	0.9856531983409765	0.9982197629433253	0.9981685437390144	0.9978336215690141	0.9865824509942961	0.9985628507858575	0.9992085540030745	0.9989781004290443	0.9978600911797655	0.9989731479481712	0.99818079959962	1.0	0.9992116512614755	0.9985869639033507	0.9895403326719878	0.9996202164443048	0.9860780335927214	0.9983800717588047	0.9982545682715558	0.9987454767741183	0.9988148258829802	0.9862200091588362	0.9879961439271532	0.9990339490505247	0.9978422407759489	0.9984153249976783	0.9993861304883053	0.9984022196550186	0.9976497891227527	0.9985069369642782	0.9879386622879992	0.9984476203724794	0.9881061547148504	0.9993690728921195	0.9859036305343399	0.9988296040777273	0.9990263641421485
FengQ_2015__SID31865__bin.13	0.9986759530935969	0.9978886203564707	0.9989882000677122	0.9866720671116047	0.9867327410583501	0.9986562174539525	0.9852594039456515	0.9854436960805956	0.9851235384487002	0.9986167925671365	0.998126754816202	0.9980133119875616	0.9862641752797959	0.9984754075661179	0.9993541382715734	0.9987659069018682	0.9982064063036596	0.99901947840476	0.9981729362707187	0.9992116512614755	1.0	0.9993108120627072	0.9883849945259185	0.9992590482177682	0.9856046632319848	0.9982413371062504	0.9984953624008915	0.999069603576692	0.9987084644256087	0.986506470454306	0.9868725664792767	0.9993185477340969	0.9979698800271233	0.9985116790039497	0.9990255314595965	0.9985067986527553	0.9972499074794859	0.9985732816860104	0.9871800334072925	0.9983692266269618	0.9873962993623842	0.9992838729186884	0.9862757916931026	0.9986925703464604	0.9991130477754965
FengQ_2015__SID31866__bin.19	0.9982467730345361	0.9974408747918061	0.9985937315663219	0.9865763943843606	0.9869705251305728	0.9984704967842916	0.985124686253431	0.9854144307127559	0.9852283387244594	0.9976318471268892	0.9975423919625233	0.9976146154193932	0.985960343411144	0.9979072775287355	0.9987007153793839	0.9985329480727403	0.9980624466502258	0.9986541194421983	0.997570450741642	0.9985869639033507	0.9993108120627072	1.0	0.9884834105268475	0.9983882318336009	0.9856569753671246	0.9980021355141604	0.997692727543375	0.9987880146797157	0.9978837748231907	0.9865411601756848	0.9870710733840015	0.9990604645800911	0.9969219065371238	0.9978791041463647	0.9983570896459169	0.9979844185844812	0.9972054772110287	0.997857630174415	0.9868795987821775	0.9974964310044625	0.9872558691185853	0.9992681840113212	0.9858934708466702	0.9986327939130553	0.9986384141604927
XieH_2016__YSZC12003_36694__bin.76	0.9886046331409316	0.9885569731501578	0.9892057603433182	0.9865073026265608	0.9872819070161603	0.9883240235569847	0.984753338730049	0.9854030630039236	0.9842521005134849	0.9882954963105369	0.9890703842566305	0.9893256491978714	0.9864997908068229	0.98829433178311	0.988749165146274	0.9891079996004658	0.9878525797347706	0.9901235443800243	0.988898721349648	0.9895403326719878	0.9883849945259185	0.9884834105268475	1.0	0.9888890949281534	0.9856149459018244	0.9893716989569611	0.9886023099407858	0.9884460237947708	0.9879707713646542	0.9860467945048654	0.9864461684790393	0.9883914551172616	0.9887579819524309	0.9890341792950279	0.9890030920212732	0.9892125557266196	0.9880333676122582	0.988768692417438	0.9874255794932433	0.9882691046099108	0.9871277056011472	0.9889394994151716	0.9866618880185926	0.9883320969347608	0.9896476842865013
RaymondF_2016__P21E90__bin.21	0.9983971697567096	0.9978434989260998	0.9980793652861754	0.9876614025908211	0.9870288835184426	0.9985453949506117	0.9858756404458092	0.9860672399289041	0.9859925639444724	0.9983373256305481	0.9978902834483506	0.9978721179686956	0.9864513069218315	0.9986457784808097	0.9993615582925347	0.9989944849020385	0.9972025311941546	0.9988679861824292	0.9981339549428907	0.9996202164443048	0.9992590482177682	0.9983882318336009	0.9888890949281534	1.0	0.9859711512185565	0.9975685408616566	0.9983306886762835	0.998742239232548	0.9981901171378517	0.9863230217629536	0.9875546804517182	0.9991003994531562	0.9968884801582482	0.9984046161560097	0.9995248018117656	0.9980779335137369	0.9971561007482579	0.9986407845091618	0.9876519977256263	0.9983527268455993	0.9873662542448187	0.9993385182649549	0.985908340218086	0.9986776621180078	0.9981695286004262
LiJ_2014__MH0382__bin.43	0.9856063617175348	0.9853414807349671	0.9863973045494548	0.9853214154938968	0.9881868406899779	0.9854707928354146	0.9868216860991261	0.9867343703571008	0.986952440259873	0.9860272814548741	0.9854218723394145	0.9862526083220817	0.9874284221929892	0.9855441067779662	0.9855428769942011	0.9860259582029582	0.9857697255528567	0.9867010361158794	0.985152292857594	0.9860780335927214	0.9856046632319848	0.9856569753671246	0.9856149459018244	0.9859711512185565	1.0	0.9861190562016111	0.9854742468261946	0.985000447064314	0.985876779567993	0.9874220933751032	0.9851050939155845	0.9855220431231054	0.9853180814542595	0.9859611001529087	0.9855409747566066	0.9859288940110693	0.9851321084109101	0.9855516398942484	0.9852115598679682	0.985489415899708	0.9857972947379645	0.985706031868311	0.9867123879183991	0.985649491927795	0.986980275220785
XieH_2016__YSZC12003_37405__bin.106	0.9985546883186482	0.9982217138198634	0.9979403608073705	0.9876924312002736	0.9867245296977383	0.9986602157415577	0.9861425809307129	0.9862223302931515	0.9867570409847742	0.9968291023720396	0.9975824661196776	0.9980961559109515	0.9860984287404347	0.9986517814570626	0.9982194766619412	0.998344126264989	0.9969733010078832	0.9986370271889164	0.9978202559729787	0.9983800717588047	0.9982413371062504	0.9980021355141604	0.9893716989569611	0.9975685408616566	0.9861190562016111	1.0	0.998322055157717	0.9979060368318063	0.9981994938336078	0.9865106904410165	0.9875584426532478	0.9983831113639241	0.9973604281529078	0.9984916652129641	0.9982803206307532	0.9981264743169878	0.9972162937719118	0.9988606352932546	0.9873125981887574	0.9983992617064321	0.9873286611694758	0.9983618658780535	0.9861768974915482	0.9987327812523694	0.9981156055577818
XieH_2016__YSZC12003_37222__bin.43	0.9988320285724593	0.9981857020424482	0.9986203339565469	0.9864630698761051	0.98674301037252	0.9987913917943398	0.9844825455199915	0.9849140055789569	0.9842888874988521	0.996713667858474	0.9971742796655783	0.9981483358933992	0.9859785304267902	0.9989359622828313	0.998303197698424	0.9988565556702458	0.9975359445131209	0.9991028989574114	0.998575051381538	0.9982545682715558	0.9984953624008915	0.997692727543375	0.9886023099407858	0.9983306886762835	0.9854742468261946	0.998322055157717	1.0	0.9981851837810485	0.9988585885300937	0.9857733213004638	0.9866023893666256	0.9986075022819465	0.9981559658563741	0.9987307614631385	0.998228973331567	0.9983319432860718	0.9978721818310511	0.9984710497455201	0.9870470715455603	0.9992700385981816	0.9870220637739889	0.9983576743992536	0.9856536926147704	0.9989796924695304	0.9987837348163786
XieH_2016__YSZC12003_37134__bin.30	0.9980836080921561	0.9975219923181762	0.9983776746595685	0.9871436781176518	0.9862590006860411	0.998154551378855	0.9856236963440405	0.9857309724535	0.9856254934502038	0.9984959574329397	0.9975409042851936	0.9979201028603676	0.9862419766548537	0.998265036968569	0.9986950833705989	0.9984764132570911	0.9977983311051583	0.9985617661044519	0.9976769726938866	0.9987454767741183	0.999069603576692	0.9987880146797157	0.9884460237947708	0.998742239232548	0.985000447064314	0.9979060368318063	0.9981851837810485	1.0	0.9980007198802873	0.9861572975709507	0.9873443289777951	0.9989105790807966	0.9975556329478545	0.9980929622801522	0.9986245298137628	0.9978582220276876	0.9965594987917222	0.9978823940306909	0.987164052856034	0.9980548775307009	0.9877016349625647	0.999001889576269	0.9860250459561715	0.998334763123313	0.9985786157866076
