	CosteaPI_2017__bugkiller-11-7-0__bin.17	FengQ_2015__SID31871__bin.33	LiJ_2014__O2.UC4-1__bin.70	BackhedF_2015__SID38_M__bin.48	NielsenHB_2014__O2_UC17_2__bin.12	SchirmerM_2016__G89052__bin.18	NielsenHB_2014__V1_CD17_4__bin.17	KarlssonFH_2013__S434__bin.53	XieH_2016__YSZC12003_36389__bin.26	FengQ_2015__SID31188__bin.62	KarlssonFH_2013__S372__bin.31	NielsenHB_2014__V1_CD15_3__bin.40	LiSS_2016__FAT_024-22-84-0__bin.7	LiuW_2016__SRR3993035__bin.110	CM_madagascar__A15_02_1FE__bin.27	NielsenHB_2014__V1_UC4_5__bin.83	CosteaPI_2017__SID713A010-11-90-0__bin.32	HMP_2012__SRS015133__bin.58	LiJ_2014__O2.UC32-1__bin.39	ZellerG_2014__CCIS76845094ST-20-0__bin.91	ZeeviD_2015__PNP_Main_243__bin.52	ZellerG_2014__CCMD13071240ST-21-0__bin.47	ZellerG_2014__CCIS98512455ST-4-0__bin.37	FengQ_2015__SID31883__bin.1	LiJ_2014__V1.FI36__bin.59	IjazUZ_2017__S4_a_WGS__bin.22	FengQ_2015__SID530154__bin.5	ZellerG_2014__MMPU29365221ST__bin.5	ZeeviD_2015__PNP_Main_144__bin.9	ZellerG_2014__CCIS36699628ST-4-0__bin.17
KarlssonFH_2013__S372__bin.31	0.7334077412666352	0.774209504507787	0.5889279070311029	0.6601742479344752	0.7989366792383304	0.5137069175316273	0.5245635551913455	0.602052875235289	0.5024171693269737	0.81069425557922	1.0	0.5547513601733542	0.699923483803728	0.5123182138796117	0.7028328867024064	0.5333893856292546	0.4509550431254357	0.7036293288711489	0.7161321303401499	0.7448800146295117	0.5001392141037293	0.7764895221621978	0.74581017108554	0.44125267944182367	0.6495857263263838	0.6421571930036835	0.3838277209998116	0.7761285967080849	0.7948049421350563	0.7949795613071413
NielsenHB_2014__V1_CD15_3__bin.40	0.7581093370502734	0.8003383340269565	0.5178740115868119	0.6255678352567616	0.8371796396241662	0.5640621662626035	0.4963425133825255	0.5915478148664389	0.7937582711824847	0.862307519537056	0.8884301433267935	1.0	0.7171018877563378	0.5486378559773814	0.7149923921635982	0.4914293484124835	0.40779984894426136	0.7312903374972751	0.7110370879272113	0.7953921393764437	0.4630155657874166	0.8091000072665296	0.7328058493362135	0.6550473755716887	0.573084223483222	0.5962974829181503	0.6023441164230177	0.8086805303245497	0.8261735995965975	0.8287653285242119
LiSS_2016__FAT_024-22-84-0__bin.7	0.8383309072389118	0.8787691754770617	0.6994448277232157	0.7583361627734774	0.911204492669342	0.5951716807958072	0.5820743829713456	0.7154128032768529	0.5698710678307104	0.9117697786896202	0.9193614073996481	0.5881548197405825	1.0	0.5991602883861715	0.7720723421623906	0.6460957338062713	0.517835406048741	0.7953515609479468	0.8340962286572922	0.8800934437657801	0.5843662294880639	0.8596605213634771	0.8511008629190431	0.4656213992364124	0.7682218955322537	0.6991220006429452	0.43165999039194364	0.8738734915170977	0.8842536237904144	0.9113932223470386
LiuW_2016__SRR3993035__bin.110	0.7902763279056835	0.7922802282947154	0.6457275299661989	0.7155697801527708	0.8023383313361462	0.5488964002519701	0.5275041202474499	0.6791359396345986	0.5191813882296866	0.8284153298939197	0.8338004625418319	0.5575491996146603	0.7423857939014743	1.0	0.7301509246920583	0.5863551278479497	0.4734704175743518	0.7330219511567462	0.7394174255418419	0.7526257137007039	0.5514479886591098	0.7751497330929995	0.7726490533780436	0.4334215004749613	0.6825043048613885	0.6571864611969473	0.4021999268257479	0.801365471822878	0.8217871300588415	0.8190285502659
CM_madagascar__A15_02_1FE__bin.27	0.5917121497131438	0.6235148437357322	0.4675241916758198	0.5471222406879334	0.6272091454840031	0.43045235629140105	0.4239641736217463	0.4901899460725868	0.388698397831424	0.6506615043843744	0.6668113558035237	0.4235721758550247	0.5576647629881057	0.42563880634397183	1.0	0.43081435090126874	0.38119402128397856	0.5803774788477744	0.5572385224880183	0.5983027344616259	0.4129504060862056	0.591930650964145	0.5917610679036664	0.33288861262793734	0.5119083181795651	0.5108702741766742	0.2993467138716335	0.6160277516156049	0.6319437740840558	0.6257820388058222
NielsenHB_2014__V1_UC4_5__bin.83	0.7964725614228447	0.8142832202643934	0.6994621439834365	0.7563589774767564	0.8706022057507031	0.5585531265983549	0.5775875291922008	0.7217957463470357	0.45231498963387523	0.8475273292545593	0.8655058763684149	0.4979225917933312	0.7981542329876471	0.5846070438333411	0.7368259299811083	1.0	0.5275490152878727	0.7662415170406596	0.8276211347350796	0.8218259216145832	0.5717700053378431	0.8100408342206499	0.8498348169041737	0.36954439808149997	0.7820113015022374	0.6891239076804143	0.31870604436824085	0.8490522679139855	0.8368376988932202	0.859562854636087
CosteaPI_2017__SID713A010-11-90-0__bin.32	0.6175311190734241	0.6499164900758666	0.5197178456461606	0.6102856726896262	0.6621002442614731	0.45303274478720135	0.45115124395412415	0.5381107547841278	0.33396387033112795	0.6696328191979812	0.6631825369223054	0.3744742716640515	0.5797701758359081	0.42782912615862434	0.5908741649007587	0.47812009657225124	1.0	0.6153372142868697	0.6151527038612724	0.6107128269625842	0.46927117876381047	0.6126049434639835	0.6343761626684352	0.27757141817240655	0.5777137692295249	0.5489296373283296	0.26032045164108125	0.6467424052475776	0.6556969742312234	0.6436527402578495
HMP_2012__SRS015133__bin.58	0.7420908389218016	0.7854340961717741	0.6180290500105253	0.6763339648553012	0.7965544963361703	0.5365037740955704	0.53203460339418	0.6298334987319439	0.4825637787066831	0.8279918603835243	0.8207740654978498	0.5326532944395994	0.7063226375565111	0.525380968133201	0.7135745145801381	0.5508327068234445	0.4880822782906805	1.0	0.7288986457362243	0.7310353953026795	0.537766417065127	0.7674411331308453	0.7539602441884943	0.40356539259615676	0.6697348610150462	0.639654367024529	0.37660561954309885	0.7829545203941499	0.8032470253310479	0.793387263304564
LiJ_2014__O2.UC32-1__bin.39	0.7398731838086762	0.7810005746823663	0.6593995554556419	0.731462069958429	0.8097133786778767	0.5428339441428043	0.5352621319710399	0.6550196634669715	0.48052333495938815	0.8207445454439432	0.8378390334397575	0.5194392644387437	0.7429299792366336	0.5315385602216046	0.687159649496037	0.5967237877077493	0.48938486466009085	0.7310631302051683	1.0	0.7660809517930371	0.540147937477454	0.7814421430786165	0.8089979413582692	0.39039592759726066	0.7248646842202839	0.6280405583387055	0.3692581530295895	0.7874278480055625	0.822097401623347	0.8089046409321035
ZellerG_2014__CCIS76845094ST-20-0__bin.91	0.733555762484151	0.7720486809065611	0.5823734251760325	0.6611284633337419	0.7975474761774409	0.5243406441740629	0.49757546117015444	0.6114797265335528	0.5247663367644537	0.8159083802645097	0.8273310678088209	0.5516319297695037	0.7441938775860825	0.5136292259534273	0.7004273342748203	0.5625319508059716	0.4612434576012089	0.6960680894343863	0.7272776557968069	1.0	0.5091974415684424	0.771672620636126	0.7435074244223847	0.43472567262292683	0.6445398148561751	0.6145813647437197	0.40242343164732347	0.7761689270370536	0.7942786152277302	0.792272705927359
ZeeviD_2015__PNP_Main_243__bin.52	0.6849826207802862	0.7161508328823505	0.562995514357382	0.627284518335102	0.7173989722627855	0.4778247404706549	0.5178186131493524	0.5971709512565544	0.3907875522661515	0.7476677379401114	0.733161707869879	0.4238181475535561	0.6521661794035335	0.49669648696886054	0.6380516730711283	0.5165407441672033	0.467770592284211	0.675807259464847	0.6767903518876281	0.6720507479262343	1.0	0.6981971767963986	0.6985247063068075	0.3298721022456431	0.615675864703102	0.5914336420172995	0.3197458975669092	0.7208471021700593	0.733142559990809	0.7276063034817899
ZellerG_2014__CCMD13071240ST-21-0__bin.47	0.734366055947475	0.7861429930013705	0.5931058038789252	0.6809836998391559	0.8010221180574316	0.5284730458490906	0.5238925574525789	0.635754257912139	0.5098597818156538	0.8277754498970589	0.8535108954263505	0.5553295265241752	0.7193905830780747	0.5235241687545175	0.685793533814871	0.5487249783784173	0.45788259244383767	0.7231674173609691	0.7341805391774768	0.763683750960172	0.5235313476111976	1.0	0.7586479719163126	0.4328657882516877	0.665745254114524	0.6218888629862305	0.3871697206404598	0.7842269939368888	0.8102722638071139	0.8052485754692422
ZellerG_2014__CCIS98512455ST-4-0__bin.37	0.6213987216639603	0.6512818272802025	0.526739554415686	0.5950757248468876	0.6620982961152218	0.4280133311184946	0.4346039641999591	0.5318868225917376	0.390486481247256	0.7031406179208722	0.6917763909883271	0.4244254836962258	0.601011471355408	0.44034936636376304	0.5785393606279259	0.48578746284379554	0.40011465297547744	0.5995234695852374	0.6413829648507009	0.6209115421686056	0.44198785813511643	0.6401831896929653	1.0	0.3257773749123603	0.5819789498922497	0.5238601578040702	0.29337866313227723	0.6555354016568566	0.6891708734254743	0.6660569483497273
FengQ_2015__SID31883__bin.1	0.6161133356057098	0.623396987674119	0.4081814446197226	0.4684907954855703	0.6668881584910235	0.39929471071962974	0.3736765400122664	0.4508402139444209	0.6328069612563535	0.6912980403255985	0.7137895620077948	0.6616535374839233	0.5734295441920674	0.4307952965145342	0.5675849402611528	0.36840355180211865	0.30532175348126767	0.5596507138801976	0.5397848433978663	0.6331478177124139	0.36401523344774916	0.637034026148639	0.5681543317962356	1.0	0.4215588094156453	0.48335558445761284	0.47699886177297623	0.6553396303737021	0.6722534504070538	0.6407150534555226
LiJ_2014__V1.FI36__bin.59	0.7976634334616367	0.8530086622692014	0.7362880928879547	0.8124128061930411	0.8808273480008103	0.5771670878789054	0.6049287818465428	0.7055288237043593	0.47279936360793307	0.88425643228684	0.9050517212231103	0.49857496643951377	0.814869199112461	0.5842786063933265	0.7517582438107662	0.6714664268223356	0.5473307021337429	0.7999450197100508	0.8632298238379786	0.8085253931833061	0.5851674863423308	0.8438622025353194	0.8741918783383884	0.36308830227282196	1.0	0.7081849272588734	0.32299196224559046	0.8399374335794515	0.8655138046983243	0.861674283927221
IjazUZ_2017__S4_a_WGS__bin.22	0.6440859586726218	0.6588126275292646	0.5277208348863214	0.5842668370215481	0.680865319620713	0.44654391744631927	0.4824210976834684	0.5496933770065131	0.3958251735661446	0.7080330012571305	0.7375992596195758	0.42767827248779194	0.6113591066160445	0.46381564401094144	0.6184987712969923	0.48781009747499954	0.42874193762358104	0.6298611154980828	0.6165941237041763	0.6355730841393078	0.46342160622121703	0.649857941085428	0.6487196535626071	0.34321244243415855	0.5838333164873624	1.0	0.2988962203958382	0.6750578027378914	0.688958097752958	0.7017631414366665
FengQ_2015__SID530154__bin.5	0.776701692955437	0.8598910341628804	0.5713642940901712	0.6537501102397183	0.8891519217640967	0.5976070631812406	0.4954385254335279	0.6064221576934258	0.9002763342272277	0.9267967440903344	0.9118270069344866	0.893502715980023	0.7806964537107505	0.587077945196978	0.7495484254501864	0.46659573217137945	0.4205179796897609	0.7669785498005887	0.7497885030589481	0.8607288560220283	0.5181699553488311	0.8367660076236889	0.7513931034032226	0.7005039996602983	0.5507200695081839	0.6181835107512306	1.0	0.818065268445963	0.8903972222857349	0.8853049638903678
ZellerG_2014__MMPU29365221ST__bin.5	0.8189160868319815	0.7543780389199303	0.5772365181637219	0.6596184875107417	0.7700047498703757	0.5046508845273879	0.5016881982037513	0.621140186441477	0.48129566311453714	0.8225803761462235	0.8186833069250209	0.5326406741190078	0.7017705051178947	0.5193863602577259	0.6849070149421496	0.5519389260941925	0.46388865723702577	0.7080095142441725	0.7099464461179781	0.737132383600982	0.5187003484446894	0.7525763514468975	0.7454885296069209	0.4273324220350475	0.6359050315993284	0.6199320514726411	0.3632403543185749	1.0	0.781158243200615	0.775000815817431
ZeeviD_2015__PNP_Main_144__bin.9	0.7462176641263113	0.7994990588189775	0.6106215298854631	0.6760877238384708	0.8085619184689393	0.5237164112258422	0.5228473198880292	0.6227183614799446	0.5105636026299777	0.8359129273412631	0.8439920821800505	0.547802761162677	0.7148566437305882	0.5361851890921554	0.7073027398095298	0.5476377761628065	0.4734576731347844	0.7312186295805694	0.7461629124670623	0.7593774079323474	0.5310768592842207	0.7827720619073362	0.7889823601104231	0.4412939934144704	0.6596520057540344	0.6369297021546237	0.3980022214573213	0.7863838463624641	1.0	0.8142553610087153
ZellerG_2014__CCIS36699628ST-4-0__bin.17	0.6118254740316512	0.6616334376848174	0.49289107403455235	0.5688609490031608	0.6927385208078914	0.4414061732681899	0.46397002848889196	0.5317915424225198	0.4141499766244214	0.701894132049807	0.6989237563270453	0.454967635325259	0.6100197974680637	0.4424360888713207	0.5798905352025334	0.4657210058963273	0.38479164003482613	0.5979699662346039	0.6078602385185413	0.6271270341059816	0.436376570749732	0.6440659424014864	0.6313174125546349	0.34822177878633753	0.5437259312380232	0.5371372516665865	0.3276352527297448	0.6459423350012043	0.6741501760799079	1.0
