	CosteaPI_2017__bugkiller-11-7-0__bin.17	FengQ_2015__SID31871__bin.33	LiJ_2014__O2.UC4-1__bin.70	BackhedF_2015__SID38_M__bin.48	NielsenHB_2014__O2_UC17_2__bin.12	SchirmerM_2016__G89052__bin.18	NielsenHB_2014__V1_CD17_4__bin.17	KarlssonFH_2013__S434__bin.53	XieH_2016__YSZC12003_36389__bin.26	FengQ_2015__SID31188__bin.62	KarlssonFH_2013__S372__bin.31	NielsenHB_2014__V1_CD15_3__bin.40	LiSS_2016__FAT_024-22-84-0__bin.7	LiuW_2016__SRR3993035__bin.110	CM_madagascar__A15_02_1FE__bin.27	NielsenHB_2014__V1_UC4_5__bin.83	CosteaPI_2017__SID713A010-11-90-0__bin.32	HMP_2012__SRS015133__bin.58	LiJ_2014__O2.UC32-1__bin.39	ZellerG_2014__CCIS76845094ST-20-0__bin.91	ZeeviD_2015__PNP_Main_243__bin.52	ZellerG_2014__CCMD13071240ST-21-0__bin.47	ZellerG_2014__CCIS98512455ST-4-0__bin.37	FengQ_2015__SID31883__bin.1	LiJ_2014__V1.FI36__bin.59	IjazUZ_2017__S4_a_WGS__bin.22	FengQ_2015__SID530154__bin.5	ZellerG_2014__MMPU29365221ST__bin.5	ZeeviD_2015__PNP_Main_144__bin.9	ZellerG_2014__CCIS36699628ST-4-0__bin.17
ZeeviD_2015__PNP_Main_243__bin.52	0.6931234927343877	0.7244307789054871	0.5697466534042409	0.6348958002654501	0.7252012290922797	0.48284501202789143	0.5237489128539712	0.6040344581200612	0.3958793764241235	0.7552780120873506	0.740998733216632	0.4285753877193566	0.6592836476104958	0.5030561022778922	0.6517494610879825	0.5219686639920103	0.47346658241599876	0.6839325107807598	0.6843487252047563	0.6795703215936679	1.0	0.7055736452623612	0.7068661270995902	0.334113357459661	0.621765394138935	0.5979550065153177	0.32172316802666995	0.7291431727229393	0.7429770114595017	0.735471042864039
ZellerG_2014__CCMD13071240ST-21-0__bin.47	0.7427615399176547	0.7945505676775378	0.5997504024882673	0.6889431627246557	0.8095094158262052	0.5337117220528054	0.530246223449093	0.6424290832864503	0.5159595429864271	0.8361698003635524	0.8622800577784613	0.5614168191543987	0.7274501721225348	0.5295494965165543	0.7004066633392037	0.5544786430902938	0.46328902719313125	0.7312047141662645	0.7416609078382158	0.7718597130497634	0.5290624677659889	1.0	0.7675176382619459	0.4384690748078428	0.6724914902210748	0.6285882476070792	0.39129000654031626	0.792904720324968	0.8221018861123506	0.8135001044712564
ZellerG_2014__CCIS98512455ST-4-0__bin.37	0.6293759670656458	0.6584890867648189	0.5327996464760312	0.6024714156677309	0.6695239574024023	0.43289756062722445	0.43934216739398185	0.5381187665813997	0.39548325942212476	0.7111302978777403	0.6999608789763874	0.4292124686067336	0.6085311888933278	0.44608329047662926	0.5910453347940215	0.4915370098593269	0.4053244127621898	0.6067230770358953	0.648449937046079	0.6284739835627934	0.44726584855795826	0.6476678354085755	1.0	0.3301431791204051	0.5884104844343282	0.5300251464965959	0.2967780792183192	0.6638078880354391	0.6978881342778919	0.6731236017103571
FengQ_2015__SID31883__bin.1	0.6243178005472609	0.6311910903569874	0.413626807220374	0.47464400518012845	0.675406789660428	0.4041812466671968	0.3791341356341793	0.45626277864181214	0.6404870744229211	0.7000407582026578	0.7240141435967641	0.6701710565604859	0.5798329747760662	0.4358347452278706	0.5797245457239752	0.37360536607038103	0.3098107162378344	0.5673208182111875	0.5463628725580526	0.6409825117840138	0.36869547617313286	0.6452801945717637	0.5757682754387067	1.0	0.42730888545499335	0.48968283668193757	0.4831581879781652	0.6641223835930719	0.683156408629618	0.6491352644084138
LiJ_2014__V1.FI36__bin.59	0.8067035724257563	0.86188117839811	0.7444019959569372	0.8214122367543238	0.8900480407045714	0.5834433657515896	0.6116202854281638	0.7132816192940589	0.47911874449538583	0.8933731988327703	0.9150540152613408	0.5043268242991809	0.8241674772428055	0.5915783414055702	0.7688198538233092	0.6780247899805606	0.5538655980950383	0.8083247247034393	0.872521875977301	0.8176699372276428	0.5909552633809717	0.8524133617430093	0.8838527007151749	0.36804083866972603	1.0	0.7161067824509428	0.32678454862283474	0.8491648311966211	0.8780859962615318	0.8706066653544193
IjazUZ_2017__S4_a_WGS__bin.22	0.6517925955640347	0.6665425592399098	0.5341008515638326	0.5914057120476067	0.6885143117052124	0.45160521045882107	0.48838259726968924	0.5556825145138569	0.40064917528443367	0.7159563984156364	0.744081536605242	0.43223221223396524	0.6181367145302817	0.46912291452143756	0.6317381251697758	0.49359668850325655	0.43414396672078437	0.6372179352735681	0.6233958160925349	0.6430894142024169	0.46853146300940635	0.6568586265058719	0.6563540370316557	0.3477051839264168	0.590364157248716	1.0	0.3018700607086679	0.6832488929038453	0.6989705269209144	0.7099052729994884
FengQ_2015__SID530154__bin.5	0.7864860803982349	0.8686995959510176	0.578243252512649	0.6621887565286411	0.8986423366247375	0.6041953153835852	0.5014829283588818	0.6133321465551312	0.9117143174446597	0.9363304382477927	0.9216236432348743	0.9037109138954307	0.7901256242834418	0.5939658861150217	0.7649003269628386	0.4717557675787438	0.42565841692498146	0.7771099882084331	0.7574505717766723	0.8706904436046264	0.5213742564943443	0.8456709270915332	0.7600995913781108	0.7095493726951733	0.5571866497251357	0.6243340704423634	1.0	0.8278806863279885	0.9040930782522351	0.8945275370650431
ZellerG_2014__MMPU29365221ST__bin.5	0.819146328640268	0.7632008324963651	0.5843718387074551	0.6677505556623169	0.7784834497837178	0.5101154109725632	0.5083764507953313	0.6282200313999065	0.48671232827043076	0.8317178939582374	0.8282827586957073	0.5386338502594299	0.7090019108257161	0.525970188218146	0.6997305989550285	0.558571340514944	0.4701802412644082	0.7164758862496692	0.7182050566177297	0.74543921797554	0.5246699565259956	0.7609038531963727	0.7548961736349561	0.4330594604002219	0.6428909669068191	0.6274542507714007	0.3675986323274002	1.0	0.7925760613784777	0.7845589328382833
ZeeviD_2015__PNP_Main_144__bin.9	0.7572676439959513	0.8104333301820712	0.6192711970136255	0.6863624202131445	0.8201506546655897	0.5309250146825699	0.5303837032781279	0.6317136940834992	0.5187358352894884	0.8469304212264153	0.8560316070378513	0.5555088746964477	0.724951754662925	0.5442866096057041	0.7216385492562352	0.5556139978822058	0.48086301755374694	0.7418696523598147	0.7560386517513413	0.7701740701251951	0.5382007801746432	0.7942001932368561	0.7989621275472754	0.4484511303115041	0.6692339111336769	0.6461860176672654	0.4041241869834865	0.7978780446941445	1.0	0.8251188202258469
ZellerG_2014__CCIS36699628ST-4-0__bin.17	0.6191796395839358	0.6684653925087541	0.4979684249876625	0.57558894520988	0.6998614993189803	0.445951340718626	0.46749948398447994	0.5374572870608693	0.419031498554401	0.709415719328657	0.7064909766035692	0.459476538141782	0.6169282102285004	0.44790751551295266	0.5925807394298414	0.47076813632117653	0.3896804148915884	0.6049738758643449	0.6141645429190431	0.6340532769780922	0.4410933908006899	0.6506658035683796	0.6380154904383759	0.3527980733808823	0.5493623619639596	0.5433693290045448	0.33104835919152836	0.6539087684560544	0.6831444097009105	1.0
