	CosteaPI_2017__bugkiller-11-7-0__bin.17	FengQ_2015__SID31871__bin.33	LiJ_2014__O2.UC4-1__bin.70	BackhedF_2015__SID38_M__bin.48	NielsenHB_2014__O2_UC17_2__bin.12	SchirmerM_2016__G89052__bin.18	NielsenHB_2014__V1_CD17_4__bin.17	KarlssonFH_2013__S434__bin.53	XieH_2016__YSZC12003_36389__bin.26	FengQ_2015__SID31188__bin.62	KarlssonFH_2013__S372__bin.31	NielsenHB_2014__V1_CD15_3__bin.40	LiSS_2016__FAT_024-22-84-0__bin.7	LiuW_2016__SRR3993035__bin.110	CM_madagascar__A15_02_1FE__bin.27	NielsenHB_2014__V1_UC4_5__bin.83	CosteaPI_2017__SID713A010-11-90-0__bin.32	HMP_2012__SRS015133__bin.58	LiJ_2014__O2.UC32-1__bin.39	ZellerG_2014__CCIS76845094ST-20-0__bin.91	ZeeviD_2015__PNP_Main_243__bin.52	ZellerG_2014__CCMD13071240ST-21-0__bin.47	ZellerG_2014__CCIS98512455ST-4-0__bin.37	FengQ_2015__SID31883__bin.1	LiJ_2014__V1.FI36__bin.59	IjazUZ_2017__S4_a_WGS__bin.22	FengQ_2015__SID530154__bin.5	ZellerG_2014__MMPU29365221ST__bin.5	ZeeviD_2015__PNP_Main_144__bin.9	ZellerG_2014__CCIS36699628ST-4-0__bin.17
NielsenHB_2014__V1_CD15_3__bin.40	0.9886081301583405	0.9886565016517809	0.9877780262772435	0.9877106994879675	0.9889264315524845	0.989789570485773	0.9878332703358587	0.9885303525251531	0.9879221227684567	0.9897538225710348	0.9890685433038776	1.0	0.9885650799336428	0.9880801070738116	0.9796248695158964	0.9883703550341062	0.9880150552033012	0.9885144200396023	0.9896622928838233	0.9887288302029851	0.9888998754895472	0.9891572670740572	0.9888470506785442	0.9872905297935769	0.9885949793218713	0.9894641361349804	0.9887041334142956	0.9888733763436228	0.9861278300225508	0.9901868704009177
LiSS_2016__FAT_024-22-84-0__bin.7	0.9898875625763044	0.9887409904555218	0.9880160160619825	0.9881607961913099	0.9895229787924654	0.9895169935052651	0.9872495181236804	0.9888101405799805	0.9883913517763409	0.9893703906391239	0.9893245540601142	0.9885650799336428	1.0	0.9884810974242619	0.9787355821844107	0.9887518250041285	0.9877175395808359	0.9879403540218076	0.9888284872237632	0.989039191410769	0.9892042397339007	0.9889207682487117	0.9876428395533923	0.9889564221723128	0.9887179749418756	0.9890354224964821	0.988066238731034	0.989800583612815	0.9860747824011673	0.9888019178797514
LiuW_2016__SRR3993035__bin.110	0.987364297955977	0.9874282112584827	0.9879375866614171	0.9871334495582912	0.9877804278847577	0.9879312809999738	0.9864696909779108	0.9881138040385229	0.9881575781065328	0.9883425550801925	0.988399930500384	0.9880801070738116	0.9884810974242619	1.0	0.9790574109594898	0.9874993640390961	0.9864078778830229	0.9876205141888474	0.9885692018411342	0.9885946283572767	0.987358039629706	0.9886217854956484	0.9871460683794283	0.9884372488230566	0.9876605776423462	0.988686823119885	0.98840347387104	0.9874825073589731	0.9851155248529492	0.98778447234723
CM_madagascar__A15_02_1FE__bin.27	0.9788122792215219	0.9781006774378709	0.9785737542995497	0.9782422991768412	0.9782268573573558	0.9789141659485028	0.9772602554368662	0.9789438857485993	0.9795201030898182	0.9788222550052273	0.9783049507754965	0.9796248695158964	0.9787355821844107	0.9790574109594898	1.0	0.9781276724926234	0.9773904579855859	0.9786102549579744	0.9795118735399917	0.9787273996960218	0.9789830466541728	0.9791362214421772	0.978840922294981	0.9790597007624333	0.9778080522664753	0.9790429715331405	0.9799295398740259	0.9788152982947774	0.9801343630249788	0.9785848520160848
NielsenHB_2014__V1_UC4_5__bin.83	0.9877701479549239	0.9885342098064229	0.9875504588745407	0.9887695259094956	0.9900372580037473	0.9899150758840619	0.9880285856041524	0.9894228357871172	0.987905441211405	0.9894278497629471	0.9888858441086689	0.9883703550341062	0.9887518250041285	0.9874993640390961	0.9781276724926234	1.0	0.9886720228127502	0.9888088412169773	0.9886642044587596	0.9883743004355529	0.9896010619041873	0.9896232888613897	0.988302921448017	0.9860767142533964	0.9903272516652186	0.988276681827417	0.9890620618506735	0.988126110418345	0.9856443110688327	0.989278946395374
CosteaPI_2017__SID713A010-11-90-0__bin.32	0.986570389764778	0.9882972786406886	0.9866594498522568	0.9874078654221751	0.9881074523815272	0.9884990403917848	0.9861568907810948	0.9878176319547746	0.9871217701701409	0.9885162029816531	0.9883454888302773	0.9880150552033012	0.9877175395808359	0.9864078778830229	0.9773904579855859	0.9886720228127502	1.0	0.9873081068980536	0.9877932168664332	0.9883164171436658	0.9879696047338286	0.9883303198824958	0.9871466913349506	0.9855106278727922	0.9882012965171126	0.9875570559277688	0.9879235625778158	0.9866187825960888	0.9845998878087253	0.98745439937462
HMP_2012__SRS015133__bin.58	0.9878575183946667	0.9884475667176487	0.9881956274070194	0.9881724644380119	0.9881683647760888	0.988874280253732	0.9868030218068072	0.9883832069320705	0.9873624381207411	0.9889874687797087	0.9888553954957827	0.9885144200396023	0.9879403540218076	0.9876205141888474	0.9786102549579744	0.9888088412169773	0.9873081068980536	1.0	0.9895484892940059	0.9883127414969232	0.9881198054079382	0.9890081441632119	0.988133618576318	0.986480128906296	0.989633244242946	0.9884547823150538	0.9869626712285583	0.9881833120025668	0.9856429997569446	0.9884227899597575
LiJ_2014__O2.UC32-1__bin.39	0.9881975683972208	0.9886807418354874	0.9972363476241651	0.9885285175607651	0.9894772949984225	0.9897302560763507	0.9883783791811844	0.9895357808978184	0.988249665859436	0.9894848303842245	0.9899181832393241	0.9896622928838233	0.9888284872237632	0.9885692018411342	0.9795118735399917	0.9886642044587596	0.9877932168664332	0.9895484892940059	1.0	0.9888184146036977	0.9889553775162411	0.9899140313562668	0.9891017458840837	0.9879603291318309	0.9893503505239746	0.9890892877161226	0.9898843977373307	0.9885010409998445	0.9869375206394513	0.9897351540834021
ZellerG_2014__CCIS76845094ST-20-0__bin.91	0.9885512953623794	0.9885801275642772	0.9876142589468041	0.988411902030286	0.9889931702642795	0.9894134343841854	0.9873138862416346	0.9890127193843714	0.9881565004090659	0.9893068898089785	0.9887351512648943	0.9887288302029851	0.989039191410769	0.9885946283572767	0.9787273996960218	0.9883743004355529	0.9883164171436658	0.9883127414969232	0.9888184146036977	1.0	0.9889348115588695	0.9894074506657607	0.9879669778034141	0.987777054868792	0.9888163381971192	0.988312153960066	0.9885589790771592	0.9888564564698947	0.9859815298753272	0.9890762446570401
ZeeviD_2015__PNP_Main_243__bin.52	0.9882548030193211	0.9885704110534252	0.988150629746536	0.9880117620447862	0.9892412526116922	0.9896027266883176	0.9886772085648754	0.9886372262852882	0.9871379403393904	0.9899238770023151	0.9894236993999532	0.9888998754895472	0.9892042397339007	0.987358039629706	0.9789830466541728	0.9896010619041873	0.9879696047338286	0.9881198054079382	0.9889553775162411	0.9889348115588695	1.0	0.9895454308483705	0.988199433424531	0.9873059393785837	0.9902060656748738	0.9890938876220428	0.9938541247374612	0.9886221652163336	0.9867634512010353	0.9893065274852664
ZellerG_2014__CCMD13071240ST-21-0__bin.47	0.988696932300627	0.9894184523701963	0.988921060191415	0.9884468511828733	0.9895155045724685	0.9901844460459565	0.9880175176822846	0.9896100199259892	0.9881778305030134	0.9899609499615464	0.9898302619050436	0.9891572670740572	0.9889207682487117	0.9886217854956484	0.9791362214421772	0.9896232888613897	0.9883303198824958	0.9890081441632119	0.9899140313562668	0.9894074506657607	0.9895454308483705	1.0	0.988443697052072	0.9872207941720617	0.9899682952057385	0.9893421732805981	0.9894699945539449	0.9890557766076576	0.9856105155515724	0.9898567572927635
ZellerG_2014__CCIS98512455ST-4-0__bin.37	0.9873251509127715	0.9890548535587341	0.9886259457932696	0.9877244120990429	0.9889090432013958	0.9887173549750359	0.9892152323503841	0.9884190175539633	0.9873653863828017	0.9887648157015501	0.9883072208263566	0.9888470506785442	0.9876428395533923	0.9871460683794283	0.978840922294981	0.988302921448017	0.9871466913349506	0.988133618576318	0.9891017458840837	0.9879669778034141	0.988199433424531	0.988443697052072	1.0	0.9867760278444143	0.9890696465949933	0.9883684977339745	0.988545595769756	0.9875378305565709	0.9875090857341524	0.9895017002186909
FengQ_2015__SID31883__bin.1	0.9868585119079428	0.98765175427546	0.9868350829646538	0.9870361584105061	0.9873874066713374	0.9879100379152657	0.9856051061907577	0.9881152595582464	0.9880089490119884	0.9875111302097523	0.985877925618724	0.9872905297935769	0.9889564221723128	0.9884372488230566	0.9790597007624333	0.9860767142533964	0.9855106278727922	0.986480128906296	0.9879603291318309	0.987777054868792	0.9873059393785837	0.9872207941720617	0.9867760278444143	1.0	0.9865435139893581	0.9870788768763108	0.9872519469638642	0.9867753994800584	0.9840403191936161	0.9870285726033311
LiJ_2014__V1.FI36__bin.59	0.9887937288576324	0.989705638838292	0.9891001057049128	0.9890439536220662	0.9896402303223296	0.9892426956220521	0.98905938252696	0.9891308069912519	0.9868104077328296	0.9897951197127451	0.989069176385862	0.9885949793218713	0.9887179749418756	0.9876605776423462	0.9778080522664753	0.9903272516652186	0.9882012965171126	0.989633244242946	0.9893503505239746	0.9888163381971192	0.9902060656748738	0.9899682952057385	0.9890696465949933	0.9865435139893581	1.0	0.9889376062534192	0.9883942297968881	0.9891335612614025	0.985682277571065	0.989740049344141
IjazUZ_2017__S4_a_WGS__bin.22	0.9881762435721689	0.9884029435127744	0.9880546592299362	0.98792897180289	0.9888905837475542	0.9887926602809572	0.9877933824432961	0.989222015537805	0.9879595366323559	0.9889331289223201	0.9912882168596192	0.9894641361349804	0.9890354224964821	0.988686823119885	0.9790429715331405	0.988276681827417	0.9875570559277688	0.9884547823150538	0.9890892877161226	0.988312153960066	0.9890938876220428	0.9893421732805981	0.9883684977339745	0.9870788768763108	0.9889376062534192	1.0	0.9901486079611594	0.9880115573533661	0.9856754630097739	0.9885306788489967
FengQ_2015__SID530154__bin.5	0.9875593634945916	0.9898600599917466	0.9881036944355398	0.9872564337498566	0.9894391634203589	0.9890958237599675	0.9879469417929453	0.9887336920125311	0.9874544218527903	0.9898180238855642	0.9893702419937906	0.9887041334142956	0.988066238731034	0.98840347387104	0.9799295398740259	0.9890620618506735	0.9879235625778158	0.9869626712285583	0.9898843977373307	0.9885589790771592	0.9938541247374612	0.9894699945539449	0.988545595769756	0.9872519469638642	0.9883942297968881	0.9901486079611594	1.0	0.9881439221325947	0.9848512766042004	0.9896900064083721
ZellerG_2014__MMPU29365221ST__bin.5	0.999718924689965	0.9884397484898225	0.9877897597537972	0.9878216976644679	0.9891086959964305	0.9892876664228653	0.9868438977039228	0.9887303100751929	0.9888709103072401	0.989013681347497	0.9884104170104873	0.9888733763436228	0.989800583612815	0.9874825073589731	0.9788152982947774	0.988126110418345	0.9866187825960888	0.9881833120025668	0.9885010409998445	0.9888564564698947	0.9886221652163336	0.9890557766076576	0.9875378305565709	0.9867753994800584	0.9891335612614025	0.9880115573533661	0.9881439221325947	1.0	0.9855940410842028	0.9878172096183087
ZeeviD_2015__PNP_Main_144__bin.9	0.9854080918982205	0.9865081173788384	0.9860325053548841	0.9850302171679461	0.9858699909209051	0.9864225582570495	0.9857906957858646	0.9857604280423189	0.9842458683137822	0.9869912644427177	0.9859356538253751	0.9861278300225508	0.9860747824011673	0.9851155248529492	0.9801343630249788	0.9856443110688327	0.9845998878087253	0.9856429997569446	0.9869375206394513	0.9859815298753272	0.9867634512010353	0.9856105155515724	0.9875090857341524	0.9840403191936161	0.985682277571065	0.9856754630097739	0.9848512766042004	0.9855940410842028	1.0	0.9868340668630512
ZellerG_2014__CCIS36699628ST-4-0__bin.17	0.9881227271019015	0.9897796431939485	0.9898038696866455	0.9883111094076589	0.9898223026727143	0.9898079296205012	0.9924503542431607	0.9894582420319705	0.9883504654260594	0.9893974899710879	0.9892890064740769	0.9901868704009177	0.9888019178797514	0.98778447234723	0.9785848520160848	0.989278946395374	0.98745439937462	0.9884227899597575	0.9897351540834021	0.9890762446570401	0.9893065274852664	0.9898567572927635	0.9895017002186909	0.9870285726033311	0.989740049344141	0.9885306788489967	0.9896900064083721	0.9878172096183087	0.9868340668630512	1.0
