	QinJ_2012__T2D-102__bin.52	HeQ_2017__SZAXPI029601-32__bin.23	FengQ_2015__SID532749__bin.65	VatanenT_2016__G69157__bin.5	BackhedF_2015__SID130_4M__bin.7	ZeeviD_2015__PNP_Validation_10__bin.17	FengQ_2015__SID31870__bin.24	BackhedF_2015__SID130_12M__bin.23	LiJ_2014__MH0335__bin.24	Obregon-TitoAJ_2015__NO21__bin.23	FengQ_2015__SID531775__bin.40	LiJ_2014__V1.CD2-0-PN__bin.1	QinN_2014__LV-10__bin.21	YuJ_2015__SZAXPI003434-7__bin.11	LiJ_2014__V1.FI10__bin.38	KosticAD_2015__PRJNA231909.3105829__bin.10	FengQ_2015__SID531403__bin.37	WenC_2017__RA074__bin.11	YuJ_2015__SZAXPI017452-17__bin.41	BackhedF_2015__SID590_12M__bin.1	BackhedF_2015__SID1_12M__bin.3	WenC_2017__RA064__bin.26	BackhedF_2015__SID195_12M__bin.36	VatanenT_2016__G80392__bin.8	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	LiJ_2014__O2.UC19-1__bin.21	VatanenT_2016__G78694__bin.4	BackhedF_2015__SID256_12M__bin.4	FengQ_2015__SID31865__bin.25	WenC_2017__RA107__bin.12	WenC_2017__N290__bin.87	WenC_2017__N310__bin.122
FengQ_2015__SID531775__bin.40	0.9973529223890131	0.9965521058029796	0.9969443825033277	0.9971975907645976	0.9963213723710338	0.9969873497869262	0.9971505399971996	0.9967153621268808	0.9957933569994528	0.9968763433555288	1.0	0.9966562373824358	0.9971843795767857	0.9959670380099873	0.99683777811483	0.99754832507031	0.9966439394216438	0.9956132483045826	0.9966087948116328	0.9968645203934544	0.996843296668411	0.9958991273200549	0.9964954458514677	0.9969072976632762	0.9967628821226792	0.997010545016493	0.9970145664422152	0.9968406994073439	0.9961176966783367	0.9950284600568914	0.9966777408637874	0.9965228591665144
LiJ_2014__V1.CD2-0-PN__bin.1	0.9971800696588671	0.9963045239253704	0.9968450766591023	0.9970518717620535	0.996093950981563	0.9967292035946087	0.9966021251576038	0.9966027433251444	0.9958161745756937	0.9967540451282586	0.9966562373824358	1.0	0.9971871015087482	0.9957042445427978	0.9966184838800981	0.9971611758004477	0.9965939410755827	0.9955357114603869	0.9960795693633168	0.9966394560326446	0.9965886440353725	0.9966199155099578	0.9959877727312105	0.9966757948784931	0.9964588462686914	0.9964999137245089	0.9964260496905805	0.9968687978904891	0.995776967860444	0.995172352889229	0.9965760133059569	0.9966229003794105
QinN_2014__LV-10__bin.21	0.9972812817470933	0.9966700426805727	0.9997792144516592	0.9974566838518306	0.9962688204451663	0.9971518938754204	0.996904530371976	0.9966573230848109	0.9966288567811374	0.9972234471017848	0.9971843795767857	0.9971871015087482	1.0	0.9964648359264228	0.9976355310079238	0.9971001681273256	0.9968842197715198	0.9959836559875967	0.9969229447255303	0.9971395996913052	0.9968405535550966	0.996666504989219	0.9970883818185484	0.9971272791584497	0.9967215284497726	0.9978848893089022	0.9969719856793474	0.9997092288392772	0.9957114739889612	0.9952549877703052	0.99926725676046	0.9994529280243566
YuJ_2015__SZAXPI003434-7__bin.11	0.9962587372614311	0.9952806511947477	0.9955949069482367	0.9960865655520967	0.9951425465280861	0.9957934516791737	0.995259777635803	0.9954722367184756	0.9950122849426025	0.9957005309550094	0.9959670380099873	0.9957042445427978	0.9964648359264228	1.0	0.9952479818400949	0.9963136721669853	0.9958472494462909	0.9951586063901507	0.9951121674541107	0.9956260273712926	0.9957500586808189	0.9949147180307466	0.9953716983021555	0.995806522938382	0.9955563276347079	0.9952169884799832	0.9953750876340018	0.9963288844979586	0.9948789437913459	0.993835227257161	0.9958967672477093	0.99624026491062
LiJ_2014__V1.FI10__bin.38	0.9966670736599745	0.9960039829211086	0.9975509060056966	0.9972277444096664	0.9961000655502797	0.9970185991031691	0.9965327499337046	0.9964623936221569	0.995965130331193	0.9966444481185893	0.99683777811483	0.9966184838800981	0.9976355310079238	0.9952479818400949	1.0	0.9967896401773366	0.9966024775209354	0.9956574214686029	0.9961315280464217	0.9966129818941596	0.9964552934573464	0.9954289340222613	0.9962859338970023	0.9967294864718556	0.9963774397654965	0.9976184460736832	0.9967090061077849	0.9974537810726899	0.9955265537265322	0.9951215603298006	0.9972178719484108	0.9973786101363336
KosticAD_2015__PRJNA231909.3105829__bin.10	0.9995152757206409	0.9989978185500639	0.9970309608124127	0.9978568296818358	0.9991871607590457	0.9973048522417606	0.9974152549480375	0.9997895774776744	0.9963905901259392	0.9997947713500804	0.99754832507031	0.9971611758004477	0.9971001681273256	0.9963136721669853	0.9967896401773366	1.0	0.9993044861993283	0.9973416624330179	0.9966970651769547	0.9995859172727545	0.9988077506988737	0.9966447871311351	0.9967102914571648	0.999827172736678	0.9993590928615315	0.997067272227154	0.9997006508370334	0.997061256380415	0.9962325678132405	0.997596781148101	0.9966962116095611	0.996776101364773
FengQ_2015__SID531403__bin.37	0.9992681542695996	0.9991676553225187	0.995683088751166	0.99638623219352	0.9988086413929731	0.9959971816635991	0.9960890014168462	0.9994276598953674	0.9956275418213398	0.9995288581348254	0.9966439394216438	0.9965939410755827	0.9968842197715198	0.9958472494462909	0.9966024775209354	0.9993044861993283	1.0	0.9970409787499349	0.9962136007963409	0.9991134514581796	0.9981628990998538	0.9962392262046184	0.9961648148738484	0.9991830057868131	0.9993799866451013	0.9944604974947204	0.9986654446025287	0.995621851153333	0.9956055271760572	0.9976806219950691	0.9953454125520163	0.9961517813800563
WenC_2017__RA074__bin.11	0.9969361775411225	0.9965948682460888	0.9955367259072222	0.9957658226056962	0.9960659608779077	0.9956581320699965	0.9953328541174614	0.9971389787259295	0.9942736135776453	0.997245990210115	0.9956132483045826	0.9955357114603869	0.9959836559875967	0.9951586063901507	0.9956574214686029	0.9973416624330179	0.9970409787499349	1.0	0.995131741162304	0.997203221781221	0.9965819961142692	0.9957777604557694	0.994853284391473	0.9973091524341965	0.9970355584983337	0.9950543501797237	0.9968572054793152	0.9957253861006866	0.9944065584717483	0.9957488015652333	0.9955358736050003	0.9956084939421825
YuJ_2015__SZAXPI017452-17__bin.41	0.9967448399960804	0.9960933454082865	0.9969280033752409	0.9965333860477226	0.9958277623799495	0.9965329687601263	0.9967734846901313	0.996250237832917	0.9966367050571513	0.9965116895866819	0.9966087948116328	0.9960795693633168	0.9969229447255303	0.9951121674541107	0.9961315280464217	0.9966970651769547	0.9962136007963409	0.995131741162304	1.0	0.996374642920195	0.9965252681907162	0.9954073866161897	0.9966614294476452	0.9964816274206937	0.9961889634779829	0.9967908365610156	0.9962217137135473	0.9967138341348771	0.9956488837247172	0.9946802454426792	0.9962820892957474	0.996414848338188
BackhedF_2015__SID590_12M__bin.1	0.9990773460485978	0.9989611577194423	0.9966637934730701	0.9969763763486194	0.9987652065361443	0.9966829472144593	0.997006306608201	0.9993095673208073	0.9958331860694686	0.9993396818209689	0.9968645203934544	0.9966394560326446	0.9971395996913052	0.9956260273712926	0.9966129818941596	0.9995859172727545	0.9991134514581796	0.997203221781221	0.996374642920195	1.0	0.9982187411677825	0.9964438479225609	0.9963591591698158	0.999360126105567	0.9991810918527518	0.9964764872258403	0.9991544136738517	0.9964622750328358	0.9956066212268744	0.9976774783285494	0.9962411463568573	0.9963093596571756
BackhedF_2015__SID1_12M__bin.3	0.9986468872599629	0.9978681427217225	0.9968294519165463	0.9969480194606496	0.9977630662918747	0.9966202072429133	0.9971719529147696	0.9981825718362791	0.9960612558980934	0.9983113139698845	0.996843296668411	0.9965886440353725	0.9968405535550966	0.9957500586808189	0.9964552934573464	0.9988077506988737	0.9981628990998538	0.9965819961142692	0.9965252681907162	0.9982187411677825	1.0	0.9962037818487867	0.9963506614743437	0.9984002273499262	0.9981745638946418	0.9966280945800944	0.9981675883308048	0.996621088937186	0.9956108722327425	0.9964340535165648	0.9964408218567239	0.9964294958238074
WenC_2017__RA064__bin.26	0.996884883322485	0.9960141722687423	0.9960166462633222	0.9962443634159758	0.9959701918968722	0.9960758093184733	0.9956893424703195	0.996481099064109	0.9950634982165888	0.9964411802171461	0.9958991273200549	0.9966199155099578	0.996666504989219	0.9949147180307466	0.9954289340222613	0.9966447871311351	0.9962392262046184	0.9957777604557694	0.9954073866161897	0.9964438479225609	0.9962037818487867	1.0	0.9951145256180576	0.9965498144352122	0.9962117859125914	0.9956666379417288	0.9963889653271266	0.9962561481311242	0.9951215554583551	0.9949130501230082	0.996067624701237	0.9961652763829395
BackhedF_2015__SID195_12M__bin.36	0.9971504114890872	0.9959014366200434	0.9970460926744111	0.9965664622553855	0.995172586127211	0.9965848926304712	0.9972978551298258	0.9962884229435306	0.9969483784217136	0.9964200988064958	0.9964954458514677	0.9959877727312105	0.9970883818185484	0.9953716983021555	0.9962859338970023	0.9967102914571648	0.9961648148738484	0.994853284391473	0.9966614294476452	0.9963591591698158	0.9963506614743437	0.9951145256180576	1.0	0.9964395444818098	0.9958853510528448	0.9969793220934631	0.995969793089328	0.9966949779527093	0.995338373805799	0.994550465178923	0.9963323563954165	0.996248824894462
VatanenT_2016__G80392__bin.8	0.9995144414113738	0.9992914142763228	0.9967918457421545	0.9969661978980205	0.998835029191572	0.9966890376694255	0.9972166271600693	0.9994589283381183	0.9959227559232428	0.9996902033619925	0.9969072976632762	0.9966757948784931	0.9971272791584497	0.995806522938382	0.9967294864718556	0.999827172736678	0.9991830057868131	0.9973091524341965	0.9964816274206937	0.999360126105567	0.9984002273499262	0.9965498144352122	0.9964395444818098	1.0	0.9994636328235307	0.9964993524062029	0.9998425029102723	0.9961373991641485	0.9956640716477241	0.9978526706639008	0.996362054348499	0.9964015287079334
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	0.9990846796048574	0.9989589134173208	0.9964523194299061	0.9966965109085179	0.9987928358031992	0.9966562936149017	0.9967138110045956	0.9994926794011799	0.9955227234825819	0.9993605661910689	0.9967628821226792	0.9964588462686914	0.9967215284497726	0.9955563276347079	0.9963774397654965	0.9993590928615315	0.9993799866451013	0.9970355584983337	0.9961889634779829	0.9991810918527518	0.9981745638946418	0.9962117859125914	0.9958853510528448	0.9994636328235307	1.0	0.996073276005868	0.9994041800533932	0.9963672567467249	0.9955922320186799	0.9976367276110699	0.9963465122381694	0.9960709629390379
LiJ_2014__O2.UC19-1__bin.21	0.9969001457944501	0.9957974766083144	0.9976872030080136	0.9974063490495146	0.9958781946510895	0.9970400254873149	0.9969531038634918	0.9949651171013834	0.996686739277898	0.9968539240889158	0.997010545016493	0.9964999137245089	0.9978848893089022	0.9952169884799832	0.9976184460736832	0.997067272227154	0.9944604974947204	0.9950543501797237	0.9967908365610156	0.9964764872258403	0.9966280945800944	0.9956666379417288	0.9969793220934631	0.9964993524062029	0.996073276005868	1.0	0.995758117178535	0.997517083749832	0.9951545542887239	0.9939190664587255	0.9976127941795017	0.9979156314030346
VatanenT_2016__G78694__bin.4	0.9995128416377118	0.998810008718748	0.9960881067256968	0.9960293404815717	0.9971654926958273	0.9958382840308548	0.9972417249785333	0.9987843613975923	0.9955819444615156	0.9995873902100856	0.9970145664422152	0.9964260496905805	0.9969719856793474	0.9953750876340018	0.9967090061077849	0.9997006508370334	0.9986654446025287	0.9968572054793152	0.9962217137135473	0.9991544136738517	0.9981675883308048	0.9963889653271266	0.995969793089328	0.9998425029102723	0.9994041800533932	0.995758117178535	1.0	0.9956081721567533	0.9953375687326808	0.9976381546979224	0.9960230588645385	0.9962386930334675
BackhedF_2015__SID256_12M__bin.4	0.9970910191852494	0.9960017590902942	0.9997565064749044	0.9970114562735289	0.9955448525531335	0.9966162657436777	0.996675829242097	0.9958497197934876	0.9962127223434504	0.9966461463521809	0.9968406994073439	0.9968687978904891	0.9997092288392772	0.9963288844979586	0.9974537810726899	0.997061256380415	0.995621851153333	0.9957253861006866	0.9967138341348771	0.9964622750328358	0.996621088937186	0.9962561481311242	0.9966949779527093	0.9961373991641485	0.9963672567467249	0.997517083749832	0.9956081721567533	1.0	0.9956923001848248	0.9948230890131657	0.9986526742974763	0.9993692724142182
FengQ_2015__SID31865__bin.25	0.9962313984199564	0.9951284344474864	0.9956717730858644	0.9963506145819084	0.9950353873597888	0.99639745420912	0.9953818254468334	0.9957612044125617	0.9953136016652983	0.9956823873731749	0.9961176966783367	0.995776967860444	0.9957114739889612	0.9948789437913459	0.9955265537265322	0.9962325678132405	0.9956055271760572	0.9944065584717483	0.9956488837247172	0.9956066212268744	0.9956108722327425	0.9951215554583551	0.995338373805799	0.9956640716477241	0.9955922320186799	0.9951545542887239	0.9953375687326808	0.9956923001848248	1.0	0.9943644715356761	0.9951246635717824	0.9952074349665615
WenC_2017__RA107__bin.12	0.9976993937906958	0.9973517912746434	0.9945591650399663	0.9951802557335367	0.9970648981839727	0.9948172980562324	0.9947769180199519	0.9979663876548058	0.9943791944598993	0.9977846379407104	0.9950284600568914	0.995172352889229	0.9952549877703052	0.993835227257161	0.9951215603298006	0.997596781148101	0.9976806219950691	0.9957488015652333	0.9946802454426792	0.9976774783285494	0.9964340535165648	0.9949130501230082	0.994550465178923	0.9978526706639008	0.9976367276110699	0.9939190664587255	0.9976381546979224	0.9948230890131657	0.9943644715356761	1.0	0.9949180406463956	0.9950436851926885
WenC_2017__N290__bin.87	0.9968505707508408	0.9959020316218027	0.9990171546827669	0.9964921131811689	0.9957068894935824	0.9961409985620076	0.9965618647708933	0.9954488491304319	0.9958966935380338	0.9964891094363476	0.9966777408637874	0.9965760133059569	0.99926725676046	0.9958967672477093	0.9972178719484108	0.9966962116095611	0.9953454125520163	0.9955358736050003	0.9962820892957474	0.9962411463568573	0.9964408218567239	0.996067624701237	0.9963323563954165	0.996362054348499	0.9963465122381694	0.9976127941795017	0.9960230588645385	0.9986526742974763	0.9951246635717824	0.9949180406463956	1.0	0.9989889598704054
WenC_2017__N310__bin.122	0.9967750056527729	0.9959444462997167	0.9993322237583615	0.9966018701715524	0.9958655589408719	0.9965736968954715	0.996400320729717	0.9960711074437948	0.9962156715568621	0.9964522515007339	0.9965228591665144	0.9966229003794105	0.9994529280243566	0.99624026491062	0.9973786101363336	0.996776101364773	0.9961517813800563	0.9956084939421825	0.996414848338188	0.9963093596571756	0.9964294958238074	0.9961652763829395	0.996248824894462	0.9964015287079334	0.9960709629390379	0.9979156314030346	0.9962386930334675	0.9993692724142182	0.9952074349665615	0.9950436851926885	0.9989889598704054	1.0
