	QinJ_2012__T2D-102__bin.52	HeQ_2017__SZAXPI029601-32__bin.23	FengQ_2015__SID532749__bin.65	VatanenT_2016__G69157__bin.5	BackhedF_2015__SID130_4M__bin.7	ZeeviD_2015__PNP_Validation_10__bin.17	FengQ_2015__SID31870__bin.24	BackhedF_2015__SID130_12M__bin.23	LiJ_2014__MH0335__bin.24	Obregon-TitoAJ_2015__NO21__bin.23	FengQ_2015__SID531775__bin.40	LiJ_2014__V1.CD2-0-PN__bin.1	QinN_2014__LV-10__bin.21	YuJ_2015__SZAXPI003434-7__bin.11	LiJ_2014__V1.FI10__bin.38	KosticAD_2015__PRJNA231909.3105829__bin.10	FengQ_2015__SID531403__bin.37	WenC_2017__RA074__bin.11	YuJ_2015__SZAXPI017452-17__bin.41	BackhedF_2015__SID590_12M__bin.1	BackhedF_2015__SID1_12M__bin.3	WenC_2017__RA064__bin.26	BackhedF_2015__SID195_12M__bin.36	VatanenT_2016__G80392__bin.8	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	LiJ_2014__O2.UC19-1__bin.21	VatanenT_2016__G78694__bin.4	BackhedF_2015__SID256_12M__bin.4	FengQ_2015__SID31865__bin.25	WenC_2017__RA107__bin.12	WenC_2017__N290__bin.87	WenC_2017__N310__bin.122
FengQ_2015__SID531775__bin.40	0.49962595872014054	0.8650332254188071	0.437003193180619	0.6511092728194968	0.7847488178763646	0.8750306381935721	0.4163521996520863	0.7659097330732492	0.8740957477591565	0.9176338974165195	1.0	0.8610477070716355	0.6447292945385718	0.8141393561213409	0.8725319232955803	0.5390998668940702	0.8145287164979864	0.5954077603140074	0.8426022379498282	0.9115951945695504	0.9034441584879711	0.765065480628151	0.9126088081402276	0.9242040878158713	0.8449830809086607	0.4129394453125266	0.8670438568719766	0.9074156343297555	0.6204893770574398	0.7412379021688437	0.8417724535405837	0.5959877583395461
LiJ_2014__V1.CD2-0-PN__bin.1	0.5128604087735812	0.835492991721138	0.46600413488997783	0.6127981783524596	0.7696188395788385	0.8450110129317939	0.4278731981604789	0.6747554104682976	0.8401709901611997	0.8923282932625851	0.7350923992788101	1.0	0.560377858176398	0.7732048085624409	0.8483910003113337	0.5484777886803118	0.7227142490226772	0.5740220505668491	0.8149809294456697	0.8884945651009037	0.8830344178186076	0.7524504363576785	0.8806312991045431	0.8955844010530855	0.8127096825521957	0.4442325695787331	0.8515014315176558	0.8811747708500065	0.5859973196961644	0.7157835311350095	0.8160112007492354	0.5662619570141458
QinN_2014__LV-10__bin.21	0.770277435789428	0.8633699941039116	0.6876614218305956	0.6045899307594881	0.7934759467559813	0.8922008962282728	0.6151246939941518	0.6790861234160327	0.8917636838623546	0.9293776458910885	0.8647895073598366	0.8804389703477551	1.0	0.8079256442175811	0.9011312156501479	0.743819809144816	0.7382473491859917	0.5735666882989756	0.8369460430853951	0.9296715941527698	0.9323662150137356	0.7766706677876655	0.9340973705043752	0.9423741544706676	0.8452428041180153	0.6239049000319062	0.9076157713801698	0.9618523649136506	0.5689731045902161	0.7306360869150786	0.8685337803630004	0.5759148497524842
YuJ_2015__SZAXPI003434-7__bin.11	0.4529774265097922	0.7643287944199738	0.39895502150568224	0.572645589128781	0.7088126252249216	0.7832065311338239	0.3687489651963155	0.6408157207011064	0.7715343102609492	0.8119986900388247	0.6977344819563059	0.7761957589642262	0.5162140517405489	1.0	0.799748437856711	0.48544965730219475	0.6729535321177536	0.5371581136267325	0.7576797932653699	0.8080060800870584	0.8048143261321937	0.6985710774284791	0.8048154201977633	0.8164336671692074	0.749455702379155	0.3755146666783367	0.7755987638517818	0.8054485194740024	0.5457093301182393	0.6655736951626985	0.7574212291024359	0.5335885423618542
LiJ_2014__V1.FI10__bin.38	0.5302263517437882	0.8474524793036834	0.4883509461966056	0.6297214570621256	0.7827691372027621	0.8593971155005775	0.4464145004805526	0.670526255041363	0.860196556742571	0.9017123802040443	0.7585469184333171	0.8639377641837006	0.5840582315812215	0.8112656475548048	1.0	0.5668326959259942	0.7189699526994182	0.5863566713945052	0.8430705350596233	0.8980318429913678	0.8957578192456322	0.7753988142669742	0.9024234056862802	0.9068338353424797	0.8278970588996936	0.4670945397534273	0.8589243316471449	0.9186693391162419	0.5936814916589535	0.7294252087758746	0.8432976784759046	0.5896151065909324
KosticAD_2015__PRJNA231909.3105829__bin.10	0.8908907137604627	0.8933645443013128	0.785450571729074	0.5733152083156331	0.8095185639829726	0.9007081061602599	0.7335716148160301	0.5764077894607319	0.9085960044882856	0.9764271254171146	0.7423184983579085	0.8846375826538894	0.7635821909982334	0.7799626757448005	0.8977901345606782	1.0	0.6495316889957901	0.5455276811793761	0.8552416555094292	0.9579730058330135	0.9779974394506245	0.7795712691125675	0.9683974300756153	0.9831900226465065	0.8621211544151899	0.7498226072486399	0.9473686986022447	0.9329171219893769	0.5437229919169843	0.7297348923192308	0.8415418374432007	0.5468806121880978
FengQ_2015__SID531403__bin.37	0.42575415630275	0.8347410972532242	0.35259516040935124	0.6216641839915407	0.7635409382083496	0.8225311925937115	0.29457629811529357	0.8378269135703886	0.8028880804016295	0.8876148743179161	0.7878767797364317	0.818848957996759	0.532378844562036	0.759531064583991	0.7999475612913423	0.45627974116516834	1.0	0.5849253942061401	0.7839924461916696	0.9076675352942557	0.8677548453325639	0.7189598037129404	0.8392724767164313	0.897782797551598	0.8278429785845088	0.3143799369665318	0.8586480444765864	0.87122674884534	0.6019827923653521	0.7130515994423551	0.7926896982633896	0.5604722447348285
WenC_2017__RA074__bin.11	0.469350984841658	0.864981799612781	0.4049055027157217	0.6561500378207596	0.8206023467986161	0.8544673553594884	0.3669738750030721	0.736273248844214	0.8438688042905399	0.9033028309589543	0.7641775964565908	0.8629659667778078	0.5488210026733952	0.8044341768591566	0.8656464619157239	0.5084819538996344	0.7761191258352653	1.0	0.8572095652387623	0.8959336539222995	0.8955988651041368	0.7987383977651618	0.8939200056799408	0.9070510457371771	0.8487617455987285	0.3783332104499988	0.874624045264759	0.87711011165999	0.6084975191220122	0.7721000215728521	0.8570025750885443	0.6302800920805787
YuJ_2015__SZAXPI017452-17__bin.41	0.48934343096769317	0.8206829561735158	0.44083054108169845	0.6027398454550474	0.7596488882818425	0.8239526513555376	0.4066591205642431	0.6472234653755954	0.8360815095304658	0.8628718683432769	0.7192973406527621	0.8149267524345625	0.5326602626508615	0.7547100175236191	0.8278442461211193	0.5302169819271332	0.6919039717297236	0.5701551406975156	1.0	0.8539004582876838	0.8619575451821672	0.7428732196671384	0.8700189911858811	0.8642751382564144	0.8000011624291281	0.41519679925139563	0.8213571650678423	0.8507306593588622	0.5755553505159732	0.7146701462045236	0.815935886221437	0.568929867744626
BackhedF_2015__SID590_12M__bin.1	0.5461956722143264	0.8694738941818229	0.4750590604342676	0.620572662332349	0.803450878259474	0.8605309837693111	0.44225141500969095	0.7273608107021334	0.8545278378595733	0.9679509128511361	0.7523268599515295	0.8589039465047847	0.5720066710986136	0.7780862347309419	0.8525015039471369	0.5741650503405259	0.7744251374974671	0.5761035881562363	0.8255168468418164	1.0	0.924460589561325	0.748851890443114	0.9104571121335259	0.9544218855300444	0.8503989630227423	0.46176567783678846	0.9062165606616595	0.9133687818853474	0.5860828436945019	0.734569572612113	0.8262824288052673	0.566935919736106
BackhedF_2015__SID1_12M__bin.3	0.5557197075099041	0.8844103295246892	0.48677612573975954	0.6292890276052588	0.807119262291555	0.8804953054134764	0.4498713399293732	0.7154213509737717	0.876535816840843	0.949820062364993	0.7613108266660547	0.871612812075974	0.585752582524606	0.7913433430963903	0.8682607654198449	0.5985181859647211	0.7559722226206493	0.5880231387319883	0.8508651206421242	0.9439403545108479	1.0	0.7686073013514327	0.9180441087457293	0.9564355853387762	0.8600040018015278	0.4645137739426781	0.9087836674861515	0.905133637221631	0.5981951014506889	0.7468440989922345	0.8363191458233528	0.5804831852618957
WenC_2017__RA064__bin.26	0.509172856758846	0.8493991895695904	0.466092236130103	0.6336120753129273	0.7962115634094177	0.8533803830427371	0.4257639734130741	0.6781364942456769	0.8560296423186925	0.8978321737867336	0.7504537174780154	0.864546758361842	0.5679749758323441	0.7995478686548425	0.8748816661407384	0.5553414276197488	0.7290847512526275	0.6104499441514273	0.8535995198191475	0.8900546965393921	0.8946828652571789	1.0	0.8944466149420394	0.8983973379681806	0.8299114603942626	0.44077505129887584	0.8539868701591643	0.8826691610692873	0.591652600172638	0.7565357021810162	0.8517103521047983	0.6109658547336048
BackhedF_2015__SID195_12M__bin.36	0.5418906352414007	0.8471510289372113	0.4826780757507029	0.6107257681803467	0.7895584113185712	0.8495074350058998	0.46019129910677964	0.6815457576833749	0.8798613533690706	0.9137994673293098	0.7489090098310462	0.8464938332909054	0.5714832961609229	0.7706359258339698	0.8518313654130014	0.577134410477696	0.7120253882849463	0.5715618663099232	0.8363485064513076	0.9053142404379255	0.8940200434196104	0.7482961626688429	1.0	0.9137882929081187	0.82381045667415	0.46900302861734344	0.8800617945491872	0.8849879682911831	0.5957562341921225	0.7246692458627578	0.8251000547197438	0.5716718645185239
VatanenT_2016__G80392__bin.8	0.5498890735052946	0.8705479277997844	0.4808037810739523	0.6213446734917878	0.8017278981613668	0.8607795036104633	0.4535005115533782	0.7167237051294235	0.8579806678425954	0.94614295018873	0.7560640571352384	0.8581881437278752	0.5747527608043241	0.7793278129430837	0.8533305623466776	0.5841267719432728	0.7592942060270352	0.5781527892800413	0.8282412972394916	0.946077156661351	0.9285081961677533	0.7492622596142967	0.9109444573826778	1.0	0.8456751895393165	0.46847463102537296	0.9150591636981253	0.9047570808978415	0.5856856259940828	0.7350285784107417	0.8265675656011945	0.56902106541652
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	0.5328522465696677	0.8926688004877306	0.4566099601764897	0.6361104271941035	0.8174484815088382	0.8716850542639294	0.4250376154354206	0.7310533494346937	0.876452542021815	0.9497750890069134	0.7760375021006022	0.8742898010387722	0.5787395604953904	0.8031362479922151	0.8746008855748225	0.5750186611640659	0.7860148742178921	0.6073523032370769	0.8606755536796689	0.9463523774909235	0.9372910633541635	0.7770360209317685	0.9219717131925637	0.9493963943895357	1.0	0.4334341622407466	0.8979533295033981	0.8996896970833871	0.6125786016046647	0.7623466560366423	0.8474079545410135	0.595310283376127
LiJ_2014__O2.UC19-1__bin.21	0.7776812798067911	0.738447081542116	0.8235091326085902	0.48477793526974927	0.6879232509200045	0.7754672185958453	0.8269830595641079	0.40995237215892083	0.7878906670985967	0.8335659998852949	0.6115995883220088	0.7706842665520456	0.6889158915141519	0.6489575383017464	0.7957643553161734	0.8065258398527236	0.48137522633781166	0.4365916944658554	0.7203589640487635	0.8287011156019782	0.8164295568663313	0.665537472339991	0.8464709578572073	0.8481568712472671	0.6989872544947712	1.0	0.8381252138904137	0.8625271558105398	0.4248092081753249	0.6090080085612888	0.7297257097695372	0.46292660699058474
VatanenT_2016__G78694__bin.4	0.5107668080330338	0.7905454741417307	0.44601526809989034	0.569604778491466	0.7602467884863531	0.7970784431980312	0.42343279764029385	0.6447064787799093	0.7848640963469063	0.8570081802659028	0.6778001135676783	0.7797066467695917	0.5289682406357394	0.7074670914865158	0.7723503619429187	0.5378467448423009	0.6939430904180348	0.5327238911599838	0.7521540102796379	0.8583966732055126	0.8430637060120679	0.6805914035188683	0.838357666333903	0.8744178991177048	0.7643277734847082	0.4423730521928974	1.0	0.8264383825487661	0.527115364336356	0.677743562585471	0.7558198445380234	0.5124257477287296
BackhedF_2015__SID256_12M__bin.4	0.51376093661569	0.793902934600326	0.4825638689602627	0.5930250762326765	0.7419552936637237	0.8169897275689747	0.4253855738855148	0.6454077072018795	0.8146568746774189	0.8612105718738542	0.7179470086523289	0.8166453043465672	0.5673636944255623	0.7435881896839353	0.8360730635115748	0.5360535024272916	0.7126321846162341	0.5407050676675478	0.7884830665315908	0.8756443626537489	0.8498419120976721	0.7119652223448858	0.8532555064788937	0.8750390127476994	0.7750758118270827	0.46076352871186727	0.8364424010237753	1.0	0.5519491559947654	0.6846217892971578	0.8063863405049453	0.543403891275386
FengQ_2015__SID31865__bin.25	0.3960868296877787	0.7399611872051424	0.3284768950501474	0.565993963785478	0.6835780216903705	0.7543645960211125	0.2998705472087923	0.638632694641189	0.7549392760874565	0.7726709442772327	0.6719908677945512	0.7433783906469552	0.45939657210483603	0.6896027149600696	0.7395736122766778	0.427647226627181	0.6740020176017084	0.5134616616503134	0.7301805656750555	0.7691011994545378	0.7687961166927738	0.6532365732477442	0.786236527623585	0.7753590828714463	0.7223640872426095	0.3106290926368598	0.7302543016899834	0.7555130344536138	1.0	0.6341716657380537	0.7219013937489371	0.5218569677999432
WenC_2017__RA107__bin.12	0.4875714705731209	0.8404657181344654	0.43005887818895444	0.6235616376038624	0.7870162178282382	0.828022445993225	0.395971616483871	0.6820763133441784	0.8267326690968276	0.8871752706551747	0.7337301510412148	0.829938156419357	0.5391962440618453	0.7687470461918726	0.8305358681816	0.5245933748768984	0.7297058112410248	0.595487297256086	0.8287022957354804	0.8810633625014427	0.8772997581352404	0.7634539905158012	0.8741262835638953	0.8893900475726332	0.8216683361035596	0.40702486127105786	0.8581902517802881	0.8565314858044509	0.5796376156565942	1.0	0.8170846155984658	0.5904869897651864
WenC_2017__N290__bin.87	0.5109136723978562	0.8488460151869345	0.47331100716417596	0.621697650461677	0.7846469419421349	0.8430464261879766	0.4186602635757695	0.6802921296852645	0.8536358627507443	0.8943452212248254	0.7475457463508353	0.8488373235503295	0.5750382998856483	0.7848544075289223	0.8614356618605695	0.542747358309318	0.7277703835883762	0.5929872852693387	0.8488154055101953	0.8891336403370541	0.8813621835205059	0.7710981920640068	0.8929050548291111	0.8972856396780013	0.819409331492218	0.4375441667403566	0.8586195716005687	0.9051073568279607	0.5919594047664936	0.7330462070075753	1.0	0.5995283086604223
WenC_2017__N310__bin.122	0.46667210582424995	0.846944281269717	0.4284364597611122	0.6344907860670539	0.8076300502578161	0.8580281965929117	0.38258816874442486	0.6908154385048844	0.8507288471161587	0.8841557339599243	0.761795357135087	0.847819985640624	0.548815351478363	0.7958221830602876	0.8668989186954724	0.5076594217087658	0.7406332267258448	0.6277038052346453	0.851871070208646	0.8780725801187912	0.8805011639797228	0.7961458129364924	0.8904374170528468	0.8890754519939952	0.8285327328503361	0.3995142832278137	0.8378598002741335	0.8778849291821683	0.6159187824989666	0.7624872179796793	0.8629141918499663	1.0
