	QinJ_2012__T2D-102__bin.52	HeQ_2017__SZAXPI029601-32__bin.23	FengQ_2015__SID532749__bin.65	VatanenT_2016__G69157__bin.5	BackhedF_2015__SID130_4M__bin.7	ZeeviD_2015__PNP_Validation_10__bin.17	FengQ_2015__SID31870__bin.24	BackhedF_2015__SID130_12M__bin.23	LiJ_2014__MH0335__bin.24	Obregon-TitoAJ_2015__NO21__bin.23	FengQ_2015__SID531775__bin.40	LiJ_2014__V1.CD2-0-PN__bin.1	QinN_2014__LV-10__bin.21	YuJ_2015__SZAXPI003434-7__bin.11	LiJ_2014__V1.FI10__bin.38	KosticAD_2015__PRJNA231909.3105829__bin.10	FengQ_2015__SID531403__bin.37	WenC_2017__RA074__bin.11	YuJ_2015__SZAXPI017452-17__bin.41	BackhedF_2015__SID590_12M__bin.1	BackhedF_2015__SID1_12M__bin.3	WenC_2017__RA064__bin.26	BackhedF_2015__SID195_12M__bin.36	VatanenT_2016__G80392__bin.8	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	LiJ_2014__O2.UC19-1__bin.21	VatanenT_2016__G78694__bin.4	BackhedF_2015__SID256_12M__bin.4	FengQ_2015__SID31865__bin.25	WenC_2017__RA107__bin.12	WenC_2017__N290__bin.87	WenC_2017__N310__bin.122
FengQ_2015__SID531775__bin.40	0.4983034100309446	0.8620506823806557	0.4356678785774346	0.6492845981800913	0.781862019193126	0.8723944769549721	0.41516582071209973	0.7633939969566061	0.8704187390000374	0.9147675241956623	1.0	0.85816856793679	0.6429139815694245	0.8108559630435301	0.8697727837522256	0.5377781692658068	0.8117951087826084	0.5927958543119853	0.8397448008687629	0.9087369064275527	0.9005922533029674	0.7619280445002741	0.9094105211556726	0.9213457996738734	0.8422477710714177	0.4117049814298504	0.8644553550455999	0.904548835578432	0.6180804490878329	0.7375528083308652	0.8389758673161963	0.5939154249687661
LiJ_2014__V1.CD2-0-PN__bin.1	0.5114141781461148	0.8324054473597118	0.4645339275678586	0.6109915707386966	0.7666126706659309	0.8422471539481805	0.4264193385847138	0.6724630931461892	0.8366558614117987	0.8894318358918767	0.732634424793646	1.0	0.5588015721446027	0.7698833097865239	0.8455221524678013	0.5469207566608892	0.72025264170499	0.5714594505050182	0.8117858532415583	0.8855087400501258	0.8800220730904107	0.7499070903082204	0.8770980061925263	0.8926072948003632	0.8098317526273553	0.4426777172588244	0.8484582077130121	0.8784156345486732	0.5835226341813938	0.7123279808389881	0.8132171892556799	0.5643496339739591
QinN_2014__LV-10__bin.21	0.7681832684649451	0.8604950088726714	0.687509596126504	0.6030522674255668	0.7905153455261931	0.8896598133913696	0.6132205941864454	0.6768161579078646	0.8887574207666742	0.9267971796948532	0.8623545883611329	0.8779623848964246	1.0	0.8050694945060213	0.8990005188329512	0.7416628567547313	0.73594713269167	0.5712630471647121	0.8343707138490727	0.9270123612378703	0.9294204538903624	0.7740816399915754	0.9313776356171686	0.9396669765965814	0.84247169963168	0.6225852721076205	0.9048674978267806	0.9615726859850606	0.5665330486315995	0.7271692097472102	0.8678973681071274	0.5755997828778278
YuJ_2015__SZAXPI003434-7__bin.11	0.4512827189425783	0.760721660237208	0.39719758751248146	0.5704045781538446	0.7053696008775864	0.7799119350154227	0.36700101310471744	0.6379142588106923	0.7676861169643618	0.8085075268064299	0.694920545311455	0.7728614117967985	0.51438915037056	1.0	0.7959480187566602	0.4836601307189542	0.6701589239646311	0.5345575197679413	0.7539763813124848	0.8044718836089284	0.8013939124732956	0.6950186465241902	0.8010904916220106	0.8130099713136006	0.7461253667854822	0.37371857570167893	0.7720116875377908	0.8024916249280651	0.5429147219651168	0.6614705845884089	0.7543133535079025	0.5315823907958451
LiJ_2014__V1.FI10__bin.38	0.5284591463698857	0.844066044722837	0.4871549288271631	0.6279757082324321	0.7797163888784072	0.8568349081696902	0.44486666977416617	0.6681541970850174	0.8567257757465583	0.8986866375301593	0.756148224766919	0.8610163447075214	0.5826772440030809	0.8074104984651171	1.0	0.5650129590128213	0.71652723612335	0.583810371501566	0.8398091403398569	0.8949901928795349	0.8925826206431191	0.7718544151278995	0.8990717455046691	0.903868023016213	0.8248979519358611	0.4659821289183164	0.8560976169178192	0.9163302058570447	0.5910256894024649	0.7258667519009389	0.8409515163487769	0.5880694955270503
KosticAD_2015__PRJNA231909.3105829__bin.10	0.8904588774012474	0.8924692309269834	0.7831185382016975	0.5720864961782188	0.8088605555278863	0.8982805647271139	0.7316755192143742	0.5762865002797855	0.9053165090981534	0.9762267345964204	0.7404985747056393	0.882126252076418	0.7613679310233702	0.7770874776244898	0.894907905183501	1.0	0.6490799307421199	0.5440774844506684	0.8524168480633282	0.9575763257581306	0.9768314226869361	0.7769556415582437	0.9652116847770359	0.983020100605567	0.8615686148131004	0.7476235816636541	0.9470851045752974	0.930175517749529	0.541674552416555	0.7279811796691208	0.8387615612905872	0.5451175245288324
FengQ_2015__SID531403__bin.37	0.42544256994125956	0.8340463049438506	0.3510730383950957	0.6194176339769903	0.7626312871397977	0.8192387496537357	0.293424210630734	0.8373473916270118	0.7993774858479287	0.8871966817904732	0.785232617535356	0.8160599101956244	0.5307200690840884	0.7563769215349806	0.7972297214697821	0.45596239230822105	1.0	0.5831945875349814	0.7810239378177347	0.9068628439643829	0.8661606921250972	0.7162559585232041	0.8360537113969401	0.8970493142012995	0.8273297048820273	0.3126384285180961	0.857502131094302	0.8674123884596974	0.5993373953438214	0.7113977632462277	0.7890000547437068	0.5583154250066783
WenC_2017__RA074__bin.11	0.46791297675320387	0.8620364226203643	0.40309829847542744	0.6533717821633475	0.8173740650626296	0.8507573709520181	0.36526115439335227	0.7341667554157416	0.8390364854274018	0.9008151261192624	0.7608253390897348	0.8591134377022455	0.5466167487254268	0.8005395943757664	0.8618873241744288	0.5071302372194505	0.7738225728493369	1.0	0.8530364471970312	0.8934279261935385	0.8925377047031547	0.7953659329166223	0.8893192536339333	0.9046103096386957	0.846245641055049	0.37646210687573217	0.8718752816076417	0.8733608045854598	0.6050939238287171	0.7688176711696582	0.8531768072725088	0.627512213238085
YuJ_2015__SZAXPI017452-17__bin.41	0.48775053980302635	0.8174768313344396	0.43947631114740476	0.6006503790971994	0.7564794526121235	0.8210959817731113	0.4053470286858448	0.6447965313114816	0.8332695208176527	0.8598619034195758	0.7168580557791617	0.8117318886276652	0.5310212375801713	0.7510211213372585	0.8246417538730686	0.5284657097937561	0.6892841470821577	0.5673794778949571	1.0	0.8508047642157818	0.8589624738816705	0.7394614901760208	0.8671143714019185	0.861234296308997	0.7969523287814546	0.41386436486325473	0.8182538425547867	0.8479350173056636	0.573051042263017	0.710868276437271	0.8129023094560704	0.5668901678838268
BackhedF_2015__SID590_12M__bin.1	0.545691722619119	0.8685706479387056	0.4734741652961696	0.6186962841531206	0.8024587823664702	0.8576765570725551	0.4409274498710627	0.7268586170288606	0.8509671793607532	0.9673117572669707	0.749967954424695	0.8560175620288203	0.5703705030400276	0.7746829068374547	0.8496140659180117	0.5739272985105919	0.7737385720210697	0.5744923541891205	0.8225240534966201	1.0	0.922813885971132	0.7461888592372204	0.9071422827055385	0.9538111758812182	0.8497025643835115	0.460138640572262	0.9054502763294349	0.9101375343414433	0.5835079597697214	0.7328635188605331	0.8231765540874878	0.5648435631589317
BackhedF_2015__SID1_12M__bin.3	0.5549677560937827	0.8825248929267082	0.4852327786272243	0.6273684497393809	0.8053137900072578	0.8775194137575911	0.44859908259775727	0.7141211240615847	0.8730833665621512	0.9482161144945538	0.7589075942431431	0.8686394305106528	0.5839019286101557	0.787980180324906	0.8651830358039317	0.5978046030757933	0.7545834253699875	0.5860132733589027	0.8479085925420189	0.942258952417289	1.0	0.7656895003628873	0.9146938550114317	0.9549055058477939	0.8584341194458868	0.46294747743069997	0.9071184016890758	0.9020752711614978	0.5955695467206742	0.7441808929037588	0.833342536998735	0.5784105676247084
WenC_2017__RA064__bin.26	0.5075867239010187	0.8460136307248961	0.4642356258796776	0.6312324586228025	0.7930029835993864	0.8500315556958031	0.42392865073521435	0.675750199101414	0.8518038504627334	0.8946369508849787	0.7473762023304465	0.8616245172729868	0.5660816340841586	0.7954819422948171	0.8708825243220951	0.5534781389151853	0.7263428284255042	0.6078724782574577	0.849679267240012	0.8868895266812591	0.89128645392451	1.0	0.8900768189187249	0.8952977004412789	0.8267675781086952	0.4388650134153448	0.850903093960841	0.879364578481019	0.5887662557747758	0.7526872429838666	0.8483611073544807	0.6086229695412403
BackhedF_2015__SID195_12M__bin.36	0.5403464699130456	0.8436789267527166	0.48125228944684173	0.6086288182036909	0.7857468860903947	0.8466062759041416	0.4589477955485995	0.6790161480862232	0.8771763494772292	0.9105281555255942	0.7462844176537696	0.8430975076501135	0.5698193550054248	0.7670691902700125	0.8486676074132508	0.5752358064771834	0.7092946391063536	0.5686201999313472	0.8335562979561635	0.9020181353871919	0.8907574616324503	0.7446403809360185	1.0	0.9105347903381764	0.8204207658459403	0.4675863215307001	0.8765149634229766	0.8820630635443938	0.592979041325454	0.7207201355736651	0.8220738817809095	0.5695274232518055
VatanenT_2016__G80392__bin.8	0.5496220701428624	0.8699310699663687	0.47926128837651166	0.6194596367152947	0.8007939085637065	0.8579294950990785	0.45223825054662586	0.7163359062431791	0.854482471246662	0.9458498382836871	0.7537257760590234	0.8553353503052785	0.573101656569623	0.776059719636026	0.8505397331985437	0.5840258189118447	0.7586738670546048	0.5765970682543446	0.825327235770235	0.945471786586684	0.9270227941501548	0.7466771657819351	0.907701080162625	1.0	0.8452215971256931	0.466834666435519	0.9149150445429143	0.9012623654409229	0.5831461350828145	0.733450229981449	0.8235605577202438	0.5669734594480375
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	0.5323645160407848	0.8917394549767664	0.45499005389266023	0.6340090433368897	0.8164616869692316	0.8687703953821924	0.4236408615009438	0.730682471011689	0.8725284216367893	0.949167770704122	0.7735253772290809	0.8711938064475787	0.5768421793113152	0.7995673736414477	0.8714325911856776	0.5746501275993732	0.7855275344987279	0.6055518428632283	0.8573954877109884	0.9455774018188285	0.9355800984058872	0.7740924421308508	0.9181781232535691	0.9488871693261268	1.0	0.4317321859159994	0.897418310998558	0.8964213554062663	0.6098784972584698	0.7605450232336377	0.84431195994982	0.5929712872099703
LiJ_2014__O2.UC19-1__bin.21	0.7752705812210046	0.7353437404084133	0.8216045231638197	0.48352059051716256	0.6850877651847226	0.7731718553933787	0.8244633280749643	0.40788830997109055	0.7852801798979882	0.830943537972757	0.6097712388847887	0.7679868051279498	0.6874587581467431	0.6458535669200474	0.7938691995913473	0.8041605191226696	0.47870864706553384	0.4344324648305862	0.7180472143983936	0.8257811766351942	0.8136766336185626	0.6626534575089953	0.8439140417362828	0.8451877729367729	0.6962425244709541	1.0	0.8345699849433753	0.8603855731191666	0.4227508182194612	0.6053046713351237	0.7279837043078081	0.46196169730827386
VatanenT_2016__G78694__bin.4	0.5105179837113212	0.7896047319200689	0.44427050397237383	0.5673430718560065	0.7580918634114147	0.7937612291123126	0.42226485353129284	0.6439227486970821	0.7813965231790834	0.8566545703006883	0.6757765863631631	0.776920013958113	0.527366517227924	0.704195118186563	0.7698085616191145	0.537685740869428	0.6930169849211795	0.5310496494338083	0.7493121570972979	0.8576708247162389	0.8415188662392964	0.6781337643627021	0.8349789114734292	0.874280180843388	0.7638723717515203	0.4404965575421213	1.0	0.8228088074495608	0.5246577251801898	0.6761428371361651	0.752813993507282	0.5104983571939669
BackhedF_2015__SID256_12M__bin.4	0.5122664159077067	0.7907287194088715	0.4824463677827258	0.5912527948614613	0.7386497734314686	0.8142252514407361	0.42397151959997076	0.6427290843695489	0.8115715428981986	0.8583221976558346	0.7156787982423979	0.8140882228468751	0.5671987214255823	0.7408583915536517	0.8339442384526475	0.5344781786172772	0.7095121748390588	0.5383937622698669	0.7858919803931274	0.8725465737296322	0.8469703718592423	0.7092997300166353	0.8504354782180088	0.8716590863256574	0.7722601604008912	0.4596194914589438	0.8327688899976871	1.0	0.5495715247175006	0.6810775632343192	0.8052998754622189	0.5430611514509375
FengQ_2015__SID31865__bin.25	0.39459413623558287	0.7363564177753568	0.32705517251231964	0.5639284336673114	0.680184321603316	0.7516469630209277	0.2984856926784285	0.6359256611931501	0.7514013299211992	0.7693348504518405	0.669381995416385	0.7402390798114017	0.45742643795598237	0.6860712206951186	0.7362651694568836	0.42603609470100734	0.6710401340520751	0.5105896438688734	0.7270034651318515	0.7657222465704688	0.7654217723096378	0.650049794852581	0.7825713868315772	0.7719971814408293	0.719180073948006	0.30912395623214495	0.7268495412006897	0.7522585110947355	1.0	0.6305977732645193	0.7183818815864119	0.5193559343436089
WenC_2017__RA107__bin.12	0.4864497606204408	0.8382399894863385	0.4277189988096311	0.6205562299762347	0.7847062450980475	0.8237310524528928	0.3939034242692036	0.6806892345329971	0.822085765530186	0.8852098562206252	0.7300823822878503	0.8259315078764005	0.5366377512895664	0.764007895355371	0.8264841490547393	0.5233326621888129	0.7280133476323621	0.5929557625900674	0.8242938029210793	0.8790170737481119	0.8741713541477995	0.759570338332658	0.8693627019435952	0.8874802342322459	0.8197265100119879	0.4045497701400221	0.856163339165832	0.8520972985450204	0.5763710513745687	1.0	0.8129322247935389	0.5875603503542884
WenC_2017__N290__bin.87	0.5093045859342111	0.8453674710587397	0.47284581565718975	0.6195168054683242	0.7812783659118547	0.8397931088170228	0.41722085297454253	0.6771960175676871	0.8501331331989531	0.8912052730269796	0.7450622056652842	0.845930915849086	0.5746169444589305	0.7816339672181699	0.8590390375410679	0.5409542358879943	0.7243829126959114	0.5903401150772687	0.8456595856281144	0.8857915171138325	0.8782252585006096	0.7680659445806135	0.8896301973152668	0.8940213632869805	0.8164156295276813	0.43649965875878893	0.855204892106558	0.9038878824225631	0.5890734035164095	0.7293208959792489	1.0	0.5989221614815387
WenC_2017__N310__bin.122	0.46516709092095815	0.8435094532558798	0.42815036007223206	0.6323347040010443	0.8042909514174446	0.8550883319191525	0.38121097404434	0.6881012988708309	0.8475094097426191	0.8810189717816505	0.7591464873920328	0.8449568130887888	0.5485151099797663	0.7928301024737289	0.8646264386571807	0.5060227791919587	0.7377831081522094	0.6249472401714423	0.848816983225638	0.8748319300306768	0.8773573308965907	0.7930928137850011	0.8870972303809587	0.8858761395035136	0.825277397036747	0.3986815482018145	0.8347083523703849	0.8773312229401911	0.612966951678524	0.7587080912908208	0.8620417509736092	1.0
