	XieH_2016__YSZC12003_36695__bin.8	XieH_2016__YSZC12003_37199__bin.80	LiuW_2016__SRR3992987__bin.97	FengQ_2015__SID31137__bin.52	XieH_2016__YSZC12003_37296R1__bin.49	CosteaPI_2017__SID713A062-11-90-0__bin.58	QinJ_2012__T2D-084__bin.22	LiJ_2014__O2.UC47-1__bin.24	VincentC_2016__MM034.2__bin.23	BackhedF_2015__SID42_4M__bin.11	IjazUZ_2017__S33_a_WGS__bin.8	VincentC_2016__MM058.1__bin.1	YuJ_2015__SZAXPI003424-12__bin.38	XieH_2016__YSZC12003_37652__bin.56	LeChatelierE_2013__MH0101__bin.17	ZellerG_2014__CCIS58234805ST-4-0__bin.18	VatanenT_2016__G69211__bin.2	ZeeviD_2015__PNP_Main_319__bin.19	ZellerG_2014__CCIS44093303ST-4-0__bin.45	QinJ_2012__DLM022__bin.52	HMP_2012__SRS012273__bin.44	NielsenHB_2014__MH0101__bin.36	FengQ_2015__SID31873__bin.55	CosteaPI_2017__SID713B026-11-0-0__bin.28	VatanenT_2016__G78521__bin.10	FengQ_2015__SID530227__bin.21	IjazUZ_2017__S34_a_WGS__bin.12	LiJ_2014__MH0336__bin.3	ZeeviD_2015__PNP_Main_448__bin.40	CosteaPI_2017__SID713A089-11-90-0__bin.48	ZeeviD_2015__PNP_Main_381__bin.25	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	XieH_2016__YSZC12003_37880__bin.55	ZellerG_2014__CCMD45988061ST-21-0__bin.51	LiuW_2016__SRR3992973__bin.26	IjazUZ_2017__S32_a_WGS__bin.1	KarlssonFH_2013__S58__bin.29
IjazUZ_2017__S33_a_WGS__bin.8	0.8226464348106421	0.8009763918114133	0.5265428532841914	0.8330915443562967	0.9429222920723711	0.8489295500982403	0.8058236726656473	0.7849798073529989	0.5797808651253163	0.9484640082948868	1.0	0.8203306627631906	0.931724892066272	0.8173962594591768	0.7579748975119697	0.8106059536723607	0.8084825672325836	0.806982517132165	0.6951691869355534	0.8446700560689033	0.8043290246973281	0.7195908320590401	0.8112036734498277	0.8213703117988664	0.7870246014838437	0.8285251743712397	0.6159321073978714	0.7844768862807627	0.8209445889369562	0.7197783383215924	0.8071386561760746	0.8134452097464919	0.8082973263802665	0.5369991156186966	0.7476224955236365	0.6349394220589966	0.773435102531596
VincentC_2016__MM058.1__bin.1	0.9512505743351756	0.8987287568002005	0.5462161574348139	0.8708050486762564	0.8257519649824783	0.8836929139642307	0.8353292110831205	0.8096367321012674	0.5973311958702601	0.8551602305118533	0.6780319495996577	1.0	0.8393903909224075	0.8232797671259908	0.8826547176143377	0.823355817025095	0.8154385616198628	0.8384112484714402	0.7250606022633487	0.8809917022070315	0.8324613521038312	0.8307996330016233	0.85331213154328	0.8300551217734606	0.817816561305869	0.9519453938679008	0.5234446859412831	0.8139529959771332	0.8291034897973587	0.7457803108539626	0.8363753292975035	0.9519844270547516	0.8446690893168616	0.5753278571644622	0.7730626360220142	0.537281158493463	0.7972032937672211
YuJ_2015__SZAXPI003424-12__bin.38	0.8308659468429226	0.7854209062827606	0.5070670546090583	0.8266037661806175	0.9323104996720429	0.8415164230814511	0.8018058662271481	0.7608196404244942	0.562144082477001	0.9690017491044249	0.7493510934705707	0.8167712205048857	1.0	0.7921695341888247	0.7485729662456483	0.7905019985760496	0.7793783671661705	0.8007290738155703	0.6802571239565639	0.83833509925607	0.7970876290104666	0.7107337268818289	0.8009136547873325	0.8005007652331859	0.7726308604808916	0.8257555626566205	0.5796429752714756	0.7743894952824636	0.8017695667042276	0.7056809454133661	0.8013648060007736	0.8103226593114583	0.804123709895334	0.514342516131564	0.7306260055948918	0.6019184087634617	0.7508283018550598
XieH_2016__YSZC12003_37652__bin.56	0.8060710177690379	0.773455292790833	0.5024277839871514	0.7927170129289076	0.797903508392759	0.8085602717478866	0.9496708127567915	0.7561778745080295	0.6349278948576843	0.8000052768759995	0.6582914036883117	0.8021798830891281	0.7932425953921645	1.0	0.7291817417844935	0.9539137859508229	0.9479660730555414	0.9769274210615839	0.6545975904885994	0.8022681584881638	0.9518357353410911	0.6944638272957077	0.8074719160729713	0.9880868910611404	0.7420090414217925	0.7997615020459122	0.5018038214686893	0.9229462426678089	0.9867410069963517	0.7646914683581113	0.9613661102182213	0.7911474230039234	0.8871196228493222	0.5023250533160956	0.7753092165130291	0.5196691342611279	0.8398496202614074
LeChatelierE_2013__MH0101__bin.17	0.9651604270778739	0.9142949266232387	0.5424750593660326	0.8758866482805258	0.8239348223535577	0.8871808575870747	0.8248459745109497	0.807125241235767	0.5944538591606547	0.8507753889176923	0.6821283385258029	0.9610387573703741	0.8376213941663052	0.8148196938089641	1.0	0.8151902708395867	0.8072428598447247	0.8276741531695392	0.7272490324693227	0.8866315002708365	0.8244336820803502	0.9139575964527482	0.8523914686047704	0.8200690907391498	0.8238788358956939	0.9607120912870958	0.5289164565998311	0.8089138282159829	0.8192876327012353	0.7445112099943826	0.8253062553340039	0.9611032123680829	0.8349788960850567	0.5823313011974202	0.7685367711841309	0.5513273495258089	0.8007689747828839
ZellerG_2014__CCIS58234805ST-4-0__bin.18	0.8148175918798828	0.7821027905077492	0.5063558640785263	0.7993116567332578	0.8034089922842382	0.8172391715408901	0.9614934687065606	0.764570952141789	0.6490172114272381	0.8106882436718091	0.6618285345174697	0.8133211068696317	0.8024925766205163	0.9670730614201953	0.7395770345466367	1.0	0.9429819007550718	0.9730355255126649	0.6635458357224261	0.8108567013873574	0.9574644268240456	0.702574244465723	0.8040358712493615	0.9790964463105057	0.7507454680748442	0.8096833307960338	0.5087284999438	0.9172950869819463	0.9765462469072216	0.7697685271474446	0.963182883330227	0.8013732718500612	0.9021439943543901	0.5089510234802169	0.7882179194049345	0.5250360320240394	0.848247911707669
VatanenT_2016__G69211__bin.2	0.7926449161425946	0.7668238800677079	0.501989751928332	0.7878648037106516	0.8011986012466096	0.8040237064709611	0.933547514920849	0.7554734211343468	0.6358820923454068	0.8020323335921686	0.6539417357109341	0.797991797426861	0.7838249723064138	0.9520848453394785	0.725539963265034	0.9341918074908491	1.0	0.9455901901769557	0.6528060837230779	0.797350464853354	0.9305394537227806	0.6867493501750556	0.7964428735476813	0.9597691371878032	0.7387118067071548	0.7957789886199411	0.5006315363946369	0.9002300762988429	0.9571227593707499	0.7609656241512034	0.9364048982021967	0.7815591654670458	0.8787472674651422	0.5014624496959167	0.7743315587919437	0.5207984153588298	0.840108459909596
ZeeviD_2015__PNP_Main_319__bin.19	0.7956670065845382	0.7658100188051339	0.4891241358136373	0.7903782682829213	0.7752782392254258	0.8087909888868786	0.9751470693048679	0.7545428378756229	0.6341178857108395	0.7983353618754695	0.6347211028690165	0.7978379578611491	0.7830811362028981	0.9541036859158868	0.7233807299462163	0.937371639884428	0.9195034731930898	1.0	0.6501115698174861	0.8009671211697561	0.952992784969051	0.6866324555776685	0.7955710620240465	0.9518742084573759	0.7375908046733225	0.7947155106717764	0.4884540315904319	0.9243832135396963	0.9594031151828155	0.7579144667949582	0.9752776909707945	0.7838474591139108	0.8864243929450594	0.496982406508879	0.7778762808598826	0.5024872941989178	0.8315989298069596
ZellerG_2014__CCIS44093303ST-4-0__bin.45	0.8918179880756683	0.8694435435035376	0.5884836698178969	0.9756445022298067	0.842588367344317	0.9813256214747081	0.8324902227624543	0.8485679556505948	0.6188106606250147	0.8640526220665428	0.702037772878771	0.8858966505119114	0.8541721698366392	0.8208406022106068	0.8160971263377652	0.8207392353595734	0.8150528365911807	0.8347165978187473	1.0	0.97216635215372	0.8335566865077025	0.77291713559101	0.8919936202238131	0.8273120661221601	0.9161449764190083	0.8953957451616247	0.5416555283386343	0.812968304732688	0.8242990420656593	0.7626657088437826	0.8337287989735198	0.8737057028180865	0.8391475259009022	0.5980337998613597	0.8089379164994084	0.5554104468747069	0.7975747980890237
QinJ_2012__DLM022__bin.52	0.8586055595428698	0.8178879810081158	0.5274754320101585	0.9773520399712914	0.8143137525534146	0.9842684812013471	0.8053218682714073	0.8015058245459062	0.5678200739800143	0.840696047038039	0.6690109313752554	0.8442221056699608	0.8255932203389831	0.7890056865234915	0.7803294595042235	0.786601060012146	0.7807769281731353	0.8065698669463921	0.762459421410037	1.0	0.7980454645834484	0.7402157290343951	0.8379494009827196	0.7964615193507426	0.882654585104621	0.8620507370396953	0.5121829625131121	0.7812232926627284	0.7958654005410478	0.7168189974051786	0.8043067134102578	0.8367611660133606	0.8063926461657374	0.5357893501904709	0.7484956937006569	0.5291594434936233	0.7569937337823662
HMP_2012__SRS012273__bin.44	0.8081173626691514	0.7768642196806786	0.4962554111857727	0.7982257003889717	0.7864800333592162	0.8134204541178587	0.9671631055572723	0.7609846004580597	0.6439440810681551	0.8064523393905788	0.6456454738378165	0.8084687479061314	0.7955524029112938	0.9487173389730291	0.7353681690577043	0.9413417460628977	0.923478450866706	0.9725930705768159	0.6625605044951992	0.8088013888669351	1.0	0.6996115038938436	0.8061469755480918	0.9553918400010967	0.7522489284638688	0.8078995653705933	0.4984199554361828	0.925868485961866	0.9580953521329097	0.7700404638564894	0.966142941332234	0.7966124336938716	0.8994429732674448	0.5063580165142668	0.7847112171483829	0.5120470442164886	0.8477532537055965
NielsenHB_2014__MH0101__bin.36	0.955689532967549	0.9086261272319333	0.5316501452999367	0.8714702692835045	0.8199297340775554	0.8824744452356482	0.8235601730220904	0.8042353967714714	0.5899088460789447	0.846004309405992	0.68034343441666	0.9503370451077302	0.8355103884759142	0.8152797736359122	0.9601903875664509	0.8135778251767769	0.8027354414208452	0.8253688845597852	0.7236116433704577	0.8835980936859195	0.8240226482713443	1.0	0.8488928438092408	0.817802380882555	0.8226614190197107	0.9491038326956656	0.5299346866981443	0.8023001512147431	0.816779564228701	0.7410181441215886	0.8234759817672387	0.9529995317582265	0.8324496821327045	0.5838368607437103	0.7613373986780491	0.5517906376029448	0.8004744696198081
FengQ_2015__SID31873__bin.55	0.8526482736068359	0.8205416971756393	0.5276747542102382	0.8575802771044082	0.8025306215299747	0.8700525346735954	0.8177412223019997	0.8002715594765015	0.5867656697637716	0.8231785254746959	0.6618475996843655	0.8423155066148191	0.812486475342826	0.8180314070619682	0.7727800723684678	0.8034665775686185	0.8033676218640923	0.8252551734923829	0.7206425011907386	0.8631768193418593	0.8193735648934733	0.7325518771015647	1.0	0.8164846554678002	0.8096274232417946	0.8507318598980586	0.508517299476075	0.7983150516460628	0.8200666813583661	0.7224656463044452	0.8204966268332042	0.8303296390818162	0.8132336193475463	0.5368590094477106	0.762630714656392	0.5238601255429413	0.7699025371617059
CosteaPI_2017__SID713B026-11-0-0__bin.28	0.8030488539589625	0.7685014595163967	0.4986763849303058	0.7862713562202829	0.7963327741805802	0.8044602010395688	0.9486898223648885	0.7523187903643599	0.6335375601283553	0.8009983958368384	0.6542993682739948	0.799987534280728	0.7928693031801743	0.977343208181954	0.7258997944960934	0.9552724995127542	0.9452264901809556	0.9640470887686924	0.6525847071999662	0.8010436500070242	0.9481098471408527	0.6890381906327755	0.7971819145456898	1.0	0.7377272356254154	0.7979826079617355	0.5013752547976361	0.9222494487597859	0.987457237585504	0.7577694191752191	0.950136984095519	0.7882074295686862	0.8871463719759526	0.4992065250405483	0.7705982823404901	0.5191586166993996	0.8421181950082707
VatanenT_2016__G78521__bin.10	0.8670211040369497	0.83620481923166	0.5466219432794586	0.9533631941913917	0.8192541424584736	0.9643427555732598	0.8118631651453322	0.817425372374255	0.5856355541874987	0.8432006192468998	0.6814614468257184	0.8567372900856368	0.8318162236953981	0.797768055520977	0.7926930676486498	0.7961776894576384	0.7907871934791973	0.8119881009233629	0.785501866869461	0.9649340880782147	0.8114358485711979	0.7534102714410844	0.859231328099007	0.8018835426535725	1.0	0.8679035006914471	0.5216702464991954	0.7891772118951536	0.8023414896177312	0.7366290425890677	0.8107158080726921	0.8485132566970028	0.813318938558908	0.5570746015974578	0.7713085287529584	0.5401242266015129	0.7678593657698601
FengQ_2015__SID530227__bin.21	0.9522115153369592	0.9047563937398876	0.5372885360365192	0.8678534410633294	0.8222402844848707	0.8806932822684721	0.8171929813666701	0.8005073272129267	0.5784309297696323	0.8470608724910266	0.6710266848525016	0.9327921993607107	0.8315491870005906	0.804283277876322	0.8646016692428679	0.8031812885371656	0.7968161992432856	0.8183271496977997	0.7180904365164943	0.8814969102522269	0.8151379010941986	0.8130274955372819	0.8444981262793972	0.8113159401177187	0.8118065286093821	1.0	0.518605949613344	0.7925042143188611	0.8112688007171963	0.7247898768278515	0.8187742683231132	0.9250741810446543	0.8203463814441254	0.5720621709415799	0.7581144691426048	0.5336898521008365	0.7777642600920658
IjazUZ_2017__S34_a_WGS__bin.12	0.7990542373482726	0.7816250200675057	0.515633818888489	0.8054519662213232	0.9139974055151747	0.8165544163953219	0.7802966771276867	0.7518506456316134	0.5605274298984261	0.9211737426571546	0.7741208132831666	0.7959494410556307	0.9058135865062259	0.7831128079636623	0.738672125758267	0.783116312248417	0.7779034696580409	0.7805141618002738	0.6741074312957597	0.8127461349381789	0.7803886646024969	0.7044589176271875	0.7833458428998482	0.7910451945414633	0.7572146105020348	0.8047839619399633	1.0	0.7598454522816069	0.7923266676726884	0.6954014366253387	0.7783351537362575	0.7874861553374966	0.7813926421847113	0.5173844281412463	0.7199301158012799	0.626037405173507	0.7427149752761759
LiJ_2014__MH0336__bin.3	0.8263211877584805	0.7950291096430229	0.5067451819343525	0.8216271341023079	0.8001793280111673	0.8356261560828193	0.9855562504169779	0.7815456373659164	0.6514567285028164	0.8218413599602927	0.6600826551102985	0.8286216596858754	0.8101771212355597	0.9642930510029099	0.7563262244855317	0.945347625810037	0.9364903176803783	0.9888977925645592	0.677363540987741	0.829941032902951	0.9705258357704396	0.7140234358103229	0.823311908303708	0.9741572646539798	0.7669017383673233	0.8233522314460392	0.5087067928365571	1.0	0.9682790302797473	0.787964055217778	0.9903979600888869	0.8175273702492923	0.9166579299858283	0.5210038849514766	0.80089341420445	0.5220810260553482	0.8631332841146614
ZeeviD_2015__PNP_Main_448__bin.40	0.7954491541604297	0.762221838340374	0.49536710630322056	0.781116126371333	0.7914336857423802	0.7987491145691702	0.9438289018398501	0.7450484063071604	0.629004826717295	0.7950646753668252	0.6489674175230309	0.792969672323781	0.7880630561752309	0.9685603521500644	0.7196712906061816	0.9455100839241027	0.9354235424451639	0.9642538039430911	0.6452438554337695	0.7943329120735158	0.9435336893516043	0.6829223639370738	0.7945662718285734	0.979918249697142	0.7325129649665568	0.7918442005417142	0.4983533948334095	0.9096857798500051	1.0	0.7542118405141739	0.9497079421389033	0.7808017657095611	0.8757953035453876	0.4941782664648807	0.7649430830873688	0.515436182994824	0.8330946010691569
CosteaPI_2017__SID713A089-11-90-0__bin.48	0.8587016386026572	0.8369690401399431	0.5446558706891821	0.863426356568397	0.8295461085361789	0.8734027873510528	0.9218428156715889	0.8065125856408458	0.6549010186559523	0.8530857137885944	0.691020743855742	0.8662475356716959	0.8423703191146219	0.9115762867708567	0.7942409668063509	0.9051420978878716	0.9032104526333682	0.9251106856487423	0.7250309839512501	0.8688718027306029	0.9209700118180687	0.7524516135076643	0.8501223297254541	0.9132546398968897	0.8167481640503185	0.8591526792752834	0.531192574291217	0.8990431781102065	0.9159602147328354	1.0	0.9230659456261769	0.8536282675353772	0.9318115506564181	0.558921370360605	0.8154437263186917	0.5455611307335366	0.8729873815683634
ZeeviD_2015__PNP_Main_381__bin.25	0.8007452589773566	0.7712001367467932	0.49149081204868483	0.796420282653302	0.7747785562139916	0.8101929933008707	0.9727254765323367	0.7584965198189652	0.6355580598800179	0.8009614801791018	0.6395156258478502	0.8017574669147733	0.789469999860547	0.9458151877582901	0.7266192185854136	0.9347082387595697	0.9172723322604657	0.9824546021771514	0.6541206362426223	0.8045973377177728	0.9536390539121194	0.6900989605504003	0.7968043997562748	0.9450433636728774	0.7418543908989376	0.8010011069255264	0.49067480483137027	0.932598218066676	0.9518840170696007	0.761804317603264	1.0	0.7880840302416969	0.8941240990955851	0.49973027578696716	0.780578420709849	0.5047808219802244	0.8340770136842063
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	0.9578275082026285	0.8975796407119612	0.542119688600399	0.8689195450453339	0.8239215019550239	0.8808993428903251	0.8261477949878161	0.802719422669573	0.5905567574891325	0.8498240812171195	0.6771480529111243	0.958791021483648	0.8387174219506371	0.8177625312576068	0.8890252326749665	0.8170610030692583	0.804356902030631	0.8295987160119312	0.720195714179196	0.8794491408020457	0.8261179118598592	0.8390839979911575	0.8471840664322243	0.8236796807205373	0.8157573153462048	0.9508188992506298	0.5215817110614864	0.8087968675518842	0.8222181636614782	0.740170554326221	0.8279895240778227	1.0	0.8359174018738171	0.5757608374935193	0.7667603004675985	0.5376366391519458	0.7903463570581192
XieH_2016__YSZC12003_37880__bin.55	0.8278033254501055	0.7913280624981245	0.5058996816323434	0.8153777579737708	0.8008245965767126	0.8348089142943851	0.9123842074242001	0.7684353727245602	0.6204055946193998	0.8242646488472124	0.6565510529119911	0.8300853472177793	0.8121244402521349	0.894734137811354	0.7536359194359407	0.8975063370620605	0.8824557792816996	0.9154196842141619	0.6749408474819061	0.8269853249665807	0.9101450744169535	0.7151757420038648	0.8096262761175566	0.9045969956918736	0.7629661357141927	0.8227360821018267	0.5049993007575033	0.8848843022607331	0.8998931036571798	0.7883755322877346	0.916625948294556	0.8156529254664118	1.0	0.5166208809096607	0.7740245000982336	0.5190017025280872	0.8776850770327432
ZellerG_2014__CCMD45988061ST-21-0__bin.51	0.9183321891162067	0.9070241200970296	0.6100908508398554	0.8786990251270081	0.8276035516499611	0.8896450638473157	0.8306396173737929	0.8329832028925809	0.6418733122797382	0.8488921689779853	0.7051938303812532	0.9140903473843196	0.8398267655270264	0.8190949242528263	0.8497551375348986	0.8186065723831755	0.8141509908920317	0.8297688681404183	0.7776616778799945	0.8883475216257037	0.8283850519474576	0.8109309350542359	0.8641061375806673	0.8229580301157948	0.8448805437319786	0.92756441942423	0.5405954505927044	0.8131257723465605	0.8209364272964438	0.7645278960135475	0.8282617053412056	0.9082841319968877	0.8352366241017896	1.0	0.8230614673440432	0.5535768227378828	0.8042848642958488
LiuW_2016__SRR3992973__bin.26	0.7894637100505809	0.7617833065820055	0.5285334888702491	0.7913465692969421	0.7560513212876712	0.8049060441889102	0.8335205828036609	0.7587019426592215	0.6105066110066143	0.7755122491215681	0.632219395469113	0.7909315946050932	0.7682152669424912	0.8140945800414857	0.7221689913698232	0.8163869615423384	0.8095506366383749	0.8363290301322319	0.677377365842042	0.7991506281502562	0.8266752687462164	0.6809575541014413	0.7904450014117392	0.8180427341409228	0.7532872302738185	0.7915642247017222	0.4843952716463237	0.8049001496620373	0.818286767553459	0.7182690250275716	0.8331035450274066	0.7789144226694072	0.8058288323708553	0.5300084468570088	1.0	0.4976452838774669	0.765700661778532
