	XieH_2016__YSZC12003_36695__bin.8	XieH_2016__YSZC12003_37199__bin.80	LiuW_2016__SRR3992987__bin.97	FengQ_2015__SID31137__bin.52	XieH_2016__YSZC12003_37296R1__bin.49	CosteaPI_2017__SID713A062-11-90-0__bin.58	QinJ_2012__T2D-084__bin.22	LiJ_2014__O2.UC47-1__bin.24	VincentC_2016__MM034.2__bin.23	BackhedF_2015__SID42_4M__bin.11	IjazUZ_2017__S33_a_WGS__bin.8	VincentC_2016__MM058.1__bin.1	YuJ_2015__SZAXPI003424-12__bin.38	XieH_2016__YSZC12003_37652__bin.56	LeChatelierE_2013__MH0101__bin.17	ZellerG_2014__CCIS58234805ST-4-0__bin.18	VatanenT_2016__G69211__bin.2	ZeeviD_2015__PNP_Main_319__bin.19	ZellerG_2014__CCIS44093303ST-4-0__bin.45	QinJ_2012__DLM022__bin.52	HMP_2012__SRS012273__bin.44	NielsenHB_2014__MH0101__bin.36	FengQ_2015__SID31873__bin.55	CosteaPI_2017__SID713B026-11-0-0__bin.28	VatanenT_2016__G78521__bin.10	FengQ_2015__SID530227__bin.21	IjazUZ_2017__S34_a_WGS__bin.12	LiJ_2014__MH0336__bin.3	ZeeviD_2015__PNP_Main_448__bin.40	CosteaPI_2017__SID713A089-11-90-0__bin.48	ZeeviD_2015__PNP_Main_381__bin.25	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	XieH_2016__YSZC12003_37880__bin.55	ZellerG_2014__CCMD45988061ST-21-0__bin.51	LiuW_2016__SRR3992973__bin.26	IjazUZ_2017__S32_a_WGS__bin.1	KarlssonFH_2013__S58__bin.29
IjazUZ_2017__S33_a_WGS__bin.8	0.978977218806559	0.978949752446652	0.9781982973656262	0.9780407578427732	0.9998079814656836	0.978653864746844	0.9781678945910416	0.9781684758225337	0.9781641919076854	0.9997247708276186	1.0	0.9790115533961402	0.9997961351717327	0.978710222640647	0.978647330111596	0.9794165157163858	0.9791902371333542	0.9781385659519453	0.9781688659737477	0.9785470458940756	0.9781916716750202	0.9784237437623415	0.9782430862508679	0.9789731984020921	0.9784789433700571	0.9791253327657272	0.9996372907030138	0.9780183090791681	0.9793329186982723	0.9778739743803914	0.9781857593628319	0.9789384385172458	0.9782163826531338	0.9784803521337921	0.9786833427617696	0.9997617730234846	0.9780447095286569
VincentC_2016__MM058.1__bin.1	0.9978383950461757	0.9964273940602622	0.985767909763928	0.9815492783956689	0.9781208535298643	0.9821119121570345	0.9824356517043099	0.9829245026910844	0.9824549685483333	0.9778465155801163	0.9790115533961402	1.0	0.9782460677643157	0.9824382093730182	0.9980365868464374	0.9823422176498053	0.9824487961091137	0.9822921766796715	0.9822426011500295	0.9820801176086289	0.9823863883116212	0.997838276973775	0.9833905094605616	0.9824307663743088	0.9822136353909733	0.9978236318718098	0.9785431474581453	0.9822725438014864	0.9822273234858176	0.9824960779758087	0.9823474050659615	0.9989590657130619	0.9825302841205468	0.9969962887968933	0.9831149306709033	0.9784204291358118	0.9822616083490173
YuJ_2015__SZAXPI003424-12__bin.38	0.978143462833749	0.9784291371173052	0.9774140925669796	0.9775846727402574	0.9998353905753212	0.9782382154617193	0.9776947845541011	0.9778723771112842	0.9776990099335743	0.9996618408844206	0.9997961351717327	0.9782460677643157	1.0	0.9774395531079707	0.9779095352142844	0.9783931514220444	0.9778567494232526	0.9774085435545973	0.9778795056708413	0.978208796727558	0.9775936985035387	0.977768124024135	0.977804504720642	0.9778830482399354	0.978198307461041	0.9783428991186442	0.9996090235526436	0.9773866941184157	0.9783153780400616	0.9775096373649726	0.9775961112329528	0.9782127004832647	0.9775514959772458	0.9780997990394769	0.9782266704392322	0.9996269852209775	0.9772975535818951
XieH_2016__YSZC12003_37652__bin.56	0.9826096903319015	0.9849827623748004	0.9831668209026057	0.9814416278595466	0.9780796580155078	0.9821253326918157	0.999679612745206	0.9831040344344593	0.9993119123597826	0.9770143393949176	0.978710222640647	0.9824382093730182	0.9774395531079707	1.0	0.982231954996909	0.9990834250889062	0.9995305465971365	0.9996467474765932	0.9826080636530162	0.9820108583847751	0.9996703152661872	0.9819735944411392	0.9865829692558533	0.9995770212009246	0.9825750520319901	0.9825182942676002	0.9784218838578609	0.9995423018748745	0.9990049711618	0.9934886030824662	0.9996655545247582	0.9822160182670174	0.9962237627048554	0.9821595454506087	0.9930271286888555	0.9786138571079421	0.9966896646685454
LeChatelierE_2013__MH0101__bin.17	0.9983094982992617	0.9960092898161934	0.9855046738833487	0.9812618439541583	0.9778619699249408	0.9819053635879293	0.9822870848238433	0.982746895661426	0.9821229580853489	0.9776532924854447	0.978647330111596	0.9980365868464374	0.9779095352142844	0.982231954996909	1.0	0.9820801659069333	0.9822386680079216	0.982213460828289	0.9819120210017221	0.9818078361155806	0.9822152635058995	0.9994773407660991	0.9833926675755384	0.9822167996856118	0.9820751811459717	0.9973000419032191	0.9781083643820393	0.9821885033422365	0.9820086129571064	0.9821559432338538	0.982224185763691	0.9984090762607255	0.9822020938801468	0.9964966094483015	0.982785193752529	0.9779873033102531	0.9819818778853759
ZellerG_2014__CCIS58234805ST-4-0__bin.18	0.9825930897248277	0.984776566649433	0.9830136050197434	0.9813200145676225	0.978936150016576	0.981924257230358	0.9992297821134246	0.9829268646706479	0.9986498152621077	0.9779892514748422	0.9794165157163858	0.9823422176498053	0.9783931514220444	0.9990834250889062	0.9820801659069333	1.0	0.9992581159131647	0.9992128909828423	0.9824384524601862	0.9817765387478193	0.9991299515120715	0.9818684485407315	0.9863613407697064	0.9992404327513423	0.9821282373168135	0.9824923758991431	0.9793247702542495	0.9991200805437291	0.9997343969499504	0.9927403219232962	0.9992343828428489	0.9821785560330287	0.9959565927504442	0.9820493818118182	0.9927667426117778	0.9793179231477969	0.9962999957228292
VatanenT_2016__G69211__bin.2	0.9828853947034063	0.9850565528331009	0.9831595167992075	0.9813877158745868	0.9788080474495381	0.9821942632387304	0.9995440235452955	0.9831030504214349	0.9991115703990685	0.9778870357485746	0.9791902371333542	0.9824487961091137	0.9778567494232526	0.9995305465971365	0.9822386680079216	0.9992581159131647	1.0	0.9996106482631887	0.9826646370427948	0.982046833195301	0.9995110430354837	0.9821165490678365	0.9865690248168021	0.9999302412434036	0.9823290688353664	0.982641058667993	0.9789333917453267	0.9994347695041708	0.9991507135214006	0.993300670210821	0.999571305205556	0.9824386656307509	0.9962730755331378	0.9822954697686159	0.9929082610140028	0.9790736206912417	0.9966801650136001
ZeeviD_2015__PNP_Main_319__bin.19	0.982647300447142	0.9849326807532425	0.9829400455249705	0.980989351435575	0.9774147120300647	0.9816909180079724	0.999760491027128	0.9828386787849855	0.9992657433953651	0.9768272585100434	0.9781385659519453	0.9822921766796715	0.9774085435545973	0.9996467474765932	0.982213460828289	0.9992128909828423	0.9996106482631887	1.0	0.9823857043103972	0.9815131011540515	0.9996049142511471	0.9820055062412318	0.9865419128380566	0.9996866702377044	0.9819155851275158	0.9824237010811554	0.9779049987905835	0.9997501552818285	0.9991116749456047	0.9931907119669173	0.9998837750047116	0.9822092071894786	0.9962593041922326	0.9822729323615167	0.9931300451148593	0.977746027303771	0.9966340576927324
ZellerG_2014__CCIS44093303ST-4-0__bin.45	0.9827508260805646	0.9827382680095359	0.9822106072472778	0.9981949644070502	0.9778911941144551	0.9983424246222843	0.9825053879253396	0.9834424340563486	0.9829507659642117	0.9775210277009422	0.9781688659737477	0.9822426011500295	0.9778795056708413	0.9826080636530162	0.9819120210017221	0.9824384524601862	0.9826646370427948	0.9823857043103972	1.0	0.998098176178833	0.9824849125259023	0.9816833945397181	0.9851982883646638	0.9825722320982434	0.9978341627545531	0.9832478205794689	0.978234919908794	0.9825535143536552	0.9824675380128695	0.9824508695649165	0.9825075255571318	0.9823211341706473	0.9823908408716372	0.9824705596390587	0.9828847206869868	0.9779393452398681	0.9824745084159958
QinJ_2012__DLM022__bin.52	0.9824753177621609	0.9825738867001408	0.9824304328087365	0.9987653067435321	0.978105095946247	0.9990923014316481	0.9816488131902862	0.9834761764538743	0.9823224282141095	0.9778558928887174	0.9785470458940756	0.9820801176086289	0.978208796727558	0.9820108583847751	0.9818078361155806	0.9817765387478193	0.982046833195301	0.9815131011540515	0.998098176178833	1.0	0.9816369736487329	0.981731344574904	0.9843911600364414	0.9821050882216396	0.9985355767286644	0.9832780155402171	0.9785961128231994	0.9817422566557347	0.9819525982778271	0.9821942710277872	0.9816822806473529	0.9821659440277298	0.9819679190808829	0.9826747256048003	0.9826612608037505	0.9782454577181362	0.9819969510833209
HMP_2012__SRS012273__bin.44	0.9825822915925595	0.9849107394459714	0.982861073018656	0.9814059489397422	0.9775840575609074	0.9820055648991749	0.9995779640540501	0.9832012417272714	0.9996333192062751	0.9771971721392089	0.9781916716750202	0.9823863883116212	0.9775936985035387	0.9996703152661872	0.9822152635058995	0.9991299515120715	0.9995110430354837	0.9996049142511471	0.9824849125259023	0.9816369736487329	1.0	0.9820440887052609	0.9866639435587885	0.9995885769036151	0.982182577950408	0.9825071265915362	0.9779306334404396	0.9995299818972777	0.9990092387826515	0.9935878979157308	0.9996422371543447	0.9822894742664529	0.9964198966653406	0.9822560269313018	0.9930690711332455	0.9778863650705755	0.9968883550093557
NielsenHB_2014__MH0101__bin.36	0.9981539748414423	0.995874100780084	0.9854979673725959	0.9812233937264352	0.9777983854357666	0.9817894843555803	0.9820766172996093	0.9825364788772213	0.9819249481910146	0.9775716259626648	0.9784237437623415	0.997838276973775	0.977768124024135	0.9819735944411392	0.9994773407660991	0.9818684485407315	0.9821165490678365	0.9820055062412318	0.9816833945397181	0.981731344574904	0.9820440887052609	1.0	0.9832193630616763	0.9820003896316087	0.9819058290800106	0.9971009959207368	0.977941491944836	0.9819725429668151	0.9817716953557823	0.9820080398077206	0.9820029575244508	0.9981919849854191	0.9819760854140421	0.9963480702990118	0.9826498805007111	0.9779295996149414	0.9817791161906032
FengQ_2015__SID31873__bin.55	0.9846856600877196	0.9839067486201837	0.983425814806053	0.9839510868159611	0.977863992563458	0.9845172891578373	0.9864912748615936	0.9850255921914057	0.9863757748691722	0.9775647973111264	0.9782430862508679	0.9833905094605616	0.977804504720642	0.9865829692558533	0.9833926675755384	0.9863613407697064	0.9865690248168021	0.9865419128380566	0.9851982883646638	0.9843911600364414	0.9866639435587885	0.9832193630616763	1.0	0.986516630493231	0.9850360191301251	0.9834578964432664	0.9782762046182567	0.9864747585401651	0.9863255210130276	0.9850345159016386	0.9864837888988969	0.9832017769613509	0.9859789735303692	0.9829175065168668	0.9861668461061629	0.9782065297632488	0.9861654630197831
CosteaPI_2017__SID713B026-11-0-0__bin.28	0.9826234129557847	0.9849050694017826	0.9831833986899358	0.9814916985148763	0.9783679738492591	0.982182813687688	0.9997317873672289	0.9830235919373687	0.999237924121082	0.9774177554076576	0.9789731984020921	0.9824307663743088	0.9778830482399354	0.9995770212009246	0.9822167996856118	0.9992404327513423	0.9999302412434036	0.9996866702377044	0.9825722320982434	0.9821050882216396	0.9995885769036151	0.9820003896316087	0.986516630493231	1.0	0.9823159949924799	0.9824697763162107	0.9788603142213614	0.9996384522988835	0.9991196897236638	0.9933437581176474	0.9997327802903183	0.9822565970665302	0.9963403562566483	0.9822199333622901	0.9930144858717085	0.9787801358969724	0.9968447586992909
VatanenT_2016__G78521__bin.10	0.9828511512156071	0.9827845051524143	0.9825176630040978	0.9986222612199058	0.9782607294297535	0.9987973882389389	0.9820317491942268	0.9836768831742259	0.9830154970932	0.977831450090118	0.9784789433700571	0.9822136353909733	0.978198307461041	0.9825750520319901	0.9820751811459717	0.9821282373168135	0.9823290688353664	0.9819155851275158	0.9978341627545531	0.9985355767286644	0.982182577950408	0.9819058290800106	0.9850360191301251	0.9823159949924799	1.0	0.9833247797094132	0.9784622192912429	0.982158989422387	0.9821660490137927	0.98274107890328	0.9820277233590089	0.9822754430961399	0.9822054642189131	0.9824865335720142	0.982950341701335	0.9783044131475335	0.9822209645867538
FengQ_2015__SID530227__bin.21	0.9973911956967847	0.9972479663154322	0.9855803442550304	0.9826664591553085	0.9781993262814599	0.9832257378002306	0.9825680431452719	0.9829361963888926	0.9827578886959679	0.978007870386878	0.9791253327657272	0.9978236318718098	0.9783428991186442	0.9825182942676002	0.9973000419032191	0.9824923758991431	0.982641058667993	0.9824237010811554	0.9832478205794689	0.9832780155402171	0.9825071265915362	0.9971009959207368	0.9834578964432664	0.9824697763162107	0.9833247797094132	1.0	0.9787707979885231	0.9823991520135404	0.9822815666568896	0.9824849189050986	0.9824846668437529	0.9981757546085577	0.9826006424822828	0.9979164975645596	0.9830459534731324	0.9785766552978283	0.9824350459992168
IjazUZ_2017__S34_a_WGS__bin.12	0.9785692338433261	0.9784640327462596	0.9777934087442515	0.9783514304577704	0.9997591755897502	0.9787758673224156	0.9779036121108965	0.9779522953226042	0.9777409878879902	0.9994165382171034	0.9996372907030138	0.9785431474581453	0.9996090235526436	0.9784218838578609	0.9781083643820393	0.9793247702542495	0.9789333917453267	0.9779049987905835	0.978234919908794	0.9785961128231994	0.9779306334404396	0.977941491944836	0.9782762046182567	0.9788603142213614	0.9784622192912429	0.9787707979885231	1.0	0.9778153258321775	0.9790943588575522	0.9776286726900111	0.9779815873528633	0.9784980538362164	0.9778586450199329	0.9779375471469681	0.9780638468430235	0.9995028663028717	0.9777161920393782
LiJ_2014__MH0336__bin.3	0.9825814595935147	0.9848207947476431	0.9828478619796444	0.9812664375089566	0.9772745722261101	0.9819577177384161	0.9997693932811617	0.9828259194490425	0.999167880783448	0.9770498208703844	0.9780183090791681	0.9822725438014864	0.9773866941184157	0.9995423018748745	0.9821885033422365	0.9991200805437291	0.9994347695041708	0.9997501552818285	0.9825535143536552	0.9817422566557347	0.9995299818972777	0.9819725429668151	0.9864747585401651	0.9996384522988835	0.982158989422387	0.9823991520135404	0.9778153258321775	1.0	0.9989713141571431	0.9933591249460348	0.9997530505950177	0.9822011066712175	0.9962393145986896	0.9822070096310449	0.993149783312648	0.9776722258374636	0.9966164878984698
ZeeviD_2015__PNP_Main_448__bin.40	0.9823900946035602	0.9846635812375838	0.98299924526371	0.9813059751570519	0.9788033679839615	0.9820268556336365	0.9990803368994057	0.9828632623941954	0.9986241961884846	0.9778870924034517	0.9793329186982723	0.9822273234858176	0.9783153780400616	0.9990049711618	0.9820086129571064	0.9997343969499504	0.9991507135214006	0.9991116749456047	0.9824675380128695	0.9819525982778271	0.9990092387826515	0.9817716953557823	0.9863255210130276	0.9991196897236638	0.9821660490137927	0.9822815666568896	0.9790943588575522	0.9989713141571431	1.0	0.9928023192141383	0.999108657998674	0.9819971104338954	0.9958806484380628	0.9820122386355526	0.9925009787752541	0.9793024080597748	0.9962897567986676
CosteaPI_2017__SID713A089-11-90-0__bin.48	0.9824314927775928	0.9839018310727682	0.9827332582823565	0.9817196375549608	0.9775939429287783	0.9825471499335323	0.9932153927682156	0.983211768771633	0.9933026476728253	0.9772194874468023	0.9778739743803914	0.9824960779758087	0.9775096373649726	0.9934886030824662	0.9821559432338538	0.9927403219232962	0.993300670210821	0.9931907119669173	0.9824508695649165	0.9821942710277872	0.9935878979157308	0.9820080398077206	0.9850345159016386	0.9933437581176474	0.98274107890328	0.9824849189050986	0.9776286726900111	0.9933591249460348	0.9928023192141383	1.0	0.9931674723254356	0.9824074324501771	0.9944566194337726	0.9821622385308578	0.9892709321968871	0.9774917080039841	0.9930056877056904
ZeeviD_2015__PNP_Main_381__bin.25	0.98264339601039	0.9849307517114462	0.9829214169993058	0.9810746618494003	0.9773429010025666	0.9818428770818812	0.9998296675180925	0.9829477667501475	0.9992233464448385	0.9771775012368493	0.9781857593628319	0.9823474050659615	0.9775961112329528	0.9996655545247582	0.982224185763691	0.9992343828428489	0.999571305205556	0.9998837750047116	0.9825075255571318	0.9816822806473529	0.9996422371543447	0.9820029575244508	0.9864837888988969	0.9997327802903183	0.9820277233590089	0.9824846668437529	0.9779815873528633	0.9997530505950177	0.999108657998674	0.9931674723254356	1.0	0.9822145764961551	0.9962594398069851	0.9823166556978099	0.9931469606629917	0.9778372977285863	0.9966246594862463
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	0.9982030364367871	0.9967899720160938	0.9861243194614882	0.9817049187334179	0.9782540374782493	0.9821906928267917	0.9823329589743266	0.9829462530839076	0.9824343603660609	0.9779443833438513	0.9789384385172458	0.9989590657130619	0.9782127004832647	0.9822160182670174	0.9984090762607255	0.9821785560330287	0.9824386656307509	0.9822092071894786	0.9823211341706473	0.9821659440277298	0.9822894742664529	0.9981919849854191	0.9832017769613509	0.9822565970665302	0.9822754430961399	0.9981757546085577	0.9784980538362164	0.9822011066712175	0.9819971104338954	0.9824074324501771	0.9822145764961551	1.0	0.9823485465729213	0.9972439040367648	0.9830894006238367	0.978415416287798	0.9822000378101673
XieH_2016__YSZC12003_37880__bin.55	0.9826182339860352	0.9844527342048612	0.9829499892839376	0.9813959657118315	0.9775288564734229	0.9821965943611018	0.9962283973706293	0.9833623543034018	0.996107034533613	0.9772498370756562	0.9782163826531338	0.9825302841205468	0.9775514959772458	0.9962237627048554	0.9822020938801468	0.9959565927504442	0.9962730755331378	0.9962593041922326	0.9823908408716372	0.9819679190808829	0.9964198966653406	0.9819760854140421	0.9859789735303692	0.9963403562566483	0.9822054642189131	0.9826006424822828	0.9778586450199329	0.9962393145986896	0.9958806484380628	0.9944566194337726	0.9962594398069851	0.9823485465729213	1.0	0.9823092500254123	0.9908897048617683	0.9777360016821954	0.998374688883875
ZellerG_2014__CCMD45988061ST-21-0__bin.51	0.9964843625402698	0.99639436116537	0.9850459963052917	0.982303224255607	0.9781092681189516	0.9827213445104925	0.9823353203503622	0.9825363945307242	0.982425491771776	0.9778551708874187	0.9784803521337921	0.9969962887968933	0.9780997990394769	0.9821595454506087	0.9964966094483015	0.9820493818118182	0.9822954697686159	0.9822729323615167	0.9824705596390587	0.9826747256048003	0.9822560269313018	0.9963480702990118	0.9829175065168668	0.9822199333622901	0.9824865335720142	0.9979164975645596	0.9779375471469681	0.9822070096310449	0.9820122386355526	0.9821622385308578	0.9823166556978099	0.9972439040367648	0.9823092500254123	1.0	0.9827546130888664	0.9781552033468098	0.9821147089653226
LiuW_2016__SRR3992973__bin.26	0.9834118746390417	0.9846596180467162	0.9832758276977811	0.982111130208827	0.978196408909721	0.9828610356867385	0.9931475607268017	0.983702494581936	0.9928358860316916	0.9779441385537773	0.9786833427617696	0.9831149306709033	0.9782266704392322	0.9930271286888555	0.982785193752529	0.9927667426117778	0.9929082610140028	0.9931300451148593	0.9828847206869868	0.9826612608037505	0.9930690711332455	0.9826498805007111	0.9861668461061629	0.9930144858717085	0.982950341701335	0.9830459534731324	0.9780638468430235	0.993149783312648	0.9925009787752541	0.9892709321968871	0.9931469606629917	0.9830894006238367	0.9908897048617683	0.9827546130888664	1.0	0.9784684567570201	0.9909892415547235
