	XieH_2016__YSZC12003_36695__bin.8	XieH_2016__YSZC12003_37199__bin.80	LiuW_2016__SRR3992987__bin.97	FengQ_2015__SID31137__bin.52	XieH_2016__YSZC12003_37296R1__bin.49	CosteaPI_2017__SID713A062-11-90-0__bin.58	QinJ_2012__T2D-084__bin.22	LiJ_2014__O2.UC47-1__bin.24	VincentC_2016__MM034.2__bin.23	BackhedF_2015__SID42_4M__bin.11	IjazUZ_2017__S33_a_WGS__bin.8	VincentC_2016__MM058.1__bin.1	YuJ_2015__SZAXPI003424-12__bin.38	XieH_2016__YSZC12003_37652__bin.56	LeChatelierE_2013__MH0101__bin.17	ZellerG_2014__CCIS58234805ST-4-0__bin.18	VatanenT_2016__G69211__bin.2	ZeeviD_2015__PNP_Main_319__bin.19	ZellerG_2014__CCIS44093303ST-4-0__bin.45	QinJ_2012__DLM022__bin.52	HMP_2012__SRS012273__bin.44	NielsenHB_2014__MH0101__bin.36	FengQ_2015__SID31873__bin.55	CosteaPI_2017__SID713B026-11-0-0__bin.28	VatanenT_2016__G78521__bin.10	FengQ_2015__SID530227__bin.21	IjazUZ_2017__S34_a_WGS__bin.12	LiJ_2014__MH0336__bin.3	ZeeviD_2015__PNP_Main_448__bin.40	CosteaPI_2017__SID713A089-11-90-0__bin.48	ZeeviD_2015__PNP_Main_381__bin.25	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	XieH_2016__YSZC12003_37880__bin.55	ZellerG_2014__CCMD45988061ST-21-0__bin.51	LiuW_2016__SRR3992973__bin.26	IjazUZ_2017__S32_a_WGS__bin.1	KarlssonFH_2013__S58__bin.29
VatanenT_2016__G69211__bin.2	96244.0	81297.0	59976.0	104035.0	120459.0	101568.0	3020.0	90564.0	4008.0	125825.0	96546.0	99365.0	123137.0	3171.0	91425.0	4917.0	0.0	2612.0	80287.0	101559.0	3228.0	87132.0	75891.0	475.0	92611.0	98004.0	74824.0	3610.0	5767.0	36168.0	2848.0	97375.0	23235.0	62987.0	38959.0	77320.0	19787.0
ZeeviD_2015__PNP_Main_319__bin.19	100734.0	84185.0	60880.0	109625.0	127750.0	108039.0	1704.0	94474.0	3397.0	134971.0	101237.0	103076.0	129071.0	2459.0	93872.0	5383.0	2612.0	0.0	83547.0	108033.0	2747.0	90145.0	78116.0	2176.0	97319.0	101910.0	78740.0	1685.0	6218.0	37653.0	827.0	101743.0	24192.0	64277.0	38989.0	81585.0	20422.0
ZellerG_2014__CCIS44093303ST-4-0__bin.45	87412.0	85281.0	59487.0	10007.0	105854.0	9243.0	82758.0	79838.0	59950.0	110368.0	87089.0	89390.0	107366.0	81121.0	83880.0	81902.0	80287.0	83547.0	0.0	10506.0	82961.0	80446.0	75024.0	81929.0	11275.0	85234.0	66990.0	80595.0	82121.0	76053.0	82871.0	87770.0	83966.0	59569.0	78673.0	69624.0	79427.0
QinJ_2012__DLM022__bin.52	109017.0	103263.0	67145.0	8743.0	129177.0	6473.0	107074.0	95955.0	72725.0	134880.0	103985.0	109608.0	130346.0	102835.0	102852.0	103857.0	101559.0	108033.0	10506.0	0.0	106175.0	97975.0	94763.0	103263.0	9365.0	104441.0	79427.0	103341.0	104065.0	92474.0	106744.0	108119.0	105352.0	67255.0	94028.0	83404.0	98739.0
HMP_2012__SRS012273__bin.44	100624.0	83801.0	60803.0	106105.0	126032.0	104638.0	2918.0	91388.0	1688.0	131463.0	100659.0	101800.0	127431.0	2236.0	93495.0	5855.0	3228.0	2747.0	82961.0	106175.0	0.0	89805.0	76856.0	2810.0	95817.0	101031.0	78636.0	3111.0	6786.0	35298.0	2471.0	100859.0	23020.0	64231.0	38881.0	80948.0	18858.0
NielsenHB_2014__MH0101__bin.36	10708.0	22754.0	46796.0	99317.0	110488.0	97539.0	89592.0	85245.0	64717.0	115166.0	89096.0	12469.0	112741.0	89201.0	3046.0	89534.0	87132.0	90145.0	80446.0	97975.0	89805.0	0.0	86460.0	89344.0	90347.0	16700.0	70950.0	87786.0	90366.0	80921.0	89951.0	10458.0	91067.0	12941.0	80174.0	73916.0	88526.0
FengQ_2015__SID31873__bin.55	91841.0	92878.0	61513.0	96803.0	124948.0	94746.0	77696.0	84286.0	56227.0	129895.0	101280.0	98401.0	126838.0	77196.0	90266.0	77074.0	75891.0	78116.0	75024.0	94763.0	76856.0	86460.0	0.0	77431.0	85212.0	98981.0	77698.0	75943.0	78873.0	76046.0	78001.0	98103.0	80198.0	64503.0	74200.0	80299.0	74915.0
CosteaPI_2017__SID713B026-11-0-0__bin.28	100523.0	83567.0	60411.0	104833.0	124094.0	103253.0	1833.0	92004.0	3478.0	130304.0	99108.0	101250.0	126324.0	2978.0	92992.0	5227.0	475.0	2176.0	81929.0	103263.0	2810.0	89344.0	77431.0	0.0	93980.0	100772.0	76352.0	2402.0	6262.0	36335.0	1829.0	100748.0	23388.0	63940.0	38778.0	79360.0	19141.0
VatanenT_2016__G78521__bin.10	98539.0	95406.0	63333.0	8705.0	118034.0	7686.0	96679.0	88429.0	65921.0	123883.0	97196.0	100990.0	120188.0	92128.0	94168.0	94302.0	92611.0	97319.0	11275.0	9365.0	95817.0	90347.0	85212.0	93980.0	0.0	95915.0	74463.0	93312.0	94831.0	84257.0	96564.0	99673.0	95916.0	64659.0	87154.0	77662.0	90476.0
FengQ_2015__SID530227__bin.21	17601.0	17642.0	54894.0	106585.0	127008.0	104672.0	100933.0	96784.0	70665.0	131991.0	99248.0	14384.0	127600.0	99622.0	16540.0	99633.0	98004.0	101910.0	85234.0	104441.0	101031.0	16700.0	98981.0	100772.0	95915.0	0.0	78007.0	98832.0	101848.0	89947.0	101612.0	11957.0	101133.0	8445.0	91069.0	81010.0	96796.0
IjazUZ_2017__S34_a_WGS__bin.12	78187.0	76857.0	52281.0	79614.0	1005.0	79129.0	78723.0	75686.0	56967.0	2454.0	1282.0	77978.0	1617.0	77154.0	73833.0	73926.0	74824.0	78740.0	66990.0	79427.0	78636.0	70950.0	77698.0	76352.0	74463.0	78007.0	0.0	76966.0	75629.0	71031.0	78248.0	77311.0	78994.0	52118.0	72106.0	1421.0	75567.0
LiJ_2014__MH0336__bin.3	98161.0	82302.0	59277.0	104972.0	124016.0	102821.0	1550.0	91539.0	3697.0	128633.0	98955.0	100180.0	124946.0	3010.0	91873.0	5673.0	3610.0	1685.0	80595.0	103341.0	3111.0	87786.0	75943.0	2402.0	93312.0	98832.0	76966.0	0.0	6793.0	35687.0	1668.0	99237.0	23510.0	63222.0	37416.0	79499.0	19917.0
ZeeviD_2015__PNP_Main_448__bin.40	101685.0	84858.0	61134.0	106000.0	121778.0	104213.0	6301.0	92683.0	6282.0	127625.0	97362.0	102305.0	124051.0	6996.0	93991.0	1823.0	5767.0	6218.0	82121.0	104065.0	6786.0	90366.0	78873.0	6262.0	94831.0	101848.0	75629.0	6793.0	0.0	39407.0	6145.0	102040.0	26189.0	64528.0	41641.0	77443.0	22438.0
CosteaPI_2017__SID713A089-11-90-0__bin.48	90174.0	80536.0	56213.0	94344.0	111099.0	91114.0	37384.0	80932.0	26217.0	116161.0	91390.0	90632.0	113241.0	35479.0	84713.0	39277.0	36168.0	37653.0	76053.0	92474.0	35298.0	80921.0	76046.0	36335.0	84257.0	89947.0	71031.0	35687.0	39407.0	0.0	37698.0	89764.0	30875.0	59593.0	52295.0	73399.0	36497.0
ZeeviD_2015__PNP_Main_381__bin.25	100659.0	84169.0	60794.0	109164.0	127138.0	106544.0	1200.0	93676.0	3575.0	132394.0	101038.0	102505.0	128101.0	2291.0	93547.0	5183.0	2848.0	827.0	82871.0	106744.0	2471.0	89951.0	78001.0	1829.0	96564.0	101612.0	78248.0	1668.0	6145.0	37698.0	0.0	101515.0	24223.0	64002.0	38743.0	81025.0	20390.0
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	11865.0	19862.0	51855.0	109586.0	123511.0	108147.0	100615.0	94368.0	71510.0	129208.0	98314.0	6880.0	125968.0	100253.0	9750.0	100378.0	97375.0	101743.0	87770.0	108119.0	100859.0	10458.0	98103.0	100748.0	99673.0	11957.0	77311.0	99237.0	102040.0	89764.0	101515.0	0.0	101715.0	10939.0	89384.0	79997.0	96979.0
XieH_2016__YSZC12003_37880__bin.55	101653.0	86918.0	60938.0	107168.0	127134.0	105000.0	24311.0	90323.0	17063.0	132480.0	101041.0	102449.0	128798.0	23870.0	94761.0	25638.0	23235.0	24192.0	83966.0	105352.0	23020.0	91067.0	80198.0	23388.0	95916.0	101133.0	78994.0	23510.0	26189.0	30875.0	24223.0	101715.0	0.0	64568.0	49818.0	81634.0	10078.0
ZellerG_2014__CCMD45988061ST-21-0__bin.51	14108.0	14291.0	39867.0	67951.0	79167.0	67172.0	64118.0	63567.0	49294.0	82146.0	66314.0	11998.0	80371.0	63856.0	13009.0	64212.0	62987.0	64277.0	59569.0	67255.0	64231.0	12941.0	64503.0	63940.0	64659.0	8445.0	52118.0	63222.0	64528.0	59593.0	64002.0	10939.0	64568.0	0.0	62025.0	52843.0	62859.0
LiuW_2016__SRR3992973__bin.26	88867.0	79301.0	59983.0	96064.0	111864.0	93614.0	38759.0	83908.0	29680.0	116071.0	91453.0	90626.0	113506.0	38521.0	84363.0	40072.0	38959.0	38989.0	78673.0	94028.0	38881.0	80174.0	74200.0	38778.0	87154.0	91069.0	72106.0	37416.0	41641.0	52295.0	38743.0	89384.0	49818.0	62025.0	0.0	72712.0	46820.0
IjazUZ_2017__S32_a_WGS__bin.1	80659.0	78621.0	52291.0	82889.0	908.0	83325.0	81220.0	79589.0	58125.0	2677.0	868.0	80497.0	1602.0	79190.0	77387.0	76321.0	77320.0	81585.0	69624.0	83404.0	80948.0	73916.0	80299.0	79360.0	77662.0	81010.0	1421.0	79499.0	77443.0	73399.0	81025.0	79997.0	81634.0	52843.0	72712.0	0.0	78559.0
KarlssonFH_2013__S58__bin.29	96616.0	83603.0	58331.0	100789.0	121142.0	98286.0	20488.0	86033.0	14116.0	126061.0	97445.0	98179.0	121622.0	19810.0	92003.0	22059.0	19787.0	20422.0	79427.0	98739.0	18858.0	88526.0	74915.0	19141.0	90476.0	96796.0	75567.0	19917.0	22438.0	36497.0	20390.0	96979.0	10078.0	62859.0	46820.0	78559.0	0.0
