	ZeeviD_2015__PNP_Main_364__bin.14	Obregon-TitoAJ_2015__SM11__bin.23	Obregon-TitoAJ_2015__SM01__bin.37	WenC_2017__N021__bin.24	RampelliS_2015__H21__bin.9	CosteaPI_2017__SID713B044-11-90-0__bin.58	QinN_2014__LV-11__bin.4	LiuW_2016__SRR3993043__bin.20	LiuW_2016__SRR3993054__bin.15	LiuW_2016__SRR3992980__bin.37	CosteaPI_2017__SID713B044-11-0-0__bin.44	LiJ_2014__MH0400__bin.45	LiuW_2016__SRR3992978__bin.42	ZeeviD_2015__PNP_Main_293__bin.1	YuJ_2015__SZAXPI015220-136__bin.34	LiuW_2016__SRR3992956__bin.43	ZeeviD_2015__PNP_Main_634__bin.23	LiuW_2016__SRR3992966__bin.11	Obregon-TitoAJ_2015__SM42__bin.24	NielsenHB_2014__O2_UC12_2__bin.35	ZeeviD_2015__PNP_Main_538__bin.7	LiuW_2016__SRR3993034__bin.53	LiJ_2014__MH0357__bin.54	LiuW_2016__SRR3992961__bin.41	LiuW_2016__SRR3993001__bin.60	Obregon-TitoAJ_2015__SM25__bin.54
YuJ_2015__SZAXPI015220-136__bin.34	0.9748126005270411	0.9701850347007902	0.970559648238307	0.9849720924818649	0.9673333116450055	0.9702328083325595	0.9848024004164901	0.9700653794428186	0.9669022050899889	0.9712183617108452	0.9703635895338896	0.9765445706700048	0.9715336209097345	0.9700024228949319	1.0	0.9709332393252174	0.9780536665387164	0.9698166220201342	0.9695734329019862	0.9766776939845241	0.9790920592571418	0.9711348883168599	0.9760921582013773	0.9696425746464785	0.97075140740812	0.9682745838285141
LiuW_2016__SRR3992956__bin.43	0.9752017925322946	0.970531223249595	0.9712281385079783	0.9671826423933947	0.970537333238024	0.9781140121212983	0.9678880433580062	0.9780732305952444	0.9738634029389492	0.9783914651309026	0.9787487534771427	0.9708881884950342	0.9787121270776942	0.9717943544973844	0.9709332393252174	1.0	0.971247334694819	0.9994360920890193	0.9714320112958273	0.9707537517053206	0.9712014242059552	0.9832269208268207	0.9705936528874549	0.9757933206994106	0.9778750296934914	0.9691070779825933
ZeeviD_2015__PNP_Main_634__bin.23	0.9777927447825433	0.9706051693435521	0.9726423172406996	0.9730005214533791	0.9685934177119919	0.9724217829501505	0.9732438992100967	0.972408629340069	0.9691974555978317	0.9719238576958669	0.9721705120249713	0.9802900404233414	0.9714252989743466	0.9750615243832014	0.9780536665387164	0.971247334694819	1.0	0.9708142530998356	0.9703242567245441	0.9813214948070402	0.9742820701979941	0.9717816725827858	0.9816647700732065	0.9703668558888404	0.9700946021146355	0.9695191182378732
LiuW_2016__SRR3992966__bin.11	0.9742084281284581	0.9707003891567209	0.9702543490205433	0.9673113370967413	0.9695585626184995	0.9777859693134627	0.9679921175415336	0.978114741101369	0.9745052811325172	0.9785534834283506	0.9784755643320838	0.969920541654445	0.9775813487241092	0.9723962013883902	0.9698166220201342	0.9994360920890193	0.9708142530998356	1.0	0.9717456068949781	0.9703445877633028	0.9703812073691592	0.9837103559738023	0.9700188007343346	0.976827210369683	0.9779723412528145	0.9694228435667422
Obregon-TitoAJ_2015__SM42__bin.24	0.9725357425597311	0.9775337465543945	0.9744456739882017	0.9689078265669233	0.9679949179075694	0.9706797151369116	0.9684652229384744	0.9730942392754336	0.9704867849328113	0.9731695680239218	0.971764479136552	0.9709891187437127	0.971036801688914	0.9717807090078109	0.9695734329019862	0.9714320112958273	0.9703242567245441	0.9717456068949781	1.0	0.9718993842727881	0.9718654780041897	0.972471796598754	0.9719908767139236	0.9710901298967142	0.9704643460373478	0.9731967254326114
NielsenHB_2014__O2_UC12_2__bin.35	0.9777820979909279	0.9726393327105326	0.9725850907338316	0.9722806778738174	0.9682192898256278	0.9731420472910813	0.9721234324563659	0.9720512043276517	0.9687797593738824	0.9719049765900822	0.9725633096959437	0.9921437867748286	0.9717208744365785	0.9755034181194179	0.9766776939845241	0.9707537517053206	0.9813214948070402	0.9703445877633028	0.9718993842727881	1.0	0.9743587194131993	0.9714202178679313	0.9899696373215539	0.9707830243871738	0.9695599466696037	0.9684999613750482
ZeeviD_2015__PNP_Main_538__bin.7	0.9747055826132183	0.9717007415188006	0.9720606750742875	0.9769302686278404	0.9686371532922499	0.9719960736506288	0.9770307095787123	0.9726979289110356	0.9690174166171814	0.9722256181191272	0.972311019355803	0.9740330167112582	0.9723834527203501	0.9694334073986172	0.9790920592571418	0.9712014242059552	0.9742820701979941	0.9703812073691592	0.9718654780041897	0.9743587194131993	1.0	0.9716644759362391	0.9754069006468129	0.9701573479934672	0.9722623306832638	0.968565655150423
LiuW_2016__SRR3993034__bin.53	0.9746469977028106	0.9703207422358668	0.9719477773130772	0.9694425121733081	0.9720998473298023	0.9776197176528661	0.9694102094937168	0.978887872314039	0.9739921248710981	0.9787318901924558	0.977800051104689	0.9712747893302921	0.9773295476303797	0.9748508274347701	0.9711348883168599	0.9832269208268207	0.9717816725827858	0.9837103559738023	0.972471796598754	0.9714202178679313	0.9716644759362391	1.0	0.9708713362036331	0.9769778274993136	0.978864753088548	0.972048658919425
LiJ_2014__MH0357__bin.54	0.978281305227377	0.9723904238553285	0.9733995048070879	0.9704106274467789	0.9687260654101842	0.9725320838791974	0.9723119239447205	0.9715607985689982	0.9687022594493498	0.9718872847002976	0.9721653250494353	0.988296416634063	0.9722907355567695	0.9717654972991425	0.9760921582013773	0.9705936528874549	0.9816647700732065	0.9700188007343346	0.9719908767139236	0.9899696373215539	0.9754069006468129	0.9708713362036331	1.0	0.9694000449727546	0.969805674861067	0.9676876810252504
LiuW_2016__SRR3992961__bin.41	0.972962095635691	0.9702470413870663	0.971132469409267	0.967336464961421	0.9691970969452961	0.9753828955163885	0.9676211724729774	0.9789920742977742	0.997430805317811	0.9776127598953201	0.976035369413657	0.9693922046165473	0.9772892843862426	0.971553332202815	0.9696425746464785	0.9757933206994106	0.9703668558888404	0.976827210369683	0.9710901298967142	0.9707830243871738	0.9701573479934672	0.9769778274993136	0.9694000449727546	1.0	0.9759591544706232	0.9697180182850041
LiuW_2016__SRR3993001__bin.60	0.9741377408523537	0.9707130233058889	0.9716503293281821	0.966926754519808	0.9708684483846461	0.9776164107974338	0.9675013563058721	0.9775705320848126	0.9736040380513635	0.9778041797228718	0.9779586135992202	0.9706735597962551	0.9772127293686075	0.9704188720569447	0.97075140740812	0.9778750296934914	0.9700946021146355	0.9779723412528145	0.9704643460373478	0.9695599466696037	0.9722623306832638	0.978864753088548	0.969805674861067	0.9759591544706232	1.0	0.9695458412480138
Obregon-TitoAJ_2015__SM25__bin.54	0.9715912549518994	0.973028207916647	0.9763122881802836	0.9668294115435605	0.9666302518106479	0.9699610716687757	0.9668521719437423	0.9704504210755739	0.9679554425701641	0.9700840789764582	0.9709010883639505	0.9684627783169378	0.9694042254108165	0.9699362927589428	0.9682745838285141	0.9691070779825933	0.9695191182378732	0.9694228435667422	0.9731967254326114	0.9684999613750482	0.968565655150423	0.972048658919425	0.9676876810252504	0.9697180182850041	0.9695458412480138	1.0
