	ZeeviD_2015__PNP_Main_364__bin.14	Obregon-TitoAJ_2015__SM11__bin.23	Obregon-TitoAJ_2015__SM01__bin.37	WenC_2017__N021__bin.24	RampelliS_2015__H21__bin.9	CosteaPI_2017__SID713B044-11-90-0__bin.58	QinN_2014__LV-11__bin.4	LiuW_2016__SRR3993043__bin.20	LiuW_2016__SRR3993054__bin.15	LiuW_2016__SRR3992980__bin.37	CosteaPI_2017__SID713B044-11-0-0__bin.44	LiJ_2014__MH0400__bin.45	LiuW_2016__SRR3992978__bin.42	ZeeviD_2015__PNP_Main_293__bin.1	YuJ_2015__SZAXPI015220-136__bin.34	LiuW_2016__SRR3992956__bin.43	ZeeviD_2015__PNP_Main_634__bin.23	LiuW_2016__SRR3992966__bin.11	Obregon-TitoAJ_2015__SM42__bin.24	NielsenHB_2014__O2_UC12_2__bin.35	ZeeviD_2015__PNP_Main_538__bin.7	LiuW_2016__SRR3993034__bin.53	LiJ_2014__MH0357__bin.54	LiuW_2016__SRR3992961__bin.41	LiuW_2016__SRR3993001__bin.60	Obregon-TitoAJ_2015__SM25__bin.54
CosteaPI_2017__SID713B044-11-0-0__bin.44	0.8043345155744218	0.73578362312872	0.8338495982854552	0.5334546094403201	0.8731031925784448	0.9239204686964841	0.6000642803557952	0.8375425160295841	0.662745916633729	0.649275301158742	1.0	0.8122154529824616	0.8452335513314059	0.5525563498705162	0.5507835534225898	0.7026415609048836	0.7986969851910268	0.6235774768566228	0.5205382518983616	0.7730345791388769	0.7843556082726482	0.6142259284950747	0.6407564584613634	0.5597285454892786	0.5318788741065841	0.6348382196074679
LiJ_2014__MH0400__bin.45	0.7530225305488087	0.6770434196179923	0.7811899101208601	0.5151955825541013	0.8094247290018126	0.7710887340409326	0.5756513285030357	0.74689376939522	0.5630285384669368	0.5507960063605196	0.7379363229144736	1.0	0.752575103255744	0.49372728844340147	0.5431969313402792	0.6002416860511888	0.7966352235168059	0.5331631945692528	0.4583110389932714	0.8400466255526515	0.7329389674254445	0.5247815497005456	0.6814149930934617	0.4733671214540874	0.4446547501065507	0.545904088978808
LiuW_2016__SRR3992978__bin.42	0.7932974052379856	0.7291235649488694	0.8068623754875557	0.507617022277367	0.8520342823016122	0.8382437518395807	0.5672468754743712	0.815099064762506	0.6225198175848594	0.6171238329129765	0.7993486904323273	0.7833606404912296	1.0	0.5307036267088948	0.5261518002413101	0.6711439002888453	0.7767114247494785	0.5990929129907716	0.4949756729925675	0.7458499415253856	0.7679915448772174	0.5729304226919988	0.6120189741393256	0.5272543015009553	0.49873037750868926	0.6050087907905868
ZeeviD_2015__PNP_Main_293__bin.1	0.7778883563397365	0.6988142503997616	0.7574805785106624	0.7264455421858671	0.8090062828675394	0.7914776280391325	0.7420740178035565	0.7874123357409964	0.6497505949208241	0.630250412352529	0.7693490915653447	0.7566348885913702	0.7813387921953103	1.0	0.42846418093987	0.7227390910197384	0.7485037793735598	0.6749738738474065	0.5777048437257363	0.7181449802112756	0.745725908329731	0.6460876873423512	0.5077596771688904	0.6612513482773528	0.5578746742100248	0.7294810024048651
YuJ_2015__SZAXPI015220-136__bin.34	0.7345322256961273	0.6762198778546027	0.7806285207333968	0.4395928016022442	0.8398189556866101	0.7641531654258622	0.5323623771195011	0.7559724802153004	0.5457641753571737	0.5248393746163728	0.7372597932435206	0.8002934354288227	0.7447167248611628	0.4119146485205417	1.0	0.5473029713237226	0.7749191892547558	0.46342673873604884	0.3993218403616448	0.7317017691362215	0.7462716602806551	0.5284011501377652	0.7427376244440084	0.3833286512107868	0.40710408282767246	0.5000955758228978
LiuW_2016__SRR3992956__bin.43	0.813890904427784	0.7593827884305351	0.8465675436682583	0.6170773368808867	0.8893420712133842	0.8883517022859672	0.6698971667699166	0.880860048000834	0.7326193020920448	0.723465193398709	0.8602002233519491	0.8088057497673994	0.8688040245788625	0.6354778103390457	0.5005574573119624	1.0	0.7963373417058793	0.790566263153986	0.5880641862391766	0.7930032072823253	0.8077863201774637	0.7178837010737222	0.6027937906128524	0.6477068138950559	0.6285286217542584	0.7075256506474762
ZeeviD_2015__PNP_Main_634__bin.23	0.7917666033045551	0.7259013550408423	0.8184227499353914	0.5492369518356623	0.8386106295804551	0.8219945514014332	0.6124308465617477	0.7828235855155249	0.6106740104514162	0.5942008487610325	0.7848340428556936	0.8616038932524905	0.80704163609019	0.5282541455037955	0.5688694565248782	0.6391858499347249	1.0	0.5704156204019581	0.5199642486628422	0.8279159591806812	0.7755152213465399	0.5646882236072861	0.6761664169947698	0.5134115646837807	0.4840814727655229	0.595960276621158
LiuW_2016__SRR3992966__bin.11	0.7962688574142757	0.7475982456840002	0.836046203668766	0.6552379462354706	0.854700894030356	0.8720446534571459	0.6946788679364904	0.8515549665569452	0.7236262067569185	0.7248911221752864	0.8461609254640664	0.7962969780076509	0.8596015465303789	0.6578132813051227	0.4697903021787836	0.8762642763139731	0.7876951441359359	1.0	0.6140484349100295	0.7704117161640238	0.7782946854123656	0.7369113976343935	0.560565111444468	0.6759781620584683	0.6211317567394837	0.7470777590648011
Obregon-TitoAJ_2015__SM42__bin.24	0.7765668709204743	0.7701805695636453	0.8006895944737292	0.6889742193000818	0.8372941207254182	0.8188280224171726	0.7218031028183219	0.7912490009324631	0.685501864926069	0.680484523968106	0.8215594017012693	0.7961575148908637	0.8260581790329026	0.6548554682296522	0.4708361481664732	0.7581328854973453	0.8351490989362309	0.7142107842204418	1.0	0.7796693324325867	0.7769153551922967	0.6869195893356677	0.5461396743991322	0.6601523102247425	0.61161308968772	0.7827414651087556
NielsenHB_2014__O2_UC12_2__bin.35	0.7490620240759505	0.6800890277331438	0.7834552578525548	0.5164143527396777	0.8255247297049628	0.7781554543946146	0.5904915865032685	0.7534960592178298	0.580670267347087	0.5626463808173214	0.7416446127702092	0.8870593483276935	0.756639213918518	0.4948370204700887	0.5244347292024919	0.6214499432280108	0.8083275705818072	0.5446998531266527	0.47393748176735306	1.0	0.7439126004173762	0.5392746126726069	0.6970425426621346	0.49066578848719733	0.45188912815503873	0.5665103463832393
ZeeviD_2015__PNP_Main_538__bin.7	0.7739068590606373	0.7074560675185141	0.8119734220140188	0.5266460842408246	0.8391901478205643	0.7958519784183141	0.5897556911208609	0.773553986260903	0.594844488338082	0.5821039230424118	0.7580680050341729	0.7796780955211009	0.7848597540014101	0.517639634206739	0.5388309386052311	0.6377139814831	0.7627631433282641	0.5543405903500033	0.47575410628863757	0.7494111503434774	1.0	0.5488930937439913	0.6149531396575131	0.5081350108083227	0.48649797234700837	0.5840474546545708
LiuW_2016__SRR3993034__bin.53	0.7423973681912024	0.6978567758488018	0.7858434879859314	0.6188259037205723	0.8366976694029294	0.8078924986910733	0.6455221531880966	0.8165136047865974	0.6622749512171676	0.6741399509805118	0.7954346392998108	0.7480097726688296	0.7845465160591766	0.6009259345102369	0.5112113903217007	0.759389749822996	0.7441993686898876	0.7032813194566772	0.5636323801874608	0.7279296414687499	0.7354767689296663	1.0	0.5631434539757947	0.6059445034593237	0.5679829451607284	0.6889658332312705
LiJ_2014__MH0357__bin.54	0.7290738405492504	0.6556993349931559	0.7677959927140255	0.44125198047013936	0.817386749442235	0.7783459975641565	0.5376669792306614	0.7273144286006833	0.5412763389055949	0.5197158901068106	0.7331531240232375	0.858155010185275	0.7404692771149265	0.41726603507183585	0.6348886086591005	0.5633843135986893	0.787334906931376	0.472677811189791	0.39593063234929565	0.8313120143132754	0.7280287989997952	0.49755876742005367	1.0	0.4070320431984997	0.40408747480626417	0.5114788588180771
LiuW_2016__SRR3992961__bin.41	0.8253490083422369	0.7681491413651834	0.8463667518107866	0.7150643769738223	0.8867093802404319	0.8756158797321616	0.7559252995964499	0.8632180939509938	0.7945620974227983	0.7348138032534017	0.8759224929066222	0.8153398571182607	0.8724666086460198	0.7432038010599382	0.448146405432242	0.8279440171514693	0.8176323802380734	0.7795757888803195	0.6545548566347552	0.8003447039649801	0.8227581270180454	0.7322252804920907	0.5566921863170333	1.0	0.649889029616474	0.7968404691653282
LiuW_2016__SRR3993001__bin.60	0.7948647482627378	0.7411936811117998	0.8093178819351731	0.6217127626444668	0.8688321265553755	0.8362668228367554	0.6720056115625069	0.8523790636875141	0.7263781240268121	0.7205067447357099	0.847018317383303	0.7793909486552831	0.8398202523883043	0.6380722194653774	0.4843350880466878	0.817597216780204	0.7845176798421178	0.7289558905505295	0.6171212660337858	0.7500928559984975	0.8016151843409085	0.6984559202524483	0.5624109317461908	0.6613495231791974	1.0	0.7344330443746666
Obregon-TitoAJ_2015__SM25__bin.54	0.7713020476446819	0.7592396257469549	0.8364880289088346	0.6586492136375629	0.8521635718917833	0.8348866000902676	0.7014296883834075	0.811163804809312	0.6804129888731141	0.6912397881127013	0.8141772357424996	0.7705921807362707	0.8204611767070873	0.6719284121693126	0.4791475991614969	0.7411947992705139	0.7778169732125513	0.706088522191435	0.6360450990189437	0.7572980020315047	0.7750127814702026	0.6823029068300891	0.5732999194936508	0.653038897227315	0.591463620891446	1.0
