	XieH_2016__YSZC12003_35992__bin.76	XieH_2016__YSZC12003_37316__bin.20	VatanenT_2016__G80346__bin.3	LiuW_2016__SRR3992995__bin.98	CosteaPI_2017__SID713A004-11-0-0__bin.5	XieH_2016__YSZC12003_37797__bin.48	LeChatelierE_2013__MH0197__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.4	XieH_2016__YSZC12003_37207R1__bin.22	FengQ_2015__SID530185__bin.3	LiJ_2014__V1.UC58-4__bin.63	XieH_2016__YSZC12003_35520__bin.39	XieH_2016__YSZC12003_37133__bin.42	CosteaPI_2017__SID713A051-11-0-0__bin.109	XieH_2016__YSZC12003_36057__bin.67	XieH_2016__YSZC12003_36119__bin.34	XieH_2016__YSZC12003_35515__bin.16	ZeeviD_2015__PNP_DietIntervention_45__bin.3	ZeeviD_2015__PNP_DietIntervention_54__bin.31	FengQ_2015__SID31881__bin.29	XieH_2016__YSZC12003_37293__bin.31	XieH_2016__YSZC12003_35733__bin.125	XieH_2016__YSZC12003_37830__bin.41	XieH_2016__YSZC12003_36699__bin.36	XieH_2016__YSZC12003_37233__bin.41	LiuW_2016__SRR3992973__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	FengQ_2015__SID31872__bin.14	HeQ_2017__SZAXPI029573-88__bin.60	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10
LiJ_2014__V1.UC58-4__bin.63	0.9771013424607339	0.9774559945905896	0.9779496774880007	0.9763232503198425	0.9780605537588012	0.9776082788971341	0.9772171070987286	0.9771576739134558	0.9774844432662311	0.9758869892310333	1.0	0.9773096378150449	0.9781749391818784	0.9757842848937637	0.9767338783269061	0.9782430646755667	0.9771975374035063	0.9776324685499758	0.9771164687537484	0.9775755324791925	0.9765547280910082	0.977969930541947	0.9770359334231179	0.9769729178020804	0.9779051830842244	0.9756535467194973	0.9779649940255922	0.9773362781759021	0.9727077098087197	0.9767397482862008
XieH_2016__YSZC12003_35520__bin.39	0.9770604179351341	0.983668869994875	0.9784095470599671	0.9757813173913207	0.9769510236527958	0.9771258699569904	0.9775669302138316	0.9783551405370473	0.9766263705638791	0.9764396794286265	0.9773096378150449	1.0	0.9767876050802241	0.9764430293614026	0.9786174482187534	0.9784888004435769	0.9775862985334508	0.977588476642612	0.9773531070386872	0.978691783805684	0.9807675549241468	0.9781560143244161	0.9771090388410079	0.9782025784029863	0.9771314849581383	0.9761830837644836	0.9802668416000101	0.9776626975126018	0.9734217877796844	0.9780951709051074
XieH_2016__YSZC12003_37133__bin.42	0.9768007222931663	0.9767487969881118	0.977980412624735	0.9764153349417748	0.9777999990500954	0.9774224660086622	0.9769454044304139	0.9765545168622827	0.9766400655043935	0.977591712238113	0.9781749391818784	0.9767876050802241	1.0	0.9762079560485913	0.9762788949060053	0.9782422346774635	0.9778657128425166	0.9775953997638848	0.9771672624830119	0.9771314420805527	0.9756958111608769	0.9776817683320731	0.9761405295578347	0.9775086571156877	0.9772859489125755	0.9755391687642547	0.9781119918317325	0.9773731992155805	0.972948430966761	0.9769013547162999
CosteaPI_2017__SID713A051-11-0-0__bin.109	0.976889579867107	0.9773176752295506	0.9776314576826584	0.9763037051674477	0.976670751603275	0.976448902204953	0.9765329261853368	0.9758891124560664	0.9764378003685351	0.9752684910250202	0.9757842848937637	0.9764430293614026	0.9762079560485913	1.0	0.9760373855451003	0.9765944193140867	0.9764329850596483	0.976966208601698	0.9764675058498892	0.9763568583984494	0.975359344903352	0.9770690204887832	0.9764533552048673	0.9763017295768431	0.9767904756970508	0.9770440909145374	0.9774191188917287	0.9764152573471937	0.975117276628867	0.9758930055413907
XieH_2016__YSZC12003_36057__bin.67	0.9769786715699839	0.9789606586691835	0.9775090055173042	0.975331870046599	0.9757151151086378	0.9770033517050354	0.9765783867344535	0.9775552677640509	0.9766895959757798	0.9761056891875065	0.9767338783269061	0.9786174482187534	0.9762788949060053	0.9760373855451003	1.0	0.977976670449114	0.9772908141873179	0.9768607623138	0.9764319621454114	0.9781259236074724	0.9778749382626086	0.977391388391247	0.9761555400754454	0.9773861939592934	0.9768570564475605	0.9748453495374172	0.9903812291201868	0.9768149739484456	0.9719006712489676	0.9771233843369713
XieH_2016__YSZC12003_36119__bin.34	0.9785319477030343	0.9785594469460951	0.978456960188952	0.9764127528869874	0.9776081340463803	0.9890354374886201	0.9776664220424308	0.9781836062927931	0.978316204282597	0.9891507522087644	0.9782430646755667	0.9784888004435769	0.9782422346774635	0.9765944193140867	0.977976670449114	1.0	0.9784116705977577	0.9782580860240605	0.977936881160894	0.9784380547991337	0.9796372288542728	0.9785247073600941	0.978343048957812	0.9780040091461536	0.9780967265917017	0.9759430632143334	0.9815128676499897	0.9776777813594246	0.9735347350111705	0.9781088852341481
XieH_2016__YSZC12003_35515__bin.16	0.9775733111444014	0.9771514216809175	0.978285895221129	0.9766603447873509	0.9776389397047597	0.9779373734013539	0.9772928663983148	0.9778265128498661	0.977602279388505	0.9768001733366503	0.9771975374035063	0.9775862985334508	0.9778657128425166	0.9764329850596483	0.9772908141873179	0.9784116705977577	1.0	0.9776020468228847	0.9773100586918242	0.977791249662996	0.9772615958422048	0.9780723902193516	0.9776418635561916	0.9778088076516617	0.9775163463945894	0.9762479137864465	0.9785894954484802	0.9772231077136789	0.9737012159301256	0.9774704157551233
ZeeviD_2015__PNP_DietIntervention_45__bin.3	0.9773749804201927	0.9771863870681511	0.9822649892423798	0.9787673867473488	0.9777160206889348	0.9781265050260647	0.9779495356071671	0.9779308507390612	0.9776400864176954	0.9766833166372516	0.9776324685499758	0.977588476642612	0.9775953997638848	0.976966208601698	0.9768607623138	0.9782580860240605	0.9776020468228847	1.0	0.9989418472984168	0.9780080997632961	0.9769173273434965	0.9780562307205024	0.9772737224170219	0.9775490179311146	0.9775080721096507	0.9760185932173192	0.9787976175704182	0.9773211786869246	0.9734282654932821	0.9773419231011821
ZeeviD_2015__PNP_DietIntervention_54__bin.31	0.9770607067906435	0.9771412798979686	0.9813863327431782	0.9781801930954632	0.9770479819601287	0.9777771540699377	0.977533391935824	0.9773423292111086	0.9775846121021323	0.9765572832838958	0.9771164687537484	0.9773531070386872	0.9771672624830119	0.9764675058498892	0.9764319621454114	0.977936881160894	0.9773100586918242	0.9989418472984168	1.0	0.977531667017987	0.9770373456335355	0.977490226177056	0.9767135218391586	0.9768416504644631	0.9767424734135504	0.9761167989872046	0.9782262072727531	0.9773449442085195	0.9734008920122047	0.9766846430124263
FengQ_2015__SID31881__bin.29	0.9777282260949292	0.9789028293470036	0.978802507573039	0.9762644370331146	0.9773685800637664	0.9777697569088288	0.9779325257453866	0.9789302990143751	0.9770543850473922	0.9770883713790508	0.9775755324791925	0.978691783805684	0.9771314420805527	0.9763568583984494	0.9781259236074724	0.9784380547991337	0.977791249662996	0.9780080997632961	0.977531667017987	1.0	0.9778805500214955	0.9778076112820865	0.9783032367768744	0.9783917985619079	0.977761346765164	0.9764600647178134	0.9793288666853917	0.9776366567813621	0.9731683292020945	0.9784040894029628
XieH_2016__YSZC12003_37293__bin.31	0.9761728905696053	0.9814512672631792	0.9780856516732905	0.9752420370703617	0.9762771322277388	0.9769835968565498	0.9769396308722479	0.9771619411038373	0.9763593125164897	0.9763359953485986	0.9765547280910082	0.9807675549241468	0.9756958111608769	0.975359344903352	0.9778749382626086	0.9796372288542728	0.9772615958422048	0.9769173273434965	0.9770373456335355	0.9778805500214955	1.0	0.9776423221970625	0.9762736922949051	0.9769755795706555	0.9771537856479602	0.9754795220253107	0.9796330052370901	0.9763693291339289	0.9725929557808641	0.9769153022582399
XieH_2016__YSZC12003_35733__bin.125	0.9775143852911609	0.9781569241292111	0.9789153155940762	0.9764059622134832	0.9778784478926311	0.9781184464530411	0.9778433360844314	0.9779998263782503	0.9777730650904795	0.9766446704717484	0.977969930541947	0.9781560143244161	0.9776817683320731	0.9770690204887832	0.977391388391247	0.9785247073600941	0.9780723902193516	0.9780562307205024	0.977490226177056	0.9778076112820865	0.9776423221970625	1.0	0.9774475991638842	0.9783785772461896	0.9784407201094243	0.9765702300970316	0.9789938579407674	0.9777449023273885	0.9736595578880025	0.9779423077761603
XieH_2016__YSZC12003_37830__bin.41	0.9771043700081805	0.9773074574809861	0.9779567722767747	0.9765901500974832	0.9763743918238305	0.9777726404739351	0.97730047457468	0.977638657479177	0.9771093065218094	0.9772870216441522	0.9770359334231179	0.9771090388410079	0.9761405295578347	0.9764533552048673	0.9761555400754454	0.978343048957812	0.9776418635561916	0.9772737224170219	0.9767135218391586	0.9783032367768744	0.9762736922949051	0.9774475991638842	1.0	0.9778300273631001	0.9770829121199692	0.9757007477846088	0.9784545696945073	0.9774532256765945	0.9729314337962653	0.9771621606848072
XieH_2016__YSZC12003_36699__bin.36	0.9810466015751101	0.9774718301970466	0.9783038060630446	0.9771989390189861	0.9770621882992144	0.9779166342944484	0.977320093718621	0.9859968158076098	0.9775419404319049	0.9767314496167208	0.9769729178020804	0.9782025784029863	0.9775086571156877	0.9763017295768431	0.9773861939592934	0.9780040091461536	0.9778088076516617	0.9775490179311146	0.9768416504644631	0.9783917985619079	0.9769755795706555	0.9783785772461896	0.9778300273631001	1.0	0.9778556399798738	0.9763734550452449	0.9781504631989424	0.9773095040438082	0.9730906093335446	0.9860785162059101
XieH_2016__YSZC12003_37233__bin.41	0.9774919070600864	0.9765465949933395	0.9782879029929358	0.9767243955063928	0.9772871453565488	0.9778561283238998	0.9772760804718134	0.9779071550654863	0.9770817266057276	0.9768771475402972	0.9779051830842244	0.9771314849581383	0.9772859489125755	0.9767904756970508	0.9768570564475605	0.9780967265917017	0.9775163463945894	0.9775080721096507	0.9767424734135504	0.977761346765164	0.9771537856479602	0.9784407201094243	0.9770829121199692	0.9778556399798738	1.0	0.9755067838502037	0.9783562792095337	0.9769062153682799	0.9731509539937241	0.9778839635863078
LiuW_2016__SRR3992973__bin.1	0.9757517820238714	0.9758737707760521	0.9774115122587932	0.9766719917183587	0.976382166790767	0.9757945175156845	0.9757113966909805	0.9757917457046283	0.9752123062741257	0.9746204161448503	0.9756535467194973	0.9761830837644836	0.9755391687642547	0.9770440909145374	0.9748453495374172	0.9759430632143334	0.9762479137864465	0.9760185932173192	0.9761167989872046	0.9764600647178134	0.9754795220253107	0.9765702300970316	0.9757007477846088	0.9763734550452449	0.9755067838502037	1.0	0.9767136098446844	0.9756867357829183	0.9767047003598219	0.9755604337275882
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	0.9785197389001272	0.9797029283306864	0.979300880792189	0.9770376313575077	0.9779764655974775	0.9817346382242071	0.9779852630939775	0.978609561432345	0.9783848803586874	0.9803297348249062	0.9779649940255922	0.9802668416000101	0.9781119918317325	0.9774191188917287	0.9903812291201868	0.9815128676499897	0.9785894954484802	0.9787976175704182	0.9782262072727531	0.9793288666853917	0.9796330052370901	0.9789938579407674	0.9784545696945073	0.9781504631989424	0.9783562792095337	0.9767136098446844	1.0	0.9779187233972315	0.9739235193986133	0.9785246330082604
FengQ_2015__SID31872__bin.14	0.9771454445695996	0.9768670081432531	0.9781729400859086	0.9768189564132898	0.9767478840916143	0.9773061748003605	0.9774786873359796	0.9770482103986298	0.9772575264072314	0.9764236174077454	0.9773362781759021	0.9776626975126018	0.9773731992155805	0.9764152573471937	0.9768149739484456	0.9776777813594246	0.9772231077136789	0.9773211786869246	0.9773449442085195	0.9776366567813621	0.9763693291339289	0.9777449023273885	0.9774532256765945	0.9773095040438082	0.9769062153682799	0.9756867357829183	0.9779187233972315	1.0	0.9735436901614407	0.977336327517706
HeQ_2017__SZAXPI029573-88__bin.60	0.9732580548722779	0.9732044714052385	0.9746102207216258	0.9732902898744605	0.9740416027772465	0.9731281320503014	0.9724423076449299	0.9730264065349661	0.9729712006606459	0.9721619616789599	0.9727077098087197	0.9734217877796844	0.972948430966761	0.975117276628867	0.9719006712489676	0.9735347350111705	0.9737012159301256	0.9734282654932821	0.9734008920122047	0.9731683292020945	0.9725929557808641	0.9736595578880025	0.9729314337962653	0.9730906093335446	0.9731509539937241	0.9767047003598219	0.9739235193986133	0.9735436901614407	1.0	0.9730763992809967
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10	0.9818384582255447	0.9776324570199041	0.9778221262523217	0.9761936251818543	0.9768107195687488	0.9771430081842258	0.9772084753028143	0.9990720535206289	0.9769655662051828	0.9763480604207923	0.9767397482862008	0.9780951709051074	0.9769013547162999	0.9758930055413907	0.9771233843369713	0.9781088852341481	0.9774704157551233	0.9773419231011821	0.9766846430124263	0.9784040894029628	0.9769153022582399	0.9779423077761603	0.9771621606848072	0.9860785162059101	0.9778839635863078	0.9755604337275882	0.9785246330082604	0.977336327517706	0.9730763992809967	1.0
