	XieH_2016__YSZC12003_35992__bin.76	XieH_2016__YSZC12003_37316__bin.20	VatanenT_2016__G80346__bin.3	LiuW_2016__SRR3992995__bin.98	CosteaPI_2017__SID713A004-11-0-0__bin.5	XieH_2016__YSZC12003_37797__bin.48	LeChatelierE_2013__MH0197__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.4	XieH_2016__YSZC12003_37207R1__bin.22	FengQ_2015__SID530185__bin.3	LiJ_2014__V1.UC58-4__bin.63	XieH_2016__YSZC12003_35520__bin.39	XieH_2016__YSZC12003_37133__bin.42	CosteaPI_2017__SID713A051-11-0-0__bin.109	XieH_2016__YSZC12003_36057__bin.67	XieH_2016__YSZC12003_36119__bin.34	XieH_2016__YSZC12003_35515__bin.16	ZeeviD_2015__PNP_DietIntervention_45__bin.3	ZeeviD_2015__PNP_DietIntervention_54__bin.31	FengQ_2015__SID31881__bin.29	XieH_2016__YSZC12003_37293__bin.31	XieH_2016__YSZC12003_35733__bin.125	XieH_2016__YSZC12003_37830__bin.41	XieH_2016__YSZC12003_36699__bin.36	XieH_2016__YSZC12003_37233__bin.41	LiuW_2016__SRR3992973__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	FengQ_2015__SID31872__bin.14	HeQ_2017__SZAXPI029573-88__bin.60	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10
LiJ_2014__V1.UC58-4__bin.63	0.8805228374749077	0.8919759480095695	0.70640714226789	0.5720922665151196	0.9092019028937551	0.8976942537374997	0.804893810095603	0.894190949338662	0.9024459884323125	0.6327126318780535	1.0	0.9061381156218777	0.9039084484449619	0.8633683785988616	0.7734419828226258	0.9031577403594966	0.8972616112267066	0.8791997030165816	0.5731367498647992	0.9106694042915937	0.7279081917926249	0.8419479912371559	0.896695142854524	0.8989582664967872	0.8842021320476273	0.8883241519015188	0.8702957001567413	0.8532709423723842	0.6397801956057454	0.6340577651081148
XieH_2016__YSZC12003_35520__bin.39	0.8608580642527657	0.8946375474547904	0.6467747071069927	0.5224469935094093	0.8680504551577745	0.8578532881577337	0.7381116055027146	0.8716904110707434	0.8870666612238233	0.5691759807323346	0.6456754704657713	1.0	0.8780761725925623	0.8317253541249949	0.7398430828264686	0.8599061109523615	0.8725032452953423	0.8208590439645671	0.5246611421806752	0.9108266318324693	0.7307595215740703	0.7849868963546557	0.8596050128587174	0.8789683634730784	0.8342585622729314	0.8509211740213087	0.8293698003837204	0.8005016124423399	0.584856268114463	0.5878763930277177
XieH_2016__YSZC12003_37133__bin.42	0.8526270973210341	0.8569666684352187	0.6576354415233678	0.5105121976386249	0.8909326334641086	0.872084533751623	0.7411458199403488	0.8584730842105297	0.8682078241829208	0.5693278384528576	0.6419759435686495	0.8751985959215453	1.0	0.8118067452142492	0.7298717886539029	0.8672873090980938	0.8731661715263331	0.8276908384336531	0.5223633411051974	0.8820093659480378	0.7070444467518805	0.779993965222888	0.8833588905384525	0.8536892050727282	0.8353593019709373	0.8263250388240583	0.821215984803038	0.8035227604515732	0.5857223162737497	0.5733370266776859
CosteaPI_2017__SID713A051-11-0-0__bin.109	0.8281041098163705	0.8372430946546557	0.6534633456948573	0.511334147918058	0.8455345946459568	0.8576292372569462	0.7419935600519799	0.8372317190191257	0.8599231007038173	0.573536122996048	0.6302831462598918	0.8521177418426656	0.8344453574693093	1.0	0.7026338611182116	0.8620607164509088	0.8401415396721943	0.8235672387049977	0.518461987310144	0.8491252805432469	0.6913241373587916	0.758698346250256	0.8537986592809795	0.8278080087150751	0.8330588682447126	0.8656112530463282	0.800495107807567	0.8132655970000442	0.5948992319438552	0.5676729866128845
XieH_2016__YSZC12003_36057__bin.67	0.784983321022787	0.8033806626581007	0.5944570799431778	0.48470894623031574	0.7936917693625396	0.783390855861752	0.6919120245920846	0.7912133728554773	0.80360000556382	0.5413343681087541	0.6018926261194959	0.8079993466077996	0.7997302973897481	0.7489982449000991	1.0	0.781996334298561	0.784276787207779	0.7492008250146496	0.4933963519173245	0.8181647311587119	0.6607410794310209	0.7158938722725244	0.7940972862467718	0.7827428134882691	0.7629969588016958	0.7687722753420412	0.7706885833622521	0.7279848378770603	0.5583753502799208	0.544338117624149
XieH_2016__YSZC12003_36119__bin.34	0.867742111202939	0.8738116634189004	0.6825566042055092	0.5305153571835567	0.8858645469240685	0.9470760578856556	0.7791521141003631	0.8862238007855462	0.8996111035175799	0.6200340672917573	0.6585661326204846	0.8799681049408935	0.8904396030762824	0.8610613261380077	0.7327388545249109	1.0	0.8984344218001259	0.8691239853584836	0.5469120376110387	0.8871655471870756	0.7345755607785683	0.8003013053781473	0.8901405033497498	0.8675776899007557	0.8961351970866684	0.8757272384272634	0.8384056079694872	0.8459756716626904	0.6113595068430341	0.5789170451085832
XieH_2016__YSZC12003_35515__bin.16	0.8528681330105108	0.8675479683723072	0.6566287996174927	0.5199460344538661	0.8595656193297397	0.8635674518496219	0.7605203464472627	0.8634057782093447	0.8749672471504611	0.5721154618701082	0.642028325352952	0.8761576636092968	0.8797062852349334	0.8234704214303821	0.7211293674428642	0.8816286602436648	1.0	0.832878646716205	0.5322617617573302	0.8806550110793995	0.7097321956493722	0.7819035710198197	0.8556444596607871	0.8595692266523424	0.8408911660932663	0.842555125628289	0.8117548214326121	0.8168191744281492	0.5917255234143112	0.5744195571978712
ZeeviD_2015__PNP_DietIntervention_45__bin.3	0.8656715898976413	0.8604813362260793	0.7155638072986203	0.5387238540275924	0.8721329828660436	0.9024080718736093	0.7795724159991099	0.8769519080996885	0.8886703104138852	0.6032133121940365	0.6669868852914997	0.8739336476412995	0.8841045004450379	0.8558334724076546	0.730359576657766	0.9042233394526035	0.8830318897418781	1.0	0.5858547507788162	0.8801429684023142	0.7219368880729862	0.8079216733422341	0.8972772724744104	0.874163120271473	0.8725408183133067	0.8684096155985759	0.8405999666221629	0.8524723937472185	0.617589424788607	0.5898270610814419
ZeeviD_2015__PNP_DietIntervention_54__bin.31	0.7730765530053513	0.777636328199207	0.6432396558827811	0.5045817327737852	0.7803013369452318	0.8087021096546739	0.7089579524680073	0.7735388957557725	0.7932365719530157	0.5564322139901857	0.6170573388893412	0.7927317943290232	0.791854971418139	0.7646181971593307	0.6826088565528573	0.8075119594796301	0.8008615266192481	0.8314333858834966	1.0	0.7935415109282136	0.6597127751173744	0.7406109141507967	0.8124265099536917	0.7880082007860321	0.7906307746584856	0.7834094447199421	0.7634463038484977	0.7624550054647236	0.5813750379323361	0.5401919931314716
FengQ_2015__SID31881__bin.29	0.8890209063219696	0.9009671391549595	0.6616392453230623	0.5247926196986001	0.898938020523313	0.8829100061513565	0.76525362324848	0.9030546210615152	0.8972076820660599	0.5789510859382643	0.6589167311923517	0.9248804962204805	0.8985633017696342	0.8415927868297964	0.7607102412625038	0.8803161565130596	0.8905134807558708	0.8394469416483314	0.5333007250642079	1.0	0.7505175595529241	0.7924001731001676	0.8861561317086678	0.8826059202246986	0.846744009059572	0.8578482853300924	0.8406089013942523	0.8194097682215284	0.5945241320535417	0.5974708142174264
XieH_2016__YSZC12003_37293__bin.31	0.8707577495145311	0.8834653575587437	0.6276764098093055	0.5584248900937012	0.88619065592465	0.8966432604537099	0.7450808967437508	0.9040148307682165	0.8927908622916383	0.5876374356309045	0.6384160147857485	0.8994598040598907	0.8731313316458993	0.8305567848875373	0.744675719641563	0.8835433380724583	0.8699345325450066	0.8346350853625351	0.5374212004899106	0.9097419769507288	1.0	0.7853264790873546	0.8656644964770092	0.8678395096713926	0.8493259710081312	0.8585610344235732	0.837296471864108	0.8243291967484537	0.5869914836435872	0.5921804034969035
XieH_2016__YSZC12003_35733__bin.125	0.8717530956498762	0.8768634701304316	0.693816281737167	0.5579383452235114	0.8864900855131993	0.9005698878239773	0.787632713602844	0.8819809757152122	0.9079029148951503	0.6064193449592852	0.6894952078979607	0.902170257740626	0.8993793687396411	0.8510901581753981	0.7533613773390022	0.8988013739761236	0.8948785160097044	0.872138550599313	0.5633377170858255	0.8968519552737143	0.7332786865556916	1.0	0.9017236254233624	0.8875364812279312	0.8887716635439936	0.8747170077586414	0.8521947286877567	0.8539512322548101	0.6241998150416757	0.602533643799092
XieH_2016__YSZC12003_37830__bin.41	0.8136975494994008	0.8140383114214631	0.6523672632276283	0.5026756003666129	0.8461960108307033	0.8448482069190232	0.7306840708251265	0.816366798292443	0.8351414146097625	0.5660296885251836	0.6213537997971308	0.8359363140421223	0.8618605791491813	0.8104198199582956	0.7070930562692255	0.8458958989794927	0.8286142200299413	0.8195794242044495	0.5228907535697431	0.848661691690808	0.683937759660267	0.7629948431574181	1.0	0.8181134810243563	0.8246454392843555	0.8262396842505747	0.8003795700365787	0.7967928364412642	0.5845540528438218	0.551935546772035
XieH_2016__YSZC12003_36699__bin.36	0.891318038198026	0.8844735013409484	0.674639179035603	0.5344608790540614	0.8870502122715773	0.8821913104376812	0.7603061651049414	0.9064026889542774	0.8989891312609257	0.5830000190012921	0.6655450249188374	0.9132533333695263	0.889904477790204	0.839514069099556	0.7446731913484402	0.880867327549702	0.8893724416117439	0.8531013501775263	0.541877829835286	0.9030981606749259	0.7325717434499832	0.8023763830226169	0.8740923489940173	1.0	0.8537436617118536	0.8672668134290274	0.8454170240719227	0.8293069821605012	0.595197151977763	0.6062304558138525
XieH_2016__YSZC12003_37233__bin.41	0.8250790767488622	0.8456000119549101	0.6566642812193344	0.5123685167443459	0.8474819140475175	0.8734868321646855	0.7540091289021573	0.8358521111208891	0.8689233773285093	0.5869292983297995	0.6406755852509618	0.8483350297129327	0.8522472740314447	0.8268424259833329	0.7104248476164068	0.8904804047401218	0.8515130433050013	0.8333791051417736	0.5320997637244859	0.8479474913783513	0.7016715288835609	0.786377047901	0.862302681718784	0.8355572233393053	1.0	0.8488710081808114	0.7978849771611406	0.8156576113757611	0.5924235757468083	0.5589627787195959
LiuW_2016__SRR3992973__bin.1	0.8489744153600112	0.8701006944994018	0.6666766572025983	0.5348049505013845	0.8683549325352579	0.870215192776371	0.7606713236034494	0.8627983985058648	0.8767705558925023	0.5886225082733424	0.6527311038273743	0.8774700056609295	0.8549081201841267	0.8712567903371536	0.7258874205794489	0.8824617937771534	0.8652190267848513	0.8411194968002783	0.5346682260882977	0.8711712533890648	0.7192946771434835	0.7848459509873288	0.8761424991673618	0.8607512366655812	0.8608310486998215	1.0	0.8303879774115105	0.8342788982706383	0.6237815615342365	0.5938456502609719
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	0.8729801076276404	0.8885184689388057	0.6745197361962643	0.5472517469411796	0.9020816934843333	0.8875214407467895	0.7760120657189009	0.8915320428725693	0.8906049815712208	0.6021471982008514	0.6778695795739517	0.9065831347665837	0.9006216701025408	0.8540797658251006	0.7713774731600225	0.8955662052778596	0.8836272121228347	0.863055875344703	0.55231970585348	0.9049060712341481	0.7435863386076231	0.8105357286284169	0.899665693912702	0.889431251282875	0.85769519780818	0.8802327470036501	1.0	0.8434476542350495	0.6127693145208071	0.6078177291103317
FengQ_2015__SID31872__bin.14	0.8469984676751162	0.8501154956046285	0.6731208982889918	0.5315951048565102	0.8643707923901913	0.8923888906270158	0.7708887800704258	0.8757730612434295	0.8882387122424638	0.5912387154062454	0.6544760303118399	0.8616861479447547	0.8677820520076479	0.8544755381680369	0.7175263305722894	0.8898747388561945	0.8755835858792694	0.8619009335616412	0.5431924735745143	0.8686366245684514	0.720908764624141	0.7998229688434304	0.881978643068137	0.8591800813935544	0.8634318523202998	0.8708737696844339	0.8305879325636438	1.0	0.6086883770046511	0.579979168255881
HeQ_2017__SZAXPI029573-88__bin.60	0.8381521929425111	0.837567993416194	0.6669520026765587	0.5361686987026335	0.8438549807256627	0.855681953850125	0.7661658815207497	0.8313390485475469	0.8491425055175711	0.6068889298908661	0.6587401770247256	0.8451087918253593	0.8491429774073338	0.839048783491786	0.7387854218151806	0.8632652223379401	0.8514684501582954	0.8382111791628581	0.5559970346447307	0.8460247298549081	0.689109114597957	0.7848036395913623	0.8685881388620567	0.8277635398149908	0.8418390676590823	0.8740837670393494	0.8100299225298576	0.8170931684990933	1.0	0.5925175271655139
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10	0.8376412856245237	0.8491916467375593	0.6423836566188925	0.5346948039381987	0.8424247492038311	0.8315509822800173	0.7379205718558797	0.8624956100218125	0.8412631669481827	0.596469382440565	0.6610535469829203	0.8601495101142709	0.8416344336748955	0.810711785687835	0.7292648488772406	0.8277293718807264	0.8369546571994447	0.810592808319815	0.5231047837024897	0.860903989086574	0.703938437573913	0.7670843616434168	0.830428103505532	0.8537046637694802	0.8042741066543707	0.8425943755718918	0.8135830106052316	0.7883397401132913	0.5999646412641226	1.0
